Time,OCT4_Gene,NANOG_Gene,SOX2_Gene,targetGene,degradation,p53,A,OCT4,SOX2,NANOG,OCT4_SOX2,Protein,eta1,a1,a2,a3,f,b1,b2,b3,gamma1,eta5,e1,e2,f2,f1,f3,gamma2,k1c,k2c,k3c,eta3,c1,c2,c3,d1,d2,d3,gamma3,g1,eta7,h1,h2,gamma4,compartment,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9
0.1,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.948855497916998,0.948855497916998,0.009139998924115857,0.062022403925793924,0.0007267818199189604,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891576231962823,0.948855497916998,0.0007768638087336902,0.009139998924115857,0.04495431539243992,0.3101120196289696,9.891576231962823,0.948855497916998,0.005726003412978823,7.267818199189605e-06
0.11,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.037346444737535,1.037346444737535,0.009056641556455627,0.059478696485781093,0.0007827953147858226,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89156228569279,1.037346444737535,0.0007486096838413706,0.009056641556455627,0.0537449036239944,0.29739348242890545,9.89156228569279,1.037346444737535,0.005495045518815036,7.827953147858225e-06
0.12,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.124865916067347,1.124865916067347,0.008973844305440806,0.057148123155498914,0.0008365906782576771,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891549510386483,1.124865916067347,0.0007227233223155433,0.008973844305440806,0.0632090183333461,0.28574061577749454,9.891549510386483,1.124865916067347,0.005283427853902066,8.365906782576771e-06
0.13,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.211417018834772,1.211417018834772,0.008891624896869678,0.05502673126269938,0.0008883596382615957,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891537861510884,1.211417018834772,0.0006991561337225237,0.008891624896869678,0.07332153294486361,0.2751336563134969,9.891537861510884,1.211417018834772,0.005090794704058999,8.883596382615958e-06
0.14,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.2970030660130392,1.2970030660130392,0.008810000434056251,0.05311052473392217,0.0009382905609462783,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89152729523229,1.2970030660130392,0.0006778592355166096,0.008810000434056251,0.08405773713762728,0.26555262366961085,9.89152729523229,1.2970030660130392,0.0049167860403550815,9.382905609462784e-06
0.15,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.3816275861261742,1.3816275861261742,0.008728987343938194,0.05139545975771418,0.0009865680617541274,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891517768413959,1.3816275861261742,0.0006587834094484784,0.008728987343938194,0.09539334387748423,0.2569772987885709,9.891517768413959,1.3816275861261742,0.00476103714990856,9.865680617541274e-06
0.16,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.465294321761662,1.465294321761662,0.00864860136301188,0.04987744793157197,0.0010333728552463137,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891509238646384,1.465294321761662,0.0006418791393633988,0.00864860136301188,0.1073044950214169,0.24938723965785986,9.891509238646384,1.465294321761662,0.004623178945538773,1.0333728552463137e-05
0.17,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.5480071813968934,1.5480071813968934,0.008568857685701899,0.048552393902685044,0.0010788825659716777,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891501664425856,1.5480071813968934,0.0006270970237241232,0.008568857685701899,0.11976775928891505,0.2427619695134252,9.891501664425856,1.5480071813968934,0.004502841407762919,1.0788825659716777e-05
0.18,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.629770306236767,1.6297703062367672,0.00848977072839508,0.04741614237445758,0.0011232703081398801,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891495004930496,1.629770306236767,0.0006143872008703688,0.00848977072839508,0.13276014641217984,0.23708071187228788,9.891495004930496,1.6297703062367672,0.004399648794029217,1.1232703081398802e-05
0.19,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.710587990788378,1.710587990788378,0.008411354367013355,0.04646454585606817,0.001166705971915382,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.8914892203236,1.710587990788378,0.0006037000876660786,0.008411354367013355,0.14625909916561494,0.23232272928034087,9.8914892203236,1.710587990788378,0.0043132258139160435,1.166705971915382e-05
0.2,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.7904647114357601,1.7904647114357601,0.008333621835578597,0.04569343956507903,0.001209355602802937,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891484271646634,1.7904647114357601,0.0005949861071948138,0.008333621835578597,0.1602425007052719,0.22846719782539515,9.891484271646634,1.7904647114357601,0.004243195370455244,1.209355602802937e-05
0.21,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.8694051406789254,1.8694051406789254,0.00825658567951649,0.04509862544265645,0.00125138111812393,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89148012075545,1.8694051406789254,0.0005881955162764352,0.00825658567951649,0.174688680374397,0.22549312721328224,9.89148012075545,1.8694051406789254,0.00418917712794661,1.2513811181239301e-05
0.22,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.9474140951645966,1.9474140951645966,0.008180257878089632,0.04467592591723582,0.0012929408589549243,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891476730546367,1.9474140951645966,0.0005832789886446292,0.008180257878089632,0.18957640697637002,0.2233796295861791,9.891476730546367,1.9474140951645966,0.00415079241464943,1.2929408589549243e-05
0.23,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.024496562720263,2.024496562720263,0.008104649784078011,0.04442114832767268,0.0013341893116185937,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891474064804283,2.024496562720263,0.000580187228817533,0.008104649784078011,0.20488489547498032,0.2221057416383634,9.891474064804283,2.024496562720263,0.0041276610092165775,1.3341893116185938e-05
0.24,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.1006576869697757,2.1006576869697757,0.008029772140399754,0.04433010411439877,0.001375277090125487,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89147208827817,2.1006576869697757,0.0005788711792817528,0.008029772140399754,0.22059380578714602,0.22165052057199386,9.89147208827817,2.1006576869697757,0.004119402901138114,1.375277090125487e-05
0.25,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.175902759708824,2.175902759708824,0.007955635086426095,0.04439861680728999,0.0014163509043276464,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891470766706494,2.175902759708824,0.0005792821055729888,0.007955635086426095,0.23668324236861654,0.22199308403644993,9.891470766706494,2.175902759708824,0.004125639032639464,1.4163509043276464e-05
0.26,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.2502372119449654,2.250237211944965,0.007882248212688842,0.04462251725564578,0.001457553943365678,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891470066790756,2.2502372119449654,0.0005813715433626307,0.007882248212688842,0.2531337529838369,0.2231125862782289,9.891470066790756,2.250237211944965,0.004145990880708591,1.457553943365678e-05
0.27,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.3236666155127774,2.3236666155127774,0.00780962049854879,0.04499765587044171,0.0014990253239990238,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891469956232728,2.3236666155127774,0.0005850914284100911,0.00780962049854879,0.26992632934655986,0.22498827935220855,9.891469956232728,2.3236666155127774,0.004180081583655544,1.4990253239990237e-05
0.28,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.3961966716528345,2.3961966716528345,0.007737760373544427,0.04551990063673091,0.0015409005146621818,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891470403715887,2.3961966716528345,0.000590394073033988,0.007737760373544427,0.28704240456136937,0.22759950318365457,9.891470403715887,2.3961966716528345,0.004227535774096429,1.5409005146621818e-05
0.29,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.4678332060295736,2.4678332060295736,0.007666675719884454,0.04618514141947202,0.0015833112966827886,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89147137890924,2.4678332060295736,0.0005972322099795662,0.007666675719884454,0.30446385149769073,0.2309257070973601,9.89147137890924,2.4678332060295736,0.004287979982777179,1.5833112966827887e-05
0.3,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.5385821625933094,2.5385821625933094,0.007596373864088144,0.04698929936697314,0.0016263856079053178,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891472852488489,2.5385821625933094,0.0006055590907234534,0.007596373864088144,0.3221729805124792,0.23494649683486568,9.891472852488489,2.5385821625933094,0.0043610435046165736,1.626385607905318e-05
0.31,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.6084496040780456,2.6084496040780456,0.007526861600619495,0.04792831565915121,0.0016702477678922321,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891474796077713,2.6084496040780456,0.0006153283612988827,0.007526861600619495,0.34015253853508653,0.23964157829575605,9.891474796077713,2.6084496040780456,0.004446357387563716,1.6702477678922323e-05
0.32,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.677441697273473,2.677441697273473,0.007458145198921318,0.04899817112927593,0.0017150183598090563,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891477182307217,2.677441697273473,0.0006264942701030167,0.007458145198921318,0.35838570394380354,0.24499085564637965,9.891477182307217,2.677441697273473,0.004543556225237547,1.7150183598090564e-05
0.33,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.7455647134594496,2.7455647134594496,0.007390230412707033,0.05019487939672127,0.0017608143202740532,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891479984769202,2.7455647134594496,0.0006390115903418732,0.007390230412707033,0.37685608491028677,0.25097439698360635,9.891479984769202,2.7455647134594496,0.00465227754248612,1.7608143202740534e-05
0.34,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.812825025981808,2.812825025981808,0.00732312248991575,0.05151448484566962,0.0018077489998713624,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891483177992024,2.812825025981808,0.0006528355946565709,0.00732312248991575,0.3955477168546323,0.2575724242283481,9.891483177992024,2.812825025981808,0.004772161620436817,1.8077489998713625e-05
0.35000000000000003,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.8792290968934187,2.8792290968934187,0.007256826182134224,0.05295307872055663,0.0018559320852504033,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89148673748007,2.8792290968934187,0.0006679222240202978,0.007256826182134224,0.41444505654116404,0.2647653936027832,9.89148673748007,2.8792290968934187,0.004902852966505398,1.8559320852504033e-05
0.36,0.0,0.0,0.0,0.01,0.0,0.0,10.0,2.9447834791119565,2.9447834791119565,0.007191345761430233,0.05450678811094269,0.0019054697816280734,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891490639652886,2.9447834791119565,0.0006842279653812476,0.007191345761430233,0.433532980154425,0.27253394055471347,9.891490639652886,2.9447834791119565,0.00504399932104062,1.9054697816280733e-05
0.37,0.0,0.0,0.0,0.01,0.0,0.0,10.0,3.0094948081663313,3.0094948081663313,0.0071266850250574785,0.05617178459185926,0.001956464751896752,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891494861855852,3.0094948081663313,0.0007017099401485982,0.0071266850250574785,0.4527967782344133,0.28085892295929626,9.891494861855852,3.0094948081663313,0.005195252448776218,1.9564647518967523e-05
0.38,0.0,0.0,0.0,0.01,0.0,0.0,10.0,3.073369796812502,3.073369796812502,0.007062847305616117,0.05794428704818827,0.0020090161434877553,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89149938234853,3.073369796812502,0.0007203259300476686,0.007062847305616117,0.47222215111091786,0.28972143524094135,9.89149938234853,3.073369796812502,0.005356268401327048,2.0090161434877553e-05
0.39,0.0,0.0,0.0,0.01,0.0,0.0,10.0,3.136415232756415,3.136415232756415,0.006999835494049956,0.059820557020941814,0.0020632197794717357,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891504180266487,3.136415232756415,0.0007400343228939031,0.006999835494049956,0.491795205056303,0.29910278510470906,9.891504180266487,3.136415232756415,0.005526707099849319,2.0632197794717357e-05
0.4,0.0,0.0,0.0,0.01,0.0,0.0,10.0,3.1986379701822196,3.1986379701822196,0.006937652034195994,0.061796909301049155,0.002119167992066678,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891509235635983,3.1986379701822196,0.0007607942213796713,0.006937652034195994,0.5115024463052704,0.30898454650524576,9.891509235635983,3.1986379701822196,0.005706233302095077,2.119167992066678e-05
0.41000000000000003,0.0,0.0,0.0,0.01,0.0,0.0,10.0,3.2600449282580923,3.2600449282580923,0.006876298945151354,0.06386970659186576,0.0021769498212390347,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.891514529332571,3.2600449282580923,0.000782565381354605,0.006876298945151354,0.5313307770064736,0.3193485329593288,9.891514529332571,3.2600449282580923,0.00589451612187466,2.1769498212390347e-05
0.42,0.0,0.0,0.0,0.01,0.0,0.0,10.0,3.3206430859274114,3.3206430859274114,0.006815777830350601,0.06603536226226996,0.0022366510330209264,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.8915200430679,3.3206430859274114,0.0008053082366283424,0.006815777830350601,0.5512674898436138,0.3301768113113498,9.8915200430679,3.3206430859274114,0.006091229282910822,2.2366510330209263e-05
0.43,0.0,0.0,0.0,0.01,0.0,0.0,10.0,3.380439474447297,3.380439474447297,0.006756089885963333,0.06829034629404458,0.002298354098611014,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89152575938678,3.380439474447297,0.0008289839577580467,0.006756089885963333,0.5713002616737818,0.3414517314702229,9.89152575938678,3.380439474447297,0.0062960516623142265,2.2983540986110144e-05
