data_generator_T,data_generator_X,data_generator_XN,data_generator_XR
7.0079999,1.8226153,-1.538102,-1.3707455
7.0560002,1.8197103,-1.5387626,-1.3684421
7.1040001,1.8182371,-1.5381826,-1.3677115
7.152,1.8163576,-1.5391591,-1.3674511
7.1999998,1.8146514,-1.5385983,-1.3648973
7.2480001,1.8134938,-1.5359665,-1.3642734
7.296,1.8114141,-1.5344782,-1.3638731
7.3439999,1.8100969,-1.5347099,-1.3610992
7.3920002,1.8090446,-1.5337714,-1.3593647
7.4400001,1.8076319,-1.5322384,-1.3557731
7.4879999,1.8060638,-1.5314631,-1.3546401
7.5359998,1.8030537,-1.532411,-1.3576529
7.5840001,1.800729,-1.5309029,-1.3585178
7.632,1.7972651,-1.5297,-1.3610916
7.6799998,1.7975088,-1.5285407,-1.3616182
7.7280002,1.7969168,-1.5288174,-1.3599952
7.776,1.7956369,-1.5289816,-1.3574003
7.8239999,1.792007,-1.5284511,-1.3577158
7.8720002,1.7905011,-1.5285677,-1.3567669
7.9200001,1.790114,-1.5264306,-1.3563114
7.9679999,1.7889884,-1.5268948,-1.3566577
8.0159998,1.7862581,-1.5251657,-1.3572882
8.0640001,1.7852291,-1.5238565,-1.3572692
8.1120005,1.7842644,-1.5217072,-1.3568887
8.1599998,1.78174,-1.5223572,-1.3562518
8.2080002,1.7790529,-1.5214765,-1.3524163
8.2559996,1.7781645,-1.5211633,-1.3517421
8.3039999,1.7739749,-1.5192631,-1.3536505
8.3520002,1.7723347,-1.519207,-1.3524452
8.3999996,1.771369,-1.5178342,-1.3514453
8.448,1.7674564,-1.5180991,-1.348025
8.4960003,1.7655919,-1.5167611,-1.3433704
8.5439997,1.7650867,-1.5172267,-1.345871
8.592,1.7646706,-1.5177644,-1.3500696
8.6400003,1.7629569,-1.5159793,-1.3496368
8.6879997,1.7603737,-1.5169071,-1.3468667
8.7360001,1.7568002,-1.518707,-1.3443315
8.7840004,1.7565409,-1.5207698,-1.3464702
8.8319998,1.754021,-1.5202119,-1.3492521
8.8800001,1.7531726,-1.519665,-1.3512237
8.9280005,1.751525,-1.5190539,-1.3527226
8.9759998,1.7507191,-1.5161514,-1.3527094
9.0240002,1.7487495,-1.5156461,-1.3529644
9.0719995,1.746202,-1.5132326,-1.3511685
9.1199999,1.7437305,-1.5133038,-1.3512462
9.1680002,1.7400688,-1.5105489,-1.353898
9.2159996,1.7352318,-1.5080985,-1.355238
9.2639999,1.7332146,-1.5079048,-1.3541181
9.3120003,1.7309161,-1.506696,-1.3557758
9.3599997,1.7295974,-1.5077646,-1.356639
9.408,1.7261853,-1.5072154,-1.3565766
9.4560003,1.725729,-1.5072095,-1.3571143
9.5039997,1.7216336,-1.5039806,-1.3603996
9.552,1.7178229,-1.5017575,-1.3621299
9.6000004,1.7160774,-1.4983793,-1.3643652
9.6479998,1.712844,-1.4988755,-1.3687859
9.6960001,1.7095203,-1.4990759,-1.3700761
9.7440004,1.7074956,-1.4971088,-1.369487
9.7919998,1.7055593,-1.4939129,-1.3698977
9.8400002,1.7043705,-1.4919621,-1.3723177
9.8879995,1.7037101,-1.4916416,-1.3720686
9.9359999,1.6990352,-1.4928209,-1.3757041
9.9840002,1.6940223,-1.4921662,-1.3797263
10.032,1.6906061,-1.4911206,-1.3793806
10.08,1.6881721,-1.4886016,-1.3762094
10.128,1.6871641,-1.4878607,-1.3778309
10.176,1.6852068,-1.4871743,-1.3791922
10.224,1.6818222,-1.4835354,-1.3788301
10.272,1.6790673,-1.4827104,-1.3811363
10.32,1.6761898,-1.4808159,-1.3829972
10.368,1.6727452,-1.4796481,-1.3828453
10.416,1.6680973,-1.4808356,-1.3850472
10.464,1.6637896,-1.4783959,-1.3838328
10.512,1.6604151,-1.4746488,-1.3826355
10.56,1.6582049,-1.4725969,-1.3835872
10.608,1.655432,-1.4720107,-1.3842442
10.656,1.6536145,-1.4717412,-1.3836007
10.704,1.6530463,-1.4717598,-1.3827
10.752,1.6503304,-1.4706414,-1.3812678
10.8,1.6461788,-1.4715686,-1.3826141
10.848,1.642531,-1.4683141,-1.3837605
10.896,1.637949,-1.4663676,-1.3822368
10.944,1.6333818,-1.4650339,-1.3782676
10.992,1.6316794,-1.4643759,-1.376121
11.04,1.6296722,-1.4611901,-1.3759346
11.088,1.6293132,-1.4582455,-1.3751205
11.136,1.6268331,-1.4587005,-1.3750397
11.184,1.626022,-1.4604132,-1.3736517
11.232,1.6243651,-1.4589329,-1.3718868
11.28,1.6227233,-1.4594772,-1.3706902
11.328,1.6186072,-1.4623339,-1.3671559
11.376,1.6154709,-1.4624822,-1.3641762
11.424,1.6120478,-1.4644667,-1.3659898
11.472,1.6118444,-1.4659032,-1.3699694
11.52,1.6110122,-1.4627832,-1.3686192
11.568,1.6104136,-1.4607643,-1.3680037
11.616,1.6061169,-1.4619473,-1.36386
11.664,1.6040721,-1.4605652,-1.3674757
11.712,1.6014657,-1.4612873,-1.3677129
11.76,1.5968298,-1.4577131,-1.3695209
11.808,1.5918427,-1.4565676,-1.3675662
11.856,1.5874995,-1.4541736,-1.368937
11.904,1.5825816,-1.4499664,-1.3701967
11.952,1.5804427,-1.4473833,-1.3721837
12.0,1.5787308,-1.4467551,-1.3754556
12.048,1.5754807,-1.4483671,-1.3753347
12.096,1.5689327,-1.4470669,-1.37314
12.144,1.566888,-1.4420997,-1.3708816
12.192,1.5667357,-1.4405596,-1.3736181
12.24,1.5652364,-1.439744,-1.3744938
12.288,1.5621617,-1.4364563,-1.3764502
12.336,1.5597582,-1.4334913,-1.3726202
12.384,1.5545503,-1.4297603,-1.3726027
12.432,1.5508877,-1.4317738,-1.3737332
12.48,1.5439482,-1.4341099,-1.3729509
12.528,1.5405293,-1.4335334,-1.3715796
12.576,1.5383782,-1.4326811,-1.3731933
12.624,1.5343176,-1.4321923,-1.3710697
12.672,1.5319402,-1.4304984,-1.3705866
12.72,1.5277702,-1.432889,-1.3701319
12.768,1.5266358,-1.432831,-1.3685802
12.816,1.5216715,-1.4315015,-1.3674213
12.864,1.5159024,-1.430123,-1.370074
12.912,1.5129498,-1.4263401,-1.3687918
12.96,1.5108981,-1.4234347,-1.3691145
13.008,1.5067374,-1.4210336,-1.3697122
13.056,1.501151,-1.4170585,-1.3711675
13.104,1.4922303,-1.4147335,-1.3695672
13.152,1.4872447,-1.4116108,-1.3696806
13.2,1.4852419,-1.4126456,-1.3690537
13.248,1.480811,-1.4091911,-1.3665603
13.296,1.4779912,-1.4074314,-1.3630224
13.344,1.4747602,-1.4077688,-1.3616948
13.392,1.473004,-1.4060866,-1.3633367
13.44,1.466961,-1.4051516,-1.3603407
13.488,1.4633081,-1.4026691,-1.3635244
13.536,1.4597036,-1.3980076,-1.3625342
13.584,1.4545095,-1.391583,-1.3606434
13.632,1.4490182,-1.3904105,-1.3589374
13.68,1.4449008,-1.3892121,-1.3591886
13.728,1.4425497,-1.389097,-1.3582014
13.776,1.4380271,-1.3842113,-1.3613474
13.824,1.4335306,-1.3816899,-1.3598611
13.872,1.4271262,-1.3816551,-1.3617712
13.92,1.4220992,-1.3796668,-1.3616436
13.968,1.4153473,-1.3737724,-1.3569028
14.016,1.4066955,-1.3664726,-1.3537428
14.064,1.4011002,-1.3629236,-1.3545656
14.112,1.3978088,-1.3584182,-1.3514277
14.16,1.3933706,-1.3537567,-1.3519623
14.208,1.3880231,-1.3485066,-1.3512001
14.256,1.3788025,-1.346688,-1.3508141
14.304,1.3764035,-1.3408606,-1.3497558
14.352,1.3692995,-1.3387372,-1.3493134
14.4,1.3637807,-1.3307786,-1.3432305
14.448,1.3583678,-1.3255455,-1.3447728
14.496,1.347663,-1.3208185,-1.3420391
14.544,1.3410294,-1.3213751,-1.3383631
14.592,1.3356307,-1.3188229,-1.333532
14.64,1.3320398,-1.3119333,-1.3321692
14.688,1.3305066,-1.3081213,-1.3324833
14.736,1.3237298,-1.3072951,-1.3354498
14.784,1.3183318,-1.3025867,-1.3388165
14.832,1.3111391,-1.2989198,-1.3367504
14.88,1.3048919,-1.2961997,-1.3353009
14.928,1.2930213,-1.2939023,-1.3351493
14.976,1.2876235,-1.2885216,-1.3336854
15.024,1.2844528,-1.2815886,-1.3363051
15.072,1.2770479,-1.2764468,-1.3407807
15.12,1.2745386,-1.2685404,-1.3400166
15.168,1.2685159,-1.2623014,-1.3406029
15.216,1.2672094,-1.2582868,-1.3396577
15.264,1.2623358,-1.2544514,-1.3396418
15.312,1.2556708,-1.24371,-1.3389552
15.36,1.2484907,-1.2352577,-1.3360465
15.408,1.2384121,-1.2233859,-1.3352423
15.456,1.2276163,-1.2085454,-1.3384535
15.504,1.2150565,-1.1915103,-1.3399403
15.552,-2.5390537,-1.1662265,-1.3394794
15.6,-2.4845083,-1.0917614,-1.3144598
15.648,-2.439311,-0.96253645,-1.2829046
15.696,-2.3972802,-0.66120929,-1.2496679
15.744,-2.3589053,1.6224995,-2.1029761
15.792,-2.3248734,1.9729705,-2.1070092
15.84,-2.2938001,1.9262757,-2.0992329
15.888,-2.2648606,1.8818554,-2.0923104
15.936,-2.2397892,1.8390721,-2.0857663
15.984,-2.2172267,1.7972848,-2.0811975
16.032,-2.1972756,1.7557715,-2.0763381
16.08,-2.1790214,1.7156634,-2.0710249
16.128,-2.1627645,1.6758991,-2.0666885
16.176001,-2.1469157,1.6386857,-2.0621927
16.224001,-2.1333945,1.6028088,-2.057147
16.271999,-2.1200337,1.5680168,-2.0523012
16.32,-2.1083145,1.5326037,-2.0479269
16.368,-2.0984247,1.5002483,-2.0437045
16.416,-2.0874143,1.4691249,-2.0382116
16.464001,-2.0787919,1.4352521,-2.0349617
16.511999,-2.0705194,1.4052165,-2.0305936
16.559999,-2.0630956,1.3749055,-2.0264199
16.608,-2.0569234,1.3428003,-2.0212603
16.656,-2.0512326,1.3091174,-2.0178792
16.704,-2.0443988,1.276109,-2.0141778
16.752001,-2.0376966,1.2429379,-2.0114346
16.799999,-2.0321269,1.2086962,-2.0071528
16.848,-2.0271335,1.1712596,-2.0033228
16.896,-2.0219803,1.1323668,-2.0014074
16.944,-2.018091,1.0764582,-1.9980173
16.992001,-2.0135462,0.99626154,-1.9941114
17.040001,-2.0093632,0.8603096,-1.990658
17.087999,-2.0046115,0.41998008,-1.9883137
17.136,-2.0003474,-1.8645866,-0.7404803
17.184,-1.9968097,-1.7756201,2.0731959
17.232,-1.9925501,-1.6203762,2.0524607
17.280001,-1.9890819,-1.46369,2.0111034
17.327999,-1.9853145,-1.2956784,1.9704484
17.375999,-1.9816868,-1.0844332,1.9329062
17.424,-1.9792815,-0.64538866,1.8945464
17.472,-1.9769344,1.9443023,0.3313964
17.52,-1.9731039,2.0167286,-2.1883481
17.568001,-1.9708326,1.970484,-2.157172
17.615999,-1.9687426,1.9223853,-2.1280904
17.664,-1.9662478,1.8779972,-2.1020136
17.712,-1.9640324,1.8346962,-2.0797982
17.76,-1.9613355,1.7922813,-2.059854
17.808001,-1.959236,1.749759,-2.0416653
17.856001,-1.9566706,1.7101088,-2.0260878
17.903999,-1.9515175,1.6685562,-2.0128968
17.952,-1.947583,1.629378,-1.999782
18.0,-1.9447137,1.5876709,-1.9893066
18.048,-1.9427329,1.5512387,-1.9807518
18.096001,-1.9393579,1.5125886,-1.9707323
18.143999,-1.9373645,1.4731549,-1.9632751
18.191999,-1.9361778,1.4337788,-1.9559715
18.24,-1.9350104,1.3954141,-1.9496702
18.288,-1.9319665,1.357201,-1.9455657
18.336,-1.9287494,1.316802,-1.9423133
18.384001,-1.927236,1.2703148,-1.93777
18.431999,-1.9249387,1.225482,-1.9346116
18.48,-1.9224591,1.1720456,-1.931519
18.528,-1.9201329,1.106264,-1.9294595
18.576,-1.9185625,1.0189059,-1.926433
18.624001,-1.915555,0.86125082,-1.9240668
18.672001,-1.9146854,0.29521629,-1.9223847
18.719999,-1.9118787,-1.8981454,0.15780888
18.768,-1.9088633,-1.7774744,2.1279528
18.816,-1.9047565,-1.6298888,2.0870299
18.864,-1.9049155,-1.4844058,2.0472195
18.912001,-1.9032598,-1.3355565,2.0097206
18.959999,-1.9020001,-1.164906,1.9721096
19.007999,-1.8997277,-0.92099965,1.937048
19.056,-1.8970516,0.034900475,1.9024231
19.104,-1.8954078,2.0298176,-1.7225561
19.152,-1.8930286,1.9871707,-2.1529725
19.200001,-1.8912516,1.9391875,-2.1198328
19.247999,-1.8891931,1.8926439,-2.0902545
19.296,-1.8868368,1.8455682,-2.064472
19.344,-1.8841084,1.8000553,-2.0410476
19.392,-1.8808777,1.7566911,-2.0204413
19.440001,-1.8782356,1.712733,-2.0016253
19.488001,-1.8749974,1.667755,-1.9856495
19.535999,-1.8729435,1.624734,-1.9716901
19.584,-1.8708031,1.5797276,-1.9594938
19.632,-1.8670771,1.5375532,-1.9483906
19.68,-1.865973,1.4928217,-1.9393035
19.728001,-1.8634156,1.4487878,-1.9306504
19.775999,-1.8608147,1.4053594,-1.9240994
19.823999,-1.8581527,1.3575603,-1.9188212
19.872,-1.856349,1.3049058,-1.9139231
19.92,-1.8530335,1.2486961,-1.9099276
19.968,-1.8519069,1.1870865,-1.9042217
20.016001,-1.8494666,1.1122149,-1.900823
20.063999,-1.8468828,1.0037169,-1.8970898
20.112,-1.8448929,0.80936348,-1.8943008
20.16,-1.8427238,-0.14730614,-1.782263
20.208,-1.8418649,-1.8951185,1.7568686
20.256001,-1.8410071,-1.7564783,2.1390314
20.304001,-1.8395469,-1.6201844,2.1000717
20.351999,-1.8373935,-1.4912699,2.0613194
20.4,-1.8352094,-1.3674706,2.0230639
20.448,-1.8326358,-1.2386529,1.9874448
20.496,-1.8301309,-1.0865167,1.9517001
20.544001,-1.8281184,-0.83393157,1.9181577
20.591999,-1.8263087,0.47277424,1.4062461
20.639999,-1.8239818,2.0144801,-2.1155903
20.688,-1.8224112,1.9633698,-2.1511803
20.736,-1.8202703,1.911371,-2.1170816
20.784,-1.817952,1.8617672,-2.0852644
20.832001,-1.8169874,1.813269,-2.0586607
20.879999,-1.8147886,1.7647799,-2.0340199
20.927999,-1.8129947,1.7168236,-2.0125089
20.976,-1.810617,1.6714376,-1.9939677
21.024,-1.8067466,1.6229197,-1.9767318
21.072001,-1.8025028,1.5770665,-1.9624517
21.120001,-1.8022056,1.5291034,-1.9514984
21.167999,-1.8001332,1.4830524,-1.9412549
21.216,-1.7986276,1.4305564,-1.9310151
21.264,-1.7973043,1.3792235,-1.9211088
21.312,-1.7965122,1.3262162,-1.913078
21.360001,-1.7956537,1.2666726,-1.9066976
21.408001,-1.7931354,1.1962142,-1.9006929
21.455999,-1.7922543,1.1108745,-1.8967658
21.504,-1.7902403,0.99105161,-1.892944
21.552,-1.7871072,0.72640657,-1.8886927
21.6,-1.7857807,-1.0901202,-1.0238642
21.648001,-1.7851332,-1.8768072,2.1612155
21.695999,-1.781576,-1.739832,2.1335461
21.743999,-1.7792763,-1.6140848,2.094847
21.792,-1.7764964,-1.4967846,2.057811
21.84,-1.7754815,-1.3888476,2.0209303
21.888,-1.7744877,-1.2802708,1.9850428
21.936001,-1.7717373,-1.1625055,1.9485805
21.983999,-1.7704253,-1.0106162,1.9161826
22.032,-1.7692823,-0.70111424,1.8834547
22.08,-1.7669313,1.4772412,0.763156
22.128,-1.7661837,1.9958041,-2.1888261
22.176001,-1.7638171,1.9441798,-2.1494167
22.224001,-1.7619215,1.8928539,-2.1132693
22.271999,-1.7602458,1.8396467,-2.0807006
22.32,-1.7576616,1.7887526,-2.0516989
22.368,-1.7588046,1.7401168,-2.0256274
22.416,-1.7598513,1.690371,-2.0031972
22.464001,-1.7574471,1.6402844,-1.9844061
22.511999,-1.7578698,1.5896204,-1.9667703
22.559999,-1.7555608,1.5368352,-1.9522991
22.608,-1.7544185,1.4833834,-1.9385065
22.656,-1.7551657,1.4268147,-1.9267063
22.704,-1.7524657,1.367517,-1.9176719
22.752001,-1.7504427,1.3036516,-1.9083515
22.799999,-1.7503539,1.2348359,-1.9006261
22.848,-1.746948,1.152564,-1.8943131
22.896,-1.7438344,1.0368288,-1.8886087
22.944,-1.7441677,0.81556946,-1.8837904
22.992001,-1.7435029,-0.38059643,-1.4577115
23.040001,-1.7419477,-1.9115736,2.0693307
23.087999,-1.7421653,-1.7826991,2.1425126
23.136,-1.7416402,-1.6631585,2.1045578
23.184,-1.7421085,-1.5551437,2.0674427
23.232,-1.7403202,-1.4591265,2.0312417
23.280001,-1.739377,-1.3669562,1.9947304
23.327999,-1.7370458,-1.2827253,1.9610384
23.375999,-1.7354016,-1.1990125,1.9300752
23.424,-1.7341375,-1.1104727,1.8973883
23.472,-1.732065,-1.0055364,1.8657767
23.52,-1.7277392,-0.84278852,1.8366057
23.568001,-1.7262453,-0.25336412,1.8093388
23.615999,-1.723933,1.9947158,-1.8573531
23.664,-1.7241217,1.951473,-2.1941118
23.712,-1.7249353,1.8935313,-2.151613
23.76,-1.7216314,1.8368349,-2.1145177
23.808001,-1.7198464,1.779938,-2.0800171
23.856001,-1.7176914,1.7203393,-2.049582
23.903999,-1.7165437,1.6608224,-2.0233464
23.952,-1.7134079,1.5984493,-2.0002031
24.0,2.3641722,1.5224755,-1.9924699
24.048,2.3355393,1.4375784,-1.999059
24.096001,2.308537,1.3446138,-2.0075147
24.143999,2.2821269,1.2292501,-2.0145724
24.191999,2.2568643,1.0638151,-2.021934
24.24,2.2336154,0.69877476,-2.029043
24.288,2.2108626,-1.7374938,-1.1963447
24.336,2.189111,-1.8975341,-0.29473227
24.384001,2.1684368,-1.8239565,2.0146985
24.431999,2.1480048,-1.7432145,1.9601731
24.48,2.1295235,-1.6766777,1.9026958
24.528,2.1110613,-1.6248145,1.8453604
24.576,2.0936797,-1.5851142,1.7871103
24.624001,2.0778019,-1.5530393,1.7280376
24.672001,2.0638196,-1.5285664,1.6666884
24.719999,2.0498736,-1.5094028,1.6038588
24.768,2.0358348,-1.4990786,1.5401738
24.816,2.0230777,-1.4884387,1.4691838
24.864,2.0110044,-1.4792364,1.3945069
24.912001,2.0001037,-1.475103,1.3075855
24.959999,1.9910032,-1.4724987,1.2001907
25.007999,1.9809885,-1.4701712,1.0481852
25.056,1.9722934,-1.4648007,0.72776109
25.104,1.9622576,-1.4305439,-1.5298084
25.152,1.954982,-1.4002954,-1.9616745
25.200001,1.9485892,-1.4053059,-1.8999097
25.247999,1.9419848,-1.4122808,-1.8428084
25.296,1.9360094,-1.4175358,-1.7895929
25.344,1.9297848,-1.4229687,-1.7405206
25.392,1.9255806,-1.4240351,-1.6938424
25.440001,1.9199281,-1.4307003,-1.6511036
25.488001,1.9164526,-1.4353395,-1.6116138
25.535999,1.9110903,-1.4403373,-1.5777577
25.584,1.9066005,-1.4455394,-1.545602
25.632,1.9025147,-1.4513378,-1.5153476
25.68,1.8987532,-1.4566578,-1.486764
25.728001,1.8938597,-1.4586163,-1.4625342
25.775999,1.89031,-1.4625611,-1.4422876
25.823999,1.888647,-1.4659821,-1.4268032
25.872,1.8865223,-1.4725562,-1.4078846
25.92,1.8848931,-1.4748608,-1.387723
25.968,1.8819869,-1.4775511,-1.376534
26.016001,1.8798912,-1.480373,-1.3660015
26.063999,1.8783127,-1.4820818,-1.3509023
26.112,1.8777673,-1.4858687,-1.3368484
26.16,1.8759521,-1.4894705,-1.3250605
26.208,1.8751696,-1.4936632,-1.3179778
26.256001,1.8755156,-1.4944558,-1.3128711
26.304001,1.8744042,-1.4946485,-1.3055922
26.351999,1.8730282,-1.4953665,-1.2981874
26.4,1.871537,-1.5008175,-1.2932552
26.448,1.8723247,-1.5001099,-1.2897944
26.496,1.8718882,-1.5038475,-1.2843236
26.544001,1.8710825,-1.5028335,-1.2808729
26.591999,1.8692896,-1.5034826,-1.2789773
26.639999,1.8693644,-1.5011858,-1.2795966
26.688,1.8706694,-1.5035348,-1.2785695
26.736,1.8697095,-1.5045228,-1.2755868
26.784,1.8695745,-1.5063781,-1.2758019
26.832001,1.8695453,-1.506646,-1.278425
26.879999,1.8697109,-1.5077083,-1.2767636
26.927999,1.8712074,-1.5102776,-1.2732292
26.976,1.8720279,-1.5117319,-1.272686
27.024,1.8728628,-1.5137061,-1.2724687
27.072001,1.8742609,-1.513898,-1.275858
27.120001,1.8756875,-1.5139884,-1.2777768
27.167999,1.8759882,-1.5160134,-1.275228
27.216,1.8755168,-1.5186745,-1.2769148
27.264,1.877228,-1.5193082,-1.2774577
27.312,1.8780724,-1.5186926,-1.2743778
27.360001,1.8788075,-1.5195253,-1.2719544
27.408001,1.8794068,-1.517769,-1.2762516
