Time,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1,TGFb,h,k1,k2,k3,k4,k7,k8,k9,k10,k11,k12,k13,k5,k6,k14,k15,k16,k17,k18,k19,c,n,extracellular,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29
0.1,1009.9113454521607,0.08723369674720016,0.0014208510921059562,1.5334540446065965e-48,6999.50882202299,3.10779855437575e-06,11998.976356799174,9.823422826441397e-21,4.780418684746197e-11,2.056685133752471e-36,1.3381742983598247e-40,82001.12970219828,1.2097809611617417e-25,8.092432454516587e-10,1.1244551953627496e-13,135002.35437936173,8.45345427185572e-33,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.0008948432612327793,2.0394149710060936,0.06500655081601356,6.2744784227399024e-06,2.400830116014157e-46,4.549758150347772e-53,0.00021387281100926765,72.7948917490391,61.500847276648706,1.1373745799953408e-18,2.085414431825244e-22,4.391317665996459e-09,1.0148350825847702e-12,124.7893541107114,101.2517657845213,5.240992546363014e-24,3.23211049655078e-08,6.06932434088744e-13,2.550448976685791e-14,1.3271589225407203e-12,3.352958107182764e-26,1.1166278271522876e-27,5.593586862160366e-12,1.0378721453198179e-15,8.074514579790325e-32,1.809039214177124e-34,3.8079525251427e-40,2.052983100511716e-37,1.2680539651257698e-43
0.11,1009.9024825512147,0.09580010539918346,0.001717343386083135,2.9698127451641285e-48,6999.459717750753,4.1329983724794305e-06,11998.874022156035,1.8587818663366865e-20,6.994118433738256e-11,3.984197430401092e-36,2.6032729119258195e-40,82001.24263966603,2.3543420107792203e-25,1.1839932600101994e-09,1.8098271583986224e-13,135002.5897490409,1.6430676855702782e-32,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.000982717481184824,2.039397073263923,0.07139023854347151,7.583788392943123e-06,5.645169958503295e-46,8.811434414901968e-53,0.0002585003332066057,72.79438106460783,61.500931979749524,2.011538112405019e-18,3.9460080240461513e-22,5.8398746445752414e-09,1.4847814022982945e-12,124.78828983042276,101.25194231178068,9.91697301327949e-24,4.2983183073786076e-08,8.879949450076495e-13,3.7315020667680346e-14,1.9417489464167268e-12,7.177421003517848e-26,2.1730576759492202e-27,8.183918404955466e-12,1.6704704672019285e-15,2.1523257969650026e-31,3.5161648471203954e-34,7.376741542387622e-40,3.97702587502637e-37,2.4668614113409064e-43
0.12,1009.8936201095165,0.10433835124701064,0.0020415392365126963,5.159708982195113e-48,6999.410615863992,5.361242002220871e-06,11998.771692907561,3.2587081631008e-20,9.898821879795125e-11,6.924927425259654e-36,4.549006402313675e-40,82001.35557118007,4.167199456276708e-25,1.6757254270397587e-09,2.7946789688809617e-13,135002.82510631232,2.868771797792477e-32,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.0010703028070918352,2.039379176449158,0.07775293934927233,9.015437268440067e-06,1.1726663405068413e-45,1.53088565501729e-52,0.00030729723305914517,72.79387040498551,61.50101667838506,3.384765765358985e-18,6.917911559446687e-22,7.575302818952813e-09,2.101420896861707e-12,124.78722560623864,101.25211882973424,1.7385859791775387e-23,5.5756916823097054e-08,1.2567940702798191e-12,5.281219449308295e-14,2.748189700345204e-12,1.4377245218957217e-25,3.846325098143401e-27,1.1582856537745873e-11,2.5794886882771277e-15,5.2676796036435e-31,6.1391716472759005e-34,1.2821503127868249e-39,6.912462555894186e-37,4.310638466832438e-43
0.13,1009.884758125808,0.11284852717670589,0.0023933470153867605,8.331184786117997e-48,6999.361516344481,6.810616101375826e-06,11998.669369053468,5.3975812186858764e-20,1.3624739287841669e-10,1.1187061636222348e-35,7.395165712479882e-40,82001.46849674065,6.906050958768761e-25,2.30648510556257e-09,4.167827514809224e-13,135003.06045117666,4.659605907530015e-32,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.001157600191778649,2.0393612805592567,0.08409472245208123,1.0569020419947934e-05,2.2348777044703218e-45,2.4718625260412096e-52,0.00036024963089222804,72.7933597699826,61.50110137255549,5.462237740274443e-18,1.1458525169148246e-21,9.623150635003345e-09,2.892395903415908e-12,124.78616143815607,101.2522953383825,2.879717531793289e-23,7.08304074543086e-08,1.7298638291719277e-12,7.269070904849287e-14,3.782635573122615e-12,2.723775253597174e-25,6.3742850349435664e-27,1.5942786464563313e-11,3.846904796168914e-15,1.2000231993116723e-30,9.971556642114232e-34,2.0712844619465675e-39,1.1166924925277147e-36,7.007659029145936e-43
0.14,1009.8758965988351,0.12133072576796768,0.002772675396877195,1.275557807004271e-47,6999.312419174059,8.499146160234697e-06,11998.56705059347,8.55467340223644e-20,1.8313155897015542e-10,1.7137979415423362e-35,1.1410080892162558e-39,82001.58141634811,1.0901485459983607e-24,3.100193144757295e-09,6.034083734521662e-13,135003.29578363456,7.182389897041834e-32,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.0012446105849278125,2.0393433855916876,0.0904156568422895,1.2244134552609692e-05,3.994734612978633e-45,3.7845800133816716e-52,0.0004173436929102681,72.79284915941021,61.501186062261084,8.50645076694907e-18,1.8160716165607737e-21,1.2008879240993337e-08,3.88769986537743e-12,124.78509732617209,101.25247183772592,4.5640893535611856e-23,8.839112006644084e-08,2.3251448585679714e-12,9.770434934175732e-14,5.0843167574019635e-12,4.920933137817665e-25,1.006207107956487e-26,2.1429058155932945e-11,5.569459286963494e-15,2.5717865934620673e-30,1.5370314379669525e-33,3.1730968887656357e-39,1.71071310524756e-36,1.0812192653413239e-42
0.15,1009.8670355273484,0.12978503929511365,0.0031794333564022694,7.390646721836626e-47,6999.263324334624,1.0444796691011712e-05,11998.464737527283,1.3197672713717627e-19,2.411639547479029e-10,2.9454528984458413e-35,2.4860945769813705e-39,82001.69433000269,1.6921664155562134e-24,4.0826397755521685e-09,8.515461982786364e-13,135003.53110368663,1.231233519012779e-31,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.0013313349330892758,2.0393254915439276,0.09671581128271868,1.404037770187242e-05,9.980850556252061e-45,2.1928048823689268e-51,0.0004785656310545177,72.79233857308009,61.50127074750202,1.2846883287455191e-17,2.801733940395115e-21,1.4757862759004932e-08,5.119669595343231e-12,124.78403327028374,101.25264832776497,7.041222346222628e-23,1.086258855865218e-07,3.0619798316641266e-12,1.2866579313710116e-13,6.695529231905556e-12,8.533989138903378e-25,1.561869601558385e-26,2.821994423930396e-11,7.859771410111814e-15,5.228829787588649e-30,2.634839730687347e-33,5.453506041472475e-39,2.9401510832286387e-36,2.3558232211475464e-42
0.16,1009.8581749101022,0.13821155972792273,0.003613530169793726,4.355936200510332e-46,6999.214231808131,1.2665471396808878e-05,11998.362429854616,2.0266358860013027e-19,3.11977878243706e-10,6.737255589017415e-35,8.319384688489558e-39,82001.8072377047,2.7033151723769164e-24,5.281479162785994e-09,1.1752247890913352e-12,135003.7664113336,2.7679072885122384e-31,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.0014177741796890314,2.0393075984134605,0.10299525430924801,1.5957349229809093e-05,3.7959726271559154e-44,1.2924062706914155e-50,0.0005439017028759559,72.79182801080456,61.50135542827853,1.8890372153230478e-17,4.3023453223921656e-21,1.789538852745732e-08,6.622978377235634e-12,124.78296927048801,101.25282480850021,1.081250777899415e-22,1.3172090252681233e-07,3.9611093720894955e-12,1.6644643760058201e-13,8.661625826969029e-12,1.4281739339234635e-24,2.4951599041038938e-26,3.650660245499321e-11,1.0847324803313025e-14,1.0153709326413368e-29,5.92332159741619e-33,1.2474028723065743e-38,6.725128528957183e-36,7.883448930812705e-42
0.17,1009.849314745855,0.1466103787329779,0.004074875411977497,1.269226853612919e-45,6999.165141576602,1.517901343961153e-05,11998.260127575188,3.0661654164111657e-19,3.9731617143530227e-10,1.4463552194699083e-34,2.1149418612883732e-38,82001.92013945444,4.296591829394571e-24,6.726220757747839e-09,1.590475164213384e-12,135004.0017065761,5.875734282683735e-31,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.0015039292650428874,2.03928970619778,0.10925405423181511,1.7994649819292625e-05,1.088210591767913e-43,3.7657960746695305e-50,0.0006133382113349795,72.79131747239666,61.50144010459083,2.71321923942291e-17,6.509162562499264e-21,2.144665748353861e-08,8.434625003400032e-12,124.78190532678195,101.25300127993206,1.6358605729636852e-22,1.578617397719599e-07,5.044665568310879e-12,2.1197612378416247e-13,1.1031002042706456e-11,2.316392738916245e-24,3.965754258531189e-26,4.649301599527919e-11,1.4680085765689534e-14,1.8937427368888615e-29,1.2574071364943192e-32,2.677926688848535e-38,1.4437517800748622e-35,2.0041189077568622e-41
0.18,1009.8404550333694,0.15498158767454218,0.00456337895610769,2.7748100405324508e-45,6999.116053622115,1.8003205615988364e-05,11998.15783068871,4.546727592223084e-19,4.990308822955025e-10,2.7727233255786286e-34,4.3903972333859263e-38,82002.03303525216,6.67737889069318e-24,8.448223632700083e-09,2.1154422452464558e-12,135004.23698941476,1.1193825180661675e-30,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.0015898011263654535,2.039271814894386,0.11549227913506882,2.0151881470171557e-05,2.5298253018299536e-43,8.232861390259781e-50,0.0006868615046693276,72.79080695767,61.50152477643912,3.816783097029511e-17,9.652248005530384e-21,2.5436784415213075e-08,1.0593926600251221e-11,124.78084143916257,101.25317774206107,2.42577010500286e-22,1.8723333840627898e-07,6.336167724525062e-12,2.662429563222965e-13,1.3855086757628135e-11,3.654271106463344e-24,6.163220716109805e-26,5.839595445496917e-11,1.9525531923624787e-14,3.408018936482624e-29,2.3954785886615983e-32,5.133697237308831e-38,2.767732423592587e-35,4.160340418356503e-41
0.19,1009.8315957714119,0.16332527761553906,0.005078950972599515,5.197890933909009e-45,6999.066967926809,2.115577055337151e-05,11998.055539194896,6.600298676050034e-19,6.190828870486958e-10,4.849098962922112e-34,8.017513183784277e-38,82002.14592509816,1.0096367621612231e-23,1.0480690150482032e-08,2.77051054885841e-12,135004.47225985024,1.9504981995999283e-30,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.0016753906977801996,2.0392539245007892,0.1217099968790997,2.2428647494999457e-05,5.1417846544322395e-43,1.5422142400908028e-49,0.0007644579762468019,72.79029646643882,61.50160944382362,5.270544607876467e-17,1.4011774059386617e-20,2.989079824229249e-08,1.3142510609156764e-11,124.77977760762691,101.25335419488768,3.5213913496462144e-22,2.200200137550637e-07,7.860517612861525e-12,3.302931018982202e-13,1.7188331846790532e-11,5.624057140757048e-24,9.318947314748089e-26,7.244493018546366e-11,2.5571812365963126e-14,5.940852744271438e-29,4.174066147143846e-32,8.97810672985029e-38,4.840370584788852e-35,7.597395492953979e-41
0.2,1009.8227369587532,0.17164153931854365,0.005621501928151566,8.835195501393529e-45,6999.017884472883,2.465437090850069e-05,11997.953253093461,9.385644293481553e-19,7.595415082428902e-10,7.912156073553012e-34,1.3430148616907493e-37,82002.2588089927,1.485547705637238e-23,1.2858659564191145e-08,3.578431376372996e-12,135004.70751788325,3.1753446233302034e-30,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.001760698910329621,2.0392360350145062,0.1279072751001787,2.4824552514717316e-05,9.533082753221985e-43,2.62140250526346e-49,0.0008461140644163934,72.78978599851798,61.50169410674453,7.157900345630862e-17,1.9924784270631986e-20,3.483364230055029e-08,1.6124306678488315e-11,124.77871383217199,101.25353063841244,5.007428943458278e-22,2.5640545744840716e-07,9.643994673143359e-12,4.052305854777468e-13,2.1088201685273478e-11,8.465670440333538e-24,1.3711605323031706e-25,8.888215416502567e-11,3.3028921603922757e-14,1.0064275829754184e-28,6.795237493926635e-32,1.4649356970183402e-37,7.897914192620616e-35,1.272640882938154e-40
0.21,1009.8138785941685,0.17993046324677014,0.006190942584771932,1.4040562754602653e-44,6998.968803242594,2.8516609565090267e-05,11997.850972384118,1.309171189190917e-18,9.225841343245524e-10,1.224363396307867e-33,2.1145471843663003e-37,82002.37168693608,2.131413446410342e-23,1.561900164197298e-08,4.5644494654287785e-12,135004.94276351432,4.906360036963335e-30,460.0,2.06,0.00446,4.39e-06,0.324,0.00192,9.35e-06,0.0104,0.00075,5.12e-08,0.00923,0.0513,0.00164,0.000549,1.29e-05,0.038,28.52,0.0214,8.05e-05,0.0434,0.000412,2.3,1.0,1.0,0.001845726691985368,2.039218146433064,0.13408418121149313,2.733920245435285e-05,1.653005647468592e-42,4.165834969290607e-49,0.0009318162523599908,72.78927555372297,61.50177876520206,9.576208120329906e-17,2.7792395175333974e-20,4.029017462472283e-08,1.9585538587575922e-11,124.77765011279482,101.25370707263575,6.9846901285713805e-22,2.965727394769388e-07,1.1714251231479735e-11,4.922170873448352e-13,2.5615162692835686e-11,1.249040446934808e-23,1.9672946110367458e-25,1.079624920421273e-10,4.2129868565907626e-14,1.6615587185818076e-28,1.0499610479101538e-31,2.2669088282640156e-37,1.2221595421945128e-34,2.003744911905506e-40
