data_set_T_figure_2b,data_set_C_figure_2b,data_set_CE_figure_2b,data_set_H_figure_2b,data_set_ICAN_figure_2b,data_set_INAPS_figure_2b,data_set_L_figure_2b,data_set_N_figure_2b,data_set_V_figure_2b
7550.0,0.022822242,6.6333933,0.33549693,-2.4539387,-2.3415613,0.75394654,0.0011966923,-55.908669
7560.0,0.022715442,6.6339707,0.3361533,-2.4432561,-2.3448019,0.7579667,0.0011955058,-55.912579
7570.0,0.022621669,6.6344776,0.3368091,-2.4338665,-2.3482769,0.7619065,0.001194536,-55.915779
7580.0,0.022540117,6.6349182,0.33746424,-2.4256918,-2.3519714,0.76576728,0.0011937676,-55.918316
7590.0,0.022470055,6.6352968,0.3381187,-2.4186602,-2.3558726,0.7695502,0.0011931829,-55.920231
7600.0,0.022410817,6.6356173,0.33877245,-2.4127064,-2.3599687,0.77325648,0.0011927746,-55.921562
7610.0,0.022361791,6.6358824,0.33942538,-2.4077704,-2.3642488,0.77688742,0.0011925332,-55.922337
7620.0,0.022322418,6.636095,0.34007749,-2.4037971,-2.3687029,0.78044415,0.0011924464,-55.922592
7630.0,0.022292191,6.6362586,0.34072873,-2.4007366,-2.373322,0.78392792,0.0011925075,-55.922352
7640.0,0.022270642,6.636375,0.34137908,-2.3985424,-2.3780978,0.78733987,0.0011927091,-55.921646
7650.0,0.022257347,6.636447,0.34202847,-2.3971722,-2.383023,0.79068124,0.0011930433,-55.920494
7660.0,0.022251913,6.636476,0.34267688,-2.3965874,-2.3880906,0.79395318,0.0011935038,-55.918919
7670.0,0.02225399,6.6364651,0.3433243,-2.3967524,-2.3932946,0.79715681,0.0011940856,-55.916943
7680.0,0.022263249,6.636415,0.34397069,-2.397635,-2.3986292,0.80029327,0.0011947828,-55.914577
7690.0,0.022279399,6.6363277,0.34461603,-2.3992054,-2.4040895,0.80336374,0.0011955906,-55.911846
7700.0,0.022302167,6.6362047,0.34526026,-2.4014368,-2.4096704,0.80636925,0.0011965052,-55.908764
7710.0,0.022331314,6.6360469,0.34590337,-2.4043045,-2.4153683,0.80931091,0.0011975223,-55.905338
7720.0,0.022366615,6.6358562,0.34654534,-2.4077861,-2.4211791,0.81218988,0.0011986385,-55.901585
7730.0,0.022407874,6.635633,0.34718615,-2.4118614,-2.4270995,0.81500709,0.0011998507,-55.897518
7740.0,0.022454914,6.6353788,0.3478258,-2.4165125,-2.4331264,0.81776369,0.0012011562,-55.893143
7750.0,0.022507571,6.6350942,0.34846419,-2.4217227,-2.4392576,0.82046062,0.0012025522,-55.888474
7760.0,0.022565708,6.6347799,0.34910139,-2.4274776,-2.4454904,0.8230989,0.001204037,-55.883514
7770.0,0.022629198,6.6344366,0.34973732,-2.4337645,-2.4518228,0.8256796,0.0012056085,-55.878273
7780.0,0.022697937,6.6340652,0.35037199,-2.4405718,-2.4582531,0.82820362,0.001207265,-55.872761
7790.0,0.02277183,6.6336656,0.35100535,-2.4478903,-2.4647801,0.83067191,0.0012090051,-55.866974
7800.0,0.022850804,6.6332388,0.35163742,-2.4557111,-2.4714026,0.83308548,0.001210828,-55.860924
7810.0,0.022934794,6.6327848,0.35226816,-2.4640281,-2.4781196,0.83544517,0.0012127325,-55.854614
7820.0,0.023023756,6.6323042,0.35289755,-2.4728358,-2.4849308,0.83775187,0.0012147181,-55.848049
7830.0,0.023117654,6.6317964,0.35352561,-2.4821301,-2.4918358,0.84000653,0.0012167846,-55.841228
7840.0,0.023216471,6.6312623,0.35415226,-2.4919081,-2.4988344,0.84220999,0.0012189315,-55.834152
7850.0,0.023320198,6.6307015,0.35477751,-2.5021689,-2.5059268,0.84436309,0.0012211591,-55.826828
7860.0,0.023428846,6.6301146,0.35540137,-2.5129125,-2.5131137,0.84646666,0.0012234676,-55.819248
7870.0,0.023542436,6.6295004,0.35602379,-2.5241399,-2.5203958,0.84852153,0.0012258575,-55.81142
7880.0,0.023661004,6.6288595,0.35664478,-2.5358541,-2.5277741,0.85052842,0.0012283297,-55.803337
7890.0,0.023784598,6.6281915,0.35726428,-2.548059,-2.5352495,0.85248822,0.0012308849,-55.795002
7900.0,0.023913285,6.6274958,0.35788232,-2.5607603,-2.542824,0.85440153,0.0012335246,-55.786411
7910.0,0.024047142,6.6267724,0.35849887,-2.5739646,-2.5504992,0.85626924,0.00123625,-55.777557
7920.0,0.024186267,6.62602,0.35911387,-2.5876803,-2.5582774,0.85809195,0.0012390632,-55.76844
7930.0,0.024330767,6.6252389,0.35972738,-2.6019173,-2.5661609,0.85987037,0.0012419658,-55.759056
7940.0,0.024480773,6.6244283,0.36033934,-2.6166873,-2.5741527,0.86160523,0.0012449604,-55.749397
7950.0,0.024636431,6.6235867,0.36094972,-2.6320033,-2.5822561,0.8632971,0.0012480493,-55.73946
7960.0,0.024797905,6.622714,0.36155853,-2.6478801,-2.5904741,0.86494666,0.0012512356,-55.729233
7970.0,0.024965379,6.6218085,0.36216572,-2.664335,-2.5988111,0.86655456,0.0012545225,-55.718712
7980.0,0.025139064,6.6208701,0.3627713,-2.6813867,-2.6072712,0.86812133,0.0012579137,-55.707886
7990.0,0.025319189,6.6198964,0.36337522,-2.6990566,-2.6158595,0.8696475,0.0012614131,-55.696743
8000.0,0.025506008,6.6188865,0.36397749,-2.7173679,-2.6245811,0.87113369,0.0012650251,-55.685276
8010.0,0.025699807,6.6178389,0.36457807,-2.7363467,-2.6334422,0.87258041,0.0012687548,-55.673466
8020.0,0.0259009,6.6167517,0.36517695,-2.756022,-2.6424491,0.87398815,0.0012726077,-55.661308
8030.0,0.026109636,6.6156235,0.3657741,-2.7764258,-2.6516089,0.87535733,0.0012765895,-55.648777
8040.0,0.026326396,6.6144519,0.36636952,-2.7975934,-2.6609297,0.87668848,0.0012807071,-55.63586
8050.0,0.026551604,6.6132345,0.36696312,-2.8195636,-2.6704202,0.8779819,0.0012849675,-55.62254
8060.0,0.026785731,6.611969,0.36755493,-2.8423798,-2.68009,0.87923813,0.0012893792,-55.608791
8070.0,0.027029296,6.6106524,0.3681449,-2.8660898,-2.6899495,0.8804574,0.0012939508,-55.594593
8080.0,0.027282875,6.6092815,0.36873302,-2.8907461,-2.7000108,0.88164014,0.0012986924,-55.579922
8090.0,0.027547104,6.6078534,0.3693192,-2.9164078,-2.7102866,0.88278651,0.0013036148,-55.564743
8100.0,0.027822692,6.6063638,0.36990348,-2.9431393,-2.7207913,0.88389689,0.0013087305,-55.54903
8110.0,0.028110428,6.6048083,0.37048578,-2.9710133,-2.7315412,0.8849715,0.0013140526,-55.532749
8120.0,0.028411195,6.6031828,0.37106609,-3.0001104,-2.7425539,0.88601041,0.0013195967,-55.515854
8130.0,0.028725972,6.6014814,0.37164435,-3.0305202,-2.7538493,0.88701385,0.0013253795,-55.49831
8140.0,0.029055867,6.5996981,0.37222049,-3.0623438,-2.7654495,0.88798183,0.0013314199,-55.480061
8150.0,0.02940212,6.5978265,0.37279451,-3.0956941,-2.7773795,0.88891447,0.0013377395,-55.461056
8160.0,0.029766131,6.5958586,0.37336633,-3.1306984,-2.7896678,0.88981164,0.0013443623,-55.441235
8170.0,0.030149488,6.5937867,0.37393591,-3.1675007,-2.8023458,0.89067334,0.0013513155,-55.420528
8180.0,0.030553991,6.5915999,0.37450317,-3.2062643,-2.8154497,0.89149934,0.0013586303,-55.398853
8190.0,0.030981701,6.5892882,0.37506804,-3.247175,-2.8290205,0.89228934,0.0013668921,-55.376129
8200.0,0.031434972,6.5868378,0.37563044,-3.2904456,-2.8431051,0.89304316,0.0013746065,-55.352249
8210.0,0.031916529,6.5842352,0.37619033,-3.3363204,-2.8577576,0.8937602,0.0013829274,-55.327099
8220.0,0.032429524,6.5814619,0.37674758,-3.385082,-2.87304,0.89443994,0.0013925548,-55.300549
8230.0,0.032977622,6.5784993,0.37730211,-3.4370584,-2.889025,0.8950817,0.0014018745,-55.272442
8240.0,0.033565141,6.5753236,0.37785381,-3.4926333,-2.9057972,0.8956846,0.0014125784,-55.242599
8250.0,0.034197159,6.571907,0.37840253,-3.552258,-2.9234564,0.89624757,0.0014234758,-55.210812
8260.0,0.034879744,6.5682178,0.37894818,-3.6164689,-2.9421206,0.89676929,0.0014369455,-55.176834
8270.0,0.035620157,6.5642152,0.37949055,-3.6859047,-2.961931,0.89724833,0.0014490025,-55.140373
8280.0,0.036427215,6.5598531,0.3800295,-3.7613385,-2.9830582,0.89768267,0.0014628348,-55.10107
8290.0,0.037311722,6.5550718,0.38056481,-3.8437116,-3.0057092,0.89807016,0.0014794999,-55.05851
8300.0,0.038287036,6.5497999,0.38109624,-3.9341824,-3.0301397,0.898408,0.0014954313,-55.012169
8310.0,0.039369948,6.5439463,0.38162354,-4.0341983,-3.0566683,0.89869285,0.0015148481,-54.961403
8320.0,0.04058183,6.5373955,0.38214636,-4.1455884,-3.0856974,0.89892066,0.0015356397,-54.905415
8330.0,0.041950375,6.5299978,0.38266432,-4.2707062,-3.117744,0.89908618,0.0015597964,-54.843174
8340.0,0.043512147,6.5215559,0.38317698,-4.4126315,-3.1534834,0.89918309,0.0015865738,-54.773369
8350.0,0.04531654,6.5118027,0.38368377,-4.5754871,-3.1938183,0.89920324,0.0016180453,-54.694256
8360.0,0.047432046,6.5003672,0.384184,-4.7649255,-3.2399824,0.89913607,0.0016572739,-54.6035
8370.0,0.049956445,6.486722,0.38467684,-4.9889135,-3.2937107,0.89896768,0.0016978859,-54.497864
8380.0,0.0530353,6.4700794,0.38516116,-5.2591352,-3.3575332,0.89867908,0.0017515214,-54.372719
8390.0,0.056894653,6.4492183,0.3856355,-5.593401,-3.4352913,0.89824384,0.0018181037,-54.221218
8400.0,0.061907426,6.422122,0.38609785,-6.0204377,-3.5331361,0.89762312,0.0019026662,-54.032692
8410.0,0.068737626,6.3852019,0.38654542,-6.5899239,-3.6616139,0.89675707,0.0020185942,-53.789497
8420.0,0.078693509,6.3313866,0.38697398,-7.3959441,-3.840503,0.89554566,0.0021856576,-53.460045
8430.0,0.094756477,6.2445598,0.38737667,-8.6409073,-4.1118894,0.89380354,0.0024503749,-52.98114
8440.0,0.12536252,6.0791216,0.38774124,-10.845335,-4.5836492,0.89112496,0.0029387802,-52.204895
8450.0,0.20350756,5.6567159,0.38804188,-15.670971,-5.623208,0.88635045,0.0041251434,-50.699318
8460.0,0.47077125,4.2120471,0.38821381,-26.646322,-8.8424435,0.87497991,0.0087653426,-47.09557
8470.0,0.84211844,2.2047651,0.38808361,-30.786997,-24.70854,0.84863943,0.04634016,-32.779667
8480.0,0.96209019,1.5562693,0.38455415,-36.277821,-14.764978,0.81387937,0.086162388,-42.002563
8490.0,0.98196685,1.4488277,0.38104403,-37.703262,-11.202013,0.77911067,0.17850867,-44.797462
8500.0,0.97978121,1.460642,0.37754047,-38.411739,-9.0361872,0.74642992,0.52412695,-46.669018
8510.0,0.97205061,1.5024292,0.37431121,-25.435522,-23.71726,0.71612513,0.93155617,-14.225859
8520.0,0.96240878,1.5545472,0.37401479,-35.124035,-17.952127,0.68813479,0.076674588,-39.064007
8530.0,0.95153993,1.6132977,0.3706435,-36.580502,-12.765283,0.66232902,0.10737329,-43.205811
8540.0,0.93965679,1.6775308,0.36725584,-37.482571,-9.4620581,0.63857514,0.2710169,-46.018837
8550.0,0.92694795,1.7462271,0.36389098,-33.908237,-19.322336,0.61674029,0.88477999,-37.373367
8560.0,0.9133718,1.819612,0.36379457,-33.086056,-20.854338,0.59669882,0.075349942,-35.802406
8570.0,0.89901233,1.8972307,0.36054543,-35.506042,-12.99122,0.57833415,0.087726593,-42.718765
8580.0,0.8838793,1.9790307,0.35725737,-36.430389,-9.3807755,0.56153762,0.23075269,-45.847977
8590.0,0.86799622,2.0648854,0.35398614,-32.216846,-20.599068,0.54620802,0.89880091,-35.449593
8600.0,0.8514176,2.1544995,0.35392103,-33.158535,-17.375462,0.53224933,0.065187097,-38.713451
8610.0,0.8342278,2.2474174,0.35074633,-34.703583,-11.507294,0.51957273,0.096163467,-43.711723
8620.0,0.81644207,2.3435564,0.3475298,-35.535412,-8.0867481,0.5080958,0.38902909,-46.912617
8630.0,0.79804885,2.4429791,0.3464323,-16.096329,-15.361918,0.4977423,0.61816359,5.6347313
8640.0,0.77922344,2.5447381,0.34435359,-33.190807,-12.639703,0.48844039,0.065000765,-42.513969
8650.0,0.75998491,2.6487303,0.34121528,-34.11203,-8.5956945,0.48012272,0.22688262,-46.219429
8660.0,0.74034077,2.7549148,0.33855921,-19.202061,-18.517347,0.47272772,0.91856921,-4.8507843
8670.0,0.72036868,2.8628719,0.3380945,-31.963884,-12.389938,0.46619761,0.055950511,-42.531952
8680.0,0.70013177,2.9722607,0.33501211,-32.873596,-8.1598616,0.46047941,0.23971958,-46.516376
8690.0,0.6796338,3.0830605,0.33486581,-22.48208,-21.96035,0.45552382,0.08609578,-16.998064
8700.0,0.65897447,3.1947327,0.33197203,-31.013453,-10.707927,0.45128489,0.060661357,-43.884678
8710.0,0.63817257,3.3071754,0.32890683,-31.307755,-8.1574984,0.44772056,0.64344317,-46.357327
8720.0,0.61723512,3.4203508,0.32892847,-29.267572,-12.996598,0.44479194,0.040219638,-41.665546
8730.0,0.59623981,3.533839,0.32594976,-30.215496,-8.0528479,0.44246331,0.16800958,-46.391525
8740.0,0.57514381,3.6478713,0.32590267,-27.370996,-15.675934,0.44070232,0.043343846,-39.031727
8750.0,0.55404049,3.7619433,0.32300717,-28.76515,-8.8070517,0.43947881,0.078411303,-45.504246
8760.0,0.53286654,3.8763971,0.32292262,-25.431313,-18.10903,0.43876624,0.048854891,-36.288513
8770.0,0.51168388,3.9908979,0.32009125,-27.490229,-8.7870178,0.43854001,0.05841855,-45.44162
8780.0,0.49043185,4.1057739,0.32003367,-25.096922,-15.135819,0.43877897,0.039898518,-39.286526
8790.0,0.46915781,4.2207685,0.31720054,-26.34207,-8.0248432,0.43946365,0.074808188,-46.181572
8800.0,0.44777983,4.3363252,0.31720722,-24.59491,-11.833552,0.44057804,0.027905976,-42.332069
8810.0,0.42632794,4.4522815,0.31430382,-25.267466,-6.6447616,0.44210804,0.36469662,-47.722797
8820.0,0.40472275,4.569066,0.31440032,-23.711061,-9.3414326,0.44404241,0.02108025,-44.695522
8830.0,0.38293701,4.6868272,0.31436205,-22.117937,-12.633904,0.44637281,0.031835359,-41.461342
8840.0,0.36097723,4.8055286,0.31152406,-22.745005,-6.6169438,0.44909239,0.19493246,-47.683819
8850.0,0.33877417,4.9255447,0.31164101,-21.35479,-8.4085045,0.45219713,0.016105268,-45.600552
8860.0,0.31632885,5.0468712,0.31168428,-20.150679,-9.5143833,0.45568505,0.01936027,-44.433205
8870.0,0.29366115,5.1693993,0.31168315,-18.991825,-10.307666,0.45955557,0.023799362,-43.629749
8880.0,0.27085775,5.2926607,0.3116475,-17.811001,-11.049387,0.46380812,0.028329665,-42.894917
8890.0,0.24808605,5.415751,0.31156838,-16.477308,-12.494783,0.46844026,0.036289457,-41.487331
8900.0,0.22559409,5.5373292,0.30872303,-16.512548,-6.1147833,0.47344679,0.40586498,-48.258812
8910.0,0.20367514,5.6558099,0.30893379,-15.321417,-6.019352,0.47881737,0.0091632837,-48.392029
8920.0,0.18271397,5.7691135,0.30915204,-14.153198,-5.7678785,0.48453468,0.0072795833,-48.741096
8930.0,0.16310014,5.8751345,0.30939472,-13.029078,-5.3682189,0.49057296,0.0063458681,-49.315971
8940.0,0.14517286,5.9720387,0.30967027,-11.953794,-4.9371104,0.49689803,0.0053897225,-49.972858
8950.0,0.12914306,6.0586863,0.30998182,-10.942196,-4.5320878,0.50346923,0.0045666848,-50.632366
8960.0,0.11507363,6.134737,0.31032953,-10.0089,-4.1756992,0.51024246,0.0038951389,-51.253826
8970.0,0.10289478,6.2005687,0.31071186,-9.1628561,-3.8725653,0.51717353,0.003372641,-51.81889
8980.0,0.092448071,6.2570376,0.31112638,-8.4064312,-3.6192815,0.52422082,0.0029671611,-52.321613
8990.0,0.083529413,6.3052464,0.3115702,-7.7365503,-3.4094596,0.53134674,0.0026519003,-52.762878
9000.0,0.075924814,6.3463526,0.3120403,-7.1467171,-3.2361398,0.53851861,0.0024050525,-53.147118
9010.0,0.06943237,6.3814468,0.3125338,-6.6288066,-3.0928583,0.54570884,0.0022098923,-53.480343
9020.0,0.063872986,6.4114976,0.31304798,-6.1743202,-2.9740417,0.55289429,0.0020539113,-53.76897
9030.0,0.059093498,6.4373326,0.31358033,-5.7751279,-2.8750732,0.56005585,0.0019278942,-54.019154
9040.0,0.054965764,6.4596443,0.31412864,-5.4238367,-2.7922134,0.56717777,0.0018252786,-54.236458
9050.0,0.051383849,6.4790063,0.31469098,-5.1139259,-2.7224705,0.57424736,0.0017398084,-54.425755
9060.0,0.048260663,6.4958882,0.31526563,-4.8397436,-2.6634622,0.58125407,0.0016685417,-54.591213
9070.0,0.045524769,6.5106769,0.31585109,-4.5964479,-2.6132939,0.58818948,0.0016081114,-54.736355
9080.0,0.043117475,6.5236893,0.31644607,-4.3799105,-2.5704546,0.5950467,0.0015569389,-54.864128
9090.0,0.040990457,6.5351868,0.31704938,-4.1866217,-2.5337348,0.60182029,0.0015131525,-54.977009
9100.0,0.039103758,6.5453849,0.31766006,-4.0135994,-2.5021605,0.60850573,0.0014754449,-55.077068
9110.0,0.037424192,6.5544639,0.31827727,-3.8583059,-2.4749429,0.61509949,0.0014427851,-55.166042
9120.0,0.035924077,6.5625725,0.3189002,-3.7185774,-2.4514389,0.62159896,0.0014140969,-55.24538
9130.0,0.034580179,6.5698371,0.31952816,-3.5925634,-2.4311199,0.62800193,0.0013893186,-55.316319
9140.0,0.03337292,6.5763626,0.3201606,-3.4786775,-2.4135499,0.63430679,0.0013671143,-55.379894
9150.0,0.032285713,6.5822396,0.320797,-3.3755541,-2.3983655,0.64051247,0.0013476474,-55.436993
9160.0,0.031304423,6.5875435,0.32143682,-3.2820137,-2.3852627,0.64661819,0.0013306113,-55.488369
9170.0,0.030416971,6.5923405,0.32207969,-3.1970341,-2.373986,0.65262341,0.0013147678,-55.534668
9180.0,0.029612968,6.5966868,0.32272524,-3.1197264,-2.3643179,0.65852815,0.0013011049,-55.57645
9190.0,0.028883446,6.6006298,0.32337308,-3.049315,-2.3560739,0.66433227,0.0012889177,-55.614197
9200.0,0.028220629,6.6042128,0.32402298,-2.9851203,-2.3490961,0.67003614,0.0012777367,-55.648327
9210.0,0.027617753,6.6074715,0.32467464,-2.9265454,-2.3432479,0.67564011,0.0012678417,-55.679207
9220.0,0.0270689,6.6104383,0.32532778,-2.8730643,-2.3384118,0.68114477,0.0012590562,-55.70715
9230.0,0.026568888,6.6131411,0.32598221,-2.8242116,-2.3344855,0.6865508,0.0012509966,-55.732441
9240.0,0.026113147,6.6156044,0.32663772,-2.7795751,-2.3313801,0.69185889,0.0012437805,-55.755329
9250.0,0.025697652,6.6178503,0.32729411,-2.7387879,-2.3290172,0.69707006,0.0012373815,-55.776028
9260.0,0.025318833,6.6198983,0.32795125,-2.7015233,-2.3273284,0.70218515,0.0012315492,-55.794731
9270.0,0.024973515,6.6217647,0.32860893,-2.6674891,-2.3262532,0.70720512,0.0012262941,-55.811611
9280.0,0.024658879,6.6234655,0.32926705,-2.6364231,-2.325738,0.71213114,0.0012216409,-55.826824
9290.0,0.024372399,6.6250138,0.32992548,-2.6080906,-2.3257353,0.71696424,0.00121744,-55.840504
9300.0,0.024111817,6.6264224,0.33058408,-2.5822802,-2.3262029,0.72170556,0.0012136609,-55.852776
9310.0,0.023875104,6.6277022,0.33124274,-2.5588005,-2.3271029,0.72635627,0.0012103266,-55.863747
9320.0,0.02366044,6.6288624,0.33190137,-2.5374796,-2.3284016,0.73091751,0.0012073553,-55.87352
9330.0,0.023466181,6.6299124,0.33255988,-2.5181613,-2.3300688,0.73539054,0.00120471,-55.882183
9340.0,0.023290843,6.6308603,0.33321816,-2.5007043,-2.332077,0.73977661,0.001202399,-55.889816
9350.0,0.023133084,6.6317129,0.33387616,-2.4849799,-2.3344021,0.74407691,0.0012003799,-55.896492
9360.0,0.022991687,6.6324773,0.33453378,-2.4708714,-2.3370216,0.74829268,0.0011986219,-55.902279
9370.0,0.022865551,6.6331592,0.33519095,-2.4582725,-2.3399153,0.75242519,0.0011971225,-55.907238
9380.0,0.022753671,6.6337638,0.33584765,-2.4470861,-2.3430655,0.75647563,0.001195859,-55.911423
9390.0,0.022655135,6.6342964,0.33650374,-2.4372237,-2.3464558,0.7604453,0.0011948093,-55.914883
9400.0,0.022569112,6.6347613,0.33715925,-2.4286044,-2.3500707,0.76433545,0.0011939661,-55.91766
9410.0,0.022494847,6.6351628,0.33781406,-2.4211543,-2.3538973,0.76814723,0.0011933157,-55.919804
9420.0,0.022431646,6.6355047,0.33846816,-2.4148057,-2.3579228,0.771882,0.001192843,-55.921349
9430.0,0.022378877,6.6357899,0.33912149,-2.4094968,-2.3621361,0.77554095,0.0011925398,-55.922325
9440.0,0.022335965,6.6360216,0.33977401,-2.4051704,-2.3665271,0.77912521,0.001192397,-55.922771
9450.0,0.022302384,6.6362033,0.3404257,-2.4017749,-2.3710861,0.78263605,0.0011924041,-55.922714
9460.0,0.022277649,6.6363368,0.34107646,-2.3992627,-2.3758051,0.7860747,0.0011925538,-55.922176
9470.0,0.022261322,6.6364255,0.34172633,-2.3975897,-2.3806758,0.7894423,0.0011928396,-55.921188
9480.0,0.022252999,6.6364703,0.34237522,-2.3967161,-2.3856916,0.79273999,0.0011932538,-55.919769
9490.0,0.022252314,6.6364741,0.34302312,-2.3966055,-2.390846,0.79596895,0.0011937909,-55.917938
9500.0,0.02225893,6.6364384,0.34366998,-2.3972239,-2.3961329,0.79913038,0.0011944456,-55.915718
9510.0,0.02227254,6.6363645,0.3443158,-2.3985412,-2.4015472,0.80222535,0.0011952128,-55.913124
9520.0,0.022292871,6.6362548,0.34496054,-2.4005289,-2.407084,0.805255,0.0011960879,-55.910168
9530.0,0.022319663,6.6361098,0.34560418,-2.403162,-2.4127393,0.80822039,0.0011970672,-55.906868
9540.0,0.022352694,6.6359315,0.34624666,-2.4064171,-2.4185085,0.8111226,0.0011981468,-55.903236
9550.0,0.022391753,6.6357203,0.34688801,-2.4102733,-2.4243889,0.81396276,0.0011993236,-55.899284
9560.0,0.022436654,6.6354775,0.34752819,-2.4147115,-2.4303765,0.81674182,0.0012005945,-55.895023
9570.0,0.022487232,6.6352043,0.34816715,-2.4197149,-2.4364693,0.81946093,0.0012019571,-55.890465
9580.0,0.022543341,6.634901,0.34880489,-2.4252682,-2.4426646,0.82212102,0.0012034089,-55.885609
9590.0,0.022604847,6.6345682,0.34944138,-2.4313579,-2.4489603,0.82472306,0.0012049482,-55.880474
9600.0,0.02267164,6.6342072,0.35007662,-2.4379723,-2.4553545,0.82726812,0.001206573,-55.875061
9610.0,0.02274362,6.6338181,0.35071057,-2.445101,-2.4618459,0.82975709,0.0012082821,-55.869377
9620.0,0.022820706,6.6334014,0.35134321,-2.4527354,-2.4684329,0.83219099,0.0012100741,-55.863426
9630.0,0.022902831,6.6329575,0.35197455,-2.4608681,-2.4751148,0.83457065,0.0012119481,-55.857212
9640.0,0.022989942,6.6324868,0.35260457,-2.4694932,-2.4818912,0.83689708,0.0012139035,-55.850742
9650.0,0.023082001,6.631989,0.35323319,-2.4786062,-2.4887612,0.83917105,0.0012159398,-55.844013
9660.0,0.023178983,6.631465,0.35386047,-2.488204,-2.4957249,0.84139353,0.0012180565,-55.837032
9670.0,0.023280879,6.6309142,0.35448635,-2.4982848,-2.5027823,0.84356534,0.001220254,-55.829803
9680.0,0.023387689,6.6303368,0.35511082,-2.5088482,-2.5099339,0.84568727,0.0012225321,-55.822319
9690.0,0.023499431,6.6297326,0.35573387,-2.5198948,-2.5171804,0.84776026,0.0012248915,-55.814583
9700.0,0.023616135,6.6291018,0.35635549,-2.5314269,-2.5245225,0.84978497,0.0012273326,-55.806595
9710.0,0.023737848,6.6284442,0.35697564,-2.5434482,-2.5319614,0.85176224,0.0012298566,-55.798355
9720.0,0.023864625,6.627759,0.35759431,-2.5559635,-2.5394986,0.85369283,0.0012324644,-55.789856
9730.0,0.023996543,6.6270456,0.35821152,-2.5689793,-2.5471358,0.85557747,0.0012351576,-55.781101
9740.0,0.02413369,6.6263041,0.3588272,-2.5825031,-2.5548754,0.85741687,0.0012379376,-55.772087
9750.0,0.024276171,6.6255341,0.35944137,-2.5965443,-2.5627191,0.85921174,0.0012408064,-55.762802
9760.0,0.024424106,6.6247344,0.36005399,-2.611114,-2.5706699,0.86096281,0.0012437662,-55.753246
9770.0,0.024577636,6.6239047,0.36066502,-2.6262245,-2.5787311,0.8626706,0.0012468194,-55.743412
9780.0,0.024736919,6.6230435,0.36127451,-2.6418903,-2.5869055,0.86433589,0.0012499688,-55.733295
9790.0,0.02490213,6.6221504,0.36188242,-2.6581273,-2.5951974,0.86595929,0.0012532176,-55.722885
9800.0,0.025073472,6.6212244,0.36248869,-2.6749539,-2.6036108,0.86754131,0.0012565692,-55.712173
9810.0,0.025251163,6.6202641,0.36309332,-2.6923904,-2.6121504,0.86908257,0.0012600274,-55.701149
9820.0,0.025435451,6.6192679,0.36369631,-2.7104595,-2.6208212,0.87058365,0.0012635967,-55.689804
9830.0,0.025626611,6.6182346,0.36429763,-2.7291861,-2.6296291,0.87204504,0.0012672817,-55.678127
9840.0,0.025824944,6.6171627,0.36489722,-2.7485979,-2.6385806,0.87346727,0.0012710877,-55.6661
9850.0,0.026030783,6.6160498,0.36549512,-2.7687259,-2.647682,0.87485081,0.0012750203,-55.653709
9860.0,0.026244501,6.6148944,0.36609125,-2.7896039,-2.6569414,0.87619609,0.0012790861,-55.640942
9870.0,0.026466504,6.6136947,0.36668563,-2.8112698,-2.6663668,0.87750357,0.0012832921,-55.627773
9880.0,0.026697244,6.6124473,0.36727819,-2.833765,-2.6759679,0.87877363,0.001287646,-55.614185
9890.0,0.026937222,6.6111503,0.36786896,-2.8571355,-2.685755,0.88000667,0.0012921565,-55.600159
9900.0,0.027186992,6.6097999,0.36845785,-2.8814323,-2.6957388,0.881203,0.0012968332,-55.585667
9910.0,0.027447166,6.6083937,0.36904487,-2.9067113,-2.7059324,0.8823629,0.0013016864,-55.570683
9920.0,0.027718427,6.6069274,0.36962995,-2.9330356,-2.7163491,0.88348669,0.001306728,-55.555176
9930.0,0.02800153,6.6053972,0.37021309,-2.9604743,-2.7270048,0.88457459,0.001311971,-55.539108
9940.0,0.028297322,6.6037984,0.37079424,-2.9891047,-2.7379162,0.88562685,0.0013174301,-55.522449
9950.0,0.028606748,6.6021256,0.37137333,-3.0190136,-2.7491028,0.88664347,0.0013231211,-55.505154
9960.0,0.028930862,6.6003737,0.37195036,-3.050297,-2.7605855,0.88762474,0.0013290626,-55.487171
9970.0,0.029270854,6.598536,0.37252527,-3.0830634,-2.7723885,0.88857055,0.0013352749,-55.468456
9980.0,0.029628063,6.5966053,0.37309802,-3.1174343,-2.7845385,0.88948095,0.001341781,-55.448948
9990.0,0.030003998,6.594573,0.37366849,-3.1535475,-2.797066,0.89035589,0.0013486069,-55.428581
10000.0,0.030400382,6.5924306,0.3742367,-3.1915586,-2.8100052,0.89119524,0.0013557823,-55.407276
