Time,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,SOCS3mRNA,DecoyR,IL13_DecoyR,SOCS3,CD274mRNA,IL13,IL13stimulation,Kon_IL13Rec,Rec_phosphorylation,pRec_intern,pRec_degradation,Rec_intern,Rec_recycle,JAK2_phosphorylation,pJAK2_dephosphorylation,STAT5_phosphorylation,pSTAT5_dephosphorylation,SOCS3mRNA_production,DecoyR_binding,JAK2_p_inhibition,SOCS3_translation,SOCS3_accumulation,SOCS3_degradation,CD274mRNA_production,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16
7.06,1.3439203896958256,113.07762439287158,0.00014682145743475712,0.04499675491443433,0.018695870741021723,2.7288567027287387,0.07114329727126494,91.0,163.87041147689635,1.1295885231036802,0.004707901500053805,0.3393243700044563,0.0,0.021483208042129165,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041016699632616,0.13888879659350478,0.153330997124246,0.010441508253284817,6.290288908563954e-05,0.019278012444837105,0.006863804994647812,0.0032330395355034047,0.00402624435238328,0.4460411829621169,0.03529814125343132,9.560315331139312e-05,0.0024379457258737487,0.015100585414577488,0.0009220292126769248,9.282416280374954e-05
7.07,1.3439606866699374,113.07747999266687,0.00014650866681953804,0.045032505620428966,0.018732174271728925,2.728703529118385,0.07129647088161893,91.0,163.8662999432547,1.1337000567453417,0.0047323253300467945,0.33932341397427,0.0,0.02162535435438684,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010410479141474912,0.13889296112459135,0.1533308013204564,0.010441696489522713,6.276520648040027e-05,0.0192922000790405,0.006869258407340235,0.0032393174324615395,0.004034912974829473,0.4469903074044164,0.035426621219616566,9.560288395408031e-05,0.0024468194844712013,0.015178824952223554,0.000928129933394187,9.316202890305981e-05
7.08,1.344000936945275,113.07733563604127,0.0001461971119203867,0.04506820371604396,0.01876846952488992,2.728550301830814,0.0714496981691903,91.0,163.8621802031217,1.1378197968783055,0.004756837985483855,0.3393224579467773,0.0,0.021768223307382983,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041079092488941,0.1388971208295464,0.15333060557575923,0.010441885042036114,6.262806694165674e-05,0.019306362774154304,0.006874703794845346,0.003245593898000164,0.0040435846350543704,0.44793969774168013,0.035555357627756794,9.560261459752642e-05,0.0024557109548105716,0.015257347999183603,0.0009342616688402473,9.350056937243414e-05
7.09,1.3440411405743746,113.07719132294586,0.0001458867860021605,0.045103849284727486,0.018804756434566253,2.7283970211406054,0.07160297885939887,91.0,163.85805225641212,1.1419477435879344,0.004781439643805292,0.3393215019219781,0.0,0.0219118174328666,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010411102346976606,0.13890127571379932,0.15333040989008812,0.010442073906378828,6.249146750777972e-05,0.019320500569603334,0.006880141169892331,0.0032518689207166732,0.004052259317518531,0.44888935208258024,0.03568435048051946,9.560234524173141e-05,0.002464620137076095,0.015336155112601776,0.0009404245276742285,9.383978421888724e-05
7.1,1.3440812976097378,113.07704705333178,0.00014557768232543628,0.045139442409845375,0.01884103493503029,2.72824368732195,0.07175631267805434,91.0,163.8539161030595,1.1460838969405387,0.004806130482539866,0.33932054589987243,0.0,0.02205613926834864,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010411413408143185,0.13890542578277595,0.1533302142633768,0.010442263074462162,6.23554052158367e-05,0.019334613504772297,0.006885570545197814,0.003258142489244918,0.004060937006704584,0.44983926853835604,0.035813599779976696,9.560207588669531e-05,0.002473547031410887,0.015415246849834922,0.000946618618802548,9.417967344786816e-05
7.11,1.3441214081038142,113.07690282715019,0.0001452697942500418,0.045174983174550216,0.01887730496078807,2.7280903006485504,0.0719096993514537,91.0,163.8497717430166,1.1502282569834203,0.0048309106792403965,0.33931958988046035,0.0,0.022201191356179293,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010411724108795428,0.13890957104189677,0.1533300186955591,0.010442452542000406,6.22198771459355e-05,0.019348701618949315,0.006890991933445891,0.0032644145922591595,0.00406961768712273,0.4507894452234258,0.035943105527606614,9.560180653241809e-05,0.0024824916379170368,0.015494623768246035,0.0009528440513393166,9.452023706326397e-05
7.12,1.3441614721089667,113.07675864435232,0.00014496311519070687,0.045210471661776865,0.01891356644662078,2.7279368613934483,0.07206313860655633,91.0,163.84561917625516,1.1543808237448692,0.004855780411369284,0.3393186338637418,0.0,0.022346976241914725,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010412034449338943,0.13891371149657328,0.15332982318656885,0.010442642305409916,6.208488040221735e-05,0.019362764951323243,0.006896405347287443,0.003270685218481238,0.004078301343320661,0.4517398802564854,0.036072867724293224,9.560153717889977e-05,0.0024914539566556013,0.015574286424837304,0.0009591009345362413,9.486147506739939e-05
7.13,1.3442014896773817,113.07661450488962,0.00014465763857520952,0.04524590795415225,0.018949819327696037,2.7277833698285487,0.07221663017145606,91.0,163.84145840276577,1.1585415972342863,0.004880739855988476,0.3393176778497168,0.0,0.022493496469841924,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010412344430177972,0.13891784715219868,0.1533296277363402,0.010442832358890259,6.195041209492097e-05,0.019376803540943153,0.006901810799326385,0.00327695435669982,0.004086987959910269,0.4526905717634675,0.03620288637033032,9.560126782614036e-05,0.002500433987646871,0.01565423537525676,0.0009653893775905577,9.520338746104693e-05
7.14,1.344241460861138,113.07647040871356,0.00014435335790450823,0.045281292134037573,0.018986063539478987,2.727629826224991,0.07237017377501406,91.0,163.83728942255763,1.1627105774424182,0.004905789189994214,0.3393167218383853,0.0,0.022640754586311554,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010412654051715925,0.13892197801415515,0.1533294323448074,0.01044302269872293,6.181646936613784e-05,0.019390817426737903,0.006907208302126092,0.003283221995755022,0.004095677521546874,0.4536415178752405,0.036333161465428726,9.560099847413981e-05,0.0025094317308708737,0.01573447117455002,0.0009717094897880711,9.554597424344622e-05
7.15,1.3442813857118596,113.0763263557761,0.0001440502667997,0.04531662428297634,0.0190222990181584,2.7274762308513423,0.07252376914866207,91.0,163.83311223565818,1.1668877643418867,0.00493092858893195,0.3393157658297473,0.0,0.022788753122580142,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010412963314352687,0.13892610408777784,0.15332923701190526,0.0104432133269837,6.168304940988894e-05,0.019404806647272545,0.006912597868125211,0.003289488124612096,0.004104370013031273,0.4545927167389113,0.03646369300873291,9.560072912289816e-05,0.00251844718626852,0.015814994373364186,0.000978061379766768,9.588923541234741e-05
7.16,1.3443212642815716,113.0761823460288,0.00014374835884366132,0.04535190448309772,0.019058525699589747,2.72732258397805,0.07267741602195436,91.0,163.82892684211333,1.1710731578866969,0.004956158229904111,0.33931480982380285,0.0,0.022937494636758267,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041327221849125,0.1389302253784433,0.15332904173756812,0.010443404239480317,6.155014940436215e-05,0.01941877124136722,0.006917979509851726,0.0032957527321786557,0.004113065419058009,0.45554416648994467,0.0365944809988056,9.560045977241539e-05,0.0025274803537405424,0.01589580552726143,0.0009844451573171734,9.62331709639709e-05
7.17,1.344361096622409,113.07603837942311,0.0001434476276187119,0.045387132816655934,0.019094743519657585,2.7271688858759227,0.07283111412408169,91.0,163.82473324198813,1.1752667580119165,0.004981478290588926,0.3393138538205519,0.0,0.023086981699789566,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041358076453546,0.13893434189153947,0.15332884652173015,0.010443595428678685,6.141776652802425e-05,0.019432711247893645,0.006923353239852697,0.0033020158073673467,0.0041217637243010545,0.4564958652616574,0.03672552543361775,9.560019042269151e-05,0.002536531233146799,0.015976905193575752,0.0009908609327805885,9.657778089298085e-05
7.18,1.3444008827863565,113.07589445591063,0.00014314806681098058,0.04542230936554599,0.01913095241459651,2.7270151368147775,0.07298486318522704,91.0,163.82053143536606,1.1794685646340028,0.005006888948350482,0.3393128978199944,0.0,0.023237216882585843,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010413888952887992,0.13893845363243879,0.1533286513643257,0.010443786891504799,6.128589800428716e-05,0.019446626705562284,0.006928719070620386,0.003308277339151345,0.0041304649134905344,0.4574478111937156,0.036856826310558755,9.55999210737265e-05,0.002545599824306983,0.016058293928562138,0.0009973088164969487,9.692306519251212e-05
7.19,1.3444406228253143,113.07575057544304,0.0001428496701439426,0.04545743421146615,0.019167152320908994,2.7268613370637813,0.07313866293622327,91.0,163.81632142234923,1.1836785776508383,0.005032390380461076,0.3393119418221304,0.0,0.02338820275922917,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010414196783950877,0.13894256060650492,0.15332845626528924,0.010443978624508543,6.115454107304759e-05,0.019460517652993302,0.006934077014617047,0.0033145373165501505,0.004139168971393353,0.4584000024299896,0.036988383626437575,9.559965172552037e-05,0.002554686127000698,0.01613997228810856,0.001003788918942253,9.726902385417317e-05
7.2,1.344480316791129,113.07560673797207,0.00014255243133916805,0.04549250743600394,0.01920334317532557,2.7267074868916183,0.07329251310838628,91.0,163.81210320305837,1.1878967969416971,0.005057982764210171,0.3393109858269599,0.0,0.023539941908558144,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041450425812572,0.138946662819096,0.15332826122455534,0.010444170620985505,6.102369297388296e-05,0.019474384128754026,0.006939427084288042,0.0033207957286227005,0.004147875882803751,0.45935243711750956,0.03712019737748169,9.559938237807312e-05,0.0025637901409673873,0.016221940828084657,0.0010103013507966436,9.761565686804336e-05
7.21,1.3445199647356207,113.07546294344945,0.00014225634420213788,0.0455275291205878,0.0192395249147729,2.7265535865666237,0.07344641343338086,91.0,163.8078767776328,1.1921232223672429,0.005083666276991738,0.3393100298344829,0.0,0.023692436915439204,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010414811375813928,0.13895076027556746,0.15332806624205858,0.010444362877249997,6.089335098278857e-05,0.019488226171338774,0.006944769292054464,0.003327052564461848,0.004156585632535715,0.4603051134056259,0.037252267559337034,9.559911303138475e-05,0.0025729118659063256,0.016304200104621223,0.001016846222998969,9.796296422267266e-05
7.22,1.3445595667105201,113.07531919182705,0.00014196140259089486,0.04556249934642778,0.01927569747644945,2.72639963635646,0.07360036364354437,91.0,163.80364214623032,1.1963578537697046,0.0051094410960898454,0.3393090738446993,0.0,0.023845690367651842,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010415118137416215,0.1389548529812654,0.15332787131773362,0.010444555390432323,6.076351239874581e-05,0.019502043819142157,0.0069501036503040944,0.003333307813207451,0.004165298205441291,0.46125802944803795,0.03738459416707346,9.559884368545524e-05,0.002582051301477003,0.016386750673423184,0.0010234236466131023,9.831094590509623e-05
7.23,1.3445991227674037,113.07517548305682,0.00014166760037429617,0.045597418194464945,0.01931186079790151,2.7262456365277887,0.07375436347221584,91.0,163.7993993090268,1.2006006909732254,0.00513530739845763,0.33930811785760917,0.0,0.023999704852637967,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010415424543332094,0.1389589409415201,0.15332767645151538,0.01044474815548076,6.063417452584485e-05,0.0195158371104361,0.006955430171383683,0.003339561464059512,0.004174013586429219,0.4622111834048567,0.037517177195195685,9.55985743402846e-05,0.0025912084472998736,0.016469593089061492,0.0010300337326884278,9.8659601900863e-05
7.24,1.3446386329579285,113.07503181709069,0.00014137493146786458,0.04563228574567374,0.019348014816740495,2.726091587347475,0.07390841265253,91.0,163.79514826621693,1.2048517337830915,0.005161265361516859,0.33930716187321247,0.0,0.024154482969199958,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041573059396171,0.13896302416167008,0.15332748164333862,0.010444941167640607,6.050533468864289e-05,0.01952960608350406,0.006960748867645072,0.0033458135062293002,0.004182731760396673,0.4631645734350494,0.037650016637619146,9.559830499587282e-05,0.002600383302954695,0.01655272790753362,0.0010366765927619054,9.900893219397231e-05
7.25,1.3446780973332968,113.074888193881,0.00014108338989697939,0.045667102080225515,0.019384159471285127,2.725937489079833,0.0740625109201719,91.0,163.790889018012,1.2091109819880104,0.005187315161321599,0.3393062058915093,0.0,0.024310027300550985,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041603628970168,0.13896710264700687,0.15332728689313874,0.010445134427551196,6.037699025916857e-05,0.01954335077627211,0.0069660597513176,0.0033520639290503945,0.004191452712385158,0.46411819771369756,0.037783112487741244,9.559803565221992e-05,0.0026095758679854433,0.016636155680382153,0.0010433523377014276,9.935893676706116e-05
7.26,1.344717515944792,113.07474461337995,0.00014079296968419513,0.04570186727837809,0.01942029469991329,2.725783341989396,0.07421665801060856,91.0,163.7866215646418,1.2133784353581956,0.0052134569743965825,0.33930524991249944,0.0,0.024466340441229025,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010416341630949252,0.13897117640283047,0.15332709220085095,0.01044532793257147,6.024913860872395e-05,0.019557071226700633,0.006971362834643794,0.0033583127218666056,0.004200176427423843,0.4650720544146534,0.03791646473838145,9.559776630932588e-05,0.002618786141896179,0.01671987696058229,0.001050061078860932,9.97096156012468e-05
7.27,1.3447568888439427,113.07460107553959,0.00014050366484500952,0.04573658142071509,0.019456420440869714,2.7256291463417512,0.07437085365825354,91.0,163.78234590635574,1.217654093644233,0.005239690978301648,0.3393042939361831,0.0,0.024623425005503213,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010416646618103575,0.1389752454344661,0.15332689756641016,0.010445521676340247,6.012177710608513e-05,0.019570767472889973,0.00697665812991588,0.003364559873998718,0.0042089028904822735,0.46602614170530976,0.03805007338174592,9.55974969671907e-05,0.0026280141241486026,0.01680389230434909,0.0010568029284411902,0.00010006096867603359
7.28,1.3447962160821159,113.07445758031211,0.00014021546948668926,0.04577124458746002,0.019492536632752733,2.725474902401447,0.07452509759855751,91.0,163.77806204342107,1.2219379565789212,0.005266017350236064,0.3393033379625601,0.0,0.024781283606868022,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041695125156254,0.13897930974722233,0.1533267029897516,0.010445715656421748,5.999490315976394e-05,0.019584439552778568,0.006981945649371152,0.003370805374828665,0.004217632086588694,0.46698045775969704,0.03818393840948495,9.559722762581437e-05,0.0026372598141660227,0.016888202266667374,0.001063577998609726,0.00010041299596946417
7.29,1.3448354977105834,113.07431412764977,0.00013992837774647857,0.0458058568586334,0.019528643214434118,2.7253206104323358,0.07467938956766876,91.0,163.7737699761229,1.2262300238770945,0.005292436267262652,0.3393023819916306,0.0,0.02493991886132021,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010417255531723308,0.13898336934639793,0.15332650847081053,0.010445909869708695,5.986851419156429e-05,0.019598087504211555,0.0069872254052159395,0.0033770492137856632,0.004226364000810825,0.4679350007563566,0.03831805981268749,9.55969582851969e-05,0.0026465232113329776,0.016972807402009252,0.0010703864016414577,0.00010076569745810503
7.3,1.344874733780622,113.07417071750481,0.00013964238376133344,0.04584041831422889,0.019564740124938754,2.7251662706980904,0.07483372930191445,91.0,163.76946970476496,1.2305302952350565,0.0053189479066557835,0.3393014260233944,0.0,0.02509933339251467,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041755945898307,0.13898742423729216,0.15332631400952215,0.010446104310102202,5.9742607623637235e-05,0.019611711365018165,0.0069924974096524746,0.003383291380325409,0.004235098618226513,0.4688897688750931,0.03845243758186344,9.559668894533829e-05,0.002655804314994013,0.017057708265448286,0.0010772282501399803,0.00010111907311699982
7.31,1.3449139243434298,113.07402734982958,0.000139357481752836,0.045874929034007084,0.019600827303543993,2.725011883461773,0.07498811653823156,91.0,163.7651612296689,1.234838770331114,0.005345552445610736,0.3393004700578517,0.0,0.025259529827466806,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041786303373842,0.13899147442519608,0.1533261196058219,0.010446298974930828,5.961718091480346e-05,0.01962531117292174,0.006997761674847441,0.0033895318639472556,0.004243835923948115,0.46984476029967437,0.03858707170696031,9.559641960623853e-05,0.0026651031244548304,0.017142905411728457,0.001084103656853117,0.00010147312291971337
7.32,1.344953069450121,113.07388402457647,0.00013907366598184416,0.04590938909753246,0.01963690468978594,2.7248574489858077,0.07514255101419709,91.0,163.76084455117433,1.2391554488256817,0.005372250061221898,0.3392995140950023,0.0,0.025420510796225326,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010418166256385288,0.1389955199153922,0.1533259252596452,0.010446493861607087,5.949223154114357e-05,0.019638886965555467,0.007003018212937602,0.003395770654195303,0.004252575903124208,0.47079997321802086,0.03872196217736651,9.559615026789761e-05,0.0026744196389825157,0.01722839939519408,0.0010910127346588762,0.00010182784683834017
7.33,1.3449921691517341,113.07374074169797,0.0001387909307104588,0.045943798584226224,0.019672972223446626,2.7247029675320293,0.07529703246797534,91.0,163.75651966963872,1.2434803303612756,0.005399040930516885,0.3392985581348463,0.0,0.025582278932375573,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010418469127319028,0.1389995607131551,0.1533257309709276,0.010446688964781242,5.936775697972649e-05,0.019652438780485122,0.007008267036037868,0.003402007740656178,0.004261318540936609,0.4717554058218768,0.038857108981911144,9.559588093031553e-05,0.002683753857805527,0.01731419076989882,0.0010979555965870543,0.0001021832448435039
7.34,1.3450312234993105,113.07359750114657,0.00013850927026711314,0.04597815757341143,0.01970902984446362,2.7245484393620787,0.07545156063792591,91.0,163.752186585438,1.2478134145620179,0.005425925230720782,0.3392976021773837,0.0,0.025744836876974632,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010418771646935011,0.13900359682375973,0.1533255367396047,0.010446884281190906,5.924375473645527e-05,0.019665966655229947,0.00701350815624818,0.0034082431129434047,0.004270063822578185,0.4727110563043562,0.03899251210884852,9.559561159349233e-05,0.0026931057801126207,0.017400280090451567,0.0011049323559881234,0.00010253931690431674
7.35,1.345070232543796,113.07345430287482,0.00013822867903071686,0.046012466144189614,0.019745077493043377,2.7243938647369057,0.07560613526309856,91.0,163.74784529896567,1.2521547010343412,0.005452903138920681,0.33929664622261446,0.0,0.025908187273565635,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01041907381562787,0.13900762825247112,0.1533253425656122,0.010447079808576527,5.912022233927251e-05,0.019679470627207884,0.007018741585634684,0.003414476760717005,0.0042788117332808635,0.47366692286304185,0.039128171545880185,9.559534225742796e-05,0.0027024754050543774,0.017486667910941923,0.001111943126319254,0.0001028960629884372
7.36,1.3451091963360045,113.07331114683542,0.00013794915138973948,0.04604672437542728,0.019781115109704393,2.724239243916578,0.07576075608342647,91.0,163.7434958106326,1.2565041893674227,0.005479974831931804,0.3392956902705386,0.0,0.026072332766156968,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010419375633791216,0.1390116550045407,0.1533251484488859,0.010447275542641904,5.8997157320653884e-05,0.019692950733729057,0.0070239673362276775,0.0034207086736909613,0.004287562258326568,0.4746230037011964,0.039264087280168475,9.559507292212242e-05,0.002711862731744134,0.017573354784511278,0.0011189880210575845,0.00010325348306210584
7.37,1.3451481149268272,113.07316803298097,0.00013767068177397126,0.04608093234602796,0.019817142635030285,2.7240845771613573,0.07591542283864708,91.0,163.73913812086855,1.2608618791314825,0.00550714048703086,0.33929473432115603,0.0,0.026237276010200185,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010419677101819257,0.13901567708522788,0.15332495438936153,0.01044747147931671,5.887455723120311e-05,0.01970640701211632,0.007029185420063105,0.003426938841590517,0.00429631538298614,0.47557929702100704,0.03940025929828334,9.559480358757573e-05,0.0027212677592543134,0.01766034126570081,0.0011260671541713776,0.0001036115770900054
7.38,1.3451869883670196,113.07302496126422,0.00013739326467747067,0.04611509013460148,0.019853160009919334,2.7239298647306094,0.07607013526939524,91.0,163.73477223012046,1.2652277698795609,0.005534400281211725,0.33929377837446684,0.0,0.026403019661460476,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010419978220105151,0.139019694499778,0.15332476038697504,0.010447667616678473,5.875241964944785e-05,0.019719839499559494,0.00703439584913211,0.0034331672541953306,0.004305071092581214,0.4765358010304294,0.03953668758625787,9.559453425378788e-05,0.002730690486620261,0.017747627908067814,0.0011331806396423577,0.0001039703450354069
7.39,1.3452258167070474,113.0728819316382,0.00013711689462855256,0.046149197819271834,0.019889167175761422,2.7237751068820146,0.07622489311798984,91.0,163.7303981388508,1.269601861149211,0.0055617543906424614,0.33929282243047093,0.0,0.02656956636779868,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010420278989039815,0.13902370725340651,0.15332456644166276,0.01044786395281677,5.8630742168991e-05,0.019733248233030312,0.007039598635351726,0.0034393939013700713,0.004313829372528729,0.47749251394811193,0.03967337212964124,9.559426492075885e-05,0.0027401309128438963,0.017835215262446868,0.0011403285911130044,0.00010432978686030865
7.4,1.3452645999976285,113.07273894405567,0.00013684156615725296,0.04618325547849126,0.019925164073807723,2.7236203038743425,0.0763796961256622,91.0,163.72601584754253,1.2739841524574924,0.005589202992560471,0.3392918664891684,0.0,0.026736918797676673,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01042057940901611,0.1390277153513549,0.1533243725533606,0.010448060482988955,5.8509522384627856e-05,0.019746633249641085,0.007044793790689057,0.003445618772955422,0.004322590208184073,0.4784494339860476,0.03981031291334217,9.559399558848866e-05,0.0027495890368829075,0.017923103883017853,0.0011475111231099662,0.00010468990252502494
