Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,parameter_20,parameter_21,parameter_22,parameter_23,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32
7.54,0.2493370562542997,0.00020692639818268102,0.022460072880071808,3.1219005790234817e-06,0.024911267648189874,0.0004554765321506242,0.0001800665318877589,0.0011605268225249354,2.5716756173261783e-08,0.02880880344274237,0.0002961579784633134,1.2385998244615876e-10,2.862993447258886e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019600449593109478,1.6266536943978209e-06,1.089767700409232e-06,1.8041796110116372e-07,0.00010989929647326332,0.00012455633824094936,0.00015941678625271846,0.00047825035875815545,6.514290198174196e-07,9.000864660641624e-09,0.00014294223856894296,1.2637321763388915e-10,1.8145657138577687e-06,0.0035,0.0035,0.0035,0.035,0.00117915382620377,1.638997803987328e-07,1.0863635904590753e-05,3.151164308035781e-06,2.030921939418637e-05,0.00043594718384332284,7.970839312635924e-06,0.004363398484450245,0.0005041540602479915,5.182764623107985e-06,2.1675496928077787e-12,5.010238532703051e-08,4.5004323303208125e-10,6.300605262449137e-07,9.565007175163108e-05
7.55,0.2496414224535813,0.0002073528129861953,0.022483240777300253,3.136548191173857e-06,0.024939556609007384,0.0004567879236371888,0.00018052389892808722,0.0011650945254924805,2.5836100536707984e-08,0.02883732782529094,0.0002975376109883722,1.251074037024355e-10,2.8806815491291976e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019644618731540597,1.6316871270766988e-06,1.0962172928543888e-06,1.8099505261271488e-07,0.00011030355691659608,0.00012469778304503694,0.00015987577327301606,0.0004796273198190483,6.544294349814042e-07,9.042635187847793e-09,0.00014337363065231143,1.274652535138416e-10,1.8235746667253757e-06,0.0035,0.0035,0.0035,0.035,0.0011803701408082633,1.6466878003662748e-07,1.0886022681775253e-05,3.1591682312415266e-06,2.038915419611841e-05,0.0004364422406576293,7.993788663650806e-06,0.0043687248929376735,0.0005046532369425915,5.206908192296514e-06,2.1893795647926214e-12,5.0411927109760966e-08,4.521317593923898e-10,6.329844631493456e-07,9.592546396380965e-05
7.56,0.24994573091058161,0.00020777914144346846,0.022506396373992578,3.151238451935701e-06,0.02496783515333471,0.0004581017957207079,0.00018098170318476498,0.0011696751203443953,2.5955771205094146e-08,0.028865842900763317,0.00029892131784486366,1.2636556488601758e-10,2.8984568064817835e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019688821921512936,1.6367259004510993e-06,1.1026940373996379e-06,1.815728373151678e-07,0.0001107086726067306,0.00012483917576667356,0.00016033562850224775,0.0004810068855067433,6.574379844378496e-07,9.08451992178295e-09,0.00014380546750921366,1.2856510306546116e-10,1.832617433286104e-06,0.0035,0.0035,0.0035,0.035,0.0011815858096346102,1.654400187266243e-07,1.0908404925782093e-05,3.1671798057333876e-06,2.046931460602692e-05,0.00043693711518335746,8.01678142511239e-06,0.004374050290935179,0.0005051522507633581,5.2311230622851145e-06,2.211397385505308e-12,5.072299411343122e-08,4.542259960891476e-10,6.359163945248066e-07,9.620137710134865e-05
7.57,0.2502499816317302,0.00020820538275577398,0.022529539676213097,3.1659713921275914e-06,0.024996103274955647,0.0004594181507950688,0.00018143994463199815,0.0011742686305410558,2.6075768384385997e-08,0.0288943486663498,0.0003003091027581396,1.276345423972659e-10,2.91631954261386e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019733059115502826,1.6417700010590704e-06,1.109197995817118e-06,1.821513137417749e-07,0.00011111464405847968,0.00012498051637477824,0.0001607963527782741,0.0004823890583348223,6.604546732621858e-07,9.126518934535098e-09,0.00014423774804816513,1.296728102854135e-10,1.8416941007623511e-06,0.0035,0.0035,0.0035,0.035,0.0011828008330011875,1.6621349808669855e-07,1.0930782594678134e-05,3.175199031059968e-06,2.0549701034468478e-05,0.0004374318073117239,8.039817638913705e-06,0.004379374678555279,0.0005056511016611216,5.255409298267443e-06,2.2336044919521533e-12,5.103559199574255e-08,4.56325946726755e-10,6.388563254174569e-07,9.647781166696445e-05
7.58,0.25055417462345964,0.0002086315361317601,0.02255267069002223,3.1807470424141657e-06,0.025024360967650337,0.0004607369912534791,0.00018189862324721745,0.0011788750795628483,2.6196092280834225e-08,0.028922845119252315,0.0003017009694417615,1.2891441305839503e-10,2.934270081639248e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019777330266026238,1.646819415476571e-06,1.1157292298573282e-06,1.8273048042887924e-07,0.00011152147178759656,0.0001251218048382517,0.00016125794693871767,0.0004837738408161531,6.634795065347068e-07,9.168632298291977e-09,0.000144670471180861,1.3078841934863093e-10,1.85080475649809e-06,0.0035,0.0035,0.0035,0.035,0.001184015211226167,1.669892197267437e-07,1.0953155646917406e-05,3.1832259068263057e-06,2.0630313892349847e-05,0.00043792631693388094,8.062897346935885e-06,0.004384698055910544,0.0005061497895869156,5.279766965230826e-06,2.256002228521913e-12,5.134972642868684e-08,4.5843161491459897e-10,6.418042608804385e-07,9.67547681632306e-05
7.59,0.25085830989220553,0.00020905760078742669,0.022575789421476467,3.1955654333064894e-06,0.025052608225195276,0.0004620583194884756,0.0001823577390110678,0.0011834944909101535,2.631674310098751e-08,0.028951332256684403,0.00030309692159752685,1.3020525411495626e-10,2.9523087484894733e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019821635325638717,1.651874130317613e-06,1.122287801248907e-06,1.833103359159337e-07,0.00011192915631077893,0.00012526304112597637,0.00016172041182096645,0.0004851612354628994,6.66512489340813e-07,9.210860085345628e-09,0.00014510363582218684,1.3191197460873783e-10,1.8599494879588453e-06,0.0035,0.0035,0.0035,0.035,0.0011852289446275144,1.6776718524859068e-07,1.0975524041339901e-05,3.191260432693687e-06,2.0711153590927688e-05,0.0004384206439409174,8.086020591048323e-06,0.004390020423113598,0.0005066483144919771,5.30419612795672e-06,2.2785919470117347e-12,5.166540309856579e-08,4.605430042672815e-10,6.44760205974194e-07,9.703224709257988e-05
7.6,0.2511623874444065,0.00020948357594610166,0.022598895876628385,3.210426595162401e-06,0.025080845041363296,0.00046338213789193304,0.00018281729190739698,0.001188126888103327,2.643772105170541e-08,0.02897981007587117,0.00030449696291549383,1.3150714323731965e-10,2.9704358689148532e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019865974246935386,1.656934132234404e-06,1.128873771698408e-06,1.8389087874551925e-07,0.00011233769814567204,0.0001254042252068165,0.00016218374826217655,0.0004865512447865297,6.695536267712502e-07,9.253202368096893e-09,0.00014553724089023013,1.3304352059847562e-10,1.8691283827316697e-06,0.0035,0.0035,0.0035,0.035,0.0011864420335229902,1.6854739624602605e-07,1.0997887737170336e-05,3.1993026083794476e-06,2.0792220541808225e-05,0.0004389147882238577,8.109187413108829e-06,0.004395341780277114,0.0005071466763277455,5.328696851021143e-06,2.301375006653094e-12,5.1982627706009935e-08,4.6266011840484474e-10,6.477241657667826e-07,9.731024895730593e-05
7.61,0.2514664072865041,0.00020990946083841776,0.022621990061526653,3.225330558186872e-06,0.025109071409923554,0.0004647084488550729,0.0001832772819232449,0.0011927722946826836,2.6559026340171348e-08,0.02900827857404928,0.0003059010970740067,1.3282015852215638e-10,2.988651769485591e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019910346982550885,1.6619994079174866e-06,1.1354872028900784e-06,1.8447210746336345e-07,0.00011274709781087246,0.00012554535704961778,0.0001626479570992755,0.00048794387129782655,6.726029239223488e-07,9.295659219059972e-09,0.00014597128530629102,1.3418310203012823e-10,1.8783415285251214e-06,0.0035,0.0035,0.0035,0.035,0.0011876544782301493,1.6932985430481078e-07,1.1020246694016932e-05,3.207352433656786e-06,2.0873515156946966e-05,0.00043940874967366225,8.132397854963776e-06,0.004400662127513822,0.0005076448750458624,5.353269198795118e-06,2.3243527741377368e-12,5.2301405965997844e-08,4.6478296095299863e-10,6.50696145334198e-07,9.75887742595653e-05
7.62,0.2517703694249428,0.0002103352547022889,0.022645071982216006,3.240277352432359e-06,0.02513728732464155,0.00046603725476847193,0.00018373770904883208,0.0011974307342084761,2.6680659173905512e-08,0.029036737748466927,0.0003073093277397209,1.3414437849392086e-10,3.006956777592861e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019954753485159311,1.6670699440958743e-06,1.1421281564856388e-06,1.850540206183585e-07,0.00011315735582593115,0.00012568643662320777,0.00016311303916896516,0.0004893391175068956,6.756603858962595e-07,9.338230710866928e-09,0.0001464057679948932,1.3533076379594748e-10,1.8875890131692344e-06,0.0035,0.0035,0.0035,0.035,0.0011888662790663404,1.7011456100269884e-07,1.1042600871870167e-05,3.2154099083545617e-06,2.0955037848648334e-05,0.0004399025281812272,8.15565195844826e-06,0.0044059814649365,0.0005081429105981712,5.377913235445116e-06,2.347526623643615e-12,5.262174360787507e-08,4.669115355433465e-10,6.53676149760685e-07,9.78678235013791e-05
7.63,0.2520742738661701,0.00021076095678288702,0.02266814164473728,3.255267007799163e-06,0.025165492779279104,0.0004673685580220716,0.00018419857327754935,0.0012021022302608824,2.680261976077786e-08,0.029065187596383813,0.00030872165856762895,1.3547988210633363e-10,3.02535122144991e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00019999193707474243,1.6721457275371921e-06,1.148796694124064e-06,1.8563661676257947e-07,0.00011356847271135718,0.0001258274638963955,0.00016357899530772504,0.0004907369859231752,6.78726017801194e-07,9.38091691627225e-09,0.00014684068788379474,1.3648655096857936e-10,1.8968709246155047e-06,0.0035,0.0035,0.0035,0.035,0.0011900774363487073,1.7090151790945607e-07,1.1064950231101567e-05,3.223475032357114e-06,2.1036789029565446e-05,0.00044039612363738436,8.178949765386254e-06,0.004411299792657977,0.0005086407829367167,5.402629024933507e-06,2.370897936860839e-12,5.294364637537343e-08,4.690458458136126e-10,6.566641841390576e-07,9.814739718463503e-05
7.64,0.25237812061663656,0.0002111865663326186,0.022691199055127398,3.270299554035783e-06,0.02519368776759434,0.0004687023610051865,0.00018465987460594628,0.0012067868064399858,2.692490830902105e-08,0.029093628115071105,0.0003101380932010854,1.3682674874386338e-10,3.043835430093143e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020043667602248684,1.67722674504781e-06,1.1554928774213657e-06,1.862198944513021e-07,0.00011398044898862067,0.00012596843883797172,0.00016404582635181527,0.0004921374790554458,6.817998247516588e-07,9.423717908157367e-09,0.00014727604390399863,1.3765050880148982e-10,1.9061873509368596e-06,0.0035,0.0035,0.0035,0.035,0.0011912879503941883,1.716907265868786e-07,1.1087294732462476e-05,3.2315478056040603e-06,2.1118769112699753e-05,0.000440889535932901,8.202291317590765e-06,0.0044166171107911404,0.0005091384920137444,5.427416631018995e-06,2.3944681030176095e-12,5.326712002663001e-08,4.711858954078684e-10,6.596602535710158e-07,9.842749581108916e-05
7.65,0.2526819096827955,0.0002116120826111013,0.022714244219419356,3.2853750207392704e-06,0.025221872283341724,0.0004700386661065131,0.00018512161303372047,0.0012114844863657574,2.7047525027243378e-08,0.02912205930181144,0.0003115586352718322,1.381850582232094e-10,3.062409733383218e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.0002008817512227499,1.6823129834729745e-06,1.1622167679703739e-06,1.8680385224302045e-07,0.0001143932851801563,0.00012610936141670864,0.00016451353313727958,0.0004935405994118387,6.848818118686923e-07,9.466633759535182e-09,0.00014771183498976344,1.3882268272939094e-10,1.915538380327633e-06,0.0035,0.0035,0.0035,0.035,0.001192497821519516,1.724821885888117e-07,1.1109634337082818e-05,3.2396282280901084e-06,2.1200978511400755e-05,0.0004413827649584802,8.22567665686398e-06,0.004421933419448922,0.0005096360377817002,5.4522761172570634e-06,2.418238518906165e-12,5.359217033420632e-08,4.733316879767592e-10,6.626643631674628e-07,9.870811988236775e-05
7.66,0.2529856410711035,0.0002120375048851404,0.022737277143642244,3.3004934373555817e-06,0.025250046320271988,0.00047137747571413875,0.00018558378856370632,0.0012161952936780383,2.7170470124441715e-08,0.029150481153898868,0.0003129832884000236,1.3955489079478358e-10,3.081074462006132e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020132716220384888,1.6874044296969417e-06,1.1689684273405205e-06,1.873884886994643e-07,0.00011480698180936612,0.00012625023160135995,0.00016498211649994856,0.0004949463494998457,6.879719842800968e-07,9.509664543554599e-09,0.00014814806007861335,1.400031183686671e-10,1.9249241011035435e-06,0.0035,0.0035,0.0035,0.035,0.0011937070500412177,1.7327590546116804e-07,1.1131969006469871e-05,3.247716299864861e-06,2.1283417639365673e-05,0.00044187581060475985,8.249105824997428e-06,0.004427248718744311,0.0005101334201932302,5.4772075470004136e-06,2.442210588908713e-12,5.391880308510732e-08,4.754832271777301e-10,6.65676518048822e-07,9.898926989996914e-05
7.67,0.25328931478801975,0.00021246283242870565,0.02276029783382125,3.315654833179942e-06,0.0252782098721322,0.00047271879221555033,0.00018604640120186428,0.001220919252036523,2.7293743810014497e-08,0.02917889366863884,0.00031441205619425256,1.4093632714419339e-10,3.099829947474321e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020177290849449423,1.6925010706431085e-06,1.1757479170776266e-06,1.879738023856167e-07,0.00011522153940062302,0.000126391049360661,0.00016545157727544262,0.0004963547318263279,6.910703471206746e-07,9.552810333505073e-09,0.00014858471811134868,1.4119186151780213e-10,1.934344601701667e-06,0.0035,0.0035,0.0035,0.035,0.0011949156362756157,1.7407187874194695e-07,1.1154298702507046e-05,3.2558120210326253e-06,2.1366086910639152e-05,0.0004423686727623135,8.272578863772132e-06,0.004432563008790346,0.0005106306392011797,5.50221098339942e-06,2.4663857250233843e-12,5.424702408080062e-08,4.776405166752538e-10,6.686967233453552e-07,9.927094636526556e-05
7.68,0.25359293084000667,0.00021288806452290782,0.02278330629597763,3.3308592373571917e-06,0.0253063629326657,0.00047406261799764343,0.00018650945095726964,0.0012256563851207412,2.7417346293774638e-08,0.029207296843348197,0.00031584494225157485,1.4232944839372384e-10,3.1186765221277466e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020221898962378908,1.6976028932741402e-06,1.1825552987036874e-06,1.8855979186973105e-07,0.00011563695847927356,0.0001265318146633285,0.00016592191629917518,0.0004977657488975256,6.941769055324607e-07,9.596071202821123e-09,0.00014902180803205606,1.4238895815780553e-10,1.9437999706804127e-06,0.0035,0.0035,0.0035,0.035,0.0011961235805388257,1.7487010996125256e-07,1.117662338745266e-05,3.263915391752219e-06,2.1448986739612973e-05,0.0004428613513216498,8.29609581495876e-06,0.0044378762897001175,0.0005111276947585935,5.527286489402561e-06,2.4907653468901673e-12,5.457683913723557e-08,4.798035601410562e-10,6.717249841974786e-07,9.955314977950511e-05
7.69,0.2538964892335295,0.00021331320045597514,0.022806302536128753,3.346106678882149e-06,0.025334505495612142,0.00047540895544673066,0.00018697293784210162,0.0012304067166300416,2.754127778596252e-08,0.029235690675355128,0.00031728195015753543,1.4373433610381996e-10,3.137614519134991e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020266540512122906,1.7027098845920962e-06,1.1893906337166598e-06,1.8914645572334809e-07,0.00011605323957164103,0.00012667252747806072,0.00016639313440635573,0.0004991794032190672,6.97291664664953e-07,9.639447225086882e-09,0.0001494593287881182,1.4359445445264e-10,1.9532902967194977e-06,0.0035,0.0035,0.0035,0.035,0.0011973308831467594,1.7567060064131283e-07,1.1198943023938694e-05,3.2720264122367786e-06,2.153211754102573e-05,0.0004433538461732125,8.319656720317788e-06,0.0044431885615867665,0.0005116245868187147,5.552434127756871e-06,2.5153508818168494e-12,5.4908254084862344e-08,4.819723612543441e-10,6.747613057560817e-07,9.983588064381343e-05
7.7,0.2541999899750563,0.00021373823952323007,0.02282928656028805,3.3613971865999563e-06,0.02536263755470744,0.00047675780694855075,0.00018743686187163222,0.001235170270283572,2.7665538497258867e-08,0.02926407516199913,0.00031872308348619255,1.4515107227456884e-10,3.1566442724943408e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020311215451670185,1.7078220316385565e-06,1.1962539835902476e-06,1.8973379252131255e-07,0.00011647038320502828,0.0001268131877735372,0.00016686523243199274,0.0005005956972959783,7.004146296753437e-07,9.682938474040602e-09,0.00014989727933022385,1.4480839674964778e-10,1.9628156686199177e-06,0.0035,0.0035,0.0035,0.035,0.0011985375444151225,1.764733522964977e-07,1.122125757496958e-05,3.280145082753564e-06,2.1615479729962514e-05,0.0004438461572073802,8.343261621599638e-06,0.004448499824563485,0.0005121213153349848,5.57765396100837e-06,2.540143764804955e-12,5.5241274768650966e-08,4.841469237020302e-10,6.778056931828422e-07,0.00010011913945919565
7.71,0.2545034330710584,0.0002141631810270658,0.022852258374465056,3.3767307892064444e-06,0.0253907591036838,0.0004781091748882773,0.00018790122306421543,0.0012399470698202639,2.779012863879777e-08,0.029292450300631028,0.00032016834580014445,1.4657973934718253e-10,3.175766117034891e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020355923734048707,1.712939321494744e-06,1.2031454097736982e-06,1.9032180084178988e-07,0.00011688838990772068,0.000126953795518419,0.00016733821121089705,0.0005020146336326912,7.035458057287507e-07,9.726545023579219e-09,0.00015033565861237758,1.460308315799788e-10,1.972376175303925e-06,0.0035,0.0035,0.0035,0.035,0.0011997435646594154,1.7727836643333834e-07,1.1243567003920954e-05,3.2882714036237704e-06,2.169907372185462e-05,0.00044433828431446657,8.366910560544854e-06,0.004453810078743522,0.000512617880261043,5.602946051502528e-06,2.5651454385756943e-12,5.55759070481106e-08,4.863272511789611e-10,6.808581516505454e-07,0.00010040292672653823
7.72,0.25480681852800974,0.0002145880242769231,0.022875217984665408,3.392107515248484e-06,0.025418870136269704,0.0004794630616505277,0.00018836602144127617,0.0012447371389988136,2.791504842217961e-08,0.029320816088612898,0.0003216177406505537,1.4802042020548002e-10,3.1949803884176282e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020400665312325563,1.7180617412816507e-06,1.2100649736915858e-06,1.9091047926628296e-07,0.00011730726020898905,0.00012709435068134853,0.00016781207157768468,0.000503436214733054,7.066851979984464e-07,9.770266947762863e-09,0.00015077446559190949,1.4726180565901784e-10,1.9819719058150023e-06,0.0035,0.0035,0.0035,0.035,0.001200948944194934,1.780856445505454e-07,1.1265871274538463e-05,3.2964053752223335e-06,2.178289993247924e-05,0.00044483022738471984,8.390603578884236e-06,0.00445911932424017,0.0005131142815507257,5.62831046138469e-06,2.5903573535959007e-12,5.59121567973085e-08,4.885133473881432e-10,6.839186863434004e-07,0.0001006872429466108
7.73,0.2551101463523951,0.0002150127684140537,0.022898165396888194,3.4075273952724125e-06,0.02544697064612124,0.0004808194696657481,0.0001888312569927349,0.0012495405017093415,2.804029787016676e-08,0.02934917252314335,0.0003230712717519019,1.4947320251244403e-10,3.214287422840593e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020445440139605237,1.723189276755737e-06,1.217012737510837e-06,1.9149982622307914e-07,0.00011772699461722538,0.0001272348532306062,0.0001682868143830118,0.0005048604431490355,7.098328109616685e-07,9.814104254558366e-09,0.0001512136991007419,1.4850136597890204e-10,1.991602949497639e-06,0.0035,0.0035,0.0035,0.035,0.0012021536833366302,1.7889518825180165e-07,1.1288170341737819e-05,3.3045469973728614e-06,2.1866958779913478e-05,0.00044532198630712174,8.414340719150592e-06,0.004464427561166915,0.0005136105191550087,5.653747255658283e-06,2.6157810439677706e-12,5.6250029899710386e-08,4.907052127279183e-10,6.869872978190857e-07,0.00010097208862980709
7.74,0.2554134165507174,0.00021543741224867106,0.02292110061712357,3.4229904638206084e-06,0.025475060626758292,0.0004821784014533193,0.0001892969296448764,0.0012543571820771513,2.8165876640763116e-08,0.0293775196010951,0.00032452894314439156,1.509381827403095e-10,3.233687556764963e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020490248169028014,1.7283219109955817e-06,1.223988764858925e-06,1.9208983984073853e-07,0.0001181475935994794,0.00012737530313379147,0.00016876244050866176,0.0005062873215259853,7.129886477352423e-07,9.85805682426709e-09,0.0001516533577250251,1.4974955989703323e-10,2.0012693961654613e-06,0.0035,0.0035,0.0035,0.035,0.0012033577823989873,1.7970699935058194e-07,1.1310464143055231e-05,3.3126962687853373e-06,2.195125068635015e-05,0.00044581356096827014,8.438122025433089e-06,0.004469734789637555,0.0005141065930191642,5.679256505026853e-06,2.6414181979554168e-12,5.658953224338685e-08,4.929028412133546e-10,6.900639776986964e-07,0.00010125746430519706
7.75,0.25571662912943405,0.00021586195568127343,0.02294402365137394,3.438496742006427e-06,0.025503140072121504,0.0004835398592453581,0.00018976303954072656,0.001259187203556797,2.829178556299008e-08,0.0294058573204324,0.0003259907577765495,1.5241543100542647e-10,3.2531811293167705e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020535089353783737,1.7334596358040395e-06,1.2309931145937946e-06,1.9268051921935602e-07,0.00011856905775900768,0.0001275157003606075,0.00016923895073587533,0.000507716852207626,7.161527158011777e-07,9.902124947046528e-09,0.0001520934408503354,1.5100643438669908e-10,2.0109713346414105e-06,0.0035,0.0035,0.0035,0.035,0.0012045612416971318,1.805210789553374e-07,1.1332752673266855e-05,3.320853191962715e-06,2.203577606224395e-05,0.0004463049512621264,8.461947536793767e-06,0.004475041009765097,0.0005146025031075671,5.704838261089617e-06,2.6672700425949635e-12,5.693066976304349e-08,4.951062473523265e-10,6.93148746293257e-07,0.00010154337044152519
7.76,0.256019784095031,0.00021628639804112076,0.02296693450562918,3.454046257884201e-06,0.025531208975921208,0.000484903845426498,0.0001902295867122786,0.0012640305899910477,2.8418024841651338e-08,0.02943418567855408,0.0003274567191621638,1.5390503217817348e-10,3.2727684794817554e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.00020579963647095653,1.7386024383941021e-06,1.238025848076868e-06,1.9327186294629956e-07,0.00011899138762798056,0.00012765604487960605,0.00016971634589927427,0.0005091490376978229,7.193250203312507e-07,9.946308694577968e-09,0.0001525339474411534,1.5227203690971723e-10,2.020708854462348e-06,0.0035,0.0035,0.0035,0.035,0.001205764061545532,1.8133742853892055e-07,1.1355035897158839e-05,3.329017767464876e-06,2.2120535324843337e-05,0.00044679615707862117,8.485817294963716e-06,0.0044803462216630435,0.0005150982493746964,5.730492585337867e-06,2.693338063118036e-12,5.727344839093072e-08,4.973154347288984e-10,6.962416086204577e-07,0.00010182980753956457
7.77,0.25632288145399745,0.0002167107386641017,0.022989833185875243,3.469639039364779e-06,0.025559267331863863,0.0004862703623809408,0.00019069657119448198,0.0012688873652425428,2.8544594681755645e-08,0.02946250467286981,0.00032892683080401505,1.5540707158641217e-10,3.2924499470824994e-06,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,0.0002062487100222597,1.7437503060164257e-06,1.2450870266453636e-06,1.9386386961205118e-07,0.00011941458373952458,0.00012779633665931933,0.00017019462683332928,0.0005105838804999879,7.225055665049809e-07,9.990608138614476e-09,0.00015297487646508587,1.5354641511452606e-10,2.030482045286568e-06,0.0035,0.0035,0.0035,0.035,0.0012069662422584501,1.8215604956665088e-07,1.137731377986534e-05,3.337189995903435e-06,2.2205528891744502e-05,0.00044728717830761763,8.509731341666464e-06,0.004485650425444956,0.0005155938317752217,5.756219539070264e-06,2.719623752762213e-12,5.7617874073943746e-08,4.995304069307238e-10,6.993425697030133e-07,0.00010211677609999756
