Time,R,O,I1,S,A,I2,open_probability,Phi1,k1,L1,l2,lminus2,c,L3,Phi2,k2,l4,Phi_minus2,kminus1,kminus2,kminus3,lminus4,L5,Phi3,k3,Phi4,k4,l6,Phi_minus4,kminus4,lminus6,Phi5,IP3,compartment,v1,v2,v3,v4,v5
4.34,0.00012835318675816768,6.088263057858157e-05,0.0006554490532981102,1.9006322526122305e-07,0.3235520333088608,0.6756030917572821,0.007190894075559359,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00054230415893676,-0.000511338054351983,-1.893568869063743e-09,0.0005428957675118543,0.0005638108124047525
4.3500000000000005,0.00012804479492625542,6.087675802160217e-05,0.0006503566182237507,1.9004436863131366e-07,0.3235518273452222,0.6756087044392405,0.007190875707913067,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0005378672976077102,-0.0005071546880717203,-1.8777800202527775e-09,0.0005384539788794024,0.0005587345427681134
4.36,0.00012773892764136115,6.087093436738784e-05,0.0006453058454551573,1.9002566920488062e-07,0.3235516276407178,0.675614266626152,0.007190857897204424,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0005334667386624602,-0.0005030055463431768,-1.862127953469709e-09,0.000534048535175885,0.0005537116783282947
4.37,0.00012743556421078206,6.086515919387885e-05,0.0006402963941486422,1.9000712562068673e-07,0.3235514340269726,0.6756197788483513,0.007190840628458107,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0005291021850185767,-0.0004988903491836693,-1.8466113547487489e-09,0.000529679138913601,0.0005487414779827837
4.38,0.0001271346841120994,6.0859432083031275e-05,0.000635327926248878,1.8998873653055546e-07,0.3235512463399905,0.6756252416288319,0.0071908238870883314,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0005247733420262624,-0.0004948088189006787,-1.8312289258662158e-09,0.0005253454950422398,0.000543823214483985
4.39,0.00012683626699176004,6.0853752620769744e-05,0.0006304001064660903,1.8997050059921492e-07,0.32355106442004133,0.6756306554833823,0.007190807658888757,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0005204799174483999,-0.0004907606800731265,-1.8159793840923552e-09,0.0005210473109288835,0.0005389561741263593
4.4,0.00012654029266367012,6.084812039694096e-05,0.000625512602253435,1.8995241650414412e-07,0.32355088811155147,0.6756360209207208,0.007190791930022752,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0005162216214407572,-0.0004867456595328013,-1.8008614619211355e-09,0.0005167842963381131,0.0005341396564410017
4.41,0.00012624674110780097,6.08425350052679e-05,0.0006206650837845639,1.89934482935422e-07,0.32355071726299645,0.6756413384426259,0.00719077668701387,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0005119981665323633,-0.00048276348634594,-1.7858739068432435e-09,0.0005125561634123643,0.0005293729738979902
4.42,0.00012595559246880687,6.083699604330475e-05,0.0006158572239313689,1.899166985955786e-07,0.3235505517267968,0.675646608544064,0.007190761916736551,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0005078092676060373,-0.0004788138917949556,-1.7710154810911274e-09,0.0005083626266523256,0.0005246554516152857
4.43,0.00012566682705465493,6.083150311239256e-05,0.0006110886982419134,1.8989906219944895e-07,0.3235503913592167,0.675651831713315,0.0071907476064071016,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0005036546418790851,-0.0004748966093603182,-1.7562849614136862e-09,0.0005042034028975712,0.0005199864270766241
4.44,0.00012538042533526662,6.0826055817615636e-05,0.0006063591849185398,1.8988157247402898e-07,0.32355023602026467,0.6756570084320943,0.007190733743574881,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004995340088841515,-0.0004710113747025814,-1.7416811388407943e-09,0.0005000782113073685,0.0005153652498534056
4.45,0.00012509636794117118,6.082065376775857e-05,0.0006016683647961605,1.8986422815833382e-07,0.3235500855735974,0.6756621391756722,0.007190720316113715,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004954470904502315,-0.00046715792564455715,-1.7272028184512145e-09,0.0004959867733416307,0.0005107912813364646
4.46,0.00012481463566217025,6.08152965752639e-05,0.0005970159213207207,1.8984702800325852e-07,0.32354993988642566,0.675667224412991,0.007190707312213548,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004913936106838374,-0.00046333600215363384,-1.7128488191616868e-09,0.0004919288127419805,0.0005062638944721698
4.47,0.00012453520944601432,6.0809983856190514e-05,0.0005924015405278426,1.8982997077144068e-07,0.3235497988294228,0.6756722646067792,0.0071906947203722845,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00048737329595032277,-0.00045954534632424153,-1.698617973501618e-09,0.00048790405551303595,0.0005017824735055187
4.48,0.00012425807039709034,6.0804715230172643e-05,0.0005878249110216411,1.898130552371254e-07,0.3235496622766356,0.675677260213663,0.007190682529387856,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00048338587485535745,-0.00045578570236045826,-1.684509127407252e-09,0.0004839122299038004,0.0004973464137307815
4.49,0.00012398319977512074,6.079949032037945e-05,0.0005832857239537148,1.8979628018603236e-07,0.3235495301053973,0.6756822116842761,0.007190670728350491,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004794310782265587,-0.0004520568165587608,-1.6705211400065242e-09,0.0004799530663892604,0.0004929551212455863
4.5,0.00012371057899387337,6.079430875347531e-05,0.000578783673002306,1.8977964441522468e-07,0.32354940219624284,0.6756871194633658,0.007190659306635188,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004755086390952712,-0.0004483584372909126,-1.656652883418314e-09,0.0004760262976520463,0.000488608012713776
4.51,0.0001234401896198827,6.0789170159580684e-05,0.0005743184543516341,1.897631467329803e-07,0.3235492784328266,0.6756919839898983,0.0071906482538943535,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004716182926784967,-0.0004446903149869956,-1.6429032425508514e-09,0.00047213165856442585,0.0004843045151320391
4.5200000000000005,0.00012317201337118174,6.078407417223348e-05,0.0005698897666713957,1.8974678595866493e-07,0.3235491587018418,0.6756968056971601,0.0071906375600506766,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004677597763609752,-0.00044105220211857745,-1.6292711149094405e-09,0.00046826888617017975,0.0004800440656035354
4.53,0.00012290603211604517,6.07790204283511e-05,0.0005654973110964353,1.89730560922607e-07,0.3235490428929423,0.6757015850128586,0.007190627215290134,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00046393282967741294,-0.00043744385318201926,-1.6157554104041826e-09,0.00046443771966684505,0.00047582611111574025
4.54,0.00012264222787174267,6.077400856819304e-05,0.0005611407912065775,1.8971447046597467e-07,0.3235489308986661,0.6757063223592196,0.0071906172100552205,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004601371942948532,-0.000433865024681916,-1.6023550511534652e-09,0.0004606379003880487,0.0004716501083247282
4.55,0.00012238058280330342,6.076903823532401e-05,0.0005568199130066288,1.8969851344065453e-07,0.32354882261436124,0.6757110181530828,0.007190607535038334,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00045637261399519933,-0.0004303154751146753,-1.5890689713111668e-09,0.0004568691717859105,0.00046751552334434177
4.5600000000000005,0.00012212107922229072,6.076410907657762e-05,0.0005525343849065402,1.8968268870913233e-07,0.3235487179381132,0.6757156728059953,0.007190598181175305,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004526388346578734,-0.0004267949649522291,-1.5758961168803098e-09,0.00045313127941371684,0.00046342183154057803
4.57,0.00012186369958558741,6.075922074202061e-05,0.0005482839177017338,1.896669951443752e-07,0.32354861677067437,0.6757202867243038,0.007190589139639167,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00044893560424262395,-0.0004233032566258791,-1.5628354455343366e-09,0.0004494239709086287,0.00045936851733019424
4.58,0.00012160842649419133,6.075437288491757e-05,0.0005440682245535882,1.8965143162971596e-07,0.32354851901539516,0.6757248603092432,0.007190580401833972,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004452626727724726,-0.00041984011451027235,-1.5498859264468558e-09,0.0004457469959746052,0.00045535507398497543
4.59,0.00012135524269202116,6.074956516169625e-05,0.0005398870209700848,1.8963599705873888e-07,0.32354842457815725,0.6757293939570246,0.007190571959388892,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.000441619792316801,-0.00041640530490751006,-1.5370465401205418e-09,0.00044210010636541036,0.0004513810034411092
4.6000000000000005,0.0001211041310647325,6.074479723191323e-05,0.0005357400247866125,1.8962069033516725e-07,0.3235483333673079,0.6757338880589211,0.007190563804152368,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00043800671697457856,-0.0004129985960313848,-1.524316278216881e-09,0.0004384830558678207,0.00044744581611178
4.61,0.0001208550746385439,6.074006875822026e-05,0.00053162695614693,1.8960551037275263e-07,0.3235482452935969,0.6757383430013516,0.007190555928186485,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004344232028577271,-0.000409619757991748,-1.5116941434020119e-09,0.0004348956002849097,0.00044354903070553675
4.62,0.00012060805657907284,6.073537940633095e-05,0.0005275475374842806,1.895904560951656e-07,0.3235481602701139,0.6757427591659628,0.007190548323761426,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004308690080746199,-0.0004062685627790021,-1.4991791491764713e-09,0.00043133749741951916,0.00043969017404821287
4.63,0.0001203630601901817,6.073072884498803e-05,0.0005235014935026655,1.8957552643588824e-07,0.32354807821222875,0.6757471369297094,0.007190540983350132,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004273438927137221,-0.0004029447842487231,-1.4867703197176465e-09,0.0004278085070578419,0.0004358687809098427
4.64,0.00012012006891283343,6.072611674593101e-05,0.000519488551158268,1.8956072033810803e-07,0.323547999037532,0.6757514766649332,0.007190533899623041,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00042384761882736,-0.00039964819810640656,-1.474466689732391e-09,0.0004243083909531986,0.0004320843938344643
4.65,0.00011987906632395701,6.072154278386429e-05,0.0005155084396410293,1.895460367546134e-07,0.32354792266577803,0.6757557787394389,0.007190527065442995,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00042037995041562925,-0.00039637858189233826,-1.4622673043037125e-09,0.00042083691280979385,0.0004283365629764724
4.66,0.00011964003613532244,6.071700663642577e-05,0.0005115608903563776,1.8953147464769068e-07,0.32354784901882905,0.6757600435165707,0.0071905204738603005,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004169406534104314,-0.00039313571496659035,-1.450171218741694e-09,0.00041739383826677745,0.0004246248459378599
4.67,0.00011940296219242523,6.0712507984155904e-05,0.0005076456369071022,1.8951703298902261e-07,0.32354777802060053,0.6757642713552854,0.007190514118107838,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00041352949565964066,-0.00038991937849413704,-1.4381774984369576e-09,0.000413978934882403,0.0004209488076106771
4.68,0.0001191678284733805,6.070804651046713e-05,0.0005037624150753804,1.8950271075958824e-07,0.32354770959700846,0.6757684626102242,0.0071905079915963975,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004101462469114066,-0.00038672935543009474,-1.4262852187166692e-09,0.0004105919721181725,0.0004173080200250423
4.69,0.0001189346190878262,6.070362190161376e-05,0.0004999109628049481,1.8948850694956413e-07,0.3235476436759175,0.6757726176317838,0.007190502087910046,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004067906787985811,-0.0003835654305050811,-1.4144934647081659e-09,0.0004072327213233626,0.0004137020621971521
4.7,0.00011870331827583587,6.0699233846662265e-05,0.0004960910201834192,1.8947442055822725e-07,0.32354758018709057,0.6757767367661855,0.007190496400801658,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004034625648232752,-0.0003804273902106955,-1.4028013312017364e-09,0.00040390095571939816,0.0004101305199837313
4.71,0.00011847391040684029,6.069488203746204e-05,0.0004923023294247457,1.8946045059385887e-07,0.32354751906214013,0.6757808203555428,0.007190490924188574,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0004001616803415405,-0.00037731502278511513,-1.3912079225100138e-09,0.00040059645038462155,0.00040659298593959114
4.72,0.00011824637997855848,6.069056616861647e-05,0.0004885446348518249,1.8944659607365008e-07,0.3235474602344801,0.6757848687379273,0.007190485652148339,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00039688780254818097,-0.0003742281181988119,-1.379712352340921e-09,0.0003973189822389783,0.00040308905917696425
4.73,0.00011802071161593759,6.0686285937454386e-05,0.00048481768287924655,1.8943285602360846e-07,0.32354740363927936,0.6757888822474345,0.0071904805789145395,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0003936407104616858,-0.00037116646814038445,-1.3683137436706151e-09,0.00039406833002894603,0.00039961834522972417
4.74,0.0001177968900701018,6.068204104400203e-05,0.0004811212219961834,1.8941922947846604e-07,0.3235473492134165,0.6757928612142463,0.007190475698872808,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0003904201849092893,-0.000368129866002507,-1.3570112286088095e-09,0.0003908442743125115,0.00039618045592093587
4.75,0.00011757490021731003,6.067783119095535e-05,0.00047745500274941826,1.894057154815886e-07,0.3235472968954355,0.6757968059646939,0.007190471006556868,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.000387226008512147,-0.00036511810686799096,-1.3458039482751072e-09,0.0003876465974444257,0.0003927750092320714
4.76,0.00011735472705792247,6.0673656083652514e-05,0.0004738187777265131,1.8939231308488615e-07,0.3235472466255027,0.6758007168213186,0.007190466496644708,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00038405796567064364,-0.00036213098749596326,-1.334691052680416e-09,0.0003844750835613475,0.00038940162917666665
4.7700000000000005,0.00011713635571537573,6.0669515430046996e-05,0.0004702123015391139,1.8937902134872462e-07,0.3235471983453651,0.6758045941029316,0.0071904621639548635,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0003809158425498139,-0.00035916830630815515,-1.3236717006058225e-09,0.00038132951856723746,0.00038605994567664226
4.78,0.00011691977143516684,6.0665408940680956e-05,0.00046663533080639396,1.8936583934183883e-07,0.3235471519983089,0.6758084381246721,0.0071904580034427585,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0003777994270648859,-0.0003562298633753055,-1.3127450594814673e-09,0.0003782096901189941,0.00038274959444084544
4.79,0.00011670495958384547,6.0661336328658914e-05,0.00046308762413862934,1.8935276614124657e-07,0.3235471075291204,0.6758122491980648,0.007190454010197189,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00037470850886694236,-0.0003533154604036722,-1.3019103052730417e-09,0.0003751153876119101,0.0003794702168480324
4.8,0.00011649190564801495,6.0657297309621806e-05,0.0004595689421209122,1.8933980083216367e-07,0.32354706488404655,0.6758160276310765,0.007190450179436851,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.000371642879328702,-0.000350424900721657,-1.2911666223657444e-09,0.00037204640216553786,0.0003762214598305169
4.8100000000000005,0.00011628059523334138,6.065329160172142e-05,0.0004560790472969948,1.8932694250792054e-07,0.32354702401075763,0.6758197737281703,0.0071904465065070035,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00036860233153041466,-0.00034755798926653676,-1.2805132034541676e-09,0.0003690025266094993,0.0003730029757621489
4.82,0.00011607101406357143,6.064931892559512e-05,0.00045261770415326824,1.8931419026987954e-07,0.3235469848583101,0.6758234877903596,0.0071904429868761615,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00036558666024587446,-0.00034471453257130664,-1.269949249429641e-09,0.00036598355546949013,0.00036981442234840234
4.83,0.00011586314797955794,6.064537900434091e-05,0.00044918467910286844,1.8930154322735362e-07,0.3235469473771109,0.6758271701152615,0.007190439616132927,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0003625956619285461,-0.00034189433875162655,-1.2594739692752005e-09,0.0003629892849533814,0.0003666554625190166
4.84,0.00011565698293829416,6.064147156349276e-05,0.0004457797404699158,1.892890004975258e-07,0.32354691151888243,0.6758308209971478,0.007190436389982876,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.00035962913469780823,-0.0003390972174928777,-1.2490865799639431e-09,0.0003600195129373554,0.0003635257643230805
