Time,R,O,I1,S,A,I2,open_probability,Phi1,k1,L1,l2,lminus2,c,L3,Phi2,k2,l4,Phi_minus2,kminus1,kminus2,kminus3,lminus4,L5,Phi3,k3,Phi4,k4,l6,Phi_minus4,kminus4,lminus6,Phi5,IP3,compartment,v1,v2,v3,v4,v5
0.1,0.23067599255391194,0.004564978380844324,0.015214995329359519,2.1454890051858084e-05,0.6764909356346709,0.0730316432111615,0.13782245429015322,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,3.3149102139758364,0.05773989662288906,-0.00021481978973485633,3.3796731104528916,1.1263896790264223
0.11,0.19931198400765432,0.003964542711044388,0.015740998637923942,1.9337924162040356e-05,0.6965322572779962,0.08443087944121917,0.1548222097818793,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,2.8637444807580366,0.047709690047240974,-0.00020757379547928044,2.919706424345525,1.1520014947985693
0.12,0.17223675640254515,0.0034458874456955446,0.016173817245242174,1.7318935382302958e-05,0.7120814168867642,0.0960448030843709,0.16905283262202375,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,2.4742793466234123,0.039068891789296345,-0.00019564206788953557,2.522637554012524,1.1695459439905542
0.13,0.14886362195689226,0.0029978354130205296,0.01652637086229887,1.5433617045967923e-05,0.723797744802324,0.1077989933484185,0.18040069577542586,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,2.1380741962581116,0.03162729160935893,-0.00018112772799852225,2.1798636434078476,1.1802431469359147
0.14,0.12868614580790677,0.0026107376597358472,0.016809810551974187,1.3700139215377517e-05,0.7322492464530665,0.11963035938810145,0.1889269100399702,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,1.8478430203713174,0.025220699238111946,-0.00016546958140603064,1.8839582437417208,1.1851433648114345
0.15,0.11126718303318049,0.002276264821326224,0.0170337603438778,1.2124794292198787e-05,0.7379251036131547,0.1314855633941689,0.19481145063172695,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,1.5972966873580694,0.019707389902566444,-0.00014962975970783467,1.6285107076350784,1.1851502730926269
0.16,0.09622938820546885,0.0019872264821925623,0.017206526396286833,1.070604783808986e-05,0.741246496685217,0.143319656182997,0.19830700132707313,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,1.3810064015680095,0.014965027284014632,-0.0001342312341785918,1.407987130493492,1.1810411086781143
0.17,0.08324703822303892,0.0017374155077706456,0.0173352772148842,9.437402671919056e-06,0.7425759293678286,0.15509490228380604,0.19970321654681525,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,1.1942860565949092,0.010888012272789693,-0.00011965764274133353,1.217610515805804,1.1734840284262256
0.18,0.07203896952169839,0.001521473572731853,0.017426199311603493,8.309410750265899e-06,0.7422252823583372,0.16677976582487916,0.1993006130925184,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,1.0330906218247446,0.00738519303354448,-0.0001061257496758904,1.0532572575836536,1.1630531011481031
0.19,0.06236247976950541,0.001334775038788171,0.01748463160712968,7.311066337214745e-06,0.740462766938207,0.1783480355800329,0.19739259068044313,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.8939284054537401,0.00437788778009662,-9.373776126339779e-05,0.9113677486465417,1.150241251195585
0.2,0.05400806649269235,0.00117332675896774,0.017515181388116665,6.430753172840292e-06,0.7375189238512624,0.18977807075578826,0.19425390630844555,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.773785358753104,0.0017981789044940084,-8.251886945467639e-05,0.7888692493625638,1.1354714244178288
0.21,0.04679489160650892,0.0010336816982354103,0.0175218242660062,5.656872416516865e-06,0.733591794073857,0.2010521514829763,0.19013403002099538,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.6700598241436656,-0.00041255753718831903,-7.244399772962975e-05,0.6831093924205945,1.1191062122310087
0.22,0.04056685451615539,0.0009128641388777324,0.017507990723389093,4.978245859599008e-06,0.7288513952812148,0.2121559170945037,0.1852540581565209,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.5805060389117324,-0.0023049250252130983,-6.345677261871943e-05,0.5917986057222933,1.1014561829367262
0.23,0.035189206262548026,0.0008083051867880544,0.017476640736092956,4.384358630629217e-06,0.7234435810340348,0.22307788242190582,0.1798060730422432,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.5031854230297985,-0.003922604356085574,-5.54827541339605e-05,0.5129604650453696,1.0827870637273318
0.24,0.030545634370047856,0.0007177872405416224,0.017430328021288903,3.865491168551688e-06,0.7174933629355019,0.23380902194145164,0.17395410351259155,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.4364246390217168,-0.005303298808925173,-4.843853286087829e-05,0.44488894637389853,1.0633259228179948
0.25,0.026535736370075867,0.0006393958620163478,0.017371255719407713,3.4127761290528446e-06,0.7111077893130241,0.2443424099593477,0.1678360798038796,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.37877924373921373,-0.006479553293230422,-4.223790172533637e-05,0.38611137602924783,1.0432665258825486
0.26,0.023072844171180548,0.0005714783288588901,0.017301324343595364,3.018204759165396e-06,0.7043784236108618,0.25467291134074516,0.1615663110651946,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.32900238777934954,-0.0074794597432942984,-3.679590051333063e-05,0.33535652455837817,1.0227739472324493
0.27,0.020082146461623797,0.0005126078633587977,0.01722217316068932,2.674600531870767e-06,0.6973834827393582,0.264796915174439,0.1552381785219397,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.2860178026979569,-0.008327265882884542,-3.203135684155896e-05,0.29152707038110626,1.0019885479049455
0.28,0.017499066414815447,0.0004615527242206816,0.017135215945449873,2.375573065324896e-06,0.6901896841437964,0.274712105198653,0.14892683745898092,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.2488964612596081,-0.00904390121423225,-2.7868387367766286e-05,0.2536758069434714,0.9810294114618842
0.29,0.01526785980904476,0.00041724949692784774,0.017041671876968343,2.1154609541450844e-06,0.6828538414038997,0.2844172619522062,0.14269179579724656,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.2168364087780243,-0.009647431543083083,-2.4237178117992454e-05,0.2209850819847165,0.9599973116265985
0.3,0.013340408890197246,0.0003787801129219621,0.016942592120992958,1.889269247669848e-06,0.6754242365218673,0.2939120930847738,0.1365792874668411,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.18914541059788548,-0.010153450038877295,-2.107425851948812e-05,0.1927491072775065,0.9389772641922427
0.31,0.0116751775376846,0.0003453519416776848,0.01683888285720614,1.6926060528930718e-06,0.6679418081974243,0.3031970868599553,0.1306244110470561,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.1652259202321639,-0.010575415996309524,-1.8322463574441832e-05,0.16835863390559977,0.9180407363708232
0.32,0.010236312466009426,0.0003162806649084044,0.01673132508794216,1.5216205746387897e-06,0.6604411735176756,0.3122733866428908,0.12485301455366483,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.14456214849962867,-0.010924946248405903,-1.5930680129585716e-05,0.14728776924449946,0.897247546036381
0.33,0.00899286376064019,0.0002909754242987337,0.01662059181682902,1.3729443987193683e-06,0.6529515135317069,0.3211426825221274,0.11928333772685207,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.12670884951134903,-0.011212067888368746,-1.3853478352231602e-05,0.12908254411578002,0.8766475075936038
0.34,0.00791811595489325,0.0002689260752807965,0.01650726279115486,1.2436368541815847e-06,0.645497332752479,0.3298071187893388,0.11392741928935014,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.11128169699695467,-0.011445435151202166,-1.2050668904309023e-05,0.11335110118357598,0.856281843176051
0.35000000000000003,0.006989007588321473,0.0002496921266220471,0.016391837294138532,1.1311348613562572e-06,0.6380991177475366,0.338269214108521,0.10879229604393827,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.09794893360227079,-0.011632517607370657,-1.0486837015482038e-05,0.09975518109574566,0.8361844060123039
0.36,0.006185632014645136,0.00023289322806807134,0.016274745146495646,1.033207588985331e-06,0.6307739030919307,0.3465317933112725,0.10388101176213378,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.08642418911233074,-0.011779762013279765,-9.130875900053668e-06,0.08800280032026675,0.8163827313791464
0.37,0.005490805475706975,0.00021820093963127783,0.016156356225488472,9.479156161466666e-07,0.6235357606240849,0.3545979288194733,0.09919346145668219,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0764602664204703,-0.01189273235239102,-7.955535225754919e-06,0.0778419155949351,0.7968989448083166
0.38,0.004889694646545856,0.00020533163402712185,0.016036988673257334,8.735745207467674e-07,0.6163962209117115,0.3624708905599385,0.09472709179448588,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.06784378309891036,-0.011976230594279678,-6.936996113289339e-06,0.06905496067315214,0.777750544139068
0.39,0.004369495473007821,0.00019404037643996802,0.0159169159746862,8.087225990619618e-07,0.6093646362632793,0.3701541031899887,0.09047747823473981,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.06039055090655807,-0.012034400823340625,-6.05447835097556e-06,0.061454135415356825,0.7589510727992582
0.4,0.003919154517632335,0.0001841156142481528,0.01579637309840082,7.520921921947351e-07,0.6024484952844132,0.3776511093931144,0.08643879857426034,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.05394156685618894,-0.012070819585222221,-5.289879770507662e-06,0.05487731838637498,0.7405107029134852
0.41000000000000003,0.003529130525072896,0.00017537463311739494,0.015675561751348516,7.025846674809692e-07,0.5956536916411441,0.3849655388646507,0.08260421670237025,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.0483595829128544,-0.012088573193061605,-4.627453269180712e-06,0.04918456939482008,0.7224367332311489
0.42,0.0031911876287438684,0.00016765961600492672,0.015554654936016413,6.592483549231744e-07,0.5889847567734428,0.3921010817974381,0.07896619324630645,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.04352613090895987,-0.012090324774823625,-4.053515822125678e-06,0.04425509614999372,0.704734019980916
0.43,0.0028982161357196503,0.00016083422766315861,0.015433800899835768,6.212591632520432e-07,0.5824450612048347,0.3990614662727845,0.07551673502411262,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.039338944222574425,-0.012078372379064615,-3.556188476823942e-06,0.03998462544313079,0.6874053493078872
0.44,0.002644078493789976,0.0001547806789914093,0.015313126529582503,5.879037130049003e-07,0.5760369871929542,0.4058504392009699,0.07224759292719923,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.03570974174664875,-0.012054698915997612,-3.1251667295968864e-06,0.03628314370857323,0.670451756411542
0.45,0.002423477271995943,0.00014939721086329704,0.015192740260613133,5.585647291139488e-07,0.5697620763534514,0.4124717503383485,0.06915041721374786,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.03256232856185299,-0.012021014961227079,-2.751519224899256e-06,0.03307296048731678,0.653872798159278
0.46,0.0022318384624153403,0.0001445958698981021,0.015072734648418873,5.327080297141805e-07,0.5636211598123846,0.4189291384988549,0.06621687987854233,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.029830917033407397,-0.011978796591936208,-2.427506871620438e-06,0.030286996629666205,0.6376667931813622
0.47000000000000003,0.002065214244830233,0.00014030065511982636,0.014953188511236941,5.098715880045006e-07,0.5576144662961322,0.4252263204210943,0.06343876670682248,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.027458727916246026,-0.011929316912719425,-2.146429244388907e-06,0.027867357989157127,0.6218310209994111
0.48,0.0019201965054327396,0.00013644586953495382,0.014834168835640016,4.896557560445458e-07,0.5517417179616317,0.4313669811720061,0.06080804797799337,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.025396746176498432,-0.011873674094674557,-1.9024865534378659e-06,0.025764066862808285,0.606361898339455
0.49,0.0017938431173640768,0.00013297471490157786,0.014715732400863636,4.7171488012754643e-07,0.5460022117523567,0.4373547662996353,0.05831693003469847,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.023602660414745145,-0.011812815276785247,-1.6906604670158162e-06,0.023933980629345805,0.5912551285628396
0.5,0.001683614307082161,0.00012983807869548992,0.01459792718084679,4.557500302942686e-07,0.5403948893118773,0.44319327537146946,0.0559578919685608,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.02203994739193916,-0.011747557197220393,-1.5066102611809076e-06,0.022339858332618104,0.5765058298434436
0.51,0.0015873172636336026,0.00012699347815403971,0.014480793564600991,4.4150264885474804e-07,0.5349183975428732,0.44888605664809067,0.05372371061725877,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.020677075144240147,-0.011678604152072097,-1.3465817480375348e-06,0.020949548177332952,0.5621086459671623
0.52,0.0015030594212183757,0.0001244041696090349,0.014364365385431226,4.2874916989882645e-07,0.5295711393761791,0.4544366028983937,0.05160747558675902,0.30571231933929804,0.64,0.12,1.7,0.8,10.0,0.025,1.4812112869924294,37.4,1.7,22.31962905718702,0.04,1.4,29.8,2.5,54.7,0.0929984544049459,0.11,761.3292117465223,4.0,4707.0,0.14158102766798422,0.54,11.4,1.755731225296443,10.0,1.0,0.019486830878448623,-0.011606563141996777,-1.2073297678140388e-06,0.019735302250242476,0.5480578389839215
