Time,M,MpY,MpT,Mpp,MAPKK,MKP,MpY_MAPKK,MpT_MAPKK,M_MAPKK_Y,M_MAPKK_T,Mpp_MKP_Y,Mpp_MKP_T,MpY_MKP_Y,MpY_MKP_T,MpT_MKP_Y,MpT_MKP_T,M_MKP_T,M_MKP_Y,k1,k_1,k2,k3,k_3,k4,k5,k_5,k6,k7,k_7,k8,h1,h_1,h2,h3,h_3,h4,h_4,h5,h6,h_6,h7,h_7,h8,h9,h_9,h10,h_10,h11,h12,h_12,cell,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004,reaction_0000005,reaction_0000006,reaction_0000007,reaction_0000008,reaction_0000009,reaction_0000010,reaction_0000011,reaction_0000013,reaction_0000012,reaction_0000015,reaction_0000017,reaction_0000014,reaction_0000019,reaction_0000020,reaction_0000021,reaction_0000022
0.1,619.701397948406,0.0531314614469658,0.05313142783668611,0.001523487571633998,17.425356005489242,82.38382831977273,0.0013317514545484,0.0013317511033391078,81.2859902459765,81.2859902459765,0.00017672144353284076,0.00017672144353284076,0.0018128314537431748,0.0018378351518604041,0.0018378346399442501,0.0018112756686022168,6.691072716883216,10.917445743543027,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,134.6843592810302,0.8128599024597651,0.02829495673122138,0.019976271818225998,134.6843592810302,0.8128599024597651,0.028294938340955825,0.019976266550086618,0.005471261791163283,1.625837280502135e-05,-0.04193386965287518,0.041960428624217214,0.0009056378343011084,-55.583278682263156,0.041958900528511374,0.0008520307832592921,-90.36763003649233,0.005471261791163283,1.625837280502135e-05,-0.04193389683039415
0.11,615.8954405021104,0.060157836537583304,0.06015778545692324,0.001816001007320495,15.07663137368113,80.94094075143185,0.0014056853112368224,0.001405684811581449,82.46027862809811,82.46027862809811,0.00023580675467287904,0.00023580675467287904,0.002245503826076887,0.00227992145602845,0.002279920608942154,0.002243367558838191,7.239986016395449,11.809552905213671,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,103.25229179552744,0.8246027862809812,0.027617595511653083,0.021085279668552337,103.25229179552744,0.8246027862809812,0.027617571367331426,0.021085272173721737,0.006378690592540215,2.169422142990487e-05,-0.04641235687511958,0.04644890992522354,0.0011216837794190955,-54.21363319722417,0.046446815003151634,0.0010553867982561367,-88.0787440390351,0.006378690592540215,2.169422142990487e-05,-0.046412397373200076
0.12,612.6746841155411,0.06720569535056888,0.06720562074459735,0.0021104055075611135,13.27796847593747,79.53323736120697,0.0014637028602263848,0.0014637021742092827,83.35955205951413,83.35955205951413,0.000303735538447485,0.000303735538447485,0.0027199145895251326,0.0027658327083589893,0.002765831372542194,0.0027170712078286837,7.775660984116377,12.67952553372167,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,79.34195077430792,0.8335955205951413,0.02709166047635957,0.021955542903395773,79.34195077430792,0.8335955205951413,0.027091629462673048,0.02195553261313924,0.007249396658809058,2.794366953716862e-05,-0.050684974494330966,0.050733734659044474,0.0013585356039143418,-52.93209434002622,0.05073095061389245,0.0012783598570768123,-85.93526836381388,0.007249396658809058,2.794366953716862e-05,-0.05068503249505859
0.13,609.9061648930785,0.07425339930210656,0.07425329390190778,0.0024033584387085716,11.89846129790059,78.15861364682135,0.0015096683247930853,0.0015096674084320038,84.04925968318317,84.04925968318317,0.0003800751968563951,0.0003800751968563951,0.0032337817811807566,0.003293463970684344,0.003293461947408015,0.003230094401796414,8.298895046422908,13.528680354261144,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,61.089638283442255,0.8404925968318316,0.026762370005884474,0.022645024871896277,61.089638283442255,0.8404925968318316,0.026762330791039606,0.02264501112648006,0.0080728671681069,3.4966918110788353e-05,-0.05474188315342284,0.05480525069903445,0.001615047200898207,-51.722657358969535,0.05480164569898425,0.0015198774371549555,-83.91094129525018,0.0080728671681069,3.4966918110788353e-05,-0.054741963509480664
0.14,607.4894391231535,0.08128484632894752,0.08128470156962267,0.002692799149620564,10.83936804723398,76.81533342296825,0.001547187241875141,0.0015471860437205616,84.57876878974031,84.57876878974031,0.00046431572678397955,0.00046431572678397955,0.00378476511888029,0.003860638960081995,0.0038606359987277826,0.0037800874426412476,8.81034632589226,14.358105492165771,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,47.11726351953175,0.8457876878974031,0.026647256470839036,0.023207808628127116,47.11726351953175,0.8457876878974031,0.026647207457806407,0.023207790655808424,0.008843856176579524,4.2717046864126116e-05,-0.05857847853384258,0.058659027089929115,0.0018900437213206238,-50.57326441486798,0.05865446061104811,0.001778839605873736,-81.9859721020154,0.008843856176579524,4.2717046864126116e-05,-0.05857858676984641
0.15,605.3482150349005,0.08828821663931842,0.08828802258679833,0.0029777485856679075,10.025830012461117,75.5019390102518,0.0015794333679143538,0.0015794318274159308,84.98550556117186,84.98550556117186,0.0005559167197425322,0.0005559167197425322,0.004370511198166635,0.004465155165243559,0.004465150956615968,0.0043646883427317556,9.310567562316823,15.168716088329331,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,36.39686048456157,0.8498550556117186,0.02674577150021837,0.023691500518715308,36.39686048456157,0.8498550556117186,0.026745710783514235,0.023691477411238962,0.009561243924890753,5.1144338216312965e-05,-0.06219401801022584,0.06229448062411005,0.0021823441713658778,-49.474751602323586,0.06228880428209054,0.0020541402631383183,-80.14531496838761,0.009561243924890753,5.1144338216312965e-05,-0.06219416031501362
0.16,603.4242837837788,0.09525501435077617,0.0952547596371322,0.0032580952383506902,9.400866504997337,74.21718514800831,0.001609075943939602,0.0016090739896710011,85.29795767253462,85.29795767253462,0.0006543431473140456,0.0006543431473140456,0.004988686561498151,0.005104817055756473,0.005104811225512474,0.00498155588047268,9.800031071649977,15.961295223324043,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,28.156265081964065,0.8529795767253462,0.027046273619044475,0.02413613915909403,28.156265081964065,0.8529795767253462,0.02704619894838623,0.024136109845065017,0.010226956441739238,6.019956955289219e-05,-0.06559059009666822,0.06571384544170801,0.00249077794023634,-48.42009429946163,0.0657069038019793,0.0023446826839041307,-78.37743189502767,0.010226956441739238,6.019956955289219e-05,-0.06559077330772098
0.17,601.6730596653973,0.10217932569668971,0.10217899746354611,0.003534390123940802,8.920962414947573,72.95998996373474,0.0016382718035422357,0.001638269351370033,85.53788052194884,85.53788052194884,0.0007590909408045857,0.0007590909408045857,0.005637001654568213,0.005777460337300123,0.005777452439569136,0.005628393534841037,10.279147263949616,16.73652428246796,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,21.81217450528152,0.8553788052194884,0.02753094176845314,0.024574077053133535,21.81217450528152,0.8553788052194884,0.02753085051964815,0.024574040270550497,0.0108450171178744,6.983636655402189e-05,-0.06877233385487888,0.06892139275960697,0.0028141967674205183,-47.403859769400995,0.06891302411874844,0.0026493907776470598,-76.67339531080103,0.0108450171178744,6.983636655402189e-05,-0.06877256543601654
0.18,600.0602775458738,0.10905724143947561,0.10905682528906846,0.0038076633715305188,8.552800836932134,71.72939843904253,0.0016686962959621134,0.00166869324723272,85.72193088676242,85.72193088676242,0.000869703833790239,0.000869703833790239,0.006313227838917807,0.00648096937410523,0.006480958885360973,0.0063029664705802945,10.748278443802695,17.49500558691846,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,16.92198999331913,0.8572193088676242,0.028179139411463702,0.025030444439431702,16.92198999331913,0.8572193088676242,0.02817902856414348,0.0250303987084908,0.011420759305631488,8.001275270870199e-05,-0.07174484585120543,0.07192283826598611,0.0031514832352901472,-46.42180706291644,0.07191287539983227,0.0029672170842913693,-75.02623214178618,0.011420759305631488,8.001275270870199e-05,-0.07174513386464483
0.19,598.5595169973219,0.11588640233765722,0.11588588229109544,0.004079267310336963,8.270813626434302,70.52455492282759,0.0017015955073977566,0.0017015917471999572,85.86289159315565,85.86289159315565,0.0009857831696841275,0.0009857831696841275,0.007015209185581309,0.007213289468319622,0.007213275781555918,0.00700311330056485,11.207749196262784,18.237279426834444,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,13.14859259511205,0.8586289159315565,0.02896959923093003,0.02552393261096635,13.14859259511205,0.8586289159315565,0.028969465352465765,0.025523876207999358,0.011960199846589817,9.069205161093973e-05,-0.074514726922631,0.07472488940362207,0.003501556650282425,-45.47059145328607,0.07471316027912872,0.003297148317223215,-73.43043923614898,0.011960199846589817,9.069205161093973e-05,-0.07451507999639041
0.2,597.1503463110025,0.12266564276204014,0.12266500122428,0.004350748182842519,8.055345220999106,69.34468248217361,0.001737847213360746,0.0017378426089065524,85.9705895445894,85.9705895445894,0.0011069921772548085,0.0011069921772548085,0.007740870229786959,0.00797243514611277,0.007972417565364464,0.007726753806918491,11.657854192555181,18.963836864168737,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,10.234454222896517,0.859705895445894,0.029881803961166728,0.02606770820041119,10.234454222896517,0.859705895445894,0.029881643195760754,0.026067639133598285,0.012469564131205063,0.00010184328030744239,-0.07708923805036688,0.07733490180881285,0.0038633769034592453,-44.54754581440238,0.07732123025826715,0.0036382090079998706,-71.88162492531804,0.012469564131205063,0.00010184328030744239,-0.07708966534194134
0.21,595.8169192098873,0.12939470957019217,0.12939392730126,0.004623744684391197,7.8912643200893,68.18906727135477,0.0017780232549260632,0.0017780176540758046,86.05258981950094,86.05258981950094,0.0012330561828143949,0.0012330561828143949,0.008488220699532768,0.008756495442246508,0.008756473177487938,0.008471893634764374,12.098864102327749,19.67512943099803,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,7.9823860978293055,0.8605258981950094,0.030896788099940335,0.02667034882389095,7.9823860978293055,0.8605258981950094,0.030896596161881378,0.02667026481113707,0.012954941497014021,0.00011344116881892432,-0.07947603895501615,0.07976061849773972,0.004235946817382187,-43.65051767115561,0.0797448248548597,0.003989463728780401,-70.37624185340611,0.012954941497014021,0.00011344116881892432,-0.07947655011214597
0.22,594.5469027657174,0.1360740391509658,0.13607309524302333,0.00489991007743723,7.766903239696058,67.05704657049382,0.001822448811625692,0.0018224420415736695,86.11472593472543,86.11472593472543,0.0013637599145640965,0.0013637599145640965,0.009255357967096069,0.009563636921192453,0.009563609083641633,0.009236626708165309,12.5310301213179,20.371576557679262,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,6.241039370120731,0.8611472593472543,0.031997515845019565,0.02733673217438538,6.241039370120731,0.8611472593472543,0.0319972880153386,0.027336630623605043,0.013422047506863218,0.00012546591213989688,-0.08168298976338494,0.08200997213886127,0.0046183133540826544,-42.77774669138059,0.08199187383671908,0.004350018244535152,-68.91138610671133,0.013422047506863218,0.00012546591213989688,-0.08168359488262268
0.23,593.3306684394221,0.14270458330658709,0.14270345516636895,0.0051808556648415445,7.673257595854215,65.94799973770657,0.001871255403336171,0.0018712472694599976,86.16149995073656,86.16149995073656,0.0014989429107786461,0.0014989429107786461,0.010040467757624415,0.010392104949096702,0.010392070546940713,0.01001913590351093,12.95458739938653,21.053571197928388,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,4.894081218384528,0.8616149995073655,0.03316903348691919,0.028068831050042563,4.894081218384528,0.8616149995073655,0.033168764612459434,0.028068709041899963,0.013876075150394313,0.00013790274779163544,-0.08371800369187449,0.08409093833530427,0.005009567951755465,-41.927773326930655,0.08407035046709888,0.004719019846083475,-67.48464741219931,0.013876075150394313,0.00013790274779163544,-0.08371871327562659
0.24,592.1606709063149,0.14928767151357927,0.1492863348498197,0.005468111185261607,7.603371791269263,64.86134123259515,0.0019244272012738587,0.001924417486143809,86.1963896820217,86.1963896820217,0.0016384937895191696,0.0016384937895191696,0.010841823598539475,0.011240223697857954,0.011240181632412987,0.010817692464153861,13.369757686644679,21.72148417178839,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,3.8519651393414165,0.861963896820217,0.034398442250586005,0.02886640801910788,3.8519651393414165,0.861963896820217,0.03439812674486729,0.028866262292157132,0.014321612357306883,0.0001507414286357636,-0.08558893742816319,0.08601142659642232,0.005408846232076931,-41.09936971314323,0.08598816244007892,0.005095657091313553,-66.09399582826816,0.014321612357306883,0.0001507414286357636,-0.08558976234076045
0.25,591.0309710495945,0.1558249026790961,0.15582333149457914,0.005763099062919529,7.551867164180777,63.79651521865127,0.0019818401010422166,0.0019818285635842324,86.22208458357736,86.22208458357736,0.0017823439465010581,0.0017823439465010581,0.011657785333542791,0.01210639519946779,0.012106344261782327,0.011630654480386719,13.776751383321718,22.375667530859058,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,3.0456630820888932,0.8622208458357736,0.03567476680788358,0.02972760151563325,3.0456630820888932,0.8622208458357736,0.03567439865328516,0.029727428453763485,0.01476260972183527,0.00016397564307809735,-0.08730351112936628,0.08777920091076188,0.0058153272401933595,-40.29148735422,0.08775307241857527,0.0054791591067651114,-64.73769595634718,0.01476260972183527,0.00016397564307809735,-0.08730446255265027
0.26,589.936872091705,0.16231806091727474,0.1623162275051343,0.00606711973169074,7.51458209923596,62.75299140062406,0.002043293821326387,0.002043280196125515,86.24066566337335,86.24066566337335,0.001930461150846093,0.001930461150846093,0.01248679697320545,0.012989097714987316,0.01298903658288944,0.012456464707197145,14.175769122926022,23.016457158170173,0.02,1.0,0.01,0.032,1.0,15.0,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,0.045,1.0,0.092,1.0,0.01,1.0,2.421915510618277,0.8624066566337335,0.03698878281712625,0.030649407319895804,2.421915510618277,0.8624066566337335,0.03698835556789349,0.030649202941882725,0.01520238490487446,0.00017760242587784055,-0.08886925170522487,0.08940182358091717,0.0062282323535985725,-39.503217662838374,0.0893726418358717,0.005868794577406561,-63.41424222816345,0.01520238490487446,0.00017760242587784055,-0.08887034109408984
