Time,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,eta_T,gamma_T,alpha_T,beta_T,u,const_val_0,const_val_1,Cytoplasm,R6,R7,R8
7.57,4.9993349066269395e-08,1.3947312737828203e-07,6.65093373058748e-12,2.094797783120128e-07,1.0520221687987353e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3932155617312242e-09,1.3932361234513537e-09,1.0520221687987353e-10
7.58,4.999334927187867e-08,1.3946024853245135e-07,6.650728121310818e-12,2.0946689926057283e-07,1.0533100739427307e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3930868372609068e-09,1.393107397396072e-09,1.0533100739427307e-10
7.59,4.9993349477472094e-08,1.3944737226151305e-07,6.650522527884937e-12,2.094540227840411e-07,1.054597721595902e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.392958138531417e-09,1.3929786970813903e-09,1.054597721595902e-10
7.6000000000000005,4.9993349683049663e-08,1.394344985649523e-07,6.650316950312112e-12,2.094411488819028e-07,1.0558851118097341e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3928294655376068e-09,1.3928500225021606e-09,1.0558851118097341e-10
7.61,4.999334988861138e-08,1.3942162744225434e-07,6.650111388594618e-12,2.0942827755364311e-07,1.057172244635701e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3927008182743297e-09,1.3927213736532368e-09,1.057172244635701e-10
7.62,4.999335009415724e-08,1.3940875889290454e-07,6.649905842734729e-12,2.0941540879874746e-07,1.0584591201252665e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3925721967364395e-09,1.3925927505294724e-09,1.0584591201252665e-10
7.63,4.9993350299687234e-08,1.3939589291638837e-07,6.649700312734717e-12,2.0940254261670128e-07,1.0597457383298844e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3924436009187918e-09,1.3924641531257235e-09,1.0597457383298844e-10
7.640000000000001,4.999335050520137e-08,1.3938302951219137e-07,6.649494798596854e-12,2.0938967900699014e-07,1.0610320993009982e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3923150308162426e-09,1.3923355814368457e-09,1.0610320993009982e-10
7.65,4.999335071069964e-08,1.3937016867979922e-07,6.64928930032341e-12,2.0937681796909972e-07,1.0623182030900406e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.392186486423649e-09,1.392207035457697e-09,1.0623182030900407e-10
7.66,4.9993350916182046e-08,1.3935731041869768e-07,6.649083817916654e-12,2.0936395950251577e-07,1.0636040497484347e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3920579677358699e-09,1.3920785151831354e-09,1.0636040497484346e-10
7.67,4.999335112164858e-08,1.3934445472837264e-07,6.648878351378855e-12,2.093511036067242e-07,1.0648896393275928e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3919294747477639e-09,1.3919500206080202e-09,1.0648896393275928e-10
7.68,4.999335132709925e-08,1.3933160160831005e-07,6.648672900712281e-12,2.0933825028121097e-07,1.0661749718789174e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3918010074541916e-09,1.3918215517272124e-09,1.0661749718789174e-10
7.69,4.999335153253404e-08,1.39318751057996e-07,6.648467465919198e-12,2.0932539952546212e-07,1.0674600474538004e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3916725658500147e-09,1.3916931085355729e-09,1.0674600474538004e-10
7.7,4.9993351737952957e-08,1.393059030769167e-07,6.648262047001873e-12,2.093125513389639e-07,1.0687448661036234e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3915441499300954e-09,1.3915646910279648e-09,1.0687448661036234e-10
7.71,4.9993351943356e-08,1.3929305766455838e-07,6.648056643962568e-12,2.0929970572120257e-07,1.0700294278797577e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3914157596892972e-09,1.391436299199251e-09,1.0700294278797576e-10
7.72,4.999335214874316e-08,1.3928021482040747e-07,6.647851256803549e-12,2.092868626716645e-07,1.0713137328335645e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3912873951224845e-09,1.3913079330442967e-09,1.0713137328335645e-10
7.73,4.9993352354114435e-08,1.3926737454395043e-07,6.647645885527078e-12,2.092740221898362e-07,1.0725977810163948e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3911590562245226e-09,1.3911795925579669e-09,1.0725977810163948e-10
7.74,4.9993352559469824e-08,1.3925453683467389e-07,6.647440530135417e-12,2.0926118427520425e-07,1.073881572479589e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3910307429902787e-09,1.391051277735129e-09,1.0738815724795891e-10
7.75,4.999335276480933e-08,1.392417016920645e-07,6.647235190630826e-12,2.0924834892725537e-07,1.0751651072744775e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3909024554146196e-09,1.39092298857065e-09,1.0751651072744775e-10
7.76,4.999335297013294e-08,1.392288691156091e-07,6.6470298670155645e-12,2.0923551614547635e-07,1.0764483854523804e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3907741934924142e-09,1.3907947250593986e-09,1.0764483854523804e-10
7.7700000000000005,4.9993353175440667e-08,1.3921603910479455e-07,6.646824559291892e-12,2.0922268592935408e-07,1.0777314070646075e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3906459572185323e-09,1.3906664871962448e-09,1.0777314070646076e-10
7.78,4.9993353380732495e-08,1.3920321165910787e-07,6.646619267462066e-12,2.0920985827837557e-07,1.0790141721624582e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.390517746587844e-09,1.3905382749760592e-09,1.0790141721624583e-10
7.79,4.999335358600843e-08,1.3919038677803617e-07,6.646413991528342e-12,2.0919703319202793e-07,1.0802966807972218e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3903895615952212e-09,1.3904100883937134e-09,1.0802966807972218e-10
7.8,4.999335379126847e-08,1.3917756446106665e-07,6.646208731492977e-12,2.0918421066979837e-07,1.0815789330201773e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3902614022355368e-09,1.3902819274440801e-09,1.0815789330201774e-10
7.8100000000000005,4.99933539965126e-08,1.3916474470768662e-07,6.6460034873582255e-12,2.091713907111742e-07,1.0828609288825938e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3901332685036645e-09,1.3901537921220338e-09,1.0828609288825938e-10
7.82,4.999335420174084e-08,1.391519275173835e-07,6.645798259126343e-12,2.0915857331564284e-07,1.0841426684357295e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3900051603944791e-09,1.3900256824224489e-09,1.0841426684357295e-10
7.83,4.9993354406953165e-08,1.391391128896448e-07,6.64559304679958e-12,2.0914575848269182e-07,1.0854241517308326e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3898770779028556e-09,1.3898975983402009e-09,1.0854241517308326e-10
7.84,4.999335461214958e-08,1.3912630082395813e-07,6.6453878503801874e-12,2.0913294621180873e-07,1.0867053788191412e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3897490210236714e-09,1.389769539870167e-09,1.0867053788191412e-10
7.8500000000000005,4.999335481733009e-08,1.3911349131981123e-07,6.645182669870418e-12,2.091201365024813e-07,1.0879863497518834e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3896209897518043e-09,1.389641507007225e-09,1.0879863497518834e-10
7.86,4.999335502249469e-08,1.391006843766919e-07,6.644977505272522e-12,2.0910732935419738e-07,1.0892670645802762e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3894929840821332e-09,1.389513499746254e-09,1.0892670645802762e-10
7.87,4.9993355227643374e-08,1.3908787999408808e-07,6.644772356588748e-12,2.0909452476644488e-07,1.0905475233555271e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3893650040095378e-09,1.3893855180821344e-09,1.0905475233555272e-10
7.88,4.999335543277614e-08,1.390750781714878e-07,6.644567223821343e-12,2.0908172273871182e-07,1.0918277261288332e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3892370495288989e-09,1.3892575620097462e-09,1.0918277261288332e-10
7.890000000000001,4.999335563789299e-08,1.3906227890837916e-07,6.6443621069725536e-12,2.0906892327048633e-07,1.0931076729513814e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3891091206350983e-09,1.3891296315239717e-09,1.0931076729513814e-10
7.9,4.999335584299392e-08,1.3904948220425042e-07,6.644157006044626e-12,2.0905612636125666e-07,1.094387363874348e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3889812173230193e-09,1.389001726619694e-09,1.0943873638743481e-10
7.91,4.9993356048078924e-08,1.3903668805858991e-07,6.643951921039806e-12,2.0904333201051114e-07,1.0956667989488996e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3888533395875456e-09,1.3888738472917974e-09,1.0956667989488996e-10
7.92,4.9993356253148e-08,1.3902389647088606e-07,6.643746851960338e-12,2.0903054021773822e-07,1.0969459782261922e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3887254874235623e-09,1.388745993535167e-09,1.0969459782261922e-10
7.930000000000001,4.9993356458201153e-08,1.390111074406274e-07,6.6435417988084625e-12,2.0901775098242642e-07,1.0982249017573717e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3885976608259552e-09,1.3886181653446885e-09,1.0982249017573718e-10
7.94,4.9993356663238376e-08,1.389983209673026e-07,6.643336761586423e-12,2.090049643040644e-07,1.0995035695935736e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3884698597896116e-09,1.388490362715249e-09,1.0995035695935736e-10
7.95,4.999335686825966e-08,1.389855370504004e-07,6.64313174029646e-12,2.089921801821409e-07,1.1007819817859235e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3883420843094192e-09,1.3883625856417368e-09,1.1007819817859236e-10
7.96,4.9993357073265016e-08,1.3897275568940964e-07,6.642926734940815e-12,2.0897939861614476e-07,1.1020601383855365e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3882143343802675e-09,1.3882348341190415e-09,1.1020601383855365e-10
7.97,4.9993357278254434e-08,1.3895997688381926e-07,6.642721745521726e-12,2.0896661960556494e-07,1.1033380394435176e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3880866099970462e-09,1.3881071081420527e-09,1.1033380394435177e-10
7.98,4.9993357483227917e-08,1.389472006331183e-07,6.64251677204143e-12,2.089538431498905e-07,1.1046156850109618e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3879589111546467e-09,1.3879794077056618e-09,1.1046156850109618e-10
7.99,4.999335768818546e-08,1.3893442693679592e-07,6.642311814502165e-12,2.0894106924861058e-07,1.1058930751389533e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.387831237847961e-09,1.3878517328047612e-09,1.1058930751389534e-10
8.0,4.999335789312705e-08,1.3892165579434138e-07,6.642106872906168e-12,2.0892829790121444e-07,1.1071702098785665e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.387703590071882e-09,1.3877240834342438e-09,1.1071702098785665e-10
8.01,4.9993358098052704e-08,1.3890888720524403e-07,6.6419019472556725e-12,2.0891552910719144e-07,1.1084470892808657e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.387575967821304e-09,1.387596459589004e-09,1.1084470892808657e-10
8.02,4.999335830296241e-08,1.3889612116899333e-07,6.641697037552913e-12,2.0890276286603106e-07,1.1097237133969047e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3874483710911223e-09,1.3874688612639372e-09,1.1097237133969047e-10
8.03,4.9993358507856164e-08,1.3888335768507886e-07,6.641492143800123e-12,2.0888999917722283e-07,1.111000082277727e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3873207998762335e-09,1.3873412884539397e-09,1.111000082277727e-10
8.040000000000001,4.9993358712733966e-08,1.3887059675299026e-07,6.641287265999534e-12,2.0887723804025645e-07,1.1122761959743666e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3871932541715341e-09,1.3872137411539086e-09,1.1122761959743665e-10
8.05,4.999335891759581e-08,1.388578383722173e-07,6.641082404153378e-12,2.0886447945462164e-07,1.1135520545378462e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3870657339719228e-09,1.3870862193587424e-09,1.1135520545378462e-10
8.06,4.9993359122441705e-08,1.3884508254224988e-07,6.640877558263885e-12,2.0885172341980832e-07,1.1148276580191791e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.386938239272299e-09,1.386958723063341e-09,1.1148276580191791e-10
8.07,4.9993359327271635e-08,1.3883232926257792e-07,6.640672728333283e-12,2.0883896993530643e-07,1.1161030064693683e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3868107700675627e-09,1.386831252262604e-09,1.1161030064693683e-10
8.08,4.9993359532085605e-08,1.388195785326915e-07,6.640467914363801e-12,2.0882621900060605e-07,1.1173780999394063e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3866833263526149e-09,1.3867038069514327e-09,1.1173780999394063e-10
8.09,4.999335973688361e-08,1.388068303520808e-07,6.640263116357667e-12,2.0881347061519735e-07,1.1186529384802757e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3865559081223587e-09,1.3865763871247306e-09,1.1186529384802757e-10
8.1,4.9993359941665654e-08,1.3879408472023612e-07,6.640058334317106e-12,2.088007247785706e-07,1.1199275221429487e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3864285153716968e-09,1.3864489927774e-09,1.1199275221429487e-10
8.11,4.9993360146431726e-08,1.387813416366478e-07,6.6398535682443435e-12,2.0878798149021623e-07,1.1212018509783875e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.386301148095534e-09,1.386321623904346e-09,1.1212018509783875e-10
8.120000000000001,4.999336035118183e-08,1.3876860110080634e-07,6.639648818141603e-12,2.0877524074962467e-07,1.1224759250375442e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3861738062887756e-09,1.3861942805004742e-09,1.1224759250375442e-10
8.13,4.999336055591596e-08,1.387558631122023e-07,6.639444084011109e-12,2.0876250255628653e-07,1.12374974437136e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3860464899463276e-09,1.3860669625606905e-09,1.12374974437136e-10
8.14,4.9993360760634116e-08,1.387431276703264e-07,6.639239365855083e-12,2.0874976690969246e-07,1.1250233090307666e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3859191990630979e-09,1.385939670079903e-09,1.1250233090307667e-10
8.15,4.99933609653363e-08,1.3873039477466939e-07,6.639034663675748e-12,2.0873703380933327e-07,1.1262966190666855e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.385791933633995e-09,1.3858124030530202e-09,1.1262966190666855e-10
8.16,4.99933611700225e-08,1.3871766442472216e-07,6.6388299774753225e-12,2.0872430325469984e-07,1.1275696745300279e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3856646936539282e-09,1.3856851614749513e-09,1.127569674530028e-10
8.17,4.9993361374692716e-08,1.387049366199757e-07,6.6386253072560256e-12,2.0871157524528318e-07,1.1288424754716947e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3855374791178078e-09,1.385557945340607e-09,1.1288424754716947e-10
8.18,4.9993361579346954e-08,1.3869221135992111e-07,6.638420653020076e-12,2.0869884978057436e-07,1.1301150219425766e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3854102900205454e-09,1.3854307546448992e-09,1.1301150219425766e-10
8.19,4.9993361783985204e-08,1.386794886440496e-07,6.638216014769691e-12,2.0868612686006458e-07,1.1313873139935543e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3852831263570539e-09,1.38530358938274e-09,1.1313873139935543e-10
8.2,4.9993361988607466e-08,1.3866676847185242e-07,6.6380113925070885e-12,2.0867340648324513e-07,1.1326593516754984e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3851559881222466e-09,1.3851764495490437e-09,1.1326593516754984e-10
8.21,4.999336219321374e-08,1.3865405084282098e-07,6.6378067862344825e-12,2.0866068864960743e-07,1.1339311350392693e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3850288753110377e-09,1.3850493351387247e-09,1.1339311350392694e-10
8.22,4.999336239780402e-08,1.386413357564468e-07,6.637602195954087e-12,2.0864797335864297e-07,1.1352026641357166e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.384901787918343e-09,1.3849222461466985e-09,1.1352026641357167e-10
8.23,4.9993362602378306e-08,1.3862862321222146e-07,6.637397621668116e-12,2.0863526060984335e-07,1.1364739390156805e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3847747259390794e-09,1.3847951825678818e-09,1.1364739390156805e-10
8.24,4.99933628069366e-08,1.3861591320963664e-07,6.6371930633787805e-12,2.0862255040270025e-07,1.1377449597299906e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3846476893681641e-09,1.3846681443971922e-09,1.1377449597299906e-10
8.25,4.999336301147889e-08,1.3860320574818417e-07,6.6369885210882935e-12,2.086098427367055e-07,1.139015726329467e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.384520678200516e-09,1.3845411316295484e-09,1.1390157263294669e-10
8.26,4.999336321600518e-08,1.3859050082735593e-07,6.636783994798866e-12,2.0859713761135097e-07,1.1402862388649187e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3843936924310546e-09,1.3844141442598706e-09,1.1402862388649187e-10
8.27,4.9993363420515465e-08,1.3857779844664396e-07,6.636579484512706e-12,2.0858443502612872e-07,1.141556497387145e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3842667320547004e-09,1.3842871822830793e-09,1.1415564973871451e-10
8.28,4.9993363625009746e-08,1.3856509860554034e-07,6.636374990232023e-12,2.085717349805308e-07,1.1428265019469353e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3841397970663755e-09,1.3841602456940962e-09,1.1428265019469354e-10
8.290000000000001,4.999336382948802e-08,1.3855240130353728e-07,6.6361705119590246e-12,2.0855903747404946e-07,1.1440962525950687e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3840128874610021e-09,1.3840333344878442e-09,1.1440962525950687e-10
8.3,4.9993364033950285e-08,1.385397065401271e-07,6.635966049695916e-12,2.08546342506177e-07,1.1453657493823134e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.383886003233504e-09,1.383906448659247e-09,1.1453657493823134e-10
8.31,4.9993364238396536e-08,1.3852701431480218e-07,6.635761603444904e-12,2.0853365007640585e-07,1.1466349923594285e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3837591443788062e-09,1.3837795882032293e-09,1.1466349923594286e-10
8.32,4.9993364442826773e-08,1.3851432462705508e-07,6.635557173208192e-12,2.085209601842285e-07,1.1479039815771625e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3836323108918346e-09,1.3836527531147173e-09,1.1479039815771626e-10
8.33,4.9993364647240996e-08,1.3850163747637838e-07,6.635352758987984e-12,2.085082728291376e-07,1.1491727170862537e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.383505502767515e-09,1.3835259433886372e-09,1.1491727170862538e-10
8.34,4.99933648516392e-08,1.3848895286226482e-07,6.635148360786482e-12,2.0849558801062582e-07,1.1504411989374303e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3833787200007762e-09,1.3833991590199177e-09,1.1504411989374304e-10
8.35,4.999336505602138e-08,1.384762707842072e-07,6.6349439786058886e-12,2.0848290572818602e-07,1.1517094271814104e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3832519625865464e-09,1.383272400003487e-09,1.1517094271814103e-10
8.36,4.999336526038754e-08,1.3846359124169843e-07,6.634739612448404e-12,2.084702259813111e-07,1.1529774018689018e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3831252305197556e-09,1.3831456663342752e-09,1.1529774018689018e-10
8.370000000000001,4.999336546473767e-08,1.3845091423423156e-07,6.634535262316229e-12,2.084575487694941e-07,1.1542451230506027e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3829985237953347e-09,1.3830189580072137e-09,1.1542451230506028e-10
8.38,4.999336566907178e-08,1.384382397612997e-07,6.63433092821156e-12,2.0844487409222813e-07,1.1555125907772004e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3828718424082153e-09,1.3828922750172336e-09,1.1555125907772004e-10
8.39,4.9993365873389857e-08,1.3842556782239606e-07,6.634126610136596e-12,2.084322019490064e-07,1.1567798050993726e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3827451863533303e-09,1.3827656173592682e-09,1.1567798050993726e-10
8.4,4.99933660776919e-08,1.3841289841701397e-07,6.633922308093533e-12,2.0841953233932228e-07,1.1580467660677866e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3826185556256137e-09,1.3826389850282515e-09,1.1580467660677866e-10
8.41,4.999336628197791e-08,1.3840023154464686e-07,6.633718022084568e-12,2.0840686526266916e-07,1.1593134737330995e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.38249195022e-09,1.3825123780191186e-09,1.1593134737330995e-10
8.42,4.9993366486247886e-08,1.3838756720478824e-07,6.633513752111893e-12,2.0839420071854055e-07,1.1605799281459587e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3823653701314253e-09,1.382385796326805e-09,1.1605799281459588e-10
8.43,4.999336669050182e-08,1.3837490539693176e-07,6.633309498177703e-12,2.0838153870643012e-07,1.1618461293570012e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3822388153548261e-09,1.3822592399462476e-09,1.1618461293570012e-10
8.44,4.9993366894739716e-08,1.3836224612057111e-07,6.633105260284192e-12,2.083688792258316e-07,1.1631120774168538e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.382112285885141e-09,1.382132708872385e-09,1.1631120774168539e-10
8.45,4.999336709896157e-08,1.3834958937520016e-07,6.6329010384335496e-12,2.083562222762388e-07,1.1643777723761332e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3819857817173081e-09,1.3820062031001558e-09,1.1643777723761333e-10
8.46,4.9993367303167376e-08,1.3833693516031285e-07,6.632696832627969e-12,2.0834356785714567e-07,1.1656432142854463e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3818593028462683e-09,1.3818797226245003e-09,1.1656432142854464e-10
8.47,4.9993367507357136e-08,1.3832428347540318e-07,6.6324926428696386e-12,2.0833091596804624e-07,1.1669084031953892e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3817328492669619e-09,1.3817532674403597e-09,1.1669084031953892e-10
8.48,4.999336771153085e-08,1.383116343199653e-07,6.6322884691607456e-12,2.0831826660843466e-07,1.1681733391565484e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3816064209743306e-09,1.3816268375426752e-09,1.1681733391565484e-10
8.49,4.9993367915688506e-08,1.3829898769349342e-07,6.63208431150348e-12,2.0830561977780514e-07,1.1694380222195002e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3814800179633181e-09,1.3815004329263904e-09,1.1694380222195003e-10
8.5,4.999336811983011e-08,1.3828634359548192e-07,6.631880169900027e-12,2.0829297547565203e-07,1.1707024524348109e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3813536402288677e-09,1.3813740535864494e-09,1.170702452434811e-10
8.51,4.999336832395566e-08,1.3827370202542522e-07,6.631676044352574e-12,2.0828033370146978e-07,1.1719666298530364e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3812272877659249e-09,1.3812476995177972e-09,1.1719666298530365e-10
8.52,4.999336852806515e-08,1.3826106298281784e-07,6.631471934863305e-12,2.0826769445475293e-07,1.1732305545247228e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3811009605694351e-09,1.3811213707153801e-09,1.173230554524723e-10
8.53,4.999336873215858e-08,1.3824842646715444e-07,6.631267841434404e-12,2.082550577349961e-07,1.1744942265004058e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3809746586343458e-09,1.3809950671741447e-09,1.174494226500406e-10
8.540000000000001,4.999336893623595e-08,1.3823579247792975e-07,6.631063764068054e-12,2.0824242354169403e-07,1.1757576458306114e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3808483819556048e-09,1.3808687888890396e-09,1.1757576458306114e-10
8.55,4.999336914029725e-08,1.3822316101463862e-07,6.630859702766435e-12,2.082297918743416e-07,1.1770208125658548e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3807221305281612e-09,1.3807425358550135e-09,1.1770208125658548e-10
8.56,4.999336934434248e-08,1.3821053207677598e-07,6.630655657531731e-12,2.0821716273243373e-07,1.1782837267566417e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3805959043469647e-09,1.3806163080670167e-09,1.1782837267566417e-10
8.57,4.999336954837165e-08,1.3819790566383688e-07,6.63045162836612e-12,2.0820453611546546e-07,1.1795463884534675e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3804697034069669e-09,1.3804901055200005e-09,1.1795463884534676e-10
8.58,4.999336975238474e-08,1.3818528177531647e-07,6.630247615271782e-12,2.0819191202293195e-07,1.1808087977068177e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3803435277031194e-09,1.380363928208917e-09,1.1808087977068176e-10
8.59,4.999336995638176e-08,1.3817266041070998e-07,6.6300436182508936e-12,2.0817929045432846e-07,1.1820709545671673e-08,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.3802173772303755e-09,1.3802377761287195e-09,1.1820709545671672e-10
