Cdc20,Cdc20_CMad2,Mad1_CMad2,Mad1_CMad2_OMad2,OMad2,Time
2.1877329394673045e-07,1.226706053269595e-09,4.9993207005101474e-08,6.792994898543555e-12,1.4876650095183177e-07,0.8300000000000001
2.1875855683204752e-07,1.2414431679525337e-09,4.999320722082638e-08,6.792779173635009e-12,1.4875176405287373e-07,0.84
2.1874382266378958e-07,1.2561773362104665e-09,4.9993207436537196e-08,6.792563462821487e-12,1.487370301003266e-07,0.85
2.1872909144136752e-07,1.27090855863253e-09,4.999320765223391e-08,6.792347766105917e-12,1.4872229909360124e-07,0.86
2.187143631641923e-07,1.2856368358077429e-09,4.9993207867916524e-08,6.792132083491229e-12,1.4870757103210865e-07,0.87
2.1869963783167505e-07,1.3003621683250064e-09,4.9993208083585036e-08,6.7919164149803495e-12,1.486928459152599e-07,0.88
2.1868491544322694e-07,1.3150845567731035e-09,4.999320829923944e-08,6.791700760576203e-12,1.486781237424662e-07,0.89
2.1867019599825936e-07,1.3298040017407e-09,4.9993208514879734e-08,6.791485120281717e-12,1.486634045131389e-07,0.9
2.186554794961837e-07,1.3445205038163435e-09,4.999320873050591e-08,6.7912694940998145e-12,1.4864868822668945e-07,0.91
2.1864076593641157e-07,1.3592340635884643e-09,4.999320894611798e-08,6.791053882033421e-12,1.486339748825294e-07,0.92
2.1862605531835466e-07,1.3739446816453748e-09,4.999320916171593e-08,6.790838284085458e-12,1.4861926448007042e-07,0.93
2.1861134764142476e-07,1.3886523585752698e-09,4.9993209377299756e-08,6.790622700258848e-12,1.4860455701872436e-07,0.9400000000000001
2.185966429050338e-07,1.4033570949662266e-09,4.9993209592869455e-08,6.7904071305565105e-12,1.485898524979031e-07,0.9500000000000001
2.1858194110859382e-07,1.4180588914062045e-09,4.9993209808425033e-08,6.790191574981366e-12,1.4857515091701868e-07,0.96
2.18567242251517e-07,1.432757748483046e-09,4.999321002396648e-08,6.7899760335363325e-12,1.4856045227548328e-07,0.97
2.1855254633321557e-07,1.4474536667844752e-09,4.999321023949379e-08,6.7897605062243296e-12,1.4854575657270915e-07,0.98
2.1853785335310195e-07,1.462146646898099e-09,4.9993210455006965e-08,6.789544993048273e-12,1.485310638081087e-07,0.99
2.1852316331058865e-07,1.4768366894114072e-09,4.9993210670506004e-08,6.789329494011077e-12,1.4851637398109442e-07,1.0
2.185084762050883e-07,1.4915237949117716e-09,4.99932108859909e-08,6.78911400911566e-12,1.4850168709107896e-07,1.01
2.1849379203601363e-07,1.5062079639864465e-09,4.999321110146165e-08,6.788898538364936e-12,1.4848700313747504e-07,1.02
2.184791108027775e-07,1.520889197222569e-09,4.999321131691825e-08,6.788683081761818e-12,1.4847232211969553e-07,1.03
2.184644325047929e-07,1.5355674952071591e-09,4.9993211532360704e-08,6.788467639309216e-12,1.484576440371534e-07,1.04
2.1844975714147294e-07,1.5502428585271188e-09,4.9993211747789e-08,6.788252211010043e-12,1.4844296888926174e-07,1.05
2.1843508471223083e-07,1.5649152877692332e-09,4.9993211963203146e-08,6.788036796867207e-12,1.4842829667543376e-07,1.06
2.1842041521647988e-07,1.5795847835201697e-09,4.999321217860313e-08,6.7878213968836205e-12,1.4841362739508281e-07,1.07
2.1840574865363358e-07,1.5942513463664788e-09,4.999321239398895e-08,6.78760601106219e-12,1.4839896104762233e-07,1.08
2.1839108502310547e-07,1.6089149768945934e-09,4.999321260936061e-08,6.787390639405824e-12,1.4838429763246588e-07,1.09
2.1837642432430925e-07,1.6235756756908292e-09,4.99932128247181e-08,6.787175281917429e-12,1.4836963714902714e-07,1.1
2.183617665566587e-07,1.6382334433413846e-09,4.999321304006142e-08,6.7869599385999094e-12,1.483549795967199e-07,1.11
2.1834711171956775e-07,1.6528882804323407e-09,4.999321325539056e-08,6.786744609456169e-12,1.4834032497495808e-07,1.12
2.1833245981245042e-07,1.6675401875496617e-09,4.999321347070553e-08,6.786529294489115e-12,1.4832567328315574e-07,1.1300000000000001
2.1831781083472088e-07,1.6821891652791946e-09,4.9993213686006314e-08,6.7863139937016496e-12,1.48311024520727e-07,1.1400000000000001
2.183031647857934e-07,1.696835214206669e-09,4.999321390129292e-08,6.786098707096671e-12,1.4829637868708612e-07,1.1500000000000001
2.1828852166508237e-07,1.7114783349176973e-09,4.999321411656534e-08,6.785883434677081e-12,1.482817357816475e-07,1.16
2.1827388147200229e-07,1.7261185279977755e-09,4.999321433182357e-08,6.785668176445782e-12,1.4826709580382565e-07,1.17
2.1825924420596777e-07,1.7407557940322817e-09,4.999321454706761e-08,6.7854529324056725e-12,1.4825245875303518e-07,1.18
2.1824460986639357e-07,1.7553901336064773e-09,4.999321476229746e-08,6.7852377025596496e-12,1.4823782462869083e-07,1.19
2.1822997845269455e-07,1.7700215473055064e-09,4.9993214977513104e-08,6.785022486910609e-12,1.4822319343020745e-07,1.2
2.1821534996428565e-07,1.7846500357143967e-09,4.9993215192714556e-08,6.784807285461447e-12,1.48208565157e-07,1.21
2.1820072440058199e-07,1.7992755994180582e-09,4.99932154079018e-08,6.784592098215062e-12,1.4819393980848358e-07,1.22
2.1818610176099877e-07,1.8138982390012844e-09,4.9993215623074844e-08,6.784376925174346e-12,1.4817931738407338e-07,1.23
2.181714820449513e-07,1.8285179550487516e-09,4.999321583823367e-08,6.784161766342191e-12,1.4816469788318475e-07,1.24
2.1815686525185503e-07,1.8431347481450196e-09,4.9993216053378295e-08,6.783946621721491e-12,1.481500813052331e-07,1.25
2.1814225138112552e-07,1.8577486188745308e-09,4.99932162685087e-08,6.783731491315137e-12,1.48135467649634e-07,1.26
2.1812764043217844e-07,1.872359567821611e-09,4.999321648362489e-08,6.7835163751260195e-12,1.4812085691580312e-07,1.27
2.181130324044296e-07,1.886967595570469e-09,4.999321669872686e-08,6.783301273157027e-12,1.4810624910315622e-07,1.28
2.1809842729729487e-07,1.901572702705197e-09,4.9993216913814605e-08,6.783086185411049e-12,1.4809164421110923e-07,1.29
2.180838251101903e-07,1.91617488980977e-09,4.999321712888812e-08,6.782871111890972e-12,1.4807704223907818e-07,1.3
2.1806922584253201e-07,1.9307741574680467e-09,4.999321734394741e-08,6.782656052599684e-12,1.4806244318647919e-07,1.31
2.1805462949373628e-07,1.945370506263769e-09,4.9993217558992474e-08,6.7824410075400705e-12,1.4804784705272852e-07,1.32
2.1804003606321948e-07,1.9599639367805615e-09,4.99932177740233e-08,6.782225976715016e-12,1.4803325383724255e-07,1.33
2.180254455503981e-07,1.9745544496019327e-09,4.999321798903989e-08,6.782010960127403e-12,1.4801866353943777e-07,1.34
2.1801085795468876e-07,1.9891420453112746e-09,4.9993218204042236e-08,6.7817959577801144e-12,1.4800407615873076e-07,1.35
2.1799627327550819e-07,2.0037267244918616e-09,4.999321841903034e-08,6.7815809696760326e-12,1.4798949169453827e-07,1.36
2.179816915122732e-07,2.018308487726852e-09,4.99932186340042e-08,6.781365995818039e-12,1.4797491014627713e-07,1.37
2.1796711266440078e-07,2.0328873355992884e-09,4.999321884896381e-08,6.781151036209014e-12,1.479603315133643e-07,1.3800000000000001
2.1795253673130797e-07,2.0474632686920953e-09,4.999321906390917e-08,6.780936090851835e-12,1.4794575579521685e-07,1.3900000000000001
2.17937963712412e-07,2.062036287588081e-09,4.999321927884027e-08,6.780721159749379e-12,1.4793118299125195e-07,1.4000000000000001
2.1792339360713014e-07,2.0766063928699376e-09,4.9993219493757114e-08,6.780506242904527e-12,1.4791661310088693e-07,1.41
2.1790882641487983e-07,2.091173585120241e-09,4.9993219708659696e-08,6.780291340320152e-12,1.479020461235392e-07,1.42
2.1789426213507862e-07,2.1057378649214502e-09,4.999321992354802e-08,6.78007645199913e-12,1.478874820586263e-07,1.43
2.1787970076714417e-07,2.120299232855907e-09,4.999322013842207e-08,6.7798615779443355e-12,1.478729209055659e-07,1.44
2.1786514231049423e-07,2.1348576895058382e-09,4.999322035328186e-08,6.779646718158642e-12,1.4785836266377577e-07,1.45
2.1785058676454672e-07,2.1494132354533533e-09,4.999322056812737e-08,6.779431872644922e-12,1.4784380733267378e-07,1.46
2.1783603412871964e-07,2.1639658712804453e-09,4.999322078295861e-08,6.779217041406046e-12,1.4782925491167793e-07,1.47
2.1782148440243108e-07,2.1785155975689913e-09,4.999322099777557e-08,6.779002224444885e-12,1.4781470540020636e-07,1.48
2.1780693758509933e-07,2.1930624149007515e-09,4.999322121257825e-08,6.778787421764307e-12,1.4780015879767727e-07,1.49
2.1779239367614272e-07,2.2076063238573704e-09,4.9993221427366646e-08,6.778572633367181e-12,1.4778561510350904e-07,1.5
2.1777785267497972e-07,2.2221473250203757e-09,4.999322164214076e-08,6.778357859256376e-12,1.4777107431712015e-07,1.51
2.177633145810289e-07,2.236685418971179e-09,4.999322185690058e-08,6.7781430994347576e-12,1.4775653643792916e-07,1.52
2.17748779393709e-07,2.251220606291076e-09,4.999322207164611e-08,6.777928353905192e-12,1.477420014653548e-07,1.53
2.1773424711243884e-07,2.265752887561245e-09,4.999322228637735e-08,6.777713622670543e-12,1.4772746939881587e-07,1.54
2.1771971773663734e-07,2.28028226336275e-09,4.9993222501094283e-08,6.7774989057336754e-12,1.477129402377313e-07,1.55
2.1770519126572356e-07,2.2948087342765364e-09,4.999322271579692e-08,6.777284203097451e-12,1.4769841398152015e-07,1.56
2.1769066769911667e-07,2.3093323008834353e-09,4.9993222930485255e-08,6.777069514764732e-12,1.476838906296016e-07,1.57
2.1767614703623594e-07,2.323852963764161e-09,4.9993223145159283e-08,6.7768548407383795e-12,1.476693701813949e-07,1.58
2.176616292765008e-07,2.338370723499312e-09,4.9993223359819e-08,6.776640181021254e-12,1.4765485263631947e-07,1.59
2.1764711441933073e-07,2.3528855806693697e-09,4.9993223574464407e-08,6.776425535616213e-12,1.4764033799379482e-07,1.6
2.176326024641454e-07,2.3673975358547007e-09,4.9993223789095495e-08,6.776210904526115e-12,1.4762582625324057e-07,1.61
2.1761809341036454e-07,2.381906589635555e-09,4.999322400371227e-08,6.775996287753818e-12,1.476113174140765e-07,1.62
2.1760358725740802e-07,2.396412742592066e-09,4.9993224218314723e-08,6.775781685302177e-12,1.4759681147572245e-07,1.6300000000000001
2.1758908400469584e-07,2.4109159953042526e-09,4.999322443290285e-08,6.775567097174048e-12,1.4758230843759838e-07,1.6400000000000001
2.1757458365164808e-07,2.4254163483520157e-09,4.999322464747665e-08,6.775352523372284e-12,1.4756780829912442e-07,1.6500000000000001
2.1756008619768496e-07,2.439913802315142e-09,4.9993224862036126e-08,6.775137963899739e-12,1.4755331105972076e-07,1.6600000000000001
2.175455916422268e-07,2.454408357773301e-09,4.9993225076581267e-08,6.7749234187592655e-12,1.4753881671880775e-07,1.67
2.1753109998469404e-07,2.4689000153060475e-09,4.9993225291112074e-08,6.774708887953715e-12,1.4752432527580582e-07,1.68
2.1751661122450727e-07,2.4833887754928194e-09,4.999322550562854e-08,6.7744943714859375e-12,1.475098367301355e-07,1.69
2.1750212536108714e-07,2.4978746389129393e-09,4.999322572013067e-08,6.774279869358782e-12,1.474953510812175e-07,1.7
2.1748764239385446e-07,2.5123576061456135e-09,4.999322593461845e-08,6.774065381575097e-12,1.4748086832847262e-07,1.71
2.1747316232223014e-07,2.526837677769933e-09,4.999322614909189e-08,6.773850908137731e-12,1.4746638847132173e-07,1.72
2.174586851456352e-07,2.5413148543648725e-09,4.999322636355098e-08,6.773636449049531e-12,1.4745191150918587e-07,1.73
2.174442108634908e-07,2.555789136509291e-09,4.999322657799571e-08,6.773422004313341e-12,1.474374374414862e-07,1.74
2.1742973947521814e-07,2.570260524781932e-09,4.999322679242609e-08,6.773207573932006e-12,1.4742296626764393e-07,1.75
2.1741527098023864e-07,2.584729019761423e-09,4.999322700684211e-08,6.77299315790837e-12,1.4740849798708047e-07,1.76
2.1740080537797377e-07,2.5991946220262764e-09,4.9993227221243774e-08,6.772778756245277e-12,1.4739403259921727e-07,1.77
2.1738634266784515e-07,2.6136573321548884e-09,4.9993227435631076e-08,6.772564368945569e-12,1.4737957010347597e-07,1.78
2.173718828492745e-07,2.6281171507255393e-09,4.999322765000401e-08,6.772349996012082e-12,1.4736511049927825e-07,1.79
2.1735742592168364e-07,2.642574078316394e-09,4.999322786436257e-08,6.772135637447661e-12,1.4735065378604596e-07,1.8
2.1734297188449453e-07,2.6570281155055023e-09,4.999322807870677e-08,6.771921293255144e-12,1.4733619996320105e-07,1.81
2.1732852073712924e-07,2.6714792628707977e-09,4.999322829303658e-08,6.7717069634373676e-12,1.4732174903016559e-07,1.82
2.1731407247900995e-07,2.685927520990098e-09,4.9993228507352026e-08,6.771492647997168e-12,1.4730730098636173e-07,1.83
2.1729962710955894e-07,2.7003728904411066e-09,4.999322872165309e-08,6.771278346937385e-12,1.4729285583121177e-07,1.84
2.1728518462819863e-07,2.71481537180141e-09,4.9993228935939765e-08,6.7710640602608515e-12,1.4727841356413815e-07,1.85
2.1727074503435157e-07,2.72925496564848e-09,4.9993229150212055e-08,6.7708497879704e-12,1.4726397418456337e-07,1.86
2.172563083274404e-07,2.7436916725596734e-09,4.999322936446996e-08,6.770635530068866e-12,1.4724953769191007e-07,1.87
2.1724187450688784e-07,2.75812549311223e-09,4.999322957871347e-08,6.770421286559081e-12,1.4723510408560103e-07,1.8800000000000001
2.172274435721168e-07,2.7725564278832756e-09,4.999322979294259e-08,6.770207057443877e-12,1.472206733650591e-07,1.8900000000000001
2.1721301552255024e-07,2.78698447744982e-09,4.9993230007157306e-08,6.769992842726084e-12,1.4720624552970726e-07,1.9000000000000001
2.171985903576113e-07,2.801409642388757e-09,4.9993230221357625e-08,6.76977864240853e-12,1.4719182057896864e-07,1.9100000000000001
2.171841680767232e-07,2.815831923276866e-09,4.999323043554354e-08,6.769564456494043e-12,1.4717739851226645e-07,1.92
2.1716974867930927e-07,2.8302513206908115e-09,4.9993230649715044e-08,6.769350284985454e-12,1.47162979329024e-07,1.93
2.1715533216479293e-07,2.8446678352071416e-09,4.9993230863872144e-08,6.7691361278855874e-12,1.4714856302866478e-07,1.94
2.171409185325978e-07,2.859081467402289e-09,4.999323107801483e-08,6.768921985197269e-12,1.4713414961061232e-07,1.95
2.1712650778214752e-07,2.8734922178525723e-09,4.9993231292143107e-08,6.7687078569233225e-12,1.471197390742903e-07,1.96
2.171120999128659e-07,2.8879000871341936e-09,4.999323150625696e-08,6.768493743066574e-12,1.4710533141912255e-07,1.97
2.1709769492417685e-07,2.902305075823241e-09,4.99932317203564e-08,6.768279643629843e-12,1.4709092664453294e-07,1.98
2.170832928155044e-07,2.916707184495686e-09,4.9993231934441414e-08,6.768065558615954e-12,1.470765247499455e-07,1.99
2.1706889358627272e-07,2.931106413727386e-09,4.9993232148512005e-08,6.767851488027726e-12,1.470621257347844e-07,2.0
2.1705449723590602e-07,2.9455027640940834e-09,4.999323236256816e-08,6.767637431867978e-12,1.4704772959847386e-07,2.0100000000000002
2.170401037638287e-07,2.9598962361714035e-09,4.999323257660989e-08,6.76742339013953e-12,1.4703333634043826e-07,2.02
2.1702571316946526e-07,2.9742868305348598e-09,4.999323279063718e-08,6.767209362845201e-12,1.470189459601021e-07,2.0300000000000002
2.1701132545224029e-07,2.9886745477598472e-09,4.999323300465004e-08,6.7669953499878075e-12,1.4700455845688997e-07,2.04
2.1699694061157848e-07,3.003059388421648e-09,4.999323321864846e-08,6.766781351570164e-12,1.4699017383022658e-07,2.05
2.169825586469047e-07,3.0174413530954297e-09,4.9993233432632435e-08,6.766567367595088e-12,1.4697579207953678e-07,2.06
2.1696817955764388e-07,3.031820442356242e-09,4.9993233646601964e-08,6.766353398065392e-12,1.469614132042455e-07,2.07
2.1695380334322108e-07,3.0461966567790233e-09,4.999323386055705e-08,6.766139442983889e-12,1.469470372037778e-07,2.08
2.1693943000306153e-07,3.0605699969385933e-09,4.999323407449768e-08,6.7659255023533925e-12,1.4693266407755887e-07,2.09
2.1692505953659047e-07,3.0749404634096597e-09,4.9993234288423855e-08,6.765711576176711e-12,1.4691829382501398e-07,2.1
2.169106919432333e-07,3.089308056766813e-09,4.9993234502335574e-08,6.765497664456657e-12,1.4690392644556855e-07,2.11
2.1689632722241559e-07,3.103672777584532e-09,4.9993234716232834e-08,6.765283767196039e-12,1.468895619386481e-07,2.12
2.1688196537356295e-07,3.1180346264371763e-09,4.9993234930115635e-08,6.765069884397665e-12,1.4687520030367826e-07,2.13
2.1686760639610112e-07,3.1323936038989945e-09,4.999323514398397e-08,6.764856016064342e-12,1.4686084154008476e-07,2.14
2.16853250289456e-07,3.1467497105441176e-09,4.999323535783783e-08,6.764642162198878e-12,1.468464856472935e-07,2.15
2.1683889705305356e-07,3.161102946946564e-09,4.999323557167723e-08,6.764428322804078e-12,1.4683213262473045e-07,2.16
2.1682454668631989e-07,3.175453313680235e-09,4.999323578550215e-08,6.764214497882746e-12,1.468177824718217e-07,2.17
2.168101991886812e-07,3.1898008113189204e-09,4.99932359993126e-08,6.764000687437685e-12,1.4680343518799344e-07,2.18
2.167958545595638e-07,3.2041454404362913e-09,4.9993236213108565e-08,6.7637868914717e-12,1.4678909077267204e-07,2.19
2.167815127983942e-07,3.2184872016059075e-09,4.9993236426890046e-08,6.763573109987589e-12,1.467747492252839e-07,2.2
2.1676717390459888e-07,3.2328260954012115e-09,4.999323664065705e-08,6.763359342988156e-12,1.467604105452556e-07,2.21
2.1675283787760456e-07,3.2471621223955338e-09,4.999323685440956e-08,6.763145590476198e-12,1.467460747320138e-07,2.22
2.1673850471683802e-07,3.2614952831620873e-09,4.999323706814758e-08,6.762931852454516e-12,1.4673174178498528e-07,2.23
