Time,a,b,c,d,Vthresh,i,v,u,cell
0.45,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.05442387545683,-16.120312907068826,1.0
0.46,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.05564147888682,-16.120326894663965,1.0
0.47,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.05685937435543,-16.120341183852698,1.0
0.48,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.05807755776785,-16.12035577440031,1.0
0.49,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.059296025029255,-16.120370666072095,1.0
0.5,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.06051477204483,-16.120385858633334,1.0
0.51,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.061733794719764,-16.12040135184932,1.0
0.52,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.06295308895924,-16.12041714548534,1.0
0.53,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.06417265066843,-16.12043323930669,1.0
0.54,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.06539247575254,-16.120449633078643,1.0
0.55,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.06661256011674,-16.1204663265665,1.0
0.56,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.06783289966621,-16.120483319535545,1.0
0.57,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.069053490306146,-16.12050061175107,1.0
0.58,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.070274327941725,-16.120518202978356,1.0
0.59,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.071495408478135,-16.120536092982697,1.0
0.6,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.072716727820556,-16.120554281529383,1.0
0.61,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.07393828187418,-16.1205727683837,1.0
0.62,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.075160066544186,-16.120591553310934,1.0
0.63,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.07638207773575,-16.12061063607638,1.0
0.64,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.07760431135407,-16.12063001644532,1.0
0.65,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.07882676330432,-16.120649694183044,1.0
0.66,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.080049429491694,-16.12066966905484,1.0
0.67,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.08127230582137,-16.120689940826,1.0
0.68,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.08249538819853,-16.120710509261812,1.0
0.69,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.08371867252836,-16.120731374127562,1.0
0.7,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.08494215471605,-16.12075253518854,1.0
0.71,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.08616583066678,-16.120773992210033,1.0
0.72,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.08738969628573,-16.120795744957327,1.0
0.73,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.08861374747809,-16.12081779319572,1.0
0.74,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.08983798014904,-16.12084013669049,1.0
0.75,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.09106239020377,-16.12086277520693,1.0
0.76,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.09228697354745,-16.12088570851033,1.0
0.77,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.09351172608528,-16.120908936365975,1.0
0.78,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.09473664372244,-16.120932458539155,1.0
0.79,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.095961722364116,-16.120956274795162,1.0
0.8,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.09718695791549,-16.120980384899276,1.0
0.81,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.09841234628174,-16.121004788616794,1.0
0.82,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.099637883368054,-16.121029485713002,1.0
0.83,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.10086356507962,-16.121054475953187,1.0
0.84,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.10208938732162,-16.121079759102635,1.0
0.85,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.103315345999235,-16.12110533492664,1.0
0.86,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.10454143701766,-16.121131203190487,1.0
0.87,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.10576765628206,-16.121157363659467,1.0
0.88,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.106993999697636,-16.121183816098867,1.0
0.89,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.108220463169566,-16.121210560273973,1.0
0.9,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.10944704260304,-16.121237595950078,1.0
0.91,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.11067373390323,-16.12126492289247,1.0
0.92,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.11190053297533,-16.12129254086643,1.0
0.93,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.11312743572452,-16.121320449637256,1.0
0.94,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.11435443805598,-16.121348648970233,1.0
0.95,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.11558153587491,-16.12137713863065,1.0
0.96,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.11680872508648,-16.121405918383793,1.0
0.97,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.118036001595875,-16.121434987994952,1.0
0.98,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.119263361308285,-16.121464347229416,1.0
0.99,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.12049080012889,-16.121493995852475,1.0
1.0,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.12171831396288,-16.121523933629415,1.0
1.01,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.12294589871543,-16.121554160325523,1.0
1.02,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.12417355029173,-16.121584675706092,1.0
1.03,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.12540126459697,-16.12161547953641,1.0
1.04,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.12662903753631,-16.12164657158176,1.0
1.05,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.12785686501496,-16.121677951607435,1.0
1.06,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.1290847429381,-16.121709619378723,1.0
1.07,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.13031266721091,-16.12174157466091,1.0
1.08,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.13154063373857,-16.12177381721929,1.0
1.09,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.13276863842626,-16.121806346819145,1.0
1.1,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.133996677179184,-16.12183916322577,1.0
1.11,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.13522474590251,-16.121872266204445,1.0
1.12,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.136452840501434,-16.121905655520465,1.0
1.13,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.13768095688112,-16.121939330939117,1.0
1.14,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.138909090946775,-16.121973292225693,1.0
1.15,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.14013723860357,-16.122007539145475,1.0
1.16,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.14136539575669,-16.122042071463753,1.0
1.17,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.142593558311326,-16.122076888945816,1.0
1.18,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.14382172217265,-16.122111991356956,1.0
1.19,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.14504988324586,-16.122147378462458,1.0
1.2,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.14627803743613,-16.122183050027612,1.0
1.21,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.147506180648655,-16.122219005817705,1.0
1.22,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.148734308788605,-16.122255245598026,1.0
1.23,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.149962417761174,-16.122291769133863,1.0
1.24,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.15119050347155,-16.122328576190505,1.0
1.25,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.1524185618249,-16.12236566653324,1.0
1.26,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.153646588726424,-16.12240303992736,1.0
1.27,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.1548745800813,-16.12244069613815,1.0
1.28,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.156102531794716,-16.122478634930896,1.0
1.29,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.15733043977185,-16.12251685607089,1.0
1.3,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.15855829991789,-16.122555359323425,1.0
1.31,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.15978610813802,-16.122594144453778,1.0
1.32,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.16101386033743,-16.12263321122725,1.0
1.33,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.16224155242129,-16.122672559409118,1.0
1.34,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.1634691802948,-16.12271218876468,1.0
1.35,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.16469673986313,-16.122752099059216,1.0
1.36,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.165924227031475,-16.122792290058023,1.0
1.37,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.16715163770501,-16.122832761526382,1.0
1.38,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.16837896778893,-16.12287351322959,1.0
1.39,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.16960621318841,-16.122914544932925,1.0
1.4,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.17083336980864,-16.12295585640168,1.0
1.41,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.1720604335548,-16.12299744740115,1.0
1.42,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.17328740033207,-16.123039317696612,1.0
1.43,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.17451426604565,-16.123081467053364,1.0
1.44,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.17574102660071,-16.123123895236688,1.0
1.45,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.176967679252805,-16.123166601247004,1.0
1.46,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.17819422434675,-16.123209582334916,1.0
1.47,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.17942065824293,-16.123252838007875,1.0
1.48,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.180646976967424,-16.1232963679627,1.0
1.49,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.18187317654628,-16.123340171896213,1.0
1.5,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.183099253005565,-16.123384249505243,1.0
1.51,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.184325202371326,-16.12342860048661,1.0
1.52,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.18555102066963,-16.123473224537133,1.0
1.53,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.186776703926526,-16.12351812135364,1.0
1.54,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.188002248168075,-16.12356329063295,1.0
1.55,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.189227649420346,-16.123608732071894,1.0
1.56,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.190452903709385,-16.12365444536729,1.0
1.57,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.191678007061256,-16.12370043021596,1.0
1.58,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.19290295550202,-16.12374668631473,1.0
1.59,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.19412774505773,-16.12379321336042,1.0
1.6,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.195352371754446,-16.123840011049854,1.0
1.61,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.19657683161822,-16.123887079079857,1.0
1.62,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.19780112067513,-16.12393441714725,1.0
1.63,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.199025234951215,-16.123982024948862,1.0
1.64,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.200249170472546,-16.12402990218151,1.0
1.65,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.20147292326517,-16.124078048542017,1.0
1.66,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.202696489355155,-16.12412646372721,1.0
1.67,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.20391986476855,-16.12417514743391,1.0
1.68,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.20514304553142,-16.12422409935894,1.0
1.69,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.20636602766983,-16.124273319199126,1.0
1.7,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.207588807209824,-16.124322806651286,1.0
1.71,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.20881138017747,-16.124372561412248,1.0
1.72,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.210033742598824,-16.12442258317883,1.0
1.73,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.21125589049994,-16.12447287164786,1.0
1.74,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.21247781990689,-16.124523426516163,1.0
1.75,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.213699526845716,-16.124574247480556,1.0
1.76,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.21492100734248,-16.124625334237862,1.0
1.77,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.21614225742325,-16.12467668648491,1.0
1.78,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.217363273114074,-16.124728303918523,1.0
1.79,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.21858405044102,-16.12478018623552,1.0
1.8,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.21980458543014,-16.124832333132723,1.0
1.81,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.22102487410749,-16.12488474430696,1.0
1.82,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.222244912499136,-16.12493741945505,1.0
1.83,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.22346469663113,-16.12499035827382,1.0
1.84,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.22468422252953,-16.125043560460092,1.0
1.85,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.2259034862204,-16.125097025710687,1.0
1.86,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.2271224837298,-16.12515075372243,1.0
1.87,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.22834121108378,-16.125204744192146,1.0
1.88,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.229559664308404,-16.125258996816655,1.0
1.89,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.230777839429734,-16.12531351129278,1.0
1.9,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.23199573247382,-16.125368287317347,1.0
1.91,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.23321333946672,-16.125423324587178,1.0
1.92,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.2344306564345,-16.125478622799093,1.0
1.93,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.235647679403215,-16.125534181649922,1.0
1.94,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.236864404398915,-16.125590000836482,1.0
1.95,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.238080827447675,-16.1256460800556,1.0
1.96,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.23929694457554,-16.125702419004096,1.0
1.97,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.24051275180858,-16.125759017378794,1.0
1.98,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.241728245172844,-16.12581587487652,1.0
1.99,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.242943420694395,-16.125872991194093,1.0
2.0,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.24415827439929,-16.12593036602834,1.0
2.01,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.24537280231359,-16.12598799907608,1.0
2.02,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.24658700046334,-16.126045890034142,1.0
2.03,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.24780086487462,-16.126104038599344,1.0
2.04,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.249014391573475,-16.126162444468513,1.0
2.05,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.250227576585964,-16.12622110733847,1.0
2.06,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.25144041593814,-16.126280026906034,1.0
2.07,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.252652905656085,-16.12633920286804,1.0
2.08,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.25386504176583,-16.126398634921298,1.0
2.09,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.255076820293446,-16.126458322762637,1.0
2.1,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.25628823726499,-16.126518266088883,1.0
2.11,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.257499288706526,-16.126578464596854,1.0
2.12,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.258709970644105,-16.126638917983378,1.0
2.13,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.25992027910378,-16.126699625945275,1.0
2.14,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.261130210111624,-16.12676058817937,1.0
2.15,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.26233975969369,-16.12682180438248,1.0
2.16,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.26354892387603,-16.126883274251437,1.0
2.17,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.26475769868471,-16.12694499748306,1.0
2.18,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.26596608014579,-16.127006973774172,1.0
2.19,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.267174064285314,-16.1270692028216,1.0
2.2,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.26838164712935,-16.127131684322162,1.0
2.21,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.269588824703966,-16.12719441797268,1.0
2.22,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.27079559303521,-16.127257403469983,1.0
2.23,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.27200194814914,-16.12732064051089,1.0
2.24,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.273207886071816,-16.12738412879223,1.0
2.25,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.274413402829296,-16.12744786801082,1.0
2.26,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.275618494447635,-16.12751185786348,1.0
2.27,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.2768231569529,-16.127576098047044,1.0
2.28,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.27802738637114,-16.127640588258327,1.0
2.29,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.27923117872843,-16.127705328194157,1.0
2.3,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.28043453005081,-16.127770317551352,1.0
2.31,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.28163743636434,-16.12783555602674,1.0
2.32,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.28283989369509,-16.12790104331714,1.0
2.33,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.28404189806911,-16.12796677911938,1.0
2.34,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.285243445512464,-16.12803276313028,1.0
2.35,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.286444532051206,-16.12809899504666,1.0
2.36,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.287645153711395,-16.12816547456535,1.0
2.37,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.288845306519086,-16.12823220138317,1.0
2.38,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.29004498650034,-16.128299175196943,1.0
2.39,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.29124418968122,-16.12836639570349,1.0
2.4,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.292442912087786,-16.128433862599643,1.0
2.41,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.29364114974609,-16.128501575582213,1.0
2.42,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.29483889868219,-16.12856953434803,1.0
2.43,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.29603615492214,-16.12863773859392,1.0
2.44,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.297232914492014,-16.128706188016697,1.0
2.45,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.298429177219006,-16.128774881581677,1.0
2.46,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.29962495162621,-16.128843816580677,1.0
2.47,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.30082023502108,-16.128912992463917,1.0
2.48,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.30201502376991,-16.128982408862743,1.0
2.49,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.30320931423903,-16.129052065408498,1.0
2.5,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.304403102794716,-16.12912196173253,1.0
2.51,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.30559638580329,-16.12919209746618,1.0
2.52,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.30678915963106,-16.129262472240793,1.0
2.53,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.307981420644325,-16.129333085687712,1.0
2.54,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.309173165209394,-16.12940393743828,1.0
2.55,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.31036438969257,-16.129475027123842,1.0
2.56,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.31155509046017,-16.129546354375744,1.0
2.57,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.31274526387849,-16.129617918825325,1.0
2.58,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.31393490631383,-16.129689720103933,1.0
2.59,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.315124014132515,-16.12976175784291,1.0
2.6,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.316312583700835,-16.1298340316736,1.0
2.61,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.31750061138511,-16.12990654122735,1.0
2.62,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.31868809355162,-16.129979286135498,1.0
2.63,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.3198750265667,-16.13005226602939,1.0
2.64,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.321061406796645,-16.130125480540375,1.0
2.65,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.32224723060775,-16.13019892929979,1.0
2.66,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.323432494366344,-16.13027261193898,1.0
2.67,0.1,0.26,-60.0,-1.0,30.0,0.0,-62.32461719443871,-16.130346528089294,1.0
