Time,anti_inflammatory__A,bacterial_infection__B,inflammation__I,pro_inflammatory__P,alpha_1,rho_1,beta_1,mu_1,K_B,alpha_2,beta_2,mu_2,alpha_3,beta_3,rho_2,mu_3,g,alpha_4,beta_4,gamma,BALB_c_Mouse,reaction_for_A,reaction_For_I,reaction_for_B,reaction_For_P
39.2,1.4453900472977812,0.2687697989556523,0.2833749544898855,0.7039359092062567,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.24208955445344987,0.0359737122422048,0.020843829018938442,-0.03337647587945821
39.55,1.3636584096295825,0.2758627515270539,0.2963954923523782,0.6931705896310018,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.22518479506468353,0.03844566428755247,0.019676511312115896,-0.028203424557833146
39.9,1.2876026980488362,0.28253627051231317,0.31029885165399795,0.6841501864147089,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.20963365916431786,0.04101654026491908,0.01844908481130425,-0.02340156859580344
40.25,1.2167710818481325,0.28877314920542907,0.3251192276184799,0.6767488205116178,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.19531311194697018,0.04368575548114628,0.0171853489181667,-0.018948166688111105
40.6,1.1507529781848467,0.2945644555494136,0.3408903861988245,0.6708482604221638,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.18211008944269108,0.046451931414889014,0.015907804374948098,-0.014822091505558362
40.95,1.0891755783994206,0.2999093857090435,0.357646287941625,0.6663374617395388,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.16992112548845567,0.04931130792295091,0.014637453347294382,-0.011003516452758572
41.3,1.0317007416051076,0.3048139729709565,0.37541906614260656,0.6631120568333063,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.1586518760667027,0.05226139785697248,0.013394818973651246,-0.007474027484338994
41.65,0.9780218283902959,0.3092911356895787,0.39423947479521254,0.6610739106007631,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.14821655603846573,0.055299226403987545,0.012198288378831634,-0.00421636158903093
42.0,0.9278606633328683,0.313359996943463,0.4141376831790692,0.6601307543716299,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.13853755802831622,0.058419164176117255,0.011064196990056674,-0.00121425169459944
42.35,0.880964927199,0.31704483777858977,0.4351414670205682,0.6601958061386125,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.12954483757642465,0.0616155702896688,0.010006515858119402,0.001547425297896983
42.7,0.8371057681291714,0.3203744826924251,0.45727638054260533,0.6611874251813978,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.12117546733702703,0.06488131306772782,0.009036387676256363,0.004082727829711093
43.05,0.7960751747152902,0.32338124713471833,0.4805652165698148,0.6630286969799196,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.11337310653821894,0.0682077807854109,0.008162590017223192,0.006404620725907584
43.4,0.7576836712164047,0.3261000713583245,0.5050274822067213,0.6656470381105032,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.10608746416505055,0.07158479036974519,0.007391702663756883,0.008524974370603552
43.75,0.7217583385414046,0.3285677801689359,0.5306788294720504,0.6689738213193678,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.09927378299692252,0.0750004613108547,0.006728151194552501,0.010454581617716438
44.1,0.6881410507742791,0.33082239637460603,0.5575304389710032,0.6729440161520193,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.09289234663676645,0.07844110146579497,0.006174324722815316,0.012203187034430414
44.45,0.6566864587760735,0.3329023808023946,0.5855882997130103,0.6774957568988494,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.08690792746663005,0.0818915660113857,0.005731171820358871,0.013779538471183204
44.8,0.6272613069403762,0.3348463767885773,0.6148528672225403,0.6825701868848847,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.08128947296005008,0.08533429975422013,0.005397649057816811,0.015191472236556175
45.15,0.5997426581333536,0.33669254832625056,0.6453182530961402,0.6881110620944012,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.07600958612750469,0.08874995543435837,0.00517147050686495,0.016445995910661537
45.5,0.5740163132672575,0.33847803863527964,0.6769713124859621,0.6940643895334797,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.07104401439571265,0.09211827159699659,0.005049675159907174,0.01754939447556947
45.85,0.5499766023497479,0.3402389158642446,0.7097917669695109,0.7003784146796007,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.06637146092958776,0.09541674205979012,0.005028247318790036,0.018507388908255
46.2,0.5275241072839976,0.34200943763953306,0.7437513111011357,0.7070031535667269,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0619729348783257,0.09862279250983474,0.005103620602817105,0.019325289893194313
46.55,0.506565917880363,0.3438225883414202,0.7788137264347584,0.7138904861025943,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.05783159091156061,0.1017128359428996,0.005271123887108375,0.020008223969914335
46.9,0.48701441667665346,0.34570957324692314,0.8149343695080062,0.7209939902350451,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.05393232489513139,0.10466356648707753,0.005525897218955134,0.020561257568464004
47.25,0.46878718135500247,0.34770006539996207,0.8520602276253633,0.7282690588355091,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.05026157864407653,0.10745186834019449,0.005862069421922245,0.0209895625222627
47.6,0.45180639216346924,0.3498216466595824,0.8901301626390992,0.7356729701531162,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.046807134445147294,0.11005510015195685,0.006273847960739154,0.021298483781448732
47.95,0.43599833389175646,0.35209988795028413,0.929075245612428,0.7431649080317809,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.04355786244685127,0.1124516754431556,0.0067553926163856914,0.021493703602541672
48.3,0.42129309492845307,0.35455811725418485,0.9688194505334242,0.7507061420446262,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.04050356400988396,0.11462125398773981,0.007301235080635515,0.021581296150218768
48.65,0.40762419507631653,0.3572177564904763,1.0092804375586397,0.7582601568212307,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.037634743410069504,0.11654542353726016,0.007905631209485064,0.021567850822939688
49.0,0.3949283252081977,0.3600981541102155,1.050369884469602,0.7657928045523649,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.03494244318152717,0.11820853949439292,0.008562628394121918,0.021460445452716595
49.35,0.3831451351140438,0.36321671324549365,1.0919943939534018,0.7732724905660585,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.03241809649624598,0.11959825436993543,0.00926570863429299,0.02126664415442571
49.7,0.3722172475044746,0.3665885247926053,1.1340563546585414,0.7806703551107317,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.030053500101885483,0.12070545875996108,0.01000832424798348,0.020994377069960213
50.05,0.3620900897682042,0.3702263785698714,1.176455366717137,0.7879603622069413,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.02784073889784769,0.121524268607065,0.010784054820057065,0.020651904814138415
50.4,0.3527118741397984,0.37414064624488413,1.2190893929738578,0.7951194425232583,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.025772153838031484,0.12205194094235705,0.011586693259639569,0.020247678193956245
50.75,0.3440335194288612,0.37833955745497416,1.2618566625076644,0.8021274849979021,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.023840317598179173,0.12228837694036543,0.012410207334774492,0.019790324131863032
51.099999999999994,0.336008491951163,0.38282924694560316,1.304656108342412,0.8089673870064993,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.02203793768149391,0.12223683823917397,0.013248191910292806,0.019288457452520766
51.45,0.32859275827024564,0.3876137550822303,1.3473887355993748,0.8156250587489023,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.020357859321228508,0.12190357528820739,0.014093970611149587,0.0187505338695272
51.8,0.3217446946357201,0.39269480645220683,1.3899575950561396,0.8220892984643924,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.018793033248118804,0.12129820018125326,0.014940518210717846,0.018184650263104327
52.15,0.3154251324518672,0.398071541362015,1.4322690834475227,0.828351654140718,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.01733660381530483,0.12043261770237512,0.01578120980910136,0.017598410022763078
52.5,0.30959725649434855,0.40374062482981365,1.474233675837367,0.8344063198014746,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.01598189619833057,0.11932084806373922,0.01660947733810969,0.0169987897628951
52.849999999999994,0.30422664332867627,0.40969632989172244,1.5157672855517652,0.8402497613582317,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.014722519378366813,0.11797766040715241,0.017419485779585075,0.01639218160704583
53.2,0.29928104421237106,0.41593114270700937,1.556791796702394,0.8458805613116425,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.013552289694039155,0.11641887725606559,0.018205064813626715,0.015784362553373392
53.55,0.2947303663606635,0.4224355648131471,1.597235560999196,0.8512991860327259,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.012465299909050223,0.11466060662374655,0.01896030839288676,0.015180410795621282
53.9,0.29054644273843677,0.4291984047006468,1.63703271249727,0.856507721446443,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.011455838117246597,0.11271995791153211,0.01967871746730332,0.014584681412820204
54.25,0.2867030589092857,0.43620587058634813,1.6761224533619965,0.8615096538937477,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.010518487101717516,0.11061437869295121,0.02035431745265137,0.014000625876178674
54.599999999999994,0.2831758168862788,0.44344198842127996,1.7144495002311506,0.8663095921984773,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.009648123346180135,0.10836126981749827,0.020981405955369348,0.013430895770808061
54.95,0.2799421296339276,0.4508881243954286,1.7519634959722508,0.8709129623248573,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.008839994044227056,0.10597731738238036,0.02155532031423768,0.01287733214727907
55.3,0.2769810150226716,0.45852481439342063,1.788621299622447,0.875325721246896,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.008089666605746781,0.1034778770516589,0.02207143751182583,0.012341374185185223
55.65,0.27427303277043225,0.466330986798522,1.824385385630652,0.8795541830887817,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.007393055755788747,0.10087710527463534,0.022525861168294248,0.011823934640785426
56.0,0.271800090512464,0.474284920992015,1.8592241123339677,0.883604868551361,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.006746349045953948,0.09818826284006898,0.0229145405812039,0.011325575354070853
56.349999999999994,0.2695453203472079,0.4823633120577119,1.893109518282173,0.8874844310882245,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.006145988859305035,0.09542441433506266,0.023233597310249876,0.0108463230664878
56.7,0.26749301943122755,0.4905415391059777,1.926017623004783,0.8911994656573415,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.005588700648990613,0.09259788598700514,0.02347973222376687,0.010385818544554878
57.05,0.2656285926308846,0.49879283761133636,1.9579267278831776,0.8947564771208852,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.00507150416942781,0.08972051043286089,0.023650566824805153,0.00994317017760419
57.4,0.26393852286583014,0.5070897534080364,1.9888195954650514,0.8981616194856732,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.004591746801249269,0.08680241598515437,0.023744903607358814,0.009517382519340235
57.75,0.262410182126494,0.5154048549967467,2.0186831655971975,0.9014206663220407,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.004147009082961631,0.08385276302519151,0.023762002311052743,0.009107463573441436
58.099999999999994,0.26103173873776425,0.5237123198025053,2.0475102461096535,0.9045389133275192,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.003735066408732668,0.08087940537193372,0.023701349317618248,0.008712746224148714
58.45,0.25979207383396746,0.5319859522932486,2.075295581009422,0.9075214830972155,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0033538431478002118,0.07789040705666195,0.023562435232859724,0.0083323186885891
58.8,0.2586807227608163,0.5401993497046848,2.102036183560758,0.9103730955937983,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.003001442917193009,0.07489354968086959,0.023345757733811756,0.007965231370148075
59.15,0.25768783174457865,0.5483245506687876,2.1277288499604636,0.9130982349960077,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0026761385227479506,0.07189704478405501,0.023052732432437995,0.007610160515224763
59.5,0.25680426318187566,0.5563329936268148,2.1523719773392287,0.915701059408997,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.002376448596532771,0.06890808763797618,0.022686260400101355,0.007265658216673139
59.849999999999994,0.2560213429929619,0.5641985096734228,2.175968125288144,0.9181852293655395,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0021009735134568247,0.06593341131454666,0.022249437505948655,0.006930735145613751
60.2,0.2553308701533247,0.5718981908535321,2.1985251042933927,0.9205539060733623,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.001848401463801913,0.06297879458009326,0.021745922055173117,0.006605004688630997
60.55,0.25472500111394947,0.5794114092796501,2.2200536403938758,0.9228101469693576,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0016174185563278404,0.060050523106099485,0.021178876863083063,0.006288213682193053
60.9,0.2541963548775212,0.5867173074706311,2.2405648702887473,0.9249568384278601,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0014068483573620727,0.05715479417996172,0.02055294245506778,0.005979928778757235
61.25,0.2537379494663692,0.5937950689215218,2.260070010495254,0.9269968697883738,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.001215592457346773,0.05429821588285755,0.0198732155447221,0.005679442966964897
61.599999999999994,0.2533432755778241,0.6006248083253881,2.2785815201837254,0.9289330144868698,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0010426695265359914,0.05148689851755539,0.01914552215357812,0.00538601186701769
61.95,0.2530060982397561,0.6071907159128841,2.2961161390463505,0.9307678030095391,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0008870647838947893,0.04872682361050673,0.018375372587509875,0.005099416536610883
62.3,0.25272051643584575,0.613480122628659,2.3126938430221293,0.9325036054147384,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.00074777877936473,0.04602360326668031,0.017568480826429145,0.004819763822008348
62.65,0.252480895354073,0.6194834594027456,2.3283378293920456,0.9341427422171749,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0006237982528425057,0.043382718124522546,0.016730743072367105,0.0045473977047395045
63.0,0.25228206120798125,0.6251906799688751,2.343070528614617,0.935687672108449,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0005142524618910599,0.04080910947283156,0.015869090970465405,0.004282232667488027
63.349999999999994,0.2521191729903708,0.6305933207585186,2.3569155164500453,0.9371409256483965,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0004183095556470895,0.038307454654802786,0.014990565923204136,0.004024108932555358
63.7,0.251987729859735,0.6356842666443211,2.369896490647407,0.9385050844859659,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0003351673085713047,0.035882386401358435,0.014101765465437288,0.0037727700303891096
64.05,0.25188336362581215,0.6404615387563429,2.382041542191981,0.9397826427908541,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0002638943881352884,0.03353867264914445,0.013208143997824329,0.003528530022030116
64.4,0.2518019834229511,0.6449257745241129,2.393380555837938,0.9409761192850461,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.00020355152914300345,0.03128076002173308,0.01231478532225272,0.003291828132615311
64.75,0.251739854959921,0.6490796104653114,2.4039457760291265,0.9420880756767593,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.0001532834000686073,0.02911172568890641,0.011427742631120896,0.003063152943619571
65.1,0.2516935901209833,0.6529262735528175,2.413768835026481,0.9431213103164672,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-0.00011228334107286908,0.027034333581680725,0.010552414033423552,0.0028426692797198713
65.45,0.25166014295343037,0.6564700993801557,2.4228819614828527,0.9440787225523951,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-7.981730004691379e-05,0.025050415699158224,0.009694324737636317,0.002630423767180083
65.8,0.2516367619120213,0.6597160334167365,2.431316512715355,0.9449632817018532,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-5.519083298803629e-05,0.02316152461739107,0.008858370335228405,0.002426297782553981
66.15,0.2516208074922035,0.662672776476169,2.439106223471406,0.9457779531982082,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-3.7595704972553934e-05,0.02136939696572404,0.008047878634399597,0.0022305222014380663
66.5,0.2516098780148533,0.6653504439628746,2.4462851668159895,0.9465257170635621,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-2.6238791700342046e-05,0.01967531597320349,0.00726568766840785,0.0020433492486759824
66.85,0.25160179872190025,0.6677611772160423,2.4528891209179764,0.9472095166083625,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-2.0352037429102743e-05,0.018079621705339832,0.006514766334219324,0.0018652025661263852
67.19999999999999,0.2515948121486408,0.6699169272842598,2.4589531500569475,0.9478324833014937,0.27,0.2,0.01,0.12,1.0,0.11,0.135,0.25,1.05,2.0,0.45,0.0174,0.9,1.5,5.0,0.01,1.0,-1.9304547746040734e-05,0.01658122819172192,0.005797981371657435,0.0016961875907817447
