Time,species_0,species_1,species_2,species_3,species_4,species_5,parameter_0,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,compartment_0,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9
0.1,1.0236671808605706,2.154233654352444,6.271790458382969,3.20369805900305,8.232186831356309,9.312019880701166,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453516739775,8.031455680282647,8.031434465029307,5.663584950830791,5.663539617063826,5.663580878326799,0.0,0.0,8.0314521946554,5.66358852210465
0.11,1.0236672038540804,2.1542338371034773,6.2717902881339755,3.2036985010388515,8.232186425243068,9.312019808216643,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145351006524,8.031455659709508,8.031435513119595,5.663584582467624,5.663541699564917,5.663581195635072,0.0,0.0,8.031452102157807,5.663588364090288
0.12,1.0236672266183922,2.1542340108404794,6.271790127730686,3.203698921577421,8.232186034778442,9.312019739736227,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453510819833,8.031455639341438,8.031436506393796,5.663584232018816,5.66354369392981,5.663581490746668,0.0,0.0,8.031452014847522,5.6635882152030135
0.13,1.0236672491530932,2.154234175565677,6.271789977171097,3.2036993206218374,8.232185659960756,9.312019675258748,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453518998035,8.031455619178812,8.031437444864515,5.663583899481803,5.663545600169269,5.66358176367008,0.0,0.0,8.031451932723183,5.663588075440947
0.14,1.023667271458183,2.1542343312790706,6.271789836455208,3.2036996981721013,8.232185300790013,9.312019614784203,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453534599839,8.031455599221625,8.031438328531749,5.663583584856582,5.66354741828324,5.663582014405332,0.0,0.0,8.031451855784784,5.663587944804088
0.15,1.023667293533662,2.15423447798066,6.271789705583021,3.203700054228212,8.232184957266213,9.312019558312596,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453557625255,8.031455579469881,8.031439157395484,5.6635832881431565,5.663549148271682,5.663582242952416,0.0,0.0,8.03145178403233,5.663587823292438
0.16,1.0236673153795302,2.154234615670446,6.271789584554534,3.2037003887901694,8.232184629389355,9.312019505843923,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453588074282,8.031455559923579,8.031439931455717,5.663583009341526,5.66355079013456,5.663582449311353,0.0,0.0,8.03145171746582,5.663587710905997
0.17,1.0236673369770493,2.1542347444930474,6.271789473232187,3.20370070209616,8.23218431701369,9.3120194573053,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145362565186,8.031455540599483,8.03144065154795,5.6635827482532,5.663552344759843,5.663582633981872,0.0,0.0,8.031451655998167,5.663587607516244
0.18,1.023667357985708,2.1542348670765468,6.271789369116212,3.2037009984745666,8.232184017490564,9.31201941137219,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453664996139,8.031455521802261,8.031441332855305,5.663582501271195,5.663553828284778,5.663582806045601,0.0,0.0,8.03145159804677,5.663587510787704
0.19,1.0236673782787082,2.1542349843995816,6.27178927127575,3.2037012795371824,8.232183729833679,9.312019367551372,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145370411049,8.031455503645367,8.031441981031637,5.663582267052348,5.663555246718492,5.663582968884281,0.0,0.0,8.031451543022309,5.663587419850697
0.2,1.023667397856049,2.1542350964621524,6.271789179710802,3.203701545284007,8.232183454043037,9.312019325842844,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453742994906,8.031455486128799,8.03144259607694,5.6635820455966615,5.663556600060958,5.663583122497917,0.0,0.0,8.031451490924782,5.663587334705223
0.21,1.0236674167177313,2.154235203264259,6.271789094421366,3.2037017957150415,8.23218319011864,9.312019286246603,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453781649393,8.031455469252556,8.031443177991216,5.663581836904132,5.663557888312149,5.663583266886541,0.0,0.0,8.031451441754191,5.663587255351281
0.22,1.0236674348637549,2.1542353048059013,6.271789015407443,3.203702030830285,8.232182938060483,9.312019248762654,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453820073953,8.03145545301664,8.031443726774455,5.663581640974763,5.663559111472059,5.663583402050111,0.0,0.0,8.031451395510535,5.6635871817888725
0.23,1.0236674522941192,2.15423540108708,6.271788942669034,3.203702250629737,8.232182697868568,9.312019213390993,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145385826858,8.03145543742105,8.031444242426659,5.663581457808553,5.663560269540658,5.663583527988674,0.0,0.0,8.031451352193812,5.6635871140179965
0.24,1.0236674690271366,2.1542354924081253,6.271788875867513,3.203702455874562,8.232182468982936,9.312019179999455,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453896069513,8.031455422449405,8.031444726797,5.6635812867711985,5.663561365657473,5.6635836454049935,0.0,0.0,8.0314513116304,5.663587051725071
0.25,1.023667485143023,2.1542355800846327,6.271788813519538,3.2037026498990198,8.232182248950709,9.312019148009082,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453932759373,8.031455408029927,8.031445187985755,5.663581125084151,5.66356241357514,5.663583757377623,0.0,0.0,8.031451273059744,5.663586993536454
0.26,1.0236675006511842,2.1542356642708715,6.271788755451171,3.203702833094092,8.23218203748425,9.312019117351984,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031453968254036,8.031455394154204,8.03144562694278,5.66358097242159,5.663563414906333,5.6635838642675616,0.0,0.0,8.031451236392654,5.6635869392910685
0.27,1.0236675155516202,2.154235744966841,6.271788701662412,3.203703005459779,8.232181834583564,9.312019088028157,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454002553502,8.031455380822234,8.031446043668069,5.663580828783518,5.663564369651029,5.663583966074843,0.0,0.0,8.03145120162913,5.663586888988916
0.28,1.0236675298443316,2.154235822172542,6.271788652153259,3.2037031669960796,8.232181640248646,9.312019060037608,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454035657777,8.031455368034019,8.031446438161625,5.663580694169934,5.663565277809228,5.663584062799409,0.0,0.0,8.031451168769177,5.663586842629996
0.29,1.0236675435293174,2.1542358958879744,6.271788606923714,3.2037033177029954,8.2321814544795,9.312019033380334,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454067566854,8.031455355789559,8.031446810423446,5.663580568580837,5.66356613938091,5.663584154441292,0.0,0.0,8.031451137812791,5.663586800214307
0.3,1.0236675566065785,2.1542359661131374,6.271788565973776,3.203703457580526,8.232181277276126,9.312019008056332,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454098280737,8.031455344088851,8.031447160453528,5.663580452016229,5.663566954366063,5.663584241000522,0.0,0.0,8.031451108759972,5.6635867617418505
0.31,1.0236675691350132,2.154236033158644,6.271788528916286,3.2037035876047164,8.23218110787656,9.31201898394305,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454127943569,8.031455332879199,8.031447490243933,5.663580343662737,5.6635677269312605,5.6635843229617455,0.0,0.0,8.03145108143684,5.663586726855782
0.32,1.0236675812478222,2.154236097726954,6.271788494875668,3.2037037099829324,8.232180944557605,9.312018960763314,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454156881324,8.031455322041422,8.031447804299775,5.66358024168089,5.663568466499324,5.663584401421182,0.0,0.0,8.031451055450148,5.663586694749089
0.33,1.0236675929500902,2.15423615984488,6.271788463818502,3.203703824799426,8.232180787253483,9.31201893850655,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145418510645,8.031455311570971,8.031448102793012,5.663580146000479,5.663569173429925,5.663584476420629,0.0,0.0,8.031451030784892,5.663586665390965
0.34,1.023667604241817,2.1542362195124225,6.271788435744788,3.203703932054197,8.232180635964198,9.312018917172757,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145421261894,8.031455301467847,8.031448385723644,5.6635800566215035,5.663569847723048,5.663584547960108,0.0,0.0,8.03145100744107,5.663586638781413
0.35,1.0236676151230026,2.1542362767295806,6.271788410654526,3.2037040317472454,8.232180490689748,9.31201889676193,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0314542394188,8.03145529173205,8.031448653091665,5.663579973543963,5.663570489378691,5.663584616039644,0.0,0.0,8.03145098541868,5.6635866149204315
0.36,1.023667625593647,2.154236331496355,6.271788388547716,3.203704123878572,8.232180351430134,9.312018877274076,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454265506028,8.031455282363579,8.031448904897083,5.663579896767858,5.663571098396846,5.663584680659198,0.0,0.0,8.031450964717722,5.66358659380802
0.37,1.0236676356537502,2.1542363838127447,6.271788369424359,3.203704208448176,8.232180218185354,9.312018858709191,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454290880625,8.031455273362434,8.031449141139886,5.663579826293187,5.663571674777518,5.663584741818781,0.0,0.0,8.0314509453382,5.663586575444181
0.38,1.0236676453536333,2.1542364340370845,6.271788352854544,3.2037042865101104,8.232180090141075,9.312018840925438,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454315570583,8.031455264683592,8.031449364082153,5.663579761241575,5.663572222992956,5.66358480012579,0.0,0.0,8.031450927082071,5.663586559432327
0.39,1.023667654751356,2.154236482582807,6.27178833834226,3.203704359280507,8.232179966357737,9.312018823759168,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454339608207,8.031455256275102,8.031449576333772,5.663579700599578,5.663572748203129,5.663584856281012,0.0,0.0,8.031450909720842,5.663586545314895
0.4,1.0236676638469908,2.1542365294504324,6.271788325886884,3.203704426760893,8.232179846834164,9.312018807210176,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454362993534,8.031455248136902,8.031449777898027,5.663579644365923,5.663573250414508,5.6635849102853175,0.0,0.0,8.03145089325423,5.663586533091312
0.41,1.0236676726405378,2.15423657463996,6.271788315488413,3.20370448895127,8.232179731570353,9.312018791278463,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454385726567,8.031455240268992,8.031449968774917,5.663579592540609,5.663573729627099,5.663584962138707,0.0,0.0,8.03145087768223,5.663586522761574
0.42,1.0236676811319971,2.1542366181513906,6.27178830714685,3.203704545851636,8.232179620566306,9.312018775964026,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454407807301,8.031455232671371,8.03145014896444,5.663579545123637,5.663574185840889,5.663585011841211,0.0,0.0,8.031450863004844,5.663586514325684
0.43,1.0236676893213685,2.154236659984724,6.271788300862195,3.2037045974619924,8.232179513822022,9.312018761266868,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145442923574,8.03145522534404,8.031450318466598,5.663579502115006,5.6635746190558836,5.663585059392784,0.0,0.0,8.031450849222074,5.663586507783641
0.44,1.023667697209735,2.154236700146865,6.271788296626064,3.203704643803434,8.232179411320958,9.3120187471844,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145445001331,8.031455218286027,8.03145047732519,5.663579463497139,5.663575029362367,5.663585104803383,0.0,0.0,8.031450836330208,5.663586503127724
0.45,1.023667704854826,2.15423673900609,6.271788293991452,3.2037046860009513,8.232179312180854,9.312018733578645,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145447021595,8.031455211445682,8.031450627876186,5.6635794283325405,5.663575421575623,5.663585148601863,0.0,0.0,8.031450824131529,5.663586499946136
0.46,1.0236677122894515,2.1542367767717,6.271788292704317,3.2037047246939014,8.232179215900299,9.31201872037119,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454489886826,8.031455204793648,8.031450771447169,5.663579396088416,5.66357579843229,5.663585191088778,0.0,0.0,8.031450812513668,5.663586498004844
0.47,1.0236677195136115,2.154236813443693,6.271788292764659,3.2037047598822848,8.232179122479296,9.312018707562034,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145450902594,8.031455198329928,8.031450908038131,5.663579366764763,5.663576159932355,5.663585232264147,0.0,0.0,8.031450801476625,5.663586497303852
0.48,1.0236677265273058,2.154236849022069,6.271788294172477,3.203704791566101,8.232179031917845,9.312018695151178,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454527633288,8.031455192054516,8.031451037649076,5.663579340361582,5.663576506075825,5.663585272127954,0.0,0.0,8.031450791020399,5.663586497843157
0.49,1.0236677333305342,2.1542368835068295,6.271788296927773,3.2037048197453513,8.232178944215946,9.312018683138618,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454545708872,8.031455185967417,8.031451160280003,5.663579316878875,5.66357683686269,5.663585310680229,0.0,0.0,8.03145078114499,5.6635864996227605
0.5,1.0236677399232972,2.154236916897973,6.2717883010305435,3.2037048444200336,8.232178859373597,9.312018671524358,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145456325269,8.03145518006863,8.031451275930916,5.663579296316639,5.663577152292955,5.663585347920942,0.0,0.0,8.031450771850398,5.66358650264266
0.51,1.0236677463055945,2.1542369491955005,6.271788306480792,3.203704865590149,8.2321787773908,9.312018660308398,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454580264748,8.031455174358152,8.031451384601809,5.663579278674876,5.66357745236662,5.663585383850094,0.0,0.0,8.031450763136625,5.663586506902859
0.52,1.0236677524774263,2.154236980399412,6.271788313278517,3.2037048832556976,8.232178698267553,9.312018649490735,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145459674504,8.031455168835988,8.031451486292687,5.663579263953586,5.663577737083683,5.663585418467713,0.0,0.0,8.031450755003668,5.663586512403356
0.53,1.0236677584387923,2.1542370105097066,6.271788321423719,3.2037048974166793,8.23217862200386,9.312018639071372,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454612693567,8.031455163502134,8.031451581003543,5.6635792521527675,5.663578006444139,5.663585451773773,0.0,0.0,8.031450747451528,5.6635865191441495
0.54,1.0236677641896927,2.1542370395263855,6.2717883309163955,3.2037049080730933,8.232178548599716,9.312018629050307,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145462811033,8.031455158356591,8.031451668734388,5.663579243272422,5.663578260447989,5.663585483768286,0.0,0.0,8.031450740480206,5.66358652712524
0.55,1.0236677697301275,2.1542370674494475,6.27178834175655,3.203704915224941,8.232178478055124,9.31201861942754,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145464299533,8.031455153399358,8.031451749485212,5.6635792373125495,5.663578499095236,5.663585514451253,0.0,0.0,8.0314507340897,5.663586536346629
0.56,1.0236677750835497,2.154237094475155,6.271788353712662,3.203704919436546,8.232178409934328,9.312018610126355,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454657331665,8.031455148609457,8.031451824486469,5.663579233802878,5.663578724779532,5.663585544154432,0.0,0.0,8.031450728173075,5.663586546594724
0.57,1.0236677802973229,2.1542371209998663,6.271788366317168,3.2037049218475757,8.232178343357303,9.31201860099181,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0314546710852,8.0314551439445,8.031451896223112,5.663579231793687,5.663578942334944,5.663585573547887,0.0,0.0,8.031450722514355,5.663586557438162
0.58,1.023667785372803,2.1542371470349244,6.271788379556685,3.203704922490652,8.232178278298859,9.312018592019475,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454684254962,8.031455139403281,8.03145196476626,5.66357923125779,5.663579151899845,5.66358560265074,0.0,0.0,8.031450717107365,5.6635865688646
0.59,1.0236677903099898,2.154237172580331,6.271788393431214,3.203704921365776,8.232178214759,9.312018583209348,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454696840951,8.0314551349858,8.031452030115917,5.663579232195187,5.663579353474225,5.6635856314630395,0.0,0.0,8.031450711952104,5.663586580874037
0.6,1.0236677951088835,2.1542371976360855,6.271788407940754,3.2037049184729454,8.232178152737722,9.312018574561428,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454708843164,8.031455130692052,8.03145209227208,5.663579234605879,5.663579547058087,5.663585659984769,0.0,0.0,8.031450707048567,5.663586593466472
0.61,1.0236677997694843,2.154237222202188,6.271788423085306,3.203704913812162,8.232178092235026,9.312018566075716,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454720261603,8.03145512652204,8.031452151234749,5.6635792384898656,5.663579732651438,5.663585688215928,0.0,0.0,8.03145070239676,5.663586606641907
0.62,1.0236678042917917,2.154237246278638,6.27178843886487,3.203704907383425,8.232178033250912,9.312018557752213,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.031454731096268,8.031455122475766,8.031452207003925,5.6635792438471455,5.66357991025427,5.6635857161565175,0.0,0.0,8.03145069799668,5.66358662040034
0.63,1.0236678086758062,2.1542372698654364,6.271788455279444,3.2037048991867345,8.232177975785383,9.312018549590915,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8.5,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03145474134716,8.031455118553225,8.031452259579611,5.663579250677722,5.663580079866578,5.663585743806553,0.0,0.0,8.031450693848326,5.663586634741772
