Time,T,N,D,L,a,b,c_1,c_2,d_1,d_2,d_3,e,f_1,f_2,g,h,i,j,k,s_1,s_2,u,r_1,g_1,h_1,compartment,Growth_of_tumor_cell,Impact_on_the_growth_of_tumor_cell_by_dendritic_cell__natural_killer_cell__CD8__cell,Production_of_Natural_killer_cell,Removal_of_natural_killer_cell,Formation_of_Dendritic_cell,Impact_on_the_formation_of_dendritic_cell,Formation_of_cytotoxic_CD8__T_cell,Removal_of_cytotoxic_CD8__T_cell
22.0,345.905460099299,185690.460464514,764.6158647063917,908.9645170124153,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,149.08413424674978,224.8675946297946,13000.0,7798.851977550083,480.0,523.135177069109,2644.8480248048777,2779.748777011359
23.0,275.36738414890556,190788.36297508946,725.1476976673084,782.0453087757911,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,118.6826333791599,183.92062671431722,13000.0,8004.0839859706375,480.0,516.0328923891145,1996.8202462824813,2115.9742755021243
24.0,215.41683636618697,195684.77594940443,692.1161756180888,670.2248633440025,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,92.84422246726947,147.56763087983035,13000.0,8201.864747408252,480.0,510.23089785204417,1490.9347694951296,1595.6381876457892
25.0,165.7137678926439,200387.0525621269,664.317483425457,572.2020112383011,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,71.42237712674034,116.24461813985299,13000.0,8392.387877380443,480.0,505.5340161867187,1100.8655325539148,1192.4196662986612
26.0,125.44060570509852,204902.3579815334,640.7446745663963,486.70249192719075,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,54.064753890931044,89.97490840016921,13000.0,8575.837551111501,480.0,501.74808505377143,803.7540007992499,883.4024167188096
27.0,93.49673532554833,209237.67441793325,620.576229781402,412.5117906246952,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,40.297011167379424,68.48029716387485,13000.0,8752.396417083879,480.0,498.6982537588823,580.2185150519841,649.1426497916162
28.0,68.65959889956444,213399.80040840775,603.1526539649078,348.4808669932212,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,29.592243035770224,51.28834033209419,13000.0,8922.249627268442,480.0,496.23584013444724,414.1221929643836,473.44034822871805
29.0,49.706166577259104,217395.34734372035,587.9497547387059,293.52500033874867,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,21.423334687054766,37.82499419175919,13000.0,9085.586440648172,480.0,494.2386234292852,292.2472844810075,343.0125716763787
30.0,35.49535391859404,221230.73518003238,574.5533718669855,246.62256980493106,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,15.298485755258847,27.487236143168918,13000.0,9242.600420599922,480.0,492.6081979587277,203.9397527954022,247.13773374202086
31.0,25.01630971281263,224912.1883960475,562.6373460212145,206.8197111903042,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,10.782023633155264,19.694580268462346,13000.0,9393.488805980443,480.0,491.26634339792105,140.7511010406163,177.3050778025398
32.0,17.409819797276864,228445.73283417156,551.9451759109737,173.22826802021766,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,7.5036294978058855,13.921459161247293,13000.0,9538.451432867345,480.0,490.1514260792191,96.09266050586331,126.85829335193655
33.0,11.97028588564617,231837.1937413925,542.2750503319759,145.02749792087874,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,5.159191876586215,9.713873928835676,13000.0,9677.68942379911,480.0,489.2151701216078,64.91187381126917,90.67261739200273
34.0,8.13514708203535,235092.19516651146,533.467895357372,121.46934973087811,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,3.5062477733897697,6.694316350395288,13000.0,9811.403830389247,480.0,488.4199888138726,43.398397922760644,64.86668948849497
35.0,5.467402398414326,238216.16069228575,525.3978316067211,101.87753241173742,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.356450154141093,4.558825585768164,13000.0,9939.794317164407,480.0,487.73674829294066,28.72561364648273,46.541705953122054
36.0,3.6353407643061795,241214.31543659783,517.9646478450621,85.64753112710831,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.5668317458134629,3.069356252039062,13000.0,10063.05797356152,480.0,487.1429460769939,18.829779987806493,33.56264593684788
37.0,2.3924657531332323,244091.68913747734,511.0879461357229,72.24524266863335,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.031152686066575,2.0440730845681894,13000.0,10181.388310634828,480.0,486.6212627689633,12.227604079689193,24.3770143800784
38.0,1.559058586887506,246853.12016367857,504.70256174203706,61.20407228899249,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.6719542282152469,1.3470928965787636,13000.0,10294.97443871185,480.0,486.15836981293495,7.868608627080445,17.868620241805562
39.0,1.0063936241959093,249503.26024065152,498.7550601857398,52.12101260039307,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.4337556425557593,0.8789001559447327,13000.0,10404.00044534174,480.0,485.7439984319272,5.019439126063755,13.242830087416202
40.0,0.6437649757526976,252046.57971012557,493.2010595175959,44.65179238109282,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.27746270067334194,0.5679402860475539,13000.0,10508.644950094022,480.0,485.37020488115917,3.175055681215499,9.938505219163064
41.0,0.40822487917066114,254487.37315453173,488.0032021517365,38.50543971579315,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.1759449213639504,0.3636297634403077,13000.0,10609.080815781019,480.0,485.03080157769523,1.9921504823328835,7.561877988518903
42.0,0.25670684572101193,256829.76524282017,483.1296262218442,33.43853302668927,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.11064064988942812,0.2307681168879093,13000.0,10705.474989484492,480.0,484.720922191524,1.2402268242178114,5.83783922530062
43.0,0.16013557047636734,259077.71668146862,478.5528161841486,29.249342007149092,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.06901843063547929,0.14521458457358488,13000.0,10797.988446960779,480.0,484.43669276621114,0.766333282227208,4.574636559109571
44.0,0.09912681767127794,261235.03017954776,474.24873937388077,25.772126473271438,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.04272365832441999,0.09063884676857593,13000.0,10886.776216680037,480.0,484.17498637397273,0.47010768318748086,3.638675826621891
45.0,0.06090913989827114,263305.3563588935,470.1961945492001,22.87175129478244,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.02625183926145706,0.056134962986947215,13000.0,10971.987462321064,480.0,483.93324120583503,0.28639245793431944,2.936746206767945
46.0,0.03716123263805906,265292.1995597903,466.3763171641487,20.438747600037914,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.016016491254087776,0.03450685707195049,13000.0,11053.765606724946,480.0,483.7093266099424,0.17331118819018146,2.4036033713905733
47.0,0.022518495119053926,267198.9235075886,462.77219995372735,18.384900724478058,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.00970547139156965,0.021060295285259652,13000.0,11132.24848386129,480.0,483.5014448154655,0.10420933525891857,1.9933582673940922
48.0,0.013556560570439555,269028.7568179794,459.3685979564157,16.639398863686544,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.005842877604140606,0.012765511532599558,13000.0,11207.568508440649,480.0,483.3080586571279,0.062274582223540466,1.673533868130674
49.0,0.008110265467861175,270784.7983269384,456.1516958875636,15.1455404034684,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.003495524416032979,0.007686860331394583,13000.0,11279.852855660929,480.0,483.1278383438226,0.03699511347263219,1.4209739546771858
50.0,0.004822873671224835,272470.02223827183,453.1089215291217,13.857971668294379,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.0020786585520803594,0.004599534949811976,13000.0,11349.223645551048,480.0,482.9596218478948,0.02185287087839881,1.2190285796511664
51.0,0.002851460862832572,274087.2830861612,450.2287935546055,12.74040600610063,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.0012289796318047932,0.0027355540763763764,13000.0,11415.7981280973,480.0,482.8023851048551,0.012838097841412833,1.0556152428637782
52.0,0.0016765666159570755,275639.32051332,447.50079543757744,11.763766135584993,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.0007226002114512104,0.0016175238886252186,13000.0,11479.688866545137,480.0,482.6552192602919,0.007502648942448787,0.9218794978804741
53.0,0.0009805353461621261,277128.76386750693,444.9152694346262,10.904688543493792,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.0004226107341868842,0.0009511156141941064,13000.0,11541.003917158938,480.0,482.5173130014656,0.004362551477278968,0.8112657695558141
54.0,0.0005705424181543225,278558.13662052265,442.46332629074493,10.14433057567337,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.0002459037822214685,0.0005562781382108254,13000.0,11599.847004352925,480.0,482.38793858742787,0.002524440961265267,0.7188693108520742
55.0,0.00033035760974142335,279929.86061467533,440.1367674850944,9.467425829555493,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,0.00014238412979753273,0.00032368421178436216,13000.0,11656.317690545817,480.0,482.2664406037116,0.0014540253046569243,0.640981400463743
56.0,0.00019038740017708576,281246.2601421838,437.928017655567,8.861540130313326,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,8.205696947598495e-05,0.0001874186112832288,13000.0,11710.511540389656,480.0,482.1522267542695,0.0008337597674614831,0.5747679146256885
57.0,0.00010922732868840062,282509.56586324004,435.8300654215063,8.316487523421362,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,4.707697866458908e-05,0.00010800702952271763,13000.0,11762.520279223643,480.0,482.0447602046905,0.0004760455380808202,0.5180404201411668
58.0,6.239398327016285e-05,283721.9185684984,433.836411237432,7.823872704769873,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.689180678940378e-05,6.196164793633163e-05,13000.0,11812.431945733546,480.0,481.943553130857,0.00027068781784735823,0.4690918293206169
59.0,3.549350302424083e-05,284885.37279179116,431.9410212029245,7.376732595682613,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.5297699803436017e-05,3.539208873521826e-05,13000.0,11860.331038882417,480.0,481.8481612190024,0.00015331099942359676,0.4265773983931179
60.0,2.0110487170284788e-05,286001.9002787416,430.13828597510286,6.969255272358919,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,8.667619970388961e-06,2.013161045637449e-05,13000.0,11906.298659230837,480.0,481.7581789350845,8.650290481550596e-05,0.38942779887877876
61.0,1.135099321235567e-05,287073.3933167834,428.42298408715675,6.596559075277442,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,4.8922780745240885e-06,1.140548227684168e-05,13000.0,11950.412644794136,480.0,481.6732354239904,4.863026384390478e-05,0.35678504812863454
62.0,6.38336472848466e-06,288101.6679319906,426.79024909803394,6.254518435169986,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,2.751230197976507e-06,6.4369795168008326e-06,13000.0,11992.747701604172,480.0,481.5929909318994,2.724357822553572e-05,0.3279548578028356
63.0,3.577126676390703e-06,289088.4669579212,425.2355400933766,5.939625979006741,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,1.5417415975242734e-06,3.619525471291129e-06,13000.0,12033.375529151384,480.0,481.5171336695189,1.5211213942174258e-05,0.30237087181443556
64.0,1.9977889304446957e-06,290035.46298150363,423.75461513093245,5.648882844067105,0.431,2.17e-08,3.5e-06,1e-07,1e-06,4e-06,0.0001,0.0412,1e-08,0.01,0.024,3.42e-10,0.02,1e-07,1e-07,13000.0,480.0,1.8e-08,0.0,0.0,0.0,1.0,8.610470290216266e-07,2.028089516588471e-06,13000.0,12072.36494088594,480.0,481.4453770497977,8.465722793334292e-06,0.2795675859852907
