data_set_T,data_set_H1,data_set_H2,data_set_H3,data_set_H4,data_set_S1,data_set_S1_SLOW,data_set_S2,data_set_S3,data_set_S4,data_set_V1,data_set_V2,data_set_V3,data_set_V4
3180.0,0.39450622,0.48195112,0.99473399,0.13741195,0.92535836,0.99499369,0.016755521,1.6989654e-05,0.33159328,-19.844835,-54.566475,-75.531609,-31.602602
3190.0,0.38268489,0.49281621,0.99496478,0.1351645,0.92528802,0.99498862,0.017829092,1.698497e-05,0.32520553,-20.289963,-54.374069,-75.523499,-31.62348
3200.0,0.37158591,0.50292283,0.99517345,0.13300347,0.92521322,0.99498326,0.018985508,1.7014845e-05,0.31652427,-20.701395,-54.179005,-75.51181,-31.648561
3210.0,0.36113021,0.51230937,0.99536198,0.13092737,0.92513406,0.99497759,0.020233633,1.7069522e-05,0.30631724,-21.084061,-53.980743,-75.497658,-31.67655
3220.0,0.35125199,0.52101099,0.9955321,0.12893423,0.92505044,0.99497151,0.021584736,1.714171e-05,0.29517353,-21.442015,-53.778641,-75.481903,-31.706425
3230.0,0.34189597,0.52905941,0.99568552,0.1270218,0.92496234,0.99496514,0.023052774,1.7225868e-05,0.28354707,-21.778633,-53.571934,-75.465202,-31.737379
3240.0,0.33301511,0.53648311,0.9958238,0.12518758,0.92486954,0.99495846,0.024655031,1.7317716e-05,0.27178741,-22.096764,-53.35968,-75.44809,-31.768761
3250.0,0.32456911,0.54330742,0.99594837,0.1234289,0.92477196,0.99495137,0.026413145,1.7413902e-05,0.26016203,-22.398838,-53.140728,-75.430962,-31.800045
3260.0,0.31652305,0.54955435,0.99606049,0.12174301,0.92466933,0.99494392,0.028354684,1.7511771e-05,0.24887365,-22.68697,-52.913601,-75.414146,-31.830793
3270.0,0.30884665,0.55524236,0.99616146,0.12012708,0.92456132,0.99493611,0.03051552,1.7609213e-05,0.23807368,-22.963037,-52.676392,-75.397896,-31.860645
3280.0,0.30151334,0.56038612,0.9962523,0.11857826,0.92444766,0.99492788,0.032943558,1.770454e-05,0.2278737,-23.228752,-52.426559,-75.382408,-31.88928
3290.0,0.29449973,0.56499577,0.99633396,0.11709366,0.92432779,0.99491918,0.03570481,1.779641e-05,0.21835551,-23.485741,-52.160587,-75.367828,-31.916412
3300.0,0.28778529,0.569076,0.99640745,0.11567036,0.92420101,0.99490994,0.038893808,1.788374e-05,0.20958053,-23.735634,-51.873463,-75.354279,-31.941761
3310.0,0.28135186,0.57262415,0.99647355,0.11430546,0.92406636,0.99490017,0.042652473,1.7965636e-05,0.20159979,-23.980204,-51.557648,-75.341858,-31.965025
3320.0,0.27518359,0.57562733,0.99653298,0.11299599,0.92392242,0.99488974,0.047207195,1.8041314e-05,0.19446591,-24.221601,-51.20116,-75.330681,-31.985823
3330.0,0.26926681,0.57805663,0.9965865,0.11173891,0.92376679,0.99487847,0.052948806,1.8109984e-05,0.18825148,-24.462816,-50.783474,-75.320877,-32.003613
3340.0,0.26359046,0.57985634,0.99663466,0.110531,0.92359501,0.99486595,0.060628925,1.8170678e-05,0.1830837,-24.708803,-50.265728,-75.312645,-32.017452
3350.0,0.25814673,0.58091879,0.99667805,0.10936856,0.92339778,0.99485165,0.071938761,1.8221892e-05,0.17922737,-24.969662,-49.563309,-75.306412,-32.025433
3360.0,0.2529346,0.58102179,0.99671727,0.10824674,0.92314917,0.99483365,0.091778569,1.8260645e-05,0.17734304,-25.2728,-48.447853,-75.303131,-32.022617
3370.0,0.2479742,0.57963097,0.99675286,0.10715668,0.92273307,0.99480367,0.14348681,1.8279068e-05,0.17969094,-25.739902,-46.019943,-75.305977,-31.989923
3380.0,0.2434714,0.57535261,0.99678576,0.10606071,0.91981423,0.9945907,0.61242074,1.8238223e-05,0.2060419,-28.312746,-35.587776,-75.339828,-31.714197
3390.0,0.24088953,0.56691384,0.99682409,0.1046594,0.84076929,0.98863506,0.92051899,1.7565368e-05,0.63882893,-37.518131,-27.261049,-75.784325,-30.441158
3400.0,0.24735482,0.55737722,0.99688131,0.10308225,0.47562921,0.95303136,0.92244315,1.5886157e-05,0.74413002,-55.060143,-25.639271,-76.01487,-30.90863
3410.0,0.29663822,0.54702336,0.99692434,0.102282,0.21458712,0.90669483,0.92366844,1.5782492e-05,0.39024687,-64.555275,-24.425295,-75.521591,-33.963051
3420.0,0.36248758,0.53635585,0.99693811,0.10360397,0.096653208,0.86251992,0.92373526,1.7503629e-05,0.17548794,-65.72364,-23.995613,-74.99157,-38.256912
3430.0,0.42370081,0.52574033,0.99693,0.10869128,0.043659102,0.82050955,0.92409569,1.9932577e-05,0.078851834,-65.675758,-23.901531,-74.60717,-41.843773
3440.0,0.4778814,0.51534086,0.99690753,0.11808811,0.019868763,0.78056586,0.92402714,2.241217e-05,0.035430402,-65.475998,-23.963505,-74.315674,-43.978718
3450.0,0.52561808,0.50522327,0.99687493,0.13020302,0.0092016449,0.74259084,0.92399776,2.4745741e-05,0.015919901,-65.263206,-24.091185,-74.073944,-44.835854
3460.0,0.56773305,0.49540713,0.99683452,0.14274077,0.0044304938,0.70649022,0.92388368,2.6944026e-05,0.0071532708,-65.056725,-24.246,-73.856606,-44.844139
3470.0,0.60496414,0.48589253,0.99678767,0.15407139,0.0023082283,0.6721741,0.92379892,2.9080957e-05,0.0032141709,-64.858856,-24.410545,-73.65023,-44.337601
3480.0,0.63794392,0.4766714,0.99673498,0.16340114,0.0013761771,0.639557,0.92367458,3.123291e-05,0.0014442197,-64.669693,-24.577261,-73.448112,-43.515476
3490.0,0.66721243,0.46773288,0.99667698,0.17050934,0.00097908592,0.60855728,0.92356646,3.3461001e-05,0.00064892962,-64.488785,-24.742884,-73.247009,-42.497318
3500.0,0.69323194,0.45906526,0.99661392,0.17551197,0.00082259829,0.57909751,0.9234364,3.5810364e-05,0.00029158319,-64.31575,-24.906122,-73.045433,-41.375725
3510.0,0.71639943,0.45065713,0.99654585,0.17871213,0.00077446131,0.55110359,0.92331386,3.8314211e-05,0.00013102069,-64.150146,-25.066523,-72.842773,-40.248516
3520.0,0.73705691,0.44249743,0.99647307,0.1804992,0.00077523518,0.52450532,0.9231773,4.0998075e-05,5.8904348e-05,-63.991615,-25.224024,-72.63884,-39.223217
3530.0,0.75550026,0.4345758,0.99639553,0.18127024,0.00079818233,0.49923551,0.92304307,4.3883017e-05,2.6665026e-05,-63.839775,-25.378716,-72.43364,-38.392227
3540.0,0.77198589,0.42688251,0.99631339,0.181374,0.00083125482,0.47523037,0.92289871,4.6987723e-05,1.2739091e-05,-63.694313,-25.530758,-72.227303,-37.800323
3550.0,0.78673691,0.41940835,0.99622667,0.18108337,0.00086900179,0.45242903,0.92275345,5.0329782e-05,7.5647818e-06,-63.554901,-25.680325,-72.020004,-37.43642
3560.0,0.79994792,0.41214475,0.99613541,0.18059316,0.00090893736,0.4307735,0.92259997,5.3926437e-05,6.4294004e-06,-63.421265,-25.827602,-71.811928,-37.253788
3570.0,0.8117891,0.4050836,0.99603969,0.180032,0.00094990706,0.41020852,0.92244363,5.7795001e-05,6.6258153e-06,-63.293114,-25.972767,-71.603287,-37.196873
3580.0,0.82240975,0.39821729,0.99593949,0.17947876,0.00099135679,0.39068148,0.92227983,6.1953084e-05,6.7839833e-06,-63.170208,-26.115988,-71.394295,-37.217739
3590.0,0.83194101,0.39153865,0.99583489,0.17897764,0.0010330026,0.3721422,0.92211175,6.6418645e-05,6.5136305e-06,-63.052296,-26.257431,-71.185173,-37.281044
3600.0,0.84049851,0.38504094,0.99572587,0.17854968,0.0010746842,0.35454288,0.92193651,7.1209972e-05,5.9083823e-06,-62.939159,-26.397253,-70.976128,-37.362972
3610.0,0.84818423,0.37871778,0.99561244,0.17820114,0.0011162978,0.33783799,0.92175579,7.6345612e-05,5.1710567e-06,-62.830574,-26.535603,-70.76738,-37.448467
3620.0,0.85508847,0.37256312,0.99549472,0.17792915,0.0011577674,0.32198405,0.9215678,8.1844351e-05,4.4544977e-06,-62.726341,-26.672623,-70.559143,-37.528645
3630.0,0.86129135,0.36657125,0.99537259,0.17772563,0.0011990312,0.30693972,0.92137337,8.7725086e-05,3.8361536e-06,-62.626263,-26.808451,-70.351631,-37.598789
3640.0,0.86686391,0.36073679,0.99524617,0.17757997,0.0012400362,0.29266554,0.92117125,9.4006755e-05,3.3393096e-06,-62.530155,-26.943222,-70.14505,-37.656952
3650.0,0.8718695,0.35505459,0.99511546,0.17748094,0.0012807356,0.27912393,0.92096168,0.0001007082,2.9583855e-06,-62.437836,-27.077065,-69.93959,-37.702961
3660.0,0.87636441,0.34951982,0.99498045,0.17741771,0.0013210877,0.26627907,0.92074376,0.00010784804,2.6761827e-06,-62.349136,-27.210106,-69.735451,-37.73772
3670.0,0.88039899,0.34412783,0.99484128,0.17738073,0.0013610561,0.25409687,0.92051739,0.00011544454,2.4731146e-06,-62.263878,-27.34247,-69.532814,-37.762722
3680.0,0.88401836,0.33887428,0.99469787,0.17736195,0.0014006093,0.24254477,0.92028183,0.00012351545,2.3312368e-06,-62.181908,-27.474277,-69.331863,-37.779682
3690.0,0.8872627,0.33375499,0.99455035,0.17735495,0.0014397213,0.23159181,0.92003673,0.00013207782,2.2355277e-06,-62.103058,-27.60565,-69.132767,-37.790348
3700.0,0.89016813,0.32876599,0.99439865,0.17735487,0.001478372,0.22120845,0.91978133,0.00014114792,2.1739395e-06,-62.027176,-27.736704,-68.935692,-37.796303
3710.0,0.89276713,0.32390353,0.99424297,0.17735821,0.0015165472,0.21136661,0.91951519,0.00015074092,2.137012e-06,-61.954094,-27.867558,-68.740784,-37.798931
3720.0,0.89508873,0.31916404,0.99408329,0.17736262,0.0015542394,0.2020395,0.91923451,0.00016087088,2.1174105e-06,-61.883671,-27.998333,-68.548203,-37.799355
3730.0,0.89715916,0.31454405,0.99391961,0.17736663,0.0015914481,0.19320166,0.91894144,0.00017155049,2.1095152e-06,-61.815735,-28.129148,-68.35807,-37.798443
3740.0,0.89900196,0.31004038,0.99375206,0.17736943,0.0016281804,0.18482882,0.91863424,0.00018279087,2.109088e-06,-61.750134,-28.260122,-68.170532,-37.796844
3750.0,0.90063828,0.30564991,0.99358076,0.17737071,0.0016644513,0.17689791,0.91831386,0.00019460144,2.1130068e-06,-61.686695,-28.391376,-67.985703,-37.795002
3760.0,0.90208727,0.30136967,0.9934057,0.17737044,0.0017002854,0.169387,0.91797662,0.00020698976,2.1190483e-06,-61.625263,-28.523039,-67.803703,-37.793209
3770.0,0.90336615,0.29719689,0.99322701,0.17736879,0.0017357161,0.1622752,0.91762549,0.00021996129,2.1257033e-06,-61.565651,-28.655231,-67.624634,-37.79163
3780.0,0.90449023,0.29312894,0.99304479,0.17736602,0.001770789,0.1555427,0.91725308,0.00023351925,2.1320177e-06,-61.507698,-28.78809,-67.448593,-37.790348
3790.0,0.90547359,0.2891632,0.99285907,0.17736243,0.0018055593,0.14917068,0.91686755,0.00024766446,2.1374526e-06,-61.451191,-28.921743,-67.275673,-37.789383
3800.0,0.90632868,0.2852973,0.99267006,0.1773583,0.0018400982,0.14314127,0.91645265,0.00026239516,2.1417688e-06,-61.395962,-29.056332,-67.105965,-37.788715
3810.0,0.9070667,0.28152898,0.99247777,0.17735386,0.0018744875,0.13743755,0.91602963,0.00027770677,2.14493e-06,-61.341751,-29.191999,-66.939537,-37.788307
3820.0,0.90769774,0.27785602,0.99228239,0.17734933,0.0019088322,0.13204351,0.9155612,0.00029359185,2.1470273e-06,-61.288406,-29.328896,-66.776482,-37.788105
3830.0,0.90823066,0.27427638,0.99208403,0.17734486,0.0019432459,0.12694395,0.91510004,0.0003100397,2.1482219e-06,-61.235569,-29.467178,-66.616852,-37.788063
3840.0,0.90867352,0.2707881,0.99188274,0.17734055,0.0019778812,0.1221246,0.91455913,0.00032703645,2.1487058e-06,-61.18314,-29.607006,-66.460732,-37.788128
3850.0,0.9090333,0.26738936,0.99167877,0.17733647,0.0020128898,0.11757195,0.9140659,0.00034456447,2.1486753e-06,-61.130558,-29.748554,-66.308167,-37.788258
3860.0,0.90931606,0.26407844,0.99147218,0.17733265,0.0020484978,0.11327336,0.91341585,0.00036260253,2.1483154e-06,-61.077911,-29.891998,-66.159248,-37.788414
3870.0,0.90952712,0.26085368,0.99126321,0.17732908,0.002084899,0.10921695,0.91291267,0.00038112505,2.1477924e-06,-61.024181,-30.037531,-66.014015,-37.788559
3880.0,0.90967083,0.25771356,0.99105191,0.17732574,0.0021224448,0.10539173,0.91207254,0.00040010244,2.1472531e-06,-60.969963,-30.18535,-65.872566,-37.78867
3890.0,0.90975088,0.25465667,0.99083847,0.17732257,0.0021613939,0.10178737,0.91144252,0.00041949961,2.1468259e-06,-60.913589,-30.335665,-65.734947,-37.788719
3900.0,0.90977013,0.25168172,0.99062312,0.17731953,0.0022021879,0.098394535,0.91080326,0.00043927666,2.1466255e-06,-60.854931,-30.488695,-65.601242,-37.788685
3910.0,0.90973043,0.24878748,0.99040598,0.1773165,0.0022453724,0.095204718,0.90990788,0.00045938767,2.1467602e-06,-60.793839,-30.64468,-65.471565,-37.78854
3920.0,0.9096328,0.24597286,0.99018735,0.17731342,0.0022915637,0.092210338,0.90883976,0.00047977964,2.1473379e-06,-60.729286,-30.803864,-65.346016,-37.788261
3930.0,0.90947747,0.24323684,0.98996729,0.17731014,0.0023414188,0.089404739,0.90836924,0.000500391,2.1484746e-06,-60.658512,-30.966505,-65.224686,-37.787815
3940.0,0.90926278,0.24057855,0.98974615,0.17730652,0.0023962976,0.086782843,0.90662181,0.00052115321,2.150306e-06,-60.584408,-31.132879,-65.107819,-37.787167
3950.0,0.90898681,0.23799723,0.98952407,0.17730239,0.0024570862,0.084340334,0.90607727,0.00054198218,2.1529963e-06,-60.499645,-31.303278,-64.995491,-37.786266
3960.0,0.90864486,0.23549223,0.98930138,0.17729755,0.0025259468,0.082075328,0.90496057,0.00056278362,2.1567607e-06,-60.406002,-31.478006,-64.888046,-37.785046
3970.0,0.9082303,0.23306301,0.9890784,0.17729171,0.0026053176,0.079987906,0.90380806,0.00058344268,2.161886e-06,-60.299126,-31.657387,-64.785782,-37.783417
3980.0,0.90773338,0.23070917,0.98885536,0.17728452,0.0026989374,0.078081571,0.90244764,0.00060382101,2.1687727e-06,-60.174938,-31.841764,-64.68914,-37.781254
3990.0,0.90713942,0.22843046,0.98863274,0.17727552,0.0028123746,0.076364666,0.90121305,0.00062374567,2.1780015e-06,-60.025867,-32.031517,-64.598717,-37.778366
4000.0,0.90642637,0.22622676,0.98841089,0.17726408,0.002954954,0.074853808,0.89953405,0.00064299558,2.1904566e-06,-59.842415,-32.227074,-64.515419,-37.774448
4010.0,0.90555948,0.22409815,0.98819041,0.17724924,0.0031428547,0.073580012,0.89759523,0.00066127174,2.2075651e-06,-59.60516,-32.428959,-64.440582,-37.769005
4020.0,0.90448052,0.2220449,0.98797196,0.17722954,0.003408181,0.07260406,0.89545774,0.00067814434,2.2318261e-06,-59.276684,-32.637936,-64.376411,-37.761112
4030.0,0.90307945,0.22006761,0.98775655,0.17720246,0.0038268862,0.07206025,0.89316475,0.00069293234,2.26815e-06,-58.770321,-32.85537,-64.327042,-37.748833
4040.0,0.90110582,0.21816744,0.98754579,0.177163,0.0046432689,0.072331801,0.89079165,0.0007043673,2.3281796e-06,-57.817787,-33.084789,-64.301987,-37.727051
4050.0,0.8977018,0.21634746,0.98734289,0.17709747,0.0075751846,0.075629078,0.88809884,0.00070913328,2.4527719e-06,-54.800915,-33.343498,-64.337364,-37.673252
4060.0,0.8725245,0.21526334,0.98734683,0.17645507,0.91901577,0.98542231,0.76735109,0.00055270724,6.1418134e-05,-8.6029911,-43.012287,-72.469261,-34.890781
4070.0,0.80163497,0.22788107,0.98814029,0.17398772,0.92588902,0.99500054,0.36582583,0.00026165592,0.0040746769,-6.6030822,-54.846195,-74.983231,-33.452034
4080.0,0.73328692,0.25252089,0.98892963,0.17134716,0.9257642,0.99497491,0.16888702,0.00012864122,0.0092363069,-6.9542365,-56.637638,-75.028816,-33.406174
4090.0,0.67516172,0.27802786,0.98964965,0.16875708,0.9258374,0.99501538,0.080262713,6.8836678e-05,0.012925861,-8.302928,-56.712841,-75.031998,-33.23077
4100.0,0.62769514,0.30220756,0.99030572,0.16611254,0.92581016,0.99501914,0.040862791,4.1941879e-05,0.02192476,-9.9269094,-56.563694,-75.042694,-32.86055
4110.0,0.58884555,0.32486433,0.99090493,0.16336873,0.92579842,0.9950211,0.023576733,2.9779167e-05,0.044558309,-11.506701,-56.384369,-75.074303,-32.472054
4120.0,0.55647367,0.34606063,0.99145454,0.16055244,0.9257713,0.99502099,0.016198954,2.4138069e-05,0.086189263,-12.929749,-56.20092,-75.136749,-32.162022
4130.0,0.52892071,0.36588612,0.99196106,0.15771033,0.92574579,0.99501991,0.013265518,2.1327845e-05,0.14215124,-14.173977,-56.016937,-75.224251,-31.941608
4140.0,0.50500095,0.38442782,0.9924292,0.15488195,0.92571145,0.99501806,0.012336597,1.9747669e-05,0.20041829,-15.2524,-55.832874,-75.317055,-31.792267
4150.0,0.48388085,0.40176651,0.99286139,0.15209521,0.92567414,0.99501568,0.012324871,1.8747913e-05,0.25058329,-16.188581,-55.648628,-75.397255,-31.694353
4160.0,0.46497035,0.41797668,0.99325913,0.14936863,0.92563045,0.99501282,0.012747281,1.8074214e-05,0.28810856,-17.006605,-55.464008,-75.457199,-31.633167
4170.0,0.44784391,0.43312687,0.99362373,0.14671423,0.92558259,0.99500954,0.01339068,1.7616843e-05,0.31306204,-17.727602,-55.278774,-75.497223,-31.59841
4180.0,0.43218812,0.44728014,0.99395669,0.14413959,0.92552942,0.99500585,0.014162604,1.7315408e-05,0.32752728,-18.368999,-55.092663,-75.520927,-31.582853
4190.0,0.4177669,0.46049452,0.99425983,0.14164923,0.9254719,0.99500179,0.015024746,1.7128707e-05,0.33392724,-18.944809,-54.90538,-75.532265,-31.581358
4200.0,0.40439862,0.47282344,0.99453515,0.1392455,0.92540967,0.99499738,0.015963364,1.7026226e-05,0.33436158,-19.4662,-54.716599,-75.534538,-31.590191
4210.0,0.3919408,0.48431596,0.99478477,0.13692921,0.92534298,0.99499261,0.016976178,1.6985196e-05,0.3304781,-19.942089,-54.525951,-75.530258,-31.606592
4220.0,0.38027966,0.49501714,0.99501067,0.13470015,0.92527187,0.99498755,0.018066665,1.698879e-05,0.32353041,-20.379625,-54.333023,-75.521278,-31.628485
4230.0,0.36932287,0.50496823,0.99521494,0.13255724,0.92519635,0.99498206,0.019241672,1.7024629e-05,0.31446925,-20.784595,-54.137333,-75.508987,-31.65428
4240.0,0.35899442,0.51420707,0.99539942,0.13049887,0.92511636,0.99497634,0.020510567,1.7083548e-05,0.30402014,-21.161722,-53.938316,-75.494438,-31.682743
4250.0,0.34923097,0.5227679,0.99556589,0.12852301,0.9250319,0.9949702,0.021885155,1.7158682e-05,0.29274043,-21.5149,-53.735306,-75.478432,-31.712908
4260.0,0.33997914,0.53068179,0.99571598,0.12662733,0.92494291,0.99496377,0.023380028,1.7244787e-05,0.28105977,-21.847385,-53.527508,-75.461601,-31.744001
4270.0,0.33119345,0.53797662,0.99585128,0.12480931,0.92484915,0.99495697,0.025013292,1.7337807e-05,0.26930869,-22.161928,-53.313946,-75.44445,-31.775404
4280.0,0.32283476,0.54467702,0.99597311,0.12306626,0.92475057,0.99494982,0.02680769,1.743455e-05,0.25773966,-22.460886,-53.093395,-75.427368,-31.806608
4290.0,0.31486931,0.55080426,0.99608278,0.12139541,0.92464685,0.99494231,0.028792311,1.7532488e-05,0.24654353,-22.746317,-52.864315,-75.410652,-31.837196
4300.0,0.30726761,0.55637598,0.99618149,0.11979393,0.92453772,0.99493438,0.031005204,1.7629607e-05,0.23586237,-23.020056,-52.624672,-75.394554,-31.866814
4310.0,0.30000377,0.56140602,0.9962703,0.11825893,0.9244228,0.9949261,0.03349749,1.7724306e-05,0.22580068,-23.283791,-52.371754,-75.379242,-31.895155
4320.0,0.29305506,0.56590348,0.99635017,0.11678754,0.92430151,0.99491727,0.036340155,1.7815299e-05,0.21643513,-23.539139,-52.101791,-75.364868,-31.921934
4330.0,0.28640148,0.5698716,0.99642205,0.11537685,0.92417318,0.99490798,0.039635763,1.7901548e-05,0.20782411,-23.78775,-51.809338,-75.351547,-31.946869
4340.0,0.28002539,0.5733059,0.99648666,0.11402392,0.92403674,0.99489802,0.043540116,1.7982193e-05,0.20001784,-24.031452,-51.486118,-75.339386,-31.969645
4350.0,0.27391139,0.57619071,0.99654478,0.11272579,0.92389059,0.99488741,0.048305474,1.8056455e-05,0.19307132,-24.27252,-51.118801,-75.328491,-31.989861
4360.0,0.26804632,0.5784927,0.99659711,0.11147939,0.92373198,0.99487591,0.054376092,1.8123528e-05,0.1870649,-24.514231,-50.684109,-75.318993,-32.006912
4370.0,0.26241967,0.5801478,0.9966442,0.11028143,0.92355585,0.99486315,0.062630758,1.8182373e-05,0.18214518,-24.762236,-50.136841,-75.311142,-32.019722
4380.0,0.25702468,0.58103174,0.9966867,0.10912805,0.92335099,0.99484831,0.075133674,1.823128e-05,0.178628,-25.028671,-49.374813,-75.305412,-32.026016
4390.0,0.25186279,0.58088088,0.99672508,0.10801394,0.92308354,0.99482894,0.098335385,1.8266692e-05,0.17734118,-25.349154,-48.104786,-75.303017,-32.019493
4400.0,0.24696504,0.57903606,0.99676001,0.10692825,0.92257392,0.99479222,0.16895945,1.8278399e-05,0.1814453,-25.910988,-45.024952,-75.308334,-31.972284
4410.0,0.24270944,0.5738799,0.99679273,0.10580689,0.91532284,0.9942677,0.82799244,1.8200535e-05,0.23408316,-30.322435,-31.231884,-75.36869,-31.471292
4420.0,0.24074149,0.56495512,0.99683535,0.10431412,0.79008633,0.98453999,0.92085397,1.7198339e-05,0.73146838,-39.926163,-27.060644,-75.921295,-30.331591
4430.0,0.25399742,0.555242,0.99689269,0.10280919,0.40237099,0.94308448,0.92304808,1.568251e-05,0.68196476,-58.609119,-25.265799,-75.951042,-31.346922
4440.0,0.31044421,0.54477596,0.99692959,0.10233023,0.18126941,0.89716905,0.92388898,1.6032011e-05,0.32969859,-65.069839,-24.284428,-75.396729,-34.844223
4450.0,0.37600118,0.53409773,0.99693787,0.10431597,0.081675634,0.85345942,0.92410761,1.7990014e-05,0.14816795,-65.747406,-23.951204,-74.899757,-39.119164
4460.0,0.43573266,0.52351838,0.99692631,0.11034395,0.036933288,0.81189436,0.92414063,2.0464335e-05,0.066576138,-65.637421,-23.905252,-74.539528,-42.419342
4470.0,0.48848268,0.51317525,0.99690139,0.12050305,0.016851479,0.77237505,0.92409003,2.2919341e-05,0.02991458,-65.430786,-23.986496,-74.261497,-44.25222
4480.0,0.53496403,0.50312066,0.996867,0.13288736,0.0078505715,0.73480403,0.92400777,2.5219775e-05,0.013441483,-65.218819,-24.122391,-74.026543,-44.894833
4490.0,0.57598859,0.49336874,0.99682516,0.14527482,0.0038279872,0.6990881,0.92390466,2.7398302e-05,0.0060396465,-65.014091,-24.280317,-73.812355,-44.771534
4500.0,0.61227149,0.48391706,0.996777,0.15622494,0.0020420521,0.66513824,0.92379367,2.9532443e-05,0.0027137874,-64.818115,-24.445786,-73.607285,-44.185272
4510.0,0.64442444,0.47475669,0.99672318,0.16508916,0.0012611481,0.63286978,0.92367476,3.1695974e-05,0.001219383,-64.630737,-24.612455,-73.405571,-43.313316
4520.0,0.67296994,0.46587646,0.99666405,0.17173442,0.00093201769,0.60220206,0.92355216,3.394641e-05,0.000547904,-64.451538,-24.777647,-73.204453,-42.265717
4530.0,0.69835538,0.45726469,0.99659991,0.17632645,0.00080611778,0.57305831,0.92342442,3.6325986e-05,0.00024618974,-64.280106,-24.940304,-73.002678,-41.134312
4540.0,0.72096539,0.44891003,0.99653089,0.17919406,0.0007717745,0.54536527,0.92329329,3.8865957e-05,0.00011062645,-64.116035,-25.10009,-72.799759,-40.019661
4550.0,0.74113154,0.44080156,0.99645704,0.18073417,0.00077879039,0.51905334,0.92315751,4.1590687e-05,4.9757426e-05,-63.95895,-25.256987,-72.595551,-39.028938
4560.0,0.75914079,0.43292904,0.99637854,0.1813374,0.00080457964,0.4940562,0.9230178,4.4520595e-05,2.2630453e-05,-63.808495,-25.411104,-72.390099,-38.24675
4570.0,0.77524215,0.42528287,0.99629545,0.18133774,0.00083895866,0.47031057,0.92287338,4.7674042e-05,1.1116792e-05,-63.664337,-25.562607,-72.183548,-37.705608
4580.0,0.78965223,0.41785395,0.99620777,0.18099114,0.00087731454,0.44775626,0.92272443,5.1068502e-05,7.1011959e-06,-63.526173,-25.711676,-71.976059,-37.384586
4590.0,0.80256021,0.41063386,0.99611557,0.18047714,0.00091753743,0.42633584,0.92257035,5.47212e-05,6.4242936e-06,-63.393715,-25.85849,-71.767853,-37.233067
4600.0,0.81413156,0.40361455,0.99601889,0.17991246,0.00095864251,0.40599465,0.92241126,5.8649508e-05,6.6870575e-06,-63.266697,-26.003229,-71.55912,-37.196182
4610.0,0.82451153,0.39678854,0.9959178,0.17936748,0.0010001517,0.38668057,0.92224663,6.2871099e-05,6.7634523e-06,-63.144867,-26.146061,-71.350082,-37.228546
4620.0,0.83382773,0.39014876,0.99581224,0.17888066,0.001041816,0.36834398,0.92207634,6.7404013e-05,6.4067326e-06,-63.027985,-26.287149,-71.140953,-37.297432
4630.0,0.84219283,0.38368851,0.99570227,0.17846936,0.0010834906,0.35093749,0.92189991,7.2266586e-05,5.7571719e-06,-62.915825,-26.426647,-70.931953,-37.381126
4640.0,0.84970617,0.3774015,0.99558794,0.17813747,0.0011250795,0.33441609,0.92171729,7.7477438e-05,5.0141693e-06,-62.808178,-26.564703,-70.723297,-37.466072
4650.0,0.8564558,0.37128174,0.99546921,0.17788075,0.0011665104,0.31873673,0.92152798,8.3055369e-05,4.3141627e-06,-62.704842,-26.70146,-70.515198,-37.544411
4660.0,0.8625198,0.36532363,0.99534619,0.17769039,0.0012077237,0.30385846,0.92133164,8.9019311e-05,3.7208756e-06,-62.605618,-26.837053,-70.307869,-37.61211
4670.0,0.86796743,0.35952181,0.99521887,0.17755552,0.0012486679,0.28974226,0.92112797,9.5388175e-05,3.249595e-06,-62.510326,-26.971617,-70.101501,-37.667675
4680.0,0.87286055,0.3538712,0.99508727,0.17746492,0.0012892972,0.27635092,0.92091656,0.00010218078,2.8911525e-06,-62.418785,-27.10528,-69.896309,-37.711205
4690.0,0.87725413,0.34836704,0.99495137,0.17740799,0.0013295711,0.26364899,0.92069685,0.00010941568,2.6272946e-06,-62.330826,-27.238169,-69.692474,-37.743763
4700.0,0.88119739,0.3430047,0.9948113,0.17737548,0.0013694542,0.25160265,0.92046851,0.00011711103,2.4385688e-06,-62.246281,-27.370405,-69.490181,-37.766918
4710.0,0.88473421,0.33777988,0.99466705,0.17735967,0.0014089162,0.24017978,0.92023098,0.00012528447,2.3076007e-06,-62.164982,-27.50211,-69.289604,-37.782406
4720.0,0.88790405,0.33268848,0.99451864,0.17735448,0.0014479322,0.22934967,0.91998369,0.00013395288,2.2200161e-06,-62.086773,-27.633404,-69.090919,-37.79195
4730.0,0.89074212,0.32772657,0.99436611,0.17735539,0.0014864834,0.21908312,0.91972607,0.0001431323,2.1643521e-06,-62.011494,-27.764406,-68.894287,-37.797096
4740.0,0.89328009,0.32289043,0.99420953,0.17735912,0.0015245568,0.2093523,0.91945744,0.00015283773,2.1316357e-06,-61.938988,-27.895235,-68.69986,-37.799171
4750.0,0.89554656,0.31817651,0.99404895,0.17736354,0.0015621468,0.20013075,0.91917264,0.00016308291,2.1149269e-06,-61.869106,-28.026009,-68.50779,-37.799248
4760.0,0.89756697,0.31358141,0.9938845,0.17736734,0.0015992539,0.19139321,0.91887891,0.00017388022,2.1089227e-06,-61.801674,-28.156845,-68.318199,-37.798145
