data_set_T,data_set_H1,data_set_H2,data_set_H3,data_set_H4,data_set_S1,data_set_S1_SLOW,data_set_S2,data_set_S3,data_set_S4,data_set_V1,data_set_V2,data_set_V3,data_set_V4
530.0,0.84428459,0.37596956,0.99002874,0.17808251,0.0010957103,0.32972619,0.9216736,7.894048e-05,4.8909656e-06,-62.883362,-26.596733,-70.666954,-37.483036
540.0,0.8515805,0.36988783,0.99025536,0.17784061,0.0011373868,0.31426451,0.92148304,8.4628417e-05,4.1920912e-06,-62.776676,-26.733202,-70.45874,-37.560268
550.0,0.85813481,0.36396646,0.9904505,0.17766342,0.0011788943,0.29959306,0.92128474,9.0708883e-05,3.6140489e-06,-62.674232,-26.86854,-70.251343,-37.625973
560.0,0.86402303,0.35820019,0.99061668,0.17753963,0.0012201803,0.28567344,0.92107946,9.7200951e-05,3.162447e-06,-62.575829,-27.00288,-70.044968,-37.67918
570.0,0.86931235,0.352584,0.99075621,0.17745787,0.001261198,0.27246892,0.92086601,0.00010412355,2.8231877e-06,-62.481289,-27.136349,-69.83979,-37.720333
580.0,0.87406254,0.34711313,0.99087107,0.17740768,0.0013019049,0.25994465,0.92064446,0.00011149535,2.5759996e-06,-62.390423,-27.269072,-69.636024,-37.750698
590.0,0.87832701,0.34178311,0.99096304,0.17738003,0.0013422642,0.24806729,0.92041391,0.00011933455,2.4009182e-06,-62.30307,-27.401171,-69.433838,-37.77195
600.0,0.88215345,0.33658963,0.99103385,0.17736751,0.0013822436,0.23680514,0.92017424,0.00012765879,2.2807237e-06,-62.219051,-27.53277,-69.233414,-37.785881
610.0,0.88558441,0.3315286,0.99108499,0.17736438,0.0014218164,0.22612795,0.9199245,0.00013648496,2.2014312e-06,-62.138206,-27.663984,-69.03492,-37.794201
620.0,0.88865817,0.32659623,0.99111778,0.17736639,0.0014609618,0.21600696,0.91966444,0.00014582902,2.1520059e-06,-62.060375,-27.794935,-68.838516,-37.798439
630.0,0.89140886,0.32178873,0.99113357,0.17737058,0.0014996649,0.20641474,0.91939312,0.00015570584,2.1238689e-06,-61.98539,-27.925741,-68.644356,-37.79987
640.0,0.89386731,0.31710267,0.99113339,0.17737499,0.0015379179,0.19732518,0.91910392,0.000166129,2.1104206e-06,-61.913105,-28.05652,-68.452576,-37.799519
650.0,0.89606118,0.31253469,0.99111837,0.17737851,0.001575719,0.18871343,0.91880924,0.00017711065,2.1066471e-06,-61.84333,-28.187393,-68.263321,-37.798153
660.0,0.8980152,0.3080816,0.9910894,0.17738056,0.0016130764,0.18055581,0.9184891,0.00018866127,2.1088092e-06,-61.77594,-28.31848,-68.076714,-37.796329
670.0,0.89975178,0.30374041,0.99104744,0.17738101,0.0016500026,0.17282982,0.91817224,0.00020078957,2.1141948e-06,-61.710712,-28.449902,-67.892876,-37.794422
680.0,0.90129107,0.29950818,0.99099326,0.17737992,0.0016865263,0.16551405,0.91781169,0.00021350224,2.1209128e-06,-61.64756,-28.581787,-67.711914,-37.79266
690.0,0.90265113,0.29538223,0.99092758,0.17737754,0.0017226748,0.15858814,0.91747713,0.00022680379,2.1277185e-06,-61.58617,-28.714262,-67.533943,-37.791168
700.0,0.90384823,0.29135993,0.99085122,0.17737415,0.0017585049,0.15203276,0.91705668,0.00024069645,2.1338603e-06,-61.526577,-28.84746,-67.359047,-37.789997
710.0,0.90489703,0.28743878,0.99076468,0.17737004,0.0017940563,0.14582954,0.91671616,0.0002551798,2.1389508e-06,-61.46825,-28.981516,-67.187317,-37.789146
720.0,0.90581071,0.28361645,0.99066871,0.1773655,0.0018294285,0.13996109,0.91620183,0.00027025084,2.1428564e-06,-61.411499,-29.116571,-67.018852,-37.788582
730.0,0.90660107,0.27989072,0.99056381,0.17736076,0.0018646671,0.13441089,0.91587079,0.00028590357,2.1456112e-06,-61.35537,-29.252769,-66.853706,-37.788261
740.0,0.90727866,0.27625939,0.99045056,0.17735599,0.0018999333,0.12916332,0.91523921,0.00030212913,2.1473479e-06,-61.300613,-29.390268,-66.691978,-37.788128
750.0,0.90785295,0.27272055,0.99032944,0.17735133,0.0019352771,0.12420358,0.91492152,0.000318915,2.1482497e-06,-61.245712,-29.529219,-66.533714,-37.788132
760.0,0.90833217,0.26927221,0.99020094,0.17734687,0.0019709396,0.1195178,0.91417444,0.00033624584,2.1485164e-06,-61.191914,-29.669796,-66.379013,-37.788227
770.0,0.90872377,0.26591265,0.99006557,0.17734267,0.0020070407,0.11509284,0.91343981,0.00035410194,2.1483427e-06,-61.137985,-29.81217,-66.227921,-37.788368
780.0,0.90903425,0.26264015,0.98992372,0.17733872,0.002043749,0.11091633,0.91301668,0.00037245973,2.1479073e-06,-61.082951,-29.956522,-66.080482,-37.788521
790.0,0.90926903,0.25945315,0.98977578,0.17733502,0.0020814098,0.10697687,0.91220331,0.00039129201,2.1473691e-06,-61.027885,-30.10305,-65.936806,-37.788654
800.0,0.90943283,0.25635013,0.98962229,0.17733155,0.0021202206,0.10326364,0.91171062,0.00041056596,2.1468663e-06,-60.970818,-30.251955,-65.796921,-37.788742
810.0,0.90952933,0.25332975,0.98946357,0.17732824,0.0021606537,0.099766865,0.91078788,0.00043024475,2.1465212e-06,-60.91283,-30.403454,-65.660942,-37.788761
820.0,0.90956157,0.25039077,0.98930001,0.17732503,0.0022030296,0.096477397,0.91022116,0.00045028474,2.1464439e-06,-60.851589,-30.557772,-65.528915,-37.788685
830.0,0.90953147,0.247532,0.98913199,0.17732179,0.0022480278,0.093387209,0.9091633,0.00047063726,2.1467408e-06,-60.788193,-30.715149,-65.400986,-37.788494
840.0,0.90944028,0.24475236,0.98895997,0.17731847,0.0022961409,0.090488963,0.9087472,0.0004912446,2.1475212e-06,-60.719231,-30.875839,-65.277206,-37.788155
850.0,0.90928751,0.24205095,0.98878425,0.17731489,0.0023484591,0.08777675,0.90766495,0.00051204284,2.148907e-06,-60.646461,-31.040108,-65.157784,-37.787636
860.0,0.90907222,0.23942693,0.9886052,0.17731094,0.0024059315,0.085245587,0.90692353,0.00053295563,2.1510421e-06,-60.566181,-31.208237,-65.042824,-37.786896
870.0,0.90879112,0.23687954,0.98842329,0.1773064,0.0024703078,0.082892366,0.90523809,0.00055389648,2.1541086e-06,-60.479424,-31.380518,-64.932632,-37.785885
880.0,0.90843982,0.23440823,0.98823893,0.17730105,0.0025432636,0.080715425,0.9045186,0.00057475991,2.1583428e-06,-60.379246,-31.55727,-64.827362,-37.784527
890.0,0.90801018,0.23201251,0.98805249,0.1772946,0.0026282347,0.078716487,0.90231776,0.00059542485,2.1640706e-06,-60.267803,-31.738819,-64.727531,-37.782719
900.0,0.90749192,0.22969204,0.98786443,0.17728665,0.0027287719,0.07689999,0.90193307,0.00061573565,2.1717472e-06,-60.13208,-31.925524,-64.63343,-37.780312
910.0,0.90686733,0.22744663,0.98767531,0.17727669,0.00285236,0.075277559,0.90008277,0.000635506,2.1820515e-06,-59.971916,-32.117775,-64.545952,-37.777084
920.0,0.906111,0.22527623,0.98748571,0.17726396,0.0030099242,0.07386981,0.89800262,0.00065448572,2.1960307e-06,-59.771145,-32.316029,-64.466049,-37.772675
930.0,0.90518177,0.22318099,0.98729628,0.17724738,0.0032215947,0.072715916,0.89697361,0.00067233056,2.2154211e-06,-59.502506,-32.520882,-64.395233,-37.76646
940.0,0.90400654,0.22116132,0.98710793,0.17722519,0.0035310914,0.071896426,0.89484966,0.00068853673,2.2433835e-06,-59.121696,-32.733238,-64.336403,-37.757252
950.0,0.90244079,0.21921796,0.98692191,0.17719419,0.0040496592,0.0716011,0.89256465,0.00070225872,2.2864908e-06,-58.500446,-32.954952,-64.294952,-37.742371
960.0,0.90011609,0.21735252,0.98674035,0.17714751,0.0052107102,0.072470322,0.89005381,0.00071177463,2.3620619e-06,-57.177017,-33.191711,-64.285179,-37.713749
970.0,0.89527732,0.21557058,0.98656857,0.17706078,0.015271586,0.083761379,0.88676155,0.00071107934,2.5552652e-06,-49.562412,-33.496906,-64.399467,-37.610176
980.0,0.84695739,0.21731856,0.98695707,0.17563072,0.92577982,0.99477929,0.59354687,0.00042185513,0.00064082729,-7.3946133,-49.523872,-74.449478,-33.975925
990.0,0.77546829,0.23637937,0.98783743,0.1730091,0.92585611,0.9949947,0.27445996,0.00020102168,0.0064011789,-6.5473375,-55.978237,-75.018463,-33.410275
1000.0,0.71049428,0.2619549,0.98865485,0.17039537,0.92585111,0.99500829,0.12759629,0.0001013695,0.010443782,-7.3855114,-56.727711,-75.03006,-33.372963
1010.0,0.65647113,0.28704882,0.98939961,0.16779625,0.92585343,0.99501812,0.061855376,5.6577308e-05,0.015210724,-8.8940983,-56.666519,-75.034485,-33.106651
1020.0,0.61245674,0.31067017,0.99007863,0.16511494,0.92582613,0.99502027,0.032749239,3.6413141e-05,0.028275946,-10.524641,-56.499195,-75.051331,-32.711098
1030.0,0.57622737,0.33278269,0.99069947,0.16233884,0.92580938,0.99502122,0.020075956,2.7242297e-05,0.057769358,-12.05316,-56.317371,-75.093811,-32.346157
1040.0,0.545802,0.35346714,0.99126983,0.15950733,0.92577869,0.99502063,0.014765601,2.2905308e-05,0.10584643,-13.410079,-56.133598,-75.167252,-32.070587
1050.0,0.51970834,0.37281319,0.99179602,0.15666604,0.92574829,0.99501926,0.012762433,2.0656711e-05,0.1641755,-14.590641,-55.949581,-75.259277,-31.87899
1060.0,0.49690527,0.3909058,0.99228197,0.15385009,0.92570978,0.99501723,0.012256713,1.9332212e-05,0.22037767,-15.613604,-55.765476,-75.349014,-31.750725
1070.0,0.47666031,0.40782338,0.99272996,0.15108357,0.92566818,0.99501467,0.012442656,1.8469183e-05,0.26609892,-16.503437,-55.581123,-75.422081,-31.667858
1080.0,0.45845181,0.42363814,0.99314147,0.14838231,0.92562079,0.99501169,0.012962953,1.7883451e-05,0.29880881,-17.283339,-55.396317,-75.47435,-31.617466
1090.0,0.44190064,0.4384166,0.99351799,0.14575647,0.92556947,0.99500823,0.013660653,1.7489001e-05,0.31959534,-17.973082,-55.210796,-75.507851,-31.590532
1100.0,0.4267253,0.45221996,0.99386132,0.14321238,0.92551333,0.99500442,0.014468471,1.7233977e-05,0.33080131,-18.588772,-55.024292,-75.526527,-31.580698
1110.0,0.41271198,0.46510446,0.99417359,0.14075367,0.92545307,0.99500024,0.015359467,1.7081487e-05,0.33476955,-19.143299,-54.836502,-75.534164,-31.583406
1120.0,0.39969504,0.47712195,0.99445701,0.13838205,0.92538834,0.99499565,0.016325142,1.7004051e-05,0.33343291,-19.646938,-54.647087,-75.533752,-31.595327
1130.0,0.38754359,0.48831996,0.99471378,0.13609791,0.92531937,0.99499077,0.017365774,1.6981256e-05,0.32828319,-20.107901,-54.455658,-75.527534,-31.613979
1140.0,0.37615255,0.49874216,0.99494612,0.13390069,0.92524612,0.99498558,0.018486254,1.6998069e-05,0.32045171,-20.532789,-54.26178,-75.517181,-31.637487
1150.0,0.36543605,0.50842851,0.99515611,0.13178909,0.92516857,0.99497998,0.019694399,1.7043416e-05,0.31079799,-20.926966,-54.064941,-75.503937,-31.664404
1160.0,0.3553232,0.51741552,0.99534571,0.12976132,0.92508662,0.99497408,0.021000458,1.710908e-05,0.29997972,-21.294823,-53.864548,-75.488754,-31.693605
1170.0,0.34575459,0.52573627,0.99551684,0.12781525,0.92500031,0.99496788,0.022417195,1.7188851e-05,0.28850305,-21.640003,-53.659889,-75.472374,-31.724203
1180.0,0.33667994,0.53342062,0.99567115,0.12594846,0.92490935,0.99496132,0.023960384,1.7277976e-05,0.2767581,-21.965559,-53.450108,-75.455368,-31.755484
1190.0,0.32805628,0.54049534,0.99581021,0.12415835,0.92481375,0.99495441,0.025649671,1.7372746e-05,0.26504442,-22.274082,-53.234142,-75.438194,-31.786873
1200.0,0.31984663,0.54698378,0.9959355,0.1224422,0.92471313,0.99494714,0.027509885,1.7470233e-05,0.25359002,-22.567812,-53.010674,-75.421211,-31.817902
1210.0,0.31201881,0.55290592,0.99604833,0.12079722,0.9246074,0.99493945,0.029573025,1.7568118e-05,0.24256626,-22.848713,-52.777992,-75.404686,-31.848177
1220.0,0.30454478,0.55827808,0.9961499,0.11922055,0.92449617,0.9949314,0.03188134,1.7664546e-05,0.23210011,-23.118559,-52.533855,-75.388855,-31.877363
1230.0,0.29739988,0.56311256,0.99624133,0.11770932,0.92437893,0.99492288,0.034492239,1.7758042e-05,0.2222847,-23.379,-52.275211,-75.373871,-31.905167
1240.0,0.29056242,0.56741631,0.99632365,0.11626061,0.92425513,0.99491388,0.037486523,1.7847426e-05,0.21318878,-23.631653,-51.997768,-75.359871,-31.931305
1250.0,0.28401333,0.57119018,0.99639767,0.11487153,0.92412394,0.99490434,0.040982947,1.7931729e-05,0.20486641,-23.878208,-51.695217,-75.346962,-31.955488
1260.0,0.27773574,0.57442605,0.99646437,0.11353914,0.92398411,0.99489421,0.045165814,1.8010136e-05,0.19736771,-24.120619,-51.357788,-75.335251,-31.977383
1270.0,0.2717151,0.57710272,0.99652433,0.11226043,0.92383373,0.9948833,0.050341982,1.8081873e-05,0.19075389,-24.361435,-50.969303,-75.324844,-31.996525
1280.0,0.26593915,0.57917774,0.9965784,0.11103228,0.92366946,0.99487138,0.057072762,1.8146082e-05,0.18512291,-24.604568,-50.5005,-75.31591,-32.012188
1290.0,0.26039854,0.58056992,0.99662709,0.10985124,0.92348468,0.99485797,0.06653066,1.8201546e-05,0.18066527,-24.857281,-49.891727,-75.308762,-32.022987
1300.0,0.25508872,0.58111793,0.99667102,0.1087131,0.92326319,0.99484193,0.081717141,1.8246101e-05,0.17781802,-25.136797,-48.997803,-75.304039,-32.025734
1310.0,0.25001711,0.58046138,0.99671084,0.10761138,0.92294854,0.99481916,0.1136521,1.827475e-05,0.17785166,-25.502548,-47.345936,-75.303574,-32.01038
1320.0,0.24525192,0.57764369,0.9967472,0.10652897,0.92207748,0.99475652,0.25938386,1.8270193e-05,0.18710043,-26.425362,-42.232475,-75.315941,-31.915314
1330.0,0.2416525,0.57077831,0.99678296,0.10530927,0.8950175,0.99278539,0.91572648,1.8045606e-05,0.37258074,-33.72958,-27.778696,-75.4907,-30.91234
1340.0,0.24145569,0.5615105,0.99683625,0.10371457,0.6520344,0.97226435,0.92165273,1.6519132e-05,0.7906096,-46.037891,-26.470108,-76.041397,-30.397188
1350.0,0.27117246,0.55146724,0.99689126,0.10244676,0.30050778,0.9260065,0.92342788,1.5555188e-05,0.54081583,-62.480816,-24.790154,-75.773956,-32.395699
1360.0,0.33479241,0.54087061,0.99691868,0.10267899,0.13530965,0.88089484,0.9239859,1.6629891e-05,0.24599037,-65.53566,-24.112173,-75.19574,-36.439297
1370.0,0.39871615,0.53020406,0.99692023,0.10599809,0.061023012,0.83798242,0.92409313,1.8876935e-05,0.1105317,-65.734795,-23.911863,-74.754929,-40.493065
1380.0,0.45584273,0.519701,0.99690449,0.11365814,0.027661324,0.79717863,0.92411035,2.1378941e-05,0.049665079,-65.564583,-23.925194,-74.430611,-43.256104
1390.0,0.50619817,0.50946009,0.99687696,0.12491174,0.012693623,0.75838447,0.92403656,2.3780365e-05,0.022315953,-65.352623,-24.032141,-74.171883,-44.602245
1400.0,0.5505901,0.49951586,0.99684072,0.1375228,0.0059903646,0.72150391,0.92395824,2.6028325e-05,0.010027202,-65.14283,-24.17865,-73.946426,-44.919338
1410.0,0.58979982,0.4898746,0.99679738,0.14950341,0.0030000419,0.68644536,0.92384827,2.8181285e-05,0.0045055109,-64.941292,-24.340458,-73.736542,-44.598961
1420.0,0.62450343,0.48053074,0.99674797,0.15973134,0.0016779208,0.65312129,0.9237417,3.0318455e-05,0.0020244559,-64.748489,-24.506849,-73.533165,-43.892216
1430.0,0.65527809,0.47147429,0.99669296,0.16777836,0.0011054788,0.6214487,0.92361999,3.2508065e-05,0.00090964651,-64.564163,-24.673178,-73.331886,-42.944916
1440.0,0.68261725,0.46269366,0.9966327,0.17364091,0.00087009982,0.59134817,0.9235,3.4801615e-05,0.00040873056,-64.387856,-24.837513,-73.130623,-41.855789
1450.0,0.70694405,0.45417732,0.99656737,0.17755735,0.00078641408,0.56274438,0.92337048,3.723679e-05,0.00018365595,-64.21917,-24.999136,-72.928459,-40.718109
1460.0,0.72862256,0.445914,0.99649715,0.17989127,0.0007711224,0.53556544,0.9232403,3.9841907e-05,8.2535793e-05,-64.057693,-25.157858,-72.725075,-39.636822
1470.0,0.74796724,0.43789306,0.99642217,0.18104486,0.00078677211,0.50974292,0.92310292,4.2639604e-05,3.7183308e-05,-63.903076,-25.313719,-72.520401,-38.715027
1480.0,0.76525027,0.43010449,0.99634248,0.18139228,0.00081650144,0.48521158,0.92296314,4.5649369e-05,1.7162572e-05,-63.754959,-25.466858,-72.314522,-38.020557
1490.0,0.78070825,0.42253885,0.99625808,0.18123999,0.00085269823,0.46190941,0.92281699,4.8889142e-05,9.0456078e-06,-63.613033,-25.617449,-72.107605,-37.56472
1500.0,0.79454732,0.41518733,0.99616915,0.18081486,0.00089190446,0.43977717,0.92266721,5.2376239e-05,6.6233401e-06,-63.47699,-25.765671,-71.899834,-37.312374
1510.0,0.80694741,0.40804163,0.99607569,0.18027152,0.00093252951,0.41875848,0.92251128,5.6127912e-05,6.4959841e-06,-63.346558,-25.911707,-71.691406,-37.208904
1520.0,0.81806636,0.40109393,0.9959777,0.17970785,0.00097382214,0.39879963,0.92235076,6.016163e-05,6.7636397e-06,-63.22147,-26.055727,-71.482536,-37.201996
1530.0,0.82804251,0.39433691,0.9958753,0.17918104,0.0010154098,0.37984943,0.92218405,6.4495202e-05,6.679641e-06,-63.101479,-26.197903,-71.273438,-37.250904
1540.0,0.83699793,0.38776359,0.99576843,0.17872073,0.0010570913,0.36185908,0.92201191,6.9146787e-05,6.191483e-06,-62.986351,-26.33839,-71.064331,-37.327251
1550.0,0.84503996,0.38136744,0.99565709,0.1783386,0.001098744,0.34478211,0.92183328,7.4134819e-05,5.4867992e-06,-62.87587,-26.477345,-70.855431,-37.412628
1560.0,0.85226381,0.37514234,0.99554139,0.17803505,0.0011402825,0.32857418,0.92164844,7.9478014e-05,4.747922e-06,-62.769825,-26.614908,-70.646957,-37.495831
1570.0,0.85875362,0.36908239,0.99542135,0.17780383,0.0011816401,0.31319305,0.92145658,8.5195206e-05,4.0827767e-06,-62.668018,-26.751223,-70.439117,-37.57058
1580.0,0.86458415,0.3631821,0.99529696,0.17763512,0.0012227604,0.29859853,0.92125779,9.1305352e-05,3.5341507e-06,-62.570255,-26.886425,-70.232117,-37.633907
