Time,x,y,y0,beta_x,psi,alpha_x,alpha_xy,beta_y,alpha_y,alpha_0,fx,flag1,flag2,flag3,M,xmax,xmin,compartment,R1,R2,R3,R4,R5,R6
0.14,0.2712501965678003,0.6987076566981901,0.004205852019649825,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5429302956316322,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5429302956316322,0.0,0.5970024560518552,0.23056266708263026,0.23132186108074035,0.41922459401891404
0.15,0.2707150847920334,0.6968321397277449,0.00419809759381154,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5412747935753532,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5412747935753532,0.0,0.5942253611454631,0.23010782207322836,0.23089536765963473,0.41809928383664696
0.16,0.27019117833639167,0.6949635324956422,0.004190164922304086,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5396539579782117,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5396539579782117,0.0,0.5914849995993292,0.2296625015859329,0.23045907072672472,0.41697811949738534
0.17,0.2696784580555234,0.6931017398289447,0.004182203199759344,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5380677296092754,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5380677296092754,0.0,0.5887810166889116,0.22922668934719487,0.23002117598676394,0.41586104389736683
0.18,0.2691769074873774,0.6912467314704983,0.004174296932670439,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5365160575390737,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5365160575390737,0.0,0.586113121087157,0.22880037136427075,0.22958633129687417,0.414748038882299
0.19,0.2686865123871534,0.689398511767722,0.004166495945438036,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5349988976977558,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5349988976977558,0.0,0.5834810575810541,0.2283835355290804,0.229157276999092,0.4136391070606332
0.2,0.26820726056278654,0.6875571061747479,0.004158828741747051,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5335162123661208,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5335162123661208,0.0,0.5808845949719591,0.22797617147836854,0.2287355807960878,0.4125342637048487
0.21,0.2677391416840655,0.6857225523448542,0.004151311348994925,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5320679695850775,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5320679695850775,0.0,0.5783235179343865,0.22757827043145565,0.2283221241947209,0.4114335314069125
0.22,0.26728214718425214,0.6838948938250284,0.004143953574106739,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5306541428512801,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5306541428512801,0.0,0.5757976213601842,0.2271898251066143,0.22791744657587065,0.41033693629501705
0.23,0.2668362702019489,0.6820741794182764,0.00413676052822116,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5292747109372794,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5292747109372794,0.0,0.5733067096166375,0.22681082967165656,0.2275218290521638,0.4092445076509658
0.24,0.26640150581568034,0.6802604589729718,0.004129734862758326,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.527929658617261,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.527929658617261,0.0,0.5708505934443865,0.22644127994332827,0.22713541745170793,0.4081562753837831
0.25,0.26597785055919076,0.6784537851610444,0.004122878436184574,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5266189751674965,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5266189751674965,0.0,0.568429090364777,0.22608117297531213,0.22675831399015156,0.40707227109662664
0.26,0.2655653031659015,0.6766542059841268,0.004116192273432098,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5253426566695076,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5253426566695076,0.0,0.5660420199545695,0.22573050769101627,0.22639057503876542,0.4059925235904761
0.27,0.26516386382632023,0.6748617724145275,0.004109677077422583,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5241007037126783,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5241007037126783,0.0,0.5636892086346619,0.2253892842523722,0.22603223925824206,0.4049170634487165
0.28,0.26477353447763396,0.6730765355129339,0.0041033331686526325,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.52289312229018,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.52289312229018,0.0,0.5613704878374187,0.22505750430598886,0.2256833242758948,0.4038459213077603
0.29,0.2643943188071046,0.6712985462704679,0.0040971607154167535,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.52171992380948,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.52171992380948,0.0,0.5590856938507469,0.22473517098603893,0.22534383934792143,0.40277912776228075
0.3,0.2640262222913126,0.6695278556067578,0.004091159854357597,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5205811252137483,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5205811252137483,0.0,0.5568346678691654,0.2244222889476157,0.22501379198966784,0.4017167133640546
0.31,0.26366925225196053,0.6677645147702435,0.004085330716356247,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5194767491545028,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5194767491545028,0.0,0.5546172564130696,0.22411886441416645,0.22469318939959357,0.40065870886214605
0.32,0.26332341492591405,0.6660085617104051,0.0040796733965563,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5184068149270465,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5184068149270465,0.0,0.5524332938443627,0.22382490268702693,0.22438203681059649,0.39960513702624306
0.33,0.26298872925459355,0.6642600814973237,0.004074188137028111,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5173713811313987,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5173713811313987,0.0,0.5502826813917319,0.2235404198664045,0.22408034753654613,0.39855604889839424
0.34,0.26266519941012845,0.6625190771790392,0.0040688750116386245,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5163704606750849,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5163704606750849,0.0,0.5481652223887769,0.22326541949860917,0.22378812564012435,0.3975114463074235
0.35,0.2623528469807804,0.6607856107257069,0.004063734335858925,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5154041203467893,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5154041203467893,0.0,0.546080806586142,0.2229999199336633,0.22350538847224088,0.3964713664354241
0.36,0.2620516877339957,0.6590597370911808,0.004058766326096433,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5144724089270492,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5144724089270492,0.0,0.5440293067301424,0.22274393457389632,0.22323214793530383,0.39543584225470846
0.37,0.261761737353336,0.6573415111282022,0.00405397119733094,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5135753749368833,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5135753749368833,0.0,0.5420105963602643,0.2224974767503356,0.22296841585320168,0.3944049066769213
0.38,0.2614830115223628,0.6556309876895118,0.004049349164542238,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5127130668973099,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5127130668973099,0.0,0.5400245500915694,0.22226055979400838,0.2227142040498231,0.39337859261370706
0.39,0.2612155266585215,0.6539282208595913,0.004044900416860456,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5118855355998009,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5118855355998009,0.0,0.5380710445174305,0.22203319765974325,0.22246952292732505,0.3923569325157548
0.4,0.2609593107175661,0.6522332526441532,0.004040624737000704,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5110928675324701,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5110928675324701,0.0,0.5361499711168473,0.2218154141099312,0.22223436053503873,0.39133995158649193
0.41,0.26071439278340436,0.6505461260043328,0.0040365223938755935,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5103351526736573,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5103351526736573,0.0,0.5342612253892695,0.2216072338658937,0.22200873166315763,0.3903276756025997
0.42,0.26048079901411,0.648866890365903,0.0040325944731534795,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5096124719499027,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5096124719499027,0.0,0.5324047030773805,0.22140867916199347,0.22179269602344137,0.38932013421954176
0.43,0.2602585664356992,0.6471956061441404,0.004028841720096489,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5089249399104444,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5089249399104444,0.0,0.5305803320744558,0.22121978147034432,0.2215862946053069,0.38831736368648423
0.44,0.26004770230383095,0.6455322852058655,0.004025264299399429,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5082725790024769,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5082725790024769,0.0,0.5287879407217888,0.2210405469582563,0.22138953646696857,0.3873193711235193
0.45,0.25984826447594517,0.6438770152904233,0.0040218623998340775,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5076555682224554,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5076555682224554,0.0,0.5270275236213795,0.2208710248045534,0.22120243199087425,0.386326209174254
0.46,0.25966027872393177,0.6422298305361991,0.004018636492971724,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5070739873021639,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5070739873021639,0.0,0.5252989669258368,0.220711236915342,0.22102500711344483,0.38533789832171944
0.47,0.2594837845899948,0.6405907824658496,0.004015587262376489,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5065279585752964,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5065279585752964,0.0,0.5236021999142699,0.2205612169014956,0.2208572994307069,0.38435446947950974
0.48,0.25931884686250944,0.6389599499149573,0.004012715665665267,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5060176824808885,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5060176824808885,0.0,0.5219372258203115,0.22042101983313303,0.22069936161158968,0.3833759699489744
0.49,0.2591654805717853,0.6373373509526017,0.004010021925699099,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5055432055189607,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5055432055189607,0.0,0.5203038986648357,0.22029065848601748,0.22055120591345043,0.382402410571561
0.5,0.2590237001105435,0.635723001235665,0.004007506248005366,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5051045722169939,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5051045722169939,0.0,0.518702070680141,0.22017014509396196,0.22041284364029515,0.38143380074139904
0.51,0.2588936020300698,0.6341170057958585,0.0040051700113318996,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5047020812805283,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5047020812805283,0.0,0.5171318325778892,0.2200595617255593,0.22028435062325447,0.3804702034775151
0.52,0.2587752042501195,0.6325193841268899,0.0040030134715719635,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5043357881488072,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5043357881488072,0.0,0.5155930483817266,0.21995892361260158,0.220165740936458,0.37951163047613395
0.53,0.2586685311729461,0.630930159860512,0.004001036963022406,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.504005768316302,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.504005768316302,0.0,0.5140855998300667,0.21986825149700417,0.22005703296623233,0.37855809591630724
0.54,0.25857369106044215,0.6293494378402501,0.0039992419688089425,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5037123567182429,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5037123567182429,0.0,0.5126096023938784,0.21978763740137583,0.21995830828449184,0.37760966270415003
0.55,0.258490696810063,0.6277772305563226,0.003997628665619297,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5034555932561323,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5034555932561323,0.0,0.5111649073691855,0.21971709228855352,0.21986957660906134,0.37666633833379354
0.56,0.258419580026329,0.6262135660450804,0.003996197360889436,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5032355757064553,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5032355757064553,0.0,0.5097514172441023,0.2196566430223796,0.219790854848919,0.3757281396270482
0.57,0.25836043698359906,0.6246585297114488,0.003994948991137304,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5030526019180096,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5030526019180096,0.0,0.5083692097106146,0.21960637143605918,0.21972219451255173,0.37479511782686925
0.58,0.2583133058118943,0.6231121531585699,0.003993884188560682,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.502906789855548,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.502906789855548,0.0,0.5070182045479664,0.21956630994011017,0.21966363037083753,0.37386729189514195
0.59,0.25827826842362445,0.621574503268154,0.003993004429968277,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5027983929355881,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5027983929355881,0.0,0.5056984371611759,0.21953652816008076,0.21961524364825522,0.3729447019608924
0.6,0.25825536704093977,0.6200456127368672,0.003992310505127835,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5027275417829075,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5027275417829075,0.0,0.5044098379933747,0.21951706198479878,0.21957707778203092,0.3720273676421203
0.61,0.25824468619466906,0.6185255466278828,0.003991804001569053,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5026944979147574,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5026944979147574,0.0,0.5031524474307568,0.2195079832654687,0.2195492200862979,0.3711153279767297
0.62,0.2582462666718185,0.6170143350903855,0.003991485569613237,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5026993875159385,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5026993875159385,0.0,0.5019261928382723,0.21950932667104572,0.21953170632872804,0.3702086010542313
0.63,0.25826019224552194,0.6155120395645579,0.0039913564544103745,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5027424697595835,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5027424697595835,0.0,0.5007311116522345,0.21952116340869363,0.2195246049925706,0.36930722373873476
0.64,0.2582865367471665,0.6140187127679978,0.00399141739977029,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5028239730615464,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5028239730615464,0.0,0.4995672154792179,0.21954355623509153,0.21952795698736596,0.36841122766079865
0.65,0.2583253754285984,0.6125344067983077,0.003991669365612161,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5029441302322263,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5029441302322263,0.0,0.498434518887186,0.21957656911430865,0.21954181510866885,0.3675206440789846
0.66,0.2583767872993791,0.6110591748535241,0.003992113502540489,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.503103185707454,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.503103185707454,0.0,0.4973330453126587,0.2196202692044722,0.21956624263972688,0.36663550491211444
0.67,0.2584408468862842,0.6095930663559215,0.003992750960481496,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5033013700544418,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5033013700544418,0.0,0.49626280722384825,0.21967471985334158,0.2196013028264823,0.36575583981355286
0.68,0.25851763378146086,0.6081361322625847,0.003993582942846492,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5035389295113946,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5035389295113946,0.0,0.4952238288780286,0.21973998871424172,0.21964706185655705,0.3648816793575508
0.69,0.2586071539915204,0.6066883779210371,0.0039946095701517,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5038158826612662,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5038158826612662,0.0,0.4942159575377578,0.21981608089279234,0.2197035263583435,0.36401302675262226
0.7,0.25870970795561943,0.6052499887171477,0.003995835247807449,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5041331589876976,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5041331589876976,0.0,0.49323975063663905,0.2199032517622765,0.2197709386294097,0.3631499932302886
0.71,0.2588251632221138,0.6038208826479189,0.003997258036012795,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5044903487184146,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5044903487184146,0.0,0.4922947213010455,0.2200013887387967,0.21984919198070374,0.3622925295887513
0.72,0.25895364891774353,0.602401134866362,0.003998879867334206,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5048878513392691,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5048878513392691,0.0,0.4913810117553777,0.220110601580082,0.2199383927033813,0.36144068091981724
0.73,0.2590952810076656,0.6009908137611379,0.004000702469604862,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5053260256174654,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5053260256174654,0.0,0.49049873388957316,0.22023098885651576,0.2200386358282674,0.3605944882566828
0.74,0.25925016451161903,0.5995899820955464,0.004002727400397923,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5058051964578213,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5058051964578213,0.0,0.4896479747180357,0.22036263983487617,0.22015000702188578,0.3597539892573278
0.75,0.259418404449343,0.5981987026328872,0.004004956217286553,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5063256887651548,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5063256887651548,0.0,0.4888288218891754,0.22050564378194154,0.2202725919507604,0.35891922157973233
0.76,0.25960010574049963,0.5968170380224948,0.004007390471749719,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5068878271346707,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5068878271346707,0.0,0.48804136346187,0.22066008987942468,0.22040647594623453,0.35809022281349684
0.77,0.25979536301470607,0.5954450391955919,0.004010031088652575,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5074919043267468,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5074919043267468,0.0,0.4872856593563427,0.22082605856250015,0.22055170987589162,0.3572670235173551
0.78,0.26000426798588444,0.5940827516031332,0.004012879054271351,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5081382040813299,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5081382040813299,0.0,0.4865617605038799,0.22100362778800176,0.2207083479849243,0.3564496509618799
0.79,0.26022692791846963,0.5927302326089239,0.004015936845557889,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5088270582477653,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5088270582477653,0.0,0.4858697576760935,0.22119288873069917,0.22087652650568387,0.35563813956535434
0.8,0.26046347203624803,0.5913875501346593,0.004019206635883822,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5095588666121423,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5095588666121423,0.0,0.4852097920753148,0.22139395123081082,0.22105636497361023,0.35483253008079557
0.81,0.26071394668733894,0.5900547284817332,0.004022689107713542,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5103337725639548,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5103337725639548,0.0,0.4845818156255964,0.2216068546842381,0.22124790092424484,0.35403283708903993
0.82,0.2609785363231288,0.5887318636927092,0.004026386438235007,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5111523467496796,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5111523467496796,0.0,0.4839860972309297,0.22183175587465945,0.2214512541029254,0.35323911821562554
0.83,0.2612573129029311,0.587418992094157,0.0040302998342974985,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.512014811793443,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.512014811793443,0.0,0.48342264838140286,0.22206871596749142,0.22166649088636242,0.3524513952564942
0.84,0.261550436203721,0.5861161940486617,0.004034431764283665,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5129216620052618,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5129216620052618,0.0,0.48289168059140053,0.22231787077316284,0.22189374703560155,0.351669716429197
0.85,0.2618579645583564,0.5848234979077349,0.004038783096804395,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5138730778524151,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5138730778524151,0.0,0.4823931759822557,0.22257926987460294,0.22213307032424173,0.35089409874464095
0.86,0.2621800464149649,0.583540977014439,0.004043356042631959,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5148695185962976,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5148695185962976,0.0,0.48192732138184063,0.22285303945272014,0.22238458234475775,0.3501245862086634
0.87,0.26251681918096575,0.5822686995966906,0.004048152648197253,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5159114093411128,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5159114093411128,0.0,0.48149427981929555,0.22313929630382087,0.2226483956508489,0.3493612197580143
0.88,0.26286841795018023,0.581006732096063,0.004053174921237971,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5169991680333701,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5169991680333701,0.0,0.48109420952616333,0.2234381552576532,0.2229246206680884,0.3486040392576378
0.89,0.2632349663585285,0.5797551321074106,0.004058424677866929,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5181331771716975,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5181331771716975,0.0,0.48072724149390716,0.22374972140474922,0.2232133572826811,0.34785307926444636
0.9,0.26361659331812876,0.5785139612993738,0.004063903822437433,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5193138355779607,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5193138355779607,0.0,0.4803935209438576,0.22407410432040945,0.2235147102340588,0.3471083767796243
0.91,0.2640134288733875,0.5772832822117541,0.0040696142782279485,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5205415455770426,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5205415455770426,0.0,0.48009319711922716,0.2244114145423794,0.22382878530253716,0.34636996932705244
0.92,0.26442561317398666,0.5760631601933575,0.004075558118882296,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5218167407570212,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5218167407570212,0.0,0.4798264412373801,0.22476177119788865,0.2241556965385263,0.3456378961160145
0.93,0.2648532915419813,0.5748536620307766,0.004081737495008628,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5231398707080045,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5231398707080045,0.0,0.4795934363130105,0.22512529781068408,0.22449556222547454,0.34491219721846594
0.94,0.2652966030971166,0.5736548527865222,0.004088154464925424,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.5245113658317045,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.5245113658317045,0.0,0.4793943539524886,0.2255021126325491,0.2248484955708983,0.3441929116719133
