Time,SAM,A,P,S,D,aS,aD,Met,ORN,AcCoA,CoA,Vmaxodc,Vmaxssat,Vmaxsamdc,Antz,Keq,Kdodc,Ksodc,Kdssat,Ksssat,Kdsamdc,Kssamdc,Kdantz,Ksantz,R,C,Kaccoa,Kcoa,cytosol,ODC,SAMdc,SSAT_for_S,SSAT_for_D,PAO_for_aD,PAO_for_aS,SpdS,SpmS,MAT,VCoA,VacCoA,P_efflux,aD_efflux
0.15,0.047070456501740326,0.009935831862534097,0.21603210070809575,0.010013443847560335,0.01926012618031549,0.0007690620898044579,0.008954545550582681,50.0,300.0,39.5,160.0,2.002703391172552,0.657792478567794,0.5122877791546067,0.5728690982580075,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,1.6688732708234715,0.00014528670305960102,3.56067258239271e-05,8.186822300098506e-05,0.006600337236921363,0.013226982073394868,0.0007238470267201902,0.00014717924878154026,0.2471479191251772,0.47400000000000003,0.64,0.0021603210070809576,8.954545550582682e-05
0.16,0.049540362341269205,0.009928383940851758,0.2329566036305329,0.010014564401048072,0.019386900740593654,0.0006478638116158505,0.008888706738421745,50.0,300.0,39.5,160.0,2.0506977822830406,0.6565159173274308,0.5218993304720052,0.5727545945504009,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,1.7088637812483611,0.0001640890422284541,3.554156580336829e-05,8.224709021208897e-05,0.006553141339834928,0.011144779085023114,0.0007798501483564847,0.00014805222578787678,0.24714242098274708,0.47400000000000003,0.64,0.002329566036305329,8.888706738421746e-05
0.17,0.052010019056677674,0.009920556200561894,0.25027818004573016,0.010015693573962668,0.01949509623351024,0.0005457986037652098,0.008823349197433075,50.0,300.0,39.5,160.0,2.098672965751094,0.6552419814818241,0.5315078431251212,0.572640113977738,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,1.7488380232544174,0.00018411691226838568,3.547656818442703e-05,8.254554101911928e-05,0.006506076360773309,0.009390633571482841,0.0008370444648067236,0.0001487773230143468,0.2471369236394655,0.47400000000000003,0.64,0.0025027818004573015,8.823349197433075e-05
0.18,0.05447941437808545,0.009912350423571534,0.26799662067453556,0.010016830005945507,0.019587742017974263,0.0004598510584656465,0.008758470654743182,50.0,300.0,39.5,160.0,2.146629756159149,0.6539706441813444,0.541113478451911,0.5725256565013919,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,1.7887966696887074,0.00020537460923251283,3.541172572237424e-05,8.277683670201515e-05,0.00645917712864365,0.007913031431922901,0.0008954185194144973,0.00014937785912756674,0.24713142712255246,0.47400000000000003,0.64,0.0026799662067453554,8.758470654743183e-05
0.19,0.05694853599981838,0.009903768329346776,0.2861117228532179,0.01001797255107983,0.01966739328144601,0.00038747948726699464,0.008694068642434577,50.0,300.0,39.5,160.0,2.194568836093009,0.6527018822196953,0.5507163714051649,0.5724112220883069,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,1.8287402834065924,0.00022786507488821182,3.5347032298630905e-05,8.295213796504553e-05,0.0064124724032022995,0.006668496783141558,0.0009549605952220895,0.00014987349923396465,0.2471259314593028,0.47400000000000003,0.64,0.002861117228532179,8.694068642434577e-05
0.2,0.05941737159328619,0.009894811598237956,0.30462328946898426,0.010019120244279285,0.019736205050983068,0.0003265419603274721,0.008630140533976547,50.0,300.0,39.5,160.0,2.2424907768877698,0.6514356754555067,0.560316634699566,0.5722968107101274,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,1.8686693345603695,0.00025159002776192226,3.528248274238677e-05,8.308083634443957e-05,0.006365985853852294,0.005620352856614997,0.0010156587153228283,0.0001502808249711968,0.24712043667705763,0.47400000000000003,0.64,0.0030462328946898425,8.630140533976547e-05
0.21,0.06188590881859585,0.009885481890816134,0.32353112806523104,0.010020272272987909,0.019795994672199,0.00027523386931469667,0.00856668357460194,50.0,300.0,39.5,160.0,2.290396056069879,0.6501720063271994,0.5699143622983132,0.572182422342463,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,1.9085842151346257,0.0002765500857764708,3.5218072680693516e-05,8.317083341622037e-05,0.0063197368828881,0.004737671368102876,0.0010775006440638195,0.0001506138158818885,0.2471149428031782,0.47400000000000003,0.64,0.0032353112806523107,8.566683574601939e-05
0.22,0.06435413533497675,0.009875780863938005,0.3428350500803353,0.010021427953058711,0.01984829515984639,0.0002320346123605072,0.008503694906880502,50.0,300.0,39.5,160.0,2.3382850722072823,0.6489108594408114,0.5795096323816277,0.5720680569642628,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,1.9484852513216175,0.0003027448805638984,3.515379841100641e-05,8.322877857066289e-05,0.006273741323894523,0.003994371883659946,0.001140473888947695,0.00015088426047404492,0.24710944986502292,0.47400000000000003,0.64,0.0034283505008033534,8.503694906880502e-05
0.23,0.06682203881008832,0.009865710184112645,0.3625348702184749,0.01002258670880682,0.019894399377919886,0.00019566344255773983,0.00844117159174894,50.0,300.0,39.5,160.0,2.38615815717917,0.6476522212300287,0.589102509799446,0.5719537145572967,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,1.988372713746267,0.0003301731635861716,3.508965679589134e-05,8.326026572377733e-05,0.006228012019236302,0.0033684739182261274,0.0012045657032238727,0.00015110209675584473,0.2471039578899266,0.47400000000000003,0.64,0.003625348702184749,8.441171591748941e-05
0.24,0.06928960692834162,0.009855271538747398,0.38263040591271247,0.010023748055965986,0.019935397835518582,0.00016504169632085668,0.00837911062624516,50.0,300.0,39.5,160.0,2.4340155866526088,0.6463960796664919,0.5986930481656723,0.5718393951057147,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.0282468261968662,0.00035883290432309596,3.502564517328154e-05,8.327000114258645e-05,0.006182559310293683,0.0028414553174071927,0.0012697630890197821,0.0001512757035496623,0.24709846690518183,0.47400000000000003,0.64,0.0038263040591271246,8.379110626245161e-05
0.25,0.07175682739825862,0.009844466645609133,0.40312147687263306,0.01002491158731559,0.01997221058395458,0.0001392609163725957,0.008317508958316221,50.0,300.0,39.5,160.0,2.481857588911128,0.6451424240160144,0.6082812916229906,0.5717250985956727,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.068107772982379,0.00038872138080777276,3.496176128094028e-05,8.326194478712415e-05,0.006137391448773326,0.002397709591112043,0.0013360528009773358,0.0001514121463578625,0.24709297693802287,0.47400000000000003,0.64,0.004031214768726331,8.317508958316221e-05
0.26,0.07422368795896382,0.00983329726084806,0.42400790470458627,0.010026076960614225,0.020005614036150345,0.00011755604880483323,0.008256363499044506,50.0,300.0,39.5,160.0,2.529684352266623,0.6438912446345626,0.6178672763244858,0.5716108250150199,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.107955705109143,0.000419835262836918,3.489800319315809e-05,8.323942893269304e-05,0.006092514940576945,0.00202408880797245,0.0014034213503532139,0.00015151738410881704,0.2470874880156109,0.47400000000000003,0.64,0.004240079047045863,8.256363499044506e-05
0.27,0.07669017638590789,0.009821765185924876,0.4452895125925045,0.010027243888454631,0.020036263512719022,9.92829103845757e-05,0.008195671132883964,50.0,300.0,39.5,160.0,2.577496031285624,0.6426425327969194,0.6274510316782569,0.5714965743530348,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.1477907454695324,0.0004521706882154028,3.483436926761784e-05,8.320525771040049e-05,0.006047934833297449,0.001709518735078508,0.001471855009551258,0.00015159644297634957,0.24708200016502155,0.47400000000000003,0.64,0.004452895125925045,8.195671132883965e-05
0.28,0.07915628049572591,0.009809872273442266,0.4669661250253585,0.010028412129588125,0.02006471253930395,8.38989027766685e-05,0.008135428726178836,50.0,300.0,39.5,160.0,2.6252927521143903,0.6413962805505672,0.6370325814118888,0.5713823466002009,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.1876129932796164,0.00048572333242407554,3.477085810007471e-05,8.316179206184116e-05,0.006003654959897524,0.0014446689761412807,0.0015413398170047044,0.0001516535651090819,0.24707651341323397,0.47400000000000003,0.64,0.0046696612502535855,8.135428726178837e-05
0.29,0.08162198815065597,0.009797620432521017,0.4890375675741229,0.010029581481849363,0.0200914285940022,7.094727346951333e-05,0.008075633134152797,50.0,300.0,39.5,160.0,2.6730746168203856,0.6401524805967251,0.6466119444403011,0.571268141748022,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.227422527697128,0.0005204884720735376,3.4707468487406216e-05,8.311101905359178e-05,0.005959678137515437,0.0012216835316482043,0.0016118615824981903,0.00015169233007331578,0.24707102778712112,0.47400000000000003,0.64,0.004890375675741229,8.075633134152797e-05
0.3,0.08408728726219228,0.009785011633389854,0.511503666698479,0.01003075177600942,0.020116806789306392,6.00434413452039e-05,0.008016281206788932,50.0,300.0,39.5,160.0,2.720841707164218,0.6389111261871983,0.6561891356197479,0.5711539597888635,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.2672194109648074,0.000556461042564681,3.4644199395612606e-05,8.305461188408301e-05,0.00591600633801159,0.0010339464533645837,0.0016834058927871253,0.00015171576030239281,0.24706554331344163,0.47400000000000003,0.64,0.00511503666698479,8.016281206788932e-05
0.31,0.08655216579422971,0.009772047911557101,0.5343642495855687,0.010031922870656539,0.02014118127097944,5.0863603604999964e-05,0.007957369793667126,50.0,300.0,39.5,160.0,2.7685940877411253,0.6376722110386324,0.665764166375789,0.5710398007158184,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.307003691028355,0.0005936356903266252,3.4581049933201725e-05,8.299397980799052e-05,0.005872640829346784,0.0008758864553767063,0.0017559581175693893,0.00015172640896218647,0.24706006001883274,0.47400000000000003,0.64,0.005343642495855687,7.957369793667126e-05
0.32,0.08901661176572727,0.009758731371638043,0.5576191440141369,0.010033094647886686,0.020164834808698975,4.313514967307016e-05,0.007898895747991137,50.0,300.0,39.5,160.0,2.816331808624366,0.6364357292604069,0.6753370452316951,0.5709256645225962,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.3467754037393016,0.000632006820016462,3.451801932882183e-05,8.293031006270113e-05,0.005829582293741403,0.0007428124088744802,0.0018295034157895396,0.0001517264338754406,0.24705457792980454,0.47400000000000003,0.64,0.005576191440141369,7.898895747991138e-05
0.33,0.0914806132528767,0.009745064190812442,0.5812681782395899,0.010034267009661913,0.020188006911891435,3.6628549057856014e-05,0.007840855929863924,50.0,300.0,39.5,160.0,2.8640549076019712,0.6352016752938936,0.6849077782555655,0.5708115512034279,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.3865345747190077,0.0006715686370521127,3.445510691239803e-05,8.286460326983814e-05,0.005786830926807688,0.0006307740535457955,0.001904026742247454,0.00015171766006531246,0.24704909707273515,0.47400000000000003,0.64,0.005812681782395899,7.840855929863925e-05
0.34,0.09394415839087338,0.009731048622063823,0.60531118089729,0.01003543987474902,0.02021090063957656,3.115054433377192e-05,0.007783247209023988,50.0,300.0,39.5,160.0,2.91176341205491,0.6339700438613813,0.6944763694357649,0.5706974607529861,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.426281220923832,0.0007123151858317677,3.439231209929877e-05,8.279770308860944e-05,0.005744386520208945,0.0005364450659806753,0.0019795128545238095,0.00015170163223359435,0.24704361747386677,0.47400000000000003,0.64,0.0060531118089729,7.783247209023989e-05
0.35000000000000003,0.09640723537543365,0.00971668699736185,0.629747980921325,0.010036613176163101,0.0202336882925519,2.6538460798267476e-05,0.007726066467098621,50.0,300.0,39.5,160.0,2.959457340526908,0.6327408299235268,0.7040428209947238,0.5705833931663195,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.4660153519533448,0.0007542403839792171,3.432963437713071e-05,8.273032096614742e-05,0.0057022485303598255,0.00045702527416141895,0.0020559463202440486,0.0001516796586326186,0.2470381391593024,0.47400000000000003,0.64,0.00629747980921325,7.726066467098621e-05
0.36,0.09886983246386309,0.009701981730530515,0.6545784074751587,0.01003778685898145,0.020256516276280546,2.2655345238489265e-05,0.007669310599436171,50.0,300.0,39.5,160.0,3.0071367040672725,0.6315140286430082,0.7136071336573611,0.5704693484387949,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.5057369711693758,0.0007973380529426729,3.426707329447322e-05,8.266305722545788e-05,0.005660416136490862,0.0003901570902718022,0.002133311524615827,0.00015165284852692996,0.2470326621550033,0.47400000000000003,0.64,0.0065457840747515875,7.669310599436172e-05
0.37,0.10133193797587754,0.009686935320038975,0.6798022898933263,0.010038960878514745,0.020279509167234318,1.938590065233191e-05,0.007612976516606834,50.0,300.0,39.5,160.0,3.0548015073546604,0.6302896353541555,0.7231693068757196,0.5703553265660501,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.545446076632513,0.0008416019452480805,3.4204628451465984e-05,8.259641867218699e-05,0.005618888288901023,0.0003338556079666605,0.002211592678282194,0.0001516221435218451,0.24702718648678754,0.47400000000000003,0.64,0.006798022898933263,7.612976516606834e-05
0.38,0.10379354029419958,0.009671550351726082,0.7054194576321293,0.010040135198769689,0.02030277312988737,1.6633069863533143e-05,0.00755706114562984,50.0,300.0,39.5,160.0,3.10245174964236,0.6290676455374521,0.7327293390179213,0.570241327543954,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.5851426618898574,0.0008870257686947433,3.4142299491908425e-05,8.253083336398779e-05,0.005577663749215206,0.0002864498439262104,0.0022907738254882948,0.00015158834388998742,0.24702171218032837,0.47400000000000003,0.64,0.007054194576321293,7.55706114562984e-05
0.39,0.1062546278647918,0.009655829501242712,0.7314297402277274,0.010041309791137635,0.02032639882375048,1.431512916234749e-05,0.007501561430940551,50.0,300.0,39.5,160.0,3.1500874255645512,0.6278480547977825,0.7422872275293322,0.5701273513685718,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.624826716646934,0.0009336032077630717,3.40800860965347e-05,8.246666314496305e-05,0.0055367411242672054,0.0002465327409651921,0.002370838852505778,0.0001515521309587138,0.24701623926115399,0.47400000000000003,0.64,0.007314297402277275,7.501561430940551e-05
0.4,0.10871518919708464,0.009639775536666808,0.7578329672608747,0.010042484633313266,0.020350463804358423,1.236328723809252e-05,0.0074464743352008955,50.0,300.0,39.5,160.0,3.1977085258023856,0.6266308588465377,0.7518429690657066,0.5700133980361378,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.6644982273227735,0.0009813279424819384,3.401798797747068e-05,8.240421399026072e-05,0.005496118894000628,0.00021291985739710812,0.0024517714964176936,0.00015151408561471627,0.24701076775464686,0.47400000000000003,0.64,0.007578329672608747,7.446474335200896e-05
0.41000000000000003,0.11117521286393485,0.00962339132091767,0.7846289683267408,0.010043659708369283,0.02037503457168534,1.071963675427285e-05,0.007391796839934021,50.0,300.0,39.5,160.0,3.2453150376540547,0.6254160534862941,0.761396559607139,0.5698994675430307,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.704157177524995,0.0010301936649913517,3.395600487350056e-05,8.234374480958751e-05,0.0054557954350071885,0.00018461411830231607,0.0025335553541760915,0.00015147470408531744,0.2470052976860441,0.47400000000000003,0.64,0.007846289683267407,7.391796839934021e-05
0.42,0.11363468750140701,0.00960667981405409,0.8118175730092638,0.01004483500397559,0.02040016829557755,9.33542882978467e-06,0.007337525946016845,50.0,300.0,39.5,160.0,3.2929069455163975,0.6242036345978869,0.7709479945543317,0.5697855598857526,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.7438035484511625,0.0010801940940147162,3.389413654607814e-05,8.228547484908361e-05,0.005415769040179364,0.00016077611974198592,0.002616173891947226,0.0001514344112326907,0.24699982908043766,0.47400000000000003,0.64,0.00811817573009264,7.337525946016845e-05
0.43,0.1160936018084418,0.00958964407552045,0.8393986108593019,0.010046010511743,0.02042591426367219,8.169624881507786e-06,0.007283658674065856,50.0,300.0,39.5,160.0,3.3404842312903003,0.6229935981295436,0.7804972688096284,0.5696716750609132,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.783437319226638,0.0011313229874396534,3.38323827759776e-05,8.222958989288819e-05,0.005376037935075036,0.0001406992038414729,0.0026996104547578788,0.0001513935717142666,0.24699436196277538,0.47400000000000003,0.64,0.008393986108593019,7.283658674065856e-05
0.44,0.11855194454644963,0.009572287266382255,0.8673719113758905,0.010047186226671292,0.020452315096899067,7.18768070262351e-06,0.0072301920647443105,50.0,300.0,39.5,160.0,3.38804687472216,0.6217859400877433,0.7900443768452711,0.5695578130652137,1.0,0.05,5.0,0.2,0.001,0.02,1.0,0.02,0.02,0.004,4.44,0.004,0.012,1.0,2.8230584671891576,0.0011835741531910728,3.377074336047949e-05,8.21762474612505e-05,0.0053366002915547,0.0001237885292341605,0.0027838482764540274,0.000151352499357473,0.2469888963578618,0.47400000000000003,0.64,0.008673719113758905,7.230192064744311e-05
