Time,APC_active,CDK1_active,Plk1_active,a1,a2,a3,b1,b2,b3,k1,k2,k3,n1,n2,n3,compartment,R1_Cdk1_activation_by_cyclin_synthesis,R2_Cdk1_inactivation_by_APC_active,R3_APC_activation_by_Cdk1_active,R4_APC_Inactivation,R5_Plk1_activation_by,R6_Plk1_inactivation
3.75,7.911029871322645e-08,0.3749999999999998,0.08110877591998084,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,4.418315075728355e-55,1.4384797569300463e-06,7.911029871322645e-08,0.25086391893652915,0.08110877591998084
4.0,4.496469273893581e-06,0.39999999999999986,0.13239175272129125,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,5.133271701099822e-41,7.248301139933981e-05,4.496469273893581e-06,0.3739441168380724,0.13239175272129125
4.25,0.00015069055231345046,0.4249999999999998,0.2017190865999692,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,8.678373700521219e-29,0.002103618744809126,0.00015069055231345046,0.512830502720699,0.2017190865999692
4.5,0.0029061680960269834,0.4499999999999998,0.2860848469703566,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.758488692155505e-18,0.03397002562367079,0.0029061680960269834,0.6445105388358945,0.2860848469703566
4.75,0.030699319284211758,0.47499999999538717,0.3776569052874283,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.8779602757109474e-10,0.27852969082180623,0.030699319284211758,0.7446255616171756,0.3776569052874283
5.0,0.15604391985670624,0.49999673160845126,0.466119444750397,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.00013497834970649597,0.9196755984060812,0.15604391985670624,0.8007998936376337,0.466119444750397
5.25,0.37340109376979463,0.5182748140339011,0.5413621601133471,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.13715729934682683,1.2290358651317346,0.37340109376979463,0.7860672000996716,0.5413621601133471
5.5,0.5367015348431662,0.4132975591835316,0.5446279091634025,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.7910453007052171,0.923754319150558,0.5367015348431662,0.24445753713901933,0.5446279091634025
5.75,0.5552277542073084,0.2625071833532787,0.44018767080025234,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.5497515108151645,0.3538240314580416,0.5552277542073084,0.009639032114055694,0.44018767080025234
6.0,0.47215903486481364,0.1926643669668143,0.34349757613834164,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.22390308644223722,0.07485536356336131,0.47215903486481364,0.00095674836720821,0.34349757613834164
6.25,0.3752422301104911,0.18712977172400733,0.2676879310028998,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.05132818000603679,0.01256555860958221,0.3752422301104911,0.000845343802045993,0.2676879310028998
6.5,0.2934586069483877,0.20607866601551397,0.20876759744841222,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.0085841378157798,0.0019561519689632752,0.2934586069483877,0.0019750043659512444,0.20876759744841222
6.75,0.22873347387856163,0.23010608297089724,0.163329350690726,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.0013215843635644262,0.0002999323339918564,0.22873347387856163,0.005040429613991047,0.163329350690726
7.0,0.17816694232634342,0.25495796438975,0.12901101775503457,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.0001987622688558039,4.843404106446049e-05,0.17816694232634342,0.011888909239038905,0.12901101775503457
7.25,0.13876151651505797,0.27993591457726097,0.10452639199353411,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.9549957401634776e-05,9.425203631451121e-06,0.13876151651505797,0.02568682258262401,0.10452639199353411
7.5,0.10806869228654965,0.3049327827482119,0.08976241916515687,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,4.356747978829656e-06,2.8870117331874918e-06,0.10806869228654965,0.05127626313740743,0.08976241916515687
7.75,0.08416447824980407,0.32993231708129445,0.08589992301562156,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,6.379938335972676e-07,2.085069672509683e-06,0.08416447824980407,0.09515182266364386,0.08589992301562156
8.0,0.06554803438583026,0.3549322433058478,0.09539585765543153,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,9.289322037914193e-08,4.922135605847989e-06,0.06554803438583026,0.1643793338653979,0.09539585765543153
8.25,0.051052150941808004,0.3799322313350921,0.12152498683627,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.3464173831272149e-08,3.466753308763574e-05,0.051052150941808004,0.26361437494847745,0.12152498683627
8.5,0.03979643184332568,0.4049322182899081,0.16712247816181727,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.9565755900117748e-09,0.00044867907993510254,0.03979643184332568,0.3901780720701156,0.16712247816181727
8.75,0.03151581027839258,0.42993220924948694,0.2325066154752718,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,3.2135793025754904e-10,0.006338518767694395,0.03151581027839258,0.5297607918601412,0.2325066154752718
9.0,0.03074414915459341,0.4549321759536934,0.3135034015099733,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.7887379172316116e-10,0.06783991540966504,0.03074414915459341,0.65818275908396,0.3135034015099733
9.25,0.07017784106195687,0.4799321929199797,0.40135504351384926,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.1684083222168573e-07,0.4101332931386553,0.07017784106195687,0.7521354681957843,0.40135504351384926
9.5,0.21900618750137144,0.5048676399024025,0.48547792503993936,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.002049282490617556,1.0340117200517294,0.21900618750137144,0.8016768975740036,0.48547792503993936
9.75,0.42837934507061737,0.5070004228100342,0.5518513129793975,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.34221754782153013,1.1793017252009887,0.42837934507061737,0.7095701878284604,0.5518513129793975
10.0,0.553929936242674,0.36691588370724454,0.5168630262841996,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.764048366266015,0.7573641378769607,0.553929936242674,0.11243359777305446,0.5168630262841996
10.25,0.5336535474106611,0.23745842625633595,0.4094185239743449,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.44694942922652875,0.235216036145879,0.5336535474106611,0.0045731903814590445,0.4094185239743449
10.5,0.4408049436089533,0.19041824753086295,0.3192567033831698,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.1527321651115941,0.04510332145337465,0.4408049436089533,0.0009032770460169008,0.3192567033831698
10.75,0.3477673909750928,0.19584011372112592,0.24885250515999907,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.03050812671142222,0.007339521966565963,0.3477673909750928,0.0012475534548251432,0.24885250515999907
11.0,0.271550662486121,0.21731255816734432,0.19425847171723978,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.004897541417638102,0.0011339004187475613,0.271550662486121,0.003073851922343176,0.19425847171723978
11.25,0.21159300487170288,0.24176072846730406,0.15241993328012823,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.0007452653584599128,0.00017636542185921138,0.21159300487170288,0.007574124243651932,0.15241993328012823
11.5,0.16480622565038172,0.266677395954665,0.12135913296013291,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.00011144891095562205,3.0180258640128234e-05,0.16480622565038172,0.017148559245631807,0.12135913296013291
11.75,0.12835443691437795,0.2916652122785045,0.10023390027423001,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.6501550348396687e-05,6.820513137175856e-06,0.12835443691437795,0.03570953550154762,0.10023390027423001
12.0,0.09996344958528544,0.31666339807439414,0.08945498788931779,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.4248666228227143e-06,2.8343755996598645e-06,0.09996344958528544,0.06892036039821454,0.08945498788931779
12.25,0.07785221033209357,0.34166313664902886,0.09076698370004613,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,3.5410068918815777e-07,3.262755014045419e-06,0.07785221033209357,0.12378053181506972,0.09076698370004613
12.5,0.06063274172607324,0.366663094337747,0.10706761758955632,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,5.143823447333278e-08,1.2458330034379833e-05,0.06063274172607324,0.20674507539336176,0.10706761758955632
12.75,0.047231212894604684,0.3916630603553225,0.1416104351131362,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,7.449148246921641e-09,0.00011832944275234707,0.047231212894604684,0.3197225907456573,0.1416104351131362
13.0,0.03691704944811038,0.4166630194073525,0.1963192639061887,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.1039821271485787e-09,0.0016311090712372977,0.03691704944811038,0.45490348957466853,0.1963192639061887
13.25,0.030522733759098645,0.4416629037080072,0.2695694066007705,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.5552863271094445e-10,0.020614579858189683,0.030522733759098645,0.5925705806925571,0.2695694066007705
13.5,0.041069501431976796,0.46666289905472247,0.3548633356506162,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.900814379338983e-09,0.1739971034708544,0.041069501431976796,0.707196421849942,0.3548633356506162
13.75,0.12549009241476952,0.4916622887124632,0.44209260870725486,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.32218488567677e-05,0.7134906057028346,0.12549009241476952,0.7806551285085901,0.44209260870725486
14.0,0.32006168319456924,0.5148957466936206,0.5209095605420576,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.042352225230144105,1.185562924716823,0.32006168319456924,0.8026360022150192,0.5209095605420576
14.25,0.5048786154481131,0.4546033251309445,0.5548008030157073,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.7083766944996097,1.0349711536024417,0.5048786154481131,0.42515907358889915,0.5548008030157073
14.5,0.560232581174316,0.29555083326850556,0.465443280231365,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.6321745552899144,0.4756850562195958,0.560232581174316,0.0235498222259852,0.465443280231365
14.75,0.4924451210770835,0.2060515762773212,0.3640067014672936,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.2902776982392708,0.11136155553694257,0.4924451210770835,0.0015858429261652587,0.3640067014672936
15.0,0.3948805055969888,0.18941389368032366,0.2837123934154956,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.07469533194478163,0.01930130105744373,0.3948805055969888,0.0009110855053723081,0.2837123934154956
15.25,0.30941678573116677,0.2054446696771148,0.22124500328908114,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.012976736306896292,0.0030403752921563535,0.30941678573116677,0.0018965678655280926,0.22124500328908114
15.5,0.24126643516998791,0.22896882955773554,0.17301090058616944,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.002012974519602344,0.0004676802278783352,0.24126643516998791,0.004788867428815202,0.17301090058616944
15.75,0.18794386566474108,0.25374295204094555,0.13646484235775555,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.00030325460446031354,7.500671104701621e-05,0.18794386566474108,0.011347147791338642,0.13646484235775555
16.0,0.14637840257957205,0.278709341335407,0.11015941787477655,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,4.511337715091255e-05,1.4216649678960598e-05,0.14637840257957205,0.024652241534028025,0.11015941787477655
16.25,0.1140012581715687,0.30370438039080244,0.0938360428303488,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,6.654053060598626e-06,4.090262074913177e-06,0.1140012581715687,0.04945419274336643,0.0938360428303488
16.5,0.0887848696232915,0.32870366013650976,0.08854393085250122,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,9.747135894692455e-07,2.6439431263249694e-06,0.0887848696232915,0.09218068327556418,0.08854393085250122
16.75,0.06914633838871931,0.3537035458140285,0.09663214174823291,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.419561044872048e-07,5.435188726755331e-06,0.06914633838871931,0.15992829435067885,0.09663214174823291
17.0,0.05385431641782229,0.37870350837045086,0.12131989393360419,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.05790196647249e-08,3.410124150048307e-05,0.05385431641782229,0.25758982794095237,0.12131989393360419
17.25,0.04197622378285164,0.40370340175464525,0.16548276476808743,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.9884814187854355e-09,0.0004137110620179497,0.04197622378285164,0.3829920293432701,0.16548276476808743
17.5,0.03316443568650311,0.42870340712311855,0.22960171821010894,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,4.818357840496362e-10,0.005723439374165796,0.03316443568650311,0.5224491692452315,0.22960171821010894
17.75,0.031444033310704084,0.45370340731078684,0.30974012338552304,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,3.329961728801398e-10,0.061680428250190086,0.031444033310704084,0.6520860354171304,0.30974012338552304
18.0,0.06725597090093073,0.4787034028414784,0.39731488794672626,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.53912701196664e-07,0.3838218855995093,0.06725597090093073,0.7482009790103655,0.39731488794672626
18.25,0.21014139848441005,0.5036576745288172,0.4817273431523476,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.0014694913841740477,1.0096429459971457,0.21014139848441005,0.8000678364470363,0.4817273431523476
18.5,0.41970167541306197,0.5094298471433858,0.5497778501539811,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.3021962688396114,1.1858815933142697,0.41970167541306197,0.7257113168853663,0.5497778501539811
18.75,0.5512922334623513,0.3745535979506886,0.5212563216982516,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.7707758441666969,0.7841252613953051,0.5512922334623513,0.12957277757547614,0.5212563216982516
19.0,0.5367758041501844,0.2416167356224308,0.4139550865513961,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.46263608054486594,0.25127994723267494,0.5367758041501844,0.005212172702184267,0.4139550865513961
19.25,0.44512418346133525,0.19126112706442835,0.32282998420292025,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.1623330374430323,0.04880065922008814,0.44512418346133525,0.0009308368891087049,0.32282998420292025
19.5,0.3515068639358114,0.1952887373685472,0.25163391618008824,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.03298684845480505,0.007973269893095368,0.3515068639358114,0.0012152279740836967,0.25163391618008824
19.75,0.27452467084053805,0.21646624478955825,0.19641017373438185,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.005319007840262959,0.001233245527551161,0.27452467084053805,0.0029715392364205243,0.19641017373438185
20.0,0.21391883723344932,0.2408664340418373,0.15405953737267672,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.000810293702994803,0.00019155877245282565,0.21391883723344932,0.007339280743460883,0.15405953737267672
20.25,0.1666190823401359,0.26577574059919395,0.122558694996392,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.00012122953120937052,3.25800792332791e-05,0.1666190823401359,0.01667028004199434,0.122558694996392
20.5,0.1297665795576036,0.2907620785759999,0.10101837697715217,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.79553098868627e-05,7.247677579022694e-06,0.1297665795576036,0.034815389540943605,0.10101837697715217
20.75,0.10106336682397517,0.31576022714914526,0.0897981699647327,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.6391710198487292e-06,2.9189705790145656e-06,0.10106336682397517,0.06737641441736861,0.0897981699647327
21.0,0.07870853242102253,0.34076000444991233,0.09059215826164126,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,3.8546432444009855e-07,3.209834316147188e-06,0.07870853242102253,0.12132572437755047,0.09059215826164126
21.25,0.061299574791328464,0.3657599060727933,0.10626368881114967,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,5.600373490301747e-08,1.1721023309584973e-05,0.061299574791328464,0.20319477071109937,0.10626368881114967
21.5,0.0477497421112524,0.3907599005219671,0.14007590202202774,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,8.110347271337546e-09,0.00010839350570720835,0.0477497421112524,0.3151489522427806,0.14007590202202774
21.75,0.037309029304750926,0.4157598997020309,0.19403807962920053,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.19871355793703e-09,0.0014849796410124163,0.037309029304750926,0.4498044898791713,0.19403807962920053
22.0,0.030677446348370746,0.4407598995588045,0.26668793000959806,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.65532043241725e-10,0.01892434697071866,0.030677446348370746,0.5878284854703365,0.26668793000959806
22.25,0.039966724775583266,0.46575989941765056,0.3516997864318908,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,2.3286906108541246e-09,0.16283535747616476,0.039966724775583266,0.7036908587240485,0.3516997864318908
22.5,0.12031987438046099,0.49075946125299236,0.43903950121621504,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,1.655480144473757e-05,0.6891091657666378,0.12031987438046099,0.7787721117047273,0.43903950121621504
22.75,0.3122811044488518,0.5143372833525857,0.5183527232099273,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.03491679197272069,1.1793006915305129,0.3122811044488518,0.8038247432751844,0.5183527232099273
23.0,0.5000196997276369,0.4599924458118154,0.5558423952205035,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.6900974072854872,1.0498690713925043,0.5000196997276369,0.4518783353210543,0.5558423952205035
23.25,0.5608984996476549,0.30039304471970474,0.46941501772969063,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.6442809229225411,0.49579944978068896,0.5608984996476549,0.02656597304641119,0.46941501772969063
23.5,0.4958476705775994,0.2078178734229715,0.3672750260762946,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.3013322884769613,0.11817403608834905,0.4958476705775994,0.0016890897997436558,0.3672750260762946
23.75,0.3982586429740668,0.1892146369270471,0.2862634353054901,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.07914527576062307,0.020602181586357855,0.3982586429740668,0.0009002318346845337,0.2862634353054901
24.0,0.31217602821042,0.2046742141818625,0.22322228856059662,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.013858194033998197,0.003251278330087786,0.31217602821042,0.0018357805627549927,0.22322228856059662
24.25,0.24343612145073093,0.22809631063736258,0.1745281702569647,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.002153726687301624,0.0005000753063763422,0.24343612145073093,0.0046365577971989045,0.1745281702569647
24.5,0.18963680038502148,0.2528544750421188,0.13759481709724303,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,0.0003246585938831628,7.995456212545397e-05,0.18963680038502148,0.011020059377748585,0.13759481709724303
24.75,0.14769738425266457,0.2778181498181753,0.1109343259306068,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,4.831467804762899e-05,1.5013435475257068e-05,0.14769738425266457,0.024013321238490117,0.1109343259306068
25.0,0.11502850123432556,0.3028126305565677,0.09424368507224842,0.1,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,8.0,8.0,8.0,1.0,0.1,7.1281279668813695e-06,4.229683655819138e-06,0.11502850123432556,0.0483030852919898,0.09424368507224842
