APC_active_1_task1,CDK1_active_2_task1,Plk1_active_3_task1,_1_task1
0.061299574791328464,0.3657599060727933,0.10626368881114967,21.25
0.0477497421112524,0.3907599005219671,0.14007590202202774,21.5
0.037309029304750926,0.4157598997020309,0.19403807962920053,21.75
0.030677446348370746,0.4407598995588045,0.26668793000959806,22.0
0.039966724775583266,0.46575989941765056,0.3516997864318908,22.25
0.12031987438046099,0.49075946125299236,0.43903950121621504,22.5
0.3122811044488518,0.5143372833525857,0.5183527232099273,22.75
0.5000196997276369,0.4599924458118154,0.5558423952205035,23.0
0.5608984996476549,0.30039304471970474,0.46941501772969063,23.25
0.4958476705775994,0.2078178734229715,0.3672750260762946,23.5
0.3982586429740668,0.1892146369270471,0.2862634353054901,23.75
0.31217602821042,0.2046742141818625,0.22322228856059662,24.0
0.24343612145073093,0.22809631063736258,0.1745281702569647,24.25
0.18963680038502148,0.2528544750421188,0.13759481709724303,24.5
0.14769738425266457,0.2778181498181753,0.1109343259306068,24.75
0.11502850123432556,0.3028126305565677,0.09424368507224842,25.0
