Cytosolic_Rapamycin_2_task1,Rapamycin_Dose_1_task1,Raptor_3_task1,Rictor_4_task1,_1_task1,mTORC1_7_task1,mTORC1_Rapamycin_6_task1,mTORC2_8_task1,mTOR_9_task1,mTOR_Rapamycin_5_task1
0.0,0.0,4.7991536735731635e-08,1.3242478128223282e-08,27.5,2.7216784934174557e-07,0.0,7.510025803008351e-08,2.8354683905773444e-08,0.0
0.0,0.0,4.799153640527815e-08,1.3242478037040081e-08,30.0,2.721678484724106e-07,0.0,7.510025779020476e-08,2.835468430612002e-08,0.0
0.0,0.0,4.799153582375731e-08,1.3242477876578972e-08,32.5,2.721678478541431e-07,0.0,7.510025761960392e-08,2.8354684386121256e-08,0.0
0.0,0.0,4.799153532787843e-08,1.3242477739749334e-08,35.0,2.721678471502337e-07,0.0,7.510025742537164e-08,2.835468457539585e-08,0.0
0.0,0.0,4.799153483199956e-08,1.3242477602919697e-08,37.5,2.721678464463242e-07,0.0,7.510025723113935e-08,2.835468476467044e-08,0.0
0.0,0.0,4.799153433612069e-08,1.3242477466090059e-08,40.0,2.721678457424148e-07,0.0,7.510025703690706e-08,2.8354684953945036e-08,0.0
0.0,0.0,4.799153384024181e-08,1.3242477329260423e-08,42.5,2.721678450385053e-07,0.0,7.510025684267477e-08,2.8354685143219627e-08,0.0
0.0,0.0,4.7991533344362936e-08,1.3242477192430785e-08,45.0,2.721678443345959e-07,0.0,7.510025664844249e-08,2.8354685332494217e-08,0.0
0.0,0.0,4.799153284848406e-08,1.3242477055601147e-08,47.5,2.7216784363068643e-07,0.0,7.51002564542102e-08,2.8354685521768812e-08,0.0
0.0,0.0,4.7991532364240175e-08,1.3242476921981986e-08,50.0,2.721678429151422e-07,0.0,7.510025625676748e-08,2.8354685725888542e-08,0.0
0.0,0.0,4.799153188393441e-08,1.324247678944948e-08,52.5,2.721678421956599e-07,0.0,7.510025605823814e-08,2.8354685935032938e-08,0.0
0.0,0.0,4.799153140362864e-08,1.3242476656916975e-08,55.0,2.721678414761776e-07,0.0,7.510025585970878e-08,2.8354686144177333e-08,0.0
0.0,0.0,4.7991530923322875e-08,1.3242476524384469e-08,57.5,2.721678407566953e-07,0.0,7.510025566117944e-08,2.8354686353321732e-08,0.0
0.0,0.0,4.7991530443017104e-08,1.3242476391851962e-08,60.0,2.72167840037213e-07,0.0,7.510025546265009e-08,2.8354686562466128e-08,0.0
0.0,0.0,4.799152996271134e-08,1.3242476259319456e-08,62.5,2.721678393177307e-07,0.0,7.510025526412074e-08,2.8354686771610527e-08,0.0
0.0,0.0,4.799152948240557e-08,1.324247612678695e-08,65.0,2.721678385982484e-07,0.0,7.510025506559139e-08,2.8354686980754923e-08,0.0
0.0,0.0,4.7991529002099804e-08,1.3242475994254445e-08,67.5,2.721678378787661e-07,0.0,7.510025486706205e-08,2.8354687189899322e-08,0.0
0.0,0.0,4.799152852179404e-08,1.3242475861721939e-08,70.0,2.7216783715928383e-07,0.0,7.510025466853269e-08,2.8354687399043717e-08,0.0
0.0,0.0,4.799152804148827e-08,1.3242475729189433e-08,72.5,2.721678364398015e-07,0.0,7.510025447000333e-08,2.8354687608188113e-08,0.0
0.0,0.0,4.7991527561182504e-08,1.3242475596656928e-08,75.0,2.721678357203192e-07,0.0,7.510025427147399e-08,2.8354687817332512e-08,0.0
0.0,0.0,4.799152708087673e-08,1.3242475464124422e-08,77.5,2.7216783500083694e-07,0.0,7.510025407294464e-08,2.8354688026476908e-08,0.0
0.0,0.0,4.799152660057097e-08,1.3242475331591917e-08,80.0,2.721678342813546e-07,0.0,7.51002538744153e-08,2.8354688235621307e-08,0.0
0.0,0.0,4.79915261202652e-08,1.3242475199059411e-08,82.5,2.721678335618723e-07,0.0,7.510025367588594e-08,2.8354688444765703e-08,0.0
0.0,0.0,4.799152563995943e-08,1.3242475066526905e-08,85.0,2.7216783284239005e-07,0.0,7.51002534773566e-08,2.8354688653910098e-08,0.0
0.0,0.0,4.799152515965367e-08,1.3242474933994398e-08,87.5,2.721678321229077e-07,0.0,7.510025327882724e-08,2.8354688863054497e-08,0.0
0.0,0.0,4.79915246793479e-08,1.3242474801461892e-08,90.0,2.7216783140342544e-07,0.0,7.51002530802979e-08,2.8354689072198893e-08,0.0
0.0,0.0,4.799152419904213e-08,1.3242474668929387e-08,92.5,2.7216783068394316e-07,0.0,7.510025288176854e-08,2.8354689281343292e-08,0.0
0.0,0.0,4.799152371873636e-08,1.3242474536396881e-08,95.0,2.721678299644608e-07,0.0,7.51002526832392e-08,2.8354689490487688e-08,0.0
0.0,0.0,4.79915232384306e-08,1.3242474403864375e-08,97.5,2.7216782924497855e-07,0.0,7.510025248470984e-08,2.8354689699632083e-08,0.0
0.0,0.0,4.799152275812483e-08,1.324247427133187e-08,100.0,2.7216782852549627e-07,0.0,7.510025228618049e-08,2.8354689908776482e-08,0.0
0.0,0.0,4.799152227772698e-08,1.3242474138773955e-08,102.5,2.7216782780610716e-07,0.0,7.510025208767688e-08,2.835469011780144e-08,0.0
0.0,0.0,4.799152179727138e-08,1.3242474006200105e-08,105.0,2.7216782708677655e-07,0.0,7.510025188918938e-08,2.835469032675149e-08,0.0
0.0,0.0,4.799152131681578e-08,1.3242473873626255e-08,107.5,2.7216782636744595e-07,0.0,7.510025169070189e-08,2.8354690535701542e-08,0.0
0.0,0.0,4.799152083636018e-08,1.3242473741052406e-08,110.0,2.7216782564811534e-07,0.0,7.51002514922144e-08,2.8354690744651594e-08,0.0
0.0,0.0,4.799152035590458e-08,1.3242473608478556e-08,112.5,2.7216782492878473e-07,0.0,7.51002512937269e-08,2.8354690953601648e-08,0.0
0.0,0.0,4.799151987544898e-08,1.3242473475904706e-08,115.0,2.721678242094541e-07,0.0,7.510025109523941e-08,2.83546911625517e-08,0.0
0.0,0.0,4.799151939499338e-08,1.3242473343330858e-08,117.5,2.7216782349012346e-07,0.0,7.510025089675191e-08,2.835469137150175e-08,0.0
0.0,0.0,4.799151891453778e-08,1.3242473210757008e-08,120.0,2.7216782277079286e-07,0.0,7.510025069826442e-08,2.8354691580451802e-08,0.0
0.0,0.0,4.799151843408218e-08,1.3242473078183158e-08,122.5,2.7216782205146225e-07,0.0,7.510025049977693e-08,2.8354691789401853e-08,0.0
0.0,0.0,4.799151795362658e-08,1.3242472945609309e-08,125.0,2.7216782133213164e-07,0.0,7.510025030128942e-08,2.8354691998351905e-08,0.0
0.0,0.0,4.799151747317098e-08,1.3242472813035459e-08,127.5,2.7216782061280103e-07,0.0,7.510025010280192e-08,2.8354692207301956e-08,0.0
0.0,0.0,4.799151699271538e-08,1.3242472680461609e-08,130.0,2.7216781989347043e-07,0.0,7.510024990431443e-08,2.8354692416252007e-08,0.0
0.0,0.0,4.799151651225978e-08,1.324247254788776e-08,132.5,2.721678191741398e-07,0.0,7.510024970582694e-08,2.835469262520206e-08,0.0
0.0,0.0,4.799151603180418e-08,1.324247241531391e-08,135.0,2.721678184548092e-07,0.0,7.510024950733944e-08,2.835469283415211e-08,0.0
0.0,0.0,4.799151555134858e-08,1.324247228274006e-08,137.5,2.721678177354786e-07,0.0,7.510024930885195e-08,2.835469304310216e-08,0.0
0.0,0.0,4.799151507089298e-08,1.324247215016621e-08,140.0,2.72167817016148e-07,0.0,7.510024911036446e-08,2.8354693252052212e-08,0.0
0.0,0.0,4.799151459043738e-08,1.324247201759236e-08,142.5,2.721678162968174e-07,0.0,7.510024891187696e-08,2.8354693461002264e-08,0.0
0.0,0.0,4.799151410998178e-08,1.324247188501851e-08,145.0,2.7216781557748673e-07,0.0,7.510024871338947e-08,2.8354693669952315e-08,0.0
0.0,0.0,4.799151362952618e-08,1.3242471752444662e-08,147.5,2.721678148581561e-07,0.0,7.510024851490198e-08,2.8354693878902366e-08,0.0
0.0,0.0,4.799151314907058e-08,1.3242471619870812e-08,150.0,2.721678141388255e-07,0.0,7.510024831641448e-08,2.8354694087852417e-08,0.0
0.0,0.0,4.799151266861498e-08,1.3242471487296963e-08,152.5,2.721678134194949e-07,0.0,7.510024811792699e-08,2.835469429680247e-08,0.0
0.0,0.0,4.799151218815938e-08,1.3242471354723113e-08,155.0,2.721678127001643e-07,0.0,7.51002479194395e-08,2.835469450575252e-08,0.0
0.0,0.0,4.799151170770378e-08,1.3242471222149263e-08,157.5,2.721678119808337e-07,0.0,7.510024772095199e-08,2.835469471470257e-08,0.0
0.0,0.0,4.799151122724818e-08,1.3242471089575413e-08,160.0,2.721678112615031e-07,0.0,7.51002475224645e-08,2.8354694923652623e-08,0.0
0.0,0.0,4.799151074679258e-08,1.3242470957001564e-08,162.5,2.721678105421725e-07,0.0,7.5100247323977e-08,2.8354695132602674e-08,0.0
0.0,0.0,4.799151026633698e-08,1.3242470824427714e-08,165.0,2.7216780982284187e-07,0.0,7.51002471254895e-08,2.8354695341552725e-08,0.0
0.0,0.0,4.799150978588138e-08,1.3242470691853864e-08,167.5,2.7216780910351127e-07,0.0,7.510024692700201e-08,2.8354695550502776e-08,0.0
0.0,0.0,4.7991509305425783e-08,1.3242470559280014e-08,170.0,2.7216780838418066e-07,0.0,7.510024672851452e-08,2.8354695759452828e-08,0.0
0.0,0.0,4.799150882497018e-08,1.3242470426706164e-08,172.5,2.7216780766485005e-07,0.0,7.510024653002703e-08,2.835469596840288e-08,0.0
0.0,0.0,4.7991508344514583e-08,1.3242470294132315e-08,175.0,2.721678069455194e-07,0.0,7.510024633153953e-08,2.835469617735293e-08,0.0
0.0,0.0,4.799150786405898e-08,1.3242470161558465e-08,177.5,2.721678062261888e-07,0.0,7.510024613305204e-08,2.835469638630298e-08,0.0
0.0,0.0,4.7991507383603383e-08,1.3242470028984617e-08,180.0,2.721678055068582e-07,0.0,7.510024593456454e-08,2.8354696595253033e-08,0.0
0.0,0.0,4.799150690314778e-08,1.3242469896410767e-08,182.5,2.7216780478752757e-07,0.0,7.510024573607705e-08,2.8354696804203084e-08,0.0
0.0,0.0,4.7991506422692183e-08,1.3242469763836917e-08,185.0,2.7216780406819696e-07,0.0,7.510024553758956e-08,2.8354697013153135e-08,0.0
0.0,0.0,4.799150594223658e-08,1.3242469631263067e-08,187.5,2.7216780334886635e-07,0.0,7.510024533910205e-08,2.8354697222103187e-08,0.0
0.0,0.0,4.7991505461780983e-08,1.3242469498689218e-08,190.0,2.7216780262953575e-07,0.0,7.510024514061456e-08,2.8354697431053238e-08,0.0
0.0,0.0,4.799150498132538e-08,1.3242469366115368e-08,192.5,2.7216780191020514e-07,0.0,7.510024494212706e-08,2.835469764000329e-08,0.0
0.0,0.0,4.7991504500869783e-08,1.3242469233541518e-08,195.0,2.7216780119087453e-07,0.0,7.510024474363957e-08,2.835469784895334e-08,0.0
0.0,0.0,4.799150402041418e-08,1.3242469100967668e-08,197.5,2.721678004715439e-07,0.0,7.510024454515207e-08,2.8354698057903392e-08,0.0
0.0,0.0,4.7991503539958584e-08,1.3242468968393819e-08,200.0,2.721677997522133e-07,0.0,7.510024434666458e-08,2.8354698266853443e-08,0.0
0.0,0.0,4.799150305950298e-08,1.3242468835819969e-08,202.5,2.7216779903288266e-07,0.0,7.510024414817709e-08,2.8354698475803494e-08,0.0
0.0,0.0,4.7991502579047384e-08,1.3242468703246119e-08,205.0,2.7216779831355205e-07,0.0,7.51002439496896e-08,2.8354698684753546e-08,0.0
0.0,0.0,4.799150209859178e-08,1.324246857067227e-08,207.5,2.7216779759422144e-07,0.0,7.51002437512021e-08,2.8354698893703597e-08,0.0
0.0,0.0,4.7991501618136184e-08,1.324246843809842e-08,210.0,2.7216779687489084e-07,0.0,7.51002435527146e-08,2.8354699102653648e-08,0.0
0.0,0.0,4.799150113768058e-08,1.3242468305524571e-08,212.5,2.7216779615556023e-07,0.0,7.510024335422711e-08,2.8354699311603703e-08,0.0
0.0,0.0,4.7991500657224984e-08,1.3242468172950722e-08,215.0,2.721677954362296e-07,0.0,7.510024315573962e-08,2.8354699520553754e-08,0.0
0.0,0.0,4.799150017676938e-08,1.3242468040376872e-08,217.5,2.72167794716899e-07,0.0,7.510024295725213e-08,2.8354699729503805e-08,0.0
0.0,0.0,4.7991499696313784e-08,1.3242467907803022e-08,220.0,2.721677939975684e-07,0.0,7.510024275876462e-08,2.8354699938453857e-08,0.0
0.0,0.0,4.799149921585818e-08,1.3242467775229172e-08,222.5,2.721677932782378e-07,0.0,7.510024256027712e-08,2.8354700147403908e-08,0.0
0.0,0.0,4.7991498735402584e-08,1.3242467642655322e-08,225.0,2.721677925589072e-07,0.0,7.510024236178963e-08,2.835470035635396e-08,0.0
0.0,0.0,4.799149825494698e-08,1.3242467510081473e-08,227.5,2.721677918395766e-07,0.0,7.510024216330214e-08,2.835470056530401e-08,0.0
0.0,0.0,4.7991497774491384e-08,1.3242467377507623e-08,230.0,2.721677911202459e-07,0.0,7.510024196481464e-08,2.8354700774254062e-08,0.0
0.0,0.0,4.799149729403578e-08,1.3242467244933773e-08,232.5,2.721677904009153e-07,0.0,7.510024176632715e-08,2.8354700983204113e-08,0.0
0.0,0.0,4.7991496813580184e-08,1.3242467112359923e-08,235.0,2.721677896815847e-07,0.0,7.510024156783966e-08,2.8354701192154164e-08,0.0
0.0,0.0,4.799149633312458e-08,1.3242466979786074e-08,237.5,2.721677889622541e-07,0.0,7.510024136935216e-08,2.8354701401104216e-08,0.0
0.0,8e-20,4.7991495852668984e-08,1.3242466847212224e-08,240.0,2.721677882429235e-07,0.0,7.510024117086467e-08,2.8354701610054267e-08,0.0
2.7751132635653823e-19,8e-20,4.799149537324114e-08,1.3242466714934495e-08,242.5,2.721677875223437e-07,2.2012715388101755e-19,7.510024097208071e-08,2.8354701820305023e-08,2.5180510583163616e-20
3.4281092203053666e-19,8e-20,4.79914948928119e-08,1.3242466582370396e-08,245.0,2.721677868026043e-07,6.013668177691041e-19,7.510024077358312e-08,2.835470202924262e-08,7.574149718820204e-20
3.681355194243922e-19,8e-20,4.799149441234977e-08,1.3242466449806641e-08,247.5,2.7216778608287725e-07,1.0031964891383296e-18,7.510024057508523e-08,2.8354702238135447e-08,1.3850118194067625e-19
3.85866731972901e-19,8e-20,4.7991493931890784e-08,1.3242466317245741e-08,250.0,2.7216778536315224e-07,1.399846364707314e-18,7.510024037658443e-08,2.835470244702518e-08,2.1034577282132732e-19
4.0209440381886974e-19,8e-20,4.7991493451436093e-08,1.3242466184686273e-08,252.5,2.7216778464343237e-07,1.787070018036497e-18,7.510024017808225e-08,2.8354702655912694e-08,2.9010343428367086e-19
4.1796280138745395e-19,8e-20,4.799149297098563e-08,1.3242466052127782e-08,255.0,2.7216778392371795e-07,2.1646241166282614e-18,7.510023997957907e-08,2.8354702864798248e-08,3.7701307046813376e-19
4.336872536761148e-19,8e-20,4.7991492490539134e-08,1.324246591957009e-08,257.5,2.721677832040088e-07,2.5329751856609226e-18,7.510023978107511e-08,2.8354703073682026e-08,4.704327062182417e-19
4.493101295748549e-19,8e-20,4.799149201009631e-08,1.324246578701309e-08,260.0,2.721677824843046e-07,2.8926830132207763e-18,7.510023958257045e-08,2.835470328256423e-08,5.697813719001114e-19
4.64842481733529e-19,8e-20,4.7991491529656866e-08,1.3242465654456691e-08,262.5,2.721677817646052e-07,3.2442881125112117e-18,7.510023938406521e-08,2.8354703491444998e-08,6.745252245016131e-19
4.802796177813789e-19,8e-20,4.7991491049220466e-08,1.324246552190087e-08,265.0,2.7216778104491025e-07,3.588302372905867e-18,7.51002391855594e-08,2.8354703700324458e-08,7.841729998055074e-19
4.956269481640325e-19,8e-20,4.799149056878687e-08,1.3242465389345545e-08,267.5,2.7216778032521976e-07,3.925191046407352e-18,7.510023898705309e-08,2.8354703909202766e-08,8.982709573000826e-19
5.108831166150432e-19,8e-20,4.7991490088355846e-08,1.324246525679067e-08,270.0,2.7216777960553324e-07,4.255389535231902e-18,7.510023878854634e-08,2.8354704118080022e-08,1.0164011492307395e-18
5.260487122647785e-19,8e-20,4.7991489607927156e-08,1.3242465124236206e-08,272.5,2.721677788858508e-07,4.5792989505473025e-18,7.510023859003917e-08,2.835470432695636e-08,1.1381780868630364e-18
5.4112533452872105e-19,8e-20,4.799148912750058e-08,1.32424649916821e-08,275.0,2.7216777816617216e-07,4.897289397625917e-18,7.510023839153166e-08,2.835470453583186e-08,1.2632462904849122e-18
5.561140614579531e-19,8e-20,4.7991488647075943e-08,1.3242464859128309e-08,277.5,2.7216777744649713e-07,5.209703565177695e-18,7.510023819302383e-08,2.8354704744706632e-08,1.3912780676329454e-18
5.710143467330195e-19,8e-20,4.799148816665305e-08,1.3242464726574805e-08,280.0,2.7216777672682564e-07,5.5168597478952285e-18,7.510023799451572e-08,2.835470495358075e-08,1.5219714755380355e-18
5.858262085932799e-19,8e-20,4.7991487686231745e-08,1.3242464594021553e-08,282.5,2.7216777600715755e-07,5.819052014005698e-18,7.510023779600736e-08,2.835470516245431e-08,1.6550482005066147e-18
6.005507304996962e-19,8e-20,4.799148720581188e-08,1.3242464461468517e-08,285.0,2.7216777528749273e-07,6.116551627657455e-18,7.510023759749878e-08,2.835470537132738e-08,1.790251689243962e-18
6.151886366220044e-19,8e-20,4.7991486725393324e-08,1.3242464328915671e-08,287.5,2.721677745678311e-07,6.409609908248963e-18,7.510023739899002e-08,2.8354705580200026e-08,1.9273455614524805e-18
6.297401606026851e-19,8e-20,4.799148624497593e-08,1.324246419636299e-08,290.0,2.721677738481724e-07,6.698459886017774e-18,7.510023720048108e-08,2.8354705789072312e-08,2.066112071915534e-18
6.442058018354353e-19,8e-20,4.799148576455959e-08,1.3242464063810449e-08,292.5,2.7216777312851676e-07,6.983317109618928e-18,7.510023700197203e-08,2.8354705997944298e-08,2.2063506284812856e-18
6.585861653642151e-19,8e-20,4.7991485284144185e-08,1.3242463931258021e-08,295.0,2.7216777240886397e-07,7.264381083908789e-18,7.510023680346286e-08,2.8354706206816028e-08,2.347876497707059e-18
6.728818028492731e-19,8e-20,4.799148480372963e-08,1.3242463798705692e-08,297.5,2.72167771689214e-07,7.541836652526559e-18,7.510023660495359e-08,2.835470641568756e-08,2.4905195647519577e-18
6.870932007539826e-19,8e-20,4.799148432331583e-08,1.324246366615344e-08,300.0,2.7216777096956663e-07,7.815855135088488e-18,7.510023640644426e-08,2.835470662455894e-08,2.634123207257978e-18
7.012208191547548e-19,8e-20,4.7991483842902683e-08,1.3242463533601247e-08,302.5,2.7216777024992193e-07,8.08659530812706e-18,7.510023620793486e-08,2.8354706833430207e-08,2.7785432803009574e-18
7.152652313038431e-19,8e-20,4.7991483362490113e-08,1.3242463401049096e-08,305.0,2.721677695302797e-07,8.354204372984332e-18,7.510023600942543e-08,2.8354707042301392e-08,2.92364702446731e-18
7.292268300445233e-19,8e-20,4.799148288207806e-08,1.3242463268496973e-08,307.5,2.721677688106401e-07,8.61881887811407e-18,7.510023581091596e-08,2.8354707251172537e-08,3.06931240609269e-18
7.431060947196731e-19,8e-20,4.7991482401666456e-08,1.3242463135944866e-08,310.0,2.721677680910029e-07,8.880565417402511e-18,7.510023561240648e-08,2.8354707460043672e-08,3.2154271812476467e-18
7.569035179808068e-19,8e-20,4.7991481921255235e-08,1.3242463003392763e-08,312.5,2.721677673713681e-07,9.139561297128396e-18,7.510023541389701e-08,2.835470766891483e-08,3.3618882946091518e-18
7.706195990222469e-19,8e-20,4.7991481440844346e-08,1.3242462870840652e-08,315.0,2.7216776665173556e-07,9.39591558910577e-18,7.510023521538754e-08,2.835470787778603e-08,3.508600832888406e-18
7.842548304688134e-19,8e-20,4.799148096043373e-08,1.324246273828852e-08,317.5,2.7216776593210536e-07,9.649729525247136e-18,7.510023501687811e-08,2.8354708086657308e-08,3.6554776424667354e-18
7.978096880508592e-19,8e-20,4.7991480480023335e-08,1.3242462605736361e-08,320.0,2.7216776521247734e-07,9.901096832465587e-18,7.51002348183687e-08,2.8354708295528678e-08,3.802439004201903e-18
8.112846399163323e-19,8e-20,4.7991479999613134e-08,1.3242462473184163e-08,322.5,2.7216776449285154e-07,1.015010590120272e-17,7.510023461985933e-08,2.8354708504400164e-08,3.949410457180633e-18
8.246801729646413e-19,8e-20,4.799147951920307e-08,1.324246234063192e-08,325.0,2.721677637732279e-07,1.0396836863539498e-17,7.510023442135002e-08,2.835470871327178e-08,4.096325697423064e-18
8.379967262575856e-19,8e-20,4.7991479038793116e-08,1.3242462208079623e-08,327.5,2.7216776305360635e-07,1.0641366501979816e-17,7.510023422284076e-08,2.8354708922143555e-08,4.243121729268832e-18
8.512347645453715e-19,8e-20,4.799147855838324e-08,1.3242462075527266e-08,330.0,2.7216776233398685e-07,1.0883765228471523e-17,7.510023402433157e-08,2.8354709131015497e-08,4.389741821040414e-18
8.643947682635927e-19,8e-20,4.79914780779734e-08,1.3242461942974844e-08,332.5,2.721677616143694e-07,1.112409817747153e-17,7.510023382582244e-08,2.835470933988762e-08,4.5361344214391345e-18
8.77477185505471e-19,8e-20,4.799147759756357e-08,1.324246181042235e-08,335.0,2.72167760894754e-07,1.1362427206463146e-17,7.510023362731337e-08,2.8354709548759935e-08,4.68225120247863e-18
8.904824814576379e-19,8e-20,4.799147711715373e-08,1.324246167786978e-08,337.5,2.721677601751405e-07,1.1598808612309868e-17,7.51002334288044e-08,2.835470975763246e-08,4.8280492993225515e-18
9.03411119540489e-19,8e-20,4.799147663674384e-08,1.3242461545317131e-08,340.0,2.72167759455529e-07,1.1833295946086214e-17,7.510023323029552e-08,2.83547099665052e-08,4.973488512959031e-18
9.162635488688819e-19,8e-20,4.799147615633389e-08,1.3242461412764395e-08,342.5,2.721677587359194e-07,1.2065938691601138e-17,7.510023303178671e-08,2.8354710175378167e-08,5.118532643206982e-18
9.29040214314223e-19,8e-20,4.799147567592386e-08,1.324246128021157e-08,345.0,2.7216775801631163e-07,1.2296783164964508e-17,7.5100232833278e-08,2.835471038425137e-08,5.263148580712654e-18
9.41741563761525e-19,8e-20,4.7991475195513725e-08,1.3242461147658651e-08,347.5,2.721677572967058e-07,1.2525872895803332e-17,7.51002326347694e-08,2.835471059312482e-08,5.407305919747195e-18
9.543680397798684e-19,8e-20,4.799147471510348e-08,1.3242461015105638e-08,350.0,2.7216775657710175e-07,1.2753248244551916e-17,7.510023243626089e-08,2.835471080199852e-08,5.550977348742154e-18
9.669200770927016e-19,8e-20,4.79914742346931e-08,1.3242460882552524e-08,352.5,2.7216775585749956e-07,1.2978947585745064e-17,7.510023223775247e-08,2.835471101087248e-08,5.694137469852618e-18
9.793981184679994e-19,8e-20,4.799147375428257e-08,1.3242460749999311e-08,355.0,2.721677551378992e-07,1.3203006379527497e-17,7.510023203924417e-08,2.8354711219746706e-08,5.836763713591723e-18
9.918026011354424e-19,8e-20,4.799147327387188e-08,1.3242460617445993e-08,357.5,2.721677544183006e-07,1.3425458241020386e-17,7.510023184073597e-08,2.8354711428621202e-08,5.978835282162181e-18
1.0041339591783096e-18,1.6e-19,4.7991472793461026e-08,1.3242460484892572e-08,360.0,2.7216775369870375e-07,1.3646334780249928e-17,7.510023164222788e-08,2.8354711637495977e-08,6.120333307814083e-18
1.2939086867933027e-18,1.6e-19,4.799147231305068e-08,1.324246035234221e-08,362.5,2.721677529788879e-07,1.4085788827563662e-17,7.510023144371672e-08,2.83547118463497e-08,6.2864209924308716e-18
1.3714003084574973e-18,1.6e-19,4.799147183264171e-08,1.3242460219799244e-08,365.0,2.72167752258911e-07,1.4684836722400368e-17,7.510023124519819e-08,2.835471205518741e-08,6.4772834875203135e-18
1.4088338851613144e-18,1.6e-19,4.799147135223565e-08,1.3242460087260358e-08,367.5,2.7216775153891214e-07,1.530299203971268e-17,7.51002310466756e-08,2.835471226402051e-08,6.679726179796968e-18
1.4386046793982028e-18,1.6e-19,4.799147087183364e-08,1.3242459954723402e-08,370.0,2.721677508189158e-07,1.591449888987396e-17,7.510023084815105e-08,2.8354712472851126e-08,6.8906220069955956e-18
1.466798400344939e-18,1.6e-19,4.7991470391435895e-08,1.3242459822187551e-08,372.5,2.721677500989261e-07,1.651513798214104e-17,7.51002306496254e-08,2.8354712681679813e-08,7.108788435697488e-18
1.494572983327867e-18,1.6e-19,4.799146991104219e-08,1.324245968965251e-08,375.0,2.7216774937894356e-07,1.710467722726842e-17,7.510023045109893e-08,2.8354712890506836e-08,7.333453599325722e-18
1.5221299870683166e-18,1.6e-19,4.799146943065225e-08,1.324245955711812e-08,377.5,2.7216774865896783e-07,1.768361574540338e-17,7.510023025257182e-08,2.83547130993324e-08,7.563967815108224e-18
1.5495187319974205e-18,1.6e-19,4.7991468950265736e-08,1.3242459424584304e-08,380.0,2.7216774793899866e-07,1.825252781273755e-17,7.510023005404413e-08,2.8354713308156674e-08,7.799741944167744e-18
1.5767411439265292e-18,1.6e-19,4.799146846988232e-08,1.3242459292050984e-08,382.5,2.721677472190359e-07,1.8811980612269577e-17,7.510022985551597e-08,2.8354713516979815e-08,8.040236068694095e-18
1.603799601484452e-18,1.6e-19,4.799146798950173e-08,1.3242459159518103e-08,385.0,2.7216774649907934e-07,1.9362498485730246e-17,7.510022965698737e-08,2.8354713725801958e-08,8.284952537144697e-18
1.6307013751307626e-18,1.6e-19,4.799146750912367e-08,1.3242459026985606e-08,387.5,2.7216774577912865e-07,1.990456253797453e-17,7.510022945845838e-08,2.835471393462325e-08,8.533432399035229e-18
1.6574442388927097e-18,1.6e-19,4.799146702874791e-08,1.3242458894453436e-08,390.0,2.7216774505918363e-07,2.0438625460225788e-17,7.510022925992908e-08,2.83547141434438e-08,8.785253424236929e-18
1.684028992834659e-18,1.6e-19,4.7991466548374205e-08,1.3242458761921554e-08,392.5,2.7216774433924416e-07,2.0965104025212374e-17,7.51002290613995e-08,2.8354714352263724e-08,9.040026432518219e-18
1.7104574447492345e-18,1.6e-19,4.799146606800236e-08,1.3242458629389908e-08,395.0,2.7216774361931004e-07,2.1484383305188113e-17,7.510022886286968e-08,2.835471456108313e-08,9.297392877856387e-18
