Time,T,E,p,g,m,n,d,s,a,b,compartment,EC_Passive_Accumulation,EC_Accumulation,Tumor_Growth,Tumor_Growth_Inhibition,Tumor_Killing,EC_Tumor_Complex_Formation,EC_Elimination
39.0,91265339.2865967,1588331.8367708328,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,161925.6268147507,16427761.071587406,2998570.37583514,15960056.80248353,49605.19017084346,65439.27167495831
40.0,88515918.26567577,1649405.9114569651,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,167211.09398877656,15932865.287821637,2820624.4031096855,16074454.540883733,49960.74790091202,67955.52355202696
41.0,85353270.06953804,1712972.3614746623,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,172468.3171701686,15363588.612516847,2622665.05616286,16097477.964225192,50032.306624503726,70574.4612927561
42.0,81816567.28611019,1779169.311582825,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,177664.12919408956,14726982.111499835,2409822.245693735,16026764.37896429,49812.522892657405,73301.77563721238
43.0,77949168.0562551,1848097.2373977455,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,182752.48101171327,14030850.250125919,2187386.2082384285,15860746.399858162,49296.52514106688,76141.60618078712
44.0,73798381.36917698,1919802.6892015745,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,187671.6244491858,13283708.646451857,1960632.393375776,15598784.244340755,48482.32487205637,79095.87079510487
45.0,69415321.01569022,1994261.9851363343,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,192341.5442593146,12494757.782824239,1734655.245016077,15241400.181227654,47371.545340745724,82163.59378761698
46.0,64854401.61777783,2071359.5460130267,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,196661.14731120842,11673792.29120001,1514193.6273120085,14790479.906503342,45970.047447824196,85340.0132957367
47.0,60173029.2167535,2150866.4716157825,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,200506.46374658908,10831145.259015629,1303485.6402432972,14249599.029269706,44288.944485159795,88615.69863057024
48.0,55430576.20162317,2232415.7170364936,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,203729.45987315077,9977503.71629217,1106117.5600958231,13624224.255809873,42345.22743268065,91975.52754190353
49.0,50687508.30422028,2315478.907473305,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,206159.18173868075,9123751.49475965,924920.459312544,12921980.784223085,40162.59604324378,95397.73098790016
50.0,46004087.06915919,2399344.6468534637,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,207605.66817647542,8280735.672448654,761895.3697440407,12152800.57070873,37771.91966663513,98852.99945036271
51.0,41438491.23559128,2483104.4242936797,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,207867.56755021933,7458928.422406429,618173.480117583,11328860.711638989,35211.045735902466,102303.90228089961
52.0,37045181.82641231,2565647.9192845444,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,206745.02787653776,6668132.728754216,494044.3787587016,10464442.793337006,32524.362614713205,105704.69427452324
53.0,32872862.461954754,2645675.6633506618,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,204057.61311306356,5917115.243151856,389025.0311193338,9575499.635249421,29761.45299893144,109001.83733004726
54.0,28962631.712381132,2721732.2574187494,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,199666.86457091785,5213273.708228604,301980.25285452907,8679021.041945098,26975.122620832084,112135.36900565248
55.0,25346411.685690112,2792263.898074691,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,193501.12416922182,4562354.10342422,231278.61072257577,7792203.119555578,24218.818415185455,115041.27260067727
56.0,22045837.69397044,2855699.206424125,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,185578.34858496126,3968250.7849146794,174966.82546639966,6931486.560959673,21543.63942924977,117654.80730467394
57.0,19071896.02423903,2910553.911427919,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,176022.26345384537,3432941.2843630253,130945.39846537841,6111626.951043673,18995.447253834194,119914.82115083026
58.0,16425133.69556899,2955535.6782001085,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,165064.56313884197,2956524.0652024182,97122.60609023369,5344812.05907635,16612.12249424094,121768.06994184447
59.0,14096732.15034873,2989648.0514550703,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,153031.82930166798,2537411.787062771,71538.4286347232,4640083.885349671,14421.768442930586,123173.4997199489
60.0,12070078.834564412,3012267.5960819894,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,140316.12535650347,2172614.190221594,52447.24910613592,4003049.63984203,12441.812777056699,124105.42495857796
61.0,10322729.80505795,3023184.4735669326,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,127334.91318285567,1858091.364910431,38361.15022616343,3435947.563509706,10679.212136539705,124555.20031095762
62.0,8828491.257992812,3022599.031860206,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,114488.41764541215,1589128.426438706,28059.21284128398,2938017.303124409,9131.603280010653,124531.08011264048
63.0,7559381.606467295,3011077.8549991907,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,102123.17218461593,1360688.689164113,20571.930097990586,2506083.709454679,7789.117578341428,124056.40762596666
64.0,6487305.188133006,2989479.661235816,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,90508.07471120184,1167714.933863941,15150.64629743187,2135242.7274684682,6636.512818707629,123166.56204291561
65.0,5585336.913386267,2958865.971330188,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,79825.1363959805,1005360.644409528,11230.555836972682,1819541.5927907745,5655.287312016378,121905.27801880376
66.0,4828583.51491168,2920410.5469290772,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,70173.03972470132,869145.0326841023,8393.478753771658,1552569.2292267215,4825.5148977419085,120320.91453347799
67.0,4194699.161718072,2875320.2274016878,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,61579.901265615394,755045.849109253,6334.380380634589,1327927.4785655718,4127.309565532595,118463.19336894953
68.0,3664070.476072548,2824771.712141768,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,54019.93127292266,659532.6856930587,4833.148483305543,1139552.9057946014,3541.8256527058365,116380.59454024084
69.0,3219794.946248911,2769867.1948372037,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,47430.63105919013,579563.090324804,3732.14861852041,981916.3239684941,3051.8779842145204,114118.5284272928
70.0,2847512.202752334,2711607.2462379644,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,41727.86386481289,512552.1964954201,2918.9972681364416,850118.9529730417,2642.2407421196626,111718.21854500413
71.0,2535154.7372809458,2650877.878570004,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,36817.703480704906,456327.8527105702,2313.723435104888,739914.4558602821,2299.7159563613855,109216.16859708416
72.0,2272665.507965687,2588448.239757181,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,32604.914605071444,409079.7914338237,1859.4030639948965,647682.7414049358,2013.0520809152501,106644.06747799586
73.0,2051714.0557386852,2524974.6278696824,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,28998.461054505286,369308.5300329633,1515.4310039456464,570375.9053756546,1772.7759747461307,104028.95466823092
74.0,1865429.0883746077,2461009.868728714,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,25914.68533664831,335777.23590742936,1252.7372461514833,505451.4174889774,1570.9852412781838,101393.60659162301
75.0,1708159.4836299112,2397013.8488539797,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,23278.80576908484,307468.707053384,1050.4111757453297,450802.46140816883,1401.1317192904212,98756.97057278396
76.0,1575265.7029410412,2333365.0214310694,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,21025.284397545573,283547.8265293874,893.3263325504397,404691.25496636186,1257.8142365984472,96134.63888296006
77.0,1462942.3187488876,2270371.606675381,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,19097.50279651428,263329.61737479974,770.4720820750939,365688.63956631423,1136.5908488609693,93539.3101950257
78.0,1368069.3182638378,2208281.9787332276,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,17447.054542970858,246252.4772874908,673.7809174469576,332621.21861190535,1033.814541407757,90981.21752380898
79.0,1288088.9601677419,2147293.992502219,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,16032.863004837838,231856.01283019353,597.3023409501652,304526.2160260261,946.4929257412001,88468.51249109143
80.0,1220904.6711109634,2087563.1657533215,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,14820.256294747636,219762.8407999734,536.6189577386051,280613.589795847,872.1704852691994,86007.60242903685
81.0,1164798.5326832752,2029209.742108509,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,13780.076433354756,209663.7358829895,488.4320238267999,260234.6203656173,808.8309454052156,83603.44137487057
82.0,1118364.244989641,1972324.718010338,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,12887.863593706476,201305.56409813536,450.2658904096499,242856.09659893744,754.8170413819835,81259.77838202592
83.0,1080452.8316594237,1916974.9438088324,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,12123.132841599006,194481.50969869626,420.2561957187121,228039.23078905177,708.7649843416306,78979.3676849239
84.0,1050128.7946035669,1863207.4147485252,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,11468.747108158039,189023.18302864203,396.9973746919945,215422.5139957473,669.5511742901429,76764.14548763924
85.0,1026634.7758872573,1811052.8663182012,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,10910.381840002408,184794.2596597063,379.43242670198845,204707.812873935,636.2489878788425,74615.3780923099
86.0,1009363.0903208704,1760528.783181997,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,10436.072504618978,181685.35625775668,366.7729853167551,195649.10632837555,608.0937709861047,72533.78586709828
87.0,997832.9020205225,1711641.9094831452,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,10035.835726870493,179609.92236369406,358.44138012769116,188043.38077492264,584.4545404285061,70519.64667070558
88.0,991671.9588657316,1664390.3444178803,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,9701.35360080338,178500.95259583168,354.028778640215,181723.2685715864,564.8111035894357,68572.88219001667
89.0,990602.056345216,1618765.2909911633,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,9425.71186623599,178308.37014213888,353.2652762527334,176551.10008217153,548.7355717358682,66693.12998883594
90.0,994427.3377747077,1574752.5346257552,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,9203.181645592771,178996.92079944737,355.99886284092935,172414.0644698711,535.8773193604895,64879.80442658111
91.0,1003026.2648859681,1532333.5792764612,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,9029.048778483453,180544.72767947425,362.1822076983946,169220.4880065698,525.9514168560235,63132.1434661902
92.0,1016343.4324245609,1491486.7985747738,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,8899.455992032319,182941.81783642096,371.86343014771364,166896.49563196252,518.7282543620125,61449.256101280684
93.0,1034385.0393854089,1452188.2261194352,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,8811.287615585867,186189.3070893736,385.1828674935674,165383.60747920064,514.02607156569,59830.15491612073
94.0,1057215.1320436099,1414412.2887385741,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,8762.070188073129,190298.72376784976,402.37338075191553,164636.72201377447,511.7046891290974,58273.786296029255
95.0,1084953.1202717724,1378132.4234526097,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,8749.891411404047,195291.561648919,423.76437834748384,164622.5189342842,511.6605447712266,56779.05584624752
96.0,1117772.3670310676,1343321.6000508866,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,8773.334136916448,201199.02606559216,449.7894232193649,165318.20687946974,513.822801036826,55344.84992209653
97.0,1155899.6767050885,1309952.7694946176,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,8831.422601459557,208061.94180691591,480.99746253849406,166710.55550162977,518.1503368997068,53970.05410317825
98.0,1199615.5913652766,1277999.2523338543,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,8923.579008555604,215930.80644574977,518.0679241367984,168795.17195669966,524.629499033448,52653.5691961548
99.0,1249255.7610414855,1247435.0322680331,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,9049.590831669268,224866.03698746738,561.8303843383228,171576.03060449788,533.2726400804648,51394.32332944297
100.0,1305212.1021695463,1218235.112483847,0.1245,20190000.0,3.422e-10,1.101e-07,0.0412,13000.0,0.18,2e-09,1.0,13000.0,9209.579927182618,234938.17839051833,613.2883073939446,175065.0788524077,544.1168935812345,50191.286634334494
