Time,mRNA,Hsp70,HSF,S,Hsp70_HSF,Hsp70_S,HSF_3,HSE,HSF_3_HSE,k_1,l_1,k_2,l_2,k_3,l_3,k_4,k_6,l_6,k_10,l_10,k_8,k_7,l_7,Temperature,V_den,F_T,F_T_Scale,compartment,Hsp70_Substrate_Association,Hsp70_Substrate_Dissociation,Hsp70_S_Association,Hsp70_S_Dissociation,Trimer_Formation,Trimer_Dissociation,Hsp70_Synthesis,Hsp70_S_Substrate_Refolding,Hsp70_Degradation,Hsp70_S_Formation,Hsp70_S_Substrate_Dissociation,HSF_HSE_Association,HSF_HSE_Dissociation,mRNA_Transcription,Protein_Denaturation
15.0,1.0234837518623527,0.6073817968340905,1.896473763263952,0.4555658633492736,74.01721039168648,4.708855633599695,0.19951202159131917,18.837446773241435,1.1625832267585459,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.4837911296315868,0.37008605195843236,0.11621501331608933,0.023544278167998478,0.156880278825647,0.0006967848284437896,0.03582193131518235,0.06592397887039574,0.007895963358843176,0.7755534301602499,0.0032148796190830113,0.1315403980571895,0.04069041293654911,0.04069041293654911,0.8850178724594877
16.0,1.0300683254606744,0.5250143969924673,2.048647387766445,0.47286193161612255,73.33198784964966,5.505073039581534,0.26657960452059837,18.72683138365928,1.2731986163407023,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.45173913663412524,0.3666599392482483,0.1042689151930154,0.02752536519790767,0.19775591338342915,0.0008047592493277662,0.03605239139112361,0.07707102255414147,0.006825187160902075,0.7975458247482134,0.00406006326072079,0.17472669564629376,0.044561951571924587,0.044561951571924587,0.8850178724594877
17.0,1.0408929156607252,0.4865346533954923,2.136170413194446,0.48564630289471117,72.61052869496211,6.294699601513058,0.3298113196453244,18.578751055697495,1.4212789443024925,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.4365147912624514,0.3630526434748106,0.09923917737370583,0.03147349800756529,0.22419995592498448,0.0009226716575149001,0.03643125204812538,0.0881257944211828,0.0063249504941414,0.8110498006745898,0.004840758377531664,0.21446188410645442,0.04974476305058724,0.04974476305058724,0.8850178724594877
18.0,1.0569875076516484,0.4721112141566439,2.1796882783431197,0.49542787029370616,71.87380663833152,7.076328636223354,0.3825377596974153,18.40040943192228,1.5996205680777038,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.4322032174200615,0.3593690331916576,0.0982367624159888,0.03538164318111677,0.23818313222152468,0.001038452105601178,0.036994562767807694,0.09906860090712696,0.006137445784036371,0.8189905999127952,0.005552708609548728,0.24635979905609592,0.05598671988271964,0.05598671988271964,0.8850178724594877
19.0,1.0790521716918449,0.470177654969654,2.1974430157100313,0.503427610352025,71.1344565800809,7.848859367566036,0.42371077329514134,18.201050671892094,1.7989793281078894,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.4339392137035146,0.3556722829004045,0.09941417357856257,0.039244296837830185,0.24405106163601067,0.0011455111921964075,0.03776682600921458,0.10988403114592452,0.006112309514605502,0.8236541382654001,0.006209071631477366,0.2699193439240008,0.06296427648377613,0.06296427648377613,0.8850178724594877
20.0,1.1074565513484034,0.47461476882643117,2.20125287279638,0.5104294006783187,70.3993472874745,8.611640340188016,0.455341050724395,17.98891447081468,2.0111155291853087,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.4387937918073239,0.3519967364373725,0.10174807944216469,0.04305820170094008,0.24532264772329032,0.0012426416282787722,0.038760979297194124,0.12056296476263223,0.006169991994743605,0.8264796228140797,0.006824303293798103,0.2866881925786211,0.07038904352148581,0.07038904352148581,0.8850178724594877
21.0,1.1423097246579856,0.4823215155994696,2.1977638081364232,0.5168792450175915,69.67205090383584,9.364364512186306,0.48015429313283126,17.77013256379025,2.2298974362097406,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.44521208376540905,0.3483602545191792,0.10470683195229362,0.04682182256093153,0.24415796019215427,0.0013316352917161602,0.0399808403630295,0.13110110317060827,0.006270179702793105,0.8282768526100431,0.007409038107988856,0.2986341904015195,0.07804641026734092,0.07804641026734092,0.8850178724594877
22.0,1.1835421501020391,0.4917497185784756,2.190471046001182,0.5230149069174216,68.95440534250945,10.10693576888263,0.5004885964585867,17.54882075929545,2.4512092407045403,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.45240867857865974,0.34477202671254725,0.10802082198137565,0.05053467884441315,0.24173547420845837,0.001415161977146416,0.041423975253571374,0.14149710076435684,0.006392746341520182,0.8294761835104509,0.007970022059591195,0.3074044634963081,0.08579232342465892,0.08579232342465892,0.8850178724594877
23.0,1.2309729625030101,0.5021261099255787,2.1811601784505203,0.52895861560608,68.24736757876374,10.839373980064194,0.5180239541723006,17.327573239910375,2.6724567600896125,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.45999133972257517,0.3412368378938187,0.1115536514256782,0.054196869900320965,0.23866597911605808,0.0014956517795016208,0.04308405368760536,0.15175123572089871,0.006527639429032523,0.8303007606841093,0.008511267918473548,0.31416343020819804,0.09353598660313645,0.09353598660313645,0.8850178724594877
24.0,1.284357210266486,0.5130620168995493,2.1707350626649506,0.534771892410342,67.55144972924583,11.561758974992289,0.533860917709913,17.10796254834682,2.892067451653165,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.4677631179502887,0.3377572486462292,0.1152358811945203,0.05780879487496145,0.23526011213504347,0.0015749466153085305,0.04495250235932701,0.16186462564989204,0.006669806219694141,0.83086618195573,0.009035105613514898,0.3196645405172539,0.10122236080786079,0.10122236080786079,0.8850178724594877
25.0,1.3434163275690083,0.5243593838910046,2.1596548312888544,0.5404845491020531,66.86693737862102,12.274200939552316,0.5486832174604025,16.890920654097012,3.109109345902972,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.4756228162357791,0.3343346868931051,0.11903142097129919,0.06137100469776158,0.23167590683532252,0.0016543163646885067,0.0470195714649153,0.17183881315373242,0.006816671990583059,0.8312325694751416,0.009542893449353168,0.32437176416254104,0.10881882710660404,0.10881882710660404,0.8850178724594877
26.0,1.4078565460666246,0.5359158610011926,2.1481543250358905,0.5461102194550498,66.1939977222268,12.976824582919866,0.5629003737057203,16.676991089459946,3.32303891054004,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.48351658935931885,0.33096998861113397,0.12292103395353735,0.06488412291459933,0.22799444756806092,0.0017345866209862665,0.04927497911233186,0.18167554416087814,0.006966906193015503,0.831432028321924,0.010035439867091295,0.328561958079039,0.11630636186890142,0.11630636186890142,0.8850178724594877
27.0,1.477379790067404,0.5476775226666526,2.136355300694847,0.5516541592591597,65.53273354813946,13.669761192524891,0.5767509880496372,16.46648730432773,3.5335426956722538,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.4914141870205367,0.32766366774069733,0.12689400499096087,0.06834880596262446,0.2242581750965125,0.0018162729259007743,0.05170829265235914,0.19137665669534848,0.007119807794666483,0.8314823156774284,0.010513248041837975,0.33239719878672386,0.1236739943485289,0.1236739943485289,0.8850178724594877
28.0,1.5516900112782892,0.5596149908234671,2.124322966748513,0.5571173103065085,64.88321073158694,14.353144506879236,0.5903713202436713,16.259589253022142,3.7404407469778356,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.4992972505680808,0.32441605365793474,0.13094390336780398,0.07176572253439618,0.2204902903258926,0.0018996886855234514,0.05430915039474013,0.2009440230963093,0.007274994880705072,0.8313938764771384,0.010976657227568576,0.3359718310874273,0.13091542614422425,0.13091542614422425,0.8850178724594877
29.0,1.6304966112497787,0.571711593087018,2.112093133817009,0.5624984495971375,64.245472192741,15.027108557411756,0.60383777608579,16.056399584938447,3.943630415061531,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.5071534147187232,0.321227360963705,0.135066491585826,0.07513554278705878,0.21670405110476706,0.001985021077359742,0.05706738139374226,0.2103795198037646,0.007432250710131234,0.8311735055472149,0.011425915009883587,0.3393411216059912,0.1380270645271536,0.1380270645271536,0.8850178724594877
30.0,1.7135162935888126,0.583957538515134,2.0996865429464235,0.5677951101502029,63.619544713258726,15.691786746028287,0.6171910987235247,15.856974884125231,4.1430551158747475,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.5149736698143847,0.3180977235662936,0.13925865865978157,0.07845893373014144,0.21290763238965535,0.002072377020123233,0.05997307027560845,0.21968501444439603,0.007591448000696742,0.8308259271579214,0.011861220047551432,0.34253743129076064,0.14500692905561618,0.14500692905561618,0.8850178724594877
31.0,1.8004740911320896,0.5963469284919078,2.08711711677864,0.5730042420863584,63.0054427875611,16.347311198965205,0.6304519297038741,15.661345264483776,4.3386847355162,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.522751270437408,0.31502721393780553,0.14351791430803404,0.08173655599482603,0.2091068671487504,0.0021618164130840336,0.06301659318962315,0.22886235678551287,0.007752510070394802,0.8303548778114428,0.012282751086000276,0.345580387031335,0.151853965743067,0.151853965743067,0.8850178724594877
32.0,1.8911037532621067,0.6088752606214238,2.074392107191192,0.5781227308276421,62.40317187974175,16.993812266025227,0.6436296721087629,15.469524367753067,4.5305056322469115,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.5304793346567659,0.31201585939870874,0.14784194392961691,0.08496906133012613,0.20530540829304636,0.002253368560006201,0.06618863136417374,0.23791337172435317,0.00791537838807851,0.8297639192067295,0.012690658812863374,0.3484825713773399,0.1585676971286419,0.1585676971286419,0.8850178724594877
33.0,1.9851479277776136,0.6215399685655295,2.0615190862963444,0.5831468366824588,61.81272757542262,17.631419107453226,0.6567263054828327,15.281515226055811,4.718514773944167,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.538152933399425,0.3090636378771131,0.15222860794709542,0.08815709553726613,0.20150689731407875,0.002347044471779248,0.06948017747221648,0.24683986750434517,0.008080019591351883,0.8290556207034127,0.013085102523061758,0.3512520562805551,0.16514801708804588,0.16514801708804588,0.8850178724594877
34.0,2.082356994243751,0.6343390259477899,2.0485028951047206,0.588073247167448,61.23409826072249,18.260259233603687,0.6697402845014603,15.097314036443853,4.902715963556125,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.5457670390754216,0.30617049130361246,0.1566758805335442,0.09130129616801844,0.1977140727087251,0.002442843798324749,0.0728824947985313,0.25564362927045164,0.008246407337321269,0.8282331050357341,0.01346622980594395,0.3538947789291529,0.1715950587244644,0.1715950587244644,0.8850178724594877
35.0,2.182495044251524,0.6472710048159048,2.0353478552646176,0.5928985604932353,60.667265050088616,18.880456031742735,0.682667792189358,14.916912127307091,5.083117872692889,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.5533170935993508,0.3033363252504431,0.16118173974183117,0.09440228015871367,0.19392945085400132,0.002540758639883701,0.07638732654880336,0.2643263844443983,0.008414523062606762,0.8272992846969595,0.013834186448625177,0.35641534138809877,0.17790912554425115,0.17790912554425115,0.8850178724594877
36.0,2.2853285243510775,0.6603348407972215,2.022057751684376,0.5976193072358248,60.112202058673496,19.492134264598622,0.6955036569327335,14.740296960385345,5.259733039614636,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.5607987770873417,0.3005610102933675,0.16574411704238393,0.09746067132299312,0.19015532943112332,0.002640775455303731,0.07998649835228772,0.2728898797043807,0.00858435293036388,0.8262568886666607,0.014189119627177539,0.3588175654077863,0.18409065638651226,0.18409065638651226,0.8850178724594877
37.0,2.390632648788541,0.6735302159514095,2.0086375661575846,0.6022314947969104,59.56887584051013,20.09541736600201,0.7082416079075641,14.56745277679679,5.4325772232031895,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.5682087993549372,0.29784437920255064,0.17036086567218733,0.10047708683001005,0.1863942789231086,0.002742877207938592,0.08367214270759896,0.28133584312402815,0.008755892807368323,0.8251078222384455,0.01453118768242817,0.36110466622146237,0.19014020281211164,0.19014020281211164,0.8850178724594877
38.0,2.498194923799117,0.6868569309965266,1.995090734811384,0.6067321814976122,59.03724805639222,20.690424029418526,0.7208751051581428,14.398361402226,5.601668597773981,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.575543597652304,0.2951862402819611,0.17503004573051653,0.10345212014709264,0.18264836600872392,0.002847043858574142,0.08743682233296911,0.2896659364118594,0.008929140102954845,0.8238553609660219,0.01486053838094822,0.36327971014771143,0.19605840092208934,0.19605840092208934,0.8850178724594877
39.0,2.6078087220037296,0.7003144672264225,1.9814180116483522,0.6111188355448698,58.51727533143944,21.27727194082759,0.7333979297594764,14.23300241078873,5.767027589211252,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.5827985936557484,0.2925863766571972,0.1797496519251876,0.10638635970413794,0.17891887370297327,0.002953252787555696,0.09127330527013054,0.29788180717158624,0.009104088073943493,0.8225032106755795,0.015177301150426516,0.3653459075816932,0.20184596562239385,0.20184596562239385,0.8850178724594877
40.0,2.719274210921873,0.7139028935269897,1.9676227273838585,0.6153878107531279,58.00890695905333,21.856078837122418,0.7458031668666978,14.071353095679083,5.928676904320898,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.5899704545484976,0.29004453479526665,0.18451739826991695,0.10928039418561208,0.1752077558357853,0.003061478473259435,0.09517459738226555,0.3059851037197139,0.009280737615850866,0.8210534079274153,0.01548162628250956,0.36730608952999405,0.20750369165123145,0.20750369165123145,0.8850178724594877
41.0,2.832403805652428,0.7276236527737597,1.9537098717775974,0.619535865901043,57.51208694642248,22.42695787927337,0.7580833478119534,13.913388987211968,6.0866410127880135,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.597057515612447,0.2875604347321124,0.18933135890393385,0.11213478939636685,0.1715173463389815,0.003171696404190891,0.099134133197835,0.3139774103098272,0.009459107486058877,0.8195084134809423,0.015773676840963632,0.36916279759924653,0.2130324354475805,0.2130324354475805,0.8850178724594877
42.0,2.947008158642782,0.7414774188710791,1.9396817329987806,0.6235599038436106,57.02675268648286,22.9900259000311,0.770231252342194,13.759082758836062,6.240947241163918,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6040566860224333,0.2851337634324143,0.19418934696565263,0.1149501295001555,0.16784919531013834,0.0032838772152930405,0.10314528555249737,0.3218603626004354,0.009639206445324029,0.8178707176990221,0.016053599980605304,0.37091864405463665,0.21843315344073716,0.21843315344073716,0.8850178724594877
43.0,3.062920903658771,0.755465202026291,1.9255402308682525,0.6274575533783033,56.5528426369575,23.545387776385386,0.782240285324312,13.608407941266218,6.3916220587337635,0.42,0.005,0.42,0.005,0.023,0.00575,0.035,0.023,0.00036,0.014,0.013,0.035,0.035,0.035,42.0,0.16091234044717959,0.8850178724594877,5.5,1.0,0.6109650285995069,0.2827642131847875,0.19908938587686212,0.11772693888192694,0.1642047162612923,0.0033979930623174,0.10720223162805699,0.3296354288693954,0.009821047626341782,0.8161436903841915,0.016321532909336516,0.3725765718775002,0.22370677205568174,0.22370677205568174,0.8850178724594877
