APC,HC,HC3,HC36,HC5,HC53,HC536,HC56,LC,LC_APC,Va,Va3,Va36,Va36_APC,Va3_APC,Va5,Va53,Va536,Va536_APC,Va53_APC,Va56,Va56_APC,Va5_APC,VaA3,VaA36,VaA53,VaA536,VaLCA1,VaLCA1_APC,Va_APC,Time
1.6363997677058887e-09,3.3448409774190143e-13,4.146157721427432e-19,4.485082635249277e-24,6.614394662764139e-18,1.7697441722095705e-20,3.1810973366863147e-25,7.248330406696026e-23,3.293664265996033e-13,5.124717940228835e-15,1.9162115289150542e-07,8.721362285926474e-13,1.2107648964116019e-17,6.227708379493996e-16,3.184372105064444e-11,1.3995742722698203e-11,4.804466734446033e-14,1.0531888302278778e-18,7.028991045573766e-17,2.4934909970781294e-12,1.9712515026565307e-16,1.0251527238424061e-14,5.160750976570754e-10,3.582379576136033e-14,4.942609551073154e-19,1.961054999894754e-15,4.28245997307736e-20,1.395607097802601e-15,3.638978074900732e-14,7.813134812089215e-09,0.1
1.405245460174173e-09,3.6742205017805177e-13,5.845380343844229e-19,6.972451976846184e-24,9.3452462763031e-18,2.7584607082412654e-20,5.467785780093528e-25,1.1307183229576428e-22,3.6182126319155494e-13,5.610744493315214e-15,1.913858595706323e-07,1.1088838730046952e-12,1.7006928821867502e-17,7.878197065389499e-16,3.630756048518362e-11,1.7845234322443617e-11,6.770547364430299e-14,1.638807916113173e-18,9.883186997536462e-17,3.1678985937814616e-12,2.780766768322893e-16,1.3040602616854808e-14,5.90795491016331e-10,4.564115343033284e-14,6.953171776666962e-19,2.7676998290831393e-15,6.671673174370541e-20,1.9748836179447046e-15,4.643473167538068e-14,7.964416728713596e-09,0.11
1.2159661298143511e-09,4.003232008835178e-13,7.978543835958605e-19,1.0405437735630162e-23,1.2783186338338539e-17,4.127500686119389e-20,8.946781264496088e-25,1.6933072384357045e-22,3.942731810025751e-13,6.0636423947675065e-15,1.911918812079004e-07,1.3767192848058958e-12,2.3126812196423022e-17,9.730833285618683e-16,4.077698516483673e-11,2.221847558964221e-11,9.237063512222483e-14,2.447955016955074e-18,1.345303652930536e-16,3.92985240492474e-12,3.7976965848490676e-16,1.6197631034731962e-14,6.662359556936281e-10,5.6780419134439057e-14,9.469647752838827e-19,3.781632252367295e-15,9.97769052733834e-20,2.705619740842935e-15,5.785747838764397e-14,8.073008929605147e-09,0.12
1.0609145881312596e-09,4.331939779387817e-13,1.0599103295523032e-18,1.5006048354167048e-23,1.7018666482409026e-17,5.968189049207712e-20,1.404715612256456e-24,2.4504896981035262e-22,4.26726553911467e-13,6.485562568467575e-15,1.9103156618978422e-07,1.675597826605099e-12,3.0607032519318647e-17,1.1781787041695152e-15,4.5227441098606706e-11,2.7119311390311297e-11,1.2264980206576736e-13,3.533492452705613e-18,1.7822066999845126e-16,4.778977437868103e-12,5.047777035704775e-16,1.9722502263092023e-14,7.420069516198376e-10,6.924830389322538e-14,1.255174133700324e-18,5.028809613947216e-15,1.4419609425375902e-19,3.607675016441514e-15,7.067083786095902e-14,8.146972683012312e-09,0.13
9.338566697682085e-10,4.660396216110295e-13,1.3760294764036691e-18,2.1020068024077424e-23,2.2142573063123642e-17,8.382303433757179e-20,2.129394920247729e-24,3.444577841078603e-22,4.591839326641614e-13,6.8792917645040434e-15,1.9089867857486995e-07,2.005318068156403e-12,3.958420321943223e-17,1.402616535855622e-15,4.963941243140208e-11,3.254908276554665e-11,1.5914818156775052e-13,4.954060442495876e-18,2.307237994044847e-16,5.714460215730581e-12,6.556668433148116e-16,2.3613295167438094e-14,8.177944186961683e-10,8.304535014035884e-14,1.6258312779966054e-18,6.5351895185674496e-15,2.0241287358285655e-19,4.7011087508330196e-15,8.488125915224484e-14,8.192876731063024e-09,0.14
8.297114332937506e-10,4.988643976594238e-13,1.7514900440331824e-18,2.8716451425464496e-23,2.824584881714383e-17,1.148196844816653e-19,3.1317936944169783e-24,4.7222807707264335e-22,4.916465672651235e-13,7.247943084374832e-15,1.9078813782547339e-07,2.365552782684333e-12,5.019116353605486e-17,1.645825847355085e-15,5.399750778098968e-11,3.850709039954532e-11,2.0246378657051636e-13,6.7739566834309166e-18,2.928427509120215e-16,6.735138457103816e-12,8.349841093240641e-16,2.7866635590807175e-14,8.933461901528521e-10,9.816713394683586e-14,2.064711640869005e-18,8.326621853890995e-15,2.7711037091861196e-19,6.006098094230291e-15,1.0048999952850835e-13,8.216070755131705e-09,0.15
7.443308385226317e-10,5.316717794829388e-13,2.1915052680521778e-18,3.838663851303262e-23,3.5419172529810726e-17,1.5389515472149235e-19,4.486521494712789e-24,6.334664893303221e-22,5.241148000182033e-13,7.59474474410398e-15,1.906957980597491e-07,2.7558754235606415e-12,6.25564530187348e-17,1.907174900701517e-15,5.828967991701055e-11,4.4990991170107193e-11,2.5318515369897654e-13,9.062995946509848e-18,3.6535944407562476e-16,7.839577544866338e-12,1.0452479789829951e-15,3.247800180400199e-14,9.684603872281245e-10,1.1460529096505482e-13,2.5774586652539615e-18,1.042875836402924e-14,3.712124355111581e-19,7.542868184273354e-15,1.1749412981591146e-13,8.220918138323326e-09,0.16
6.743217912580786e-10,5.644645964177888e-13,2.7012079018986505e-18,5.034378346799717e-23,4.375270001946125e-17,2.023730564946484e-19,6.2806591800573355e-24,8.337098913639901e-22,5.565883630632366e-13,7.922890559148177e-15,1.9061826974826154e-07,3.1757819549799407e-12,7.680392279285383e-17,2.185988160879992e-15,6.250658988122552e-11,5.199712604442519e-11,3.1188956026566465e-13,1.1896349168915704e-17,4.490324022671964e-16,9.026132882779087e-12,1.2889408112381186e-15,3.744197393563714e-14,1.0429759616437107e-09,1.3234835400772416e-13,3.1695675390557655e-18,1.2866980834142263e-14,4.878789636575354e-19,9.33163515660134e-15,1.3588735713176775e-13,8.210983959185965e-09,0.17
6.169081013163718e-10,5.972451502696451e-13,3.285638550547439e-18,6.492191998092143e-23,5.333586278509099e-17,2.61675228797999e-19,8.614666368795663e-24,1.0789186013820303e-21,5.890665837196204e-13,8.235450915571892e-15,1.905527813904229e-07,3.6247082138643884e-12,9.305247204826871e-17,2.48155955535354e-15,6.664110699756028e-11,5.952078178830843e-11,3.7914170384437406e-13,1.535436688092751e-17,5.445951184774235e-16,1.029299899861983e-11,1.5685031333850287e-15,4.275243076627034e-14,1.1167652589511028e-09,1.5138241366433114e-13,3.846373666908841e-18,1.5666346638486677e-14,6.305005456882839e-19,1.1392561244355683e-14,1.5566067593267467e-13,8.189181042401235e-09,0.18
5.698183140844576e-10,6.300153104637427e-13,3.949736713935146e-18,8.247509177521171e-23,6.425720764257706e-17,3.3331947776179495e-19,1.1603255431902634e-23,1.3754687643159953e-21,6.215485395238565e-13,8.53531271197434e-15,1.9049706711822136e-07,4.1020441995418096e-12,1.1141587216449627e-16,2.7931631741228983e-15,7.068790061593871e-11,6.755640724211557e-11,4.554927095926472e-13,1.9522393794618498e-17,6.527548928317596e-16,1.1638249485470515e-11,1.8863292438516372e-15,4.840271013273571e-14,1.1897279444314362e-09,1.7169165679658097e-13,4.6130444084000816e-18,1.8851546367517903e-14,8.026926928646654e-19,1.3745718611642089e-14,1.76802900289558e-13,8.157888503741821e-09,0.19
5.311927170876397e-10,6.627765930503062e-13,4.698333934913857e-18,1.0337646200409847e-22,7.66042683092858e-17,4.189171799776346e-19,1.5376233087048647e-23,1.7301441137039526e-21,6.54033175954334e-13,8.825140504416232e-15,1.904492735137375e-07,4.607145965629386e-12,1.3200265795476092e-16,3.120062014807472e-15,7.464310116491283e-11,7.609779411271646e-11,5.414793906875247e-13,2.449057763509935e-17,7.741920290857118e-16,1.305986994010763e-11,2.2447638334709015e-15,5.43857415142316e-14,1.2617859578455513e-09,1.932588117857615e-13,5.474573301874816e-18,2.2446870702545033e-14,1.0082897671475048e-18,1.6411060023339833e-14,1.9930110532803567e-13,8.119049998260847e-09,0.2
4.99507369680295e-10,6.95530225579192e-13,5.536148752693504e-18,1.2801740827520607e-22,9.046346447734688e-17,5.20170777424881e-19,2.0079310440053396e-23,2.1501272313575633e-21,6.865193862480291e-13,9.107361454991396e-15,1.9040788347921473e-07,5.139345357419462e-12,1.5491607493665016e-16,3.461515038114283e-15,7.850402186363396e-11,8.51382257616009e-11,6.376237210494066e-13,3.0353673574878124e-17,9.095593380268645e-16,1.455578484242911e-11,2.646099461912574e-15,6.069415454280556e-14,1.3328793691945649e-09,2.1606551300255997e-13,6.4357764130507264e-18,2.6476185233262658e-14,1.251338674455943e-18,1.940839526467709e-14,2.2314099008623303e-13,8.074254137921986e-09,0.21
4.735135372124479e-10,7.282771991499103e-13,6.4677832733372955e-18,1.5680661095966298e-22,1.0592002564151908e-16,6.388711898234404e-19,2.5874878549814927e-23,2.642990404474749e-21,7.190060629666688e-13,9.384165732090366e-15,1.9037165554166555e-07,5.697957812633824e-12,1.8025407612272245e-16,3.816782694752165e-15,8.226893557648319e-11,9.46705972139846e-11,7.44432498101539e-13,3.7210846091661546e-17,1.0594819143287538e-15,1.6123878944280143e-11,3.0925748023297512e-15,6.73203656873776e-14,1.4029630537014368e-09,2.400925920355273e-13,7.50129057826693e-18,3.096291242810696e-14,1.5360923826486967e-18,2.2757372756983688e-14,2.4830716908961147e-13,8.024798648784996e-09,0.22
4.521877373656049e-10,7.610183113731371e-13,7.49772091256829e-18,1.9016914488575919e-22,1.2305793304519087e-16,7.768951851601297e-19,3.294275029257381e-23,3.2166862474382056e-21,7.514921366262334e-13,9.657510779977145e-15,1.903395737942164e-07,6.282288786295007e-12,2.0810935415258245e-16,4.185131354216923e-15,8.593689080177727e-11,1.0468751474586194e-10,8.623971444665799e-13,4.516547076166302e-17,1.224557106063683e-15,1.776201470402029e-11,3.5863734512670164e-15,7.425664920978025e-14,1.4720039477561002e-09,2.653203162319665e-13,8.675572983965719e-18,3.5930018740822294e-14,1.8670033586393844e-18,2.6477465071117827e-14,2.747834124780136e-13,7.971743207587044e-09,0.23
4.346909826855335e-10,7.937542014473886e-13,8.630325156526018e-18,2.2854557987340667e-22,1.4195987748311965e-16,9.362027270048946e-19,4.148086686021522e-23,3.87953816078384e-21,7.839766014861761e-13,9.929130561023511e-15,1.903108070535405e-07,6.891638945182811e-12,2.385694028093029e-16,4.565836782399236e-15,8.950756159435717e-11,1.1518137715323713e-10,9.919936273137974e-13,5.432493704097409e-17,1.4053546479494705e-15,1.946804628846126e-11,4.12962321936269e-15,8.149519446050173e-14,1.5399788086104298e-09,2.917285814778536e-13,9.962901881566929e-18,4.140000614670009e-14,2.2487169672504137e-18,3.058795779806282e-14,3.025528414453398e-13,7.915952534446933e-09,0.24
4.2033522693368703e-10,8.264853791205222e-13,9.869839094147279e-18,2.723910935652636e-22,1.6270722924232646e-16,1.1188343167065238e-18,5.1705971556566014e-23,4.6402307061341055e-21,8.16458529117081e-13,1.0200550916018889e-14,1.9028467523493438e-07,7.525308377176875e-12,2.7171659937311356e-16,4.958186889339775e-15,9.298112381153734e-11,1.2614444228445501e-10,1.133682463183672e-12,6.480045271788837e-17,1.6024169168864266e-15,2.1239830933292112e-11,4.724395773341408e-15,8.902815265502815e-14,1.6068723650246694e-09,3.192970696926556e-13,1.1367378149627488e-17,4.7394907047962845e-14,2.6860648718142456e-18,3.5107940896194475e-14,3.3159808928744544e-13,7.85813192472986e-09,0.25
4.085562944266533e-10,8.592122481220095e-13,1.1220385631087085e-17,3.2217459979018952e-22,1.8538001886191702e-16,1.326908341251125e-18,6.385424954226257e-23,5.507799938456632e-21,8.489370739738361e-13,1.0473107401085402e-14,1.9026062222409442e-07,8.182599925751337e-12,3.076283050913742e-16,5.361483819483681e-15,9.635815519489848e-11,1.375688804836412e-10,1.287908799029949e-12,7.670685082621007e-17,1.816259294796389e-15,2.3075237917414026e-11,5.372706593179423e-15,9.684767414164475e-14,1.6726758219787317e-09,3.480053744272018e-13,1.2892927599876128e-17,5.3936282192174565e-14,3.184058463126118e-18,4.0056302276109154e-14,3.619014313293303e-13,7.798855927607894e-09,0.26
3.9889140988775374e-10,8.919351256112524e-13,1.2685968188336808e-17,3.783778947108674e-22,2.1005692572827774e-16,1.5626184399044683e-18,7.818193606572976e-23,6.491623753976483e-21,8.814114754825587e-13,1.0747962635657788e-14,1.9023819336011505e-07,8.86282189362953e-12,3.46376977801511e-16,5.775045567780915e-15,9.963955264004569e-11,1.4944681858289525e-10,1.4551025471945584e-12,9.01623996606883e-17,2.0473706051386583e-15,2.4972155807794286e-11,6.076515155027757e-15,1.0494593876899019e-13,1.737385620647506e-09,3.7783310332817396e-13,1.454330379426158e-17,6.104522074191946e-14,3.747882346752759e-18,4.5451723025253214e-14,3.9344489223098164e-13,7.73859213111322e-09,0.27
3.909609999862116e-10,9.246542579047105e-13,1.427047184485873e-17,4.414948244597758e-22,2.368152739590972e-16,1.828230899811229e-18,9.496589037677078e-23,7.60141228977061e-21,9.138810588946345e-13,1.1026121170989213e-14,1.9021701720048007e-07,9.565290176740984e-12,3.8803029566975786e-16,6.198207155759099e-15,1.0282646546901992e-10,1.617703753758308e-10,1.635678571810713e-12,1.0528861680555132e-16,2.2962136144762926e-15,2.6928498092037718e-11,6.837725331480175e-15,1.1331517981376215e-13,1.8010024360351413e-09,4.0875995905751955e-13,1.632209131453444e-17,6.874234231442211e-14,4.3828879131453656e-18,5.1312674245108344e-14,4.2621033210606175e-13,7.677720388748004e-09,0.28
3.844536659170104e-10,9.573698335091283e-13,1.597766478651138e-17,5.120304739624338e-22,2.657310334506547e-16,2.126082085790357e-18,1.145041391254973e-22,8.847198403769031e-21,9.463452304368736e-13,1.1308447372624635e-14,1.9019679046282788e-07,1.0289329927559918e-11,4.326512860242789e-16,6.6303214954148846e-15,1.0592024033082385e-10,1.7453168993512298e-10,1.830036902487607e-12,1.2221008669358048e-16,2.5632255772723675e-15,2.8942207659777694e-11,7.658185910110714e-15,1.2194770330371475e-13,1.8635303474730296e-09,4.407658046969027e-13,1.8232709329366358e-17,7.704780039730476e-14,5.094587001272968e-18,5.765741479414154e-14,4.601795175963978e-13,7.616548744546511e-09,0.29
3.7911400079844175e-10,9.90081993695902e-13,1.7811200019619827e-17,5.905003788770633e-22,2.9687882548623347e-16,2.4585759099625066e-18,1.3711638786807155e-22,1.0239328255523149e-20,9.788034711508865e-13,1.159568215973908e-14,1.9017726581790145e-07,1.1034276827245681e-11,4.802984591694314e-16,7.07075996907725e-15,1.0892237670667826e-10,1.8772294401734628e-10,2.038562975951416e-12,1.41054282437593e-16,2.848818817127102e-15,3.10112602305205e-11,8.539691234419621e-15,1.3083590312031455e-13,1.924976166751459e-09,4.738307149837338e-13,2.027841541374658e-17,8.598128699246908e-14,5.888645671371258e-18,6.450398997648324e-14,4.953341790608061e-13,7.555326343618938e-09,0.3
3.747324210387038e-10,1.0227908413093168e-12,1.9774617262277246e-17,6.774297594128103e-22,3.303319315422735e-16,2.8281813422121113e-18,1.631445041914627e-22,1.1788451998643594e-20,1.0112553315803522e-12,1.188845713451048e-14,1.9015824170153037e-07,1.1799478091039059e-11,5.310259452343891e-16,7.518912807435769e-15,1.1183449001881522e-10,2.0133638043870284e-10,2.2616278977289348e-12,1.619513918756719e-16,3.1533813304237332e-15,3.313366702497667e-11,9.483981934823208e-15,1.399722730634062e-13,1.985348879280421e-09,5.079350173710991e-13,2.2462309524031417e-17,9.556203810632994e-14,6.77087808796091e-18,7.187023095275641e-14,5.316560577122862e-13,7.494254186660104e-09,0.31
3.7113698748604277e-10,1.0554964478471319e-12,2.1871345000672873e-17,7.7335277953673525e-22,3.661623051730689e-16,3.2374299701425047e-18,1.92952969085884e-22,1.350551461372994e-20,1.0437004260875334e-12,1.2187307357914212e-14,1.90139554120872e-07,1.2584293199038325e-11,5.848836327519886e-16,7.97418927369651e-15,1.1465828217196932e-10,2.153643172657921e-10,2.499588719922774e-12,1.850341483843887e-16,3.477277408976848e-15,3.530747670383647e-11,1.0492745734767824e-14,1.4934941596864142e-13,2.044659195804978e-09,5.430593231899595e-13,2.4787338104114735e-17,1.0580884003336295e-13,7.747240534850868e-18,7.977375478475893e-14,5.691269430172043e-13,7.433493776532115e-09,0.32
3.681866212829606e-10,1.0881988593398771e-12,2.4104702645462198e-17,8.788118291693322e-22,4.0444058592423527e-16,3.688913606114621e-18,2.2692930078632835e-22,1.5401746880181792e-20,1.0761384264367935e-12,1.249268365909459e-14,1.901210698581993e-07,1.3388094429882717e-11,6.419173071418952e-16,8.43601771702351e-15,1.1739551726124868e-10,2.2979915897205097e-10,2.7527887270023216e-12,2.1043766598466819e-16,3.820848271909756e-15,3.7530776804415957e-11,1.156761829816002e-14,1.589600507970836e-13,2.1029191810358035e-09,5.791845519828397e-13,2.7256298254433283e-17,1.1674003614595384e-13,8.82382555487575e-18,8.82319648667624e-14,6.077287033858424e-13,7.373174299290458e-09,0.33
3.657657540080242e-10,1.1208981009850565e-12,2.6477902776732374e-17,9.94356834752818e-22,4.452361152133938e-16,4.1852819538135744e-18,2.6548444531017254e-22,1.7488656526581482e-20,1.1085690556324653e-12,1.2804963447412037e-14,1.9010268111214925e-07,1.4210267201306072e-11,7.021687885631193e-16,8.90384549292585e-15,1.2004800263558582e-10,2.446334046175305e-10,3.0215577296596366e-12,2.382992799170695e-16,4.184412703584964e-15,3.98016946587594e-11,1.271018412065252e-14,1.687970176237416e-13,2.160141962040772e-09,6.162919487758565e-13,2.987184194212756e-17,1.2837353417243436e-13,1.0006856247860107e-17,9.726205178460946e-14,6.474433098618735e-13,7.313398285973939e-09,0.34
3.637794542161288e-10,1.1535941813652325e-12,2.8994053409688636e-17,1.1205445824626525e-21,4.886169527995741e-16,4.729240302240044e-18,3.0905315258997133e-22,1.9778019465203432e-20,1.140992081931866e-12,1.3124460933921254e-14,1.900843006165405e-07,1.5050210344663408e-11,7.656760687147921e-16,9.377138841517466e-15,1.2261757174984803e-10,2.5985965499125e-10,3.306212359121758e-12,2.68758389565071e-16,4.568267691278383e-15,4.211839814250456e-11,1.392197742755143e-14,1.7885328193585465e-13,2.2163414633147324e-09,6.543630990139445e-13,3.263648020820276e-17,1.4072681361215547e-13,1.1302680641438582e-17,1.0688099427169767e-13,6.882528575152544e-13,7.254246767797661e-09,0.35000000000000003
3.621495983142116e-10,1.1862870957567833e-12,3.165616030815109e-17,1.2579380683083551e-21,5.3464989456286825e-16,5.3235472779819185e-18,3.580943219546814e-22,2.228187120521784e-20,1.173407313551907e-12,1.3451435751391812e-14,1.9006585780579717e-07,1.5907336245291994e-11,8.324734462261409e-16,9.855382672529749e-15,1.2510607091604787e-10,2.754706176717787e-10,3.60705636602304e-12,3.0195630667799047e-16,4.9726890625163165e-15,4.447909605011201e-11,1.5204483100946218e-14,1.8912193740783753e-13,2.2715321999676504e-09,6.933799383875032e-13,3.555258737202801e-17,1.5381693345565952e-13,1.2717766216276642e-17,1.1710556048943373e-13,7.3013958170732e-13,7.195783323673551e-09,0.36
3.608120783839729e-10,1.2189768285373106e-12,3.44671293343981e-17,1.407105879433004e-21,5.834004915132091e-16,5.971012666447327e-18,4.1309131271065283e-22,2.5012498480040933e-20,1.20581459496752e-12,1.3786099082480448e-14,1.9004729601908847e-07,1.6781070872037696e-11,9.025916611979453e-16,1.0338080259602228e-14,1.2751534989243504e-10,2.9145911039993956e-10,3.924380928306912e-12,3.380361103303061e-16,5.397932118018391e-15,4.688203809822458e-11,1.6559137656988408e-14,1.9959620715212965e-13,2.325729128102897e-09,7.333247576370585e-13,3.862240520914196e-17,1.6766054016868801e-13,1.4258694612652135e-17,1.2795230982337798e-13,7.73085869082194e-13,7.138057030662372e-09,0.37
3.597143494854026e-10,1.2516633552993642e-12,3.742976878395453e-17,1.5686215942476703e-21,6.349330689726989e-16,6.674495276324353e-18,4.745522342731138e-22,2.7982431011827904e-20,1.2382138005009954e-12,1.4128622203485953e-14,1.9002857004601222e-07,1.7670853693976155e-11,9.760580224003393e-16,1.0824752916536095e-14,1.298472537937043e-10,3.0781806249424746e-10,4.2584649349815796e-12,3.77142503532239e-16,5.844232258757713e-15,4.932551484097296e-11,1.7987330128783968e-14,2.1026944459869554e-13,2.3789475152080782e-09,7.741802057967255e-13,4.184804707287851e-17,1.822738756863779e-13,1.5932156452298197e-17,1.3943759402524236e-13,8.170742676613912e-13,7.081105054673502e-09,0.38
3.5881340649684654e-10,1.2843466445897846e-12,4.054679170395478e-17,1.7430632058392413e-21,6.893107460076116e-16,7.436900857649315e-18,5.430102110889092e-22,3.1204433446367305e-20,1.2706048313576185e-12,1.447914120771241e-14,1.90009644101327e-07,1.857613761805413e-11,1.0528965364905336e-15,1.1314939638731012e-14,1.3210361652283942e-10,3.2454051671606985e-10,4.6095752890219905e-12,4.1942167662428483e-16,6.311805601251044e-15,5.1807857422343535e-11,1.9490403040285878e-14,2.2113513368752852e-13,2.431202833140011e-09,8.159292914385216e-13,4.523150194842457e-17,1.9767278542673634e-13,1.774494630257402e-17,1.515775591750474e-13,8.620874941384678e-13,7.024954787510138e-09,0.39
