Time,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC,k1,k2,k3,k5,k6,k7,k8,k9,k10,compartment_1,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33
2.47,3.546921166866611e-10,1.829682475784751e-07,3.8021917490426905e-09,2.4569160451894993e-10,1.539623873833577e-10,6.64707457886158e-09,5.144113341522029e-09,4.5292485791700046e-10,5.242406481439373e-10,2.240024931511354e-12,2.6673153269942352e-12,5.698446390383675e-14,4.884311812184124e-14,2.4232660289756365e-13,3.9362431217670997e-13,7.966227221587126e-12,7.882772041622238e-12,1.172598796800904e-13,4.905976725539634e-15,2.9937000431719375e-17,9.175643574630748e-19,2.647635453560992e-18,2.1192446691325913e-13,6.2699282895563565e-15,1.85393783449214e-11,2.92496554822005e-11,3.908581906521183e-15,1.4394077227338436e-14,3.0331458465713834e-11,1.747587802055873e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828205277675956e-09,-9.905918364245354e-11,-3.3651128438503694e-09,-3.509035660452975e-10,-1.7876688104570989e-12,-3.216898867325822e-14,-2.6694188495257447e-13,3.8021917490426905e-09,2.674938937591455e-12,1.7070818092763107e-13,3.292232538574099e-10,2.726051370348474e-13,2.433402719387322e-10,8.0060441439346e-14,4.884311812184124e-14,1.539623873833577e-10,3.1470536931964153e-12,1.1432968032542366e-13,4.225895496016748e-15,3.852842820135067e-17,7.790307426186196e-15,9.801327601233319e-19,4.1680175149481365e-18,1.3124858324086105e-13,6.8793634813517905e-12,1.2681893741611307e-11,1.5955646846262454e-15,6.7851437590868586e-15,4.310946014074796e-12,1.467873683434028e-11,1.36760713186539e-15,1.1021480740940837e-14,-1.1157281693851351e-11
2.48,3.546921347846927e-10,1.8292992824226203e-07,3.800043625374405e-09,2.46613161881957e-10,1.538204610666015e-10,6.680727418150476e-09,5.145143320333032e-09,4.563095006717557e-10,5.254117402908421e-10,2.2579209754128915e-12,2.674465602600364e-12,5.728990136586099e-14,4.8820507136645625e-14,2.449348317073671e-13,3.957633663714371e-13,7.997694514126384e-12,7.914192921685401e-12,1.1840602080250326e-13,4.948311015412449e-15,3.032383688793235e-17,9.273918767815442e-19,2.689541560096199e-18,2.1323798991716979e-13,6.3481248346614495e-15,1.8651407251239412e-11,2.952388317582134e-11,3.938248676875911e-15,1.457281278582069e-14,3.0639542778261226e-11,1.7554258710279922e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828350138663774e-09,-9.89271478612296e-11,-3.36464017724728e-09,-3.516032791120093e-10,-1.7920392407258215e-12,-3.214232725394577e-14,-2.683467106258644e-13,3.800043625374405e-09,2.6754745265731763e-12,1.7116579856642331e-13,3.29289172501314e-10,2.732141049512379e-13,2.432027920239619e-10,7.998663975463277e-14,4.8820507136645625e-14,1.538204610666015e-10,3.146394599300275e-12,1.1490850912764653e-13,4.241746281373895e-15,3.883624014593147e-17,7.84852327942225e-15,9.85386284189771e-19,4.212879049385716e-18,1.314436053070311e-13,6.905167064015379e-12,1.2776663693991576e-11,1.6041169281321309e-15,6.8581741402901754e-15,4.3069720684169576e-12,1.471152739618998e-11,1.3669740221541747e-15,1.1081374258393077e-14,-1.1201220613511106e-11
2.49,3.5469214574076576e-10,1.8289160775222436e-07,3.797919079461633e-09,2.4753312258177097e-10,1.536800109789944e-10,6.714375260486187e-09,5.1461565810313395e-09,4.59700183093142e-10,5.265747003249765e-10,2.2758606472890463e-12,2.6815728380601276e-12,5.759499053122154e-14,4.87976344535158e-14,2.475563570654331e-13,3.9789822635391345e-13,8.029155213594754e-12,7.945611802993357e-12,1.1955795176665723e-13,4.990803835099992e-15,3.071375466887165e-17,9.372719026390047e-19,2.731897358658266e-18,2.145534531373439e-13,6.426903956647383e-15,1.876365376915785e-11,2.9799386841697546e-11,3.967994741906461e-15,1.475287865474302e-14,3.094927314580331e-11,1.7632488338467288e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828478323538349e-09,-9.879620224625203e-11,-3.3641559898768814e-09,-3.5229708579361063e-10,-1.7963779970026972e-12,-3.2115495039917255e-14,-2.697481288998088e-13,3.797919079461633e-09,2.676001422136296e-12,1.7162066163584817e-13,3.2935402118600575e-10,2.7381884416898776e-13,2.4306682108554455e-10,7.991360570907708e-14,4.87976344535158e-14,1.536800109789944e-10,3.1457354855533315e-12,1.154872519819648e-13,4.257569604113837e-15,3.9144802491547526e-17,7.906843014899295e-15,9.90633817550878e-19,4.257969284437103e-18,1.3163719276654615e-13,6.930925939835472e-12,1.2871602756375714e-11,1.6126594192613617e-15,6.931576824393588e-15,4.303039457127584e-12,1.474409025872538e-11,1.3663335848867965e-15,1.1141150337902293e-14,-1.1244995426806897e-11
2.5,3.5469214812207554e-10,1.8285328634510172e-07,3.7958175147846775e-09,2.484514896626631e-10,1.5354105279066626e-10,6.748017918444956e-09,5.147153666523224e-09,4.630968519863059e-10,5.277295678212891e-10,2.293843661330152e-12,2.6886372041835675e-12,5.789973132024565e-14,4.877450235300209e-14,2.5019114059217033e-13,4.000288660039384e-13,8.060609319087933e-12,7.97702870036569e-12,1.2071567240667707e-13,5.033454965757349e-15,3.110676105988296e-17,9.472043766532676e-19,2.77470510630038e-18,2.1587084147435722e-13,6.506266655222621e-15,1.887611763179067e-11,3.007616612498823e-11,3.997819994425181e-15,1.4934277305873558e-14,3.1260649279722036e-11,1.77105665743765e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828590232143237e-09,-9.866635769620842e-11,-3.3636606694603067e-09,-3.52985015752943e-10,-1.8006852093591572e-12,-3.2088493639334566e-14,-2.7114612289298195e-13,3.7958175147846775e-09,2.676519906592076e-12,1.7207278106774832e-13,3.2941783465748633e-10,2.7441937526707033e-13,2.4293232094621935e-10,7.984134745114644e-14,4.877450235300209e-14,1.5354105279066626e-10,3.1450763560275077e-12,1.1606590566468847e-13,4.273365516598007e-15,3.945411032227167e-17,7.965265717665685e-15,9.9587535883627e-19,4.3032875599731665e-18,1.3182935550436548e-13,6.9566401940497565e-12,1.296670943930133e-11,1.621192155782545e-15,7.005350736762893e-15,4.299148618970338e-12,1.4776426530044623e-11,1.3656858839186595e-15,1.120080824810287e-14,-1.1288605917592007e-11
2.5100000000000002,3.5469214036664425e-10,1.828149642599963e-07,3.7937383286963505e-09,2.493682655274208e-10,1.5340360394418402e-10,6.781655201781196e-09,5.148135126332602e-09,4.664994551299841e-10,5.288763802199787e-10,2.31186973575123e-12,2.6956588653283034e-12,5.82041238029206e-14,4.8751112284390404e-14,2.5283914371168854e-13,4.0215526067545153e-13,8.092056829676926e-12,8.00844362858965e-12,1.2187918258848833e-13,5.076264194025204e-15,3.1502863279776164e-17,9.571892405891666e-19,2.817967050993371e-18,2.1719013986144574e-13,6.586213917893194e-15,1.8988798556315136e-11,3.035422068795879e-11,4.027724333463837e-15,1.5117011186953984e-14,3.15736708854496e-11,1.7788493094364797e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828686266355521e-09,-9.853762637698494e-11,-3.363154608557985e-09,-3.5366709713199233e-10,-1.8049610032475652e-12,-3.2061324074090977e-14,-2.725406767676592e-13,3.7937383286963505e-09,2.677030265692953e-12,1.725221673810114e-13,3.294806480852865e-10,2.750157177143889e-13,2.4279925303656643e-10,7.976987405097568e-14,4.8751112284390404e-14,1.5340360394418402e-10,3.1444172148353628e-12,1.1664446690359204e-13,4.289134060154313e-15,3.9764158791401344e-17,8.023790489515528e-15,1.0011109092497167e-18,4.348833212488438e-18,1.3202010325999577e-13,6.982309893934367e-12,1.3061982280566529e-11,1.6297151396547677e-15,7.079494797267472e-15,4.295300042337124e-12,1.480853725847288e-11,1.3650309598297648e-15,1.1260347298905114e-14,-1.1332051875496146e-11
2.52,3.5469212077856966e-10,1.8277664173861206e-07,3.7916809118174366e-09,2.5028345191778594e-10,1.5326768372411212e-10,6.8152869171891496e-09,5.149101517204377e-09,4.699079412897709e-10,5.30015172763741e-10,2.3299385928630567e-12,2.7026379791474904e-12,5.850816819902184e-14,4.872746485095231e-14,2.5550032766005786e-13,4.0427738720474486e-13,8.12349774440568e-12,8.03985660242346e-12,1.23048482212064e-13,5.1192313121351845e-15,3.1902068480746786e-17,9.672264363889068e-19,2.861685431488689e-18,2.1851133326119351e-13,6.666746719992152e-15,1.910169624337573e-11,3.063355021055798e-11,4.057707664331658e-15,1.5301082721784993e-14,3.1888337663042274e-11,1.7866267581298244e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828766830433109e-09,-9.841002177122841e-11,-3.3626382050058375e-09,-3.5434335650794265e-10,-1.8092054993246e-12,-3.2033986769528586e-14,-2.7393177573558484e-13,3.7916809118174366e-09,2.677532788946276e-12,1.7296883066543938e-13,3.2954249710108015e-10,2.756078898371453e-13,2.4266757835631594e-10,7.96991955365383e-14,4.872746485095231e-14,1.5326768372411212e-10,3.1437580661342067e-12,1.1722293237381504e-13,4.304875264740679e-15,4.007494312268099e-17,8.082416449216883e-15,1.0063404725713441e-18,4.394605575243164e-18,1.3220944562408083e-13,7.0079350882561636e-12,1.3157419845601394e-11,1.6382283770311826e-15,7.154007920511563e-15,4.2914942671957775e-12,1.484042343080523e-11,1.3643688295117112e-15,1.1319766841725201e-14,-1.137533309552801e-11
2.5300000000000002,3.54692087523273e-10,1.8273831902549392e-07,3.78964464743214e-09,2.5119704989489343e-10,1.5313331332657247e-10,6.848912868064565e-09,5.1500534037077886e-09,4.733222602313884e-10,5.311459784350177e-10,2.3480499591432395e-12,2.7095746963377794e-12,5.881186487824114e-14,4.870355979519506e-14,2.5817465349357026e-13,4.063952239186756e-13,8.154932062288713e-12,8.071267636599659e-12,1.2422357121367194e-13,5.162356118015231e-15,3.2304383748297776e-17,9.77315906202422e-19,2.9058624771814144e-18,2.1983440666222128e-13,6.7478660247090764e-15,1.921481037648811e-11,3.091415439099525e-11,4.087769898673393e-15,1.548649431031181e-14,3.2204649307754535e-11,1.7943889723959045e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.8288323313621305e-09,-9.828355872790996e-11,-3.362111862351569e-09,-3.5501381884924185e-10,-1.8134188132747004e-12,-3.200648154415654e-14,-2.753194060637497e-13,3.78964464743214e-09,2.67802776992805e-12,1.7341278056561788e-13,3.2960341783729846e-10,2.7619590878620915e-13,2.4253725743565694e-10,7.962932292981768e-14,4.870355979519506e-14,1.5313331332657247e-10,3.1430989141302142e-12,1.178012986937629e-13,4.320589148608594e-15,4.038645861152455e-17,8.141142732740001e-15,1.011564055159839e-18,4.440603978405405e-18,1.3239739203490184e-13,7.033515806725006e-12,1.3253020727839558e-11,1.646731878262598e-15,7.228889016065574e-15,4.287731887037742e-12,1.487208597054964e-11,1.3636994857546967e-15,1.1379066269715136e-14,-1.1418449377679093e-11
2.54,3.546920386227474e-10,1.8269999636826708e-07,3.787628910883543e-09,2.5210905981971e-10,1.5300051592880488e-10,6.882532854266352e-09,5.150991358839753e-09,4.767423627339532e-10,5.322688278932428e-10,2.3662035653072816e-12,2.7164691603872765e-12,5.91152143603148e-14,4.867939598411165e-14,2.608620820969988e-13,4.085087506428784e-13,8.186359782308735e-12,8.102676745828403e-12,1.254044495681216e-13,5.205638415394942e-15,3.270981610116099e-17,9.874575924177243e-19,2.9505004079732336e-18,2.2115934507587428e-13,6.829572783119538e-15,1.9328140621442995e-11,3.119603294631781e-11,4.117910954527353e-15,1.567324832870962e-14,3.252260551061291e-11,1.8021359216452793e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.82888317920444e-09,-9.81582535118917e-11,-3.36157599029105e-09,-3.556785074716768e-10,-1.817601055633568e-12,-3.197880759937008e-14,-2.7670355508017896e-13,3.787628910883543e-09,2.6785155065966713e-12,1.738540262647857e-13,3.296634469657442e-10,2.767797905044862e-13,2.4240825029654674e-10,7.956026828297852e-14,4.867939598411165e-14,1.5300051592880488e-10,3.1424397630825407e-12,1.1837956242100743e-13,4.3362757179666506e-15,4.069870062623776e-17,8.199968493485528e-15,1.0167816659546541e-18,4.486827749193099e-18,1.325839517747885e-13,7.059052059446045e-12,1.3348783549089668e-11,1.6552256579010672e-15,7.304136988697345e-15,4.284013550825768e-12,1.4903525736169863e-11,1.3630228968345202e-15,1.1438245017992687e-14,-1.1461400526528686e-11
2.5500000000000003,3.5469197195080583e-10,1.8266167401787613e-07,3.785633068969054e-09,2.5301948133347267e-10,1.5286931675872716e-10,6.9161466718782614e-09,5.151915964628211e-09,4.801682006032466e-10,5.333837494120915e-10,2.3843991463796612e-12,2.7233215073235027e-12,5.941821731515185e-14,4.8654971394430864e-14,2.635625741918591e-13,4.106179487099781e-13,8.217780903414296e-12,8.134083944800809e-12,1.2659111729101138e-13,5.2490780139109444e-15,3.311837249121895e-17,9.976514376912618e-19,2.9956014341354467e-18,2.2248613353291106e-13,6.911867934214606e-15,1.9441686625710128e-11,3.1479185612987956e-11,4.148130756383476e-15,1.5861347129469113e-14,3.2842205958990137e-11,1.8098675757615772e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828919787445238e-09,-9.803412385349506e-11,-3.3610310051047973e-09,-3.563374439944605e-10,-1.82175233161173e-12,-3.195096350917033e-14,-2.7808421117973055e-13,3.785633068969054e-09,2.6789963016066696e-12,1.7429257646870417e-13,3.2972262173620554e-10,2.773595496942876e-13,2.422805164140195e-10,7.949204471453811e-14,4.8654971394430864e-14,1.5286931675872716e-10,3.141780617307435e-12,1.1895772004818783e-13,4.35193496664409e-15,4.101166460924073e-17,8.258892902512735e-15,1.0219933164782131e-18,4.533276212016152e-18,1.327691339664411e-13,7.084543836371993e-12,1.3444706959906949e-11,1.6637097347034767e-15,7.379750738603468e-15,4.280339964941589e-12,1.4934743519328418e-11,1.3623390060995831e-15,1.1497302563871349e-14,-1.1504186350850168e-11
2.56,3.5469188522832947e-10,1.8262335222882432e-07,3.783656479335869e-09,2.539283133381273e-10,1.5273974316449538e-10,6.949754112970538e-09,5.15282781273547e-09,4.835997266849821e-10,5.344907688167275e-10,2.402636441764894e-12,2.7301318654613515e-12,5.972087456296211e-14,4.863028309786733e-14,2.662760903446686e-13,4.127228009678019e-13,8.249195424517402e-12,8.165489248192261e-12,1.277835744409753e-13,5.292674729212235e-15,3.353005980342631e-17,1.0078973849782673e-18,3.041167756171946e-18,2.2381475708019113e-13,6.994752404930301e-15,1.9555448017842164e-11,3.176361214746016e-11,4.178429235241368e-15,1.6050793041481904e-14,3.316345033717896e-11,1.8175839050422227e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828942573340785e-09,-9.791118899807172e-11,-3.360477330094543e-09,-3.5699064829632917e-10,-1.8258727409181584e-12,-3.192294720988497e-14,-2.794613638299034e-13,3.783656479335869e-09,2.679470462622444e-12,1.747284393895265e-13,3.297809800150701e-10,2.779351997846983e-13,2.4215401467749565e-10,7.942466644553759e-14,4.863028309786733e-14,1.5273974316449538e-10,3.141121481182354e-12,1.1953576799891076e-13,4.367566875754347e-15,4.1325346078290204e-17,8.317915148767728e-15,1.0271990208381134e-18,4.579948688618503e-18,1.32952947569163e-13,7.109991106755413e-12,1.3540789639964696e-11,1.6721841316351339e-15,7.455729161640548e-15,4.276711895133615e-12,1.4965740043129495e-11,1.36164773155789e-15,1.1556238427090285e-14,-1.154680666321855e-11
2.57,3.546918259249706e-10,1.825850291980066e-07,3.781703710625657e-09,2.548357799608463e-10,1.5261108690020954e-10,6.983357052061253e-09,5.153722259602603e-09,4.870366977558295e-10,5.355906161265978e-10,2.4209143601587397e-12,2.7369027920715915e-12,6.002315261325134e-14,4.8605576577635215e-14,2.6900259144214246e-13,4.148230222569949e-13,8.28060336497865e-12,8.196892647642678e-12,1.2898180116619373e-13,5.336426912031073e-15,3.394488996788582e-17,1.018195278684082e-18,3.087202434134512e-18,2.251452237057945e-13,7.07822794882179e-15,1.966943083694155e-11,3.204930598208232e-11,4.208804783487364e-15,1.624158994413667e-14,3.348633496972849e-11,1.8252852244045413e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828949141842542e-09,-9.778894401961401e-11,-3.3599116153336595e-09,-3.5763863772667013e-10,-1.8299641009688453e-12,-3.189493144452792e-14,-2.8083481354618014e-13,3.781703710625657e-09,2.6799355749933537e-12,1.7516177869258186e-13,3.2983822461456664e-10,2.7850712038583084e-13,2.4202903748004204e-10,7.935776518810895e-14,4.8605576577635215e-14,1.5261108690020954e-10,3.1404623236938934e-12,1.201137385148861e-13,4.3831753002847855e-15,4.163972626295224e-17,8.37703104880905e-15,1.0323982029978446e-18,4.626844506251473e-18,1.3313542541627865e-13,7.135400146154823e-12,1.3637024779003772e-11,1.6806479109617991e-15,7.532071162630693e-15,4.273109510516206e-12,1.4996535748117235e-11,1.360955946739468e-15,1.1615044623187558e-14,-1.1589263641436968e-11
2.58,3.5469182845332547e-10,1.8254670365897258e-07,3.77977797220548e-09,2.5574204616156956e-10,1.5248283260482705e-10,7.016956820025603e-09,5.1545960278114284e-09,4.904789225905477e-10,5.366838361915174e-10,2.4392320305642475e-12,2.7436362065669728e-12,6.032502703000557e-14,4.8581031961268214e-14,2.7174203811187417e-13,4.169183985900151e-13,8.312004738823884e-12,8.228294140731502e-12,1.3018578281845648e-13,5.380333299402523e-15,3.4362873526758705e-17,1.0285449891214902e-18,3.133708293388069e-18,2.2647753548312703e-13,7.162296090762677e-15,1.97836394406288e-11,3.233626220965973e-11,4.239256199370961e-15,1.6433741286707726e-14,3.3810857046684905e-11,1.8329717601112672e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828937829348999e-09,-9.766702142683474e-11,-3.3593314950007084e-09,-3.5828179874691627e-10,-1.8340277777026058e-12,-3.1867042959010854e-14,-2.8220441097645713e-13,3.77977797220548e-09,2.6803899344619425e-12,1.7559271722028626e-13,3.2989414577993143e-10,2.79075594819589e-13,2.419057902211507e-10,7.929107295451006e-14,4.8581031961268214e-14,1.5248283260482705e-10,3.139803123059108e-12,1.206916544871662e-13,4.398763077546359e-15,4.1954790182078264e-17,8.436237313562372e-15,1.037590442657957e-18,4.673962987709493e-18,1.333165945445952e-13,7.160775573446309e-12,1.3733407022711318e-11,1.6891003884746407e-15,7.608775639140563e-15,4.269518380979851e-12,1.502714589008608e-11,1.3602686952152817e-15,1.1673715160511989e-14,-1.1631558850032602e-11
2.59,3.546918306949908e-10,1.8250837832989393e-07,3.777872381792552e-09,2.566468397521444e-10,1.523558918247718e-10,7.050550713825398e-09,5.155455979785857e-09,4.93926591664759e-10,5.377696066547405e-10,2.457590199178522e-12,2.750329314469029e-12,6.062654006851061e-14,4.855634699610301e-14,2.7449438994964205e-13,4.190092379527598e-13,8.343399520476213e-12,8.259693769487412e-12,1.3139554333163788e-13,5.424395475094048e-15,3.478401108404219e-17,1.0389465779175378e-18,3.180686470303472e-18,2.2781165021951135e-13,7.246956724330387e-15,1.989806575008303e-11,3.262448819558511e-11,4.26978527139809e-15,1.6627247455887436e-14,3.413702023918919e-11,1.8406430739229728e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828912415445621e-09,-9.754607053396306e-11,-3.3587419118406394e-09,-3.5891955195566724e-10,-1.8380618034438507e-12,-3.183906904871178e-14,-2.8357037479825753e-13,3.777872381792552e-09,2.6808371094886454e-12,1.7602107612601787e-13,3.299491827062948e-10,2.7964019546046503e-13,2.4178383243472333e-10,7.922506374888133e-14,4.855634699610301e-14,1.523558918247718e-10,3.139143926030553e-12,1.2126946942349215e-13,4.41432552590277e-15,4.2270550670257696e-17,8.495537219208254e-15,1.0427764666093516e-18,4.721303438039809e-18,1.3349643525429206e-13,7.186109767360114e-12,1.382994170439702e-11,1.6975427473208894e-15,7.685841459845943e-15,4.265964029825022e-12,1.505754744304675e-11,1.3595775139107118e-15,1.1732258662668705e-14,-1.167368929714981e-11
2.6,3.546918325081105e-10,1.824700533663898e-07,3.775986546932409e-09,2.5755016914475577e-10,1.5223025974303786e-10,7.084138624021776e-09,5.1563024578298316e-09,4.973796510708487e-10,5.388479825201073e-10,2.475988576838777e-12,2.7569823472745832e-12,6.092769122043196e-14,4.85315289575751e-14,2.772596070107421e-13,4.2109551423284486e-13,8.374787709825804e-12,8.29109154726604e-12,1.3261108184076637e-13,5.468613197428328e-15,3.5208309542655646e-17,1.0493999839854559e-18,3.228139173664705e-18,2.2914755427788943e-13,7.332210775529117e-15,2.001270967253649e-11,3.291398342653e-11,4.300391870603352e-15,1.682211077522577e-14,3.4464824036831673e-11,1.8482991564904603e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.828873177785065e-09,-9.742608767445377e-11,-3.358143109451305e-09,-3.595519377750187e-10,-1.8420663505333986e-12,-3.181101482535623e-14,-2.849326881538795e-13,3.775986546932409e-09,2.6812772780715124e-12,1.7644687022557334e-13,3.3000335730110924e-10,2.802009509104558e-13,2.416631390036742e-10,7.915973506637968e-14,4.85315289575751e-14,1.5223025974303786e-10,3.1384847352848787e-12,1.2184718144151424e-13,4.429862790043567e-15,4.2587002753889683e-17,8.554929838535558e-15,1.0479562661086642e-18,4.768865170193347e-18,1.3367495744470708e-13,7.211402963435452e-12,1.392662731464092e-11,1.705974973266615e-15,7.763267506289083e-15,4.262446322175568e-12,1.508774194710639e-11,1.3588826065379487e-15,1.179067439851095e-14,-1.1715654935963881e-11
