Time,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC,k1,k2,k3,k5,k6,k7,k8,k9,k10,compartment_1,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33
2.3000000000000003,3.546919619573748e-10,1.836192648071672e-07,3.8429087583711786e-09,2.297766027922015e-10,1.565884136994245e-10,6.074396955799355e-09,5.123508415596597e-09,3.9636472343959064e-10,5.030448612518302e-10,1.9427571583262224e-12,2.538998485695845e-12,5.1739258354679957e-14,4.918324446800776e-14,2.0005727590762781e-13,3.566490594061437e-13,7.430275434941765e-12,7.34829652320036e-12,9.866147674625186e-14,4.2107758284746965e-15,2.3824876191853338e-17,7.585866037695895e-19,2.0018103241976167e-18,1.8990644857662607e-13,5.02869893953667e-15,1.666841499929887e-11,2.4783383923798764e-11,3.416500466277026e-15,1.1556609139969056e-14,2.5346092159723895e-11,1.6120679872983457e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.822791597902664e-09,-1.0146189818397051e-10,-3.3710019135215797e-09,-3.3807266473553307e-10,-1.7083909051777452e-12,-3.259312122200134e-14,-2.4255847081474813e-13,3.8429087583711786e-09,2.66422437611023e-12,1.6249590308453408e-13,3.279045385981822e-10,2.615833278509517e-13,2.4594616053575544e-10,8.142597512370073e-14,4.918324446800776e-14,1.565884136994245e-10,3.158251211085626e-12,1.0447962573301527e-13,3.952157486648328e-15,3.3415422662771e-17,6.817473145976224e-15,8.899152290400355e-19,3.4409851069241727e-18,1.2770365708221084e-13,6.433743792410142e-12,1.109821064193237e-11,1.4486990113820542e-15,5.6016029726223366e-15,4.3844748930089984e-12,1.4085255088272e-11,1.3771307035581e-15,9.986173663366808e-15,-1.038547039547993e-11
2.31,3.546919758786446e-10,1.8358100044416918e-07,3.840270873490524e-09,2.3072626466784043e-10,1.5642250930862802e-10,6.108107374074401e-09,5.124902863676188e-09,3.996377019071829e-10,5.043619216908083e-10,1.959864354824452e-12,2.5469112864338357e-12,5.205046641988048e-14,4.9166127469538414e-14,2.024338189052906e-13,3.588540720995892e-13,7.461854681092936e-12,7.379753700540911e-12,9.970914786902057e-14,4.250377033088282e-15,2.4160508149515198e-17,7.67512586094235e-19,2.0364250420090175e-18,1.911846264138318e-13,5.097156465804285e-15,1.6776715348831754e-11,2.5035852889564117e-11,3.4447973299543837e-15,1.1713131028387429e-14,2.5626158334486092e-11,1.620156783227232e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.823281166688703e-09,-1.0131208104582607e-10,-3.3707823372343947e-09,-3.3887851657105987e-10,-1.7133230844570038e-12,-3.257010095068964e-14,-2.440176853484947e-13,3.840270873490524e-09,2.6649494891116176e-12,1.630023223317655e-13,3.2799378327527603e-10,2.622681992792203e-13,2.4577733590339354e-10,8.133970484048656e-14,4.9166127469538414e-14,1.5642250930862802e-10,3.1575930628144218e-12,1.0505944489884956e-13,3.968491669792341e-15,3.370966643405526e-17,6.873768373874099e-15,8.952680075254827e-19,3.4818616456465294e-18,1.279247036645772e-13,6.460334305798029e-12,1.1189854004559205e-11,1.4574128328849645e-15,5.668146157930383e-15,4.3798295620922194e-12,1.4122132764899057e-11,1.3766514257125034e-15,1.0047914018783184e-14,-1.0432158209206835e-11
2.32,3.5469197790475376e-10,1.8354273147040337e-07,3.837665240962123e-09,2.316741475659689e-10,1.5625818360128085e-10,6.141815333559085e-09,5.126272915847909e-09,4.029178062922246e-10,5.056697523174218e-10,1.9770207694693755e-12,2.554776871866962e-12,5.2361360390298505e-14,4.914853513480225e-14,2.048242685251192e-13,3.610556209032394e-13,7.493427343678273e-12,7.411208624919926e-12,1.0076261862804228e-13,4.290141569007292e-15,2.449908628172799e-17,7.764920638850028e-19,2.07144967698519e-18,1.9246500349018124e-13,5.166177458395506e-15,1.6885234543579498e-11,2.5289607343899884e-11,3.4731766118710566e-15,1.1870937007797067e-14,2.59078746747392e-11,1.6282311326364702e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.8237477768543605e-09,-1.0116343235793946e-10,-3.3705457782349545e-09,-3.396776552575119e-10,-1.7182204695986863e-12,-3.2546759146099716e-14,-2.454739821396607e-13,3.837665240962123e-09,2.6656619162409123e-12,1.6350571979948558e-13,3.2808146661426616e-10,2.629482712050593e-13,2.456105754215759e-10,8.125425547266603e-14,4.914853513480225e-14,1.5625818360128085e-10,3.156934835232959e-12,1.0563922177320385e-13,3.9847952545134626e-15,3.400475675734985e-17,6.9301861675298255e-15,9.00615383578156e-19,3.522977378256433e-18,1.2814412214063504e-13,6.48687500757354e-12,1.1281696892318346e-11,1.4661178596730134e-15,5.7350787282979146e-15,4.375228434264104e-12,1.4158752006630532e-11,1.3761588384375118e-15,1.0109557385285292e-14,-1.0478686397286119e-11
2.33,3.5469196578531934e-10,1.8350445819082032e-07,3.835091093283873e-09,2.3262025402457042e-10,1.5609545981056925e-10,6.175520585039936e-09,5.127619278993979e-09,4.0620497639072753e-10,5.069683933199246e-10,1.994226089141756e-12,2.5625953973393e-12,5.2671939312554645e-14,4.913047146191667e-14,2.0722859027702983e-13,3.6325366715073286e-13,7.524993421131694e-12,7.44266131318153e-12,1.0182188936312081e-13,4.3300691966145955e-15,2.48406187970734e-17,7.855249814531666e-19,2.1068865953436726e-18,1.9374756268178194e-13,5.235763092922113e-15,1.6993972259941924e-11,2.5544646963180644e-11,3.5016381745369013e-15,1.2030029899302471e-14,2.6191241190718272e-11,1.636290970048356e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.82419193530849e-09,-1.0101596834925294e-10,-3.370292741690233e-09,-3.404701111651665e-10,-1.7230831809597038e-12,-3.2523098653692165e-14,-2.46927335400285e-13,3.835091093283873e-09,2.6663620250768687e-12,1.640061054297152e-13,3.281676338556147e-10,2.6362356452636074e-13,2.4544582997016783e-10,8.116963910149601e-14,4.913047146191667e-14,1.5609545981056925e-10,3.156276533586389e-12,1.0621895206960496e-13,4.001068284464974e-15,3.430068824700298e-17,6.9867254914346436e-15,9.059573407999175e-19,3.564331711524295e-18,1.28361923307423e-13,6.5133659687983804e-12,1.1373737619492126e-11,1.4748140650510476e-15,5.8023997179975995e-15,4.370672160053897e-12,1.4195113938737077e-11,1.3756530536804043e-15,1.017110268021501e-14,-1.0525054507909161e-11
2.34,3.5469193706906097e-10,1.8346618091345378e-07,3.83254765492073e-09,2.3356458571117915e-10,1.559343635639052e-10,6.209222875644583e-09,5.128942668640873e-09,4.09499153247753e-10,5.082578820793548e-10,2.0114800055555403e-12,2.5703670102514403e-12,5.2982202490863315e-14,4.9111939191014946e-14,2.096467492867619e-13,3.6544817426110777e-13,7.556552911854765e-12,7.474111782145444e-12,1.0288696045451562e-13,4.37015968374691e-15,2.5185113825864566e-17,7.946112827776114e-19,2.142738154929735e-18,1.9503228688950033e-13,5.305914529887778e-15,1.710292815274529e-11,2.5800971446662844e-11,3.530181890132796e-15,1.2190412493713352e-14,2.647625788427987e-11,1.6443362309518e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.8246141510410595e-09,-1.0086970696107054e-10,-3.3700237391030207e-09,-3.4125591266618974e-10,-1.7279113332213901e-12,-3.249912143054351e-14,-2.483777208223001e-13,3.83254765492073e-09,2.667050187693254e-12,1.645034886560922e-13,3.282523307930159e-10,2.6429409868126445e-13,2.452830499149267e-10,8.10858690532307e-14,4.9111939191014946e-14,1.559343635639052e-10,3.155618163172895e-12,1.0679863143864671e-13,4.017310788328429e-15,3.459745560049368e-17,7.043385331563446e-15,9.112938672232436e-19,3.6059240456126856e-18,1.2857811776533568e-13,6.539807236161668e-12,1.1465974535336228e-11,1.4835014295365372e-15,5.870108150545115e-15,4.36616145702916e-12,1.42312196078873e-11,1.3751341481649048e-15,1.0232548879305406e-14,-1.0571262097131078e-11
2.35,3.546918890960954e-10,1.8342789994975247e-07,3.830034141464215e-09,2.34507143392444e-10,1.557749229874306e-10,6.2429219485087455e-09,5.1302438098005586e-09,4.128002791803846e-10,5.095382530730983e-10,2.0287822153679966e-12,2.578091849696594e-12,5.329214948929354e-14,4.9092939776375783e-14,2.120787103032201e-13,3.6763910776155693e-13,7.588105814213393e-12,7.50556004861156e-12,1.0395783232609671e-13,4.4104128058729804e-15,2.5532579419814772e-17,8.037509115358978e-19,2.1790067050480296e-18,1.9631915903440703e-13,5.376632914671011e-15,1.721210185434081e-11,2.605858051736397e-11,3.558807640654661e-15,1.2352087551536911e-14,2.676292474961807e-11,1.6523668517285137e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.825014935585779e-09,-1.0072466792156192e-10,-3.3697392889207865e-09,-3.420350860669802e-10,-1.7327050351342723e-12,-3.2474828525828143e-14,-2.498251155936386e-13,3.830034141464215e-09,2.66772678109629e-12,1.6499787838058204e-13,3.283356038272358e-10,2.6495989159801113e-13,2.4512218505370976e-10,8.10029599534639e-14,4.9092939776375783e-14,1.557749229874306e-10,3.154959729349395e-12,1.0737825546226202e-13,4.033522779290152e-15,3.489505360032605e-17,7.100164695769909e-15,9.16624955350109e-19,3.6477537742026145e-18,1.2879271591253672e-13,6.566198831127733e-12,1.1558406024722928e-11,1.4921799409228794e-15,5.938203038904729e-15,4.361697112721899e-12,1.4267069979447554e-11,1.3746021626108084e-15,1.029389501731788e-14,-1.0617308728381727e-11
2.36,3.546918189902314e-10,1.8338961561491215e-07,3.827549758791927e-09,2.3544792690369244e-10,1.5561716881052186e-10,6.276617542443211e-09,5.13152343781173e-09,4.1610829780069886e-10,5.108095377784522e-10,2.0461324202898325e-12,2.5857700460966896e-12,5.3601780134029564e-14,4.907347335855283e-14,2.145244377058151e-13,3.69826435310182e-13,7.61965212653454e-12,7.537006129364517e-12,1.0503450544849867e-13,4.4508283462717275e-15,2.5883023551705925e-17,8.12943811135321e-19,2.2156945862942136e-18,1.976081620532213e-13,5.447919377508046e-15,1.732149297370312e-11,2.631747392294155e-11,3.587515318057463e-15,1.251505780297001e-14,2.70512417739803e-11,1.6603827695791828e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.825394803482905e-09,-1.0058087282027032e-10,-3.3694399171446924e-09,-3.4280765554053066e-10,-1.7374643892629342e-12,-3.2450220061301644e-14,-2.512694984143542e-13,3.827549758791927e-09,2.6683921876620993e-12,1.6548928295018814e-13,3.2841750001995074e-10,2.6562095964479516e-13,2.4496318456268333e-10,8.092092778147136e-14,4.907347335855283e-14,1.5561716881052186e-10,3.1543012375372598e-12,1.0795781964799502e-13,4.049704254517739e-15,3.5193477115923385e-17,7.157062614181586e-15,9.219506021908714e-19,3.6898202846197994e-18,1.2900572793922748e-13,6.5925407490839e-12,1.1651030508784269e-11,1.500849594342695e-15,6.006683385694836e-15,4.357279987554685e-12,1.4302665934781702e-11,1.3740571009536096e-15,1.0355140188679278e-14,-1.0663193971978519e-11
2.37,3.5469177527027024e-10,1.833513266078556e-07,3.8250978257632764e-09,2.363871251744273e-10,1.5546052375854569e-10,6.3103110463051974e-09,5.1327781415531765e-09,4.194229844548717e-10,5.120723532672837e-10,2.0635296445926904e-12,2.5934036757766203e-12,5.391105724539645e-14,4.9053768041701535e-14,2.1698391157260102e-13,3.7200987256850256e-13,7.65119186333323e-12,7.568450019365679e-12,1.0611696448308535e-13,4.49140482377459e-15,2.6236458537229005e-17,8.221899123559789e-19,2.2528046783823164e-18,1.9889930062397392e-13,5.5197758473117426e-15,1.7431106433291946e-11,2.657764616042254e-11,3.61630332208777e-15,1.2679327577678312e-14,2.7341206457646612e-11,1.668384176697447e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.825752275235651e-09,-1.0043790972306665e-10,-3.3691231563350647e-09,-3.4357405899255324e-10,-1.742190873747293e-12,-3.242545676908439e-14,-2.5271066991787444e-13,3.8250978257632764e-09,2.6690446336076515e-12,1.6597783524970372e-13,3.284978010594033e-10,2.662776236989875e-13,2.448062608488497e-10,8.083947235444376e-14,4.9053768041701535e-14,1.5546052375854569e-10,3.153642665357962e-12,1.0853734788418873e-13,4.065858463598631e-15,3.549270936475695e-17,7.214075222752525e-15,9.272701682551095e-19,3.732123234206607e-18,1.2921718690453068e-13,6.618838280054141e-12,1.1743841697207586e-11,1.5095093487646747e-15,6.075548633095778e-15,4.3528939178374785e-12,1.4338024751901628e-11,1.3735053501096936e-15,1.041627643191215e-14,-1.0708919131232764e-11
2.38,3.546918110040914e-10,1.833130314818444e-07,3.822682031752286e-09,2.3732494374436585e-10,1.5530435680682786e-10,6.344003997214701e-09,5.134004136845918e-09,4.227441001236683e-10,5.133273679412956e-10,2.080972854601308e-12,2.600994986722685e-12,5.4219940458498914e-14,4.9034071798068533e-14,2.1945711311432305e-13,3.7418911383582503e-13,7.682725040582137e-12,7.599891711550072e-12,1.0720519267546374e-13,4.5321406475303355e-15,2.6592897022049016e-17,8.314891446224892e-19,2.2903399027343592e-18,2.0019258144382129e-13,5.592204313193553e-15,1.7540947624754975e-11,2.683909126457101e-11,3.6451699235996504e-15,1.2844901325947527e-14,2.7632816065623873e-11,1.6763712894959475e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.826085689467941e-09,-1.0029532835546617e-10,-3.368786269113215e-09,-3.44334770512491e-10,-1.7468860876609904e-12,-3.2400713371272075e-14,-2.541484155962526e-13,3.822682031752286e-09,2.669682151159877e-12,1.6646367915025185e-13,3.285762647581387e-10,2.669302313294737e-13,2.446516500321463e-10,8.075826553955048e-14,4.9034071798068533e-14,1.5530435680682786e-10,3.152983987927604e-12,1.09116866609306e-13,4.081988941815956e-15,3.5792732567611246e-17,7.27119841035171e-15,9.325829592666132e-19,3.774662299787696e-18,1.2942712844979299e-13,6.645097179148391e-12,1.1836832897448755e-11,1.5181580739713527e-15,6.144798255003201e-15,4.348521234879057e-12,1.4373165146054629e-11,1.372953853302003e-15,1.0477295187397072e-14,-1.0754485669125722e-11
2.39,3.5469184786489667e-10,1.8327473291192548e-07,3.820295576682361e-09,2.3826110423028727e-10,1.5514959156375448e-10,6.377693722640989e-09,5.135208216197815e-09,4.2607183803597987e-10,5.145737511472744e-10,2.098462756403301e-12,2.6085412499876493e-12,5.452848437476754e-14,4.90140485764454e-14,2.219439823864653e-13,3.7636450136385755e-13,7.714251632966582e-12,7.631331254273334e-12,1.0829921362301662e-13,4.5730374680788534e-15,2.6952340335907423e-17,8.408414686582226e-19,2.3283017791929207e-18,2.0148795599905864e-13,5.665204681250512e-15,1.7651008351296503e-11,2.7101816703241805e-11,3.674117220960197e-15,1.3011779326714255e-14,2.7926074161257096e-11,1.6843436789837695e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.8263984646699715e-09,-1.0015378696125099e-10,-3.3684341541784816e-09,-3.4508920504747455e-10,-1.7515481117169191e-12,-3.2375753115095934e-14,-2.555829788311853e-13,3.820295576682361e-09,2.6703082724228634e-12,1.6694663999920956e-13,3.286533258366601e-10,2.675783505965826e-13,2.4449891690767113e-10,8.067778761315233e-14,4.90140485764454e-14,1.5514959156375448e-10,3.1523252512569933e-12,1.0969632985581635e-13,4.0980909009782445e-15,3.60935588691925e-17,7.328435500515924e-15,9.378899143699762e-19,3.817436450317253e-18,1.2963552922539385e-13,6.671309651634987e-12,1.1930009519909766e-11,1.5267972988020593e-15,6.2144305729654885e-15,4.344187799714762e-12,1.4408063858950198e-11,1.372393201096635e-15,1.0538206038181874e-14,-1.0799890668099543e-11
2.4,3.546918854502598e-10,1.8323643112436978e-07,3.817937892058597e-09,2.391956150154253e-10,1.5499622980089622e-10,6.4113800502703225e-09,5.136390889522662e-09,4.2940613599082663e-10,5.158115603562986e-10,2.115999027851051e-12,2.6160426870435467e-12,5.483668742497897e-14,4.899370815877914e-14,2.2444448342675164e-13,3.7853599474268583e-13,7.745771639698824e-12,7.662768662861277e-12,1.0939902696545052e-13,4.614095017513966e-15,2.7314796425197992e-17,8.502468262802268e-19,2.3666926480994318e-18,2.027854086815155e-13,5.7387780748371484e-15,1.7761288472613432e-11,2.73658219822778e-11,3.703145047980468e-15,1.3179964296712708e-14,2.8220980546996054e-11,1.692301301724969e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.826690999426922e-09,-1.0001328649250178e-10,-3.3680671748290067e-09,-3.4583740504955927e-10,-1.756177112450542e-12,-3.235058290568416e-14,-2.5701433261932567e-13,3.817937892058597e-09,2.670923262551784e-12,1.6742673197078699e-13,3.2872901692945034e-10,2.682220113852752e-13,2.4434802509175023e-10,8.059803949646602e-14,4.899370815877914e-14,1.5499622980089622e-10,3.1516664592379927e-12,1.1027573465992204e-13,4.114164485277082e-15,3.639518272856076e-17,7.385785423388156e-15,9.431910065745446e-19,3.860445067243979e-18,1.2984240040288237e-13,6.697475932242599e-12,1.2023369822956998e-11,1.5354269793180035e-15,6.28444458003365e-15,4.339893661948588e-12,1.4442722499778104e-11,1.3718236673881003e-15,1.0599007852788958e-14,-1.084513383212787e-11
2.41,3.5469192327609965e-10,1.8319812634541864e-07,3.815608409304068e-09,2.40128484037144e-10,1.548442743666587e-10,6.445062807350466e-09,5.13755266731845e-09,4.3274693262813345e-10,5.170408515322194e-10,2.1335813501109168e-12,2.6234995154303968e-12,5.514454818828817e-14,4.8973059643251846e-14,2.2695857999400322e-13,3.807035549544111e-13,7.777285059990131e-12,7.694203952574136e-12,1.1050463235180222e-13,4.6553130323615196e-15,2.768027317056246e-17,8.597051591490376e-19,2.4055148420830372e-18,2.0408492394879899e-13,5.812925604810723e-15,1.7871787838426734e-11,2.763110661885614e-11,3.732253244110426e-15,1.3349458927795854e-14,2.8517535013600824e-11,1.7002441155864793e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.826963690890597e-09,-9.98738286730102e-11,-3.367685694845475e-09,-3.46579411889983e-10,-1.7607732535475919e-12,-3.232520916476674e-14,-2.584424509438792e-13,3.815608409304068e-09,2.6715273870055937e-12,1.679039689875454e-13,3.288033707083808e-10,2.6886124279675405e-13,2.441989381954604e-10,8.051902267066251e-14,4.8973059643251846e-14,1.548442743666587e-10,3.1510076157619546e-12,1.108550780502832e-13,4.130209831235096e-15,3.6697598661776506e-17,7.44324712357495e-15,9.484862114417724e-19,3.903687527219443e-18,1.300477530375495e-13,6.723596243215539e-12,1.2116912088502138e-11,1.5440470757349859e-15,6.354839261449378e-15,4.33563890133591e-12,1.4477142635525743e-11,1.371245506925492e-15,1.0659699538717157e-14,-1.0890214874998594e-11
2.42,3.5469196077192866e-10,1.8315981880152304e-07,3.8133065591552814e-09,2.4105971876737597e-10,1.5469372925584266e-10,6.478741820452342e-09,5.13869406127071e-09,4.3609416744199726e-10,5.182616790689074e-10,2.151209407734301e-12,2.6309119485041602e-12,5.545206539235651e-14,4.8952111429530794e-14,2.294862355763979e-13,3.828671443813618e-13,7.808791893048407e-12,7.725637138609888e-12,1.116160294426855e-13,4.696691253684729e-15,2.8048778386812007e-17,8.692164087990283e-19,2.444770685923577e-18,2.0538648632098186e-13,5.887648369560683e-15,1.7982506287885308e-11,2.7897670142065344e-11,3.7614416544969745e-15,1.3520265887020826e-14,2.8815737340715706e-11,1.7081720796788325e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.82721693512564e-09,-9.973541604781682e-11,-3.3672900789263636e-09,-3.4731526581511473e-10,-1.7653366956668824e-12,-3.229963782038474e-14,-2.5986730878027713e-13,3.8133065591552814e-09,2.672120911860769e-12,1.6837836470426627e-13,3.288764199213255e-10,2.694960731158318e-13,2.44051619785938e-10,8.044073921303818e-14,4.8952111429530794e-14,1.5469372925584266e-10,3.1503487247238387e-12,1.1143435704391829e-13,4.1462270673694945e-15,3.700080124312296e-17,7.500819560374608e-15,9.53775507087423e-19,3.947163202240153e-18,1.3025159806591005e-13,6.7496707937660405e-12,1.221063462237365e-11,1.5526575524269855e-15,6.425613594876315e-15,4.331423629731165e-12,1.4511325789221061e-11,1.3706589548994893e-15,1.0720280042671663e-14,-1.0935133519905093e-11
2.43,3.5469199727610087e-10,1.8312150871958274e-07,3.811031771057631e-09,2.419893261930612e-10,1.545445996792042e-10,6.5124169152317075e-09,5.1398155848558615e-09,4.394477807939568e-10,5.19474095727501e-10,2.1688828887287263e-12,2.6382801951847022e-12,5.5759237913480076e-14,4.8930871204018464e-14,2.320274133997316e-13,3.8502672681430693e-13,7.84029213807583e-12,7.757068236107582e-12,1.127332179125385e-13,4.73822942718955e-15,2.8420319822849025e-17,8.787805166687667e-19,2.4844624964145913e-18,2.0669008037729103e-13,5.962947455038179e-15,1.8093443648969968e-11,2.816551209348261e-11,3.7907101300420214e-15,1.3692387816734474e-14,2.911558729744329e-11,1.716085154296895e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.82745112745583e-09,-9.959805203275145e-11,-3.366880693123283e-09,-3.4804500590241484e-10,-1.7698675962631763e-12,-3.2273874296600367e-14,-2.61288882101859e-13,3.811031771057631e-09,2.6727041041250476e-12,1.6884993249182094e-13,3.2894819743077514e-10,2.701265297783005e-13,2.439060333476884e-10,8.036319183318618e-14,4.8930871204018464e-14,1.545445996792042e-10,3.149689790026322e-12,1.1201356864210492e-13,4.1622163138556104e-15,3.7304785106328606e-17,7.558501708005433e-15,9.590588741837774e-19,3.990871459789643e-18,1.304539463030962e-13,6.775699779526532e-12,1.2304535754688345e-11,1.5612583779297503e-15,6.49676655063137e-15,4.327247993035544e-12,1.4545273438175508e-11,1.3700642265293556e-15,1.0780748350794016e-14,-1.0979889499038582e-11
2.44,3.546920320310603e-10,1.8308319632718556e-07,3.80878347256085e-09,2.429173127965855e-10,1.5439689213301495e-10,6.546087916190813e-09,5.14091775394455e-09,4.4280771392625996e-10,5.206781525736538e-10,2.1866014846289014e-12,2.645604459703747e-12,5.6066064776717657e-14,4.890934592510261e-14,2.3458207643567766e-13,3.871822674606677e-13,7.87178579426647e-12,7.788497260150655e-12,1.1385619745187046e-13,4.779927303330022e-15,2.879490516158859e-17,8.883974241313651e-19,2.5245925822263004e-18,2.079956907527955e-13,6.038823934785513e-15,1.820459973789732e-11,2.8434632027750902e-11,3.820058527460522e-15,1.3865827334658786e-14,2.941708464291835e-11,1.7239833008605888e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.827666662810505e-09,-9.94617409639759e-11,-3.366457905276416e-09,-3.487686700164043e-10,-1.7743661094101068e-12,-3.224792350320792e-14,-2.6270714788556375e-13,3.80878347256085e-09,2.673277232051166e-12,1.693186854210398e-13,3.2901873625245124e-10,2.7075263933829995e-13,2.437621422438944e-10,8.028638390916776e-14,4.890934592510261e-14,1.5439689213301495e-10,3.149030815583917e-12,1.1259270982628037e-13,4.178177682190445e-15,3.760954494578953e-17,7.616292555833926e-15,9.64336295961835e-19,4.034811662980538e-18,1.3065480844016126e-13,6.801683382001928e-12,1.2398613840222858e-11,1.5698495249443829e-15,6.568297091915979e-15,4.323112173144672e-12,1.4578987012226957e-11,1.3694615166499435e-15,1.0841103488892003e-14,-1.102448255318148e-11
2.45,3.546920641785889e-10,1.8304488185284659e-07,3.806561088714466e-09,2.4384368453621925e-10,1.5425061446862242e-10,6.579754646440079e-09,5.1420010874050016e-09,4.4617390897513353e-10,5.218738989147826e-10,2.2043648905677977e-12,2.6528849413528436e-12,5.637254515601911e-14,4.888754180840628e-14,2.371501874100482e-13,3.8933373295273074e-13,7.903272860803928e-12,7.819924225770266e-12,1.1498496776950908e-13,4.8217846374136375e-15,2.9172542019880246e-17,8.980670725248379e-19,2.5651632437686108e-18,2.09303302135095e-13,6.115278869965656e-15,1.8315974358523733e-11,2.870502951315626e-11,3.849486709338539e-15,1.4040587033976431e-14,2.972022912688194e-11,1.731866481855626e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.8278639360710826e-09,-9.932648814752925e-11,-3.3660220854500516e-09,-3.4948629476464585e-10,-1.7788323856231603e-12,-3.2221789825445485e-14,-2.641220841176306e-13,3.806561088714466e-09,2.6738405654506007e-12,1.69784636246582e-13,3.290880695939201e-10,2.7137442743568694e-13,2.4361990967772583e-10,8.021031952368365e-14,4.888754180840628e-14,1.5425061446862242e-10,3.148371805327085e-12,1.1317177755394245e-13,4.194111274856216e-15,3.7915075517791936e-17,7.674191108603022e-15,9.696077582135214e-19,4.078983170696654e-18,1.3085419504129446e-13,6.827621768021906e-12,1.24928672587852e-11,1.5784309703409336e-15,6.640204175047428e-15,4.319016389896301e-12,1.4612467891982657e-11,1.368850999298693e-15,1.0901344522669653e-14,-1.1068912431301942e-11
2.46,3.5469209275505495e-10,1.8300656552624736e-07,3.8043640414632545e-09,2.447684468265557e-10,1.541057759620101e-10,6.613416927459751e-09,5.143066107706358e-09,4.4954630898405064e-10,5.23061382237315e-10,2.222172805347714e-12,2.660121834231317e-12,5.667867837435338e-14,4.886546431203789e-14,2.397317088110536e-13,3.9148109135586005e-13,7.934753336858962e-12,7.851349147948606e-12,1.1611952859484724e-13,4.863801189706687e-15,2.955323794842945e-17,9.0778940318245e-19,2.6061767730540935e-18,2.106128992610077e-13,6.192313309391696e-15,1.8427567301749215e-11,2.8976704132204898e-11,3.878994544191285e-15,1.4216669483416176e-14,3.002502049025527e-11,1.7397346607742306e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.8280433424176996e-09,-9.919229990887551e-11,-3.36557360636821e-09,-3.5019791545373416e-10,-1.7832665716827066e-12,-3.219547711370751e-14,-2.6553366979930817e-13,3.8043640414632545e-09,2.674394376007306e-12,1.7024779739080429e-13,3.2915623089320693e-10,2.719919187634038e-13,2.4347929865364827e-10,8.013500350024523e-14,4.886546431203789e-14,1.541057759620101e-10,3.1477127632063506e-12,1.1375076875454998e-13,4.210017184983893e-15,3.822137164173445e-17,7.732196386660294e-15,9.74873249293891e-19,4.123385337735052e-18,1.3105211654094548e-13,6.853515089193179e-12,1.258729441558625e-11,1.5870026951619855e-15,6.712486749690115e-15,4.31496090301799e-12,1.4645717407062163e-11,1.3682328273026347e-15,1.0961470557957156e-14,-1.1113178890149409e-11
