Time,Population_of_Eggs,Population_of_Larvae,Population_of_Pupae,Ar,ep,Te,Me,K0,Tl,Tp,Mp,Ml,compartment,reaction_for_E,reaction_for_L,reaction_for_P
6.93,1954.7289273621616,1639.4180038471434,1044.847506194846,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-203.3935891458484,-133.6979899981493,-140.2679533686072
6.94,1952.6991733143846,1638.08297031028,1043.4463456987082,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-202.55936023221204,-133.3098367917397,-139.96414807162748
6.95,1950.6777450703123,1636.7518136876542,1042.0482205956364,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-201.7285532238983,-132.9226428514795,-139.6608689610511
6.96,1948.664608465934,1635.4245243924963,1040.653125626593,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-200.90115407949884,-132.536406281341,-139.35811550976678
6.97,1946.6597294734745,1634.1010928564492,1039.2610555379542,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-200.077148813598,-132.15112518987638,-139.05588719006104
6.98,1944.6630742006528,1632.7815095295116,1037.8720050815239,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-199.25652349646828,-131.76679769024162,-138.7541834736304
6.99,1942.6746088899406,1631.4657648799791,1036.4859690145465,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-198.4392642537655,-131.3834219002187,-138.45300383159412
7.0,1940.6942999178186,1630.153849394386,1035.10294209972,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-197.62535726622343,-131.00099594224093,-138.15234773450584
7.01,1938.722113794035,1628.8457535774455,1033.7229191052083,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-196.8147887693484,-130.61951794341638,-137.85221465236657
7.02,1936.758017160863,1627.5414679519934,1032.3458948046562,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-196.00754505311465,-130.23898603555648,-137.55260405463696
7.03,1934.8019767923581,1626.2409830589281,1030.9718639772004,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-195.2036124616592,-129.85939835520134,-137.25351541024918
7.04,1932.8539595936184,1624.9442894571532,1029.6008214074843,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-194.40297739297705,-129.4807530436483,-136.95494818761983
7.05,1930.9139326000384,1623.6513777235184,1028.2327618856702,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-193.60562629861568,-129.10304824698193,-136.65690185466195
7.06,1928.9818629765705,1622.3622384527614,1026.8676802074526,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-192.81154568337047,-128.72628211610242,-136.3593758787974
7.07,1927.0577180169794,1621.0768622574483,1025.5055711740722,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-192.02072210497852,-128.35045280675746,-136.06236972696982
7.08,1925.1414651431035,1619.7952397679185,1024.146429592327,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-191.2331421738155,-127.97555847957523,-135.76588286565558
7.09,1923.2330719041092,1618.517361632222,1022.7902502745876,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-190.44879255258888,-127.60159730009451,-135.4699147608777
7.1,1921.3325059757512,1617.243218516064,1021.4370280388093,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-189.66765995603373,-127.22856743880078,-135.1744648782173
7.11,1919.4397351596288,1615.972801102745,1020.0867577085454,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-188.88973115060742,-126.85646707115984,-134.8795326828261
7.12,1917.5547273824443,1614.7061000931035,1018.73943411296,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-188.11499295418457,-126.48529437765393,-134.5851176394389
7.13,1915.6774506952613,1613.4431062054568,1017.3950520868418,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-187.3434322357524,-126.11504754381804,-134.29121921238578
7.14,1913.8078732727608,1612.1838101755422,1016.0536064706166,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-186.57503591510465,-125.74572476027657,-133.99783686560477
7.15,1911.9459634125005,1610.9282027564598,1014.715092110361,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-185.8097909625377,-125.37732422278305,-133.70497006265373
7.16,1910.0916895341722,1609.676274718613,1013.3795038578147,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-185.0476843985448,-125.00984413225888,-133.41261826672303
7.17,1908.2450201788597,1608.4280168496507,1012.0468365703949,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-184.28870329351128,-124.64328269483241,-133.12078094064785
7.18,1906.4059240082952,1607.1834199544085,1010.7170851112079,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-183.53283476740933,-124.2776381218817,-132.82945754692042
7.19,1904.5743698041192,1605.9424748548506,1009.3902443490637,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-182.78006598949298,-123.9129086300756,-132.53864754770248
7.2,1902.7503264671377,1604.7051723900115,1008.0663091584878,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-182.0303841779936,-123.54909244141578,-132.2483504048375
7.21,1900.9337630165783,1603.471503415937,1006.7452744197359,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-181.28377659981368,-123.18618778328232,-131.9585655798635
7.22,1899.1246485893498,1602.2414588056254,1005.4271350188052,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-180.54023057022277,-122.82419288847603,-131.6692925340246
7.23,1897.3229524392996,1601.0150294489713,1004.1118858474488,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-179.79973345255212,-122.46310599526652,-131.38053072828396
7.24,1895.5286439364713,1599.792206252705,1002.7995218031887,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-179.0622726578897,-122.1029253474365,-131.09227962333603
7.25,1893.7416932474075,1598.5729802259443,1001.4900377664034,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-178.32783592468445,-121.74364901897377,-130.80453866024945
7.26,1891.9620721815925,1597.3573425866332,1000.1834285718242,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-177.59641166663448,-121.38527469573052,-130.5173072363846
7.27,1890.1897508394986,1596.145284340219,998.8796891213541,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-176.86798759503392,-121.02780053827911,-130.23058480071717
7.28,1888.4246992996839,1594.9367964917642,997.5788143272672,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-176.14255141217006,-120.67122474763028,-129.94437080584714
7.29,1886.6668877619218,1593.731870063973,996.2807991073776,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-175.4200908701498,-120.31554552824548,-129.65866470391921
7.3,1884.9162865465812,1592.5304960971478,994.9856383850488,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-174.7005937706448,-119.96076108805465,-129.37346594663154
7.31,1883.1728660940096,1591.332665649148,993.693327089203,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-173.98404796463785,-119.60686963847536,-129.08877398524461
7.32,1881.4365969639132,1590.138369795345,992.4038601543294,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-173.2704413521683,-119.2538693944299,-128.8045882705903
7.33,1879.7074498347401,1588.9475996285807,991.1172325204943,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-172.5597618820782,-118.90175857436634,-128.52090825308048
7.34,1877.9853955030592,1587.7603462591248,989.8334391333486,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-171.85199755175734,-118.55053540027978,-128.23773338271587
7.35,1876.2704048829426,1586.5766008146309,988.5524749441374,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-171.14713640688933,-118.20019809773305,-127.9550631090948
7.36,1874.562449005348,1585.3963544400933,987.2743349097099,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-170.44516654119798,-117.85074489587822,-127.67289688142256
7.37,1872.861499017499,1584.2195982978067,985.9990139925268,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-169.74607609619204,-117.50217402748194,-127.39123414851943
7.38,1871.1675261822663,1583.0463235673203,984.7265071606704,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-169.0498532609114,-117.1544837289473,-127.11007435883002
7.39,1869.4805018775494,1581.8765214453967,983.456809387853,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-168.3564862716728,-116.80767224034003,-126.82941696043224
7.4,1867.8003975956583,1580.7101831459677,982.189915653426,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-167.66596341181548,-116.46173780541176,-126.54926140104561
7.41,1866.1271849426946,1579.5472999000935,980.9258209423895,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-166.9782730114474,-116.11667867162976,-126.26960712804066
7.42,1864.4608356379326,1578.3878629559172,979.6645202453998,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-166.29340344719026,-115.77249309020021,-125.99045358844731
7.43,1862.801321513201,1577.2318635786241,978.40600855878,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-165.61134314192554,-115.42917931609912,-125.71180022896408
7.44,1861.148614512264,1576.0792930503978,977.1502808845278,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-164.93208056454046,-115.08673560809927,-125.43364649596651
7.45,1859.502686690203,1574.9301426703767,975.8973322303253,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-164.2556042296734,-114.74516022879976,-125.1559918355166
7.46,1857.8635102127982,1573.784403754613,974.6471576095474,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-163.58190269746,-114.40445144465667,-124.87883569337095
7.47,1856.2310573559084,1572.6420676360283,973.3997520412709,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-162.9109645732783,-114.06460752601436,-124.60217751499002
7.48,1854.6053005048545,1571.5031256643708,972.1551105502834,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-162.24277850749513,-113.72562674713578,-124.32601674554698
7.49,1852.9862121538001,1570.367569206173,970.9132281670929,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-161.57733319521185,-113.38750738623554,-124.05035282993634
7.5,1851.3737649051316,1569.2353896447087,969.6740999279359,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-160.914617376009,-113.05024772551462,-123.77518521278296
7.51,1849.7679314688417,1568.1065783799497,968.4377208747868,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-160.25461983369382,-112.7138460511917,-123.50051333845079
7.52,1848.1686846619086,1566.9811268285232,967.2040860553667,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-159.59732939604442,-112.37830065353995,-123.22633665105172
7.53,1846.5759974076796,1565.8590264236689,965.9731905231528,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-158.94273493455626,-112.04360982692111,-122.95265459445451
7.54,1844.9898427352507,1564.7402686151963,964.7450293373868,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-158.29082536418798,-111.70977186982344,-122.67946661229348
7.55,1843.410193778849,1563.624844869442,963.5195975630843,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-157.64158964310684,-111.37678508489728,-122.4067721479773
7.56,1841.8370237772124,1562.5127466692256,962.2968902710436,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-156.99501677243427,-111.04464777899233,-122.1345706446983
7.57,1840.270306072974,1561.4039655138079,961.0769025378542,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-156.35109579599236,-110.71335826319745,-121.86286154544052
7.58,1838.710014112041,1560.2984929188485,959.8596294459071,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-155.7098158000489,-110.38291485287925,-121.59164429298929
7.59,1837.1561214429762,1559.1963204163617,958.6450660834024,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-155.07116591306317,-110.05331586772223,-121.3209183299397
7.6,1835.608601716381,1558.0974395546739,957.4332075443589,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-154.43513530543248,-109.72455963176816,-121.05068309870535
7.61,1834.067428684274,1557.0018418983811,956.2240489286226,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-153.80171318923658,-109.39664447345939,-120.7809380415274
7.62,1832.532576199476,1555.9095190283062,955.0175853418767,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-153.17088881798452,-109.06956872567952,-120.51168260048351
7.63,1831.004018214988,1554.8204625414558,953.8138118956495,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-152.54265148636,-108.74333072579674,-120.24291621749614
7.64,1829.4817287833753,1553.7346640509763,952.6127237073238,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-151.91699052996717,-108.41792881570632,-119.97463833434222
7.65,1827.965682056146,1552.6521151861134,951.4143159001457,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-151.29389532507605,-108.0933613418772,-119.70684839266099
7.66,1826.4558522831353,1551.572807592167,950.2185836032342,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-150.6733552883686,-107.76962665539412,-119.43954583396382
7.67,1824.9522138118846,1550.4967329304493,949.0255219515893,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-150.05535987668452,-107.44672311200492,-119.17273009964234
7.68,1823.4547410870243,1549.423882878242,947.8351260861016,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-149.43989858676696,-107.12464907216628,-118.90640063097754
7.69,1821.9634086496542,1548.3542491287528,946.6473911535606,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-148.82696095500785,-106.80340290109103,-118.64055686914875
7.7,1820.4781913130942,1547.2878234143989,945.4623123003649,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-148.21653662968163,-106.48298292385755,-118.37519824994627
7.71,1818.9990656708997,1546.224597706285,944.2798846186425,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-147.60861599073974,-106.1633870409251,-118.11032415848018
7.72,1817.52600720957,1545.1645638323891,943.100103249371,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-147.0031889631332,-105.84461346355567,-117.84593401586821
7.73,1816.058991059248,1544.1077135768835,941.9229633555491,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-146.40024532535085,-105.52666052264198,-117.58202725668428
7.74,1814.5979924507744,1543.0540387406202,940.7484601058586,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-145.7997748972682,-105.20952655216661,-117.31860331522523
7.75,1813.1429867151744,1542.0035311411023,939.5765886746692,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-145.20176753993667,-104.89320988922475,-117.05566162551582
7.76,1811.6939492831439,1540.9561826124554,938.4073442420435,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-144.60621315537207,-104.57770887404854,-116.79320162131498
7.77,1810.2508556845326,1539.9119850053987,937.2407219937426,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-144.0131016863428,-104.26302185003112,-116.53122273612092
7.78,1808.8136815478317,1538.8709301872143,936.076717121231,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-143.42242311615882,-103.94914716375138,-116.26972440317738
7.79,1807.382402599659,1537.8330100417195,934.9153248216829,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-142.83416746845978,-103.63608316499881,-116.0087060554794
7.8,1805.9569946642428,1536.7982164692378,933.756540297986,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-142.24832480700377,-103.32382820680112,-115.74816712577834
7.81,1804.5374336629097,1535.7665413865677,932.6003587587473,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-141.6648852354558,-103.01238064544879,-115.48810704658842
7.82,1803.123695613568,1534.7379767269572,931.4467754182989,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-141.0838388971764,-102.70173884052565,-115.22852525019175
7.83,1801.715756630195,1533.7125144400716,930.2957854967029,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-140.50517597501016,-102.39190115493409,-114.96942116864457
7.84,1800.3135929223204,1532.690146491965,929.1473842197561,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-139.92888669107367,-102.08286595492541,-114.7107942337827
7.85,1798.9171807945138,1531.6708648650517,928.001566818996,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-139.35496130654508,-101.7746316101277,-114.45264387722725
7.86,1797.526496645869,1530.6546615580783,926.8583285317056,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-138.78339012145216,-101.46719649357857,-114.1949695303901
7.87,1796.1415169694897,1529.6415285860917,925.7176646009195,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-138.21416347446018,-101.16055898175279,-113.93777062448049
7.88,1794.7622183519754,1528.6314579804125,924.5795702754275,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-137.64727174266181,-100.85471745459529,-113.68104659050948
7.89,1793.388577472906,1527.6244417886044,923.4440408097814,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-137.08270534136432,-100.54967029555218,-113.42479685929675
7.9,1792.020571104328,1526.620472074446,922.3110714642996,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-136.52045472387874,-100.24541589160418,-113.16902086147547
7.91,1790.6581761102398,1525.619540917901,921.1806575050728,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-135.9605103813085,-99.94195263329857,-112.91371802749882
7.92,1789.3013694460772,1524.62164041509,920.0527942039682,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-135.40286284233764,-99.63927891478426,-112.65888778764503
7.93,1787.9501281581986,1523.62676267826,918.927476838636,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-134.84750267301956,-99.33739313384501,-112.4045295720233
7.94,1786.6044293833709,1522.6348998357569,917.8047006925137,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-134.2944204765654,-99.0362936919351,-112.1506428105796
7.95,1785.2642503482548,1521.6460440319947,916.6844610548324,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-133.74360689313266,-98.73597899421418,-111.89722693310247
7.96,1783.9295683688895,1520.6601874274281,915.5667532206205,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-133.19505259961352,-98.4364474495847,-111.6442813692284
7.97,1782.60036085018,1519.6773221985218,914.4515724907108,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-132.64874830942392,-98.13769747072689,-111.39180554844796
7.98,1781.2766052853808,1518.6974405377225,913.3389141717439,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-132.10468477229142,-97.83972747413821,-111.13979890011097
7.99,1779.9582792555818,1517.7205346534295,912.2287735761754,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-131.56285277404413,-97.54253588016974,-110.88826085343291
8.0,1778.6453604291949,1516.7465967699654,911.121146022279,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-131.02324313639906,-97.24612111306584,-110.63719083749979
8.01,1777.3378265614379,1515.7756191275469,910.0160268341541,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-130.48584671675087,-96.95048160100191,-110.38658828127481
8.02,1776.0356554938203,1514.807593982256,908.9134113417285,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-129.9506544079601,-96.65561577612664,-110.13645261360315
8.03,1774.7388251536306,1513.842513606011,907.8132948807661,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-129.4176571381421,-96.36152207459907,-109.88678326321843
8.04,1773.4473135534186,1512.8803702865366,906.7156727928705,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-128.88684587045498,-96.068198936633,-109.63757965874797
8.05,1772.1610987904835,1511.9211563273357,905.6205404254905,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-128.35821160288867,-95.7756448065357,-109.38884122871852
8.06,1770.8801590463584,1510.96486404766,904.5278931319267,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-127.83174536805325,-95.48385813275166,-109.14056740156235
8.07,1769.6044725862957,1510.0114857824806,903.4377262713344,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-127.30743823296746,-95.19283736790493,-108.89275760562231
8.08,1768.3340177587531,1509.061013882459,902.3500352087314,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-126.78528129884751,-94.90258096884196,-108.64541126915847
8.09,1767.0687729948775,1508.1134407139184,901.2648153150006,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-126.26526570089459,-94.61308739667635,-108.39852782035265
8.1,1765.808716807993,1507.1687586588139,900.182061966898,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-125.7473826080851,-94.32435511683224,-108.15210668731532
8.11,1764.553827793084,1506.226960114704,899.1017705470557,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-125.23162322295752,-94.03638259909019,-107.90614729809036
8.12,1763.3040846262827,1505.2880374947208,898.0239364439886,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-124.71797878140217,-93.7491683176317,-107.66064908066153
8.13,1762.0594660643524,1504.351983227542,896.9485550520984,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-124.20644055244873,-93.46271075108712,-107.41561146295732
8.14,1760.8199509441752,1503.4187897573606,895.8756217716807,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-123.69699983805594,-93.17700838258025,-107.17103387285769
8.15,1759.5855181884617,1502.4884495439567,894.8051320087743,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-123.18964797545777,-92.89205969760837,-106.92691573813258
8.16,1758.3561480130222,1501.560955082179,893.7370811453757,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-122.68437683335208,-92.60786276338928,-106.68325647356997
8.17,1757.1318205241164,1500.6362988792648,892.6714645740298,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-122.18117823541183,-92.32441571727833,-106.4400554959318
8.18,1755.9125150514762,1499.714473444047,891.6082777142757,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-121.68004368615675,-92.04171699897722,-106.19731223106572
8.19,1754.698211008627,1498.7954713008294,890.5475159914181,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-121.18096472454567,-91.75976505074351,-105.95502610473241
8.2,1753.4888878924608,1497.8792849893596,889.4891748365293,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-120.68393292380131,-91.47855831740986,-105.71319654261018
8.21,1752.2845252828126,1496.9659070648004,888.433249686452,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-120.18893989123592,-91.19809524640254,-105.47182297029948
8.22,1751.0851028420348,1496.0553300977037,887.3797359838044,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-119.69597726807626,-90.91837428776262,-105.23090481332835
8.23,1749.8906003145705,1495.1475466739812,886.3286291769807,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-119.2050367292884,-90.63939389416504,-104.99044149715641
8.24,1748.70099752653,1494.2425493948772,885.2799247201553,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-118.71610998340384,-90.36115252094004,-104.75043244717997
8.25,1747.516274385264,1493.3403308769416,884.2336180732865,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-118.22918877234349,-90.0836486260954,-104.51087708873703
8.26,1746.33641087894,1492.4408837520016,883.1897047021181,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-117.74426487124424,-89.80688067033736,-104.27177484711146
8.27,1745.1613870761144,1491.5442006671337,882.1481800781839,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-117.26133008828299,-89.5308471170938,-104.03312514753844
8.28,1743.9911831253098,1490.6502742846376,881.1090396788095,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-116.78037626450225,-89.25554643253804,-103.79492741520843
8.29,1742.8257792545887,1489.7590972820062,880.0722789871162,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-116.30139527363588,-88.98097708561056,-103.5571810752727
8.3,1741.6651557711277,1488.8706623519001,879.0378934920238,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-115.82437902193351,-88.70713754804501,-103.31988555284764
8.31,1740.509293060793,1487.9849622021184,878.0058786882538,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-115.34931944798586,-88.43402629439174,-103.0830402730196
