CDK2cycA,CDK2cycA_star_,Cdk2,CyclinA,Time
2.113120721573855e-08,3.1632223209037095e-09,7.57055649998196e-08,3.7570556499981945e-07,0.22
2.1097934297067127e-08,3.3168367281501446e-09,7.558522497143518e-08,3.7558522497143506e-07,0.23
2.1063936280505004e-08,3.469325756071333e-09,7.546673467984751e-08,3.7546673467984736e-07,0.24
2.1029532853592007e-08,3.6206903550635364e-09,7.534977255581506e-08,3.753497725558149e-07,0.25
2.0994941094797156e-08,3.770933875277316e-09,7.523411911551632e-08,3.7523411911551615e-07,0.26
2.096029192339748e-08,3.920061681242447e-09,7.511963953675283e-08,3.751196395367526e-07,0.27
2.092573082407541e-08,4.068078732681303e-09,7.500618186980234e-08,3.7500618186980213e-07,0.28
2.089125974837259e-08,4.214993386471243e-09,7.489373669056107e-08,3.7489373669056086e-07,0.29
2.085689375147921e-08,4.360813617869168e-09,7.47822814327246e-08,3.747822814327244e-07,0.3
2.0822676577342296e-08,4.505546644015459e-09,7.467176502075244e-08,3.7467176502075226e-07,0.31
2.0788647171038347e-08,4.649199734127538e-09,7.456214114625457e-08,3.745621411462544e-07,0.32
2.07548343629083e-08,4.7917803369286276e-09,7.445337341983714e-08,3.74453373419837e-07,0.33
2.072126251387461e-08,4.933295947451086e-09,7.434542981045792e-08,3.7434542981045775e-07,0.34
2.068794542422513e-08,5.073754251965871e-09,7.423828871665424e-08,3.7423828871665407e-07,0.35000000000000003
2.0654885328171452e-08,5.213163153685122e-09,7.413193995882357e-08,3.741319399588234e-07,0.36
2.0622084882288544e-08,5.351530484960713e-09,7.402637305666843e-08,3.740263730566683e-07,0.37
2.058953412705418e-08,5.488864319319211e-09,7.392158993895442e-08,3.739215899389543e-07,0.38
2.0557233101270046e-08,5.6251724301275725e-09,7.381758280535715e-08,3.73817582805357e-07,0.39
2.0525180593651873e-08,5.7604625597755594e-09,7.371434513889468e-08,3.737143451388945e-07,0.4
2.049337030483374e-08,5.8947425123334844e-09,7.361187546723488e-08,3.7361187546723464e-07,0.41000000000000003
2.046180447042143e-08,6.028019830516063e-09,7.351016401319991e-08,3.735101640131997e-07,0.42
2.0430485684642753e-08,6.1603019860650835e-09,7.340920067706475e-08,3.734092006770645e-07,0.43
2.0399410646728347e-08,6.291596536435827e-09,7.330898122108495e-08,3.7330898122108477e-07,0.44
2.0368580184801258e-08,6.42191088156318e-09,7.320949739794857e-08,3.732094973979484e-07,0.45
2.033799639869786e-08,6.55125233307695e-09,7.311073976176148e-08,3.7311073976176126e-07,0.46
2.030765335435765e-08,6.679628338803405e-09,7.30127068262356e-08,3.7301270682623543e-07,0.47000000000000003
2.0277549168079983e-08,6.8070461930276045e-09,7.291539316593709e-08,3.729153931659369e-07,0.48
2.02476822617772e-08,6.9335131262653805e-09,7.281879312736258e-08,3.7281879312736235e-07,0.49
2.0218048290208693e-08,7.059036380071003e-09,7.272290382659365e-08,3.7272290382659337e-07,0.5
2.0188645569915295e-08,7.183623079265548e-09,7.262771981864717e-08,3.726277198186469e-07,0.51
2.0159477563624814e-08,7.3072801725048304e-09,7.253323065564324e-08,3.72533230655643e-07,0.52
2.0130537325857428e-08,7.430014796881278e-09,7.2439436180421e-08,3.7243943618042075e-07,0.53
2.0101819838884684e-08,7.551833989261795e-09,7.234633439678657e-08,3.723463343967863e-07,0.54
2.0073318950682413e-08,7.672744757913006e-09,7.225392448034485e-08,3.722539244803446e-07,0.55
2.0045049589931476e-08,7.792753583814901e-09,7.216218490253877e-08,3.721621849025385e-07,0.56
2.0016999817014298e-08,7.911867497028722e-09,7.207112064786668e-08,3.7207112064786645e-07,0.5700000000000001
1.9989165558171582e-08,8.03009329697834e-09,7.198072900983004e-08,3.719807290098298e-07,0.58
1.9961542636244073e-08,8.147437731345613e-09,7.189100743856656e-08,3.718910074385663e-07,0.59
1.9934133556836536e-08,8.263907362458587e-09,7.180194683653528e-08,3.718019468365351e-07,0.6
1.990694083886063e-08,8.379508699576474e-09,7.171353814640615e-08,3.7171353814640595e-07,0.61
1.987995858243436e-08,8.494248366135649e-09,7.162578068003559e-08,3.716257806800353e-07,0.62
1.9853184963662126e-08,8.608132851922664e-09,7.153866977649811e-08,3.715386697764979e-07,0.63
1.9826618341763474e-08,8.7211685944225e-09,7.145220064195291e-08,3.714522006419527e-07,0.64
1.9800259113373635e-08,8.83336198653328e-09,7.136636645997834e-08,3.7136636645997814e-07,0.65
1.9774105052207914e-08,8.944719357177195e-09,7.128116314078892e-08,3.7128116314078864e-07,0.66
1.9748154990883215e-08,9.055246986618524e-09,7.119658556919451e-08,3.7119658556919427e-07,0.67
1.972240784708021e-08,9.16495110241204e-09,7.111262859701113e-08,3.711126285970109e-07,0.68
1.9696860016878352e-08,9.273838004892602e-09,7.102928953598953e-08,3.710292895359893e-07,0.6900000000000001
1.9671509723651076e-08,9.38191385781142e-09,7.094656399867495e-08,3.7094656399867476e-07,0.7000000000000001
1.9646356535192358e-08,9.489184711582463e-09,7.086444636021129e-08,3.708644463602111e-07,0.71
1.9621399152830716e-08,9.59565660971854e-09,7.078293187275989e-08,3.7078293187275965e-07,0.72
1.9596636349171965e-08,9.70133554368665e-09,7.070201576867308e-08,3.707020157686729e-07,0.73
1.9572066968099223e-08,9.80622745290799e-09,7.062169326049424e-08,3.70621693260494e-07,0.74
1.9547689924772924e-08,9.910338224757947e-09,7.054195954095778e-08,3.705419595409576e-07,0.75
1.952349868212892e-08,1.001367052456836e-08,7.046281852906563e-08,3.704628185290654e-07,0.76
1.9499494578870615e-08,1.0116232313712455e-08,7.03842608962e-08,3.7038426089619983e-07,0.77
1.9475676724930082e-08,1.0218029884866991e-08,7.030628123284935e-08,3.7030628123284914e-07,0.78
1.945204369454834e-08,1.0319069190916897e-08,7.022887501011934e-08,3.702288750101192e-07,0.79
1.9428594061966397e-08,1.0419356184747099e-08,7.015203769911556e-08,3.7015203769911537e-07,0.8
1.9405326401425274e-08,1.0518896819242522e-08,7.007576477094366e-08,3.700757647709435e-07,0.81
1.9382239287165988e-08,1.0617697047288095e-08,7.000005169670925e-08,3.700000516967091e-07,0.8200000000000001
1.9359331293429555e-08,1.071576282176874e-08,6.992489394751796e-08,3.6992489394751777e-07,0.8300000000000001
1.933660099445699e-08,1.0813100095569388e-08,6.98502869944754e-08,3.698502869944752e-07,0.84
1.9314046964489307e-08,1.0909714821574963e-08,6.977622630868722e-08,3.6977622630868706e-07,0.85
1.9291666820834593e-08,1.100560448642484e-08,6.97027168177757e-08,3.697027168177755e-07,0.86
1.9269459379112326e-08,1.1100777178544824e-08,6.962975160751779e-08,3.696297516075176e-07,0.87
1.9247423511841356e-08,1.1195241489764723e-08,6.955732320140491e-08,3.695573232014047e-07,0.88
1.9225557758175913e-08,1.128900306254725e-08,6.948542741727399e-08,3.694854274172738e-07,0.89
1.9203860657270246e-08,1.1382067539355127e-08,6.941406007296204e-08,3.694140600729618e-07,0.9
1.91823307482786e-08,1.1474440562651072e-08,6.934321698630601e-08,3.693432169863058e-07,0.91
1.916096657035521e-08,1.15661277748978e-08,6.92728939751429e-08,3.6927289397514275e-07,0.92
1.9139766662654332e-08,1.1657134818558032e-08,6.920308685730969e-08,3.692030868573095e-07,0.93
1.91187295643302e-08,1.1747467336094485e-08,6.913379145064336e-08,3.691337914506432e-07,0.9400000000000001
1.9097853814537057e-08,1.1837130969969879e-08,6.906500357298086e-08,3.6906500357298067e-07,0.9500000000000001
1.9077139870667037e-08,1.1926123323290787e-08,6.899672517362095e-08,3.6899672517362075e-07,0.96
1.90565868371072e-08,1.2014447669622902e-08,6.892895387711263e-08,3.6892895387711243e-07,0.97
1.9036191899305353e-08,1.2102115324827591e-08,6.886168117430123e-08,3.6886168117430106e-07,0.98
1.901595369287032e-08,1.2189131527125365e-08,6.879490319133146e-08,3.687949031913313e-07,0.99
1.899587085341092e-08,1.2275501514736734e-08,6.872861605434805e-08,3.6872861605434786e-07,1.0
1.8975942016535974e-08,1.236123052588221e-08,6.866281588949569e-08,3.686628158894955e-07,1.01
1.8956165817854314e-08,1.2446323798782304e-08,6.859749882291909e-08,3.685974988229189e-07,1.02
1.8936540892974752e-08,1.2530786571657524e-08,6.853266098076295e-08,3.6853266098076277e-07,1.03
1.891706587750612e-08,1.2614624082728383e-08,6.846829848917198e-08,3.6846829848917183e-07,1.04
1.8897739407057235e-08,1.2697841570215391e-08,6.84044074742909e-08,3.6840440747429074e-07,1.05
1.8878561721231428e-08,1.2780439053440065e-08,6.834098767856578e-08,3.683409876785656e-07,1.06
1.8859533695277705e-08,1.2862414483530658e-08,6.827804027754379e-08,3.6827804027754363e-07,1.07
1.8840651561020246e-08,1.2943780919874921e-08,6.82155559778937e-08,3.682155559778935e-07,1.08
1.8821914078912627e-08,1.3024543194487395e-08,6.815353118723014e-08,3.6815353118722993e-07,1.09
1.8803320009408418e-08,1.3104706139382614e-08,6.809196231316777e-08,3.680919623131676e-07,1.1
1.8784868112961197e-08,1.3184274586575116e-08,6.803084576332124e-08,3.6803084576332104e-07,1.11
1.8766557150024543e-08,1.326325336807944e-08,6.797017794530519e-08,3.67970177945305e-07,1.12
1.8748385881052018e-08,1.334164731591012e-08,6.790995526673431e-08,3.6790995526673413e-07,1.1300000000000001
1.8730353066497208e-08,1.3419461262081699e-08,6.785017413522321e-08,3.678501741352231e-07,1.1400000000000001
1.871245746681368e-08,1.349670003860871e-08,6.779083095838657e-08,3.677908309583864e-07,1.1500000000000001
1.869469853362867e-08,1.3573366179298077e-08,6.773192375071696e-08,3.677319237507168e-07,1.16
1.8677078328807418e-08,1.3649453538706824e-08,6.767345659512957e-08,3.676734565951294e-07,1.17
1.8659592896416002e-08,1.3724975981054898e-08,6.761541958403438e-08,3.676154195840342e-07,1.18
1.8642241109315316e-08,1.3799937964593518e-08,6.755780938637664e-08,3.675578093863765e-07,1.19
1.8625021840366255e-08,1.387434394757391e-08,6.750062267110166e-08,3.6750062267110146e-07,1.2
1.8607933962429707e-08,1.3948198388247298e-08,6.744385610715467e-08,3.674438561071545e-07,1.21
1.859097634836657e-08,1.4021505744864908e-08,6.738750636348096e-08,3.673875063634808e-07,1.22
1.8574147871037734e-08,1.409427047567796e-08,6.733157010902582e-08,3.6733157010902566e-07,1.23
1.8557447403304093e-08,1.4166497038937685e-08,6.727604401273448e-08,3.6727604401273433e-07,1.24
1.854087381802654e-08,1.4238189892895305e-08,6.722092474355223e-08,3.672209247435521e-07,1.25
1.8524425988065965e-08,1.4309353495802043e-08,6.716620897042436e-08,3.671662089704242e-07,1.26
1.8508106452666676e-08,1.437997894460675e-08,6.711190305579576e-08,3.6711190305579557e-07,1.27
1.849191147498834e-08,1.4450080208024598e-08,6.705799676885925e-08,3.670579967688591e-07,1.28
1.8475840000669998e-08,1.4519661479083329e-08,6.700448697097725e-08,3.670044869709771e-07,1.29
1.8459890995352465e-08,1.458872687791883e-08,6.695137057639455e-08,3.669513705763944e-07,1.3
1.844406342467654e-08,1.4657280524666973e-08,6.689864449935593e-08,3.6689864449935577e-07,1.31
1.842835625428304e-08,1.472532653946364e-08,6.684630565410618e-08,3.66846305654106e-07,1.32
1.8412768449812763e-08,1.4792869042444709e-08,6.679435095489007e-08,3.667943509548899e-07,1.33
1.839729897690653e-08,1.4859912153746054e-08,6.67427773159524e-08,3.6674277731595226e-07,1.34
1.8381946801205134e-08,1.492645999350356e-08,6.669158165153796e-08,3.666915816515378e-07,1.35
1.8366710888349393e-08,1.49925166818531e-08,6.664076087589152e-08,3.6664076087589137e-07,1.36
1.8351593111408553e-08,1.5058075357851878e-08,6.659031997632882e-08,3.6659031997632866e-07,1.37
1.8336591141139796e-08,1.512314503228719e-08,6.654025227158481e-08,3.6654025227158466e-07,1.3800000000000001
1.832170347243903e-08,1.5187731603253272e-08,6.649055336878467e-08,3.664905533687845e-07,1.3900000000000001
1.830692917504743e-08,1.525183879770891e-08,6.644122047122913e-08,3.6644122047122896e-07,1.4000000000000001
1.829226731994068e-08,1.5315470337950224e-08,6.639225078564688e-08,3.6639225078564667e-07,1.41
1.827771697932899e-08,1.5378629941610683e-08,6.634364152219447e-08,3.663436415221943e-07,1.42
1.826327722665709e-08,1.5441321321661098e-08,6.629538989445638e-08,3.662953898944562e-07,1.43
1.8248947136604223e-08,1.5503548186409604e-08,6.624749311944496e-08,3.6624749311944477e-07,1.44
1.8234725785084146e-08,1.5565314239501694e-08,6.619994841760045e-08,3.6619994841760027e-07,1.45
1.8220612249245156e-08,1.562662317992019e-08,6.615275301279099e-08,3.6615275301279085e-07,1.46
1.8206605607470045e-08,1.5687478701985265e-08,6.610590413231264e-08,3.661059041323125e-07,1.47
1.8192704939376143e-08,1.5747884495354426e-08,6.605939900688929e-08,3.6605939900688916e-07,1.48
1.8178909325815277e-08,1.5807844245022516e-08,6.601323487067281e-08,3.6601323487067264e-07,1.49
1.816521784887382e-08,1.586736163132173e-08,6.596740896124292e-08,3.6596740896124275e-07,1.5
1.8151629591872633e-08,1.5926440329921594e-08,6.592191851960722e-08,3.65921918519607e-07,1.51
1.8138145043556174e-08,1.5985079031194522e-08,6.587676436664495e-08,3.658767643666448e-07,1.52
1.8124764884544595e-08,1.604327574464923e-08,6.583194781222292e-08,3.6583194781222276e-07,1.53
1.8111486204067034e-08,1.6101041218112886e-08,6.578746101928446e-08,3.657874610192843e-07,1.54
1.8098308189985228e-08,1.615837875531503e-08,6.574330149623521e-08,3.6574330149623505e-07,1.55
1.8085230035097998e-08,1.6215291642189583e-08,6.56994667643391e-08,3.656994667643389e-07,1.56
1.8072250937141273e-08,1.6271783146874824e-08,6.565595435771834e-08,3.6565595435771815e-07,1.57
1.805937009878806e-08,1.6327856519713393e-08,6.561276182335345e-08,3.6561276182335325e-07,1.58
1.8046586727648477e-08,1.6383514993252305e-08,6.556988672108323e-08,3.6556988672108303e-07,1.59
1.803390003626973e-08,1.6438761782242936e-08,6.552732662360479e-08,3.655273266236046e-07,1.6
1.802130924213612e-08,1.6493600083641023e-08,6.548507911647346e-08,3.6548507911647324e-07,1.61
1.8008813567669043e-08,1.6548033076606673e-08,6.544314179810293e-08,3.6544314179810275e-07,1.62
1.7996412240226998e-08,1.660206392250436e-08,6.540151227976516e-08,3.65401512279765e-07,1.6300000000000001
1.7984104492105573e-08,1.6655695764902915e-08,6.536018818559039e-08,3.6536018818559024e-07,1.6400000000000001
1.7971889560537445e-08,1.6708931729575542e-08,6.531916715256714e-08,3.65319167152567e-07,1.6500000000000001
1.79597666876924e-08,1.6761774924499807e-08,6.527844683054224e-08,3.6527844683054204e-07,1.6600000000000001
1.794773512067731e-08,1.681422843985764e-08,6.523802488222081e-08,3.652380248822206e-07,1.67
1.793579567263485e-08,1.6866289020787962e-08,6.519790374950664e-08,3.6519790374950645e-07,1.68
1.792394653533553e-08,1.6917964039257815e-08,6.515807786852476e-08,3.651580778685246e-07,1.69
1.791218690834568e-08,1.696925678477879e-08,6.511854475018279e-08,3.6511854475018266e-07,1.7
1.790051610035199e-08,1.7020170106804394e-08,6.507930223633856e-08,3.650793022363384e-07,1.71
1.788893342661272e-08,1.7070706830367885e-08,6.504034818669857e-08,3.650403481866984e-07,1.72
1.787743820895769e-08,1.712086975608225e-08,6.500168047881792e-08,3.650016804788178e-07,1.73
1.786602977578829e-08,1.7170661660140236e-08,6.496329700810046e-08,3.649632970081003e-07,1.74
1.7854707462077476e-08,1.7220085294314318e-08,6.492519568779855e-08,3.649251956877984e-07,1.75
1.7843470609369757e-08,1.7269143385956723e-08,6.488737444901327e-08,3.648873744490131e-07,1.76
1.7832318565781215e-08,1.7317838637999425e-08,6.484983124069435e-08,3.648498312406942e-07,1.77
1.7821250685999495e-08,1.7366173728954123e-08,6.481256402964012e-08,3.6481256402964e-07,1.78
1.7810266331283805e-08,1.741415131291228e-08,6.477557080049758e-08,3.647755708004974e-07,1.79
1.7799364869464917e-08,1.7461774019545092e-08,6.473884955576235e-08,3.647388495557622e-07,1.8
1.778854567494517e-08,1.750904445410349e-08,6.470239831577875e-08,3.647023983157786e-07,1.81
1.7777808128698464e-08,1.7555965197418168e-08,6.466621511873968e-08,3.646662151187395e-07,1.82
1.776715134069826e-08,1.760253920425074e-08,6.463029789995748e-08,3.6463029789995733e-07,1.83
1.775657459229958e-08,1.764876916841923e-08,6.459464468427689e-08,3.6459464468427675e-07,1.84
1.774607752676174e-08,1.7694657249373644e-08,6.45592536689422e-08,3.64559253668942e-07,1.85
1.7735659536728344e-08,1.7740205951240272e-08,6.45241229571835e-08,3.6452412295718334e-07,1.86
1.7725320020833405e-08,1.7785417754559148e-08,6.44892506698267e-08,3.6448925066982654e-07,1.87
1.7715058383701384e-08,1.7830295116284048e-08,6.445463494529365e-08,3.6445463494529347e-07,1.8800000000000001
1.7704874035947177e-08,1.787484046978247e-08,6.442027393960203e-08,3.6442027393960186e-07,1.8900000000000001
1.7694766394176105e-08,1.7919056224835672e-08,6.438616582636544e-08,3.643861658263653e-07,1.9000000000000001
1.7684734880983927e-08,1.7962944767638642e-08,6.435230879679336e-08,3.643523087967932e-07,1.9100000000000001
1.7674778924956845e-08,1.800650846080011e-08,6.431870105969112e-08,3.6431870105969096e-07,1.92
1.7664897960671473e-08,1.804974964334254e-08,6.428534084145995e-08,3.6428534084145976e-07,1.93
1.7655091428694877e-08,1.8092670630702148e-08,6.425222638609699e-08,3.642522263860968e-07,1.94
1.764535877558455e-08,1.8135273714728873e-08,6.42193559551952e-08,3.6421935595519504e-07,1.95
1.7635699453888418e-08,1.817756116368641e-08,6.418672782794348e-08,3.641867278279433e-07,1.96
1.7626112922144842e-08,1.821953522225218e-08,6.415434030112659e-08,3.641543403011264e-07,1.97
1.7616598566539974e-08,1.8261198480578953e-08,6.412219139840467e-08,3.641221913984045e-07,1.98
1.7607154235326442e-08,1.830256077845014e-08,6.409027343171062e-08,3.6409027343171047e-07,1.99
1.7597780774328618e-08,1.8343617839128034e-08,6.405858983198526e-08,3.6405858983198515e-07,2.0
1.7588477646270808e-08,1.838437190610605e-08,6.402713889301126e-08,3.640271388930111e-07,2.0100000000000002
1.757924431989943e-08,1.8424825199142172e-08,6.399591892628464e-08,3.639959189262845e-07,2.02
1.7570080269983e-08,1.8464979914258925e-08,6.396492826101486e-08,3.639649282610147e-07,2.0300000000000002
1.7560984977312133e-08,1.8504838223743406e-08,6.393416524412475e-08,3.639341652441246e-07,2.04
1.7551957928699556e-08,1.8544402276147246e-08,6.390362824025056e-08,3.639036282402504e-07,2.05
1.7542998616980086e-08,1.8583674196286665e-08,6.387331563174192e-08,3.638733156317418e-07,2.06
1.753410654101064e-08,1.8622656085242405e-08,6.384322581866186e-08,3.638432258186617e-07,2.07
1.752528120567025e-08,1.8661350020359787e-08,6.381335721878683e-08,3.638133572187867e-07,2.08
1.7516522121860037e-08,1.8699758055248684e-08,6.378370826760664e-08,3.6378370826760645e-07,2.09
1.7507828806503227e-08,1.8737882219783518e-08,6.37542774183245e-08,3.637542774183244e-07,2.1
1.7499200782545154e-08,1.8775724520103277e-08,6.372506314185707e-08,3.637250631418569e-07,2.11
1.749063757895324e-08,1.8813286938611502e-08,6.369606392683436e-08,3.636960639268342e-07,2.12
1.748213873071702e-08,1.885057143397628e-08,6.36672782795998e-08,3.6366727827959965e-07,2.13
1.7473703778848134e-08,1.8887579941130272e-08,6.363870472421021e-08,3.6363870472421005e-07,2.14
1.7465332270380306e-08,1.8924314371270686e-08,6.361034180243577e-08,3.636103418024356e-07,2.15
1.745702375836938e-08,1.8960776611859287e-08,6.358218807376013e-08,3.6358218807375997e-07,2.16
1.7448777801893286e-08,1.8996968526622394e-08,6.355424211538028e-08,3.6355424211538016e-07,2.17
1.7440593966052068e-08,1.9032891955550895e-08,6.352650252220664e-08,3.6352650252220655e-07,2.18
1.7432471821967867e-08,1.906854871490021e-08,6.349896790686303e-08,3.634989679068629e-07,2.19
1.742441094678492e-08,1.9103940597190347e-08,6.347163689968664e-08,3.634716368996865e-07,2.2
1.7416410923669577e-08,1.9139069371205835e-08,6.344450814872807e-08,3.6344450814872795e-07,2.21
1.740847134181028e-08,1.9173936781995795e-08,6.341758031975132e-08,3.6341758031975114e-07,2.22
1.7400591796417577e-08,1.920854455087388e-08,6.339085209623379e-08,3.6339085209623363e-07,2.23
1.7392771888724113e-08,1.92428943754183e-08,6.336432217936627e-08,3.6336432217936616e-07,2.24
1.7385009603645973e-08,1.927699406277214e-08,6.333798477704615e-08,3.6333798477704597e-07,2.25
1.737730432421616e-08,1.9310846133486543e-08,6.331183798568459e-08,3.6331183798568444e-07,2.2600000000000002
1.7369656876519576e-08,1.934444765164268e-08,6.328588391515101e-08,3.632858839151508e-07,2.27
1.73620668274825e-08,1.9377800440640216e-08,6.326012117511968e-08,3.632601211751195e-07,2.2800000000000002
1.7354533747810577e-08,1.9410906308622073e-08,6.323454838674231e-08,3.6323454838674215e-07,2.29
1.734705721198883e-08,1.944376704847443e-08,6.320916418264793e-08,3.632091641826478e-07,2.3000000000000003
1.7339636798281663e-08,1.9476384437826717e-08,6.318396720694296e-08,3.631839672069428e-07,2.31
1.7332272088732842e-08,1.9508760239051633e-08,6.315895611521113e-08,3.63158956115211e-07,2.32
1.732496266916551e-08,1.9540896199265122e-08,6.313412957451362e-08,3.631341295745135e-07,2.33
1.7317708129182185e-08,1.9572794050326396e-08,6.310948626338888e-08,3.631094862633887e-07,2.34
1.7310508062164758e-08,1.9604455508837908e-08,6.308502487185279e-08,3.630850248718526e-07,2.35
1.73033620652745e-08,1.963588227614538e-08,6.306074410139855e-08,3.630607441013984e-07,2.36
1.729626973945204e-08,1.9667076038337788e-08,6.303664266499675e-08,3.6303664266499656e-07,2.37
1.7289230689417398e-08,1.969803846624736e-08,6.301271928709534e-08,3.630127192870952e-07,2.38
1.7282244523669958e-08,1.972877121544959e-08,6.29889727036196e-08,3.6298897270361944e-07,2.39
1.727531085448848e-08,1.9759275926263218e-08,6.296540166197224e-08,3.629654016619721e-07,2.4
1.7268429297931098e-08,1.978955422375025e-08,6.294200492103326e-08,3.629420049210331e-07,2.41
1.726159947383532e-08,1.9819607717715936e-08,6.291878125116009e-08,3.629187812511599e-07,2.42
1.725481999734339e-08,1.9849442182076177e-08,6.28957262632785e-08,3.6289572626327834e-07,2.43
1.7248091259641723e-08,1.9879056030788096e-08,6.287284115225736e-08,3.6287284115225724e-07,2.44
1.7241412903194697e-08,1.990845078110341e-08,6.285012475838094e-08,3.628501247583808e-07,2.45
1.7234784542975693e-08,1.9937628064609116e-08,6.282757583508868e-08,3.6282757583508853e-07,2.46
1.722820579702921e-08,1.996658950057074e-08,6.28051931450703e-08,3.6280519314507015e-07,2.47
1.7221676286470834e-08,1.999533669593233e-08,6.278297546026597e-08,3.6278297546026586e-07,2.48
1.721519563548725e-08,2.0023871245316464e-08,6.276092156186618e-08,3.62760921561866e-07,2.49
1.7208763471336237e-08,2.0052194731024253e-08,6.273903024031179e-08,3.6273903024031167e-07,2.5
1.7202379424346688e-08,2.0080308723035328e-08,6.271730029529398e-08,3.627173002952938e-07,2.5100000000000002
1.7196043127918566e-08,2.0108214779007846e-08,6.269573053575436e-08,3.6269573053575417e-07,2.52
1.7189754218522958e-08,2.01359144442785e-08,6.26743197798848e-08,3.626743197798846e-07,2.5300000000000002
1.7183512335702034e-08,2.0163409251862502e-08,6.265306685512759e-08,3.6265306685512745e-07,2.54
1.7177317122069062e-08,2.0190700722453597e-08,6.26319705981754e-08,3.6263197059817526e-07,2.5500000000000003
1.7171168223308414e-08,2.021779036442406e-08,6.261102985497116e-08,3.62611029854971e-07,2.56
1.7165065288175557e-08,2.024467967382468e-08,6.259024348070827e-08,3.6259024348070814e-07,2.57
1.7159007968497052e-08,2.027137013438479e-08,6.256961033983042e-08,3.6256961033983027e-07,2.58
1.715299591917056e-08,2.0297863217512238e-08,6.254912930603167e-08,3.625491293060315e-07,2.59
1.7147028775905348e-08,2.032416066747407e-08,6.252879899934159e-08,3.625287989993414e-07,2.6
1.7141106179900532e-08,2.0350264185227532e-08,6.250861807760903e-08,3.625086180776089e-07,2.61
1.7135227824633774e-08,2.0376174828980365e-08,6.248858578913974e-08,3.6248858578913964e-07,2.62
1.7129393376165956e-08,2.0401894035218643e-08,6.24687010313866e-08,3.624687010313865e-07,2.63
1.7123602503589357e-08,2.0427423228615404e-08,6.244896271058405e-08,3.6244896271058395e-07,2.64
1.7117854879027686e-08,2.0452763822030598e-08,6.24293697417483e-08,3.6242936974174817e-07,2.65
1.7112150177636053e-08,2.0477917216511144e-08,6.240992104867711e-08,3.62409921048677e-07,2.66
1.710648807760099e-08,2.0502884801290876e-08,6.239061556394989e-08,3.623906155639498e-07,2.67
1.7100868260140444e-08,2.0527667953790594e-08,6.23714522289277e-08,3.6237145222892755e-07,2.68
1.7095290409503764e-08,2.0552268039618018e-08,6.235242999375321e-08,3.623524299937531e-07,2.69
1.708975421297173e-08,2.0576686412567824e-08,6.23335478173508e-08,3.6233354781735063e-07,2.7
1.708425936085652e-08,2.060092441462162e-08,6.231480466742642e-08,3.6231480466742626e-07,2.71
1.7078805546501738e-08,2.0624983375947966e-08,6.229619952046765e-08,3.622961995204675e-07,2.72
1.7073392466282392e-08,2.0648864614902345e-08,6.227773136174376e-08,3.6227773136174364e-07,2.73
1.7068019819604906e-08,2.0672569438027204e-08,6.225939918530564e-08,3.6225939918530556e-07,2.74
1.7062687308907127e-08,2.069609914005191e-08,6.224120199398581e-08,3.6224120199398565e-07,2.75
1.7057394639658306e-08,2.0719455003892786e-08,6.222313879939843e-08,3.622231387993983e-07,2.7600000000000002
