Time,S_a,I_a,S_h,I_h,R_h,r_a,K_a,beta_a,mu_a,delta_a,pi_h,beta_h,mu_h,gamma,delta_h,M_a,m_a,compartment,Avian_population,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11
5.85,97187.03984529391,1007.2155955592342,999911.549222725,12.557409365409583,5.098865196601813,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-458.5968721626051,1.9577660443683347,0.34493105285521536,0.4028862382236937,30.0,6.042759039341541,39.09654157460855,0.0004909947061875147,4.326027526383601,1.2557409365409584,0.0001993656291871309
5.86,97182.4346316958,1007.2276946555808,999911.3978293901,12.562004513304156,5.111422905782625,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-458.5303869359036,1.9576967919019927,0.3449351963117502,0.4028910778622323,30.0,6.042830712573216,39.09653565512916,0.0004911743764701925,4.3276105548332815,1.2562004513304157,0.00019985663561610065
5.87,97177.83008357316,1007.2397929696228,999911.2464353977,12.566579993875216,5.123985195483158,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-458.463915557316,1.9576275490923083,0.34493933950037703,0.4028959171878492,30.0,6.042902381085525,39.09652973562405,0.000491353277760521,4.329186807890012,1.2566579993875218,0.00020034782114339148
5.88,97173.22620078747,1007.2518905014629,999911.0950407479,12.57113589417763,5.136552046107836,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-458.3974580230035,1.9575583159373893,0.344943482421131,0.4029007562005852,30.0,6.042974044879087,39.096523816093246,0.0004915314134623453,4.3307563155441935,1.257113589417763,0.0002008391850028164
5.89,97168.62298320021,1007.2639872512033,999910.9436454405,12.575672300871073,5.149123438149994,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-458.3310143291294,1.9574890924353432,0.3449476250740471,0.40290559490048133,30.0,6.043045703954518,39.096517896536724,0.000491708786964059,4.332319107650084,1.2575672300871075,0.00020133072643166477
5.9,97164.0204306729,1007.2760832189463,999910.7922494757,12.580189300221448,5.161699352191557,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-458.26458447185763,1.9574198785842776,0.34495176745916034,0.40291043328757853,30.0,6.043117358312433,39.0965119769545,0.0004918854016386587,4.333875213926289,1.258018930022145,0.0002018224446706899
5.91,97159.41854306706,1007.2881784047942,999910.6408528539,12.584686978102289,5.174279768902718,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-458.1981684473531,1.9573506743823,0.3449559095765058,0.4029152713619177,30.0,6.043189007953449,39.09650605734659,0.0004920612608437995,4.335424663956238,1.2584686978102289,0.00020231433896409628
5.92,97154.81732024433,1007.3002728088492,999910.4894555745,12.589165419996165,5.186864669041633,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-458.13176625178306,1.9572814798275204,0.34496005142611846,0.4029201091235397,30.0,6.043260652878181,39.096500137712965,0.0004922363679218501,4.336967487188678,1.2589165419996167,0.00020280640855952785
5.93,97150.21676206632,1007.3123664312137,999910.338057638,12.593624710996071,5.199454033454099,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-458.0653778813156,1.957212294918048,0.34496419300803344,0.4029249465724855,30.0,6.0433322930872455,39.09649421805365,0.0004924107261999464,4.338503712938146,1.2593624710996072,0.00020329865270805528
5.94,97145.6168683947,1007.3244592719901,999910.1866590444,12.598064935806782,5.2120478430732575,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.9990033321198,1.9571431196519924,0.34496833432228574,0.40292978370879606,30.0,6.0434039285812595,39.096488298368634,0.0004925843389900452,4.340033370385436,1.2598064935806783,0.00020379107066416437
5.95,97141.01763909118,1007.3365513312802,999910.0352597935,12.602486178746227,5.224646078919275,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.9326426003665,1.9570739540274633,0.34497247536891024,0.4029346205325121,30.0,6.043475559360836,39.096482378657925,0.0004927572095889775,4.341556488578075,1.2602486178746228,0.00020428366168574364
5.96,97136.41907401753,1007.3486426091866,999909.8838598856,12.606888523746836,5.237248722099049,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.86629568222787,1.957004798042573,0.34497661614794206,0.4029394570436747,30.0,6.043547185426592,39.09647645892153,0.0004929293412785013,4.343073096430785,1.2606888523746838,0.00020477642503407282
5.97,97131.82117303553,1007.3607331058114,999909.7324593206,12.611272054356856,5.2498557538059085,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.7999625738776,1.9569356516954328,0.3449807566594162,0.40294429324232456,30.0,6.043618806779142,39.096470539159434,0.0004931007373253531,4.3445832227259364,1.2611272054356857,0.00020526935997381104
5.98,97127.22393600697,1007.3728228212565,999909.5810580986,12.615636853741696,5.262467155319314,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.73364327148965,1.9568665149841529,0.3449848969033675,0.4029491291285026,30.0,6.0436904234191005,39.09646461937166,0.0004932714009813003,4.346086896114014,1.2615636853741696,0.0002057624657729852
5.99,97122.62736279375,1007.3849117556243,999909.4296562199,12.619983005063496,5.275082907919456,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.66733777124057,1.9567973879068474,0.3449890368798311,0.40295396470224976,30.0,6.043762035347086,39.0964586995582,0.0004934413354979828,4.347584145244374,1.2619983005063498,0.00020625574169965075
6.0,97118.03145325776,1007.396999909017,999909.278253684,12.624310593399114,5.2877029924557775,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.6010460693076,1.9567282704616284,0.344993176588842,0.40295879996360684,30.0,6.043833642563712,39.09645277971905,0.0004936105442019053,4.349074999425994,1.2624310593399115,0.00020674918700502092
6.01,97113.43620726094,1007.4090872815366,999909.1268504915,12.628619701531381,5.300327390293806,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.5347681618693,1.9566591626466094,0.34499731603043504,0.40296363491261467,30.0,6.043905245069591,39.09644685985422,0.000493779030329877,4.35055948717756,1.2628619701531383,0.00020724280096048783
6.02,97108.84162466526,1007.4211738732852,999908.9754466419,12.632910411406979,5.3129560829871885,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.46850404510576,1.9565900644599044,0.34500145520464526,0.4029684695493141,30.0,6.043976842865339,39.0964409399637,0.0004939467970860129,4.352037636729704,1.263291041140698,0.00020773658284479907
6.03,97104.24770533277,1007.4332596843648,999908.8240421357,12.637182804608166,5.325589052171552,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.4022537151987,1.956520975899628,0.34500559411150755,0.4029733038737459,30.0,6.044048435951572,39.09643502004751,0.0004941138476601793,4.353509476187513,1.2637182804608167,0.0002082305319399077
6.04,97099.65444912548,1007.4453447148775,999908.6726369729,12.6414369623543,5.33822627956417,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.3360171683299,1.956451896963894,0.34500973275105695,0.402978137885951,30.0,6.044120024328905,39.09642910010564,0.0004942801852280531,4.354975033531056,1.26414369623543,0.00020872464753095906
6.05,97095.0618559055,1007.4574289649253,999908.5212311533,12.645672965503325,5.350867746963625,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.26979440068396,1.9563828276508188,0.3450138711233283,0.40298297158597013,30.0,6.0441916079979485,39.096423180138096,0.00049444581295118,4.356434336615895,1.2645672965503325,0.00020921892890627775
6.06,97090.46992553496,1007.4695124346102,999908.3698246771,12.649890894553247,5.363513436249476,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.2035854084459,1.9563137679585179,0.3450180092283566,0.4029878049738441,30.0,6.044263186959321,39.096417260144875,0.000494610733977032,4.357887413173593,1.2649890894553248,0.0002097133753573545
6.07,97085.87865787603,1007.4815951240345,999908.2184175444,12.654090829643629,5.376163329381928,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.1373901878028,1.9562447178851081,0.34502214706617684,0.4029926380496138,30.0,6.044334761213634,39.09641134012599,0.0004947749514390659,4.35933429081223,1.265409082964363,0.00021020798617883338
6.08,97081.28805279091,1007.4936770332996,999908.0670097552,12.658272850557038,5.388817408401491,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.0712087349419,1.9561756774287054,0.3450262846368238,0.4029974708133199,30.0,6.044406330761503,39.09640542008143,0.0004949384684567802,4.360774997016899,1.265827285055704,0.0002107027606684983
6.09,97076.69811014186,1007.5057581625081,999907.9156013093,12.66243703672051,5.401475655428673,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-457.00504104605284,1.9561066465874277,0.3450304219403325,0.40300230326500325,30.0,6.044477895603541,39.096399500011195,0.0004951012881357719,4.362209559150215,1.266243703672051,0.00021119769812726112
6.1,97072.10882979118,1007.5178385117613,999907.7641922073,12.666583467206978,5.414138052663635,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.9388871173264,1.9560376253593932,0.3450345589767378,0.4030071354047045,30.0,6.044549455740364,39.09639357991531,0.0004952634135677929,4.363638004452803,1.266658346720698,0.0002116927978591481
6.11,97067.52021160112,1007.5299180811616,999907.6127824486,12.67071222073673,5.426804582385886,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.8727469449536,1.9559686137427195,0.3450386957460746,0.40301196723246463,30.0,6.044621011172582,39.09638765979374,0.0004954248478308062,4.365060360043803,1.267071222073673,0.00021218805917128816
6.12,97062.9322554341,1007.5419968708105,999907.4613720338,12.674823375678802,5.439475226953948,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.8066205251286,1.9558996117355256,0.3450428322483778,0.40301679874832425,30.0,6.044692561900811,39.096381739646525,0.0004955855939890412,4.366476652921347,1.2674823375678803,0.00021268348137389937
6.13,97058.34496115253,1007.5540748808102,999907.3099609627,12.678917010052416,5.45214996880505,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.74050785404563,1.9558306193359316,0.34504696848368227,0.4030216299523241,30.0,6.044764107925664,39.09637581947364,0.0004957456550930495,4.367886909963057,1.2678917010052417,0.00021317906378027745
6.14,97053.7583286188,1007.5661521112626,999907.1585492352,12.682993201528367,5.4648287904548045,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.6744089279003,1.9557616365420571,0.34505110445202297,0.40302646084450505,30.0,6.044835649247754,39.096369899275096,0.0004959050341797592,4.369291157926522,1.2682993201528368,0.00021367480570678285
6.15,97049.1723576954,1007.5782285622691,999907.0071368517,12.687052027430417,5.477511674496902,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.6083237428898,1.9556926633520213,0.3450552401534347,0.4030312914249077,30.0,6.044907185867696,39.0963639790509,0.0004960637342725293,4.370689423449778,1.2687052027430417,0.00021417070647282888
6.16,97044.58704824485,1007.5903042339319,999906.855723812,12.69109356473668,5.490198603602789,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.542252295213,1.9556236997639462,0.3450593755879523,0.4030361216935728,30.0,6.044978717786099,39.09635805880105,0.0004962217583812042,4.372081733051786,1.269109356473668,0.0002146667654008691
6.17,97040.00240012968,1007.6023791263526,999906.7043101161,12.69511789008099,5.502889560521373,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.4761945810691,1.9555547457759528,0.3450635107556107,0.40304095165054105,30.0,6.045050245003581,39.09635213852554,0.0004963791095021667,4.3734681131329,1.2695117890080991,0.0002151629818163857
6.18,97035.41841321251,1007.6144532396332,999906.5528957644,12.69912507975426,5.5155845280787075,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.4101505966595,1.9554858013861633,0.3450676456564448,0.40304578129585333,30.0,6.045121767520752,39.09634621822439,0.0004965357906183916,4.374848589975342,1.269912507975426,0.00021565935504787748
6.19,97030.83508735594,1007.6265265738753,999906.4014807565,12.703115209705835,5.528283489177692,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.34412033818677,1.9554168665926994,0.3450717802904893,0.4030506106295501,30.0,6.045193285338225,39.09634029789758,0.0004966918046994982,4.37622318974366,1.2703115209705835,0.00021615588442684778
6.2,97026.25242242264,1007.6385991291806,999906.2500650927,12.707088355544833,5.540986426797768,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.27810380185423,1.9553479413936843,0.3450759146577792,0.4030554396516723,30.0,6.045264798456613,39.096334377545126,0.000496847154701803,4.377591938485195,1.2707088355544833,0.00021665256928779273
6.21,97021.67041827532,1007.6506709056508,999906.098648773,12.711044592541466,5.5536933239946205,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.21210098386746,1.9552790257872412,0.3450800487583492,0.40306026836226033,30.0,6.0453363068765285,39.096328457167026,0.0004970018435683714,4.378954862130534,1.2711044592541467,0.00021714940896818967
6.22,97017.0890747767,1007.6627419033878,999905.9472317975,12.71498399562837,5.566404163899885,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.1461118804321,1.955210119771494,0.34508418259223417,0.4030650967613551,30.0,6.045407810598583,39.09632253676328,0.0004971558742290692,4.380311986493973,1.271498399562837,0.0002176464028084855
6.23,97012.50839178958,1007.6748121224931,999905.7958141661,12.718906639401904,5.579118929720851,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.08013648775653,1.955141223344567,0.345088316159469,0.4030699248489973,30.0,6.04547930962339,39.096316616333894,0.0004973092496006145,4.381663337273956,1.2718906639401906,0.00021814355015208528
6.24,97007.92836917676,1007.6868815630685,999905.644395879,12.722812598123454,5.591837604740164,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-456.0141748020492,1.9550723365045852,0.34509244946008844,0.4030747526252274,30.0,6.045550803951563,39.09631069587887,0.000497461972586627,4.3830089400535295,1.2722812598123454,0.0002186408503453404
6.25,97003.34900680109,1007.6989502252154,999905.492976936,12.726701945720722,5.604560172315547,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.9482268195203,1.955003459249673,0.3450965824941273,0.4030795800900862,30.0,6.045622293583709,39.0963047753982,0.0004976140460776803,4.384348820300788,1.2726701945720722,0.0002191383027375379
6.26,96998.77030452547,1007.7110181090356,999905.3415573376,12.730574755788991,5.617286615879503,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.8822925363819,1.9549345915779572,0.34510071526162034,0.4030844072436143,30.0,6.045693778520446,39.0962988548919,0.0004977654729513496,4.385683003369307,1.2730574755788993,0.00021963590668088858
6.27,96994.19226221285,1007.7230852146307,999905.1901370834,12.734431101592412,5.630016918939036,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.8163719488469,1.9548657334875639,0.3451048477626024,0.4030892340858523,30.0,6.045765258762382,39.096292934359965,0.0004979162560722633,4.387011514498585,1.2734431101592412,0.00022013366153051633
6.28,96989.61487972616,1007.7351515421022,999905.0387161737,12.738271056065244,5.64275106507537,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.750465053129,1.9547968849766195,0.3451089799971083,0.40309406061684094,30.0,6.04583673431013,39.096287013802396,0.000498066398292151,4.388334378814476,1.2738271056065245,0.00022063156664444696
6.29,96985.03815692842,1007.7472170915518,999904.8872946084,12.742094691813106,5.6554890379436555,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.6845718454441,1.9547280460432517,0.3451131119651728,0.4030988868366207,30.0,6.0459082051643,39.09628109321919,0.0004982159024498925,4.389651621329615,1.2742094691813106,0.00022112962138359695
6.3,96980.46209368268,1007.7592818630809,999904.7358723878,12.745902081114217,5.668230821272712,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.618692322009,1.9546592166855878,0.34511724366683066,0.4031037127452324,30.0,6.045979671325506,39.09627517261036,0.0004983647713715659,4.390963266943848,1.2745902081114218,0.00022162782511176305
6.31,96975.88668985202,1007.7713458567911,999904.5844495116,12.749693295920615,5.6809763988647335,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.5528264790417,1.9545903969017568,0.34512137510211666,0.4031085383427164,30.0,6.046051132794358,39.096269251975905,0.000498513007870496,4.392269340444652,1.2749693295920617,0.00022212617719561108
6.32,96971.31194529953,1007.7834090727838,999904.4330259801,12.753468407859371,5.693725754595029,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.4869743127615,1.9545215866898864,0.34512550627106553,0.40311336362911354,30.0,6.046122589571468,39.096263331315825,0.0004986606147473014,4.393569866507553,1.2753468407859372,0.00022262467700466564
6.33,96966.73785988841,1007.7954715111607,999904.2816017932,12.757227488233806,5.706478872411737,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.4211358193896,1.9544527860481073,0.3451296371737121,0.4031181886044643,30.0,6.046194041657446,39.096257410630116,0.0004988075947899418,4.394864869696546,1.2757227488233807,0.00022312332391129894
6.34,96962.16443348183,1007.8075331720231,999904.1301769511,12.760970608024667,5.719235736335575,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.35531099514765,1.954383994974548,0.34513376781009103,0.4031230132688093,30.0,6.046265489052903,39.096251489918785,0.0004989539507737645,4.396154374464498,1.2760970608024669,0.00022362211729072098
6.35,96957.59166594304,1007.8195940554724,999903.9787514536,12.76469783789133,5.731996330459559,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.28949983625944,1.9543152134673394,0.3451378981802371,0.40312783762218896,30.0,6.04633693175845,39.09624556918184,0.000499099685461551,4.397438405153562,1.276469783789133,0.00022412105652096876
6.36,96953.01955713527,1007.8316541616102,999903.827325301,12.76840924817296,5.744760638948742,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.223702338949,1.9542464415246117,0.34514202828418505,0.4031326616646441,30.0,6.046408369774699,39.09623964841927,0.0004992448016035627,4.398716985995584,1.276840924817296,0.00022462014098289582
6.37,96948.44810692186,1007.8437134905378,999903.6758984933,12.772104908889679,5.7575286460399555,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.15791849944276,1.9541776791444965,0.3451461581219696,0.40313748539621513,30.0,6.04647980310226,39.09623372763109,0.0004993893019375864,4.399990141112494,1.2772104908889679,0.00022511937006016228
6.38,96943.87731516616,1007.8557720423565,999903.5244710305,12.775784889743713,5.770300336041551,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.09214831396804,1.9541089263251257,0.34515028769362543,0.40314230881694263,30.0,6.046551231741742,39.09622780681729,0.0004995331891889792,4.401257894516709,1.2775784889743713,0.00022561874313922466
6.39,96939.30718173152,1007.8678298171678,999903.3730429126,12.779449260120556,5.783075693333137,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-455.0263917787529,1.9540401830646308,0.3451544169991873,0.40314713192686713,30.0,6.046622655693757,39.09622188597788,0.0004996764660707137,4.402520270111531,1.2779449260120557,0.00022611825960932566
6.4,96934.73770648139,1007.8798868150731,999903.2216141396,12.78309808909007,5.795854702365332,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.9606488900275,1.953971449361145,0.3451585460386899,0.40315195472602927,30.0,6.046694074958916,39.09621596511286,0.0004998191352834217,4.4037772916915285,1.278309808909007,0.0002266179188624845
6.41,96930.16888927922,1007.8919430361735,999903.0701847117,12.786731445407627,5.808637347659505,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.8949196440231,1.9539027252128018,0.345162674812168,0.4031567772144694,30.0,6.046765489537827,39.09621004422223,0.0004999611995154382,4.405028982942927,1.2786731445407629,0.00022711772029348665
6.42,96925.6007299885,1007.9039984805705,999902.918754629,12.790349397515223,5.8214236138075295,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.8292040369721,1.953834010617734,0.34516680331965616,0.40316159939222823,30.0,6.046836899431102,39.096204123305995,0.0005001026614428453,4.406275367443994,1.2790349397515224,0.00022761766329987442
6.43,96921.03322847278,1007.9160531483653,999902.7673238913,12.793952013542569,5.834213485471535,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.7635020651085,1.9537653055740771,0.34517093156118916,0.40316642125934615,30.0,6.0469083046393495,39.09619820236415,0.0005002435237295144,4.407516468665414,1.2793952013542569,0.00022811774728193703
6.44,96916.46638459562,1007.9281070396594,999902.6158924988,12.797539361308177,5.847006947383665,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.69781372466724,1.953696610079965,0.3451750595368018,0.40317124281586375,30.0,6.046979705163179,39.0961922813967,0.0005003837890271497,4.408752309970667,1.2797539361308177,0.00022861797164270133
6.45,96911.90019822064,1007.9401601545537,999902.4644604516,12.80111150832046,5.859803984345824,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.63213901188453,1.9536279241335328,0.34517918724652846,0.4031760640618215,30.0,6.047051101003203,39.09618636040366,0.00050052345997533,4.409982914616398,1.2801111508320462,0.00022911833578792172
6.46,96907.33466921146,1007.9522124931497,999902.3130277497,12.804668521778785,5.872604581229447,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.56647792299793,1.9535592477329158,0.34518331469040403,0.4031808849972599,30.0,6.047122492160029,39.096180439385016,0.0005006625392015505,4.411208305752791,1.2804668521778786,0.00022961883912607137
6.47,96902.76979743177,1007.9642640555484,999902.161594393,12.80821046857454,5.885408722975258,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.5008304542467,1.9534905808762506,0.3451874418684631,0.4031857056222194,30.0,6.047193878634266,39.09617451834077,0.0005008010293212645,4.412428506423929,1.2808210468574541,0.00023011948106833261
6.48,96898.20558274533,1007.976314841851,999902.0101603817,12.811737415292173,5.898216394593035,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.4351966018712,1.9534219235616743,0.3451915687807403,0.40319052593674043,30.0,6.047265260426523,39.096168597270925,0.000500938932937924,4.413643539568153,1.2811737415292175,0.0002306202610285877
6.49,96893.64202501586,1007.988364852159,999901.8587257158,12.81524942821025,5.91102758116137,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.36957636211264,1.9533532757873233,0.34519569542727035,0.4031953459408636,30.0,6.047336637537413,39.09616267617549,0.0005010762526430208,4.41485342801843,1.281524942821025,0.0002311211784234096
6.5,96889.07912410717,1008.0004140865733,999901.7072903954,12.81874657358725,5.923842267763376,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.3039697312141,1.953284637551336,0.3451998218080879,0.40320016563462935,30.0,6.047408009967541,39.09615675505446,0.0005012129910272615,4.416058194600807,1.281874657358725,0.00023162223266954803
6.51,96884.51687988311,1008.0124625451948,999901.5558544205,12.822228919372698,5.936660439101731,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-454.23837670542,1.9532160088518495,0.3452039479232274,0.40320498501807794,30.0,6.047479377717516,39.09615083390784,0.0005013491507474726,4.417257862723894,1.2822228919372698,0.0002321234231688777
