Time,x,y,y0,beta_x,psi,alpha_x,alpha_xy,beta_y,alpha_y,alpha_0,compartment,R1,R2,R3,R4,R5,R6
0.5700000000000001,0.1709774213591757,0.0003600015250001644,0.019127975737042908,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0001969668237756766,0.06839096854367029,0.0019127975737042908,3.600015250001644e-05
0.58,0.17397538132988183,0.0003790942887729028,0.01979841903046108,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.00021104983503758754,0.06959015253195273,0.001979841903046108,3.790942887729028e-05
0.59,0.17697319420207044,0.00039884374713249396,0.020480177241319203,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0002258708861361931,0.07078927768082818,0.0020480177241319203,3.98843747132494e-05
0.6,0.1799708547262608,0.00041926053540705915,0.021173238918390923,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.00024145496611263412,0.07198834189050432,0.0021173238918390925,4.192605354070592e-05
0.61,0.18296835528323682,0.0004403552778108832,0.021877592167624506,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.00025782745894832045,0.07318734211329474,0.0021877592167624505,4.4035527781088325e-05
0.62,0.18596568804562516,0.00046213857585382986,0.022593225085842456,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.000275014138339465,0.07438627521825007,0.0022593225085842457,4.621385758538299e-05
0.63,0.18896284497789498,0.000484621008341341,0.023320125760741547,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.00029304116631115513,0.075585137991158,0.0023320125760741546,4.8462100834134104e-05
0.64,0.19195981783635807,0.0005078131313744371,0.024058282270892788,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0003119350918193521,0.07678392713454324,0.002405828227089279,5.0781313137443717e-05
0.65,0.19495659816916885,0.0005317254783497172,0.024807682685741447,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.00033172284934059173,0.07798263926766755,0.002480768268574145,5.317254783497172e-05
0.66,0.19795317731632434,0.0005563685599593587,0.02556831506560705,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0003524317574491615,0.07918127092652974,0.002556831506560705,5.563685599593588e-05
0.67,0.2009495409555639,0.0005817528825766156,0.026340166253438897,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.00037408951905071027,0.08037981638222556,0.00263401662534389,5.817528825766156e-05
0.68,0.20394568278103414,0.0006078889021457262,0.027123224905044794,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0003967242150499948,0.08157827311241367,0.0027123224905044796,6.078889021457262e-05
0.6900000000000001,0.2069415932146469,0.0006347870622353582,0.027917478988323047,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0004203643072352967,0.08277663728585877,0.002791747898832305,6.347870622353582e-05
0.7000000000000001,0.20993726225826118,0.0006624577844240464,0.028722916415105132,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.00044503863559570457,0.08397490490330448,0.0028722916415105135,6.624577844240464e-05
0.71,0.21293267967101173,0.0006909114677024271,0.029539525080439184,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0004707764167465904,0.0851730718684047,0.0029539525080439187,6.909114677024272e-05
0.72,0.2159278349693091,0.0007201584884732394,0.030367292862590007,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0004976072424025495,0.08637113398772364,0.003036729286259001,7.201584884732394e-05
0.73,0.21892271742683939,0.0007502092005513233,0.031206207623039047,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0005255610778345998,0.08756908697073576,0.003120620762303905,7.502092005513234e-05
0.74,0.2219173160745644,0.0007810739351636209,0.03205625720648442,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0005546682603113891,0.08876692642982577,0.003205625720648442,7.810739351636209e-05
0.75,0.22491161478329816,0.0008127630062599413,0.0329174281918906,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0005849594885569641,0.08996464591331926,0.00329174281918906,8.127630062599414e-05
0.76,0.22790560377814942,0.0008452866980774854,0.03378970881698058,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0006164658409311604,0.09116224151125978,0.0033789708816980586,8.452866980774855e-05
0.77,0.23089927155902532,0.0008786552738666146,0.03467308692616745,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0006492187605993511,0.09235970862361013,0.003467308692616745,8.786552738666147e-05
0.78,0.23389260566428635,0.0009128789750661138,0.035567550164511096,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0006832500548299407,0.09355704226571454,0.0035567550164511096,9.128789750661138e-05
0.79,0.23688559335362755,0.0009479680205656848,0.03647308615115956,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0007185918945022913,0.09475423734145103,0.003647308615115956,9.479680205656848e-05
0.8,0.2398782216080783,0.0009839326067059481,0.037389682479349,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0007552768124122355,0.09595128864323133,0.0037389682479349,9.839326067059481e-05
0.81,0.24287047713000245,0.0010207829072784419,0.038317326716403706,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.000793337701557972,0.09714819085200099,0.003831732671640371,0.00010207829072784419
0.8200000000000001,0.2458623463430983,0.0010585290735256228,0.039256006403736096,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0008328078134060661,0.09834493853723933,0.00392560064037361,0.00010585290735256228
0.8300000000000001,0.24885381165437293,0.0010971812270003031,0.0402057079318043,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0008737207373268711,0.09954152466174918,0.00402057079318043,0.00010971812270003032
0.84,0.2518448594052745,0.0011367494747542986,0.04116641893318326,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0009161104372752512,0.10073794376210982,0.004116641893318326,0.00011367494747542987
0.85,0.2548354757848842,0.001177243901531605,0.04213812705254839,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0009600112312373117,0.10193419031395368,0.004213812705254839,0.0001177243901531605
0.86,0.25782564564073107,0.001218674567496757,0.04312081958876383,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0010054577830105281,0.10313025825629243,0.0043120819588763825,0.0001218674567496757
0.87,0.26081535350964513,0.0012610515102040153,0.04411448380514056,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0010524851053687427,0.10432614140385806,0.004411448380514056,0.00012610515102040153
0.88,0.2638045836177568,0.0013043847445973662,0.04511910692943642,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0011011285581627593,0.10552183344710274,0.004511910692943643,0.00013043847445973664
0.89,0.2667933198804973,0.0013486842630105213,0.046134676153856094,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.001151423846397308,0.10671732795219893,0.004613467615385609,0.00013486842630105214
0.9,0.26978154590259856,0.0013939600351669178,0.0471611786350511,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0012034070182840697,0.10791261836103944,0.00471611786350511,0.00013939600351669178
0.91,0.2727692421842093,0.001440221993398968,0.04819860050588624,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.001257114437492697,0.10910769687368371,0.004819860050588624,0.0001440221993398968
0.92,0.2757563912614684,0.0014874800598437244,0.049246928693728154,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0013125828268028754,0.11030255650458737,0.0049246928693728155,0.00014874800598437245
0.93,0.27874297670751813,0.0015357441411578475,0.05030615056709069,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.001369849258775902,0.11149719068300726,0.005030615056709069,0.00015357441411578476
0.9400000000000001,0.281728980474078,0.001585024114453477,0.0513762529953143,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0014289511289337807,0.1126915921896312,0.005137625299531431,0.00015850241144534772
0.9500000000000001,0.28471438417347844,0.0016353298340806982,0.05245722280203835,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0014899261652185686,0.11388575366939138,0.005245722280203835,0.00016353298340806983
0.96,0.28769916907866055,0.0016866711316275399,0.05354904676520105,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0015528124258502635,0.11507966763146422,0.005354904676520105,0.000168667113162754
0.97,0.2906833161231765,0.0017390578159199787,0.05465171161703956,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0016176482971569537,0.1162733264492706,0.005465171161703956,0.00017390578159199788
0.98,0.2936668059011892,0.0017924996730219343,0.05576520404408987,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0016844724913768882,0.11746672236047569,0.005576520404408987,0.00017924996730219345
0.99,0.2966496165239067,0.0018470064477796987,0.056889509827040496,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0017533240142432985,0.11865984660956269,0.00568895098270405,0.00018470064477796988
1.0,0.29963172669595695,0.0019025878703087659,0.05802461507518621,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0018242422040684765,0.11985269067838278,0.005802461507518622,0.0001902587870308766
1.01,0.30261311717119804,0.001959253668527999,0.05917050681059937,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0018972667518795613,0.12104524686847923,0.005917050681059938,0.00019592536685279988
1.02,0.3055937668006266,0.0020170135341330917,0.06032717138227825,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0019724376434674426,0.12223750672025065,0.006032717138227825,0.00020170135341330918
1.03,0.30857365406867454,0.002075877135823712,0.06149459508261541,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0020497951782359586,0.12342946162746982,0.006149459508261541,0.00020758771358237121
1.04,0.3115527570932094,0.0021358541193034985,0.06267276414739766,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.002129379966777259,0.12462110283728377,0.0062672764147397655,0.00021358541193034985
1.05,0.3145310536255342,0.0021969541072800617,0.06386166475580608,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.002211232928415177,0.12581242145021368,0.006386166475580608,0.0002196954107280062
1.06,0.31750852105038746,0.0022591866994649853,0.06506128303041604,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.002295395288716268,0.12700340842015498,0.006506128303041605,0.00022591866994649853
1.07,0.32048513428483805,0.002322561445493892,0.06627160408060294,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.002381908533580472,0.12819405371393522,0.006627160408060294,0.00023225614454938922
1.08,0.3234608675574728,0.002387087867857365,0.06749261281257338,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.002470814440553796,0.12938434702298912,0.006749261281257338,0.00023870878678573652
1.09,0.32643569909193015,0.002452775522264317,0.0687242960616911,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0025621551754429644,0.13057427963677207,0.006872429606169111,0.0002452775522264317
1.1,0.32940960438146033,0.0025196339109616692,0.06996663953050897,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.002655973151347184,0.13176384175258413,0.006996663953050897,0.0002519633910961669
1.11,0.3323825585310849,0.0025876725129210998,0.07121962885511089,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0027523110735528863,0.13295302341243395,0.00712196288551109,0.00025876725129211
1.12,0.33535453625864853,0.0026569007838525976,0.07248324960559059,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.002851211936813209,0.1341418145034594,0.00724832496055906,0.0002656900783852598
1.1300000000000001,0.3383255118958709,0.002727328156218018,0.07375748728653046,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0029527190225935446,0.13533020475834837,0.007375748728653046,0.0002727328156218018
1.1400000000000001,0.341295459389398,0.002798964039244636,0.07504232733748034,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0030568758962828896,0.1365181837557592,0.007504232733748034,0.0002798964039244636
1.1500000000000001,0.34426435230185404,0.0028718178189386994,0.07633775513343628,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0031637264043707348,0.13770574092074161,0.007633775513343629,0.00028718178189387
1.16,0.34723216381289307,0.0029458988580989857,0.07764375598531942,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0032733146715892532,0.13889286552515723,0.007764375598531942,0.00029458988580989857
1.17,0.35019886672025063,0.003021216496330357,0.07896031514045479,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.003385685098020536,0.14007954668810027,0.00789603151404548,0.00030212164963303576
1.18,0.35316443344079534,0.003097780050057311,0.08028741778305003,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0035008823561686045,0.14126577337631815,0.008028741778305003,0.0003097780050057311
1.19,0.3561288339608156,0.0031755987773454345,0.08162504799220117,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.003618951327050949,0.14245153358432625,0.008162504799220118,0.0003175598777345435
1.2,0.3590920327492354,0.0032546818249262295,0.08297318717272022,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.003739936999887203,0.14363681309969417,0.008297318717272023,0.000325468182492623
1.21,0.36205400649037944,0.00333503853249529,0.08433182306924247,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.003863884999967089,0.1448216025961518,0.008433182306924247,0.000333503853249529
1.22,0.36501472545428304,0.0034166781130134764,0.08570094029607034,0.3,1.0,0.0,3.2,0.4,0.1,0.1,1.0,0.3,0.0,0.0039908410348392705,0.14600589018171323,0.008570094029607034,0.00034166781130134764
