Time,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm,KK_PP_norm,KKK_P_norm,rel_K_PP_max,K_PP_norm_max,compartment,r1a,r1b,r2a,r2b,r3a,r3b,r4a,r4b,r5a,r5b,r6a,r6b,r7a,r7b,r8a,r8b,r9a,r9b,r10a,r10b
0.1,2.97034064552142e-05,0.0002999991462906286,0.0029954044345195164,8.832808028937594e-07,1.1999720489960168,2.451306026133489e-05,5.126786293212872e-11,1.1999999995100885,2.3107354287618416e-10,2.6006355948390222e-20,0.1199999999206984,0.00029997712450737326,2.965935447857791e-07,8.537093711924538e-10,3.414772166478049e-06,6.525695839544864e-11,1.7953665319652178e-10,3.022437282777387e-20,4.488094760391339e-14,2.2875447745682846e-08,7.76283074600044e-21,7.930160268012603e-11,2.814098891199221e-20,1.923744975887325e-10,0.0014328481410251235,3.126606319432854e-20,0.900049,4e-12,1.7793873479366953e-16,1.7795612687146745e-16,5.477083244966431e-19,5.122256227154722e-19,2.1907857996622557e-15,2.0488632998868293e-15,1.568816067287509e-17,1.3725268647409707e-17,4.745348715879077e-20,3.915417503726918e-20,3.4588175845724455e-23,2.6928568562348034e-23,1.3836375005583793e-19,1.0772199191791307e-19,6.333433889919477e-20,4.7580961608075614e-20,2.9251963197006e-29,1.813462369666432e-29,7.825352399377658e-30,4.657698447600264e-30
0.11,2.9703449938613816e-05,0.0002999990576037005,0.0029949609673764754,9.719550525947154e-07,1.1999663441738229,2.985785102568349e-05,7.597650035683761e-11,1.1999999992396038,3.642291006046255e-10,6.650364242502121e-20,0.1199999998731283,0.0002999719552353463,2.9655006138616243e-07,9.42396299242761e-10,3.769496835153296e-06,8.827809525129413e-11,2.69295778893736e-10,7.229341281564146e-20,6.731799979761346e-14,2.8044697335590142e-08,2.0385993395489353e-20,1.2687167300595733e-10,7.240802985042546e-20,2.877829977688876e-10,0.0015806701344287793,8.044898650009662e-20,0.900049,4e-12,1.7791265581858073e-16,1.7793003683169746e-16,6.009046197006226e-19,5.654377795456566e-19,2.403555303561448e-15,2.261698101091978e-15,1.8999253403845776e-17,1.6826818401354085e-17,6.3115099505357e-20,5.296685715077648e-20,5.0772477577350166e-23,4.0390799878568074e-23,2.0310973414548995e-19,1.615774673362416e-19,9.870696430180437e-20,7.61230038035744e-20,6.731536187884702e-29,4.3376047689384877e-29,1.9690152292966849e-29,1.2231596037293611e-29
0.12,2.9703493390610438e-05,0.00029999896895641814,0.002994517698415163,1.0605897162655368e-06,1.1999601156970854,3.5725893535339585e-05,1.0868349693189007e-10,1.1999999988678343,5.49323465042297e-10,1.5525828865008294e-19,0.11999999980628064,0.00029996626264425734,2.965066093895419e-07,1.0310435816622436e-09,4.124058064482543e-06,1.1615112196158627e-10,3.8912317453517115e-10,1.591159174571789e-19,9.727041310918118e-14,3.373725847207759e-08,4.866955242676223e-20,1.937193334989493e-10,1.699398675640376e-19,4.149199516994058e-10,0.001728426067901871,1.8881179531785225e-19,0.900049,4e-12,1.7788658101803786e-16,1.7790396563372516e-16,6.54077136464418e-19,6.186261489973461e-19,2.6162265958590038e-15,2.474434838689526e-15,2.2623895970443244e-17,2.0242355083246554e-17,8.187138797496259e-20,6.969067317695177e-20,7.204328167756199e-23,5.836224786550871e-23,2.882068800597787e-19,2.334739047211027e-19,1.4744366269527464e-19,1.1623160009936957e-19,1.4334003003585145e-28,9.546955047430735e-29,4.5322246975676326e-29,2.920173145605734e-29
0.13,2.9703536850836037e-05,0.0002999988803487586,0.0029940746275671907,1.1491848115798104e-06,1.1999533645957694,4.211615122108776e-05,1.5094691580399318e-10,1.1999999983715834,7.987352869352022e-10,3.359429826092756e-19,0.119999999715387,0.00029996004782781565,2.964631491639479e-07,1.1196512411613654e-09,4.478455486753636e-06,1.4933407534018094e-10,5.45068471749312e-10,3.267969973015481e-19,1.362498326507125e-13,3.9952035934348095e-08,1.0733143767181853e-19,2.8461298212714556e-10,3.6939535023424505e-19,5.80126364760628e-10,0.001876115977418407,4.1041693311613597e-19,0.900049,4e-12,1.778605346380122e-16,1.7787788949836875e-16,7.072258824541497e-19,6.7179074469681925e-19,2.8287994327380138e-15,2.6870732920521813e-15,2.6561429377795136e-17,2.3971221560608857e-17,1.0399652001778158e-19,8.960044520410857e-20,9.93622767456807e-23,8.17498995904275e-23,3.975041118263622e-19,3.270410830495872e-19,2.1262514754328793e-19,1.7076778927628733e-19,2.861883140458164e-28,1.9607819838092885e-28,9.685376866690619e-29,6.439886260309112e-29
0.14,2.970358025412779e-05,0.0002999987917807123,0.0029936317547112966,1.237740356335729e-06,1.1999460918987972,4.9027587929221444e-05,2.044613301806741e-10,1.1999999977251876,1.1262148488800749e-09,6.821832668879542e-19,0.11999999959513004,0.0002999533118842346,2.964197458721982e-07,1.2082192874445985e-09,4.832688683856141e-06,1.8828335693653833e-10,7.437280509646964e-10,6.333770804004343e-19,1.859043590570619e-13,4.668792986094751e-08,2.2154621133285307e-19,4.048699259394619e-10,7.531078985173391e-19,7.903127384481714e-10,0.0020237398817106013,8.367409980093741e-19,0.900049,4e-12,1.7783447678617064e-16,1.7785184752331893e-16,7.603508732890286e-19,7.249315724667591e-19,3.0412736031682464e-15,2.8996132103136846e-15,3.081119157569348e-17,2.8012757916568504e-17,1.2976368245326037e-19,1.12970014161923e-19,1.3377279712555968e-22,1.1154261543423714e-22,5.3517755242797315e-19,4.462368305788178e-19,2.976611700748766e-19,2.4292195556367713e-19,5.410432960447273e-28,3.800262482402606e-28,1.9452024020172418e-28,1.3292772679971183e-28
0.15,2.9703623659875692e-05,0.00029999870325225406,0.0029931890797891473,1.326256368170973e-06,1.1999382986339828,5.6459167877300924e-05,2.7105731363270935e-10,1.1999999969005213,1.5468809150586338e-09,1.3120907514849889e-18,0.11999999943964469,0.00029994605591676074,2.9637634012429385e-07,1.2967477456614222e-09,5.186757301082814e-06,2.334537342604411e-10,9.922430018741084e-10,1.1680779318284039e-18,2.480179987521967e-13,5.394383522111624e-08,4.322258270024346e-19,5.603552712176572e-10,1.453597148739519e-18,1.0529569455613746e-09,0.0021712978199715975,1.6150200141764715e-18,0.900049,4e-12,1.7780844380104956e-16,1.7782580407457632e-16,8.134521151284903e-19,7.780486473968533e-19,3.2536488592525615e-15,3.112054380649688e-15,3.5372517767884996e-17,3.2366301132669744e-17,1.5944508319935292e-19,1.4007224055626465e-19,1.7639948935477637e-22,1.48810799251318e-22,7.057293009519943e-19,5.95345801124465e-19,4.0628967303033814e-19,3.362131627305943e-19,9.763267822849599e-28,7.008467590970424e-28,3.704680615703858e-28,2.5933549620146073e-28
0.16,2.970366704087158e-05,0.0002999986147633695,0.0029927466026987244,1.4147328648249252e-06,1.1999299858280748,6.440985571818364e-05,3.5270090388918787e-10,1.199999995867006,2.077217017934559e-09,2.4080230820552947e-18,0.11999999924251939,0.0002999382810331127,2.9633295912840415e-07,1.3852366302131547e-09,5.540660942352858e-06,2.852983441833426e-10,1.2982969771018883e-09,2.063883236335677e-18,3.2451008011302227e-13,6.171864237699424e-08,8.032012376668867e-19,7.574805655556351e-10,2.67602026643515e-18,1.3761019942792289e-09,0.0023187898171475535,2.9731939777002696e-18,0.900049,4e-12,1.7778241902000752e-16,1.7779977547704247e-16,8.665296207028704e-19,8.311419781278929e-19,3.465924980347822e-15,3.3243965654117144e-15,4.0244740196614674e-17,3.703118542619655e-17,1.9331195230257857e-19,1.7117900651000555e-19,2.2844796325757903e-22,1.9470604806781335e-22,9.139861465761257e-19,7.78978186261133e-19,5.425758229814008e-19,4.54488339333381e-19,1.692215337396683e-27,1.238329941801406e-27,6.739303294902863e-28,4.819207426001321e-28
0.17,2.9703710410572552e-05,0.0002999985263140392,0.002992304323358582,1.5031698639816906e-06,1.1999211545067137,7.287861652134327e-05,4.514930612014934e-10,1.1999999945916173,2.735066897215967e-09,4.2432229525461464e-18,0.11999999899679792,0.0002999299883457124,2.962895894274305e-07,1.4736859605404216e-09,5.8943992333588725e-06,3.4426869469252913e-10,1.6701140245515256e-09,3.513273054672244e-18,4.1743466347405054e-13,7.001123685282569e-08,1.4310188907904866e-18,1.0032020397503004e-09,4.728534869447193e-18,1.768353769941474e-09,0.0024662159048536286,5.25364160112082e-18,0.900049,4e-12,1.7775641066893197e-16,1.777737536564583e-16,9.195833996524746e-19,8.84211576324253e-19,3.678101734419116e-15,3.536639540015323e-15,4.542718830389711e-17,4.2006742111695414e-17,2.316345435187279e-19,2.0656121681551747e-19,2.9120443625290536e-22,2.504607980844303e-22,1.1650982692688638e-18,1.0020684147309152e-18,7.109108758381845e-19,6.019212238501802e-19,2.831491071256282e-27,2.1079638328033466e-27,1.1781356657206177e-27,8.586113344742919e-28
0.18,2.9703753756275112e-05,0.00029999843790424693,0.002991862241674103,1.591567383352511e-06,1.1999118056944404,8.186441580092306e-05,5.696691570699728e-10,1.1999999930388952,3.539629860644863e-09,7.21421863100456e-18,0.11999999869498117,0.0002999211789715149,2.9624624372487295e-07,1.5620957528334535e-09,6.2479717884046606e-06,4.1081466741664295e-10,2.1164565411629004e-09,5.787595934357292e-18,5.289799781122455e-13,7.882049950503095e-08,2.4569589654469815e-18,1.3050187888262831e-09,8.059314663709615e-18,2.2388789033321537e-09,0.00261357611039537,8.954306558542496e-18,0.900049,4e-12,1.7773041096261556e-16,1.7774774623492377e-16,9.726134636003401e-19,9.37257451700072e-19,3.890178898328754e-15,3.748783073042796e-15,5.0919188708290053e-17,4.729229970301857e-17,2.746821357338426e-19,2.4648880044998575e-19,3.66035393981194e-22,3.1738798686734725e-22,1.4645380133760225e-18,1.2698739246977403e-18,9.1601104133663e-19,7.830112732957699e-19,4.5931142755986816e-27,3.472557560614375e-27,1.9886495259552354e-27,1.4741753792681889e-27
0.19,2.9703797083452475e-05,0.0002999983495339742,0.002991420357559889,1.6799254406222426e-06,1.1999019404146751,9.136621951696467e-05,7.095984430253197e-10,1.1999999911709505,4.511455810575326e-09,1.1882956728249092e-17,0.11999999832902916,0.0002999118540320301,2.962029165475085e-07,1.6504660255319472e-09,6.601378232401362e-06,4.853845199145672e-10,2.6466231465910984e-09,9.26129256820216e-18,6.614678350219872e-13,8.814530650193509e-08,4.082637589102602e-18,1.6709708092176904e-09,1.3304661931126408e-17,2.7974025555939465e-09,0.0027608704640500223,1.4782152895149494e-17,0.900049,4e-12,1.777044232405661e-16,1.7772174992850508e-16,1.0256198227880605e-18,9.902796153191683e-19,4.10215624437761e-15,3.9608269394408174e-15,5.672006526376025e-17,5.288718390116105e-17,3.2272303437136126e-19,2.9123071194874034e-19,4.543872376506697e-22,3.9688070101319228e-22,1.818098613506556e-18,1.5879738879546591e-18,1.1629162733914982e-18,1.0025824855306141e-18,7.248512534925836e-27,5.556775540921296e-27,3.254236596673706e-27,2.4495825534615616e-27
0.2,2.9703840390647612e-05,0.00029999826120320354,0.00299097867092708,1.7682440534780964e-06,1.1998915596897148,0.00010138299409373348,8.737835128307866e-10,1.1999999889474766,5.672440062072657e-09,1.9029354218205844e-17,0.11999999789036302,0.00029990201465323745,2.961596093523724e-07,1.73879679621167e-09,6.9546181884104525e-06,5.684248881628846e-10,3.270446531188851e-09,1.4441164405889507e-17,8.173530305258937e-13,9.798452940941994e-08,6.589743499895539e-18,2.109636941315111e-09,2.1349248098417814e-17,3.4542061762427775e-09,0.0029080989949440707,2.372009534860637e-17,0.900049,4e-12,1.776784466007738e-16,1.7769576561142344e-16,1.0786024879783315e-18,1.043278077727002e-18,4.314033547913316e-15,4.1727709130462716e-15,6.28291390754998e-17,5.879071764565196e-17,3.7602457282246595e-19,3.410549328977308e-19,5.577859251594071e-22,4.904118183155362e-22,2.231892904244414e-18,1.9622679187133104e-18,1.4569890171386514e-18,1.2657821647890666e-18,1.1161239771506024e-26,8.664698643533703e-27,5.1802437642213636e-27,3.953846099937323e-27
0.21,2.9703883678464855e-05,0.00029999817291191704,0.002990537181687898,1.8565232396009623e-06,1.1998806645407207,0.00011191370642952777,1.0648597687917443e-09,1.199999986325758,7.045818105616436e-09,2.971612547615063e-17,0.11999999736986718,0.00029989166196554476,2.9611632153512977e-07,1.827088082699243e-09,7.307691282099573e-06,6.60380788906632e-10,3.998291319604211e-09,2.2001651967133224e-17,9.992227500448316e-13,1.0833703523240574e-07,1.0364394029760063e-17,2.630132782598611e-09,3.340043292159224e-17,4.220125277623047e-09,0.003055261732529097,3.7109571725086344e-17,0.900049,4e-12,1.7765248140284785e-16,1.7766979292107785e-16,1.1315614697756614e-18,1.0962528496195459e-18,4.525810584611033e-15,4.384614769259744e-15,6.924572853205717e-17,6.500222113944344e-17,4.348531139212127e-19,3.9622847334397917e-19,6.7783661326590865e-22,5.99533650026899e-22,2.7123520401932453e-18,2.3989747917625268e-18,1.8039129470109734e-18,1.5780796695591665e-18,1.6810241775301684e-26,1.3200991180279934e-26,8.045103498066837e-27,6.218636417856037e-27
0.22,2.970392694760167e-05,0.0002999980846600969,0.00299009588975465,1.944763016667707e-06,1.1998692559877118,0.00012295732390682173,1.2855949903083398e-09,1.1999999832606774,8.656161342357171e-09,4.535247558706311e-17,0.11999999675789097,0.00029988079710374367,2.96073052398315e-07,1.9153399028283076e-09,7.660597140763995e-06,7.616956219684446e-10,4.841052343865923e-09,3.2823676609066835e-17,1.209796076070314e-12,1.1920168646013856e-07,1.5920812895461633e-17,3.24210898579467e-09,5.106107373543727e-17,5.106547635895014e-09,0.0032023587062587015,5.673143766110209e-17,0.900049,4e-12,1.7762652806339553e-16,1.7764383143898902e-16,1.1844967787754318e-18,1.1492039416969847e-18,4.737487131067602e-15,4.596358284458397e-15,7.596914933560045e-17,7.152101187608315e-17,4.994740514686091e-19,4.570173731810668e-19,8.162233561427899e-22,7.258776456421884e-22,3.2662244610805188e-18,2.9046314063195542e-18,2.2096919405977654e-18,1.945265391476802e-18,2.4819064662700275e-26,1.9694205965440102e-26,1.2216699956362632e-26,9.55248773727698e-27
0.23,2.9703970197044648e-05,0.0002999979964477255,0.00298965479503882,2.0329634023528594e-06,1.1998573350495532,0.00013451281440821439,1.5388886391129083e-09,1.1999999797047294,1.0529370187482931e-08,6.781009218897908e-17,0.11999999604425145,0.0002998694212069475,2.960298029553384e-07,2.0035522742162402e-09,8.013335392429493e-06,8.728111731444307e-10,5.810151862863463e-09,4.805048828076824e-17,1.4519232136148841e-12,1.3057734112917095e-07,2.3945399017482813e-17,3.955748504476838e-09,7.646290933871825e-17,6.125410394367071e-09,0.0033493899452929484,8.495416287193058e-17,0.900049,4e-12,1.7760058595193592e-16,1.7761788177320302e-16,1.2374084256998916e-18,1.2021313645297441e-18,4.9490629653438e-15,4.808001235457696e-15,8.299871452853261e-17,7.834640467750257e-17,5.701518114708705e-19,5.236867038866584e-19,9.747086538820093e-22,8.711539281689305e-22,3.900574225095236e-18,3.486091117718078e-18,2.6806484206995403e-18,2.373449102686103e-18,3.5983819665665604e-26,2.883029296846094e-26,1.8181603767261577e-26,1.4367239410489688e-26
0.24,2.9704013427108392e-05,0.000299997908274785,0.0029892138974526,2.12112441432548e-06,1.199844902743948,0.00014657914632454415,1.827771458291397e-09,1.1999999756080268,1.2692670052551648e-08,9.950946582236417e-17,0.11999999521823496,0.0002998575354185574,2.959865728915956e-07,2.091725214641067e-09,8.365905667357406e-06,9.941676160719046e-10,6.9175379573588885e-09,6.913512430429634e-17,1.7285850330093257e-12,1.424628528574046e-07,3.53299469341315e-17,4.7817649855375764e-09,1.1236617729707977e-16,7.289198391515359e-09,0.0034963554789965642,1.2484451101782211e-16,0.900049,4e-12,1.7757465525076682e-16,1.7759194373495737e-16,1.2902964211682494e-18,1.2550351287846402e-18,5.160537866042233e-15,5.0195434004144435e-15,9.033373452809288e-17,8.547771171444275e-17,6.471498539567673e-19,5.965005696431428e-19,1.1551331593609683e-21,1.0371510198055955e-21,4.622780047051561e-18,4.150522774415333e-18,3.223422391128781e-18,2.869058991322546e-18,5.131612562367768e-26,4.14810745825778e-26,2.656657353093236e-26,2.11979681604789e-26
0.25,2.970405663863623e-05,0.00029999782014125773,0.0029887731969084888,2.209246070250251e-06,1.1998319600874296,0.00015915528856630658,2.155404962314941e-09,1.1999999709183105,1.517460623587069e-08,1.435463713010737e-16,0.1199999942685992,0.0002998451408862101,2.9594336136375783e-07,2.1798587419425316e-09,8.71830759764517e-06,1.1262035149747318e-09,8.175682488656476e-09,9.791024378120337e-17,2.0428924793458525e-12,1.5485707089726503e-07,5.121914609456211e-17,5.731400724778833e-09,1.6230459782969648e-16,8.610942034467517e-09,0.0036432553368076852,1.8032862414123728e-16,0.900049,4e-12,1.7754873646577582e-16,1.775660168182547e-16,1.3431607757573416e-18,1.307915245165519e-18,5.371911612548138e-15,5.230984558587102e-15,9.797351715343948e-17,9.291424253835902e-17,7.307306743137909e-19,6.757221089848391e-19,1.3594153307611283e-21,1.2257354876075114e-21,5.4405340751865594e-18,4.905409493193886e-18,3.84497021046363e-18,3.4388404348672996e-18,7.208354005916171e-26,5.874614626872202e-26,3.8170767276890957e-26,3.0731487656737267e-26
