E1,E1_KKK,E2,E2_P_KKK,K,KK,KKK,KKK_P_norm,KKPase,KKPase_PP_KK,KKPase_P_KK,KK_PP_norm,KPase,KPase_PP_K,KPase_P_K,K_PP_norm,PP_K,PP_KK,PP_KK_K,PP_KK_P_K,P_K,P_KK,P_KKK,P_KKK_KK,P_KKK_P_KK,rel_K_PP_max,Time
2.9704358580267308e-05,2.9564141973268406e-07,0.0002999972043086476,2.7956913521430354e-09,1.1999999166024509,1.19972715680506,0.0029856938028910394,0.004669717871663768,0.000299744231596637,5.585468401476845e-12,2.557628178944232e-07,2.3493980837650706e-08,0.11999998310544757,4.684037138506767e-16,1.689455199857145e-08,1.4562204053731882e-15,1.279060772597149e-15,5.826636440188181e-09,2.236055430816028e-08,7.88430873769555e-16,4.414244006824365e-08,0.00026137647652116005,2.824997175638719e-06,1.1180376840071327e-05,2.385982170078197e-09,1.6179345850872433e-15,0.32
2.9704401636399905e-05,2.9559836360008644e-07,0.0002999971164897882,2.883510211641653e-09,1.1999999050058021,1.1997101677930333,0.0029852546755195614,0.00481609337440225,0.00029972780891938196,6.328339424459853e-12,2.721847522785245e-07,2.6613192680783835e-08,0.11999998069940836,6.149458397492028e-16,1.9300591082602657e-08,1.907901377312641e-15,1.6745358130259663e-15,6.593605073367411e-09,2.533589678368331e-08,1.0204653658299653e-15,5.035770637505447e-08,0.0002779940483933876,2.9128046187724575e-06,1.1531418938120973e-05,2.619049738498185e-09,2.119775009263541e-15,0.33
2.970444467629187e-05,2.955553237081182e-07,0.00029999702871018205,2.971289817775525e-09,1.1999998922406316,1.1996926775247665,0.002984815744401776,0.0049624034647347375,0.0002997108880093782,7.142606515199502e-12,2.891048480152226e-07,3.0031818725059987e-08,0.11999997804513172,8.002094129247554e-16,2.1954867521058287e-08,2.4779159143467133e-15,2.1732896842912995e-15,7.433575031282133e-09,2.8597463522175645e-08,1.310098952458832e-15,5.720703253017255e-08,0.0002951121760810629,3.0005728647106445e-06,1.1882289448155491e-05,2.8666718368228265e-09,2.7530900143733434e-15,0.34
2.9704487696028617e-05,2.9551230397137174e-07,0.000299996940969812,3.0590301877657725e-09,1.1999998782314787,1.199674687004611,0.002984377009448174,0.005108648171190755,0.00029969347005392104,8.032647720497743e-12,3.0652191343119633e-07,3.376822453672963e-08,0.11999997512620494,1.0326528638773837e-15,2.4873794087538558e-08,3.191920563522763e-15,2.797651812349931e-15,8.350986637458608e-09,3.2162848489717895e-08,1.669178482226671e-15,6.473187282648898e-08,0.00031272983431757106,3.0883019310967765e-06,1.2232988015499297e-05,3.129271075994137e-09,3.5463853229354884e-15,0.35000000000000003
2.9704530696660095e-05,2.954693033398937e-07,0.00029999685326866034,3.146731339447626e-09,1.1999998629006134,1.1996561972356525,0.002983938470571789,0.005254827523098226,0.0002996755562440227,9.002964404874457e-12,3.2443475301287753e-07,3.784129718654064e-08,0.11999997192570971,1.3222497638683605e-15,2.8074289026372526e-08,4.080102438604647e-15,3.573873162457214e-15,9.350405215814447e-09,3.6050146332154384e-08,2.1114750063174327e-15,7.297494353847495e-08,0.0003308459984780341,3.175991835566582e-06,1.2583514289484674e-05,3.407268485581287e-09,4.533200346430746e-15,0.36
2.970457367815653e-05,2.954263218434584e-07,0.0002999967656067093,3.2343932905206147e-09,1.1999998461680461,1.1996372092197056,0.0029835001276851507,0.005400941549595464,0.00029965714777435183,1.0058180730468416e-11,3.4284216746743883e-07,4.2270443618410966e-08,0.11999996842622392,1.6806384430422422e-15,3.1573774473092865e-08,5.177653797856278e-15,4.532546114385288e-15,1.0436520699571192e-08,4.0277950808833504e-08,2.6529579149809305e-15,8.198021898048581e-08,0.00034945964458875703,3.2636425957554378e-06,1.2933867920448552e-05,3.701083516837446e-09,5.7526354652427565e-15,0.37
2.9704616640528934e-05,2.953833594710556e-07,0.0002999966779839411,3.322016058687831e-09,1.1999998279515374,1.1996177239573038,0.0029830619807008464,0.0055469902798144545,0.00029963824584317955,1.1203042881087764e-11,3.617429537775486e-07,4.707558789384098e-08,0.11999996460982415,2.1214049626802255e-15,3.5390173802831354e-08,6.525617777661287e-15,5.709336370513316e-15,1.161414697042827e-08,4.4865352147219334e-08,3.3120803939317047e-15,9.179292488215151e-08,0.0003685697493405707,3.3512542292974474e-06,1.3284048560285698e-05,4.011134045651857e-09,7.250291681520992e-15,0.38
2.970465958389766e-05,2.9534041610232875e-07,0.00029999659040033807,3.4095996616645075e-09,1.1999998081666037,1.1995977424476951,0.002982624029531561,0.005692973742891928,0.0002996188516523524,1.2442418690822974e-11,3.8113590522889875e-07,5.2277169978235594e-08,0.11999996045808696,2.6602375289767804e-15,3.9541910456548914e-08,8.171320867206606e-15,7.145347511671142e-15,1.2888221567557113e-08,4.9831935877639796e-08,4.109994881201868e-15,1.0245953545937941e-07,0.0003881752900946932,3.4388267538254035e-06,1.3634055862480669e-05,4.337836374309016e-09,9.078751120446338e-15,0.39
2.9704702508538116e-05,2.952974914618727e-07,0.00029999650285588255,3.497144117183539e-09,1.1999997867265282,1.1995772656888328,0.0029821862740900935,0.005838891967976836,0.00029959896640724534,1.3781296974159017e-11,4.0101981145767417e-07,5.7896143399916085e-08,0.11999995595209108,3.315230678368756e-15,4.404790568438973e-08,1.0169282295426193e-14,8.88790807614267e-15,1.4263805126289529e-08,5.519778058578258e-08,5.070852893859335e-15,1.1402776777847478e-07,0.00040827524489410845,3.526360186972301e-06,1.3983889482126532e-05,4.681605233950814e-09,1.1298587405159267e-14,0.4
2.9704745414426333e-05,2.952545855736575e-07,0.00029999641535055676,3.584649442940512e-09,1.1999997635423691,1.1995562946773681,0.0029817487142891324,0.005984744984156226,0.0002995785913166787,1.522478681250575e-11,4.2139345853443696e-07,6.395397312467207e-08,0.11999995107241948,4.107139956874307e-15,4.8927576494833674e-08,1.2582036724792953e-14,1.0991304112877228e-14,1.5746080868429486e-08,6.098345587199876e-08,6.222365573975457e-15,1.2654657663749746e-07,0.00042886859247392935,3.613854546367543e-06,1.433354907569848e-05,5.042853789855015e-09,1.3979279711207892e-14,0.41000000000000003
2.9704788300407446e-05,2.9521169959254447e-07,0.0002999963278843432,3.6721156564910924e-09,1.1999997385229821,1.1995348304086322,0.002981311350040835,0.006130532820319922,0.0002995577275927908,1.6778116089412186e-11,4.4225562909304537e-07,7.047263062220156e-08,0.11999994579916413,5.0599544875430064e-15,5.4200830895097344e-08,1.548197559125167e-14,1.3518416221958988e-14,1.734035341930987e-08,6.721001761466121e-08,7.596581210421735e-15,1.4006614268132396e-07,0.00044995431228555003,3.701309849637915e-06,1.468303430063414e-05,5.421993648895611e-09,1.7201258588423153e-14,0.42
2.9704831166666802e-05,2.951688333331884e-07,0.0002999962404572241,3.759542775553812e-09,1.1999997115750194,1.1995128738766356,0.002980874181258073,0.006276255505563205,0.0002995363764511962,1.8446631835514514e-11,4.636051021718711e-07,7.747459385670343e-08,0.11999994011192601,6.201182494754583e-15,5.988806788447517e-08,1.8951749863248237e-14,1.6540917341143293e-14,1.905204880529659e-08,7.389900796180255e-08,9.229109278161922e-15,1.5463787237973628e-07,0.0004715313844959074,3.78872611441726e-06,1.5032344816557232e-05,5.819434848831523e-09,2.1056353446588173e-14,0.43
2.9704874014413824e-05,2.951259855861671e-07,0.00029999615306918164,3.846930817973839e-09,1.199999682602928,1.199490426074071,0.0029804372078542753,0.0064219130691349595,0.00029951453911092893,2.0235800148903782e-11,4.854406532708177e-07,8.498284769860091e-08,0.11999993398981468,7.561833218335127e-15,6.601017785374711e-08,2.3084224265867173e-14,2.0139235900705464e-14,2.0886714552330887e-08,8.107245572614897e-08,1.1159692146558176e-14,1.703143990305456e-07,0.0004935987899851629,3.876103358335881e-06,1.5381480285127333e-05,6.235585862525336e-09,2.5647741696137847e-14,0.44
2.9704916843691753e-05,2.95083156308237e-07,0.00029999606572019813,3.934279801452949e-09,1.1999996515089635,1.1994674879923022,0.0029800004297423207,0.006567505540080979,0.000299492216794218,2.215120494470844e-11,5.077610545769877e-07,9.302088097841713e-08,0.11999992741145118,9.176708118048941e-15,7.258853974048006e-08,2.7983878874818717e-14,2.4403946531733506e-14,2.2850018980410962e-08,8.875287355503212e-08,1.3433712566429071e-14,1.8714957566362765e-07,0.0005161555103611938,3.963441599020177e-06,1.5730440368941813e-05,6.670853612744786e-09,3.1091505990028006e-14,0.45
2.9704959653771757e-05,2.950403462282297e-07,0.000299995978410256,4.021589743596711e-09,1.199999618193206,1.1994440606213501,0.0029795638468347375,0.006713032947308446,0.0002994694107264596,2.4198546943803895e-11,5.30565074993383e-07,1.0161268252248061e-07,0.11999992035497181,1.1085207368461961e-14,7.964501719957365e-08,3.376920151934005e-14,2.943783445474609e-14,2.4947750253053114e-08,9.696325412446584e-08,1.610251378793979e-14,2.0519846547731876e-07,0.0005392005279785207,4.050740854099622e-06,1.6079224731723166e-05,7.125643473121774e-09,3.7519292304463475e-14,0.46
2.9705002444603843e-05,2.9499755539614376e-07,0.0002999958911393375,4.1088606620944145e-09,1.1999995825535714,1.1994201449498836,0.002979127459044435,0.0068584953198221246,0.0002994461221362844,2.638364323074443e-11,5.53851480072285e-07,1.1078273870530457e-07,0.11999991279803052,1.33320500699987e-14,8.720195624160445e-08,4.057433034324558e-14,3.535714634189597e-14,2.7185815789488146e-08,1.057270677904077e-07,1.9223238645244145e-14,2.2451733594052217e-07,0.0005627328259495117,4.138001141204122e-06,1.6427833039044742e-05,7.600359262881854e-09,4.508013490737235e-14,0.47000000000000003
