Time,G_alpha,PLC,Ca_cyt,Ca_ER,Ca_mit,k1,k2,k3,K4,k5,K6,k7,k8,K9,k10,K11,k12,k13,k14,K15,k16,K17,k18,K19,k20,K21,cytoplasm,ER,mit
0.1,0.04499981019396186,0.0242798063525889,1.3580588809312919e-05,10.003327109813162,0.0010000308315535808,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.11,0.048499797684857675,0.026718452695529825,1.4947241438130445e-05,10.00338668124234,0.0010000306910282891,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.12,0.051999782972591134,0.02933284696996302,1.6413042429511626e-05,10.003452169313762,0.0010000305367638739,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.13,0.05549976579492501,0.03212106061359698,1.7976913265320497e-05,10.003523985646918,0.001000030367847981,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.14,0.05899974587492771,0.03508118774677148,1.9637788665743513e-05,10.003602537222102,0.001000030183387894,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.15,0.062499722921859804,0.03821134446757358,2.1394616195855394e-05,10.00368822653616,0.001000029982510446,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.16,0.0659996966316868,0.041509668601060444,2.3246356103048613e-05,10.003781451663126,0.0010000297643622245,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.17,0.06949966668739771,0.0449743197546387,2.5191981327887338e-05,10.003882606252445,0.0010000295281100539,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.18,0.07299963275969544,0.04860347894222022,2.723047727786206e-05,10.003992079617882,0.0010000292729412173,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.19,0.076499594507202,0.05239534852900663,2.9360841777225066e-05,10.004110256753382,0.001000028998063618,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.2,0.07999955157711976,0.05634815193805047,3.158208487242206e-05,10.004237518405798,0.0010000287027061093,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.21,0.08349950360565499,0.06046013357066334,3.389322878952021e-05,10.004374241101205,0.0010000283861188867,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.22,0.08699945021806624,0.06472955884499522,3.6293307929558133e-05,10.004520797139087,0.0010000280475736228,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.23,0.09049939102988076,0.06915471284732123,3.8781368114644785e-05,10.004677554877329,0.0010000276863627248,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.24,0.09399932564695017,0.07373390064325211,4.135646669694692e-05,10.004844878675339,0.0010000273017999205,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.25,0.09749925366488468,0.07846544908123834,4.401767361482973e-05,10.005023128541639,0.0010000268932225838,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.26,0.10099917467090795,0.08334770351816827,4.676406950439347e-05,10.005212660796392,0.001000026459988584,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.27,0.10449908824313948,0.08837902990354057,4.95947468701639e-05,10.005413827662197,0.0010000260014788839,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.28,0.10799899395143223,0.09355781350468267,5.2508809350554566e-05,10.005626977525134,0.0010000255170964647,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.29,0.11149889135781259,0.09888245862775287,5.5505371550765786e-05,10.005852454998735,0.0010000250062664202,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.3,0.11499878001642262,0.10435138909057554,5.858355929157499e-05,10.00609060083396,0.0010000244684366863,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.31,0.11849865947420134,0.10996304742151732,6.174250915864449e-05,10.006341752087403,0.0010000239030775715,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.32,0.1219985292709184,0.11571589512026036,6.498136861281014e-05,10.006606242073348,0.0010000233096822454,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.33,0.1254983889396738,0.12160841215805467,6.829929574209533e-05,10.006884400470689,0.0010000226877665498,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.34,0.12899823800706536,0.1276390969744888,7.16954591823881e-05,10.007176553327959,0.0010000220368692164,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.35000000000000003,0.1324980759935346,0.1338064662037508,7.516903804493257e-05,10.007483023123767,0.0010000213565518631,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.36,0.13599790241361517,0.14010905451916522,7.871922170441283e-05,10.007804128802503,0.0010000206463990629,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.37,0.13949771677620695,0.14654541443946112,8.234520981294034e-05,10.008140185817808,0.001000019906018384,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.38,0.1429975185848309,0.15311411614625922,8.604621204307721e-05,10.008491506173506,0.0010000191350404255,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.39,0.1464973073378792,0.15981374730039907,8.982144813215578e-05,10.0088583984645,0.001000018333118845,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.4,0.1499970825288562,0.16664291285980182,9.367014760574012e-05,10.009241167917232,0.0010000174999303794,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.41000000000000003,0.15349684364661353,0.17360023489741694,9.759154984253794e-05,10.009640116429821,0.0010000166351748576,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.42,0.15699659017557588,0.1806843524213965,0.0001015849037812933,10.010055542611681,0.0010000157385752087,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.43,0.16049632159596197,0.18789392119502524,0.00010564946800652818,10.010487741822839,0.0010000148098774616,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.44,0.16399603738399648,0.19522761355889387,0.00010978451043786762,10.010937006212767,0.0010000138488507405,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.45,0.16749573701211715,0.20268411825305835,0.00011398930843777071,10.011403624758897,0.001000012855287252,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.46,0.170995419949174,0.21026214024131495,0.00011826314848212785,10.011887883304649,0.0010000118290022695,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.47000000000000003,0.1744950856606235,0.21796040053562624,0.00012260532629125286,10.012390064597142,0.0010000107698341103,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.48,0.17799473360871534,0.22577763602259937,0.00012701514648050323,10.012910448324442,0.0010000096776441078,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.49,0.18149436325267465,0.2337125992902499,0.00013149192271589625,10.013449311152447,0.0010000085523165798,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.5,0.18499397404887702,0.2417640584567536,0.00013603497734342168,10.014006926761367,0.0010000073937587906,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.51,0.1884935654510195,0.2499307969996109,0.00014064364157068837,10.014583565881797,0.0010000062019009102,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.52,0.19199313691028452,0.2582116135867416,0.00014531725507355224,10.01517949633042,0.001000004976695968,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.53,0.19549268787550012,0.2666053219081015,0.00015005516620524568,10.015794983045284,0.001000003718119802,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.54,0.19899221779329365,0.2751107505091806,0.0001548567315788912,10.01643028812072,0.0010000024261710074,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.55,0.2024917261082426,0.28372674262511877,0.00015972131630368592,10.017085670841817,0.0010000011008708745,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.56,0.20599121226301517,0.29245215601665614,0.0001646482935535363,10.017761387718572,0.0009999997422633366,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.5700000000000001,0.2094906756985162,0.3012858628068082,0.00016963704480387116,10.018457692519583,0.0009999983504148937,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.58,0.2129901158540175,0.31022674931928107,0.00017468695941456493,10.019174836305421,0.0009999969254145533,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.59,0.21648953216729103,0.31927371591773324,0.0001797974348650015,10.01991306746152,0.0009999954673737585,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.6,0.21998892407473472,0.3284256768467638,0.00018496787632575124,10.020672631730799,0.000999993976426312,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.61,0.223488291011495,0.3376815600737317,0.00019019769691988028,10.021453772245755,0.0009999924527283035,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.62,0.2269876324115853,0.34704030713233036,0.00019548631726925967,10.022256729560336,0.0009999908964580281,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.63,0.23048694770800013,0.35650087296704236,0.00020083316578659578,10.023081741681244,0.0009999893078159073,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.64,0.23398623633282598,0.3660622257792975,0.00020623767819442977,10.023929044099036,0.0009999876870244045,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.65,0.23748549771734775,0.37572334687457726,0.0002116992978495568,10.024798869818666,0.0009999860343279413,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.66,0.2409847312921523,0.38548323051119027,0.00021721747523308188,10.02569144938983,0.000999984349992808,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.67,0.24448393648722802,0.39534088375003235,0.00022279166830889994,10.026607010936722,0.0009999826343070767,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.68,0.24798311273206095,0.405295326305994,0.0002284213419831237,10.027545780187637,0.000999980887580508,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.6900000000000001,0.25148225945572794,0.41534559040038893,0.00023410596849834667,10.028507980503942,0.0009999791101444608,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.7000000000000001,0.2549813760869864,0.42549072061500104,0.00023984502686069588,10.029493832908944,0.0009999773023517972,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.71,0.25848046205436065,0.43572977374718613,0.00024563800327165135,10.03050355611609,0.0009999754645767874,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.72,0.2619795167862256,0.4460618186665662,0.0002514843905209182,10.03153736655708,0.0009999735972150126,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.73,0.26547853971088764,0.4564859361728035,0.000257383688457633,10.03259547840931,0.0009999717006832674,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.74,0.2689775302566616,0.46700121885494317,0.0002633354033471834,10.033678103623247,0.0009999697754194618,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.75,0.27247648785194667,0.47760677095185833,0.00026933904838369186,10.034785451949107,0.0009999678218825204,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.76,0.2759754119252975,0.4883017082142381,0.0002753941430088468,10.035917730963483,0.0009999658405522819,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.77,0.279474301905495,0.49908515776769685,0.000281500213467607,10.03707514609527,0.0009999638319293975,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.78,0.28297315722161176,0.5099562579774026,0.00028765679208704657,10.038257900651567,0.0009999617965352303,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.79,0.2864719773030784,0.5209141583138405,0.00029386341787728285,10.039466195842833,0.0009999597349117499,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.8,0.28997076157974355,0.5319580192200717,0.00030011963577089405,10.040700230808056,0.0009999576476214325,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.81,0.2934695094819372,0.5430870119801406,0.0003064249972521502,10.0419602026392,0.0009999555352471496,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.8200000000000001,0.2969682204405209,0.5543003185889379,0.00031277905961078355,10.043246306405544,0.0009999533983920826,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.8300000000000001,0.3004668938869522,0.5655971316232944,0.00031918138652063845,10.044558735177482,0.0009999512376795926,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.84,0.30396552925333103,0.5769766541143418,0.00032563154734970213,10.045897680050132,0.0009999490537531345,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.85,0.3074641259724532,0.5884380994212692,0.00033212911772529204,10.047263330166311,0.000999946847276147,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.86,0.31096268347785877,0.5999806911063502,0.0003386736788225521,10.048655872739493,0.0009999446189319476,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.87,0.3144612012038787,0.6116036628111483,0.000345264817972148,10.050075493076012,0.0009999423694236286,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.88,0.3179596785856803,0.6233062581341827,0.0003519021279062872,10.051522374597319,0.000999940099473951,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.89,0.3214581150593099,0.6350877305097106,0.00035858520741406967,10.052996698861438,0.000999937809825243,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.9,0.3249565100617343,0.6469473430879017,0.00036531366054285547,10.054498645584514,0.0009999355012392929,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.91,0.32845486303088,0.6588843686161803,0.00037208709730309354,10.05602839266153,0.000999933174497248,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
0.92,0.3319531734056712,0.6708980893219197,0.0003789051328228456,10.057586116187153,0.0009999308303995076,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
