E,T,Time
930.9488502800567,1850.3631973899264,6.99
930.8454095653243,1858.1679698408566,7.0
930.7419186638568,1866.0058542431043,7.01
930.6383772942295,1873.876991837498,7.02
930.5347851738875,1881.7815244651908,7.03
930.4311420191415,1889.719594570042,7.04
930.3274475451637,1897.691345201015,7.05
930.2237014657117,1905.6969202011298,7.06
930.1199034905601,1913.7364659707928,7.07
930.0160533302976,1921.8101281731017,7.08
929.9121506951545,1929.9180525378845,7.09
929.8081952941874,1938.0603854212864,7.1
929.7041868352749,1946.2372738083998,7.11
929.6001250251127,1954.4488653158915,7.12
929.4960095692089,1962.6953081946494,7.13
929.3918401718796,1970.976751332431,7.14
929.2876165362441,1979.293344256522,7.15
929.1833383642198,1987.6452371364003,7.16
929.0790053565181,1996.0325807864162,7.17
928.9746172126394,2004.4555266684738,7.18
928.8701736308684,2012.9142268947228,7.19
928.7656743082689,2021.4088342302575,7.2
928.6611189406799,2029.9395020958307,7.21
928.5565072227101,2038.506384570567,7.22
928.4518388477336,2047.1096363946892,7.23
928.3471135078844,2055.7494129722527,7.24
928.2423308940523,2064.4258703738906,7.25
928.1374906958778,2073.139165339561,7.26
928.0325926017471,2081.889455281309,7.27
927.9276362987873,2090.6768982860344,7.28
927.8226214728616,2099.5016531182655,7.29
927.7175478085645,2108.363879222949,7.3
927.6124149892166,2117.263736728237,7.31
927.5072226968598,2126.201386448295,7.32
927.4019706122526,2135.176989886105,7.33
927.2966584148647,2144.19070923629,7.34
927.1912857828726,2153.242707387939,7.35
927.0858523931538,2162.3331479274398,7.36
926.9803579212828,2171.462195141325,7.37
926.8748020415253,2180.630014019125,7.38
926.7691844268336,2189.8367702562264,7.39
926.6635047488413,2199.082630256743,7.4
926.5577626778586,2208.3677611363887,7.41
926.4519578828671,2217.69233072537,7.42
926.3460900315141,2227.056507571276,7.43
926.2401587901087,2236.460460941983,7.44
926.1341638236156,2245.904360828561,7.45
926.028104795651,2255.388377948199,7.46
925.9219813684762,2264.9126837471313,7.47
925.8157932029935,2274.477450403572,7.48
925.7095399587408,2284.082850830659,7.49
925.6032212938863,2293.729058679412,7.5
925.4968368652231,2303.416248341689,7.51
925.3903863281646,2313.144594953159,7.52
925.2838693367385,2322.9142743962802,7.53
925.1772855435822,2332.7254633032844,7.54
925.0706345999374,2342.578339059175,7.55
924.9639161556448,2352.4730798047312,7.56
924.8571298591386,2362.409864439518,7.57
924.7502753574418,2372.388872624905,7.58
924.6433522958412,2382.4102850211625,7.59
924.5363603148079,2392.474285548449,7.6
924.4292990557204,2402.581057183146,7.61
924.3221681594902,2412.730782966644,7.62
924.2149672655747,2422.923646729086,7.63
924.1076960119714,2433.159833092688,7.64
924.0003540352119,2443.439527475062,7.65
923.8929409703569,2453.7629160925576,7.66
923.7854564509896,2464.130185963613,7.67
923.6779001092108,2474.5415249121133,7.68
923.5702715756322,2484.9971215707665,7.69
923.4625704793714,2495.497165384476,7.7
923.3547964480455,2506.0418466137426,7.71
923.2469491077654,2516.6313563380636,7.72
923.1390280831303,2527.2658864593477,7.73
923.0310329972214,2537.945629705337,7.74
922.9229634715961,2548.670779633046,7.75
922.8148191262821,2559.441530632205,7.76
922.7065995797718,2570.2580779287196,7.77
922.5983044490159,2581.1206175881352,7.78
922.4899333494172,2592.0293465191144,7.79
922.3814858948259,2602.98446247693,7.8
922.272961697532,2613.98616406696,7.81
922.1643603682602,2625.0346507482022,7.82
922.0556815161641,2636.1301228367884,7.83
921.9469247488191,2647.272781509522,7.84
921.8380896722176,2658.462828807418,7.85
921.7291758907619,2669.7004676392576,7.86
921.6201830072587,2680.985901785145,7.87
921.5111106229128,2692.3193359000907,7.88
921.4019583373209,2703.700975517591,7.89
921.2927257484658,2715.1310270532263,7.9
921.1834124527094,2726.609697808262,7.91
921.0740180447875,2738.1371959732733,7.92
920.9645421178034,2749.7137306317677,7.93
920.8549842632207,2761.3395117638256,7.94
920.7453440708587,2773.0147502497443,7.95
920.6356211288846,2784.739657873706,7.96
920.5258150238084,2796.5144473274436,7.97
920.4159253404758,2808.33933221392,7.98
920.3059516620626,2820.2145270510214,7.99
920.1958935700676,2832.140247275264,8.0
920.085750644307,2844.116709245499,8.01
919.9755224629075,2856.144130246644,8.02
919.8652086023004,2868.222728493414,8.03
919.7548086372149,2880.3527231340645,8.04
919.6443221406715,2892.5343342541546,8.05
919.5337486839763,2904.7677828803007,8.06
919.423087836714,2917.0532909839685,8.07
919.3123391667413,2929.391081485254,8.08
919.2015022401808,2941.7813782566786,8.09
919.0905766214148,2954.224406127006,8.1
918.9795618730781,2966.720390885055,8.11
918.8684575556836,2979.2695595777036,8.12
918.7572632239904,2991.8721434143,8.13
918.6459784337188,3004.5283723933535,8.14
918.5346027399651,3017.2384765699385,8.15
918.4231356960264,3030.002686993462,8.16
918.3115768533942,3042.8212357118678,8.17
918.1999257617474,3055.6943557758536,8.18
918.0881819689447,3068.6222812430915,8.19
917.9763450210186,3081.605247182476,8.2
917.8644144621667,3094.6434896783767,8.21
917.7523898347465,3107.7372458348996,8.22
917.6402706792666,3120.8867537801825,8.23
917.5280565343805,3134.09225267068,8.24
917.4157469368794,3147.3539826954766,8.25
917.3033414216842,3160.6721850806084,8.26
917.1908395218398,3174.0471020934006,8.27
917.0782407685061,3187.4789770468146,8.28
916.9655446909522,3200.9680543038153,8.29
916.8527508165483,3214.5145792817475,8.3
916.7398586707587,3228.1187984567187,8.31
916.6268677771345,3241.7809593680163,8.32
916.5137776573062,3255.501310622518,8.33
916.400587830976,3269.280101899122,8.34
916.2872978159114,3283.1175839531975,8.35
916.173907127937,3297.014008621037,8.36
916.0604152809269,3310.969628824334,8.37
915.9468217867983,3324.9846985746667,8.38
915.8331261555028,3339.0594729779914,8.39
915.7193278950198,3353.1942082391683,8.4
915.6054265113486,3367.3891616664773,8.41
915.4914215085012,3381.644591676163,8.42
915.3773123884943,3395.9607577969873,8.43
915.2630986513421,3410.3379206747954,8.44
915.1487797950488,3424.7763420770993,8.45
915.0343553156005,3439.2762848976727,8.46
914.9198247069581,3453.83801316115,8.47
914.8051874610496,3468.4617920276633,8.48
914.6904430677621,3483.147887797467,8.49
914.5755910149339,3497.89656791559,8.5
914.4606307883483,3512.7081009764966,8.51
914.3455618717238,3527.5827567287647,8.52
914.2303837467076,3542.520806079774,8.53
914.1150958928678,3557.5225211004094,8.54
913.9996977876851,3572.588175029781,8.55
913.8841889065457,3587.7180422799433,8.56
913.7685687227325,3602.9123984406556,8.57
913.6528367074184,3618.1715202841297,8.58
913.5369923296571,3633.4956857698016,8.59
913.4210350563768,3648.885174049118,8.6
913.3049643523708,3664.3402654703355,8.61
913.1887796802905,3679.8612415833295,8.62
913.0724805006371,3695.448385144425,8.63
912.9560662717537,3711.1019801212256,8.64
912.8395364494004,3726.8223120693765,8.65
912.7228904825421,3742.609671885991,8.66
912.6061278210954,3758.464348899712,8.67
912.4892479141306,3774.3866324717756,8.68
912.3722502084975,3790.3768132184714,8.69
912.2551341488175,3806.4351830164665,8.7
912.1378991774752,3822.5620350081613,8.71
912.020544734609,3838.757663607034,8.72
911.9030702581032,3855.022364503044,8.73
911.785475183579,3871.356434668016,8.74
911.667758944386,3887.7601723610574,8.75
911.5499209715933,3904.2338771339932,8.76
911.4319606939812,3920.7778498368134,8.77
911.3138775380314,3937.392392623142,8.78
911.1956709279198,3954.0778089557216,8.79
911.0773402855062,3970.8344036119174,8.8
910.9588850303267,3987.662482689226,8.81
910.8403045795837,4004.562353610828,8.82
910.7215983481381,4021.53432513113,8.83
910.6027657484996,4038.5787073413444,8.84
910.4838061908182,4055.695811675069,8.85
910.3647190828749,4072.8859509139,8.86
910.2455038300733,4090.1494391930514,8.87
910.1261598354301,4107.486592007003,8.88
910.0066864995661,4124.897726215142,8.89
909.8870832206974,4142.383160047457,8.9
909.7673493946262,4159.94321311022,8.91
909.6474844147316,4177.578206391702,8.92
909.5274876719608,4195.288462267896,8.93
909.4073585548193,4213.07430450826,8.94
909.2870964493629,4230.936058281487,8.95
909.1667007391867,4248.87405016128,8.96
909.0461708054181,4266.888608132141,8.97
908.9255060267053,4284.980061595198,8.98
908.8047057792099,4303.148741374032,8.99
908.6837694365964,4321.394979720522,9.0
908.5626963700234,4339.719110320716,9.01
908.4414859481344,4358.121468300707,9.02
908.3201375370475,4376.602390232546,9.03
908.1986505003473,4395.162214140145,9.04
908.0770241990746,4413.801279505229,9.05
907.9552579917172,4432.519927273269,9.06
907.8333512342004,4451.31849985947,9.07
907.7113032798779,4470.197341154753,9.08
907.5891134795214,4489.156796531756,9.09
907.4667811813115,4508.197212850857,9.1
907.3443057308289,4527.318938466216,9.11
907.2216864710434,4546.522323231832,9.12
907.0989227423053,4565.807718507616,9.13
906.9760138823353,4585.175477165475,9.14
906.8529592262151,4604.625953595437,9.15
906.7297581063775,4624.159503711764,9.16
906.6064098525966,4643.776484959099,9.17
906.4829137915196,4663.477256790884,9.18
906.359269241929,4683.262185542062,9.19
906.2354755234111,4703.131635502495,9.2
906.1115319543788,4723.085970947663,9.21
905.9874378505137,4743.125557739478,9.22
905.8631925247549,4763.250763333098,9.23
905.7387952872884,4783.461956783696,9.24
905.6142454455379,4803.759508753294,9.25
905.4895423041526,4824.1437915175975,9.26
905.3646851649979,4844.615178972868,9.27
905.2396733271449,4865.174046642805,9.28
905.1145060868589,4885.820771685454,9.29
904.98918273759,4906.555732900149,9.3
904.8637025699614,4927.379310734442,9.31
904.7380648717597,4948.291887291108,9.32
904.6122689279231,4969.293846335119,9.33
904.486314020532,4990.385573300684,9.34
904.3601994287972,5011.567455298273,9.35
904.2339244290496,5032.839881121692,9.36
904.1074882947298,5054.203241255168,9.37
903.9808902963762,5075.657927880463,9.38
903.854129701615,5097.204334883983,9.39
903.7272057751492,5118.842857863964,9.4
903.6001177787474,5140.573894137624,9.41
903.4728649712332,5162.397842748369,9.42
903.3454466084738,5184.31510447301,9.43
903.2178619433696,5206.326081829009,9.44
903.0901102258423,5228.431179081739,9.45
902.9621907028248,5250.630802251777,9.46
902.8341026182495,5272.925359122195,9.47
902.7058452130375,5295.315259245914,9.48
902.5774177250869,5317.800913953047,9.49
902.4488193892622,5340.382736358269,9.5
902.320049437383,5363.061141368221,9.51
902.1911070982126,5385.836545688928,9.52
902.0619915974466,5408.70936783324,9.53
901.9327021577022,5431.680028128298,9.54
901.8032379985061,5454.748948723018,9.55
901.6735983362834,5477.916553595591,9.56
901.5437823843466,5501.183268561034,9.57
901.4137893528841,5524.549521278728,9.58
901.2836184489479,5548.015741259993,9.59
901.1532688764431,5571.582359875692,9.6
901.0227398361162,5595.249810363843,9.61
900.8920305255433,5619.018527837264,9.62
900.7611401391188,5642.888949291244,9.63
900.6300678680433,5666.861513611205,9.64
900.4988129003126,5690.936661580441,9.65
900.3673744207059,5715.114835887829,9.66
900.235751610774,5739.396481135587,9.67
900.1039436488271,5763.782043847047,9.68
899.9719497099242,5788.271972474452,9.69
899.8397689658605,5812.866717406777,9.7
899.7074005846732,5837.566731580716,9.71
899.5748437255492,5862.372476843634,9.72
899.4420975480931,5887.284412353787,9.73
899.3091612102528,5912.302997169575,9.74
899.1760338666269,5937.428692358261,9.75
899.0427146684522,5962.66196100461,9.76
898.9092027635915,5988.003268219559,9.77
898.775497296521,6013.453081148911,9.78
898.6415974083179,6039.011868982069,9.79
898.5075022366469,6064.680102960788,9.8
898.3732109157487,6090.458256387947,9.81
898.238722576426,6116.346804636381,9.82
898.1040363460323,6142.346225157715,9.83
897.9691513484576,6168.456997491221,9.84
897.8340667041166,6194.6796032727325,9.85
897.6987815299356,6221.014526243561,9.86
897.5632949393392,6247.462252259451,9.87
897.4276060422382,6274.023269299573,9.88
897.2917139450157,6300.698067475512,9.89
897.1556177505149,6327.487139040338,9.9
897.0193165580258,6354.390978397651,9.91
896.882809463272,6381.410082110696,9.92
896.7460955583978,6408.544948911472,9.93
896.609173931955,6435.796079709899,9.94
896.4720436688897,6463.163977602995,9.95
896.3347038505291,6490.649147884093,9.96
896.1971535545684,6518.252098052064,9.97
896.059391855058,6545.973337820611,9.98
895.9214178223888,6573.81337912755,9.99
895.7832305232803,6601.772736144137,10.0
