data_generator_IPULSE,data_generator_T,data_generator_VR
0.0,9390.0,-50.301823
0.0,9400.0,-16.342932
0.0,9410.0,-69.931854
0.0,9420.0,-63.523876
0.0,9430.0,-57.536419
0.0,9440.0,-53.645016
0.0,9450.0,-49.318832
0.0,9460.0,-21.85602
0.0,9470.0,-69.022919
0.0,9480.0,-61.805672
0.0,9490.0,-56.46003
0.0,9500.0,-53.184711
0.0,9510.0,-47.175007
0.0,9520.0,-58.517056
0.0,9530.0,-68.699333
0.0,9540.0,-61.760231
0.0,9550.0,-56.483406
0.0,9560.0,-53.203857
0.0,9570.0,-45.839062
0.0,9580.0,-60.652214
0.0,9590.0,-67.839912
0.0,9600.0,-61.268761
0.0,9610.0,-56.772331
0.0,9620.0,-53.287697
0.0,9630.0,-46.561176
0.0,9640.0,-59.613289
0.0,9650.0,-67.852837
0.0,9660.0,-61.422886
0.0,9670.0,-57.414375
0.0,9680.0,-54.175961
0.0,9690.0,-51.191944
0.0,9700.0,5.4999528
0.0,9710.0,-70.068893
0.0,9720.0,-63.404099
0.0,9730.0,-58.146545
0.0,9740.0,-54.261021
0.0,9750.0,-51.313961
0.0,9760.0,8.884901
0.0,9770.0,-70.729805
0.0,9780.0,-64.591454
0.0,9790.0,-58.441891
0.0,9800.0,-54.383743
0.0,9810.0,-51.520775
0.0,9820.0,24.712357
0.0,9830.0,-70.87944
0.0,9840.0,-64.524719
0.0,9850.0,-58.371338
0.0,9860.0,-54.467876
0.0,9870.0,-51.660934
0.0,9880.0,27.703325
0.0,9890.0,-70.94838
0.0,9900.0,-64.571922
0.0,9910.0,-58.749542
0.0,9920.0,-54.566086
0.0,9930.0,-51.956852
0.0,9940.0,29.390537
0.0,9950.0,-71.003326
0.0,9960.0,-64.875008
0.0,9970.0,-58.688416
0.0,9980.0,-54.586704
0.0,9990.0,-51.85611
0.0,10000.0,23.837357
