Time,BCG,Effector_cells,Tumor_infected_cells,Tumor_uninfected_cells,mu1,mu2,p1,p2,p3,p4,p5,alpha,beta,r,b,mu,Bladder,BCG_production,Effector_cell_activation_recruitment,Effector_cell_inactivation_death,Tumor_growth,Tumor_infection,Infected_tumor_cell_death,BCG_killing
0.6,0.809694003419267,0.04446779443253021,0.04252126604610746,0.5466250588579469,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.025171509396246412,0.018237468198090034,0.06503924100670672,0.12614072419865527,0.0020799096093041566,0.8547006365408925
0.62,0.8278576522350282,0.0446196459734096,0.04502669556878791,0.5453760599043631,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.02655367250129364,0.01830008207474483,0.06489189800163032,0.1286757171932206,0.0022099827371949887,0.8740310464339094
0.64,0.8455891565147453,0.04479803350215171,0.04757924942310363,0.5440742805185586,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.027961071865835213,0.01837358810631119,0.0647383223719645,0.13111804390434062,0.002344602490629772,0.892940070718
0.66,0.8628986555378388,0.04500323431117512,0.050176998110180816,0.5427214349072969,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.02939286359976125,0.01845810044919075,0.06457871559488704,0.13346937500622585,0.0024839399232822446,0.911440193515298
0.68,0.8797960097390223,0.04523550674168141,0.05281804168229423,0.5413192081472212,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.030848213232830584,0.018553725516731182,0.06441327571536355,0.13573138660705855,0.002628175968662014,0.9295435326513397
0.7,0.8962908075826745,0.04549509051192294,0.05550050983428953,0.5398692558582426,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.03232629578418871,0.018660562112043512,0.06424219731002617,0.1379057576268389,0.002777500790205759,0.9472618468526474
0.72,0.9123923699585933,0.045782206910358204,0.05822256355752184,0.538373202523374,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.033826296632425853,0.018778701505601788,0.06406567129114167,0.13999416661916217,0.002932113196806141,0.9646065402896888
0.74,0.928109760478341,0.04609705931824706,0.060982392686170034,0.5368326434364803,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.03534741030483062,0.018908227647400366,0.06388388513844791,0.14199829059328412,0.003092219870325318,0.9815886738316087
0.76,0.9434517914392959,0.04643983349460851,0.06377821625677495,0.5352491441983853,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.03688884070241661,0.01904921728202013,0.06369702284156714,0.14391980272869023,0.0032580347179025386,0.9982189715700847
0.78,0.9584270300524264,0.04681069787839877,0.06660828257017012,0.5336242404944818,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.038449801178581856,0.01920174007071827,0.06350526487545725,0.14576037035461573,0.0034297782107503734,1.0145078277302704
0.8,0.9730438047877638,0.047209803899790195,0.06947086906598826,0.5319594380549714,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.04002951452715846,0.01936585871723004,0.06330878819724806,0.14752165314536445,0.003607676715888637,1.0304653138001838
0.82,0.9873102151155666,0.0476372864730526,0.07236428068311843,0.5302562137990713,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.041627212217416255,0.01954162916785952,0.06310776638266166,0.14920530230601317,0.0037919617662499094,1.046101189559606
0.84,1.0012341359541217,0.04809326421210106,0.07528685041658902,0.5285160153028658,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.04324213473290867,0.01972910069812778,0.06290236956446109,0.15081295863710886,0.003982869427660142,1.061424908252392
0.86,1.0148232219192375,0.048577839637920936,0.07823693989955852,0.5267402602633644,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.04487353192526506,0.01992831599610819,0.06269276437028862,0.15234625068998786,0.004180639672222653,1.076445621588276
0.88,1.0280849144149335,0.049091099538496025,0.08121293871622057,0.524930336955354,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.04652066273617812,0.020139311308158363,0.0624791139775422,0.15380679375462597,0.004385515704164938,1.0911721879993956
0.9,1.041026447293239,0.049633115255630515,0.08421326427134072,0.5230876042732396,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.048182795200723695,0.02036211655476341,0.062261578119144324,0.15519618863541515,0.004597743316795558,1.10561317934657
0.92,1.0536548543852893,0.050203943059249634,0.08723636064244292,0.5212133926166007,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.0498592059407315,0.020596755482139517,0.06204031318879628,0.1565160210708155,0.0048175702106283075,1.1197768897773654
0.94,1.0659769789295235,0.05080362461035433,0.09028069640339079,0.5193090056281792,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.05154917914363249,0.02084324585007419,0.061815472446794154,0.15776786181087007,0.005045245270603156,1.1336713467805424
0.96,1.077999472493281,0.05143218693977659,0.09334476770666567,0.5173757176630407,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.05325200819063782,0.021101599421936016,0.06158720572176202,0.15895326395565332,0.005281018096793174,1.1473043104810998
0.98,1.0897288028187369,0.05208964284009391,0.096427096779678,0.5154147750066345,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.05496699497660081,0.021371822123532582,0.06135565955484717,0.16007376283107447,0.0055251383344966576,1.1606832829829759
1.0,1.1011712593072582,0.05277599114947202,0.09952623155598489,0.5134273961818292,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.056693449803108635,0.021653914157830745,0.0611209772362804,0.16113087533867154,0.005777855067312858,1.1738155151013243
1.02,1.1123329583263715,0.05349121702870726,0.10264074532712471,0.5114147722513765,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.05843069128307654,0.02194787011692282,0.0608832988413101,0.1621260993668016,0.006039416222709649,1.1867080129288963
1.04,1.1232198501699413,0.054235292320812686,0.10576923538168069,0.5093780679494359,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.06017804573620699,0.022253679127731622,0.060642761363971606,0.16306091379117554,0.006310067939421726,1.199367546313074
1.06,1.133837722349976,0.05500817573203538,0.1089103236723584,0.507318421189213,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.06193484760765062,0.022571324924805312,0.06039949865901663,0.16393677750839844,0.006590054045962139,1.211800653203274
1.08,1.14419220446673,0.0558098130917338,0.11206265651616878,0.5052369433617014,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.06370043939955387,0.02290078595535505,0.06015364147718046,0.16475512902087142,0.0068796155062036,1.224013645807114
1.1,1.1542887733238008,0.0566401376256918,0.11522490409072875,0.5031347198096559,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.06547417150055129,0.02324203548981045,0.05990531752108173,0.165517386185525,0.007178989868166616,1.2360126170498646
1.12,1.1641327575666693,0.05749907020746188,0.11839576014031328,0.5010128101427143,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.06725540212140414,0.023595041723433092,0.0596546514823013,0.16622494591058426,0.0074884107370310595,1.2478034465143344
1.14,1.173729343040923,0.0583865196689627,0.12157394129338421,0.49887224888639686,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.06904349703930708,0.023959767902218383,0.059401765117848934,0.16687918412983183,0.007808107246015444,1.259391807257795
1.16,1.1830835774752737,0.05930238306533138,0.12475818665454143,0.49671404591248686,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.07083782947868955,0.024336172430112435,0.059146777300761864,0.16748145566980327,0.008138303553076102,1.2707831718624503
1.18,1.1922003736680105,0.06024654583221882,0.12794725806196677,0.49453918632471294,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.07263778032075986,0.024724208932250524,0.05888980400629763,0.16803309377799203,0.008479218381630712,1.2819828167347331
1.2,1.2010845143052082,0.061218882071139805,0.13113993952909103,0.49234863103286464,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.07444273791041878,0.025123826370645863,0.058630958379411076,0.16853541016628856,0.008831064542132613,1.2929958283536118
1.22,1.2097406561079478,0.06221925478951351,0.1343350369638001,0.49014331710445364,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.07625209800066321,0.025534969141376568,0.058370350775912426,0.16898969493594726,0.009194048481210334,1.3038271087474649
1.24,1.2181733339466596,0.06324751613883088,0.13753137782136532,0.4879241581813923,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.07806526366299818,0.025957577171035716,0.05810808881127222,0.169397216568209,0.009568369842187696,1.3144813809450155
1.26,1.226386965168662,0.06430350765608166,0.1407278104519631,0.4856920451649516,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.07988164504136437,0.02639158601450394,0.05784427744110428,0.16975922208377564,0.00995422102050356,1.3249631946737144
1.28,1.2343858529428522,0.06538706048400351,0.14392320431768757,0.4834478461680412,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.08170065955149021,0.026836926944238757,0.05757901895503094,0.17007693685447384,0.010351786792349457,1.335276930976568
1.3,1.2421741901139065,0.06649799560075872,0.1471164496171368,0.4811924069794294,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.08352173177642465,0.027293527043369393,0.057312413031017063,0.17035156470216067,0.010761243921383565,1.3454268074008697
1.32,1.2497560628679076,0.06763612404479623,0.15030645700406883,0.4789265514548832,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.08534429341009474,0.027761309296878436,0.05704455678104543,0.17058428798451036,0.011182760787727135,1.355416882985245
1.34,1.2571354542601416,0.06880124713612251,0.15349215735148114,0.47665108187634947,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.08716778322390156,0.028240192681364417,0.05677554479299369,0.17077626768639056,0.011616497036535445,1.3652510631003087
1.36,1.264316247900724,0.06999315670704019,0.1566725012372373,0.47436677955847645,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.08899164689102206,0.028730092258678824,0.05650546920173663,0.170928643655135,0.01206260322386009,1.3749331044839395
1.38,1.2713022311506335,0.07121163531171945,0.15984645887750268,0.4720744050739051,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.0908153370390337,0.029230919261011335,0.05623441971516647,0.17104253466527555,0.01252122050899993,1.3844666197202262
1.4,1.278097098252428,0.07245645643472697,0.16301302003522083,0.4697746985058932,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.09263831328941946,0.02974258117559148,0.05596248364342446,0.17111903851294552,0.012992480362922778,1.3938550816510256
1.42,1.2847044535602403,0.07372738470633738,0.16617119372139327,0.46746837988553724,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.09446004219105887,0.030264981832178153,0.05568974594994584,0.17115923221819887,0.013476504279269327,1.4031018279122163
1.44,1.2911278145909182,0.07502417611148372,0.1693200080022579,0.46515614954239687,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.09627999720743996,0.030798021488007005,0.0554162892922574,0.17116417219862734,0.013973403509515155,1.4122100652712983
1.46,1.297370615226222,0.07634657821057701,0.17245850960991413,0.4628386886359813,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.09809765860435057,0.03134159691761262,0.05514219408415897,0.17113489455445585,0.014483278801214144,1.4211828741555637
1.48,1.303436208867376,0.07769433036072226,0.17558576352805458,0.46051665971420014,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.09991251332493728,0.031895601502850694,0.05486753856109777,0.1710724153815712,0.015006220150007165,1.4300232131372128
1.5,1.309327870440724,0.07906716387366866,0.17870085349690262,0.4581907064539648,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.10172405532859172,0.032459925297207565,0.05459239874880152,0.1709777306520737,0.015542306634584462,1.4387339220613469
1.52,1.3150487994347295,0.08046480223658208,0.18180288157301763,0.455861454251168,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.10353178545209664,0.033034455115734086,0.05431684853236226,0.17085181656464696,0.016091606202994976,1.4473177264071921
1.54,1.3206021225286775,0.08188696131241031,0.18489096797767687,0.4535295105561811,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.10533521141630237,0.03361907461671364,0.05404095969522342,0.17069562976691724,0.016654175495982335,1.4557772411744185
1.56,1.3259908961182214,0.08333334953750295,0.1879642509742826,0.45119546518667786,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1071338478471571,0.03421366438225719,0.053764801955484,0.1705101075740978,0.017230059689694304,1.4641149746554296
1.58,1.3312181087554036,0.08480366811752175,0.1910218867613115,0.44885989062948783,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.10892721630427088,0.03481810199824818,0.05348844300090493,0.17029616818948404,0.01781929235689799,1.472333332114064
1.6,1.3362866835044342,0.08629761122173338,0.19406304938130603,0.4465233423306834,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.11071484531725598,0.035432262133674716,0.053211948522524144,0.17005471092565946,0.018421895346813193,1.4804346193717406
1.62,1.341199480348571,0.08781486618233357,0.19708693048835133,0.44418635911533133,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.11249627034964582,0.036056016622038126,0.05293538226361887,0.1697866164966707,0.019037878669833596,1.4884210464618524
1.64,1.3459593001331895,0.08935511377148557,0.20009273722496418,0.4418494653105344,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.11427103280057255,0.036689234574207835,0.05265880627027304,0.1694927481716734,0.019667240229543106,1.4962947331271774
1.66,1.3505688846266217,0.09091802829101997,0.20307969459933872,0.4395131688202607,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.11603868129687978,0.03733178241557493,0.05238228066287773,0.16917395090480308,0.020309965960805813,1.5040577097034398
1.68,1.3550309187358773,0.09250327777017338,0.20604704524653747,0.4371779615556043,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.11779877165255433,0.03798352396695157,0.05210586368634247,0.168831051645864,0.02096602976618033,1.511711920564625
1.7,1.3593480329335312,0.09411052417630304,0.20899404886751194,0.43484432015587915,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1195508666640853,0.03864432053075019,0.051829611794749895,0.16846485980232068,0.02163539343751439,1.5192592278302826
1.72,1.3635228052139945,0.09573942360525216,0.21191998215186283,0.4325127062749685,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.12129453615169206,0.03931403096897835,0.051553579684570125,0.1680761674869613,0.02231800663582014,1.5267014145187499
1.74,1.367557762981819,0.09738962647109256,0.2148241387115925,0.4301835668579975,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1230293570057557,0.03999251178102624,0.05127782032673762,0.1676657497637009,0.023013806888705787,1.5340401876248717
1.76,1.3714553848736233,0.09906077769535075,0.2177058290259997,0.4278573344078458,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.12475491323852475,0.040679617181290186,0.05100238499753324,0.16723436489092466,0.023722719605339258,1.5412771811236954
1.78,1.3752181025152228,0.10075251689582354,0.2205643803978657,0.4255344272410142,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1264707960411643,0.04137519917667561,0.05072732330821446,0.16678275456180755,0.024444658108918094,1.548413958901607
1.8,1.3788483023674087,0.10246447852051582,0.22339913594532973,0.4232152506486938,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.12817660333375433,0.0420791076213112,0.05045268334185341,0.16631164451949038,0.025179523563229236,1.5554520176936275
