_1_task1,cAMP_1_task1
312.0,4.724849414674176e-07
313.0,4.724849415973941e-07
314.0,4.724849417285349e-07
315.0,4.7248494186043463e-07
316.0,4.7248494199268787e-07
317.0,4.724849421662288e-07
318.0,4.724849423915318e-07
319.0,4.7248494261998633e-07
320.0,4.724849428512445e-07
321.0,4.7248494308495824e-07
322.0,4.7248494332077936e-07
323.0,4.7248494355835993e-07
324.0,4.7248494379735186e-07
325.0,4.7248494403740714e-07
326.0,4.7248494427817774e-07
327.0,4.724849445193155e-07
328.0,4.724849447604725e-07
329.0,4.724849450013006e-07
330.0,4.724849452414518e-07
331.0,4.72484945480578e-07
332.0,4.7248494571833126e-07
333.0,4.724849459543634e-07
334.0,4.7248494618832645e-07
335.0,4.7248494641987233e-07
336.0,4.72484946648653e-07
337.0,4.724849468743205e-07
338.0,4.724849470965266e-07
339.0,4.724849473149234e-07
340.0,4.7248494752916277e-07
341.0,4.724849477388967e-07
342.0,4.7248494794377714e-07
343.0,4.7248494814345605e-07
344.0,4.7248494833758536e-07
345.0,4.72484948525817e-07
346.0,4.72484948707803e-07
347.0,4.724849488831952e-07
348.0,4.724849490516456e-07
349.0,4.7248494921280624e-07
350.0,4.7248494936632895e-07
351.0,4.7248494951186573e-07
352.0,4.7248494964906855e-07
353.0,4.724849497775893e-07
354.0,4.7248494989708e-07
355.0,4.7248495000719254e-07
356.0,4.7248495010757897e-07
357.0,4.724849501978911e-07
358.0,4.7248495027778103e-07
359.0,4.7248495034690056e-07
360.0,4.724849504049018e-07
361.0,4.7248495045143655e-07
362.0,4.7248495048615685e-07
363.0,4.7248495050871466e-07
364.0,4.724849505187619e-07
365.0,4.7248495051595055e-07
366.0,4.7248495049993247e-07
367.0,4.7248495047035974e-07
368.0,4.724849504268842e-07
369.0,4.724849503691579e-07
370.0,4.724849502968327e-07
371.0,4.724849502095606e-07
372.0,4.724849501069936e-07
373.0,4.7248494998878355e-07
374.0,4.7248494985458246e-07
375.0,4.724849497040423e-07
376.0,4.72484949536815e-07
377.0,4.724849493525525e-07
378.0,4.724849491509067e-07
379.0,4.7248494893152963e-07
380.0,4.724849486940732e-07
381.0,4.724849484381895e-07
382.0,4.7248494816353025e-07
383.0,4.724849478697475e-07
384.0,4.724849475564933e-07
385.0,4.7248494722341945e-07
386.0,4.72484947276888e-07
387.0,4.7248494735326425e-07
388.0,4.7248494742782936e-07
389.0,4.7248494750050553e-07
390.0,4.7248494757121515e-07
391.0,4.7248494763988067e-07
392.0,4.7248494770642437e-07
393.0,4.724849477707687e-07
394.0,4.7248494783283594e-07
395.0,4.724849478925485e-07
396.0,4.724849479498288e-07
397.0,4.7248494800459913e-07
398.0,4.7248494805678187e-07
399.0,4.724849481062994e-07
400.0,4.724849481530741e-07
401.0,4.7248494819702834e-07
402.0,4.7248494823808445e-07
403.0,4.7248494827616483e-07
404.0,4.724849483111919e-07
405.0,4.7248494834308795e-07
406.0,4.7248494837177537e-07
407.0,4.7248494839717656e-07
408.0,4.7248494841921377e-07
409.0,4.7248494843780953e-07
410.0,4.724849484528862e-07
411.0,4.724849484643659e-07
412.0,4.724849484721713e-07
413.0,4.724849484762247e-07
414.0,4.724849484764483e-07
415.0,4.724849484727647e-07
416.0,4.724849484650961e-07
417.0,4.724849484533649e-07
418.0,4.7248494843749353e-07
419.0,4.7248494841740435e-07
420.0,4.7248494839301964e-07
421.0,4.724849483642618e-07
422.0,4.7248494833105336e-07
423.0,4.7248494829331645e-07
424.0,4.724849482509736e-07
425.0,4.7248494820394707e-07
426.0,4.724849481521593e-07
427.0,4.724849480955326e-07
428.0,4.7248494803398943e-07
429.0,4.724849479674521e-07
430.0,4.7248494789584296e-07
431.0,4.7248494781908436e-07
432.0,4.724849477370988e-07
433.0,4.7248494764980853e-07
434.0,4.724849475571359e-07
435.0,4.724849474590034e-07
436.0,4.724849473553333e-07
437.0,4.72484947246048e-07
438.0,4.7248494713106983e-07
439.0,4.7248494701032115e-07
440.0,4.724849468837244e-07
441.0,4.724849467512019e-07
442.0,4.724849466126761e-07
443.0,4.7248494646806924e-07
444.0,4.724849463173038e-07
445.0,4.7248494616030205e-07
446.0,4.724849459969864e-07
447.0,4.7248494582727924e-07
448.0,4.7248494565110295e-07
449.0,4.7248494546837984e-07
450.0,4.7248494527903234e-07
451.0,4.7248494508298276e-07
452.0,4.724849448801535e-07
453.0,4.7248494467046696e-07
454.0,4.72484944523963e-07
455.0,4.7248494446949066e-07
456.0,4.724849444151923e-07
457.0,4.7248494436109416e-07
458.0,4.7248494430722234e-07
459.0,4.7248494425360314e-07
460.0,4.724849442002628e-07
461.0,4.724849441472275e-07
462.0,4.724849440945235e-07
463.0,4.7248494404217705e-07
464.0,4.724849439902144e-07
465.0,4.724849439386617e-07
466.0,4.7248494388754515e-07
467.0,4.7248494383689115e-07
468.0,4.7248494378672573e-07
469.0,4.7248494373707525e-07
470.0,4.724849436879659e-07
471.0,4.724849436394239e-07
472.0,4.724849435914755e-07
473.0,4.7248494354414687e-07
474.0,4.724849434974643e-07
475.0,4.7248494345145405e-07
476.0,4.724849434061422e-07
477.0,4.7248494336155516e-07
478.0,4.7248494331771903e-07
479.0,4.7248494327466006e-07
480.0,4.724849432324046e-07
481.0,4.7248494319097866e-07
482.0,4.7248494315040864e-07
483.0,4.724849431107207e-07
484.0,4.7248494307194115e-07
485.0,4.7248494303409603e-07
486.0,4.7248494299721177e-07
487.0,4.7248494296131457e-07
488.0,4.724849429264305e-07
489.0,4.72484942892586e-07
490.0,4.724849428598071e-07
491.0,4.724849428281201e-07
492.0,4.7248494279755133e-07
493.0,4.7248494276812694e-07
494.0,4.7248494273987315e-07
495.0,4.724849427128161e-07
496.0,4.7248494268698225e-07
497.0,4.724849426623976e-07
498.0,4.724849426390885e-07
499.0,4.724849426170811e-07
500.0,4.7248494259640176e-07
501.0,1.465004078234955e-05
502.0,1.5084158297554038e-05
503.0,1.539333921592304e-05
504.0,1.5595658178383593e-05
505.0,1.570686939951086e-05
506.0,1.574070264590452e-05
507.0,1.570915594840879e-05
508.0,1.562270544896192e-05
509.0,1.5490490462621687e-05
510.0,1.532047746624733e-05
511.0,1.5119593123928553e-05
512.0,1.4893866295039008e-05
513.0,1.4648526328088791e-05
514.0,1.4388077124585325e-05
515.0,1.4116420571281116e-05
516.0,1.3836907327287927e-05
517.0,1.355240690570111e-05
518.0,1.3265369233298844e-05
519.0,1.2977873911480936e-05
520.0,1.2691676784804544e-05
521.0,1.240825216784606e-05
522.0,1.2128820630921784e-05
523.0,1.1854395297114705e-05
524.0,1.1585802134872838e-05
525.0,1.1323700568768939e-05
526.0,1.1068605186802423e-05
527.0,1.082091488688305e-05
528.0,1.0580922915092943e-05
529.0,1.0348831207407665e-05
530.0,1.0124765028661985e-05
531.0,9.908783250827761e-06
532.0,9.700890887609883e-06
533.0,9.501043576547697e-06
534.0,9.30916009129382e-06
535.0,9.125123685646465e-06
536.0,8.948794690591112e-06
537.0,8.78000809643183e-06
538.0,8.618581719732264e-06
539.0,8.464321379051308e-06
540.0,8.317020381218708e-06
541.0,8.176465149735418e-06
542.0,8.042437055788072e-06
543.0,7.914713949254663e-06
544.0,7.79307239452082e-06
545.0,7.677287923056668e-06
546.0,7.567137528162285e-06
547.0,7.462400863804087e-06
548.0,7.362860800413043e-06
549.0,7.268304043090856e-06
550.0,7.178521558684734e-06
551.0,7.093309145665361e-06
552.0,7.012467815852995e-06
553.0,6.935804120546782e-06
554.0,6.86313062126117e-06
555.0,6.794265348544376e-06
556.0,6.729032021723475e-06
557.0,6.667256483845133e-06
558.0,6.60878663655601e-06
559.0,6.553459965133554e-06
560.0,6.501122558520055e-06
561.0,6.451629456999657e-06
562.0,6.404840863042011e-06
563.0,6.360623172811792e-06
564.0,6.318847508236835e-06
565.0,6.2793903909513845e-06
566.0,6.242133890279173e-06
567.0,6.206964800742884e-06
568.0,6.173775528486428e-06
569.0,6.142461572866727e-06
570.0,6.112926020228143e-06
571.0,6.085075079455148e-06
572.0,6.058820887951172e-06
573.0,6.0340779501886955e-06
574.0,6.010765170940991e-06
575.0,5.9888052795629105e-06
576.0,5.968124691977484e-06
577.0,5.948653504743589e-06
578.0,5.930325432319355e-06
579.0,5.913077406756337e-06
580.0,5.896849589653919e-06
581.0,5.8815852665441275e-06
582.0,5.867230361412272e-06
583.0,5.853733766552045e-06
584.0,5.8410470506308564e-06
585.0,5.82912415742852e-06
586.0,5.817921540555025e-06
587.0,5.807397937961609e-06
588.0,5.7975142764523415e-06
589.0,5.788233619873914e-06
590.0,5.779520974251984e-06
591.0,5.771343221858629e-06
592.0,5.763669126142171e-06
593.0,5.756469105410113e-06
594.0,5.749715179771037e-06
595.0,5.743381006832499e-06
596.0,5.737441647772623e-06
597.0,5.731873534044569e-06
598.0,5.726654469937521e-06
599.0,5.721763463712422e-06
600.0,5.717180797760357e-06
601.0,5.712887812137281e-06
602.0,5.708866977034105e-06
603.0,5.70510172090129e-06
604.0,5.701576624135195e-06
605.0,5.698276318428126e-06
606.0,5.695186834789797e-06
607.0,5.692295484684948e-06
608.0,5.689592102385728e-06
609.0,5.687063619191221e-06
610.0,5.6846986798557e-06
611.0,5.68248708478691e-06
612.0,5.68041955882816e-06
613.0,5.678486805300247e-06
614.0,5.676680334735219e-06
615.0,5.674992447404606e-06
616.0,5.673415296810624e-06
617.0,5.671941922649873e-06
618.0,5.67056619929937e-06
619.0,5.669281306265386e-06
620.0,5.668081239699107e-06
621.0,5.666960343409277e-06
622.0,5.665913796975027e-06
623.0,5.6649373353544725e-06
624.0,5.664025659370929e-06
625.0,5.663175018476133e-06
626.0,5.66238204655783e-06
627.0,5.661642328855555e-06
628.0,5.660952586945413e-06
629.0,5.660309880956523e-06
630.0,5.659710790445371e-06
631.0,5.65915245869562e-06
632.0,5.65863231022544e-06
633.0,5.658147636264627e-06
634.0,5.657696080458143e-06
635.0,5.657275513847349e-06
636.0,5.65688386056949e-06
637.0,5.656519016827733e-06
638.0,5.656179340902215e-06
639.0,5.655863248211853e-06
640.0,5.6555688995546605e-06
641.0,5.6552949308799765e-06
642.0,5.655040087678585e-06
643.0,5.654803056794432e-06
644.0,5.6545824445743945e-06
645.0,5.654377306841768e-06
646.0,5.654186674053098e-06
647.0,5.654009320975612e-06
648.0,5.65384445208866e-06
649.0,5.653691267617956e-06
650.0,5.65354893138948e-06
651.0,5.653416610150962e-06
652.0,5.653293698020253e-06
653.0,5.653179586464793e-06
654.0,5.653073575214124e-06
655.0,5.652975142846652e-06
656.0,5.65288376018817e-06
657.0,5.652798903266542e-06
658.0,5.6527201292331955e-06
659.0,5.652647002815731e-06
660.0,5.652579125198034e-06
661.0,5.652516142358892e-06
662.0,5.65245769339134e-06
663.0,5.6524034672964914e-06
664.0,5.652353176057978e-06
665.0,5.6523065165077475e-06
666.0,5.65226323898749e-06
667.0,5.65222310608573e-06
668.0,5.6521858731011355e-06
669.0,5.6521513631313855e-06
670.0,5.652119342913808e-06
671.0,5.652089668178184e-06
672.0,5.652062127361024e-06
673.0,5.652036607684625e-06
674.0,5.652012923893541e-06
675.0,5.65199097937068e-06
676.0,5.651970632696739e-06
677.0,5.651951771429003e-06
678.0,5.651934285264666e-06
679.0,5.6519180685553215e-06
680.0,5.6519030402764115e-06
681.0,5.651889098828577e-06
682.0,5.651876180986404e-06
683.0,5.651864195340752e-06
684.0,5.651853100828657e-06
685.0,5.651842808207146e-06
686.0,5.6518332581247146e-06
687.0,5.651824413634764e-06
688.0,5.651816199753202e-06
689.0,5.651808580531595e-06
690.0,5.651801516138901e-06
691.0,5.6517949479001184e-06
692.0,5.65178885962741e-06
693.0,5.651783205181504e-06
694.0,5.6517779468371626e-06
695.0,5.651773084329995e-06
696.0,5.6517685649087195e-06
697.0,5.6517643547803265e-06
698.0,5.651760434141383e-06
699.0,5.651756806878755e-06
700.0,5.651753427721685e-06
701.0,5.651750270682473e-06
702.0,5.651747329608039e-06
703.0,5.651744601169596e-06
704.0,5.651742052787438e-06
705.0,5.651739665215877e-06
706.0,5.6517374466281166e-06
707.0,5.651735370948563e-06
708.0,5.651733430064487e-06
709.0,5.651731607677595e-06
710.0,5.651729908099259e-06
711.0,5.6517283153751e-06
712.0,5.6517268187402925e-06
713.0,5.6517254116200506e-06
714.0,5.651724089196526e-06
715.0,5.651722843364574e-06
716.0,5.6517216578756005e-06
717.0,5.651720538541913e-06
718.0,5.651719483870794e-06
719.0,5.651718493761043e-06
720.0,5.651717569502972e-06
721.0,5.651716686315696e-06
722.0,5.651715844320163e-06
723.0,5.651715049638294e-06
724.0,5.651714301797293e-06
725.0,5.651713601022639e-06
726.0,5.6517129447404465e-06
727.0,5.651712312796177e-06
728.0,5.651711715392502e-06
729.0,5.651711151069757e-06
730.0,5.651710618619273e-06
731.0,5.651710117083374e-06
732.0,5.65170964085373e-06
733.0,5.651709186955664e-06
734.0,5.6517087559782105e-06
735.0,5.65170834636301e-06
736.0,5.651707956649172e-06
737.0,5.651707585420897e-06
738.0,5.651707230161511e-06
739.0,5.651706890230796e-06
740.0,5.651706564371364e-06
741.0,5.651706251405929e-06
742.0,5.651705950237301e-06
743.0,5.651705659848393e-06
744.0,5.651705381773069e-06
745.0,5.651705114193262e-06
746.0,5.651704856315537e-06
747.0,5.651704607481256e-06
748.0,5.651704367031785e-06
749.0,5.651704135617337e-06
750.0,5.6517039124417e-06
751.0,5.651703696728654e-06
752.0,5.6517034879715435e-06
753.0,5.65170328566371e-06
754.0,5.65170309021535e-06
755.0,5.651702901380183e-06
756.0,5.651702718398101e-06
757.0,5.651702540898574e-06
758.0,5.651702368511076e-06
759.0,5.65170220153238e-06
760.0,5.651702040194736e-06
761.0,5.651701883746492e-06
762.0,5.6517017319510216e-06
763.0,5.651701584571702e-06
764.0,5.6517014416567225e-06
765.0,5.651701303509512e-06
766.0,5.651701169539905e-06
767.0,5.6517010395760685e-06
768.0,5.6517009134461745e-06
769.0,5.65170079097839e-06
770.0,5.651700672179072e-06
771.0,5.651700557102848e-06
772.0,5.651700445416395e-06
773.0,5.651700336980988e-06
774.0,5.651700231657903e-06
775.0,5.651700129308418e-06
776.0,5.651700030046213e-06
777.0,5.651699933941126e-06
778.0,5.651699840685897e-06
779.0,5.651699750181243e-06
780.0,5.6516996623278774e-06
781.0,5.65169957702652e-06
782.0,5.6516994942720844e-06
783.0,5.6516994140117935e-06
784.0,5.65169933610031e-06
785.0,5.651699260450994e-06
786.0,5.651699186977208e-06
787.0,5.651699115592313e-06
788.0,5.651699046495229e-06
789.0,5.651698979622489e-06
790.0,5.651698914765302e-06
791.0,5.6516988518566355e-06
792.0,5.651698790829457e-06
793.0,5.651698731616734e-06
794.0,5.651698674151434e-06
795.0,5.651698618366523e-06
796.0,5.651698564374751e-06
797.0,5.65169851207226e-06
798.0,5.65169846134831e-06
799.0,5.651698412146179e-06
800.0,5.651698364409145e-06
801.0,5.651698318080487e-06
802.0,5.651698273103484e-06
803.0,5.651698229421413e-06
804.0,5.6516981872376714e-06
805.0,5.651698146386986e-06
806.0,5.651698106785138e-06
807.0,5.6516980683881535e-06
808.0,5.651698031152056e-06
809.0,5.651697995032868e-06
810.0,5.651697959986617e-06
811.0,5.651697925969323e-06
812.0,5.65169789313962e-06
813.0,5.6516978613357e-06
814.0,5.65169783051373e-06
815.0,5.651697800638361e-06
816.0,5.651697771674245e-06
817.0,5.651697743586032e-06
818.0,5.651697716338374e-06
819.0,5.651697689909061e-06
820.0,5.651697664487025e-06
821.0,5.651697639870938e-06
822.0,5.651697616031966e-06
823.0,5.651697592941275e-06
824.0,5.65169757057003e-06
825.0,5.6516975488894e-06
826.0,5.651697527870547e-06
827.0,5.651697507484638e-06
828.0,5.65169748770284e-06
829.0,5.651697468529191e-06
830.0,5.65169745011751e-06
831.0,5.6516974322930705e-06
832.0,5.651697415033332e-06
833.0,5.651697398315755e-06
834.0,5.6516973821178024e-06
835.0,5.651697366416933e-06
836.0,5.65169735119061e-06
837.0,5.651697336416295e-06
838.0,5.651697322071447e-06
839.0,5.651697308182232e-06
840.0,5.651697294860091e-06
841.0,5.6516972819635925e-06
842.0,5.651697269475919e-06
843.0,5.651697257380248e-06
844.0,5.651697245659757e-06
845.0,5.65169723429763e-06
846.0,5.651697223277043e-06
847.0,5.651697212581176e-06
848.0,5.651697202193208e-06
849.0,5.651697192308935e-06
850.0,5.6516971826170895e-06
851.0,5.6516971732502985e-06
852.0,5.651697164192583e-06
853.0,5.651697155428423e-06
854.0,5.651697146942751e-06
855.0,5.651697138720961e-06
856.0,5.6516971307488966e-06
857.0,5.651697123012863e-06
858.0,5.651697115499621e-06
859.0,5.65169710823914e-06
860.0,5.65169710125017e-06
861.0,5.651697094476777e-06
862.0,5.651697087910935e-06
863.0,5.6516970815452295e-06
864.0,5.651697075372851e-06
865.0,5.651697069387608e-06
866.0,5.651697063583916e-06
867.0,5.651697057956802e-06
868.0,5.651697052501903e-06
869.0,5.651697047215469e-06
870.0,5.6516970420943575e-06
871.0,5.651697037136041e-06
872.0,5.651697032331085e-06
873.0,5.6516970276158725e-06
874.0,5.651697023038895e-06
875.0,5.651697018597668e-06
876.0,5.651697014290203e-06
877.0,5.651697010115014e-06
878.0,5.651697006071114e-06
879.0,5.651697002158018e-06
880.0,5.651696998375736e-06
881.0,5.651696994724782e-06
882.0,5.651696991206168e-06
883.0,5.651696987821406e-06
884.0,5.651696984572507e-06
885.0,5.651696981461983e-06
886.0,5.651696978359313e-06
887.0,5.651696975323238e-06
888.0,5.651696972384279e-06
889.0,5.651696969541183e-06
890.0,5.6516969667929396e-06
891.0,5.651696964138778e-06
892.0,5.651696961578167e-06
893.0,5.651696959110818e-06
894.0,5.651696956736685e-06
895.0,5.65169695445596e-06
896.0,5.651696952269078e-06
897.0,5.6516969501767146e-06
898.0,5.651696948179785e-06
899.0,5.6516969462319e-06
900.0,5.65169694430425e-06
901.0,5.651696942444303e-06
902.0,5.651696940650309e-06
903.0,5.651696938920595e-06
904.0,5.651696937253565e-06
905.0,5.651696935647697e-06
906.0,5.651696934101546e-06
907.0,5.6516969326137405e-06
908.0,5.651696931182986e-06
909.0,5.651696929808065e-06
910.0,5.6516969284878345e-06
