Time,PPase,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,TGFb_c,R_act,R,R_inact,SB,kin,kex,kphos,kdephos,kin_CIF,kon,koff,CIF,K_diss,kon_SB,koff_SB,k_TGFb,K_dissSB,ntoN,SB_0,SB_add,t_SB,nucleus,cytosol,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26
5.55,1.0,28.51481803271657,1.5458291351046645e-05,28.51481803271657,1.5458291351046648e-05,1.6207207910257973e-10,1.4760874574031904e-05,50.78093378525708,1.6207207910257973e-10,1.4760874574031908e-05,1.6207207910257976e-10,5.032330554114462e-09,0.0002674176912909843,50.78048851348024,60.58806885274426,0.0015483225435053026,60.58806885274426,0.0015483225435053026,5.032330554114461e-09,0.0002674176912909843,5.032330554114462e-09,0.0659999824780232,0.02682608797680097,0.973173912023199,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.6404616366855102e-18,5.4108454468171955e-19,8.986778211963256e-18,1.489490877511364e-15,3.185537147369321e-16,1.2076170250955565e-18,8.994535776257325e-18,1.6926134164281218e-22,9.826230523437016e-21,-2.1536469283813416e-24,1.0150516974459918e-19,1.0823608308674343e-14,0.0,1.489490877511364e-15,1.0150516974459919e-19,5.4108454468171955e-19,8.986778211963256e-18,9.826230523437016e-21,-2.153646928381342e-24,9.826230523437016e-21,-2.1536469283813416e-24,3.185537147369321e-16,1.2076170250955567e-18,1.6926134164281218e-22,1.6926134164281216e-22,8.994535776257325e-18
5.5600000000000005,1.0,28.51481803894986,1.5535184717582534e-05,28.51481803894986,1.5535184717582538e-05,1.637502153364587e-10,1.4863153426355267e-05,50.7809337345632,1.637502153364587e-10,1.486315342635527e-05,1.6375021533645872e-10,5.075011616582297e-09,0.000268783569092882,50.780485713943264,60.588062282981845,0.0015534446214222355,60.588062282981845,0.0015534446214222355,5.075011616582297e-09,0.000268783569092882,5.075011616582297e-09,0.0659999824780232,0.026873767902612544,0.9731262320973875,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.656762276243666e-18,5.020473141080184e-19,9.016183277592315e-18,1.4921380944371448e-15,3.195900410170979e-16,1.2131623358197376e-18,9.04047677849938e-18,1.7069690987871432e-22,9.891012393794419e-21,-2.1761138067913166e-24,1.0201008157768678e-19,1.0823078014104386e-14,0.0,1.4921380944371448e-15,1.0201008157768679e-19,5.020473141080184e-19,9.016183277592315e-18,9.891012393794419e-21,-2.1761138067913166e-24,9.891012393794419e-21,-2.1761138067913166e-24,3.195900410170979e-16,1.2131623358197382e-18,1.7069690987871432e-22,1.7069690987871432e-22,9.04047677849938e-18
5.57,1.0,28.514818044797515,1.5612311752181303e-05,28.514818044797515,1.5612311752181306e-05,1.6544252833137428e-10,1.4965947938325015e-05,50.78093368359501,1.6544252833137428e-10,1.4965947938325017e-05,1.654425283313743e-10,5.117972391521675e-09,0.0002701538124162659,50.78048290534175,60.58805570173007,0.0015585736620928675,60.58805570173007,0.0015585736620928675,5.117972391521674e-09,0.00027015381241626596,5.117972391521675e-09,0.0659999824780232,0.026921445492381908,0.9730785545076182,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.673115041862416e-18,4.629468106293185e-19,9.04562668813322e-18,1.494785180799033e-15,3.2062768476511304e-16,1.218721220361928e-18,9.086564614105378e-18,1.7214188618264742e-22,9.956093794872948e-21,-2.1987723443724262e-24,1.0251652776640579e-19,1.0822547745515812e-14,0.0,1.494785180799033e-15,1.0251652776640581e-19,4.629468106293185e-19,9.04562668813322e-18,9.956093794872948e-21,-2.1987723443724266e-24,9.956093794872948e-21,-2.1987723443724262e-24,3.2062768476511304e-16,1.2187212203619282e-18,1.7214188618264742e-22,1.721418861826474e-22,9.086564614105379e-18
5.58,1.0,28.51481805025892,1.568967268723094e-05,28.51481805025892,1.5689672687230942e-05,1.6714911044108246e-10,1.506925971444444e-05,50.78093363235172,1.6714911044108246e-10,1.5069259714444443e-05,1.6714911044108248e-10,5.161214159710444e-09,0.0002715284264151748,50.78048008766434,60.588049108989814,0.001563709658968073,60.588049108989814,0.001563709658968073,5.161214159710443e-09,0.0002715284264151748,5.161214159710444e-09,0.0659999824780232,0.026969120746223523,0.9730308792537765,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.6895199961962488e-18,4.237830472208038e-19,9.075108401821563e-18,1.4974321366019424e-15,3.2166664440437395e-16,1.2242936747547054e-18,9.132799456430288e-18,1.7359631363329537e-22,1.002147548925627e-20,-2.2216238064887763e-24,1.0302450983670636e-19,1.082201750290735e-14,0.0,1.4974321366019422e-15,1.0302450983670638e-19,4.237830472208038e-19,9.075108401821561e-18,1.002147548925627e-20,-2.2216238064887763e-24,1.002147548925627e-20,-2.2216238064887763e-24,3.2166664440437395e-16,1.2242936747547056e-18,1.7359631363329537e-22,1.7359631363329535e-22,9.132799456430288e-18
5.59,1.0,28.51481805533346,1.5767267754736094e-05,28.51481805533346,1.5767267754736094e-05,1.6887005443727032e-10,1.5173090360890823e-05,50.780933580832546,1.6887005443727032e-10,1.5173090360890826e-05,1.6887005443727034e-10,5.204738205143141e-09,0.000272907416235983,50.780477260899666,60.5880425047619,0.0015688526055058262,60.5880425047619,0.0015688526055058262,5.2047382051431404e-09,0.000272907416235983,5.204738205143141e-09,0.0659999824780232,0.02701679366425184,0.9729832063357481,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.7059772019501402e-18,3.845560364537618e-19,9.104628376939874e-18,1.5000789618507841e-15,3.22706918360059e-16,1.2298796949680612e-18,9.17918147857129e-18,1.7506023541753465e-22,1.0087158239593671e-20,-2.2446694643457305e-24,1.0353402931202154e-19,1.0821487286277725e-14,0.0,1.5000789618507841e-15,1.0353402931202154e-19,3.845560364537618e-19,9.104628376939874e-18,1.0087158239593671e-20,-2.2446694643457305e-24,1.0087158239593671e-20,-2.2446694643457305e-24,3.22706918360059e-16,1.2298796949680612e-18,1.7506023541753465e-22,1.7506023541753462e-22,9.17918147857129e-18
5.6000000000000005,1.0,28.514818060020517,1.5845097180693632e-05,28.514818060020517,1.5845097180693632e-05,1.706054538751009e-10,1.527744149662183e-05,50.78093352903667,1.7060545387510084e-10,1.5277441496621833e-05,1.706054538751009e-10,5.2485457848198034e-09,0.0002742907869929609,50.78047442503643,60.588035889047205,0.0015740024951932342,60.588035889047205,0.0015740024951932342,5.248545784819803e-09,0.00027429078699296093,5.248545784819804e-09,0.0659999824780232,0.027064464246581297,0.9729355357534186,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.722486721425169e-18,3.4526579140435085e-19,9.134186572019138e-18,1.5027256565504715e-15,3.237485050646866e-16,1.2354792762063747e-18,9.225710852545752e-18,1.7653369381428757e-22,1.0153142809984663e-20,-2.2679106011650043e-24,1.0404508767633486e-19,1.0820957095625668e-14,0.0,1.5027256565504715e-15,1.0404508767633486e-19,3.4526579140435085e-19,9.134186572019138e-18,1.0153142809984663e-20,-2.2679106011650043e-24,1.0153142809984663e-20,-2.2679106011650036e-24,3.237485050646866e-16,1.2354792762063747e-18,1.765336938142876e-22,1.7653369381428755e-22,9.225710852545755e-18
5.61,1.0,28.514818064319474,1.592316117277966e-05,28.514818064319474,1.5923161172779665e-05,1.7235540389215439e-10,1.5382314777690597e-05,50.78093347696327,1.7235540389215433e-10,1.53823147776906e-05,1.7235540389215436e-10,5.29263806261557e-09,0.0002756785437147653,50.780471580063484,60.58802926184657,0.0015791593215947722,60.58802926184657,0.0015791593215947722,5.292638062615569e-09,0.00027567854371476533,5.29263806261557e-09,0.0659999824780232,0.027112132493326332,0.9728878675066737,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.739048615761211e-18,3.0591232474483254e-19,9.163782946279976e-18,1.505372220705916e-15,3.2479140297028706e-16,1.2410924113693546e-18,9.272387747491454e-18,1.7801672797024084e-22,1.0219429969019328e-20,-2.291348525695568e-24,1.0455768629332864e-19,1.0820426930949906e-14,0.0,1.505372220705916e-15,1.0455768629332865e-19,3.0591232474483254e-19,9.163782946279976e-18,1.0219429969019328e-20,-2.2913485256955675e-24,1.0219429969019328e-20,-2.291348525695567e-24,3.2479140297028706e-16,1.241092411369355e-18,1.7801672797024084e-22,1.7801672797024082e-22,9.272387747491456e-18
5.62,1.0,28.514818068229715,1.6001459987028517e-05,28.514818068229715,1.600145998702852e-05,1.7411999688891105e-10,1.5487711765564584e-05,50.78093342461159,1.74119996888911e-10,1.5487711765564587e-05,1.7411999688891102e-10,5.337016467359128e-09,0.00027707069163423624,50.780468725969314,60.588022623160846,0.0015843230780910429,60.588022623160846,0.0015843230780910429,5.337016467359127e-09,0.00027707069163423624,5.337016467359128e-09,0.0659999824780232,0.027159798404601372,0.9728402015953985,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.7556629487234706e-18,2.6649564939990393e-19,9.193417457243324e-18,1.5080186543220297e-15,3.258356104824863e-16,1.2467190993866971e-18,9.319212339413829e-18,1.7950938594373603e-22,1.0286020473329787e-20,-2.314984499200974e-24,1.0507182684422418e-19,1.0819896792249162e-14,0.0,1.50801865432203e-15,1.050718268442242e-19,2.6649564939990393e-19,9.193417457243324e-18,1.0286020473329787e-20,-2.314984499200973e-24,1.0286020473329788e-20,-2.3149844992009727e-24,3.258356104824863e-16,1.2467190993866977e-18,1.7950938594373603e-22,1.7950938594373598e-22,9.319212339413829e-18
5.63,1.0,28.51481807175062,1.607999385369246e-05,28.51481807175062,1.6079993853692462e-05,1.7589932733393394e-10,1.5593634073539674e-05,50.78093337198084,1.7589932733393389e-10,1.5593634073539674e-05,1.7589932733393394e-10,5.381682294672176e-09,0.0002784672358661812,50.78046586274263,60.58801597299091,0.0015894937581692433,60.58801597299091,0.0015894937581692433,5.3816822946721755e-09,0.0002784672358661812,5.381682294672177e-09,0.0659999824780232,0.027207461980520844,0.9727925380194792,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.7723297825625396e-18,2.270157782942621e-19,9.223090063387088e-18,1.5106649574037255e-15,3.268811260337962e-16,1.2523593359508184e-18,9.366184800348309e-18,1.8101171131272663e-22,1.0352915085863197e-20,-2.338819816656073e-24,1.0558751084094762e-19,1.0819366679522168e-14,0.0,1.5106649574037255e-15,1.0558751084094764e-19,2.270157782942621e-19,9.223090063387088e-18,1.0352915085863197e-20,-2.3388198166560727e-24,1.0352915085863197e-20,-2.338819816656072e-24,3.268811260337962e-16,1.252359335950819e-18,1.8101171131272666e-22,1.810117113127266e-22,9.366184800348309e-18
5.64,1.0,28.51481807488158,1.615876300263991e-05,28.51481807488158,1.6158763002639914e-05,1.7769349011922986e-10,1.5700083316581795e-05,50.7809333190702,1.7769349011922978e-10,1.5700083316581795e-05,1.7769349011922983e-10,5.426636843358685e-09,0.000279868181517762,50.780462990372136,60.58800931133758,0.001594671355323654,60.58800931133758,0.001594671355323654,5.426636843358684e-09,0.00027986818151776204,5.426636843358685e-09,0.0659999824780232,0.027255123221199166,0.972744876778801,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.7890491795290098e-18,1.8747272394870733e-19,9.252800723236005e-18,1.5133111299559144e-15,3.279279480585053e-16,1.2580131166915614e-18,9.41330530207317e-18,1.825237477622012e-22,1.0420114569622238e-20,-2.3628557789582523e-24,1.0610473979290468e-19,1.081883659276765e-14,0.0,1.5133111299559144e-15,1.0610473979290471e-19,1.8747272394870733e-19,9.252800723236005e-18,1.0420114569622238e-20,-2.3628557789582512e-24,1.0420114569622238e-20,-2.362855778958251e-24,3.279279480585053e-16,1.258013116691562e-18,1.825237477622012e-22,1.8252374776220115e-22,9.413305302073174e-18
5.65,1.0,28.51481807762197,1.62377676633567e-05,28.51481807762197,1.6237767663356704e-05,1.7950258056126398e-10,1.580706111132346e-05,50.78093326587891,1.7950258056126393e-10,1.580706111132346e-05,1.7950258056126398e-10,5.471881415405289e-09,0.00028127353368850443,50.78046010884656,60.58800263820174,0.001599855863055632,60.58800263820174,0.001599855863055632,5.471881415405288e-09,0.0002812735336885045,5.47188141540529e-09,0.0659999824780232,0.027302782126750753,0.9726972178732491,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.8058212017724988e-18,1.4786649948988508e-19,9.282549395361603e-18,1.5159571719835099e-15,3.289760749926784e-16,1.2636804371763697e-18,9.460574016109855e-18,1.8404553908419647e-22,1.0487619687662793e-20,-2.3870936929421597e-24,1.066235152069888e-19,1.081830653198433e-14,0.0,1.5159571719835099e-15,1.0662351520698883e-19,1.4786649948988508e-19,9.282549395361603e-18,1.0487619687662793e-20,-2.3870936929421597e-24,1.0487619687662793e-20,-2.3870936929421586e-24,3.289760749926784e-16,1.26368043717637e-18,1.840455390841965e-22,1.8404553908419645e-22,9.460574016109858e-18
5.66,1.0,28.514818079971175,1.6317008064947307e-05,28.514818079971175,1.6317008064947313e-05,1.813266944019742e-10,1.5914569076060255e-05,50.78093321240614,1.8132669440197416e-10,1.591456907606026e-05,1.8132669440197418e-10,5.517417315981663e-09,0.00028268329747030744,50.78045721815465,60.587995953584226,0.0016050472748735992,60.587995953584226,0.0016050472748735992,5.517417315981662e-09,0.0002826832974703075,5.5174173159816635e-09,0.0659999824780232,0.02735043869729001,0.97264956130271,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.8226459112911627e-18,1.0819711769103114e-19,9.312336038382106e-18,1.5186030834914227e-15,3.3002550527415237e-16,1.2693612929104578e-18,9.507991113723272e-18,1.8557712917781007e-22,1.0555431203091533e-20,-2.411534871394427e-24,1.0714383858758934e-19,1.0817776497170944e-14,0.0,1.5186030834914227e-15,1.0714383858758938e-19,1.0819711769103114e-19,9.312336038382106e-18,1.0555431203091533e-20,-2.411534871394426e-24,1.0555431203091533e-20,-2.4115348713944257e-24,3.3002550527415237e-16,1.2693612929104583e-18,1.855771291778101e-22,1.8557712917781004e-22,9.507991113723273e-18
5.67,1.0,28.514818081928585,1.639648443613614e-05,28.514818081928585,1.6396484436136144e-05,1.831659278097866e-10,1.6022608830747465e-05,50.780933158651116,1.8316592780978654e-10,1.6022608830747468e-05,1.8316592780978656e-10,5.563245853440935e-09,0.00028409747794745334,50.78045431828515,60.587989257485894,0.0016102455842930377,60.587989257485894,0.0016102455842930377,5.5632458534409346e-09,0.0002840974779474534,5.563245853440936e-09,0.0659999824780232,0.027398092932931346,0.9726019070670687,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.839523370184132e-18,6.846459117391998e-20,9.342160610962398e-18,1.5212488644845656e-15,3.3107623734253576e-16,1.2750556793369858e-18,9.555556765922148e-18,1.8711856204921438e-22,1.0623549879063643e-20,-2.4361806330684075e-24,1.0766571143659999e-19,1.0817246488326217e-14,0.0,1.5212488644845656e-15,1.0766571143660001e-19,6.846459117391998e-20,9.342160610962398e-18,1.0623549879063643e-20,-2.4361806330684068e-24,1.0623549879063643e-20,-2.4361806330684068e-24,3.3107623734253576e-16,1.2750556793369858e-18,1.871185620492144e-22,1.8711856204921436e-22,9.555556765922149e-18
5.68,1.0,28.514818083493584,1.647619700526877e-05,28.514818083493584,1.6476197005268777e-05,1.850203773806296e-10,1.613118199699652e-05,50.78093310461303,1.8502037738062951e-10,1.6131181996996523e-05,1.8502037738062957e-10,5.609368339320062e-09,0.0002855160801966168,50.78045140922685,60.5879825499076,0.0016154507848364782,60.5879825499076,0.0016154507848364782,5.609368339320061e-09,0.00028551608019661685,5.609368339320062e-09,0.0659999824780232,0.02744574483378915,0.9725542551662109,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.8564536400456666e-18,2.866893291373578e-20,9.37202307181393e-18,1.5238945149678507e-15,3.3212826963920564e-16,1.2807635918372309e-18,9.603271143459331e-18,1.8866988181166913e-22,1.0691976478780435e-20,-2.4610323026988987e-24,1.0818913525342679e-19,1.0816716505448873e-14,0.0,1.5238945149678507e-15,1.0818913525342684e-19,2.866893291373578e-20,9.37202307181393e-18,1.0691976478780435e-20,-2.4610323026988973e-24,1.0691976478780435e-20,-2.461032302698897e-24,3.3212826963920564e-16,1.2807635918372314e-18,1.8866988181166913e-22,1.886698818116691e-22,9.603271143459333e-18
5.69,1.0,28.514818084665546,1.6556146000313204e-05,28.514818084665546,1.6556146000313207e-05,1.8689014013894901e-10,1.6240290198071587e-05,50.780933050291075,1.8689014013894896e-10,1.624029019807159e-05,1.8689014013894901e-10,5.655786088340222e-09,0.0002869391092868749,50.78044849096851,60.5879758308502,0.0016206628700334929,60.5879758308502,0.0016206628700334929,5.65578608834022e-09,0.00028693910928687496,5.655786088340222e-09,0.0659999824780232,0.02749339439997782,0.9725066056000222,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.873436782823435e-18,-1.1189844164824399e-20,9.401923379694665e-18,1.52654003494619e-15,3.331816006073057e-16,1.286485025730762e-18,9.651134416832124e-18,1.902311326855347e-22,1.0760711765487043e-20,-2.4860912110168742e-24,1.087141115349966e-19,1.0816186548537645e-14,0.0,1.52654003494619e-15,1.0871411153499663e-19,-1.1189844164824399e-20,9.401923379694665e-18,1.0760711765487043e-20,-2.4860912110168742e-24,1.0760711765487045e-20,-2.4860912110168735e-24,3.331816006073057e-16,1.2864850257307621e-18,1.902311326855347e-22,1.9023113268553465e-22,9.651134416832125e-18
5.7,1.0,28.514818085443864,1.6636331648861085e-05,28.514818085443864,1.663633164886109e-05,1.8877531353872213e-10,1.6349935058886056e-05,50.78093299568447,1.8877531353872207e-10,1.634993505888606e-05,1.8877531353872213e-10,5.702500418407194e-09,0.000288366570279716,50.78044556349894,60.58796910031454,0.001625881833420686,60.58796910031454,0.001625881833420686,5.702500418407193e-09,0.00028836657027971605,5.702500418407194e-09,0.0659999824780232,0.02754104163161173,0.9724589583683882,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.8904728602126715e-18,-5.1111727439986066e-20,9.431861493409017e-18,1.529185424424495e-15,3.3423622869174407e-16,1.2922199762756051e-18,9.699146756282583e-18,1.918023589982848e-22,1.082975650247009e-20,-2.5113586947642096e-24,1.0924064177576494e-19,1.0815656617591257e-14,0.0,1.529185424424495e-15,1.0924064177576496e-19,-5.1111727439986066e-20,9.431861493409017e-18,1.082975650247009e-20,-2.5113586947642092e-24,1.082975650247009e-20,-2.511358694764209e-24,3.3423622869174407e-16,1.2922199762756055e-18,1.918023589982848e-22,1.9180235899828478e-22,9.699146756282585e-18
5.71,1.0,28.514818085827923,1.671675417812903e-05,28.514818085827923,1.6716754178129033e-05,1.9067599546447337e-10,1.6460118205999122e-05,50.780932940792404,1.9067599546447332e-10,1.6460118205999125e-05,1.9067599546447337e-10,5.7495126506117716e-09,0.0002897984682290502,50.780442626806945,60.58796235830147,0.0016311076685416861,60.58796235830147,0.0016311076685416861,5.749512650611771e-09,0.0002897984682290502,5.7495126506117716e-09,0.0659999824780232,0.027588686528805268,0.9724113134711947,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.907561933757148e-18,-9.109670408802635e-20,9.461837371807773e-18,1.5318306834076777e-15,3.3529215233919113e-16,1.297968438668427e-18,9.747308331797876e-18,1.9338360518452036e-22,1.0899111453055378e-20,-2.5368360967084225e-24,1.0976872746772468e-19,1.0815126712608438e-14,0.0,1.531830683407678e-15,1.097687274677247e-19,-9.109670408802635e-20,9.461837371807773e-18,1.0899111453055378e-20,-2.536836096708422e-24,1.0899111453055378e-20,-2.5368360967084214e-24,3.3529215233919113e-16,1.2979684386684275e-18,1.9338360518452036e-22,1.9338360518452034e-22,9.747308331797876e-18
5.72,1.0,28.514818085817105,1.6797413814959816e-05,28.514818085817105,1.679741381495982e-05,1.925922842322883e-10,1.6570841267612297e-05,50.78093288561407,1.9259228423228827e-10,1.65708412676123e-05,1.925922842322883e-10,5.796824109230132e-09,0.00029123480818121815,50.78043968088136,60.58795560481185,0.0016363403689471365,60.58795560481185,0.0016363403689471365,5.796824109230131e-09,0.00029123480818121815,5.796824109230132e-09,0.0659999824780232,0.027636329091672802,0.9723636709083272,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.92470406495015e-18,-1.3114476128522237e-19,9.491850973788026e-18,1.5344758119006505e-15,3.3634936999807735e-16,1.3037304080446985e-18,9.79561931311057e-18,1.9497491578598208e-22,1.0968777380605574e-20,-2.5625247656573986e-24,1.1029837010041398e-19,1.0814596833587918e-14,0.0,1.5344758119006505e-15,1.10298370100414e-19,-1.3114476128522237e-19,9.491850973788026e-18,1.0968777380605574e-20,-2.5625247656573986e-24,1.0968777380605574e-20,-2.5625247656573982e-24,3.3634936999807735e-16,1.3037304080446985e-18,1.9497491578598208e-22,1.9497491578598206e-22,9.79561931311057e-18
5.73,1.0,28.51481808541079,1.6878310785823664e-05,28.51481808541079,1.6878310785823668e-05,1.9452427859082887e-10,1.6682105873565954e-05,50.780932830148686,1.9452427859082881e-10,1.6682105873565957e-05,1.9452427859082884e-10,5.84443612172424e-09,0.0002926755951750012,50.78043672571102,60.58794883984653,0.0016415799281946889,60.58794883984653,0.0016415799281946889,5.844436121724238e-09,0.00029267559517500124,5.84443612172424e-09,0.0659999824780232,0.027683969320328718,0.9723160306796712,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.941899315385937e-18,-1.7125588600590287e-19,9.521902258293126e-18,1.5371208099083256e-15,3.3740788011859146e-16,1.309505879478871e-18,9.844079869698976e-18,1.9657633545156386e-22,1.1038755048517936e-20,-2.5884260564741305e-24,1.1082957116092464e-19,1.0814066980528422e-14,0.0,1.5371208099083256e-15,1.1082957116092466e-19,-1.7125588600590287e-19,9.521902258293126e-18,1.1038755048517936e-20,-2.5884260564741294e-24,1.1038755048517936e-20,-2.5884260564741294e-24,3.3740788011859146e-16,1.3095058794788711e-18,1.9657633545156386e-22,1.965763354515638e-22,9.844079869698977e-18
5.74,1.0,28.514818084608375,1.695944531681947e-05,28.514818084608375,1.6959445316819472e-05,1.9647207772234715e-10,1.6793913655335826e-05,50.78093277439543,1.9647207772234707e-10,1.679391365533583e-05,1.9647207772234713e-10,5.892350018742214e-09,0.00029412083424163024,50.78043376128477,60.58794206340637,0.0016468263398489902,60.58794206340637,0.0016468263398489902,5.892350018742213e-09,0.0002941208342416303,5.892350018742214e-09,0.0659999824780232,0.02773160721488736,0.9722683927851126,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,-2.9591477462548714e-18,-2.1143006577975464e-19,9.551991184312586e-18,1.5397656774356145e-15,3.384676811526772e-16,1.3152948479845472e-18,9.89269017078745e-18,1.981879089373253e-22,1.1109045220221968e-20,-2.614541330091437e-24,1.113623321339102e-19,1.0813537153428679e-14,0.0,1.5397656774356145e-15,1.1136233213391022e-19,-2.1143006577975464e-19,9.551991184312586e-18,1.1109045220221968e-20,-2.6145413300914363e-24,1.1109045220221968e-20,-2.614541330091436e-24,3.384676811526772e-16,1.3152948479845474e-18,1.981879089373253e-22,1.9818790893732522e-22,9.892690170787454e-18
