Time,s1,s19,s3,s4,s16,s17,s5,s42,s2,s45,default,re3,re2,re4,re5,re8,re1,re14
0.43,2.0400911254692334e-06,3.6730832151614473e-06,0.0,2.7839028092213283e-09,7.123123196189922e-06,2.8768768037542394e-06,0.0,2.1201759153303674e-06,2.3544708949579137e-07,5.583435294725224e-17,1.0,2.556465917752367e-07,8.405461094999752e-06,9.816486413943996e-08,2.5631411699292373e-07,7.884012755714802e-13,7.535764675357582e-06,1.4321481555392695e-16
0.44,1.9661082934631483e-06,3.7521854954169954e-06,0.0,1.949192961763598e-09,7.120835018093463e-06,2.8791649818492672e-06,0.0,2.118722440445172e-06,2.2690878072894663e-07,5.72664123305789e-17,1.0,2.611521104810229e-07,8.100643472023395e-06,7.021184216542335e-08,2.0318016232062384e-07,5.52011446771451e-13,7.2624841120977225e-06,1.431969963776091e-16
0.45,1.8948084101210517e-06,3.828481261714862e-06,0.0,1.3546164753730265e-09,7.119025578639322e-06,2.8809744213019756e-06,0.0,2.117507572847355e-06,2.1868009225366814e-07,5.869829171263607e-17,1.0,2.664622958153544e-07,7.806879293455953e-06,4.9786788410648296e-08,1.6025842788291246e-07,3.836273858256411e-13,6.999113931287731e-06,1.4317882806438835e-16
0.46,1.8260941796659125e-06,3.902015460763403e-06,0.0,9.346620786995752e-10,7.117601606237293e-06,2.8823983937025725e-06,0.0,2.116503551635189e-06,2.107498009961352e-07,6.012998796164425e-17,1.0,2.715802760691328e-07,7.5237678955620275e-06,3.501183246408003e-08,1.2581737853585407e-07,2.646963006877197e-13,6.745294736125862e-06,1.4316038027128263e-16
0.47,1.7598718347174714e-06,3.97284569850209e-06,0.0,6.404476544162089e-10,7.116485999277229e-06,2.8835140006612057e-06,0.0,2.1156821568939874e-06,2.0310708932606107e-07,6.156149857807213e-17,1.0,2.765100606157454e-07,7.2509230889403804e-06,2.442623720604661e-08,9.835319223085482e-08,1.8137477573067035e-13,6.5006801637495695e-06,1.4314171013081314e-16
0.48,1.696051008331805e-06,4.041038582650851e-06,0.0,4.359280465444561e-10,7.115615598177561e-06,2.8843844017594416e-06,0.0,2.115016273895743e-06,1.9574153082095227e-07,6.299282157914097e-17,1.0,2.812562853524992e-07,6.987972650307997e-06,1.6911379731319326e-08,7.65789683602848e-08,1.2345482278138997e-13,6.264936412385268e-06,1.4312286416158556e-16
0.49,1.6345446106830461e-06,4.106666779395725e-06,0.0,2.9481974092828674e-10,7.114939095682233e-06,2.8850609042533393e-06,0.0,2.114480878683746e-06,1.8864307640985898e-07,6.442395540139353e-17,1.0,2.858240078459425e-07,6.734557827831966e-06,1.1622973785410393e-08,5.940801142216817e-08,8.349295063089081e-14,6.037741785699864e-06,1.431038799759847e-16
0.5,1.5752687102175022e-06,4.169806700695312e-06,0.0,1.981592252644168e-10,7.1144151333987126e-06,2.885584866535429e-06,0.0,2.114053576226522e-06,1.8180204091833212e-07,6.585489881930734e-17,1.0,2.902185463683937e-07,6.490332860784457e-06,7.932342386996705e-09,4.5933682161036055e-08,5.6118692594882836e-14,5.818786253712574e-06,1.4308478778367194e-16
0.51,1.51814241911914e-06,4.230536727549052e-06,0.0,1.324006280675705e-10,7.1140106090092604e-06,2.88598939092345e-06,0.0,2.11371480997221e-06,1.752090900313539e-07,6.728565087796417e-17,1.0,2.94445356237414e-07,6.254964514119335e-06,5.377206909988021e-09,3.540779440290966e-08,3.749585786873597e-14,5.607771029659957e-06,1.430656116965929e-16
0.52,1.46308778292874e-06,4.288935875883466e-06,0.0,8.795948216071866e-11,7.113699200046837e-06,2.8863007998844424e-06,0.0,2.1134478418477976e-06,1.6885522768163826e-07,6.871621083780764e-17,1.0,2.985099369614892e-07,6.0281316282344866e-06,3.6216247551670846e-09,2.7218996089737436e-08,2.4910125347915523e-14,5.404408162222705e-06,1.4304637084724974e-16
0.53,1.410029674166525e-06,4.345082817249651e-06,0.0,5.8114929065480653e-11,7.113460099764319e-06,2.8865399001655303e-06,0.0,2.1132385859143526e-06,1.627317838605625e-07,7.014657812971856e-17,1.0,3.0241776408057567e-07,5.809524683822082e-06,2.424136125197782e-09,2.087220819247052e-08,1.6458147911344122e-14,5.208420142554328e-06,1.4302708033423212e-16
0.54,1.3588956898125898e-06,4.399055178101747e-06,0.0,3.819420349590364e-11,7.113276950307765e-06,2.8867230496206552e-06,0.0,2.1130753570489026e-06,1.5683040284824866e-07,7.157675231874761e-17,1.0,3.0617424039588157e-07,5.598845381682478e-06,1.6129767231564168e-09,1.596974772556756e-08,1.081659843003991e-14,5.019539525569019e-06,1.4300775201280438e-16
0.55,1.309616052505328e-06,4.450929052973907e-06,0.0,2.4974736372027614e-11,7.1131369546628055e-06,2.8868630452641836e-06,0.0,2.112948580782906e-06,1.511430318536799e-07,7.300673307505644e-17,1.0,3.0978466208698386e-07,5.395806237176373e-06,1.0671434852027697e-09,1.219449951299123e-08,7.07284534055822e-15,4.837508564969814e-06,1.4298839514855816e-16
0.56,1.2621235153231975e-06,4.500778678847597e-06,0.0,1.6251153627593743e-11,7.113030146127129e-06,2.8869698537984313e-06,0.0,2.1128504957724557e-06,1.4566191005551535e-07,7.443652015078944e-17,1.0,3.132541960477927e-07,5.200130188981899e-06,7.021713192360067e-10,9.295261806696099e-09,4.602326707334548e-15,4.6620788615175e-06,1.4296901695243975e-16
0.57,1.21635327001922e-06,4.548676228772539e-06,0.0,1.0525188971693099e-11,7.112948793442151e-06,2.8870512064819788e-06,0.0,2.1127748690147893e-06,1.4037955803229385e-07,7.586611336177231e-17,1.0,3.165878655225687e-07,5.0115502217528905e-06,4.5960649803724113e-10,7.074226416159781e-09,2.9807335167834855e-15,4.4930110240565295e-06,1.429496230148191e-16
0.58,1.1722428585838338e-06,4.5946916923659845e-06,0.0,6.7860698952878626e-12,7.112886921092948e-06,2.8871130788297523e-06,0.0,2.112716735760528e-06,1.35288767570415e-07,7.729551257311856e-17,1.0,3.197905417886725e-07,4.829809002263816e-06,2.993270301282629e-10,5.376461956406963e-09,1.9218149943455226e-15,4.3300743428375315e-06,1.4293021765456837e-16
0.59,1.1297320880144634e-06,4.6388928182798315e-06,0.0,4.356384293232413e-12,7.112839925479075e-06,2.8871600744421964e-06,0.0,2.1126721698167272e-06,1.303825918378338e-07,7.872471768795947e-17,1.0,3.2286694015227624e-07,4.6546585286106676e-06,1.9400447819081184e-10,4.0812001746142336e-09,1.2337280318434194e-15,4.17304647468644e-06,1.4291080419780975e-16
0.6,1.0887629481763081e-06,4.681345100316957e-06,0.0,2.785017473691207e-12,7.1128042701821455e-06,2.8871957297376972e-06,0.0,2.1126380858766663e-06,1.2565433591141838e-07,8.015372863866592e-17,1.0,3.258216189820602e-07,4.485859792037637e-06,1.2516122788570985e-10,3.094705878542339e-09,7.887169485493499e-16,4.021713139593161e-06,1.4289138519888775e-16
0.61,1.0492795326417015e-06,4.722111793489752e-06,0.0,1.7733533268936687e-12,7.112777245534965e-06,2.887222754383449e-06,0.0,2.112612072887283e-06,1.2109754764593638e-07,8.158254538003593e-17,1.0,3.2865898082688673e-07,4.323182450959929e-06,8.039013752590925e-11,2.3445034120621886e-09,5.022136621762869e-16,3.875867828303327e-06,1.4287196261451766e-16
0.62,1.0112279624002501e-06,4.7612539502398675e-06,0.0,1.124856129408924e-12,7.112756780050108e-06,2.887243219866878e-06,0.0,2.112592255895587e-06,1.1670600887286126e-07,8.301116788402873e-17,1.0,3.3138327493669473e-07,4.1664045167611475e-06,5.141496662015776e-11,1.7747448991199666e-09,3.185592558486073e-16,3.7353115205147783e-06,1.4285253794025672e-16
0.63,9.74556312335497e-07,4.798830469776164e-06,0.0,7.108855414953773e-13,7.112741293277435e-06,2.887258706638122e-06,0.0,2.1125771830909474e-06,1.1247372691742402e-07,8.443959613570734e-17,1.0,3.33998600696421e-07,4.015312050952038e-06,3.2749624291692906e-11,1.3425244883043112e-09,2.0132278535149086e-16,3.5998524132934818e-06,1.42833112316925e-16
0.64,9.392145403681144e-07,4.834898155569202e-06,0.0,4.4767921023266696e-13,7.112729581533388e-06,2.887270418380741e-06,0.0,2.112565734551619e-06,1.0839492642268474e-07,8.586783013012212e-17,1.0,3.3650891162761643e-07,3.869698873289845e-06,2.0779040523269744e-11,1.0149669515016981e-09,1.2678275233789129e-16,3.469305659339445e-06,1.4281368661321269e-16
0.65,9.051544191684734e-07,4.869511777573847e-06,0.0,2.8097075990391596e-13,7.112720729485773e-06,2.8872792704269277e-06,0.0,2.1125570492114404e-06,1.0446404146963035e-07,8.729586986992259e-17,1.0,3.389180197191397e-07,3.729366280465804e-06,1.3134628075257526e-11,7.669412944552221e-10,7.9570919204789e-17,3.3434931147436484e-06,1.4279426148957308e-16
0.66,8.723294703456982e-07,4.902724136806642e-06,0.0,1.7576877390271936e-13,7.112714042008426e-06,2.887285957902846e-06,0.0,2.1125504669354437e-06,1.0067570798273235e-07,8.872371536353195e-17,1.0,3.412295999217423e-07,3.5941227749835453e-06,8.272759778973808e-12,5.792758124205735e-10,4.9777716769250123e-17,3.2222430958928464e-06,1.4277483744745394e-16
0.67,8.40694901023317e-07,4.9345861306942405e-06,0.0,1.09613923064928e-13,7.112708991817505e-06,2.8872910080923387e-06,0.0,2.1125454828989774e-06,9.702475641069544e-08,9.015136662375444e-17,1.0,3.434471946963191e-07,3.4637838038618272e-06,5.192633707076921e-12,4.37371062608614e-10,3.104266301198761e-17,3.1053901451901437e-06,1.4275541486712004e-16
0.68,8.102075427149426e-07,4.9651468181285156e-06,0.0,6.81535464389163e-14,7.112705179345498e-06,2.887294820562917e-06,0.0,2.1125417118871e-06,9.350620467248274e-08,9.157882366671488e-17,1.0,3.4557421854174464e-07,3.338171506807634e-06,3.248566696755449e-12,3.3012667490149e-10,1.9301084351501096e-17,2.992774805271572e-06,1.4273599403663097e-16
0.69,7.808257924168638e-07,4.994453483541277e-06,0.0,4.225344890855603e-14,7.112702302067084e-06,2.887297697839904e-06,0.0,2.1125388605086298e-06,9.011525135907503e-08,9.300608651105236e-17,1.0,3.476139624544729e-07,3.217114473518979e-06,2.025915696892522e-12,2.491140709547665e-10,1.1966176730903066e-17,2.8842434014116115e-06,1.427165751739911e-16
0.7,7.52509555838179e-07,5.0225516995654625e-06,0.0,2.612448657498939e-14,7.112700131105964e-06,2.8872998687995972e-06,0.0,2.1125367056763763e-06,8.684726918184141e-08,9.443315517730814e-17,1.0,3.4956959828975615e-07,3.1004475097917385e-06,1.2596312106958854e-12,1.8794096793704924e-10,7.398454598036995e-18,2.77964783182448e-06,1.426971584440396e-16
0.71,7.252201926836617e-07,5.049485388024226e-06,0.0,1.610955723854746e-14,7.112698493400434e-06,2.8873015065037e-06,0.0,2.112535077985717e-06,8.369779865775798e-08,9.586002968746087e-17,1.0,3.5144418300648606e-07,2.98801141208196e-06,7.809117492824188e-13,1.4176389363351315e-10,4.56222660995664e-18,2.6788453655478933e-06,1.4267774397132646e-16
0.72,6.989204639271258e-07,5.075296879096027e-06,0.0,9.908723158758854e-15,7.112697258170874e-06,2.8873027417318335e-06,0.0,2.112533848956955e-06,8.066254202430994e-08,9.728671006457501e-17,1.0,3.5324066278508347e-07,2.8796527502678653e-06,4.827812325453632e-13,1.0691626312517538e-10,2.8061503985605072e-18,2.5816984476794278e-06,1.4265833184988202e-16
0.73,6.735744810006026e-07,5.100026968577933e-06,0.0,6.080028408344084e-15,7.112696326639408e-06,2.887303673261872e-06,0.0,2.112532921254163e-06,7.773735737546979e-08,9.871319633253467e-17,1.0,3.549618770130241e-07,2.7752236583042718e-06,2.97679764981838e-13,8.062459114029541e-11,1.7218640452430444e-18,2.488074511689587e-06,1.4263892215063757e-16
