Time,s1,s19,s3,s4,s16,s17,s5,s42,s2,s45,default,re3,re2,re4,re5,re8,re1,re14
4.76,2.309133748389747e-13,4.431088186560621e-06,0.0,8.984072367633719e-29,7.112693472647622e-06,2.887306526694308e-06,0.0,2.1125300733423616e-06,2.6649755966011087e-14,6.580712256226293e-16,1.0,3.084037377846192e-07,9.51396287986596e-13,3.821684825801038e-27,4.873827578501244e-17,2.5442892945138694e-32,8.529564265725596e-13,1.3502767186555965e-16
4.77,2.225400260503422e-13,4.4280052315152694e-06,0.0,6.963637954411597e-29,7.112693472647135e-06,2.887306526693445e-06,0.0,2.112530073341874e-06,2.568338620942662e-14,6.594214104785585e-16,1.0,3.0818916411346276e-07,9.168968876765304e-13,2.9601624280812325e-27,4.8721335126067356e-17,1.9721022686893642e-32,8.220266388710974e-13,1.3500929973695776e-16
4.78,2.144702500629561e-13,4.424924421121598e-06,0.0,4.5501371985226436e-29,7.1126934726466475e-06,2.887306526692582e-06,0.0,2.112530073341387e-06,2.475205184685838e-14,6.607714116257009e-16,1.0,3.079747397100632e-07,8.836482509328442e-13,1.932865268082879e-27,4.871794699427834e-17,1.2885988546216128e-32,7.922181996923714e-13,1.3499093010810353e-16
4.79,2.0669294883325113e-13,4.421845753899825e-06,0.0,2.4215742638168474e-29,7.11269347264616e-06,2.887306526691719e-06,0.0,2.1125300733409e-06,2.3854472051013735e-14,6.62121229089052e-16,1.0,3.077604644714278e-07,8.516046522211905e-13,1.0279514761163156e-27,4.871455886248932e-17,6.857898315129312e-33,7.634901146696069e-13,1.3497256297865684e-16
4.8,1.991975775440604e-13,4.418769228370578e-06,0.0,4.8878103325947225e-30,7.1126934726456735e-06,2.8873065266908566e-06,0.0,2.112530073340413e-06,2.2989429842562703e-14,6.634708628936043e-16,1.0,3.075463382945922e-07,8.207226453794885e-13,2.0734181656110067e-28,4.8707782598911287e-17,1.3842278861908254e-33,7.358034329643097e-13,1.3495419834827763e-16
4.81,1.9197423728534217e-13,4.41569484305479e-06,0.0,-2.6923805866484956e-29,7.112693472645186e-06,2.887306526689994e-06,0.0,2.112530073339926e-06,2.215578278643812e-14,6.648203130643466e-16,1.0,3.0733236107661336e-07,7.90961445475841e-13,-1.1413181829124409e-27,4.8697618203544235e-17,-7.62482182138854e-33,7.091215896137872e-13,1.349358362166259e-16
4.82,1.850128228325059e-13,4.4126225964746605e-06,0.0,-5.444499025105846e-29,7.112693472644699e-06,2.8873065266891316e-06,0.0,2.112530073339439e-06,2.1352364636771668e-14,6.661695796262648e-16,1.0,3.0711853271463633e-07,7.622794175327486e-13,-2.3063538647679662e-27,4.86908419399662e-17,-1.5418821239099754e-32,6.834072575629805e-13,1.3491747658336162e-16
4.83,1.7830379880318805e-13,4.409552487152783e-06,0.0,-7.219582324406347e-29,7.112693472644213e-06,2.8873065266882694e-06,0.0,2.1125300733389523e-06,2.057807491329361e-14,6.675186626043407e-16,1.0,3.0690485310583365e-07,7.34637274404582e-13,-3.0561722106998665e-27,4.86908419399662e-17,-2.0445857142718774e-32,6.58625214661278e-13,1.3489911944814488e-16
4.84,1.7183795192636592e-13,4.406484513612416e-06,0.0,-7.362379144364509e-29,7.112693472643726e-06,2.8873065266874075e-06,0.0,2.1125300733384653e-06,1.9831850310664614e-14,6.688675620235533e-16,1.0,3.066913221474241e-07,7.079970560907268e-13,-3.114452129566583e-27,4.86705131492321e-17,-2.0850257736840289e-32,6.347414285849391e-13,1.3488076481063583e-16
4.85,1.6560651472560645e-13,4.403418674377347e-06,0.0,-6.211951225646915e-29,7.11269347264324e-06,2.8873065266865452e-06,0.0,2.1125300733379787e-06,1.9112678972782605e-14,6.70216277908878e-16,1.0,3.0647793973666335e-07,6.82322639328339e-13,-2.625966915008148e-27,4.866712501744308e-17,-1.7592245871032063e-32,6.117235137028862e-13,1.3486241267049453e-16
4.86,1.596012248727192e-13,4.400354967971825e-06,0.0,-5.700781257167727e-29,7.112693472642753e-06,2.8873065266856834e-06,0.0,2.112530073337492e-06,1.841960734279903e-14,6.715648102852867e-16,1.0,3.0626470577083896e-07,6.575799821379254e-13,-2.4082042681246723e-27,4.865696062207603e-17,-1.6144612520299003e-32,5.895409503194394e-13,1.3484406302738127e-16
4.87,1.538137048616573e-13,4.397293392921262e-06,0.0,-4.6450484432338264e-29,7.112693472642266e-06,2.8873065266848215e-06,0.0,2.112530073337006e-06,1.775166857116744e-14,6.729131591777479e-16,1.0,3.060516201473198e-07,6.337345679906777e-13,-1.9608615196062046e-27,4.865696062207603e-17,-1.3154777191238196e-32,5.681627932906621e-13,1.3482571588095632e-16
4.88,1.4823602607081667e-13,4.394233947751592e-06,0.0,-3.285907004462073e-29,7.11269347264178e-06,2.8873065266839597e-06,0.0,2.112530073336519e-06,1.710794761417919e-14,6.74261324611227e-16,1.0,3.0583868276351076e-07,6.107537298261971e-13,-1.3861482343835501e-27,4.864340809491996e-17,-9.30568863663659e-33,5.475597555786951e-13,1.348073712308799e-16
4.89,1.4286052554773231e-13,4.391176630989479e-06,0.0,-1.9939400995080475e-29,7.1126934726412934e-06,2.8873065266830986e-06,0.0,2.1125300733360326e-06,1.6487560089050903e-14,6.756093066106855e-16,1.0,3.056258935168677e-07,5.886058951791173e-13,-8.405513441810471e-28,4.8636631831341925e-17,-5.6468383618067906e-33,5.277035314842426e-13,1.3478902907681232e-16
4.9,1.376799168471215e-13,4.3881214411621904e-06,0.0,-7.223657344366e-30,7.112693472640806e-06,2.887306526682237e-06,0.0,2.1125300733355464e-06,1.588966506576375e-14,6.769571052010822e-16,1.0,3.054132523048884e-07,5.672610428477658e-13,-3.0430354249364324e-28,4.863324369955291e-17,-2.045739759924451e-33,5.085672060642659e-13,1.3477068941841407e-16
4.91,1.326873366748929e-13,4.3850683767975436e-06,0.0,1.2537165438340498e-29,7.11269347264032e-06,2.8873065266813754e-06,0.0,2.1125300733350606e-06,1.5313470450257312e-14,6.783047204073717e-16,1.0,3.0520075902510903e-07,5.466908950741861e-13,5.277727459041219e-28,4.863324369955291e-17,3.550525252138029e-33,4.901254274273606e-13,1.347523522553455e-16
4.92,1.2787580872677841e-13,4.382017436424512e-06,0.0,3.0011694217360996e-29,7.112693472639834e-06,2.887306526680514e-06,0.0,2.112530073334574e-06,1.4758171105945613e-14,6.796521522545057e-16,1.0,3.04988413575146e-07,5.268667084822584e-13,1.2625129666283191e-27,4.8623079304185857e-17,8.499311802356634e-33,4.723524262409216e-13,1.3473401758726716e-16
4.93,1.2323873485929185e-13,4.37896861857267e-06,0.0,4.1703288990568383e-29,7.112693472639348e-06,2.887306526679653e-06,0.0,2.112530073334088e-06,1.422300553984948e-14,6.809994007674325e-16,1.0,3.047762158526578e-07,5.077612977726265e-13,1.7531269802972742e-27,4.861630304060782e-17,1.1810371442128967e-32,4.552238300367281e-13,1.347156854138396e-16
4.94,1.187697357995646e-13,4.375921921772371e-06,0.0,4.33814009133851e-29,7.112693472638862e-06,2.887306526678792e-06,0.0,2.112530073333602e-06,1.3707237518888805e-14,6.823464659710969e-16,1.0,3.04564165755357e-07,4.893483794243304e-13,1.8224027832391472e-27,4.860952677702979e-17,1.228561273867066e-32,4.3871607481900096e-13,1.3469735573472329e-16
4.95,1.144628000848187e-13,4.372877344554579e-06,0.0,3.9084262143405975e-29,7.112693472638375e-06,2.887306526677931e-06,0.0,2.112530073333116e-06,1.3210173259015183e-14,6.836933478904403e-16,1.0,3.0435226318099866e-07,4.716031853468421e-13,1.640742570773109e-27,4.8599362381662736e-17,1.1068663039012572e-32,4.228069552225758e-13,1.3467902854957887e-16
4.96,1.1031229725502715e-13,4.369834885450849e-06,0.0,4.2532335610398583e-29,7.112693472637889e-06,2.8873065266770707e-06,0.0,2.11253007333263e-06,1.2731162947779314e-14,6.850400465504006e-16,1.0,3.041405080273791e-07,4.5450251723572156e-13,1.784249125536222e-27,4.8589197986295685e-17,1.2045157444864879e-32,4.074756732444442e-13,1.3466070385806704e-16
4.97,1.0631234630928425e-13,4.36679454299405e-06,0.0,4.2496287186878415e-29,7.112693472637404e-06,2.8873065266762097e-06,0.0,2.1125300733321443e-06,1.226952785776188e-14,6.863865619759125e-16,1.0,3.039289001923859e-07,4.3802214452209915e-13,1.7814965278576188e-27,4.858580985450667e-17,1.2034948531323968e-32,3.9270050542436623e-13,1.3464238165984854e-16
4.98,1.0245745124278196e-13,4.363756315717636e-06,0.0,3.900403743554154e-29,7.112693472636918e-06,2.8873065266753496e-06,0.0,2.1125300733316585e-06,1.1824633694015571e-14,6.877328941919075e-16,1.0,3.037174395739474e-07,4.2213942287635593e-13,1.6339595010991822e-27,4.857903359092863e-17,1.1045943401745363e-32,3.784611504150304e-13,1.346240619545841e-16
4.99,9.874229319172402e-14,4.360720202155885e-06,0.0,3.239602431553931e-29,7.112693472636432e-06,2.887306526674489e-06,0.0,2.1125300733311723e-06,1.1395866605470508e-14,6.89079043223313e-16,1.0,3.035061260700496e-07,4.0683243781529716e-13,1.3561919779421334e-27,4.85722573273506e-17,9.174554086160734e-33,3.6473796119919377e-13,1.346057447419345e-16
5.0,9.516171912218319e-14,4.357686200843913e-06,0.0,2.336871097247808e-29,7.112693472635947e-06,2.887306526673629e-06,0.0,2.112530073330687e-06,1.0982631879513144e-14,6.904250090950536e-16,1.0,3.032949595787363e-07,3.920799580986193e-13,9.776016896282638e-28,4.8565481063772564e-17,6.618018947405792e-33,3.5151190330816146e-13,1.3458743002156056e-16
5.01,9.171102491845765e-14,4.354654310317345e-06,0.0,1.1982356165039791e-29,7.11269347263546e-06,2.8873065266727687e-06,0.0,2.1125300733302012e-06,1.058438661326665e-14,6.917707918320505e-16,1.0,3.0308393999808717e-07,3.778626020936195e-13,5.009185816497421e-28,4.8551928536616495e-17,3.393403265939269e-33,3.387656005041041e-13,1.3456911779312333e-16
5.02,8.838573537454989e-14,4.351624529112572e-06,0.0,-1.5612522513443432e-30,7.112693472634975e-06,2.8873065266719085e-06,0.0,2.112530073329716e-06,1.0200614322366158e-14,6.931163914592213e-16,1.0,3.02873067226235e-07,3.6416193130847187e-13,-6.52222424935898e-29,4.8551928536616495e-17,-4.42146637580718e-34,3.264825221043859e-13,1.3455080805628357e-16
5.03,8.518105609920257e-14,4.348596855767367e-06,0.0,-1.498681122389811e-29,7.112693472634489e-06,2.8873065266710488e-06,0.0,2.11253007332923e-06,9.830761685216e-15,6.944618080014805e-16,1.0,3.0266234116140875e-07,3.5095819216221123e-13,-6.256473615957352e-28,4.853498787767141e-17,-4.2442649386079445e-33,3.1464495840796724e-13,1.3453250081070235e-16
5.04,8.209257359870088e-14,4.345571288820093e-06,0.0,-2.6404775107646036e-29,7.112693472634004e-06,2.8873065266701886e-06,0.0,2.1125300733287447e-06,9.474319339677435e-15,6.958070414837385e-16,1.0,3.0245176170187844e-07,3.3823320042648445e-13,-1.1015407929171656e-27,4.853498787767141e-17,-7.477832310485357e-33,3.0323660668734134e-13,1.345141960560407e-16
5.05,7.911601501173131e-14,4.342547826809971e-06,0.0,-3.34623566476935e-29,7.1126934726335185e-06,2.8873065266693293e-06,0.0,2.11253007332826e-06,9.13079415402356e-15,6.971520919309031e-16,1.0,3.0224132874597396e-07,3.259693512986411e-13,-1.3949940877476634e-27,4.8528211614093375e-17,-9.4765394026268e-33,2.922416836882045e-13,1.344958937919597e-16
5.06,7.624723899754134e-14,4.339526468277096e-06,0.0,-3.3307756622446064e-29,7.112693472633034e-06,2.887306526668469e-06,0.0,2.1125300733277745e-06,8.79970817534012e-15,6.984969593678784e-16,1.0,3.020310421920859e-07,3.141495818596423e-13,-1.3875829580355499e-27,4.8528211614093375e-17,-9.432756675476725e-33,2.8164489197180104e-13,1.344775940181205e-16
5.07,7.348255742022858e-14,4.336507211762063e-06,0.0,-3.3331576284036975e-29,7.112693472632548e-06,2.88730652666761e-06,0.0,2.112530073327289e-06,8.480635755170256e-15,6.998416438195653e-16,1.0,3.0182090193863953e-07,3.0275869645957814e-13,-1.3876091609771875e-27,4.8514659086937306e-17,-9.439502403639271e-33,2.714326081643343e-13,1.3445929673418426e-16
5.08,7.081830961591684e-14,4.333490055806457e-06,0.0,-3.755773077296458e-29,7.112693472632062e-06,2.88730652666675e-06,0.0,2.112530073326804e-06,8.173154415608662e-15,7.011861453108607e-16,1.0,3.0161090788412936e-07,2.9178161263722925e-13,-1.5624581071036622e-27,4.8514659086937306e-17,-1.0636349354903568e-32,2.615913103692016e-13,1.3444100193981214e-16
5.09,6.825066866507018e-14,4.3304749989530675e-06,0.0,-4.059298116426819e-29,7.112693472631577e-06,2.887306526665891e-06,0.0,2.1125300733263193e-06,7.876822491152683e-15,7.025304638666587e-16,1.0,3.014010599271335e-07,2.812025629341508e-13,-1.6875541446224273e-27,4.8504494691570255e-17,-1.1495932265720751e-32,2.5210686256845094e-13,1.344227096346655e-16
5.1,6.577609848401533e-14,4.327462039745373e-06,0.0,-4.277985102674779e-29,7.112693472631092e-06,2.887306526665032e-06,0.0,2.112530073325834e-06,7.591231881721495e-15,7.038745995118502e-16,1.0,3.011913579662779e-07,2.710069781774574e-13,-1.777230541288446e-27,4.849771842799222e-17,-1.2115253810774974e-32,2.429662030444742e-13,1.3440441981840554e-16
5.11,6.339117688813005e-14,4.324451176727734e-06,0.0,-4.4693197260218737e-29,7.112693472630607e-06,2.8873065266641725e-06,0.0,2.112530073325349e-06,7.315987632345181e-15,7.052185522713222e-16,1.0,3.009818019002503e-07,2.61180758474723e-13,-1.8554260750433054e-27,4.849771842799222e-17,-1.2657113464093947e-32,2.3415669080422146e-13,1.3438613249069377e-16
5.12,6.109258842484822e-14,4.32144240844541e-06,0.0,-4.716780189927367e-29,7.112693472630123e-06,2.887306526663314e-06,0.0,2.112530073324864e-06,7.0507071060205165e-15,7.065623221699581e-16,1.0,3.007723916278005e-07,2.5171024368493246e-13,-1.9567962186304626e-27,4.848416590083615e-17,-1.3357921497874302e-32,2.2566607910548814e-13,1.3436784765119142e-16
5.13,5.887743024639678e-14,4.318435733444204e-06,0.0,-4.6519460866246024e-29,7.112693472629638e-06,2.887306526662455e-06,0.0,2.112530073324379e-06,6.795055284539893e-15,7.079059092326389e-16,1.0,3.005631270477166e-07,2.425834736580742e-13,-1.9285565002114186e-27,4.847738963725812e-17,-1.3174311317320873e-32,2.174836453010257e-13,1.3434956529956005e-16
5.14,5.6742691673660425e-14,4.3154311502710556e-06,0.0,-4.245345932352251e-29,7.112693472629153e-06,2.8873065266615967e-06,0.0,2.112530073323894e-06,6.548684704860975e-15,7.092493134842411e-16,1.0,3.0035400805886545e-07,2.3378804396353683e-13,-1.7587678156943446e-27,4.846383711010205e-17,-1.2022819680421574e-32,2.095982684321564e-13,1.3433128543546113e-16
5.15,5.4685346082869286e-14,4.312428657473937e-06,0.0,-3.657126443377513e-29,7.112693472628668e-06,2.8873065266607383e-06,0.0,2.1125300733234097e-06,6.311246063766243e-15,7.105925349496387e-16,1.0,3.0014503456018596e-07,2.2531148447645488e-13,-1.5140253003289844e-27,4.846044897831303e-17,-1.0356982087645117e-32,2.0199876864324328e-13,1.3431300805855623e-16
5.16,5.270256685657346e-14,4.309428253601602e-06,0.0,-2.8972299012589834e-29,7.112693472628183e-06,2.8873065266598798e-06,0.0,2.112530073322925e-06,6.0824131408047616e-15,7.119355736537017e-16,1.0,2.999362064506715e-07,2.1714214912673e-13,-1.198598821791825e-27,4.8453672714734997e-17,-8.204955080365441e-33,1.9467470486944526e-13,1.3429473316850688e-16
5.17,5.0791619983100166e-14,4.306429937203718e-06,0.0,-1.9820548329395817e-29,7.1126934726276986e-06,2.8873065266590213e-06,0.0,2.1125300733224407e-06,5.861870403175696e-15,7.132784296212972e-16,1.0,2.9972752362937874e-07,2.0926877339337236e-13,-8.194157058960314e-28,4.845028458294598e-17,-5.6131792868848956e-33,1.8761597811659086e-13,1.3427646076497475e-16
5.18,4.8949858389637866e-14,4.303433706830857e-06,0.0,-9.349119260791013e-30,7.112693472627215e-06,2.8873065266581633e-06,0.0,2.1125300733219558e-06,5.6493123517084935e-15,7.146211028772884e-16,1.0,2.9951898599542766e-07,2.0168045095599323e-13,-3.862398235782685e-28,4.843673205578991e-17,-2.6476705746560146e-33,1.8081281052851325e-13,1.3425819084762152e-16
5.19,4.717497092132617e-14,4.300439561034226e-06,0.0,6.397035505038397e-31,7.1126934726267296e-06,2.8873065266573052e-06,0.0,2.1125300733214717e-06,5.444472255587347e-15,7.159635934465358e-16,1.0,2.9931059344798215e-07,1.9436765952446829e-13,2.6409661976839377e-29,4.8429955792211876e-17,1.811640455026874e-34,1.742566650752875e-13,1.3423992341610888e-16
5.2,4.5464488193519687e-14,4.297447498366219e-06,0.0,9.638671599928745e-30,7.112693472626246e-06,2.8873065266564476e-06,0.0,2.112530073320987e-06,5.247065122666343e-15,7.173059013538956e-16,1.0,2.991023458862888e-07,1.8732022487918847e-13,3.9764817748499813e-28,4.842656766042286e-17,2.7296717970998206e-33,1.679384202519146e-13,1.3422165847009865e-16
5.21,4.381602089689854e-14,4.294457517380146e-06,0.0,1.6998203006594423e-29,7.112693472625761e-06,2.8873065266555896e-06,0.0,2.112530073320503e-06,5.056815202307935e-15,7.186480266242216e-16,1.0,2.9889424320965816e-07,1.8052830272239328e-13,7.007813825627829e-28,4.842317952863384e-17,4.8138910914675406e-33,1.61849250338616e-13,1.342033960092526e-16
5.22,4.222730537254752e-14,4.291469616630188e-06,0.0,2.1620886967952445e-29,7.112693472625278e-06,2.887306526654732e-06,0.0,2.1125300733200186e-06,4.873461245211557e-15,7.199899692823635e-16,1.0,2.98686285317461e-07,1.7398256645405262e-13,8.907396432726096e-28,4.8406238869688756e-17,6.1230351893241326e-33,1.5598079374775881e-13,1.341851360332327e-16
5.23,4.069615143156175e-14,4.288483794671443e-06,0.0,2.2230091136862192e-29,7.112693472624793e-06,2.8873065266538743e-06,0.0,2.1125300733195345e-06,4.6967504812643606e-15,7.213317293531679e-16,1.0,2.984784721091324e-07,1.6767399218113768e-13,9.152005017072268e-28,4.840285073789974e-17,6.295561809959373e-33,1.5032496027797156e-13,1.341668785417007e-16
5.24,3.9220437707839235e-14,4.285500050059945e-06,0.0,1.735941387629198e-29,7.112693472624309e-06,2.8873065266530167e-06,0.0,2.112530073319051e-06,4.526438083206111e-15,7.22673306861478e-16,1.0,2.9827080348417217e-07,1.6159383957045818e-13,7.1418018274426165e-28,4.8406238869688756e-17,4.916186009765889e-33,1.4487391394811596e-13,1.3414862353431865e-16
5.25,3.779834562754124e-14,4.282518381352386e-06,0.0,1.5643756921772941e-29,7.112693472623824e-06,2.8873065266521595e-06,0.0,2.1125300733185664e-06,4.362314169087618e-15,7.240147018321334e-16,1.0,2.98063279342126e-07,1.5573461583642797e-13,6.431488950806518e-28,4.838591007895465e-17,4.430311960246097e-33,1.3962093724239648e-13,1.3413037101074855e-16
5.26,3.642784614443675e-14,4.279538787106704e-06,0.0,1.385061396122362e-29,7.112693472623341e-06,2.887306526651302e-06,0.0,2.1125300733180823e-06,4.20414456630246e-15,7.253559142899711e-16,1.0,2.978558995826266e-07,1.5008796101699785e-13,5.690327008540618e-28,4.838591007895465e-17,3.9224938738185295e-33,1.3455853519425358e-13,1.341121209706524e-16
5.27,3.510704102566929e-14,4.276561265881693e-06,0.0,1.1804230522451017e-29,7.112693472622857e-06,2.887306526650445e-06,0.0,2.1125300733175986e-06,4.051710199440053e-15,7.266969442598237e-16,1.0,2.976486641053658e-07,1.4464605412000989e-13,4.846225442481835e-28,4.837913381537662e-17,3.342958083958128e-33,1.2967969604044402e-13,1.3409387341369237e-16
5.28,3.383411261327674e-14,4.2735858162370585e-06,0.0,1.0406778082551294e-29,7.112693472622373e-06,2.887306526649588e-06,0.0,2.112530073317115e-06,3.9048012922534045e-15,7.28037791766521e-16,1.0,2.9744157281009927e-07,1.3940140613344654e-13,4.269528883806519e-28,4.837913381537662e-17,2.9471995529785264e-33,1.2497770564827117e-13,1.3407562833953055e-16
5.29,3.2607300783269654e-14,4.270612436733447e-06,0.0,1.083370814963409e-29,7.11269347262189e-06,2.887306526648731e-06,0.0,2.1125300733166313e-06,3.76321470850209e-15,7.293784568348892e-16,1.0,2.9723462559664785e-07,1.3434676509352462e-13,4.441590600937713e-28,4.8368969420009567e-17,3.0681061479763743e-33,1.2044606240617016e-13,1.3405738574782915e-16
5.3,3.1424900542317306e-14,4.267641125932441e-06,0.0,1.4504975291529334e-29,7.112693472621405e-06,2.887306526647874e-06,0.0,2.1125300733161477e-06,3.626753674585339e-15,7.307189394897512e-16,1.0,2.970278223648979e-07,1.2947510618269663e-13,5.942594792137391e-28,4.836558128822055e-17,4.1078090025611076e-33,1.1607846834625712e-13,1.3403914563825036e-16
5.31,3.028561123627016e-14,4.264671882396171e-06,0.0,9.940928024807345e-30,7.112693472620922e-06,2.8873065266470176e-06,0.0,2.112530073315664e-06,3.495268081765262e-15,7.320592397559268e-16,1.0,2.968211630147735e-07,1.2478107051901986e-13,4.069900438302719e-28,4.8358805024642515e-17,2.8152708166254402e-33,1.1187011906377847e-13,1.340209080104565e-16
5.32,2.91876708497926e-14,4.26170470468829e-06,0.0,4.935029232875198e-30,7.112693472620438e-06,2.887306526646161e-06,0.0,2.1125300733151808e-06,3.3685545755198375e-15,7.33399357658232e-16,1.0,2.9661464744630497e-07,1.2025739834605822e-13,2.0190371807537737e-28,4.83554168928535e-17,1.3976002787502562e-33,1.0781450596084466e-13,1.3400267286410984e-16
5.33,2.8129567556691667e-14,4.258739591373166e-06,0.0,-1.0581943277337058e-31,7.112693472619954e-06,2.8873065266453045e-06,0.0,2.1125300733146975e-06,3.2464386757041666e-15,7.347392932214794e-16,1.0,2.9640827555957234e-07,1.1589786072263877e-13,-4.326311115730603e-30,4.835202876106448e-17,-2.996806336141855e-35,1.0390604459754164e-13,1.339844401988728e-16
5.34,2.710983599292851e-14,4.255776541016117e-06,0.0,-4.680560826060309e-30,7.112693472619471e-06,2.887306526644448e-06,0.0,2.1125300733142135e-06,3.1287512643792935e-15,7.360790464704785e-16,1.0,2.962020472547217e-07,1.1169642013834079e-13,-1.912264412385262e-28,4.833847623390841e-17,-1.3255348259402796e-33,1.0013932215759106e-13,1.3396621001440783e-16
5.35,2.612705391306054e-14,4.252815552183409e-06,0.0,-8.187687574990354e-30,7.112693472618988e-06,2.8873065266435918e-06,0.0,2.1125300733137302e-06,3.015328199931564e-15,7.374186174300356e-16,1.0,2.959959624319652e-07,1.0764721673755683e-13,-3.3427896053124322e-28,4.8335088102119395e-17,-2.318753121237268e-33,9.650908509779187e-14,1.3394798231037727e-16
5.36,2.5179838846682968e-14,4.2498566234422635e-06,0.0,-9.918947350320326e-30,7.112693472618505e-06,2.8873065266427354e-06,0.0,2.112530073313247e-06,2.9060099311919176e-15,7.387580061249532e-16,1.0,2.957900209915815e-07,1.0374455454355146e-13,-4.0467939930560565e-28,4.832831183854136e-17,-2.8090458896107165e-33,9.301022679745941e-14,1.339297570864438e-16
5.37,2.4266844754870855e-14,4.2468997533608574e-06,0.0,-9.053048134227573e-30,7.112693472618021e-06,2.88730652664188e-06,0.0,2.112530073312764e-06,2.8006411115552384e-15,7.400972125800304e-16,1.0,2.9558422283391566e-07,9.998288768252202e-14,-3.6909492372878448e-28,4.832492370675234e-17,-2.5638232316132486e-33,8.963777520786655e-14,1.3391153434226975e-16
5.38,2.3387146938033327e-14,4.243944940507887e-06,0.0,-9.826474061992816e-30,7.112693472617538e-06,2.8873065266410236e-06,0.0,2.112530073312281e-06,2.6991150212677177e-15,7.414362368200633e-16,1.0,2.953785678593489e-07,9.635840625925752e-14,-4.003489428328934e-28,4.832492370675234e-17,-2.7828574543563654e-33,8.638831463921528e-14,1.3389331407751795e-16
5.39,2.2539471605959666e-14,4.240992183453441e-06,0.0,-1.1298532253795203e-29,7.112693472617056e-06,2.887306526640168e-06,0.0,2.1125300733117977e-06,2.6012846519619313e-15,7.427750788698444e-16,1.0,2.951730559683595e-07,9.286586207504096e-14,-4.600030749392836e-28,4.8311371179596274e-17,-3.199744334274801e-33,8.325713991777063e-14,1.3387509629185088e-16
5.4,2.1722547594852676e-14,4.2380414807686015e-06,0.0,-1.2079588035140043e-29,7.112693472616571e-06,2.887306526639312e-06,0.0,2.112530073311315e-06,2.5070032983853714e-15,7.441137387541628e-16,1.0,2.9496768706149467e-07,8.950001775235776e-14,-4.91460433569788e-28,4.830798304780726e-17,-3.42093933155166e-33,8.023955557134178e-14,1.338568809849313e-16
5.41,2.0935238075584716e-14,4.235092831025292e-06,0.0,-1.212560891775233e-29,7.112693472616088e-06,2.887306526638457e-06,0.0,2.112530073310832e-06,2.4161397588748784e-15,7.454522164978044e-16,1.0,2.947624610393603e-07,8.625618939183317e-14,-4.929895622341367e-28,4.829443052065119e-17,-3.4339724455074596e-33,7.733136233814488e-14,1.3383866815642192e-16
5.42,2.0176439059973948e-14,4.232146232796394e-06,0.0,-1.1423093543332147e-29,7.1126934726156055e-06,2.8873065266376015e-06,0.0,2.112530073310349e-06,2.3285666219470165e-15,7.4679051212555155e-16,1.0,2.9455737780262897e-07,8.31298284035085e-14,-4.641043421404218e-28,4.829104238886217e-17,-3.235020091471664e-33,7.452848226550516e-14,1.3382045780598553e-16
5.43,1.9445076817664594e-14,4.2292016846557465e-06,0.0,-9.992916961670039e-30,7.112693472615123e-06,2.8873065266367465e-06,0.0,2.112530073309866e-06,2.244159968179741e-15,7.481286256621832e-16,1.0,2.9435243725203993e-07,8.011651086401677e-14,-4.057157879896312e-28,4.8284266125284137e-17,-2.829994083544955e-33,7.182694916823304e-14,1.33802249933285e-16
5.44,1.8740105293006834e-14,4.226259185178155e-06,0.0,-7.894175908762604e-30,7.11269347261464e-06,2.887306526635891e-06,0.0,2.1125300733093833e-06,2.162799072094021e-15,7.494665571324753e-16,1.0,2.9414763928839956e-07,7.721192687375656e-14,-3.2028320106067257e-28,4.8274101729917085e-17,-2.2356306173615694e-33,6.92228990869988e-14,1.3378404453798319e-16
5.45,1.8060725772352315e-14,4.223318732939132e-06,0.0,-5.297084723797071e-30,7.112693472614157e-06,2.8873065266350363e-06,0.0,2.1125300733089005e-06,2.0843917539976304e-15,7.508043065611997e-16,1.0,2.939429838125636e-07,7.44127856177154e-14,-2.147642605821876e-28,4.826732546633905e-17,-1.5001343937793305e-33,6.671338170357236e-14,1.3376584161974296e-16
5.46,1.7406152018586772e-14,4.22038032651517e-06,0.0,-2.414653183006887e-30,7.112693472613674e-06,2.8873065266341812e-06,0.0,2.1125300733084176e-06,2.0088472741174883e-15,7.521418739731257e-16,1.0,2.937384707254558e-07,7.171584768599433e-14,-9.78312459736272e-29,4.825377293918298e-17,-6.838297814275504e-34,6.429549278601012e-14,1.3374764117822732e-16
5.47,1.677530846845634e-14,4.217443964484078e-06,0.0,5.864322841283721e-31,7.112693472613192e-06,2.8873065266333266e-06,0.0,2.1125300733079353e-06,1.9360415014964616e-15,7.534792593930189e-16,1.0,2.935340999280918e-07,6.911668160342369e-14,2.3743154853847822e-29,4.8250384807393965e-17,1.66077622865155e-34,6.19652593786952e-14,1.3372944321309928e-16
5.48,1.6167321631691636e-14,4.214509645424431e-06,0.0,3.428488734891351e-30,7.112693472612709e-06,2.887306526632472e-06,0.0,2.112530073307453e-06,1.8658736264584766e-15,7.548164628456413e-16,1.0,2.933298713215403e-07,6.661168846456763e-14,1.3871422888731458e-28,4.824022041202691e-17,9.709480097212306e-34,5.971945495072902e-14,1.337112477240219e-16
