s1,s16,s17,s19,s2,s3,s4,s42,s45,s5,Time
4.950645997285112e-06,7.909567942764566e-06,2.0904320572139724e-06,1.423519376417351e-06,5.701404636712989e-07,0.0,9.561509308358146e-07,1.9532689875170847e-06,2.14564182953914e-17,0.0,0.19
4.771109938560991e-06,7.8230881630178e-06,2.176911836959311e-06,1.497337128621364e-06,5.497882136447327e-07,0.0,8.310940780262944e-07,1.9918435324889816e-06,2.2884612369109484e-17,0.0,0.2
4.598085715628392e-06,7.742826942742648e-06,2.2571730572330333e-06,1.575070774199169e-06,5.3007590788885e-07,0.0,7.171579736971852e-07,2.0255162268249967e-06,2.4314006488909207e-17,0.0,0.21
4.431336860116435e-06,7.668747750364989e-06,2.331252249609261e-06,1.6567296731781312e-06,5.110101308001658e-07,0.0,6.14124796469583e-07,2.0544683291239596e-06,2.5744365440387896e-17,0.0,0.22
4.270635571293325e-06,7.6007605299667615e-06,2.399239470006057e-06,1.742237979102739e-06,4.925882024245611e-07,0.0,5.216908984990817e-07,2.0789134008485504e-06,2.7175499202104497e-17,0.0,0.23
4.115762378339309e-06,7.538728115336166e-06,2.461271884635222e-06,1.831433385673011e-06,4.7480113363138516e-07,0.0,4.394681107059472e-07,2.0991024153830083e-06,2.8607252655530546e-17,0.0,0.24
3.966505829936187e-06,7.482471334450336e-06,2.5175286655196193e-06,1.9240681454662763e-06,4.5763584873625977e-07,0.0,3.669866169684172e-07,2.1153259885476438e-06,3.003949839600544e-17,0.0,0.25
3.822662181379059e-06,7.431773677245769e-06,2.568226322722753e-06,2.019812615948632e-06,4.4107692948930886e-07,0.0,3.0369987246953176e-07,2.1279141282515993e-06,3.147213035690092e-17,0.0,0.26
3.6840350628010256e-06,7.3863853641148585e-06,2.6136146358522317e-06,2.118264588904606e-06,4.2510742777694585e-07,0.0,2.4899435016697096e-07,2.137230556760239e-06,3.290505895703654e-17,0.0,0.27
3.5504352740875063e-06,7.346026349854638e-06,2.6539736501110187e-06,2.218959584428444e-06,4.0970916706601153e-07,0.0,2.0219989748261155e-07,2.14366535807776e-06,3.4338209041144885e-17,0.0,0.28
3.421680468694772e-06,7.310391782722634e-06,2.6896082172415887e-06,2.321386342977564e-06,3.9486386250864234e-07,0.0,1.6260598636795315e-07,2.147624187109112e-06,3.5771516620095836e-17,0.0,0.29
3.297594929963641e-06,7.2791562596611875e-06,2.720843740301602e-06,2.425003098216838e-06,3.8055310142471834e-07,0.0,1.294777201683109e-07,2.149516518094967e-06,3.720492724035295e-17,0.0,0.3
3.1780093182208495e-06,7.251979331639411e-06,2.748020668321947e-06,2.529256379115583e-06,3.6675865538369314e-07,0.0,1.0207467815870768e-07,2.149742305468536e-06,3.863839434242852e-17,0.0,0.31
3.062760435383911e-06,7.228511630625322e-06,2.7714883693346014e-06,2.6335994833525457e-06,3.5346260655298336e-07,0.0,7.966927871519343e-08,2.148679747643466e-06,4.00718780524067e-17,0.0,0.32
2.9516910065990253e-06,7.208400913379336e-06,2.791599086579154e-06,2.7375089442810467e-06,3.406474410047748e-07,0.0,6.156313184523319e-08,2.146674978216876e-06,4.150534423984083e-17,0.0,0.33
2.8446494625761212e-06,7.191298299720148e-06,2.808701700236908e-06,2.8404992100993282e-06,3.282961108191794e-07,0.0,4.710158384270166e-08,2.144033759477364e-06,4.293876371009131e-17,0.0,0.34
2.7414897313849566e-06,7.176864234384511e-06,2.8231357655711126e-06,2.9421338378062305e-06,3.163920680258173e-07,0.0,3.568476750365925e-08,2.141016393907894e-06,4.4372111542664964e-17,0.0,0.35
2.642071037767217e-06,7.164773836922436e-06,2.835226163031754e-06,3.042032960075928e-06,3.0491928211829704e-07,0.0,2.6774922938373425e-08,2.1378357531013446e-06,4.580536652820265e-17,0.0,0.36
2.5462577140183554e-06,7.154721268915947e-06,2.84527873103681e-06,3.1398769035898936e-06,2.9386224593915324e-07,0.0,1.9899872835396675e-08,2.1346581695358113e-06,4.723851069740145e-17,0.0,0.37
2.4539190123315764e-06,7.146423223301809e-06,2.8535767766495147e-06,3.2354067857712768e-06,2.8320597497311964e-07,0.0,1.465347311480464e-08,2.131606475056067e-06,4.8671528892243965e-17,0.0,0.38
2.3649289266453676e-06,7.1396213144630494e-06,2.8603786854868413e-06,3.328422063509532e-06,2.729360000049719e-07,0.0,1.0693017644008799e-08,2.1287649860650963e-06,5.0104408394807216e-17,0.0,0.39
2.2791660207229207e-06,7.134083316627106e-06,2.8659166833213525e-06,3.418776012349948e-06,2.6303835703453303e-07,0.0,7.73457433735017e-09,2.126185405649378e-06,5.1537138596494113e-17,0.0,0.4
2.19651326223379e-06,7.129603461357824e-06,2.8703965385892016e-06,3.5063699481248385e-06,2.53499574946464e-07,0.0,5.547063825176684e-09,2.1238930422437427e-06,5.2969710701291444e-17,0.0,0.41
2.116857863091494e-06,7.126001854841083e-06,2.87399814510451e-06,3.5911465564163227e-06,2.4430666161344996e-07,0.0,3.9454464613556214e-09,2.1218930397689274e-06,5.4402117462399926e-17,0.0,0.42
2.0400911254692334e-06,7.123123196189922e-06,2.8768768037542394e-06,3.6730832151614473e-06,2.3544708949579137e-07,0.0,2.7839028092213283e-09,2.1201759153303674e-06,5.583435294725224e-17,0.0,0.43
1.9661082934631483e-06,7.120835018093463e-06,2.8791649818492672e-06,3.7521854954169954e-06,2.2690878072894663e-07,0.0,1.949192961763598e-09,2.118722440445172e-06,5.72664123305789e-17,0.0,0.44
1.8948084101210517e-06,7.119025578639322e-06,2.8809744213019756e-06,3.828481261714862e-06,2.1868009225366814e-07,0.0,1.3546164753730265e-09,2.117507572847355e-06,5.869829171263607e-17,0.0,0.45
1.8260941796659125e-06,7.117601606237293e-06,2.8823983937025725e-06,3.902015460763403e-06,2.107498009961352e-07,0.0,9.346620786995752e-10,2.116503551635189e-06,6.012998796164425e-17,0.0,0.46
1.7598718347174714e-06,7.116485999277229e-06,2.8835140006612057e-06,3.97284569850209e-06,2.0310708932606107e-07,0.0,6.404476544162089e-10,2.1156821568939874e-06,6.156149857807213e-17,0.0,0.47
1.696051008331805e-06,7.115615598177561e-06,2.8843844017594416e-06,4.041038582650851e-06,1.9574153082095227e-07,0.0,4.359280465444561e-10,2.115016273895743e-06,6.299282157914097e-17,0.0,0.48
1.6345446106830461e-06,7.114939095682233e-06,2.8850609042533393e-06,4.106666779395725e-06,1.8864307640985898e-07,0.0,2.9481974092828674e-10,2.114480878683746e-06,6.442395540139353e-17,0.0,0.49
1.5752687102175022e-06,7.1144151333987126e-06,2.885584866535429e-06,4.169806700695312e-06,1.8180204091833212e-07,0.0,1.981592252644168e-10,2.114053576226522e-06,6.585489881930734e-17,0.0,0.5
1.51814241911914e-06,7.1140106090092604e-06,2.88598939092345e-06,4.230536727549052e-06,1.752090900313539e-07,0.0,1.324006280675705e-10,2.11371480997221e-06,6.728565087796417e-17,0.0,0.51
1.46308778292874e-06,7.113699200046837e-06,2.8863007998844424e-06,4.288935875883466e-06,1.6885522768163826e-07,0.0,8.795948216071866e-11,2.1134478418477976e-06,6.871621083780764e-17,0.0,0.52
1.410029674166525e-06,7.113460099764319e-06,2.8865399001655303e-06,4.345082817249651e-06,1.627317838605625e-07,0.0,5.8114929065480653e-11,2.1132385859143526e-06,7.014657812971856e-17,0.0,0.53
1.3588956898125898e-06,7.113276950307765e-06,2.8867230496206552e-06,4.399055178101747e-06,1.5683040284824866e-07,0.0,3.819420349590364e-11,2.1130753570489026e-06,7.157675231874761e-17,0.0,0.54
1.309616052505328e-06,7.1131369546628055e-06,2.8868630452641836e-06,4.450929052973907e-06,1.511430318536799e-07,0.0,2.4974736372027614e-11,2.112948580782906e-06,7.300673307505644e-17,0.0,0.55
1.2621235153231975e-06,7.113030146127129e-06,2.8869698537984313e-06,4.500778678847597e-06,1.4566191005551535e-07,0.0,1.6251153627593743e-11,2.1128504957724557e-06,7.443652015078944e-17,0.0,0.56
1.21635327001922e-06,7.112948793442151e-06,2.8870512064819788e-06,4.548676228772539e-06,1.4037955803229385e-07,0.0,1.0525188971693099e-11,2.1127748690147893e-06,7.586611336177231e-17,0.0,0.57
1.1722428585838338e-06,7.112886921092948e-06,2.8871130788297523e-06,4.5946916923659845e-06,1.35288767570415e-07,0.0,6.7860698952878626e-12,2.112716735760528e-06,7.729551257311856e-17,0.0,0.58
1.1297320880144634e-06,7.112839925479075e-06,2.8871600744421964e-06,4.6388928182798315e-06,1.303825918378338e-07,0.0,4.356384293232413e-12,2.1126721698167272e-06,7.872471768795947e-17,0.0,0.59
1.0887629481763081e-06,7.1128042701821455e-06,2.8871957297376972e-06,4.681345100316957e-06,1.2565433591141838e-07,0.0,2.785017473691207e-12,2.1126380858766663e-06,8.015372863866592e-17,0.0,0.6
1.0492795326417015e-06,7.112777245534965e-06,2.887222754383449e-06,4.722111793489752e-06,1.2109754764593638e-07,0.0,1.7733533268936687e-12,2.112612072887283e-06,8.158254538003593e-17,0.0,0.61
1.0112279624002501e-06,7.112756780050108e-06,2.887243219866878e-06,4.7612539502398675e-06,1.1670600887286126e-07,0.0,1.124856129408924e-12,2.112592255895587e-06,8.301116788402873e-17,0.0,0.62
9.74556312335497e-07,7.112741293277435e-06,2.887258706638122e-06,4.798830469776164e-06,1.1247372691742402e-07,0.0,7.108855414953773e-13,2.1125771830909474e-06,8.443959613570734e-17,0.0,0.63
9.392145403681144e-07,7.112729581533388e-06,2.887270418380741e-06,4.834898155569202e-06,1.0839492642268474e-07,0.0,4.4767921023266696e-13,2.112565734551619e-06,8.586783013012212e-17,0.0,0.64
9.051544191684734e-07,7.112720729485773e-06,2.8872792704269277e-06,4.869511777573847e-06,1.0446404146963035e-07,0.0,2.8097075990391596e-13,2.1125570492114404e-06,8.729586986992259e-17,0.0,0.65
8.723294703456982e-07,7.112714042008426e-06,2.887285957902846e-06,4.902724136806642e-06,1.0067570798273235e-07,0.0,1.7576877390271936e-13,2.1125504669354437e-06,8.872371536353195e-17,0.0,0.66
8.40694901023317e-07,7.112708991817505e-06,2.8872910080923387e-06,4.9345861306942405e-06,9.702475641069544e-08,0.0,1.09613923064928e-13,2.1125454828989774e-06,9.015136662375444e-17,0.0,0.67
8.102075427149426e-07,7.112705179345498e-06,2.887294820562917e-06,4.9651468181285156e-06,9.350620467248274e-08,0.0,6.81535464389163e-14,2.1125417118871e-06,9.157882366671488e-17,0.0,0.68
7.808257924168638e-07,7.112702302067084e-06,2.887297697839904e-06,4.994453483541277e-06,9.011525135907503e-08,0.0,4.225344890855603e-14,2.1125388605086298e-06,9.300608651105236e-17,0.0,0.69
7.52509555838179e-07,7.112700131105964e-06,2.8872998687995972e-06,5.0225516995654625e-06,8.684726918184141e-08,0.0,2.612448657498939e-14,2.1125367056763763e-06,9.443315517730814e-17,0.0,0.7
7.252201926836617e-07,7.112698493400434e-06,2.8873015065037e-06,5.049485388024226e-06,8.369779865775798e-08,0.0,1.610955723854746e-14,2.112535077985717e-06,9.586002968746087e-17,0.0,0.71
6.989204639271258e-07,7.112697258170874e-06,2.8873027417318335e-06,5.075296879096027e-06,8.066254202430994e-08,0.0,9.908723158758854e-15,2.112533848956955e-06,9.728671006457501e-17,0.0,0.72
6.735744810006026e-07,7.112696326639408e-06,2.887303673261872e-06,5.100026968577933e-06,7.773735737546979e-08,0.0,6.080028408344084e-15,2.112532921254163e-06,9.871319633253467e-17,0.0,0.73
6.491476568105198e-07,7.112695624214842e-06,2.887304375685013e-06,5.123714973253752e-06,7.491825300851072e-08,0.0,3.721866413868183e-15,2.1125322211877444e-06,1.001394885158417e-16,0.0,0.74
6.256066585500891e-07,7.112695094601907e-06,2.8873049052965214e-06,5.146398784338383e-06,7.220138197810664e-08,0.0,2.2733267051250045e-15,2.1125316930233415e-06,1.0156558663946377e-16,0.0,0.75
6.029193621907338e-07,7.112694695313684e-06,2.8873053045833186e-06,5.168114919084441e-06,6.95830368442015e-08,0.0,1.3855109754133327e-15,2.112531294622929e-06,1.0299149072871894e-16,0.0,0.76
5.810548086678872e-07,7.112694394303787e-06,2.8873056055917895e-06,5.188898570512727e-06,6.705964461541915e-08,0.0,8.427970731403894e-16,2.112530994155743e-06,1.0441720080918909e-16,0.0,0.77
5.599831612656054e-07,7.112694167376951e-06,2.8873058325171986e-06,5.208783655807146e-06,6.462776183082448e-08,0.0,5.113782432578163e-16,2.112530767560325e-06,1.0584271690665338e-16,0.0,0.78
5.39675665829835e-07,7.112693996316973e-06,2.8873060035757526e-06,5.227802861515861e-06,6.228406996813607e-08,0.0,3.096943004272052e-16,2.112530596702029e-06,1.0726803904704046e-16,0.0,0.79
5.201046110581352e-07,7.112693867386152e-06,2.8873061325051477e-06,5.245987688674239e-06,6.002537086076129e-08,0.0,1.8755505680074838e-16,2.1125304678933476e-06,1.0869316725638979e-16,0.0,0.8
5.012432903443104e-07,7.112693770206312e-06,2.8873062296835623e-06,5.263368496168209e-06,5.78485822942816e-08,0.0,1.1333054802367472e-16,2.112530370787732e-06,1.1011810156082313e-16,0.0,0.81
4.830659984817093e-07,7.112693697011605e-06,2.8873063028768443e-06,5.279974504476644e-06,5.5750737625982044e-08,0.0,6.85050231968183e-17,2.1125302976378503e-06,1.1154284198652523e-16,0.0,0.82
4.655479103936181e-07,7.112693641854231e-06,2.8873063580327944e-06,5.29583393352803e-06,5.372897178910518e-08,0.0,4.149273646689674e-17,2.1125302425074883e-06,1.12967388559724e-16,0.0,0.83
4.4866510430245935e-07,7.112693600244553e-06,2.887306399641048e-06,5.310973976358273e-06,5.178052396681387e-08,0.0,2.481990774392242e-17,2.1125302009144834e-06,1.143917413066809e-16,0.0,0.84
4.323945420191103e-07,7.112693568871974e-06,2.8873064310122032e-06,5.325420821517993e-06,4.9902735317378215e-08,0.0,1.4691902236084314e-17,2.112530169552031e-06,1.1581590025368381e-16,0.0,0.85
4.167140211823494e-07,7.1126935452255415e-06,2.8873064546572114e-06,5.3391997073658746e-06,4.8093043462122154e-08,0.0,8.726884752576255e-18,2.1125301459115642e-06,1.1723986542703753e-16,0.0,0.86
4.0160214473228205e-07,7.112693527401886e-06,2.887306472479443e-06,5.352334956771467e-06,4.6348978962346146e-08,0.0,5.199296683643021e-18,2.112530128091436e-06,1.1866363685305875e-16,0.0,0.87
3.870382915220475e-07,7.112693513966787e-06,2.88730648591312e-06,5.364850010524717e-06,4.466816192761896e-08,0.0,3.0751661483855367e-18,2.11253011465846e-06,1.200872145580725e-16,0.0,0.88
3.73002597074391e-07,7.1126935038431065e-06,2.8873064960353756e-06,5.3767674492123e-06,4.304829979489026e-08,0.0,1.8101006885459183e-18,2.112530104536046e-06,1.2151059856840936e-16,0.0,0.89
3.5947587982176624e-07,7.112693496204889e-06,2.8873065036721713e-06,5.388109077069758e-06,4.148717881584712e-08,0.0,1.0653619255954876e-18,2.1125300968985715e-06,1.229337889104028e-16,0.0,0.9
3.464396881203564e-07,7.112693490409201e-06,2.8873065094664357e-06,5.398895868534573e-06,3.998266948281116e-08,0.0,5.937406584592328e-19,2.1125300911033555e-06,1.2435678561038731e-16,0.0,0.91
3.3387620100412204e-07,7.112693485996493e-06,2.8873065138777206e-06,5.4091480810718e-06,3.853271507474454e-08,0.0,2.630631026728732e-19,2.112530086690979e-06,1.257795886946986e-16,0.0,0.92
3.21768309038418e-07,7.112693482693087e-06,2.887306517179705e-06,5.418885163257442e-06,3.713534098858109e-08,0.0,7.425582088141053e-20,2.1125300833877603e-06,1.272021981896734e-16,0.0,0.93
3.100994130738936e-07,7.1126934802018325e-06,2.8873065196695367e-06,5.428125983560848e-06,3.578863151337639e-08,0.0,3.4673447522549313e-20,2.1125300808965454e-06,1.2862461412164452e-16,0.0,0.94
2.9885375797982037e-07,7.112693478469314e-06,2.8873065214006327e-06,5.436888450947035e-06,3.449076834653345e-08,0.0,3.1085753067973388e-19,2.1125300791637514e-06,1.3004683651694653e-16,0.0,0.95
2.880159684917103e-07,7.112693477285126e-06,2.887306522583398e-06,5.44519004253831e-06,3.323997702588974e-08,0.0,8.163857713727289e-19,2.112530077979058e-06,1.3146886540190706e-16,0.0,0.96
2.7757119691170594e-07,7.112693476412154e-06,2.8873065234549498e-06,5.4530476357042836e-06,3.203454397584678e-08,0.0,1.3619862120626463e-18,2.1125300771055393e-06,1.328907008028497e-16,0.0,0.97
2.6750521705880257e-07,7.112693475712424e-06,2.887306524153257e-06,5.460477401256679e-06,3.0872827350182627e-08,0.0,1.7815937461521813e-18,2.1125300764053903e-06,1.3431234274609675e-16,0.0,0.98
2.578042552407818e-07,7.112693475109375e-06,2.8873065247548845e-06,5.467494995605426e-06,2.9753237524491143e-08,0.0,1.85023688033862e-18,2.1125300758022724e-06,1.357337912579685e-16,0.0,0.99
2.4845510551087386e-07,7.112693474556434e-06,2.8873065253064046e-06,5.474115429731395e-06,2.8674250397975012e-08,0.0,1.3102030795440266e-18,2.112530075249872e-06,1.3715504636478237e-16,0.0,1.0
2.394449952260487e-07,7.112693474061837e-06,2.8873065257995798e-06,5.480353222024265e-06,2.7634391877502744e-08,0.0,3.004591892287212e-19,2.112530074756285e-06,1.3857610809285366e-16,0.0,1.01
2.3076162370132567e-07,7.112693473682788e-06,2.8873065261772086e-06,5.486222354338952e-06,2.6632242338709878e-08,0.0,-8.171129376325807e-19,2.112530074378353e-06,1.3999697646849535e-16,0.0,1.02
2.2239317129695367e-07,7.1126934734745706e-06,2.8873065263840054e-06,5.491736261664832e-06,2.5666437674752272e-08,0.0,-1.6479867628765245e-18,2.112530074170966e-06,1.4141765151801672e-16,0.0,1.03
2.1432819172479362e-07,7.112693473360741e-06,2.887306526496415e-06,5.4969079545551315e-06,2.4735656867365795e-08,0.0,-1.769885669668932e-18,2.1125300740572583e-06,1.4283813326772016e-16,0.0,1.04
2.0655568882531316e-07,7.112693473276457e-06,2.887306526579278e-06,5.501749931844407e-06,2.3838630847713353e-08,0.0,-8.161573764631366e-19,2.112530073972021e-06,1.442584217439048e-16,0.0,1.05
1.9906504383189884e-07,7.112693473197227e-06,2.887306526657089e-06,5.506274263335738e-06,2.2974134101945558e-08,0.0,5.633184188496989e-19,2.1125300738914105e-06,1.4567851697286717e-16,0.0,1.06
1.9184604980404814e-07,7.112693473093804e-06,2.887306526759091e-06,5.510492550656842e-06,2.214098864514189e-08,0.0,1.5230915884098235e-18,2.112530073787028e-06,1.4709841898090008e-16,0.0,1.07
1.8488884432138124e-07,7.112693472988901e-06,2.887306526862574e-06,5.5144160037761725e-06,2.1338056253513593e-08,0.0,1.618729324508109e-18,2.11253007368203e-06,1.4851812779429414e-16,0.0,1.08
1.7818394231769766e-07,7.1126934729258796e-06,2.887306526924175e-06,5.518055403675758e-06,2.0564242253788573e-08,0.0,3.9603279010120505e-19,2.112530073620232e-06,1.4993764343933694e-16,0.0,1.09
1.7172218769957713e-07,7.112693472902952e-06,2.887306526945683e-06,5.5214211573537605e-06,1.9818489939505214e-08,0.0,-1.4877966747147409e-18,2.1125300735991884e-06,1.5135696594231125e-16,0.0,1.1
1.6549456355703874e-07,7.112693472905609e-06,2.8873065269416063e-06,5.5245235135816485e-06,1.9099758667388732e-08,0.0,-2.5853945055091713e-18,2.1125300736029437e-06,1.5277609532949823e-16,0.0,1.11
1.5949316809438905e-07,7.112693472906612e-06,2.8873065269391842e-06,5.527371453438553e-06,1.8407136489714055e-08,0.0,-2.4424984731812663e-18,2.112530073603803e-06,1.5419503162716633e-16,0.0,1.12
1.537092368600696e-07,7.1126934728976895e-06,2.8873065269466885e-06,5.529974938693563e-06,1.77396118994805e-08,0.0,-6.766569411993218e-19,2.1125300735931147e-06,1.556137748615938e-16,0.0,1.13
1.48135061610491e-07,7.112693472875902e-06,2.8873065269670567e-06,5.532342730388542e-06,1.7096295286847583e-08,0.0,9.152193989680363e-19,2.112530073569736e-06,1.5703232505904719e-16,0.0,1.14
1.4276303435230346e-07,7.11269347286364e-06,2.8873065269779017e-06,5.53448347559824e-06,1.6476308611873566e-08,0.0,3.366704787777364e-19,2.112530073558051e-06,1.5845068224579193e-16,0.0,1.15
1.3758582021982732e-07,7.1126934728549634e-06,2.8873065269851595e-06,5.536405510903161e-06,1.5878805356332467e-08,0.0,-7.19594963632388e-20,2.112530073549784e-06,1.5986884644808937e-16,0.0,1.16
1.325963544970663e-07,7.1126934728475434e-06,2.8873065269911633e-06,5.538116865768793e-06,1.5302970180024126e-08,0.0,8.638787831145016e-20,2.1125300735422042e-06,1.6128681769219727e-16,0.0,1.17
1.2778782860782284e-07,7.1126934728418785e-06,2.8873065269954107e-06,5.53962527847332e-06,1.4748017303890622e-08,0.0,1.1646902723794809e-19,2.112530073536509e-06,1.6270459600436996e-16,0.0,1.18
1.2315368091432643e-07,7.112693472837591e-06,2.8873065269982805e-06,5.540938206569809e-06,1.4213189448084289e-08,0.0,2.436475787825407e-20,2.1125300735323134e-06,1.6412218141085808e-16,0.0,1.19
1.1868758771012751e-07,7.112693472834199e-06,2.8873065270002557e-06,5.542062837125245e-06,1.369775679245592e-08,0.0,3.2111380628666606e-21,2.1125300735289427e-06,1.6553957393790874e-16,0.0,1.2
1.1438345465475107e-07,7.112693472831497e-06,2.887306527001541e-06,5.543006096457469e-06,1.3201015988026503e-08,0.0,1.6102054148663655e-20,2.1125300735262275e-06,1.669567736117655e-16,0.0,1.21
1.102354052081918e-07,7.1126934728293415e-06,2.88730652700228e-06,5.543774663283395e-06,1.2722288822210141e-08,0.0,1.0090973042969646e-20,2.112530073524077e-06,1.6837378045866838e-16,0.0,1.22
1.062377742268188e-07,7.112693472827592e-06,2.8873065270026113e-06,5.544374975999461e-06,1.2260921479716237e-08,0.0,-2.0926130033032225e-20,2.11253007352236e-06,1.6979059450485379e-16,0.0,1.23
1.0238510885781631e-07,7.112693472826192e-06,2.8873065270025957e-06,5.544813231664663e-06,1.1816284645777027e-08,0.0,-1.1838963400985113e-19,2.1125300735210564e-06,1.7120721577655466e-16,0.0,1.24
9.867213648136241e-08,7.11269347282505e-06,2.887306527002322e-06,5.5450954224450025e-06,1.138776980634843e-08,0.0,-2.6048710681318065e-19,2.112530073520056e-06,1.7262364430000045e-16,0.0,1.25
9.509380373668265e-08,7.112693472824091e-06,2.887306527001865e-06,5.545227291247593e-06,1.0974793752114224e-08,0.0,-3.96341691961203e-19,2.1125300735192323e-06,1.7403988010141666e-16,0.0,1.26
9.164527258478957e-08,7.112693472823274e-06,2.8873065270012654e-06,5.545214336196592e-06,1.0576798124086065e-08,0.0,-4.82835998367372e-19,2.1125300735185026e-06,1.7545592320702486e-16,0.0,1.27
8.83217974809764e-08,7.1126934728225034e-06,2.887306527000621e-06,5.545061950266822e-06,1.0193235238057923e-08,0.0,-4.725986525398603e-19,2.112530073517721e-06,1.76871773643044e-16,0.0,1.28
8.511885010362874e-08,7.1126934728217055e-06,2.8873065270000025e-06,5.5447752794887165e-06,9.823582479581657e-09,0.0,-3.0927423846910706e-19,2.112530073516761e-06,1.7828743143568918e-16,0.0,1.29
8.203205477817759e-08,7.1126934728208805e-06,2.8873065269994117e-06,5.544359296360122e-06,9.467334851233306e-09,0.0,-3.478393899341491e-20,2.112530073515661e-06,1.7970289661117177e-16,0.0,1.3
7.905719720798088e-08,7.112693472820069e-06,2.887306526998808e-06,5.5438187899207905e-06,9.124005980245782e-09,0.0,2.493640294656944e-19,2.1125300735145656e-06,1.8111816919569966e-16,0.0,1.31
7.619022796078704e-08,7.112693472819324e-06,2.8873065269981386e-06,5.543158361788916e-06,8.793128520882263e-09,0.0,4.398641907375033e-19,2.1125300735136296e-06,1.825332492154772e-16,0.0,1.32
7.342722089087351e-08,7.112693472818691e-06,2.8873065269973563e-06,5.5423824734281454e-06,8.474249355927405e-09,0.0,4.650986880622329e-19,2.112530073512972e-06,1.8394813669670504e-16,0.0,1.33
7.076441701800913e-08,7.112693472818248e-06,2.887306526996385e-06,5.5414953962645776e-06,8.166934660766624e-09,0.0,2.164403352042338e-19,2.112530073512778e-06,1.8536283166558038e-16,0.0,1.34
