Time,E,I,T,S,a,c,aa,g2,u2,p1,g1,p2,g3,u3,alpha,g4,gamma,u1,p3,p4,q1,q2,theta,k,tumor_microenvironment,tumor_growth,tumor_death,tumor_killing,immune_death,immune_stimulation_tumor,immune_stimulation_IL2,IL2_loss,IL2_production,tumor_stimulation,tgfb_production,tgfb_loss
10.0,1.625560744302325,0.004754661636410291,6.048947022094681,1.0030447863790408e-11,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1.0888104639770424,6.586156813699459e-10,9.832336070681611e-05,0.048766822329069745,0.21171314575207809,5.990064832073289e-12,0.047546616364102914,0.04886904783602699,8.190942444353379e-19,1.039149186123448e-10,1.0030447863790408e-10
11.0,1.8061381013071502,0.006310996845577282,7.241781165510249,1.4376423690075183e-11,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1.3035206097918448,9.439811000845015e-10,0.00013078709752816991,0.054184143039214504,0.2534623407564199,8.834004579382766e-12,0.06310996845577282,0.06492808940680313,1.4054973431334544e-18,1.489392402277438e-10,1.4376423690075183e-10
12.0,2.0264617824007076,0.008457569389116095,8.66982310133339,2.0605385087839513e-11,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1.5605681582400102,1.3529849869514545e-09,0.00017567542100203553,0.06079385347202123,0.30344380848414293,1.3282893417798311e-11,0.08457569389116096,0.08709026865207159,2.411708089226691e-18,2.134709645918504e-10,2.0605385087839513e-10
13.0,2.294246075645448,0.011434622560972666,10.379440575148184,2.953305386445034e-11,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1.868299303526673,1.9391901597545843e-09,0.0002381051940821624,0.06882738226936344,0.3632804200228986,2.0331551882290612e-11,0.11434622560972665,0.11784182184750734,4.138243797447622e-18,3.0596111406165014e-10,2.953305386445034e-10
14.0,2.6187304381053833,0.015582668064720702,12.426143877204558,4.232856107026461e-11,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,2.23670589789682,2.7793629298257894e-09,0.00032536678145073247,0.0785619131431615,0.43491503551806626,3.162578465645147e-11,0.155826680647207,0.16070664214029742,7.100740664650995e-18,4.3852170663813504e-10,4.232856107026461e-10
15.0,3.0109785070722612,0.021384336410390142,14.876377572124436,6.06674096824693e-11,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,2.6777479629823984,3.983518974031325e-09,0.000447857906294458,0.09032935521216784,0.5206732147084765,4.990133004745377e-11,0.21384336410390142,0.220679356238009,1.2183902452248812e-17,6.285107713191821e-10,6.06674096824693e-10
16.0,3.4842386963492276,0.029523502958263326,17.809680719191835,8.695082846230938e-11,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,3.2057425294545303,5.7093250917519615e-09,0.0006204212922630635,0.10452716089047683,0.623338824629716,7.972315263277818e-11,0.29523502958263326,0.30483684674516115,2.09056476579698e-17,9.008046253018102e-10,8.695082846230937e-10
17.0,4.054373453752094,0.04096848475040432,21.32125756082852,1.2461994607390775e-10,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,3.8378263609491334,8.182728431553371e-09,0.0008642591356360407,0.1216312036125628,0.7462440136990295,1.2873075569556582e-10,0.4096848475040432,0.4231985774078289,3.5870228560687705e-17,1.2910527075026246e-09,1.2461994607390774e-09
18.0,4.740374254771556,0.057088808388442096,25.5250605068778,1.7860600288560818e-10,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,4.594510891238004,1.1727516849835909e-08,0.0012096746266025207,0.14221122764314667,0.893377116145098,2.0973565141773993e-10,0.5708880838844209,0.589933607368226,6.154554191238099e-17,1.8503415462130041e-09,1.7860600288560819e-09
19.0,5.564977528133749,0.07981841869897262,30.55747566303213,2.5597533422461406e-10,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,5.500345619345783,1.6807667740142416e-08,0.0016999971775888633,0.16694932584401245,1.0695116454684388,3.44250960286339e-10,0.7981841869897262,0.825046974074967,1.0559646061971966e-16,2.6518764631907004e-09,2.5597533422461407e-09
20.0,6.555401593126887,0.11188273896505266,36.58173007025047,3.6685333082860236e-10,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,6.584711412645085,2.408801354878802e-08,0.0023972023777155235,0.1966620477938066,1.2803605477617215,5.684221364332126e-10,1.1188273896505265,1.1567246683265275,1.8117174857054709e-16,3.800553243722788e-09,3.6685333082860235e-09
21.0,7.744228273130159,0.15711279628801683,43.79316076076267,5.257478994051552e-10,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,7.88276893693728,3.452113672952405e-08,0.003389957767677404,0.23232684819390476,1.532760618568237,9.429707996266745e-10,1.5711279628801682,1.624575856991968,3.1082619075682375e-16,5.446668229101284e-09,5.257478994051552e-09
22.0,9.170457431672101,0.22087690264943635,52.42551241650855,7.534449127824873e-10,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,9.43659223497154,4.947181833840286e-08,0.004805140180130125,0.275113722950163,1.8348929207528923,1.5698196853410855e-09,2.2087690264943634,2.284085307115581,5.332464310081522e-16,7.805553538606067e-09,7.534449127824873e-09
23.0,10.880768124456573,0.3106691946509757,62.75846193868598,1.0797224381727392e-09,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,11.296523148963477,7.089524180837095e-08,0.006824319883826889,0.3264230437336972,2.196546144137408,2.619787776099922e-09,3.106691946509757,3.2126785937604447,9.147832137955227e-16,1.1185693663486726e-08,1.0797224381727391e-08
24.0,12.931026529121818,0.4369045213284642,75.12660538923943,1.547236709747969e-09,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,13.522788970063097,1.0159212307158897e-07,0.009707348471930947,0.38793079587365453,2.629431147939856,4.3785242364283555e-09,4.369045213284642,4.517905716684915,1.5692216634492414e-15,1.6028979327494146e-08,1.547236709747969e-08
25.0,15.388088482665612,0.6139801780607308,89.93018640581417,2.2170844567511836e-09,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,16.18743355304655,1.455738916857207e-07,0.013826102816717074,0.46164265447996833,3.1475564544195116,7.322291755579082e-09,6.139801780607308,6.348359201957921,2.6916680493864068e-15,2.2968324946881017e-08,2.2170844567511837e-08
26.0,18.331953524425593,0.8616756688625771,107.64789621848067,3.1767626164030177e-09,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,19.37662131932652,2.0858525208476613e-07,0.019712741952794613,0.5499586057327678,3.7676762479566936,1.2242222753171904e-08,8.61675668862577,8.908048474656521,4.616619467957565e-15,3.291011716978726e-08,3.176762616403018e-08
27.0,21.858338050217515,1.2069701018631853,128.85213481965383,4.551555076068545e-09,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,23.193384267537688,2.9885170765648045e-07,0.02812869079521551,0.6557501415065254,4.509824513420738,2.0446591253655e-08,12.069701018631854,12.475032975941273,7.917447442058961e-15,4.715215753627231e-08,4.551555076068545e-08
28.0,26.081747808786695,1.6863601468748672,154.2271917161545,6.520815836371613e-09,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,27.760894508907807,4.2814847996372647e-07,0.04016320461340291,0.7824524342636008,5.397951358074941,3.408738320104033e-08,16.863601468748673,17.425142764099416,1.357677604091458e-14,6.755231412080902e-08,6.520815836371613e-08
29.0,31.139144628158586,2.3487559786274192,184.59088285057675,9.34124313783414e-09,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,33.226358913103816,6.133282925679962e-07,0.057374114596574356,0.9341743388447575,6.460680296262332,5.6682673572929886e-08,23.487559786274193,24.26155004771779,2.327816228941838e-14,9.676957175231073e-08,9.341243137834139e-08
30.0,37.19431968047389,3.259014702461556,220.92027088310024,1.3380128343471032e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,39.765648758958044,8.78503789567123e-07,0.08198866221656691,1.1158295904142166,7.732208446329096,9.394364613267907e-08,32.59014702461556,33.650760721130354,3.9905211304218586e-14,1.3860836892236954e-07,1.3380128343471032e-07
31.0,44.44310536988067,4.502137282121773,264.38219494497974,1.9162822922453542e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,47.588795090096355,1.2581630100706548e-06,0.11718982843792423,1.33329316109642,9.253375049866417,1.55069282260432e-07,45.02137282121773,46.46524521861924,6.839517400533316e-14,1.9851014993569623e-07,1.9162822922453542e-07
32.0,53.119581147101165,6.188106742842746,316.36944730358255,2.744045105145927e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,56.94650051464485,1.801613289369137e-06,0.16752413012049963,1.593587434413035,11.072927617164108,2.5474899086976484e-07,61.88106742842746,63.83243155053784,1.1719782449430078e-13,2.842545127606468e-07,2.744045105145927e-07
33.0,63.50345461518607,8.457287819432288,378.54355123202987,3.9286410841496935e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,68.13783922176538,2.579313963228416e-06,0.23948168976236878,1.9051036384555822,13.249019088056976,4.162217403933001e-07,84.57287819432288,87.18920487896894,2.0076683591386e-13,4.069583669941834e-07,3.9286410841496934e-07
34.0,75.92882934474355,11.486255391829745,452.8852189427441,5.623375278682761e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,81.51933940969393,3.6918903876627102e-06,0.34232012775852005,2.2778648803423063,15.850973749398651,6.758901715087534e-07,114.86255391829745,118.34054077909187,3.4381037847826574e-13,5.82498141691267e-07,5.623375278682761e-07
35.0,90.7946032956433,15.49389034523467,541.7536851241742,8.047048298253861e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,97.51566332235136,5.2829469962212125e-06,0.48923267321206465,2.7238380988692987,18.961363721045135,1.090194138847913e-06,154.9389034523467,159.52065299225268,5.885349394434157e-13,8.3353139254256e-07,8.047048298253861e-07
36.0,108.57677797598292,20.74760241397025,647.9562195614559,1.151167683759508e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,116.63211952106205,7.557250724430726e-06,0.6990007669505759,3.2573033392794875,22.678441577961895,1.7457309042801156e-06,207.47602413970247,213.45530222915917,1.0069734516076676e-12,1.1923657247986957e-06,1.151167683759508e-06
37.0,129.84302820389755,27.569627165930747,774.8293838237936,1.6461741125801585e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,139.46928908828284,1.0806490332661673e-05,0.9983266074692112,3.8952908461169264,27.1189837912637,2.7739996938557117e-06,275.69627165930746,283.4249715421325,1.7219304989781581e-12,1.7050230066358062e-06,1.6461741125801584e-06
38.0,155.26974457639736,36.34353325163691,926.3325845791074,2.3529838648352293e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,166.73986522423934,1.5445657030554165e-05,1.42511295235916,4.6580923372919205,32.42156417285139,4.3726898774976345e-06,363.43533251636916,373.3296755657981,2.942521593730735e-12,2.4369793514459212e-06,2.352983864835229e-06
39.0,185.66238806743328,47.52115597093424,1107.1578569544026,3.361459542076396e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,199.28841425179246,2.206437336388558e-05,2.0330664618285215,5.569871642022998,38.750394735519954,6.83618788618541e-06,475.2115597093424,487.76025712136965,5.024249562839627e-12,3.481263530085374e-06,3.361459542076396e-06
40.0,221.97872453614283,61.63063762751453,1322.8520131065432,4.799106021239387e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,238.11336235917776,3.149887407444061e-05,2.8981122894317575,6.659361736084285,46.299598262048214,1.0599027493264658e-05,616.3063762751453,632.0785844764603,8.57048453276594e-12,4.969813657104265e-06,4.799106021239387e-06
41.0,265.3560060921067,79.28589134075135,1579.9555019433074,6.846396168610121e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,284.3919903497953,4.4932668986176706e-05,4.127297356326419,7.960680182763202,55.29806397556243,1.629741499228453e-05,792.8589134075135,812.5153344623516,1.4602951748356337e-11,7.0893589653845635e-06,6.846396168610121e-06
42.0,317.14301020335057,101.19885172414087,1886.1606805882373,9.75821727548801e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,339.5089225058827,6.403683803394749e-05,5.871088595086518,9.514290306100516,66.01497963207363,2.4856128205981984e-05,1011.9885172414087,1036.294824831646,2.4847513745842976e-11,1.0103554056486454e-05,9.75821727548801e-06
43.0,378.9362585319148,128.1945293094787,2250.4820710382714,1.3893529277769151e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,405.08677278688884,9.116405193716473e-05,8.340197900484462,11.368087755957443,78.76577815169468,3.76104934882542e-05,1281.9452930947868,1311.7888917245646,4.2210637033134524e-11,1.4383588679740133e-05,1.3893529277769152e-05
44.0,452.6209270924524,161.22939957051406,2683.4370359802397,1.9756134765105893e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,483.0186664764431,0.00012961501786926745,11.828390187153651,13.578627812773572,93.91844079393516,5.647664374611229e-05,1612.2939957051406,1648.7043822873893,7.156936401727055e-11,2.0450222227377785e-05,1.9756134765105893e-05
45.0,540.4180016876792,201.41390201162963,3197.239353136585,2.8050235898021357e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,575.5030835645853,0.00018400211066241448,16.743138798768314,16.212540050630373,111.90023853169264,8.418793652995008e-05,2014.1390201162963,2058.312085539533,1.2107247940517288e-10,2.9031147360492658e-05,2.8050235898021356e-05
46.0,644.9363528718274,250.0385055245729,3805.990321333338,3.975581805756894e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,685.0782578400009,0.0002607401218694949,23.64624150598507,19.34809058615482,133.20436559814365,0.00012462012807414153,2500.3850552457293,2553.710414533936,2.0426884930408473e-10,4.1138401093202825e-05,3.975581805756894e-05
47.0,769.2285040444025,308.602374740257,4525.850628219901,5.6228693281529476e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,814.6531130795822,0.0003686998303612526,33.30672065666119,23.076855121332073,158.39586559515297,0.00018323290937114498,3086.02374740257,3150.11526996341,3.4355160019636576e-10,5.817144835682312e-05,5.622869328152948e-05
48.0,916.850673380459,378.844745545017,5375.184063453875,7.93325904427865e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,967.5331314216975,0.0005200668668881532,46.76851738786956,27.50552020141377,188.11651845017192,0.00026766083690271875,3788.4474554501703,3865.17553059842,5.756768224115535e-10,8.20526238395197e-05,7.933259044278649e-05
49.0,1091.9261014639228,462.7781974549035,6374.652448487302,1.116098452311152e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1147.4374407277141,0.0007314514891020926,65.43522574266396,32.757783043917684,223.08793688694666,0.0003884884633110501,4627.781974549035,4719.306684075849,9.604898637895173e-10,0.00011540210100062894,0.00011160984523111521
50.0,1299.2064379577653,562.7211642881148,7547.2179169357905,1.564972745667135e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1358.4992250484422,0.001025288969142899,91.17292196183429,38.97619313873296,264.1112943949976,0.0005602362722776671,5627.211642881148,5736.014951410469,1.594510696656804e-09,0.0001617586012809042,0.0001564972745667135
51.0,1544.129923472945,681.3288634418049,8918.028407532373,2.1859238609314204e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1605.245113355827,0.0014315621521959788,126.43080969963817,46.32389770418835,312.06277971600406,0.0008025644773612214,6813.288634418049,6942.2034579874535,2.6317076969431725e-09,0.0002258507329375145,0.00021859238609314203
52.0,1832.8703385449721,821.6196542525377,10514.139089379709,3.0397056648169544e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1892.5450360883476,0.0019898481742348026,174.37636334183992,54.98611015634916,367.8830425114586,0.0011416490437252964,8216.196542525377,8368.429865612814,4.314584900332661e-09,0.0003139191201910372,0.00030397056648169546
53.0,2172.3711860495223,986.9940874737036,12364.02879097797,4.205470622046856e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,2225.5251823760345,0.002751645742994379,239.03788586088737,65.17113558148567,432.5590962270808,0.001611584893414491,9869.940874737036,10049.087434464993,7.019535579816154e-09,0.00043408219276034547,0.0004205470622046856
54.0,2570.3558518324735,1181.2421308484186,14496.862262327888,5.784653614858938e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,2609.43520721902,0.003782862278152316,325.4420602707112,77.11067555497421,507.09684122390917,0.0022554886884674523,11812.421308484187,12022.463632616511,1.1321009103102022e-08,0.0005967261964963037,0.0005784653614858937
