Time,C,S,V_C,r,K,d,phi,beta,eta,mu,r_tilde,phi_tilde,alpha,d_tilde,N,compartment,Susceptible_Logistic_Growth,Susceptible_Absorption_Virus,Susceptible_Death,Chronic_Infected_Death,Chronic_Infected_Logistic_Growth,Virus_Chronic_Release_From_Chronic_Infected,Virus_Chronic_Decay
263.0,9237.031013151587,784721873.5274694,13072.722134850072,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731110.5584825,1.0,32696996.32371056,51.29225502881784,32696744.730311222,461.85155065757937,227.06740633802048,923.7031013151587,1132.0977368780161
264.0,9055.349615792844,784722071.8522649,12815.597538101872,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731127.2018807,1.0,32696999.6387326,50.283411260620426,32696752.993844368,452.7674807896422,222.60122723630764,905.5349615792844,1109.8307467996221
265.0,8877.241655798884,784722266.2762649,12563.530239148056,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731143.5179207,1.0,32697002.888551034,49.29440960847323,32696761.09484437,443.8620827899442,218.22289339516783,887.7241655798884,1088.0017187102217
266.0,8702.636849050234,784722456.8761923,12316.420768818703,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731159.5130414,1.0,32697006.074448433,48.324859828141875,32696769.036508013,435.1318424525117,213.93067697979956,870.2636849050234,1066.6020385796996
267.0,8531.46629378003,784722643.7272612,12074.171614311634,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731175.193555,1.0,32697009.197682038,47.37437934999638,32696776.821969215,426.5733146890015,209.7228841405582,853.146629378003,1045.6232617993874
268.0,8363.662443387013,784722826.9032059,11836.68718071506,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731190.5656493,1.0,32697012.259484462,46.442593128098295,32696784.454300243,418.18312216935067,205.5978543444871,836.3662443387013,1025.0571098499242
269.0,8199.159079783187,784723006.476311,11603.873753287038,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731205.6353908,1.0,32697015.261063933,45.52913349225479,32696791.936512955,409.95795398915936,201.55395971999468,819.9159079783187,1004.8954670346575
270.0,8037.891287265588,784723182.517439,11375.639460476841,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731220.4087262,1.0,32697018.20360507,44.63364000298174,32696799.271559957,401.8945643632794,197.58960441442485,803.7891287265588,985.1303772772944
271.0,7879.795426901895,784723355.096059,11151.894237673641,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731234.8914858,1.0,32697021.088269074,43.755759309318336,32696806.462335788,393.98977134509477,193.70322396426045,787.9795426901895,965.7540409825373
272.0,7724.809111419746,784723524.2802737,10932.54979166819,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731249.0893852,1.0,32697023.91619425,42.89514500943717,32696813.51167807,386.2404555709873,189.89328467771685,772.4809111419746,946.7588119584652
273.0,7572.871180589886,784723690.136846,10717.519565813476,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731263.0080265,1.0,32697026.68849678,42.05145751399499,32696820.42236858,378.6435590294943,186.15828302948137,757.2871180589887,928.137194399447
274.0,7423.9216770934145,784723852.731226,10506.7187058706,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731276.6529031,1.0,32697029.406270634,41.22436391217009,32696827.197134413,371.19608385467075,182.49674506735258,742.3921677093415,909.8818399283939
275.0,7277.901822863627,784724012.1275765,10300.064026526396,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731290.0293993,1.0,32697032.070588376,40.41353784033356,32696833.83864902,363.8950911431814,178.90722583055702,727.7901822863628,891.9855446971858
276.0,7134.753995893114,784724168.3887982,10097.473978569558,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731303.1427941,1.0,32697034.682501383,39.61865935330263,32696840.34953326,356.7376997946557,175.3883087795034,713.4753995893115,874.4412465441237
277.0,6994.421707496967,784724321.5765548,9898.868616712363,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731315.9982623,1.0,32697037.24304049,38.83941479812529,32696846.732356448,349.72108537484837,171.93860523675616,699.4421707496967,857.2420222072906
278.0,6856.849580023134,784724471.7512969,9704.169568045234,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731328.6008769,1.0,32697039.753216203,38.07549669034653,32696852.989637367,342.84247900115673,168.55675383900288,685.6849580023135,840.3810845927172
279.0,6721.983325001117,784724618.9722866,9513.300001111735,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731340.9556116,1.0,32697042.21401903,37.3266035927073,32696859.12384527,336.0991662500559,165.24141999980148,672.1983325001117,823.8517800962762
280.0,6589.769721720405,784724763.29762,9326.184595591787,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731353.0673418,1.0,32697044.626420166,36.59243999622838,32696865.137400836,329.48848608602026,161.9912953828976,658.9769721720405,807.6475859782487
281.0,6460.156596230187,784724904.7842509,9142.749512581133,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731364.940847,1.0,32697046.991371643,35.87271620363242,32696871.032677118,323.00782981150934,158.8050973858985,646.0156596230187,791.7621077895261
282.0,6333.09280075206,784725043.4880124,8962.922365455306,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731376.5808132,1.0,32697049.30980671,35.16714821505797,32696876.812000517,316.65464003760303,155.68156863410448,633.3092800752061,776.1890768484295
283.0,6208.528193497617,784725179.46364,8786.632191306651,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731387.9918334,1.0,32697051.582640357,34.47545761602054,32696882.477651663,310.4264096748809,152.61947648429702,620.8528193497618,760.922347767156
284.0,6086.413618882951,784725312.7647922,8613.809422943084,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731399.1784111,1.0,32697053.810769483,33.79737146757663,32696888.03186634,304.32068094414757,149.61761253828573,608.6413618882951,745.9558960268711
285.0,5966.700888132258,784725443.4440725,8444.385861437564,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731410.1449606,1.0,32697055.99507346,33.13262219864724,32696893.476836354,298.3350444066129,146.6747921660256,596.6700888132258,731.283815600493
286.0,5849.342760262916,784725571.5530496,8278.294649217429,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731420.8958098,1.0,32697058.13641423,32.48094750045849,32696898.814710397,292.4671380131458,143.7898540381122,584.9342760262916,716.9003166222293
287.0,5734.2929234445055,784725697.1422778,8115.470243682999,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731431.4352013,1.0,32697060.235636815,31.842090223057763,32696904.04759491,286.7146461722253,140.96165966747444,573.4292923444506,702.7997231029477
288.0,5621.505976724448,784725820.2613174,7955.848391345019,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731441.767294,1.0,32697062.293569747,31.21579827386451,32696909.17755489,281.07529883622243,138.189092960082,562.1505976724449,688.9764706904787
289.0,5510.937412113033,784725940.9587535,7799.366102470743,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731451.8961656,1.0,32697064.311025094,30.601824518215793,32696914.206614725,275.5468706056517,135.4710597744882,551.0937412113034,675.4251044739663
290.0,5402.543597020768,784726059.282216,7645.9616262286545,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731461.8258129,1.0,32697066.288799033,29.999926681867272,32696919.136758998,270.1271798510384,132.8064874900387,540.2543597020768,662.1402768314015
291.0,5296.281757041139,784726175.2783978,7495.574426322022,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731471.5601548,1.0,32697068.227672037,29.409867255411253,32696923.96993324,264.81408785205696,130.19432458357252,529.6281757041139,649.1167453194871
292.0,5192.109959071971,784726288.9930735,7348.1451571016705,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731481.1030326,1.0,32697070.128409274,28.83141340057409,32696928.708044726,259.60549795359856,127.6335402144493,519.2109959071971,636.3493706050047
293.0,5089.987094768749,784726400.4711173,7203.61564014854,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731490.458212,1.0,32697071.991760865,28.26433685835603,32696933.352963217,254.49935473843743,125.1231238177389,508.99870947687486,623.8331144368635
294.0,4989.872864323342,784726509.7565207,7061.928841316801,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731499.6293851,1.0,32697073.818462107,27.708413858977217,32696937.906521697,249.4936432161671,122.66208470541245,498.9872864323342,611.5630376580349
295.0,4891.727760561768,784726616.8924103,6923.028848228466,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731508.6201708,1.0,32697075.609233957,27.163425033594418,32696942.370517094,244.58638802808844,120.24945167537898,489.1727760561769,599.5342982565851
296.0,4795.513053354694,784726721.9210641,6786.860848210611,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731517.4341174,1.0,32697077.364783064,26.629155327753626,32696946.746711005,239.77565266773473,117.88427262821014,479.55130533546946,587.7421494550389
297.0,4701.190774334544,784726824.883929,6653.371106666514,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731526.0747033,1.0,32697079.085802156,26.105393916544433,32696951.036830373,235.0595387167272,115.5656141914057,470.1190774334544,576.1819378373201
298.0,4608.723701913164,784726925.8216361,6522.506945872163,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731534.545338,1.0,32697080.77297054,25.591934121422653,32696955.24256817,230.43618509565823,113.29256135104949,460.87237019131646,564.8491015125293
299.0,4518.075346594166,784727024.7740178,6394.216724189786,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731542.8493644,1.0,32697082.426953927,25.088573328668584,32696959.365584075,225.90376732970833,111.06421709070828,451.80753465941666,553.7391683148354
300.0,4429.209936574112,784727121.7801229,6268.449815690183,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731550.9900595,1.0,32697084.048405115,24.595112909448495,32696963.407505117,221.46049682870563,108.87970203743653,442.92099365741126,542.8477540387698
301.0,4342.0924036269025,784727216.878232,6145.1565901758295,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731558.9706357,1.0,32697085.63796397,24.111358141448022,32696967.369926333,217.10462018134513,106.7381541147415,434.20924036269025,532.1705607092268
302.0,4256.688369265761,784727310.1058732,6024.288393596872,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731566.7942425,1.0,32697087.19625772,23.637118132046528,32696971.254411384,212.83441846328807,104.63872820237546,425.66883692657615,521.7033748854891
303.0,4172.964131177391,784727401.4998361,5905.797528852285,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731574.4639673,1.0,32697088.72390141,23.17220574300203,32696975.062493168,208.64820655886956,102.58059580282021,417.2964131177391,511.44206599860786
304.0,4090.8866499229234,784727491.0961869,5789.637236968612,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731581.9828368,1.0,32697090.221497852,22.71643751661719,32696978.79567445,204.54433249614618,100.56294471433023,409.08866499229237,501.3825847214818
305.0,4010.4235359004256,784727578.9302824,5675.761678648877,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731589.3538183,1.0,32697091.689638037,22.26963360335704,32696982.45542843,200.5211767950213,98.58497871040795,401.0423535900426,491.5209613709927
306.0,3931.5430365638213,784727665.0367838,5564.125916184364,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731596.5798204,1.0,32697093.128901392,21.831617690890056,32696986.043199323,196.57715182819106,96.64591722558362,393.1543036563821,481.8533043415659
307.0,3854.2140238931834,784727749.4496709,5454.685895722156,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731603.6636949,1.0,32697094.539855827,21.402216934524546,32696989.560402952,192.71070119465918,94.7449950473748,385.42140238931836,472.3757985695387
308.0,3778.405982111449,784727832.2022548,5347.398429881415,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731610.6082369,1.0,32697095.923058245,20.981261889012917,32696993.00842728,188.92029910557244,92.88146201430624,377.8405982111449,463.0847040277305
309.0,3704.088995642718,784727913.3271917,5242.221180711558,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731617.4161874,1.0,32697097.279054407,20.56858644169694,32696996.388632987,185.20444978213592,91.05458271986784,370.40889956427185,453.9763542496209
310.0,3631.233737307381,784727992.8564955,5139.112642985595,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731624.0902328,1.0,32697098.608379465,20.164027746967626,32696999.702353977,181.56168686536907,89.26363622229728,363.12337373073814,445.0471548825525
311.0,3559.8114567494167,784728070.82155,5038.032127822044,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731630.6330068,1.0,32697099.911558054,19.7674261620139,32697002.950897917,177.99057283747084,87.50791576007016,355.9811456749417,436.29358226938893
312.0,3489.7939690913,784728147.2531223,4938.939746628963,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731637.0470914,1.0,32697101.189104486,19.378625183834757,32697006.135546762,174.489698454565,85.78672847298623,348.97939690913,427.71218205806815
313.0,3421.153643812035,784728222.1813741,4841.796395363762,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731643.3350179,1.0,32697102.441522762,18.99747138748995,32697009.25755725,171.05768219060178,84.09939512874145,342.11536438120356,419.29956783850173
314.0,3353.8633938439357,784728295.6358738,4746.563739102574,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731649.4992677,1.0,32697103.669307254,18.623814365565014,32697012.318161406,167.6931696921968,82.44524985487993,335.3863393843936,411.0524198062829
315.0,3287.89666488384,784728367.6456083,4653.204196913119,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731655.5422732,1.0,32697104.872942504,18.257506668826625,32697015.31856701,164.394833244192,80.82363987601593,328.789666488384,402.96748345267605
316.0,3223.227424914552,784728438.2389944,4561.680927025072,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731661.4664192,1.0,32697106.052903462,17.898403748044966,32697018.259958096,161.16137124572762,79.23392525622563,322.32274249145524,395.0415682803713
317.0,3159.830153932372,784728507.4438899,4471.957812292098,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731667.2740438,1.0,32697107.209655724,17.546363896960106,32697021.14349541,157.9915076966186,77.67547864650597,315.9830153932372,387.2715465444957
318.0,3097.679833876658,784728575.2876047,4383.999445939808,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731672.9674386,1.0,32697108.34365586,17.201248196369967,32697023.97031686,154.8839916938329,76.14768503720103,309.7679833876658,379.6543520183873
319.0,3036.7519387574566,784728641.7969116,4297.7711175940185,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731678.5488503,1.0,32697109.455351405,16.862920459317742,32697026.74153798,151.83759693787283,74.64994151529723,303.67519387574566,372.18697878364196
320.0,2977.0224249772937,784728706.9980568,4213.238799583805,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731684.0204817,1.0,32697110.545180988,16.53124717735722,32697029.458252363,148.8511212488647,73.18165702649266,297.7022424977294,364.86648004395755
321.0,2918.467721843317,784728770.9167702,4130.369133513937,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731689.384492,1.0,32697111.61357472,16.206097467874788,32697032.12153209,145.92338609216586,71.74225214194698,291.8467721843317,357.689966962307
322.0,2861.064722266046,784728833.5782758,4049.1294171013988,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731694.6429981,1.0,32697112.660954207,15.88734302244732,32697034.732428156,143.0532361133023,70.33115882961847,286.1064722266046,350.65460752098113
323.0,2804.79077364105,784728895.0073012,3969.4875912708108,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731699.7980748,1.0,32697113.687732864,15.574858056215685,32697037.291970883,140.23953868205248,68.9478202300992,280.47907736410497,343.7576254040522
324.0,2749.6236689099715,784728955.2280879,3891.4122275036507,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731704.8517568,1.0,32697114.694315813,15.268519258253729,32697039.801170327,137.48118344549857,67.59169043685861,274.96236689099715,336.99629890181615
325.0,2695.5416377973556,784729014.2644005,3814.8725154362837,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731709.8060383,1.0,32697115.68110031,14.968205742913344,32697042.261016686,134.7770818898678,66.26223428081065,269.5541637797356,330.3679598367822
326.0,2642.5233382198307,784729072.1395361,3739.838250701913,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731714.6628743,1.0,32697116.648475774,14.673799002126287,32697044.672480673,132.12616691099154,64.95892711911752,264.2523338219831,323.8699925107856
327.0,2590.5478478642563,784729128.8763338,3666.27982301165,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731719.4241817,1.0,32697117.596823923,14.385182858644058,32697047.03651391,129.5273923932128,63.681254628147705,259.0547847864256,317.4998326728089
328.0,2539.5946559315084,784729184.4971833,3594.1682044700055,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731724.0918393,1.0,32697118.52651903,14.102243420197265,32697049.354049303,126.97973279657543,62.428712600506664,253.95946559315087,311.2549665071025
329.0,2489.6436550426474,784729239.0240339,3523.4749381201846,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731728.667689,1.0,32697119.437928032,13.824869034556537,32697051.62600141,124.48218275213237,61.20080674605936,248.96436550426475,305.13292964120797
330.0,2440.675133304278,784729292.4784033,3454.1721267146736,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731733.1535367,1.0,32697120.3314105,13.552950245477138,32697053.853266805,122.0337566652139,59.99705249686648,244.0675133304278,299.1313061734907
331.0,2392.669766529961,784729344.881386,3386.232421706683,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731737.5511526,1.0,32697121.20731912,13.286379749509972,32697056.03672442,119.63348832649807,58.81697481595826,239.26697665299614,293.2477277197987
332.0,2345.608610614622,784729396.2536615,3319.6290124581046,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731741.8622721,1.0,32697122.065999508,13.025052353661936,32697058.177235894,117.28043053073111,57.660108009868345,234.56086106146222,287.47987247887187
333.0,2299.4730940589334,784729446.6155026,3254.335615659724,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731746.0885967,1.0,32697122.907790497,12.768864933888882,32697060.27564594,114.97365470294667,56.52599554485593,229.94730940589335,281.8254643161321
334.0,2254.245010640731,784729495.9867831,3190.32646495952,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731750.2317938,1.0,32697123.73302439,12.517716394404896,32697062.33278263,112.71225053203655,55.414189866742504,225.4245010640731,276.2822718654944
335.0,2209.9065122305683,784729544.3869865,3127.576300794943,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731754.2934988,1.0,32697124.54202674,12.271507627791761,32697064.34945777,110.49532561152841,54.324252224291556,220.99065122305683,270.8481076488421
336.0,2166.440101748574,784729591.8352125,3066.060360425182,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731758.2753142,1.0,32697125.335116908,12.030141475892888,32697066.326467186,108.32200508742869,53.255752496063494,216.64401017485739,265.52082721282073
337.0,2123.828626259836,784729638.3501855,3005.754368159468,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731762.1788118,1.0,32697126.11260776,11.793522691476348,32697068.26459106,106.1914313129918,52.20826902067487,212.3828626259836,260.29832828260993
338.0,2082.0552702055834,784729683.9502615,2946.6345257775706,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731766.0055317,1.0,32697126.874806203,11.561557900651808,32697070.164594226,104.10276351027917,51.18138843039757,208.20552702055835,255.1785499323376
339.0,2041.1035487675026,784729728.6534353,2888.677503138703,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731769.7569841,1.0,32697127.62201299,11.334155566026586,32697072.02722647,102.05517743837514,50.17470548802985,204.11035487675028,250.15947177181167
340.0,2000.9573013625593,784729772.4773482,2831.8604289751283,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731773.4346496,1.0,32697128.35452297,11.111225950586292,32697073.85322284,100.04786506812798,49.18782292697665,200.09573013625595,245.2391131492461
341.0,1961.60068526577,784729815.439294,2776.1608818668424,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731777.0399792,1.0,32697129.072625287,10.892681082285772,32697075.643303916,98.0800342632885,48.220351294475414,196.160068526577,240.41553236966854
342.0,1923.0181693583984,784729857.5562266,2721.55688139376,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731780.574396,1.0,32697129.776603222,10.678434719336467,32697077.398176108,96.15090846791992,47.271908797904906,192.30181693583984,235.6868259286996
343.0,1885.1945279991162,784729898.8447666,2668.026879461923,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731784.0392946,1.0,32697130.46673467,10.468402316176364,32697079.118531942,94.25972639995581,46.342121154118004,188.51945279991162,231.0511277614025
344.0,1848.1148350157039,784729939.3212074,2615.549751800308,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731787.4360424,1.0,32697131.143291924,10.262500990109274,32697080.805050306,92.4057417507852,45.43062144173696,184.8114835015704,226.50660850590666
345.0,1811.7644578149268,784729979.0015221,2564.104789624869,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731790.7659799,1.0,32697131.80654201,10.060649488600129,32697082.45839675,90.58822289074635,44.537049956354736,181.1764457814927,222.05147478151366
346.0,1776.1290516082565,784730017.9013695,2513.6716914665376,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731794.030421,1.0,32697132.456746664,9.862768157213507,32697084.079223726,88.80645258041284,43.66105406858383,177.61290516082568,217.68396848100215
347.0,1741.194553751165,784730056.0361004,2464.230555159946,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731797.2306541,1.0,32697133.09416248,9.668778908182675,32697085.668170847,87.05972768755825,42.802288084897484,174.1194553751165,213.40236607685134
348.0,1706.9471781937516,784730093.4207639,2415.761869989723,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731800.3679421,1.0,32697133.71904097,9.478605189596772,32697087.22586516,85.34735890968759,41.960413111207885,170.69471781937517,209.20497794111
349.0,1673.3734100405206,784730130.0701128,2368.246508991249,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731803.4435228,1.0,32697134.331628796,9.292171955193966,32697088.752921365,83.66867050202603,41.13509691912785,167.33734100405206,205.09014767864215
350.0,1640.4600002171537,784730165.9986103,2321.6657214028482,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731806.4586105,1.0,32697134.93216758,9.1094056347487,32697090.249942094,82.02300001085769,40.326013814862584,164.04600002171537,201.05625147348664
