mw08818dfe_fb12_45cc_8c1d_d965f142d0ce,mw15abaa48_d7d0_4845_ae04_c573d289d495,mw73259e20_240e_4f3a_b2e0_9ca248658898,mw812f63db_4cb0_40ad_b92b_9874be969dfe,mw849ed3fd_87d9_44d2_9f3e_4d631b900d41,mw8796c919_9251_4970_8f87_0bca9ecfeb5c,mw919f8a86_e702_4b24_9cd7_adad694fcf9b,mwcb834e43_dc57_45ae_9452_f4c10955caf1,mwee54b5b4_b8c0_41df_8dda_5b160c5e10a5,mwf166ad55_4ff0_49fb_95d2_b657ad7653d5,mwfcfaf604_14d4_47a6_b021_226d1fb5497c,Time
0.0,2.8690188718424767e-06,0.0001,3.6260201806865667e-07,9.366231695033235e-08,6.809537723814159e-07,5e-05,1.7297949138795044e-08,2.964313441807051e-10,3.179751353175413e-09,1.2279068441068249e-08,4.97
0.0,2.8735330787481304e-06,0.0001,3.6329941601320723e-07,9.416889175153173e-08,6.832190654669877e-07,5e-05,1.7369466159224437e-08,2.9813115254675783e-10,3.2035123185601278e-09,1.2324239473314535e-08,4.98
0.0,2.8780432777467938e-06,0.0001,3.639966895188339e-07,9.467707324399226e-08,6.85486513497697e-07,5e-05,1.7441142794014365e-08,2.9983725751926483e-10,3.227399992881788e-09,1.2369478815211809e-08,4.99
0.0,2.8825494737176814e-06,0.0001,3.646938386133788e-07,9.518686250336499e-08,6.877561100447043e-07,5e-05,1.751297913534294e-08,3.015496700829771e-10,3.251414769921264e-09,1.241478640044615e-08,5.0
0.0,2.8870516715313637e-06,0.0001,3.6539086332467554e-07,9.569826059967849e-08,6.900278486930094e-07,5e-05,1.758497527547675e-08,3.032684012241618e-10,3.275557043698355e-09,1.246016216282064e-08,5.01
0.0,2.8915498760497825e-06,0.0001,3.660877636805494e-07,9.621126859735129e-08,6.923017230414241e-07,5e-05,1.765713130677039e-08,3.0499346193060776e-10,3.299827208470489e-09,1.2505606036255232e-08,5.02
0.0,2.8960440921262674e-06,0.0001,3.667845397088173e-07,9.672588755520404e-08,6.945777267025465e-07,5e-05,1.772944732166598e-08,3.0672486319163197e-10,3.324225658731415e-09,1.2551117954786613e-08,5.03
0.0,2.900534324605552e-06,0.0001,3.674811914372877e-07,9.724211852647155e-08,6.968558533027333e-07,5e-05,1.780192341269264e-08,3.0846261599808316e-10,3.3487527892099e-09,1.2596697852568054e-08,5.04
0.0,2.9050205783237902e-06,0.0001,3.681777188937608e-07,9.775996255881523e-08,6.991360964820755e-07,5e-05,1.787455967246609e-08,3.102067313423483e-10,3.373408994868443e-09,1.2642345663869301e-08,5.05
0.0,2.9095028581085725e-06,0.0001,3.688741221060285e-07,9.827942069433497e-08,7.014184498943701e-07,5e-05,1.7947356193688085e-08,3.1195722021835624e-10,3.398194670901981e-09,1.2688061323076414e-08,5.06
0.0,2.9139811687789402e-06,0.0001,3.695704011018743e-07,9.88004939695813e-08,7.037029072070961e-07,5e-05,1.802031306914602e-08,3.1371409362158203e-10,3.423110212736604e-09,1.2733844764691655e-08,5.07
0.0,2.918455515145402e-06,0.0001,3.7026655590907334e-07,9.932318341556717e-08,7.059894621013868e-07,5e-05,1.8093430391712382e-08,3.1547736254905054e-10,3.4481560160282677e-09,1.277969592333332e-08,5.08
0.0,2.9229259020099502e-06,0.0001,3.709625865553923e-07,9.984749005778027e-08,7.082781082720058e-07,5e-05,1.8166708254344323e-08,3.1724703799934066e-10,3.4733324766615333e-09,1.282561473373565e-08,5.09
0.0,2.9273923341660753e-06,0.0001,3.716584930685898e-07,1.0037341491619463e-07,7.105688394273209e-07,5e-05,1.824014675008317e-08,3.1902313097258794e-10,3.4986399907482825e-09,1.287160113074866e-08,5.1
0.0,2.9318548163987804e-06,0.0001,3.7235427547641587e-07,1.009009590052828e-07,7.128616492892786e-07,5e-05,1.8313745972053984e-08,3.208056524704878e-10,3.5240789546264602e-09,1.2917655049338044e-08,5.11
0.0,2.9363133534845983e-06,0.0001,3.730499338066123e-07,1.0143012333402723e-07,7.151565315933785e-07,5e-05,1.8387506013465025e-08,3.225946134962977e-10,3.549649764858801e-09,1.2963776424584992e-08,5.12
0.0,2.940767950191605e-06,0.0001,3.7374546808691267e-07,1.0196090890593258e-07,7.174534800886493e-07,5e-05,1.846142696760737e-08,3.2439002505483966e-10,3.5753528182315886e-09,1.3009965191686118e-08,5.13
0.0,2.9452186112794366e-06,0.0001,3.74440878345042e-07,1.0249331671903711e-07,7.197524885376238e-07,5e-05,1.853550892785439e-08,3.2619189815250226e-10,3.6011885117533915e-09,1.3056221285953291e-08,5.14
0.0,2.949665341499302e-06,0.0001,3.751361646087173e-07,1.0302734776592451e-07,7.22053550716313e-07,5e-05,1.8609751987661314e-08,3.280002437972421e-10,3.6271572426538227e-09,1.3102544642813532e-08,5.15
0.0,2.954108145593997e-06,0.0001,3.758313269056467e-07,1.0356300303373545e-07,7.243566604141827e-07,5e-05,1.8684156240564743e-08,3.298150729985848e-10,3.653259408382286e-09,1.3148935197808847e-08,5.16
0.0,2.9585470282979223e-06,0.0001,3.7652636526353074e-07,1.0410028350417937e-07,7.266618114341289e-07,5e-05,1.8758721780182225e-08,3.316363967676262e-10,3.679495406606753e-09,1.319539288659615e-08,5.17
0.0,2.9629819943370954e-06,0.0001,3.7722127971006107e-07,1.0463919015354591e-07,7.289689975924531e-07,5e-05,1.8833448700211778e-08,3.3346422611703303e-10,3.705865635212519e-09,1.32419176449471e-08,5.18
0.0,2.967413048429165e-06,0.0001,3.7791607027292145e-07,1.0517972395271651e-07,7.312782127188389e-07,5e-05,1.8908337094431436e-08,3.3529857206104324e-10,3.7323704923009815e-09,1.3288509408747989e-08,5.19
0.0,2.9718401952834256e-06,0.0001,3.7861073697978704e-07,1.057218858671757e-07,7.33589450656327e-07,5e-05,1.8983387056698777e-08,3.37139445615465e-10,3.759010376188404e-09,1.3335168113999609e-08,5.2
0.0,2.9762634396008325e-06,0.0001,3.7930527985832474e-07,1.0626567685702282e-07,7.359027052612925e-07,5e-05,1.905859868095052e-08,3.389868577976778e-10,3.7857856854047135e-09,1.3381893696817141e-08,5.21
0.0,2.980682786074014e-06,0.0001,3.799996989361932e-07,1.0681109787698325e-07,7.382179704034208e-07,5e-05,1.9133972061202024e-08,3.4084081962663075e-10,3.8126968186922735e-09,1.3428686093430015e-08,5.22
0.0,2.9850982393872885e-06,0.0001,3.8069399424104296e-07,1.0735814987641979e-07,7.405352399656843e-07,5e-05,1.9209507291546867e-08,3.42701342122842e-10,3.839744175004683e-09,1.3475545240181805e-08,5.23
0.0,2.989509804216673e-06,0.0001,3.813881658005159e-07,1.0790683379934383e-07,7.428545078443184e-07,5e-05,1.9285204466156383e-08,3.4456843630839654e-10,3.86692815350556e-09,1.3522471073530081e-08,5.24
0.0,2.9939174852299026e-06,0.0001,3.8208221364224587e-07,1.084571505844269e-07,7.45175767948799e-07,5e-05,1.9361063679279234e-08,3.4644211320694587e-10,3.894249153567352e-09,1.3569463530046313e-08,5.25
0.0,2.998321287086439e-06,0.0001,3.827761377938584e-07,1.090091011650116e-07,7.474990142018197e-07,5e-05,1.9437085025240954e-08,3.4832238384370497e-10,3.921707574770139e-09,1.3616522546415737e-08,5.26
0.0,3.002721214437488e-06,0.0001,3.8346993828297064e-07,1.0956268646912298e-07,7.498242405392683e-07,5e-05,1.951326859844351e-08,3.502092592454501e-10,3.949303816900434e-09,1.3663648059437241e-08,5.27
0.0,3.0071172719260108e-06,0.0001,3.841636151371916e-07,1.1011790741947952e-07,7.521514409102047e-07,5e-05,1.9589614493364877e-08,3.521027504405167e-10,3.97703827995001e-09,1.3710840006023238e-08,5.28
0.0,3.0115094641867347e-06,0.0001,3.848571683841219e-07,1.106747649335042e-07,7.54480609276837e-07,5e-05,1.966612280455855e-08,3.540028684587952e-10,4.0049113641147014e-09,1.3758098323199544e-08,5.29
0.0,3.015897795846172e-06,0.0001,3.8555059805135387e-07,1.1123325992333573e-07,7.568117396145012e-07,5e-05,1.9742793626653176e-08,3.5590962433172916e-10,4.032923469793246e-09,1.380542294810528e-08,5.3
0.0,3.020282271522629e-06,0.0001,3.862439041664717e-07,1.1179339329583938e-07,7.591448259116374e-07,5e-05,1.9819627054352078e-08,3.5782302909231053e-10,4.061074997586099e-09,1.3852813817992734e-08,5.31
0.0,3.024662895826218e-06,0.0001,3.869370867570513e-07,1.12355165952618e-07,7.614798621697685e-07,5e-05,1.9896623182432833e-08,3.5974309377507644e-10,4.089366348294276e-09,1.3900270870227256e-08,5.32
0.0,3.029039673358874e-06,0.0001,3.876301458506601e-07,1.1291857879002278e-07,7.638168424034774e-07,5e-05,1.997378210574682e-08,3.6166982941610377e-10,4.117797922918175e-09,1.394779404228713e-08,5.33
0.0,3.033412608714362e-06,0.0001,3.883230814748575e-07,1.1348363269916437e-07,7.661557606403862e-07,5e-05,2.0051103919218834e-08,3.636032470530059e-10,4.146370122656436e-09,1.3995383271763475e-08,5.34
0.0,3.0377817064782944e-06,0.0001,3.8901589365719466e-07,1.1405032856592351e-07,7.684966109211341e-07,5e-05,2.0128588717846608e-08,3.6554335772492703e-10,4.175083348904779e-09,1.4043038496360117e-08,5.35
0.0,3.042146971228141e-06,0.0001,3.897085824252143e-07,1.1461866727096193e-07,7.708393872993561e-07,5e-05,2.0206236596700448e-08,3.674901724725368e-10,4.203938003254856e-09,1.4090759653893488e-08,5.36
0.0,3.0465084075332404e-06,0.0001,3.90401147806451e-07,1.1518864968973286e-07,7.731840838416609e-07,5e-05,2.028404765092272e-08,3.6944370233802467e-10,4.232934487493104e-09,1.4138546682292493e-08,5.37
0.0,3.0508660199548145e-06,0.0001,3.9109358982843114e-07,1.15760276692492e-07,7.755306946276115e-07,5e-05,2.0362021975727524e-08,3.7140395836509436e-10,4.2620732035996135e-09,1.4186399519598417e-08,5.38
0.0,3.0552198130459784e-06,0.0001,3.917859085186728e-07,1.16333549144308e-07,7.778792137497021e-07,5e-05,2.0440159666400214e-08,3.7337095159895746e-10,4.291354553746989e-09,1.4234318103964808e-08,5.39
0.0,3.059569791351754e-06,0.0001,3.924781039046858e-07,1.1690846790507313e-07,7.802296353133391e-07,5e-05,2.0518460818296994e-08,3.7534469308632675e-10,4.320778940299224e-09,1.4282302373657367e-08,5.4
0.0,3.0639159594090788e-06,0.0001,3.931701760139718e-07,1.1748503382951368e-07,7.825819534368187e-07,5e-05,2.0596925526844493e-08,3.7732519387540885e-10,4.350346765810561e-09,1.4330352267053824e-08,5.41
0.0,3.0682583217468224e-06,0.0001,3.93862124874024e-07,1.1806324776720071e-07,7.849361622513081e-07,5e-05,2.0675553887539372e-08,3.7931246501589777e-10,4.380058433024394e-09,1.4378467722643848e-08,5.42
0.0,3.0725968828857927e-06,0.0001,3.9455395051232775e-07,1.1864311056256035e-07,7.872922559008236e-07,5e-05,2.075434599594788e-08,3.8130651755896696e-10,4.409914344872137e-09,1.4426648679028928e-08,5.43
0.0,3.076931647338752e-06,0.0001,3.9524565295635997e-07,1.1922462305488434e-07,7.896502285422116e-07,5e-05,2.083330194770548e-08,3.8330736255726156e-10,4.439914904472122e-09,1.4474895074922275e-08,5.44
0.0,3.081262619610424e-06,0.0001,3.9593723223358924e-07,1.198077860783402e-07,7.920100743451271e-07,5e-05,2.0912421838516376e-08,3.853150110648893e-10,4.470060515128476e-09,1.4523206849148687e-08,5.45
0.0,3.0855898041975095e-06,0.0001,3.9662868837147607e-07,1.2039260046198184e-07,7.943717874920154e-07,5e-05,2.0991705764153184e-08,3.873294741374134e-10,4.500351580330045e-09,1.457158394064448e-08,5.46
0.0,3.0899132055886923e-06,0.0001,3.973200213974728e-07,1.2097906702975967e-07,7.967353621780912e-07,5e-05,2.1071153820456468e-08,3.893507628318428e-10,4.530788503749278e-09,1.462002628845736e-08,5.47
0.0,3.094232828264656e-06,0.0001,3.980112313390235e-07,1.2156718660053099e-07,7.991007926113198e-07,5e-05,2.1150766103334364e-08,3.913788882066231e-10,4.561371689241146e-09,1.4668533831746323e-08,5.48
0.0,3.0985486766980886e-06,0.0001,3.987023182235638e-07,1.221569599880699e-07,8.014680730123961e-07,5e-05,2.123054270876213e-08,3.934138613216266e-10,4.592101540842042e-09,1.4717106509781541e-08,5.49
0.0,3.102860755353698e-06,0.0001,3.993932820785215e-07,1.2274838800107784e-07,8.038371976147277e-07,5e-05,2.1310483732781823e-08,3.9545569323814345e-10,4.6229784627687115e-09,1.4765744261944273e-08,5.5
0.0,3.1071690686882216e-06,0.0001,4.0008412293131605e-07,1.2334147144319348e-07,8.062081606644135e-07,5e-05,2.1390589271501827e-08,3.9750439501887053e-10,4.654002859417169e-09,1.4814447027726758e-08,5.51
0.0,3.111473621150435e-06,0.0001,4.007748408093586e-07,1.239362111130029e-07,8.085809564202261e-07,5e-05,2.1470859421096496e-08,3.995599777279015e-10,4.685175135361625e-09,1.4863214746732109e-08,5.52
0.0,3.1157744171811636e-06,0.0001,4.014654357400523e-07,1.245326078040495e-07,8.109555791535925e-07,5e-05,2.155129427780575e-08,4.0162245243071574e-10,4.7164956953534195e-09,1.4912047358674215e-08,5.53
0.0,3.120071461213292e-06,0.0001,4.0215590775079187e-07,1.2513066230484393e-07,8.133320231485753e-07,5e-05,2.1631893937934644e-08,4.036918301941667e-10,4.7479649443199486e-09,1.4960944803377633e-08,5.54
0.0,3.1243647576717764e-06,0.0001,4.0284625686896396e-07,1.2573037539887442e-07,8.157102827018542e-07,5e-05,2.171265849785304e-08,4.0576812208647147e-10,4.779583287363621e-09,1.5009907020777493e-08,5.55
0.0,3.128654310973652e-06,0.0001,4.0353648312194715e-07,1.2633174786461616e-07,8.18090352122708e-07,5e-05,2.179358805399517e-08,4.0785133917719814e-10,4.811351129760794e-09,1.5058933950919402e-08,5.56
0.0,3.1329401256818466e-06,0.0001,4.042265865371121e-07,1.269347805146055e-07,8.204722255455551e-07,5e-05,2.1874682701522405e-08,4.099414929522737e-10,4.843268873309985e-09,1.5108025533077697e-08,5.57
0.0,3.1372222064319594e-06,0.0001,4.049165671418216e-07,1.2753947417684932e-07,8.228558970191839e-07,5e-05,2.1955942534959364e-08,4.120385951163617e-10,4.875336918069105e-09,1.5157181706175126e-08,5.58
0.0,3.141500557637576e-06,0.0001,4.0560642496342956e-07,1.2814582961998693e-07,8.25241360865881e-07,5e-05,2.2037367650755086e-08,4.14142656797655e-10,4.907555669349395e-09,1.5206402410472044e-08,5.59
0.0,3.145775183702999e-06,0.0001,4.06296160029282e-07,1.287538476073284e-07,8.276286114221661e-07,5e-05,2.2118958145433596e-08,4.1625368912186815e-10,4.939925532665115e-09,1.5255687586346908e-08,5.6
0.0,3.1500460890251058e-06,0.0001,4.069857723667164e-07,1.2936352889733257e-07,8.300176430365278e-07,5e-05,2.2200714115577533e-08,4.183717032172014e-10,4.97244691368874e-09,1.5305037174285637e-08,5.61
0.0,3.154313277993358e-06,0.0001,4.076752620030622e-07,1.2997487424361805e-07,8.324084500693973e-07,5e-05,2.228263565782766e-08,4.2049671021434087e-10,5.005120218249786e-09,1.5354451114881432e-08,5.62
0.0,3.1585767549898214e-06,0.0001,4.083646289656408e-07,1.305878843949744e-07,8.348010268931265e-07,5e-05,2.2364722868882512e-08,4.226287212464614e-10,5.0379458523336695e-09,1.5403929348834718e-08,5.63
0.0,3.1628365243891773e-06,0.0001,4.090538732817653e-07,1.3120256009537322e-07,8.371953678919626e-07,5e-05,2.2446975845497923e-08,4.2476774744922685e-10,5.070924222080544e-09,1.545347181695295e-08,5.64
0.0,3.16709259055874e-06,0.0001,4.097429949787407e-07,1.3181890208397886e-07,8.39591467462024e-07,5e-05,2.25293946844866e-08,4.2691379996079117e-10,5.104055733784162e-09,1.5503078460150534e-08,5.65
0.0,3.171344957858469e-06,0.0001,4.104319940838638e-07,1.3243691109515942e-07,8.419893200112762e-07,5e-05,2.26119794827177e-08,4.2906688992179845e-10,5.137340793890702e-09,1.555274921944868e-08,5.66
0.0,3.175593630640985e-06,0.0001,4.111208706244234e-07,1.3305658785849792e-07,8.443889199595091e-07,5e-05,2.2694730337116432e-08,4.312270284753845e-10,5.170779808997663e-09,1.5602484035975288e-08,5.67
0.0,3.1798386132515834e-06,0.0001,4.118096246277e-07,1.3367793309880288e-07,8.467902617383124e-07,5e-05,2.277764734466361e-08,4.3339422676717604e-10,5.204373185852701e-09,1.565228285096481e-08,5.68
0.0,3.1840799100282514e-06,0.0001,4.1249825612096593e-07,1.3430094753611934e-07,8.49193339791052e-07,5e-05,2.2860730602395243e-08,4.3556849594529083e-10,5.238121331352512e-09,1.5702145605758144e-08,5.69
0.0,3.1883175253016767e-06,0.0001,4.1318676513148553e-07,1.3492563188573921e-07,8.515981485728466e-07,5e-05,2.29439802074021e-08,4.377498471603372e-10,5.27202465254168e-09,1.5752072241802476e-08,5.7
0.0,3.192551463395268e-06,0.0001,4.1387515168651484e-07,1.3555198685821277e-07,8.540046825505449e-07,5e-05,2.3027396256829325e-08,4.399382915654139e-10,5.306083556611581e-09,1.580206270065121e-08,5.71
0.0,3.1967817286251648e-06,0.0001,4.145634158133019e-07,1.3618001315935886e-07,8.564129362027021e-07,5e-05,2.3110978847875994e-08,4.4213384031610893e-10,5.3402984508992365e-09,1.5852116923963804e-08,5.72
0.0,3.201008325300255e-06,0.0001,4.152515575390866e-07,1.3680971149027562e-07,8.588229040195563e-07,5e-05,2.319472807779472e-08,4.4433650457049885e-10,5.374669742886212e-09,1.5902234853505656e-08,5.73
0.0,3.2052312577221845e-06,0.0001,4.1593957689110063e-07,1.374410825473512e-07,8.612345805030057e-07,5e-05,2.3278644043891218e-08,4.465462954891466e-10,5.409197840197485e-09,1.5952416431147995e-08,5.74
0.0,3.2094505301853747e-06,0.0001,4.166274738965676e-07,1.380741270222745e-07,8.636479601665865e-07,5e-05,2.3362726843523902e-08,4.487632242351009e-10,5.443883150600355e-09,1.6002661598867744e-08,5.75
0.0,3.2136661469770348e-06,0.0001,4.17315248582703e-07,1.387088456020456e-07,8.660630375354491e-07,5e-05,2.344697657410351e-08,4.5098730197389425e-10,5.4787260820033285e-09,1.6052970298747424e-08,5.76
0.0,3.2178781123771752e-06,0.0001,4.1800290097671416e-07,1.3934523896898634e-07,8.684798071463361e-07,5e-05,2.353139333309263e-08,4.5321853987354055e-10,5.513727042455014e-09,1.6103342472975e-08,5.77
0.0,3.222086430658623e-06,0.0001,4.1869043110580053e-07,1.3998330780075082e-07,8.708982635475596e-07,5e-05,2.361597721800536e-08,4.5545694910453336e-10,5.548886440143031e-09,1.6153778063843794e-08,5.78
0.0,3.226291106087033e-06,0.0001,4.19377838997153e-07,1.406230527703358e-07,8.733184012989783e-07,5e-05,2.370072832640683e-08,4.577025408398426e-10,5.584204683392904e-09,1.6204277013752347e-08,5.79
0.0,3.230492142920902e-06,0.0001,4.2006512467795476e-07,1.4126447454609134e-07,8.757402149719759e-07,5e-05,2.3785646755912887e-08,4.599553262549127e-10,5.619682180666988e-09,1.62548392652043e-08,5.8
0.0,3.2346895454115845e-06,0.0001,4.2075228817538065e-07,1.41907573791731e-07,8.781636991494389e-07,5e-05,2.3870732604189613e-08,4.6221531652765923e-10,5.6553193405633714e-09,1.6305464760808297e-08,5.81
0.0,3.2388833178033014e-06,0.0001,4.214393295165977e-07,1.425523511663424e-07,8.805888484257341e-07,5e-05,2.395598596895298e-08,4.6448252283846556e-10,5.691116571814803e-09,1.6356153443277855e-08,5.82
0.0,3.2430734643331573e-06,0.0001,4.221262487287644e-07,1.4319880732439707e-07,8.830156574066865e-07,5e-05,2.404140694796839e-08,4.667569563701793e-10,5.727074283287592e-09,1.6406905255431225e-08,5.83
0.0,3.247259989231152e-06,0.0001,4.2281304583903155e-07,1.4384694291576147e-07,8.854441207095581e-07,5e-05,2.4126995639050353e-08,4.690386283081092e-10,5.763192883980565e-09,1.645772014019131e-08,5.84
0.0,3.2514428967201932e-06,0.0001,4.234997208745416e-07,1.444967585857067e-07,8.87874232963026e-07,5e-05,2.4212752140062033e-08,4.713275498400205e-10,5.799472783023973e-09,1.6508598040585547e-08,5.85
0.0,3.2556221910161097e-06,0.0001,4.2418627386242917e-07,1.4514825497491906e-07,8.903059888071608e-07,5e-05,2.4298676548914878e-08,4.736237321561313e-10,5.835914389678437e-09,1.6559538899745775e-08,5.86
0.0,3.259797876327665e-06,0.0001,4.248727048298204e-07,1.458014327195097e-07,8.927393828934038e-07,5e-05,2.4384768963568205e-08,4.759271864491073e-10,5.872518113333867e-09,1.6610542660908116e-08,5.87
0.0,3.2639699568565687e-06,0.0001,4.2555901380383376e-07,1.4645629245102546e-07,8.951744098845484e-07,5e-05,2.4471029482028835e-08,4.782379239140583e-10,5.909284363508432e-09,1.6661609267412886e-08,5.88
0.0,3.26813843679749e-06,0.0001,4.2624520081157943e-07,1.471128347964585e-07,8.976110644547161e-07,5e-05,2.4557458202350695e-08,4.805559557485325e-10,5.946213549847481e-09,1.671273866270447e-08,5.89
0.0,3.2723033203380718e-06,0.0001,4.2693126588015957e-07,1.4777106037825666e-07,9.000493412893373e-07,5e-05,2.4644055222634414e-08,4.828812931525117e-10,5.983306082122508e-09,1.67639307903312e-08,5.9
0.0,3.276464611658939e-06,0.0001,4.2761720903666816e-07,1.4843096981433314e-07,9.024892350851285e-07,5e-05,2.4730820641026945e-08,4.85213947328405e-10,6.020562370230089e-09,1.6815185593945255e-08,5.91
0.0,3.280622314933715e-06,0.0001,4.2830303030819127e-07,1.4909256371807697e-07,9.049307405500732e-07,5e-05,2.4817754555721173e-08,4.875539294810447e-10,6.057982824190856e-09,1.6866503017302536e-08,5.92
0.0,3.2847764343290322e-06,0.0001,4.289887297218069e-07,1.497558426983626e-07,9.073738524034e-07,5e-05,2.4904857064955556e-08,4.899012508176795e-10,6.095567854148452e-09,1.6917883004262576e-08,5.93
0.0,3.2889269740045462e-06,0.0001,4.296743073045848e-07,1.504208073595601e-07,9.098185653755621e-07,5e-05,2.4992128267013714e-08,4.922559225479686e-10,6.133317870368495e-09,1.6969325498788426e-08,5.94
0.0,3.293073938112943e-06,0.0001,4.3035976308358684e-07,1.5108745830154474e-07,9.122648742082169e-07,5e-05,2.5079568260224028e-08,4.946179558839746e-10,6.171233283237538e-09,1.7020830444946496e-08,5.95
0.0,3.2972173307999573e-06,0.0001,4.3104509708586673e-07,1.517557961197072e-07,9.147127736542053e-07,5e-05,2.5167177142959326e-08,4.96987362040158e-10,6.209314503262064e-09,1.7072397786906525e-08,5.96
0.0,3.301357156204381e-06,0.0001,4.3173030933847026e-07,1.5242582140496325e-07,9.171622584775318e-07,5e-05,2.5254955013636435e-08,4.993641522333704e-10,6.247561941067444e-09,1.712402746894142e-08,5.97
0.0,3.305493418458075e-06,0.0001,4.32415399868435e-07,1.5309753474376347e-07,9.196133234533443e-07,5e-05,2.5342901970715867e-08,5.017483376828465e-10,6.285976007396929e-09,1.7175719435427164e-08,5.98
0.0,3.309626121685983e-06,0.0001,4.331003687027907e-07,1.5377093671810295e-07,9.220659633679124e-07,5e-05,2.5431018112701357e-08,5.041399296101969e-10,6.324557113110621e-09,1.722747363084268e-08,5.99
0.0,3.3137552700061402e-06,0.0001,4.3378521586855873e-07,1.5444602790553137e-07,9.245201730186104e-07,5e-05,2.5519303538139585e-08,5.065389392394014e-10,6.363305669184478e-09,1.727928999976978e-08,6.0
0.0,3.317880867529689e-06,0.0001,4.344699413927527e-07,1.5512280887916228e-07,9.269759472138946e-07,5e-05,2.5607758345619733e-08,5.089453777968007e-10,6.4022220867093025e-09,1.7331168486893006e-08,6.01
0.0,3.3220029183608863e-06,0.0001,4.3515454530237816e-07,1.558012802076829e-07,9.294332807732855e-07,5e-05,2.569638263377316e-08,5.113592565110881e-10,6.441306776889732e-09,1.7383109036999553e-08,6.02
0.0,3.3261214265971186e-06,0.0001,4.3583902762443256e-07,1.5648144245536388e-07,9.31892168527347e-07,5e-05,2.5785176501273002e-08,5.137805866133019e-10,6.480560151043245e-09,1.7435111594979152e-08,6.03
0.0,3.3302363963289103e-06,0.0001,4.3652338838590525e-07,1.5716329618206844e-07,9.34352605317667e-07,5e-05,2.587414004683379e-08,5.162093793368154e-10,6.519982620599157e-09,1.748717610582395e-08,6.04
0.0,3.3343478316399376e-06,0.0001,4.3720762761377755e-07,1.5784684194326243e-07,9.368145859968386e-07,5e-05,2.5963273369211133e-08,5.186456459173305e-10,6.559574597097647e-09,1.753930251462845e-08,6.05
0.0,3.3384557366070387e-06,0.0001,4.37891745335023e-07,1.585320802900235e-07,9.392781054284406e-07,5e-05,2.6052576567201315e-08,5.210893975928665e-10,6.599336492188754e-09,1.759149076658935e-08,6.06
0.0,3.3425601153002243e-06,0.0001,4.3857574157660694e-07,1.592190117690508e-07,9.417431584870181e-07,5e-05,2.6142049739640944e-08,5.235406456037522e-10,6.6392687176314015e-09,1.7643740807005494e-08,6.07
0.0,3.3466609717826894e-06,0.0001,4.3925961636548663e-07,1.5990763692267408e-07,9.442097400580629e-07,5e-05,2.6231692985406566e-08,5.259994011926157e-10,6.6793716852924086e-09,1.769605258127772e-08,6.08
0.0,3.350758310110823e-06,0.0001,4.399433697286114e-07,1.6059795628886337e-07,9.466778450379962e-07,5e-05,2.6321506403414337e-08,5.28465675604375e-10,6.719645807145527e-09,1.7748426034908783e-08,6.09
0.0,3.3548521343342227e-06,0.0001,4.406270016929226e-07,1.6128997040123824e-07,9.49147468334148e-07,5e-05,2.6411490092619653e-08,5.30939480086228e-10,6.760091495270464e-09,1.7800861113503262e-08,6.1
0.0,3.3589424484957006e-06,0.0001,4.4131051228535347e-07,1.619836797890773e-07,9.516186048647398e-07,5e-05,2.6501644152016785e-08,5.334208258876425e-10,6.800709161851916e-09,1.7853357762767442e-08,6.11
0.0,3.3630292566312967e-06,0.0001,4.419939015328294e-07,1.6267908497732695e-07,9.540912495588645e-07,5e-05,2.659196868063851e-08,5.35909724260345e-10,6.841499219178594e-09,1.790591592850921e-08,6.12
0.0,3.3671125627702888e-06,0.0001,4.4267716946226753e-07,1.6337618648661138e-07,9.565653973564696e-07,5e-05,2.668246377755578e-08,5.384061864583108e-10,6.8824620796422795e-09,1.7958535556637964e-08,6.13
0.0,3.371192370935205e-06,0.0001,4.433603161005773e-07,1.640749848332412e-07,9.590410432083377e-07,5e-05,2.6773129541877363e-08,5.409102237377532e-10,6.923598155736863e-09,1.8011216593164518e-08,6.14
0.0,3.3752686851418305e-06,0.0001,4.4404334147465995e-07,1.6477548052922302e-07,9.615181820760683e-07,5e-05,2.686396607274948e-08,5.434218473571116e-10,6.964907860057395e-09,1.806395898420099e-08,6.15
0.0,3.3793415093992203e-06,0.0001,4.4472624561140873e-07,1.654776740822681e-07,9.639968089320605e-07,5e-05,2.695497346935545e-08,5.4594106857704e-10,7.00639160529912e-09,1.8116762675960707e-08,6.16
0.0,3.3834108477097104e-06,0.0001,4.454090285377091e-07,1.6618156599580206e-07,9.664769187594943e-07,5e-05,2.704615183091536e-08,5.484678986603964e-10,7.04804980425656e-09,1.8169627614758104e-08,6.17
0.0,3.3874767040689247e-06,0.0001,4.4609169028043824e-07,1.6688715676897353e-07,9.689585065523123e-07,5e-05,2.713750125668571e-08,5.510023488722302e-10,7.0898828698225595e-09,1.8222553747008647e-08,6.18
0.0,3.3915390824657895e-06,0.0001,4.4677423086646564e-07,1.675944468966634e-07,9.71441567315203e-07,5e-05,2.722902184595905e-08,5.535444304797704e-10,7.131891214987351e-09,1.8275541019228704e-08,6.19
0.0,3.3955979868825387e-06,0.0001,4.474566503226526e-07,1.6830343686949358e-07,9.739260960635822e-07,5e-05,2.7320713698063653e-08,5.56094154752412e-10,7.174075252837618e-09,1.8328589378035463e-08,6.2
