Time,M,C,e,f,g,i,cell,Cylin_synthesis,Cyclin_degradation,MPF_synthesis_1,MPF_synthesis_2,MPF_degradation
870.0,2.522562032080337,0.29207003626622674,3.46616,1.0,10.0,1.2,1.0,1.2,2.522562032080337,1.0123614769045444,1.8585348711804128,7.161157160916128
880.0,2.026248689384437,0.18243662314475448,3.46616,1.0,10.0,1.2,1.0,1.2,2.026248689384437,0.6323545256794222,0.7490270792750814,6.6955789076164525
890.0,1.4823849683690005,0.1262524120827856,3.46616,1.0,10.0,1.2,1.0,1.2,1.4823849683690005,0.4376110606648681,0.2774352812668207,5.97161595505056
900.0,0.9870364375403312,0.12346626463613004,3.46616,1.0,10.0,1.2,1.0,1.2,0.9870364375403312,0.4279538278311685,0.12028588836325216,4.967379655916839
910.0,0.6023951176790436,0.16562027885894504,3.46616,1.0,10.0,1.2,1.0,1.2,0.6023951176790436,0.5740663857697209,0.06010026655412366,3.7593419440242086
920.0,0.35615013521111427,0.23983320246666903,3.46616,1.0,10.0,1.2,1.0,1.2,0.35615013521111427,0.8313002530618695,0.03042114342863664,2.626185154313108
930.0,0.23370586056399056,0.3324550483501413,3.46616,1.0,10.0,1.2,1.0,1.2,0.23370586056399056,1.1523423903893257,0.018158172541092154,1.8943401991877673
940.0,0.1945861713850401,0.43286385472293254,3.46616,1.0,10.0,1.2,1.0,1.2,0.1945861713850401,1.5003753786864398,0.016389860940267325,1.6289002505313692
950.0,0.20093334550832723,0.534666212346424,3.46616,1.0,10.0,1.2,1.0,1.2,0.20093334550832723,1.8532386385866808,0.02158672558278567,1.6731431953309348
960.0,0.2303139936267575,0.63453352474887,3.46616,1.0,10.0,1.2,1.0,1.2,0.2303139936267575,2.1993947221435435,0.03365853618120116,1.8719936115481446
970.0,0.2717935500233667,0.7307948528972683,3.46616,1.0,10.0,1.2,1.0,1.2,0.2717935500233667,2.5330518873183956,0.05398508286070659,2.137088602300059
980.0,0.3204885270834954,0.8224235303301791,3.46616,1.0,10.0,1.2,1.0,1.2,0.3204885270834954,2.8506515438892537,0.08447350253229916,2.427045146627243
990.0,0.37433600110086107,0.9088387345694571,3.46616,1.0,10.0,1.2,1.0,1.2,0.37433600110086107,3.1501804682152694,0.12735324681142723,2.72375897015732
1000.0,0.43257232571507287,0.98957471249335,3.46616,1.0,10.0,1.2,1.0,1.2,0.43257232571507287,3.43002428545595,0.18516804950968324,3.0195496447214496
