Time,V_membrane,n,s,tau_membrane,i_Ca,g_Ca,V_Ca,m_infinity,V_m,theta_m,i_K,V_K,g_K,n_infinity,V_n,theta_n,lamda,tau_potassium_current_n_gate,i_s,g_s,s_infinity,V_s,theta_s,tau_s,i_K_ATP,g_K_ATP,p,Compartment
0.27,-65.06085198692058,0.04946495508133813,0.024999724493402115,20.0,-7.412881182328912,3.6,25.0,0.022863803931780217,-20.0,12.0,4.9163951001374455,-75.0,10.0,0.00018735930369524748,-17.0,5.6,0.8,20.0,0.9939038481045219,4.0,0.004574802287272078,-22.0,8.0,20000.0,5.963488807847651,1.2,0.5,1.0
0.28,-65.06308159296492,0.04944524798764957,0.02499971428063909,20.0,-7.411718960158628,3.6,25.0,0.022859653321334997,-20.0,12.0,4.9133339486888925,-75.0,10.0,0.00018728473654043825,-17.0,5.6,0.8,20.0,0.9936804840236013,4.0,0.004573533294519848,-22.0,8.0,20000.0,5.962151044221048,1.2,0.5,1.0
0.29,-65.06530946676891,0.04942554873641412,0.024999704067244558,20.0,-7.410557812711316,3.6,25.0,0.02285550667061453,-20.0,12.0,4.910275311314052,-75.0,10.0,0.0001872102569557074,-17.0,5.6,0.8,20.0,0.9934572933217333,4.0,0.004572265637659518,-22.0,8.0,20000.0,5.960814319938654,1.2,0.5,1.0
0.3,-65.06753560833255,0.04940585732763177,0.02499969385321851,20.0,-7.409397739564056,3.6,25.0,0.02285136397778139,-20.0,12.0,4.90721918646505,-75.0,10.0,0.00018713586486018933,-17.0,5.6,0.8,20.0,0.993234275998722,4.0,0.0045709993157795345,-22.0,8.0,20000.0,5.959478635000471,1.2,0.5,1.0
0.31,-65.06976001765584,0.04938617376130254,0.024999683638560952,20.0,-7.408238740294337,3.6,25.0,0.022847225241000062,-20.0,12.0,4.9041655725948265,-75.0,10.0,0.00018706156017313298,-17.0,5.6,0.8,20.0,0.9930114320543726,4.0,0.004569734327969453,-22.0,8.0,20000.0,5.958143989406497,1.2,0.5,1.0
0.32,-65.07198286308524,0.049366497745894175,0.024999673423363008,20.0,-7.407080726784778,3.6,25.0,0.022843090145294558,-20.0,12.0,4.901114356107013,-75.0,10.0,0.0001869873371937615,-17.0,5.6,0.8,20.0,0.9927887446576819,4.0,0.004568470577623391,-22.0,8.0,20000.0,5.956810282148856,1.2,0.5,1.0
0.33,-65.07420406080315,0.04934682942655698,0.024999663207579303,20.0,-7.405923742308448,3.6,25.0,0.02283895884488131,-20.0,12.0,4.898065591343587,-75.0,10.0,0.00018691319864532003,-17.0,5.6,0.8,20.0,0.9925662221883177,4.0,0.004567208111545079,-22.0,8.0,20000.0,5.955477563518107,1.2,0.5,1.0
0.34,-65.07642354312026,0.04932716892051119,0.024999652991173203,20.0,-7.404767821713948,3.6,25.0,0.02283483146387859,-20.0,12.0,4.895019321841151,-75.0,10.0,0.0001868391467087138,-17.0,5.6,0.8,20.0,0.9923438714134787,4.0,0.004565946967323749,-22.0,8.0,20000.0,5.954145874127846,1.2,0.5,1.0
0.35000000000000003,-65.07864131003655,0.049307516227756816,0.024999642774144706,20.0,-7.403612964584268,3.6,25.0,0.022830708000474934,-20.0,12.0,4.891975546067691,-75.0,10.0,0.0001867651813042979,-17.0,5.6,0.8,20.0,0.9921216923329707,4.0,0.004564687144061122,-22.0,8.0,20000.0,5.952815213978073,1.2,0.5,1.0
0.36,-65.08085736155203,0.04928787134829385,0.024999632556493814,20.0,-7.402459170502795,3.6,25.0,0.022826588452860737,-20.0,12.0,4.888934262491993,-75.0,10.0,0.00018669130235253765,-17.0,5.6,0.8,20.0,0.9918996849465989,4.0,0.0045634286408599975,-22.0,8.0,20000.0,5.951485583068779,1.2,0.5,1.0
0.37,-65.0830716976667,0.049268234282122285,0.024999622338220524,20.0,-7.401306439053345,3.6,25.0,0.022822472819228338,-20.0,12.0,4.885895469583664,-75.0,10.0,0.00018661750977401107,-17.0,5.6,0.8,20.0,0.991677849254172,4.0,0.004562171456824282,-22.0,8.0,20000.0,5.950156981399982,1.2,0.5,1.0
0.38,-65.08528431838056,0.04924860502924213,0.024999612119324836,20.0,-7.400154769820117,3.6,25.0,0.022818361097771887,-20.0,12.0,4.88285916581309,-75.0,10.0,0.0001865438034894047,-17.0,5.6,0.8,20.0,0.9914561852554935,4.0,0.00456091559105893,-22.0,8.0,20000.0,5.9488294089716645,1.2,0.5,1.0
0.39,-65.08749522369362,0.049228983589653386,0.024999601899806753,20.0,-7.399004162387739,3.6,25.0,0.022814253286687475,-20.0,12.0,4.879825349651474,-75.0,10.0,0.00018647018341951715,-17.0,5.6,0.8,20.0,0.9912346929503697,4.0,0.004559661042669995,-22.0,8.0,20000.0,5.947502865783826,1.2,0.5,1.0
0.4,-65.08970441360586,0.049209369963356044,0.024999591679666273,20.0,-7.397854616341255,3.6,25.0,0.022810149384173105,-20.0,12.0,4.876794019570839,-75.0,10.0,0.0001863966494852573,-17.0,5.6,0.8,20.0,0.9910133723386095,4.0,0.004558407810764624,-22.0,8.0,20000.0,5.946177351836485,1.2,0.5,1.0
0.41000000000000003,-65.0919118881173,0.04918976415035011,0.024999581458903398,20.0,-7.396706131266094,3.6,25.0,0.022806049388428586,-20.0,12.0,4.87376517404398,-75.0,10.0,0.00018632320160764373,-17.0,5.6,0.8,20.0,0.9907922234200162,4.0,0.004557155894451013,-22.0,8.0,20000.0,5.944852867129623,1.2,0.5,1.0
0.42,-65.0941176472279,0.04917016615063559,0.024999571237518125,20.0,-7.395558706748118,3.6,25.0,0.02280195329765569,-20.0,12.0,4.870738811544529,-75.0,10.0,0.00018624983970780615,-17.0,5.6,0.8,20.0,0.9905712461943986,4.0,0.004555905292838465,-22.0,8.0,20000.0,5.943529411663257,1.2,0.5,1.0
0.43,-65.09632169093771,0.04915057596421247,0.024999561015510454,20.0,-7.394412342373573,3.6,25.0,0.022797861110057997,-20.0,12.0,4.867714930546891,-75.0,10.0,0.0001861765637069829,-17.0,5.6,0.8,20.0,0.9903504406615601,4.0,0.004554656005037329,-22.0,8.0,20000.0,5.942206985437371,1.2,0.5,1.0
0.44,-65.09852401924672,0.049130993591080765,0.02499955079288039,20.0,-7.393267037729125,3.6,25.0,0.022793772823840985,-20.0,12.0,4.864693529526293,-75.0,10.0,0.00018610337352652253,-17.0,5.6,0.8,20.0,0.9901298068213067,4.0,0.004553408030159047,-22.0,8.0,20000.0,5.940885588451965,1.2,0.5,1.0
0.45,-65.10072463215491,0.04911141903124046,0.024999540569627925,20.0,-7.392122792401861,3.6,25.0,0.022789688437212078,-20.0,12.0,4.861674606958774,-75.0,10.0,0.00018603026908788436,-17.0,5.6,0.8,20.0,0.9899093446734472,4.0,0.004552161367316148,-22.0,8.0,20000.0,5.939565220707055,1.2,0.5,1.0
0.46,-65.10292352966229,0.04909185228469157,0.024999530345753068,20.0,-7.390979605979254,3.6,25.0,0.02278560794838049,-20.0,12.0,4.858658161321154,-75.0,10.0,0.00018595725031263655,-17.0,5.6,0.8,20.0,0.9896890542177849,4.0,0.004550916015622204,-22.0,8.0,20000.0,5.938245882202625,1.2,0.5,1.0
0.47000000000000003,-65.10512071176886,0.04907229335143408,0.02499952012125581,20.0,-7.389837478049199,3.6,25.0,0.022781531355557372,-20.0,12.0,4.855644191091077,-75.0,10.0,0.00018588431712245613,-17.0,5.6,0.8,20.0,0.9894689354541268,4.0,0.004549671974191887,-22.0,8.0,20000.0,5.936927572938683,1.2,0.5,1.0
0.48,-65.10731617847462,0.049052742231468,0.024999509896136158,20.0,-7.388696408199997,3.6,25.0,0.022777458656955726,-20.0,12.0,4.852632694746983,-75.0,10.0,0.00018581146943913101,-17.0,5.6,0.8,20.0,0.9892489883822793,4.0,0.004548429242140926,-22.0,8.0,20000.0,5.935610292915229,1.2,0.5,1.0
0.49,-65.10950992977956,0.04903319892479333,0.02499949967039411,20.0,-7.387556396020347,3.6,25.0,0.022773389850790426,-20.0,12.0,4.849623670768119,-75.0,10.0,0.00018573870718455664,-17.0,5.6,0.8,20.0,0.9890292130020482,4.0,0.004547187818586124,-22.0,8.0,20000.0,5.9342940421322625,1.2,0.5,1.0
0.5,-65.11170196568371,0.04901366343141007,0.024999489444029663,20.0,-7.386417441099361,3.6,25.0,0.02276932493527821,-20.0,12.0,4.846617117634525,-75.0,10.0,0.00018566603028073814,-17.0,5.6,0.8,20.0,0.9888096093132377,4.0,0.004545947702645346,-22.0,8.0,20000.0,5.932978820589775,1.2,0.5,1.0
0.51,-65.11389228618702,0.04899413575131822,0.024999479217042823,20.0,-7.385279543026567,3.6,25.0,0.022765263908637735,-20.0,12.0,4.843613033827071,-75.0,10.0,0.00018559343864979027,-17.0,5.6,0.8,20.0,0.9885901773156569,4.0,0.004544708893437547,-22.0,8.0,20000.0,5.931664628287785,1.2,0.5,1.0
0.52,-65.11608089128954,0.04897461588451777,0.024999468989433584,20.0,-7.384142701391873,3.6,25.0,0.022761206769089444,-20.0,12.0,4.840611417827399,-75.0,10.0,0.00018552093221393476,-17.0,5.6,0.8,20.0,0.9883709170091085,4.0,0.004543471390082719,-22.0,8.0,20000.0,5.930351465226274,1.2,0.5,1.0
0.53,-65.11826778099125,0.04895510383100873,0.024999458761201947,20.0,-7.383006915785623,3.6,25.0,0.022757153514855737,-20.0,12.0,4.8376122681179785,-75.0,10.0,0.0001854485108955034,-17.0,5.6,0.8,20.0,0.9881518283933998,4.0,0.004542235191701945,-22.0,8.0,20000.0,5.929039331405252,1.2,0.5,1.0
0.54,-65.12045295529215,0.0489355995907911,0.024999448532347916,20.0,-7.38187218579855,3.6,25.0,0.022753104144160822,-20.0,12.0,4.834615583182068,-75.0,10.0,0.00018537617461693605,-17.0,5.6,0.8,20.0,0.9879329114683353,4.0,0.004541000297417354,-22.0,8.0,20000.0,5.927728226824709,1.2,0.5,1.0
0.55,-65.12263641419223,0.048916103163864876,0.024999438302871487,20.0,-7.3807385110218044,3.6,25.0,0.022749058655230834,-20.0,12.0,4.831621361503752,-75.0,10.0,0.0001853039233007815,-17.0,5.6,0.8,20.0,0.9877141662337234,4.0,0.004539766706352166,-22.0,8.0,20000.0,5.926418151484662,1.2,0.5,1.0
0.56,-65.12481815769151,0.048896614550230054,0.02499942807277266,20.0,-7.379605891046929,3.6,25.0,0.022745017046293704,-20.0,12.0,4.828629601567891,-75.0,10.0,0.0001852317568696956,-17.0,5.6,0.8,20.0,0.987495592689367,4.0,0.004538534417630631,-22.0,8.0,20000.0,5.925109105385095,1.2,0.5,1.0
0.5700000000000001,-65.12699818578997,0.04887713374988665,0.02499941784205144,20.0,-7.3784743254658816,3.6,25.0,0.022740979315579272,-20.0,12.0,4.825640301860171,-75.0,10.0,0.00018515967524644286,-17.0,5.6,0.8,20.0,0.9872771908350736,4.0,0.004537303430378086,-22.0,8.0,20000.0,5.923801088526017,1.2,0.5,1.0
0.58,-65.12917649848762,0.04885766076283465,0.02499940761070782,20.0,-7.377343813871021,3.6,25.0,0.022736945461319227,-20.0,12.0,4.822653460867073,-75.0,10.0,0.00018508767835389596,-17.0,5.6,0.8,20.0,0.9870589606706484,4.0,0.0045360737437209215,-22.0,8.0,20000.0,5.922494100907426,1.2,0.5,1.0
0.59,-65.1313531299104,0.048838195512133774,0.024999397378759083,20.0,-7.376214338148109,3.6,25.0,0.02273291541856829,-20.0,12.0,4.819669052816432,-75.0,10.0,0.0001850157649877728,-17.0,5.6,0.8,20.0,0.9868408987840684,4.0,0.004534845337529832,-22.0,8.0,20000.0,5.921188122053763,1.2,0.5,1.0
0.6,-65.13352843426989,0.04881873719917876,0.024999387146384517,20.0,-7.375085714133881,3.6,25.0,0.02272888852994052,-20.0,12.0,4.81668682450548,-75.0,10.0,0.00018494392337655092,-17.0,5.6,0.8,20.0,0.9866229697619264,4.0,0.004533618011126414,-22.0,8.0,20000.0,5.919882939438065,1.2,0.5,1.0
0.61,-65.13570205257676,0.04879928663334676,0.02499937691340241,20.0,-7.3739581277250394,3.6,25.0,0.02272486545842894,-20.0,12.0,4.813707029730407,-75.0,10.0,0.00018487216530743014,-17.0,5.6,0.8,20.0,0.9864052094949411,4.0,0.004532391966280374,-22.0,8.0,20000.0,5.918578768453943,1.2,0.5,1.0
0.62,-65.13787398483099,0.048779843814637784,0.02499936667981276,20.0,-7.372831578522066,3.6,25.0,0.022720846202300464,-20.0,12.0,4.810729667002205,-75.0,10.0,0.00018480049070482125,-17.0,5.6,0.8,20.0,0.9861876179829231,4.0,0.004531167202135497,-22.0,8.0,20000.0,5.917275609101407,1.2,0.5,1.0
0.63,-65.1400442310326,0.048760408743051833,0.02499935644561557,20.0,-7.371706066125823,3.6,25.0,0.022716830759823756,-20.0,12.0,4.8077547348326215,-75.0,10.0,0.00018472889949323765,-17.0,5.6,0.8,20.0,0.985970195225678,4.0,0.004529943717836573,-22.0,8.0,20000.0,5.915973461380437,1.2,0.5,1.0
0.64,-65.14221279118158,0.04874098141858891,0.02499934621081084,20.0,-7.370581590137581,3.6,25.0,0.022712819129269347,-20.0,12.0,4.8047822317342215,-75.0,10.0,0.00018465739159729993,-17.0,5.6,0.8,20.0,0.9857529412230176,4.0,0.004528721512529454,-22.0,8.0,20000.0,5.914672325291053,1.2,0.5,1.0
0.65,-65.14437966527791,0.048721561841249005,0.02499933597539857,20.0,-7.369458150159003,3.6,25.0,0.02270881130890957,-20.0,12.0,4.801812156220335,-75.0,10.0,0.00018458596694173146,-17.0,5.6,0.8,20.0,0.9855358559747505,4.0,0.004527500585360997,-22.0,8.0,20000.0,5.913372200833254,1.2,0.5,1.0
0.66,-65.14654485332163,0.048702150011032126,0.024999325739378755,20.0,-7.368335745792113,3.6,25.0,0.022704807297018452,-20.0,12.0,4.798844506805065,-75.0,10.0,0.00018451462545135975,-17.0,5.6,0.8,20.0,0.9853189394806827,4.0,0.004526280935479074,-22.0,8.0,20000.0,5.9120730880070225,1.2,0.5,1.0
0.67,-65.1487083553127,0.04868274592793827,0.024999315502751404,20.0,-7.367214376639373,3.6,25.0,0.022700807091871975,-20.0,12.0,4.795879282003326,-75.0,10.0,0.00018444336705111678,-17.0,5.6,0.8,20.0,0.9851021917406257,4.0,0.004525062562032608,-22.0,8.0,20000.0,5.910774986812376,1.2,0.5,1.0
0.68,-65.15087017125116,0.04866334959196743,0.02499930526551651,20.0,-7.366094042303593,3.6,25.0,0.022696810691747792,-20.0,12.0,4.792916480330793,-75.0,10.0,0.00018437219166603892,-17.0,5.6,0.8,20.0,0.9848856127543868,4.0,0.004523845464171524,-22.0,8.0,20000.0,5.909477897249306,1.2,0.5,1.0
0.6900000000000001,-65.15303030113698,0.048643961003119615,0.024999295027674076,20.0,-7.3649747423880045,3.6,25.0,0.02269281809492542,-20.0,12.0,4.789956100303933,-75.0,10.0,0.00018430109922126564,-17.0,5.6,0.8,20.0,0.9846692025217744,4.0,0.00452262964104678,-22.0,8.0,20000.0,5.908181819317812,1.2,0.5,1.0
0.7000000000000001,-65.15518874497016,0.04862458016139483,0.0249992847892241,20.0,-7.36385647649622,3.6,25.0,0.022688829299686183,-20.0,12.0,4.786998140440004,-75.0,10.0,0.00018423008964204115,-17.0,5.6,0.8,20.0,0.9844529610425987,4.0,0.004521415091810357,-22.0,8.0,20000.0,5.906886753017903,1.2,0.5,1.0
0.71,-65.15734550275072,0.04860520706679306,0.02499927455016658,20.0,-7.362739244232241,3.6,25.0,0.022684844304313143,-20.0,12.0,4.784042599257035,-75.0,10.0,0.0001841591628537116,-17.0,5.6,0.8,20.0,0.9842368883166668,4.0,0.004520201815615247,-22.0,8.0,20000.0,5.905592698349571,1.2,0.5,1.0
0.72,-65.15950057447864,0.04858584171931432,0.024999264310501524,20.0,-7.361623045200449,3.6,25.0,0.022680863107091175,-20.0,12.0,4.781089475273842,-75.0,10.0,0.00018408831878172829,-17.0,5.6,0.8,20.0,0.9840209843437874,4.0,0.004518989811615466,-22.0,8.0,20000.0,5.904299655312815,1.2,0.5,1.0
0.73,-65.16165396015393,0.0485664841189586,0.024999254070228925,20.0,-7.360507879005645,3.6,25.0,0.022676885706307,-20.0,12.0,4.778138767010035,-75.0,10.0,0.00018401755735164546,-17.0,5.6,0.8,20.0,0.9838052491237702,4.0,0.004517779078966056,-22.0,8.0,20000.0,5.903007623907643,1.2,0.5,1.0
0.74,-65.1638056597766,0.048547134265725905,0.024999243829348785,20.0,-7.35939374525298,3.6,25.0,0.02267291210024902,-20.0,12.0,4.775190472985987,-75.0,10.0,0.00018394687848911898,-17.0,5.6,0.8,20.0,0.9835896826564211,4.0,0.004516569616823056,-22.0,8.0,20000.0,5.90171660413404,1.2,0.5,1.0
0.75,-65.16595567334663,0.04852779215961623,0.024999233587861106,20.0,-7.3582806435480395,3.6,25.0,0.02266894228720757,-20.0,12.0,4.772244591722878,-75.0,10.0,0.00018387628211991036,-17.0,5.6,0.8,20.0,0.9833742849415515,4.0,0.004515361424343549,-22.0,8.0,20000.0,5.9004265959920215,1.2,0.5,1.0
0.76,-65.16810400086402,0.04850845780062958,0.024999223345765886,20.0,-7.357168573496766,3.6,25.0,0.022664976265474673,-20.0,12.0,4.769301121742665,-75.0,10.0,0.00018380576816988238,-17.0,5.6,0.8,20.0,0.9831590559789697,4.0,0.004514154500685622,-22.0,8.0,20000.0,5.8991375994815884,1.2,0.5,1.0
0.77,-65.1702506423288,0.04848913118876595,0.02499921310306312,20.0,-7.356057534705493,3.6,25.0,0.02266101403334413,-20.0,12.0,4.7663600615680695,-75.0,10.0,0.00018373533656500048,-17.0,5.6,0.8,20.0,0.982943995768481,4.0,0.004512948845008357,-22.0,8.0,20000.0,5.897849614602722,1.2,0.5,1.0
0.78,-65.17239559774093,0.04846981232402535,0.02499920285975282,20.0,-7.3549475267809665,3.6,25.0,0.022657055589111613,-20.0,12.0,4.763421409722625,-75.0,10.0,0.00018366498723133392,-17.0,5.6,0.8,20.0,0.9827291043098973,4.0,0.004511744456471884,-22.0,8.0,20000.0,5.896562641355442,1.2,0.5,1.0
0.79,-65.17453886710044,0.048450501206407766,0.024999192615834973,20.0,-7.3538385493302965,3.6,25.0,0.0226531009310745,-20.0,12.0,4.760485164730628,-75.0,10.0,0.00018359472009505393,-17.0,5.6,0.8,20.0,0.9825143816030251,4.0,0.004510541334237323,-22.0,8.0,20000.0,5.895276679739737,1.2,0.5,1.0
