Time,Z1,Z2,Z3,Z4,E1,E2,E3,E4,mu1,mu2,mu23,mu3,mu4,k1,k2,k3,k4,mu5,compartment_1
0.24,0.50010091680863,9.999905046653234,9.999991221989946,99.99999410516237,0.00039958369187107845,9.495334676164941e-05,8.778010055983772e-06,5.894837556737837e-06,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.25,0.5001043818877954,9.999902032880339,9.999990648628346,99.99999350830412,0.00039611861270569525,9.796711965802373e-05,9.35137165626469e-06,6.49169581149494e-06,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.26,0.5001077946108448,9.99989908331244,9.99999006819405,99.99999288427492,0.0003927058896563695,0.00010091668755683852,9.931805953011296e-06,7.1157250119712695e-06,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.27,0.5001111556815911,9.999896196793213,9.999989481390783,99.99999223374502,0.00038934481890996243,0.00010380320678535877,1.0518609219565539e-05,7.766254908170826e-06,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.28,0.5001144657945779,9.999893372184788,9.999988888883532,99.99999155741854,0.0003860347059233066,0.0001066278152099995,1.1111116470522675e-05,8.442581387028892e-06,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.29,0.5001177256353945,9.999890608367496,9.999988291300784,99.99999085602849,0.00038277486510671473,0.00010939163250352972,1.1708699216629295e-05,9.143971439093215e-06,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.3,0.5001209358810036,9.99988790423958,9.999987689236844,99.99999013033165,0.00037956461949769326,0.00011209576041899983,1.2310763157110664e-05,9.86966827313215e-06,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.31,0.5001240972000137,9.99988525871695,9.999987083253824,99.99998938110434,0.0003764033004875275,0.00011474128304826964,1.2916746178832264e-05,1.061889558374141e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.32,0.5001272102529459,9.99988267073291,9.999986473883624,99.99998860913824,0.00037329024755531547,0.00011732926708832342,1.3526116379593673e-05,1.139086168534427e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.33,0.5001302756924538,9.999880139237918,9.999985861629611,99.999987815237,0.000370224808047425,0.00011986076207992127,1.4138370392878241e-05,1.2184762918584006e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.34,0.500133294163557,9.999877663199323,9.99998524696842,99.9999870002127,0.00036720633694425225,0.0001223368006767938,1.4753031583104593e-05,1.2999787230395125e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.35000000000000003,0.5001362663038171,9.99987524160113,9.999984630351358,99.9999861648831,0.0003642341966841229,0.0001247583988691595,1.5369648644839912e-05,1.383511684649775e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.36,0.5001391927435176,9.999872873443772,9.999984012205854,99.99998531006896,0.0003613077569835987,0.00012712655622493444,1.5987794150507743e-05,1.46899309749946e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.37,0.5001420741058396,9.999870557743858,9.9999833929369,99.99998443659152,0.00035842639466164393,0.00012944225613980415,1.6607063105868156e-05,1.556340842461039e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.38,0.5001449110070022,9.99986829353393,9.999982772928261,99.9999835452703,0.0003555894934989232,0.000131706466066642,1.7227071744527707e-05,1.6454729644303932e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.39,0.5001477040563901,9.999866079862269,9.999982152543568,99.9999826369214,0.00035279644411104856,0.00013392013772734886,1.784745643680254e-05,1.7363078543612416e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.4,0.5001504538566652,9.999863915792682,9.999981532127306,99.99998171235588,0.0003500466438358806,0.00013608420731522444,1.8467872698842368e-05,1.8287644078516035e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.41000000000000003,0.5001531610039008,9.99986180040425,9.999980912006,99.99998077237787,0.00034733949660024514,0.00013819959574677416,1.908799400374086e-05,1.922762209507979e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.42,0.5001558260876904,9.999859732791109,9.999980292489226,99.99997981778318,0.000344674412810718,0.00014026720888988086,1.9707510777836615e-05,2.01822167836972e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.43,0.5001584496912361,9.999857712062228,9.999979673870444,99.99997884935817,0.00034205080926496694,0.00014228793776939892,2.032612956079113e-05,2.1150641802110683e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.44,0.5001610323914316,9.999855737341228,9.999979056427792,99.9999778678787,0.0003394681090694889,0.00014426265877052647,2.0943572213514188e-05,2.2132121276087928e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.45,0.5001635747589414,9.999853807766154,9.999978440424863,99.99997687410924,0.0003369257415598255,0.0001461922338455708,2.1559575142145235e-05,2.312589073506693e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.46,0.5001660773582727,9.999851922489288,9.999977826111417,99.99997586880205,0.00033442314222853817,0.0001480775107114452,2.2173888588525588e-05,2.413119791725742e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.47000000000000003,0.5001685407478496,9.999850080676936,9.99997721372411,99.99997485269643,0.0003319597526515842,0.0001499193230632054,2.278627589546086e-05,2.514730354970634e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.48,0.5001709654800814,9.999848281509209,9.999976603487196,99.99997382651796,0.0003295350204196815,0.00015171849078889484,2.3396512810032303e-05,2.6173482015238543e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.49,0.5001733521014174,9.999846524179842,9.999975995613086,99.99997279097815,0.00032714839908368204,0.0001534758201565906,2.400438691926535e-05,2.720902181770446e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.5,0.5001757011523976,9.999844807896,9.999975390302886,99.999971746774,0.0003247993481034864,0.00015519210399858808,2.4609697119535398e-05,2.8253225973459134e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.51,0.5001780131677044,9.999843131878098,9.99997478774692,99.99997069458759,0.00032248733279678236,0.00015686812190122043,2.5212253085139243e-05,2.9305412375517748e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.52,0.500180288676213,9.999841495359599,9.999974188125265,99.99996963508585,0.0003202118242881613,0.00015850464039969805,2.581187474113297e-05,3.03649141200949e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.53,0.5001825282010395,9.99983989758683,9.999973591608233,99.99996856892021,0.0003179722994616829,0.00016010241316971819,2.6408391771107653e-05,3.143107975944628e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.54,0.5001847322595836,9.999838337818787,9.999972998356837,99.9999674967265,0.00031576824091758483,0.00016166218121280057,2.7001643168460972e-05,3.250327347581989e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.55,0.5001869013635694,9.999836815326963,9.999972408523186,99.99996641912477,0.0003135991369318431,0.00016318467303716618,2.7591476820490824e-05,3.358087519600368e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.56,0.5001890360190842,9.999835329395165,9.999971822250895,99.99996533671931,0.00031146448141709636,0.0001646706048371321,2.8177749111966602e-05,3.466328066632359e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.5700000000000001,0.5001911367266167,9.999833879319329,9.999971239675462,99.99996425009849,0.00030936377388451176,0.0001661206806718076,2.8760324544533574e-05,3.574990149375137e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.58,0.5001932039810943,9.999832464407358,9.999970660924633,99.99996315983482,0.0003072965194068227,0.00016753559264222586,2.9339075374225966e-05,3.684016515178504e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.59,0.5001952382719183,9.999831083978936,9.999970086118736,99.99996206648503,0.00030526222858289246,0.000168916021065748,2.9913881272368418e-05,3.793351494453053e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.6,0.5001972400829977,9.999829737365353,9.999969515371003,99.99996097059002,0.00030326041750339874,0.00017026263464786496,3.0484629005279457e-05,3.902940993996818e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.61,0.5001992098927839,9.99982842390935,9.999968948787878,99.99995987267509,0.000301290607717232,0.00017157609065199668,3.1051212129438836e-05,4.0127324878352455e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.62,0.5002011481743026,9.999827142964934,9.999968386469305,99.99995877324992,0.00029935232619844316,0.00017285703506754067,3.161353070133557e-05,4.1226750056936795e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.63,0.5002030553951873,9.999825893897226,9.999967828509005,99.99995767280879,0.0002974451053137152,0.00017410610277601417,3.217149100207004e-05,4.232719119185185e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.64,0.5002049320177108,9.999824676082287,9.99996727499473,99.99995657183072,0.0002955684827902923,0.000175323917715125,3.272500527604079e-05,4.342816925976271e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.65,0.5002067784988168,9.999823488906962,9.999966726008525,99.99995547077965,0.00029372200168422725,0.0001765110930408071,3.3273991482415644e-05,4.452922032256002e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.66,0.5002085952901522,9.999822331768716,9.999966181626949,99.99995437010463,0.0002919052103488155,0.00017766823128734168,3.3818373058283355e-05,4.5629895337439306e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.67,0.5002103828380978,9.999821204075477,9.999965641921314,99.99995327024001,0.00029011766240313647,0.00017879592452562024,3.435807869285113e-05,4.6729759953822154e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.68,0.5002121415838003,9.999820105245483,9.999965106957895,99.99995217160567,0.00028835891670065034,0.00017989475451953327,3.489304211220604e-05,4.782839429848159e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.6900000000000001,0.5002138719632032,9.999819034707123,9.999964576798131,99.99995107460722,0.00028662853729779337,0.00018096529288047134,3.542320187403708e-05,4.892539275049587e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.7000000000000001,0.5002155744070785,9.999817991898784,9.999964051498834,99.99994997963627,0.0002849260934225095,0.00018200810121996077,3.594850117163794e-05,5.0020363707656344e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.71,0.5002172493410584,9.999816976268702,9.999963531112359,99.99994888707064,0.0002832511594426631,0.00018302373130046958,3.646888764658931e-05,5.111292934567645e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.72,0.5002188971856667,9.999815987274818,9.999963015686795,99.99994779727461,0.00028160331483429314,0.00018401272518440647,3.6984313209636006e-05,5.220272537129896e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.73,0.5002205183563514,9.99981502438462,9.999962505266137,99.9999467105992,0.0002799821441496769,0.00018497561538132206,3.749473386932333e-05,5.3289400770315965e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.74,0.500222113263516,9.99981408707501,9.999961999890438,99.99994562738242,0.0002783872369851753,0.00018591292499332238,3.80001095679567e-05,5.437261755149951e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.75,0.5002236823125523,9.999813174832143,9.999961499595981,99.99994454794948,0.00027681818794883316,0.00018682516785871177,3.850040402445764e-05,5.5452050487372594e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.76,0.5002252259038734,9.999812287151308,9.999961004415422,99.99994347261311,0.0002752745966277133,0.00018771284869388287,3.8995584583727056e-05,5.6527386852636184e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.77,0.5002267444329462,9.999811423536768,9.999960514377934,99.9999424016738,0.00027375606755494916,0.00018857646323346974,3.948562207216661e-05,5.759832616096804e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.78,0.5002282382903247,9.999810583501633,9.999960029509348,99.99994133542006,0.00027226221017650397,0.00018941649836877716,3.997049065903538e-05,5.866457990084638e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.79,0.5002297078616836,9.999809766567717,9.999959549832283,99.99994027412869,0.0002707926388176283,0.0001902334322844991,4.045016772333396e-05,5.9725871271003574e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.8,0.5002311535278523,9.999808972265408,9.99995907536628,99.99993921806505,0.00026934697264900903,0.00019102773459374082,4.092463372592593e-05,6.0781934916059825e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.81,0.5002325756648487,9.999808200133531,9.999958606127919,99.99993816748331,0.00026792483565260696,0.00019179986647135916,4.139387208662731e-05,6.183251666282648e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.8200000000000001,0.5002339746439142,9.999807449719217,9.99995814213094,99.99993712262672,0.0002665258565871823,0.00019255028078563418,4.185786906601515e-05,6.287737325771551e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.8300000000000001,0.5002353508315479,9.999806720577775,9.999957683386352,99.99993608372787,0.0002651496689535089,0.00019327942222828622,4.231661365172306e-05,6.391627210564776e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.84,0.5002367045895422,9.999806012272561,9.999957229902556,99.99993505100898,0.0002637959109592815,0.0001939877274428509,4.2770097449004824e-05,6.494899101081484e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.85,0.5002380362750177,9.999805324374853,9.99995678168543,99.99993402468206,0.00026246422548372003,0.00019467562515142583,4.321831457536127e-05,6.597531791961144e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.86,0.5002393462404596,9.999804656463724,9.999956338738446,99.99993300494931,0.00026115426004187794,0.0001953435362798023,4.366126155903864e-05,6.699505066601937e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.87,0.5002406348337529,9.999804008125922,9.999955901062764,99.99993199200325,0.00025986566674866216,0.00019599187408099504,4.409893724121941e-05,6.800799671969177e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.88,0.5002419023982191,9.999803378955747,9.999955468657323,99.99993098602704,0.00025859810228257365,0.00019662104425718327,4.453134268173746e-05,6.901397293695711e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.89,0.5002431492726525,9.999802768554924,9.999955041518936,99.99992998719466,0.0002573512278491786,0.00019723144508007585,4.4958481068159855e-05,7.001280531493712e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.9,0.5002443757913573,9.999802176532494,9.999954619642375,99.99992899567123,0.0002561247091443211,0.00019782346750971385,4.5380357628086734e-05,7.10043287489475e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.91,0.5002455822841845,9.999801602504693,9.999954203020458,99.99992801161318,0.00025491821631708856,0.00019839749531172363,4.579697954452994e-05,7.198838679332875e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.92,0.500246769076569,9.999801046094833,9.999953791644128,99.99992703516855,0.0002537314239325426,0.00019895390517303316,4.6208355874239374e-05,7.296483142583328e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.93,0.5002479364895672,9.99980050693319,9.999953385502533,99.99992606647717,0.0002525640109342276,0.00019949306681606488,4.661449746885356e-05,7.393352281567672e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.9400000000000001,0.5002490848398949,9.999799984656894,9.999952984583102,99.9999251056709,0.00025141566060647025,0.00020001534311141805,4.701541689875816e-05,7.489432909534449e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.9500000000000001,0.500250214439965,9.999799478909816,9.999952588871622,99.99992415287386,0.00025028606053648404,0.00020052109018905333,4.741112837954273e-05,7.584712613622918e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.96,0.5002513255979252,9.999798989342457,9.999952198352302,99.99992320820267,0.00024917490257629155,0.00020101065754799327,4.7801647700951966e-05,7.679179732816033e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.97,0.5002524186176971,9.999798515611841,9.999951813007845,99.99992227176665,0.00024808188280447924,0.00020148438816455108,4.8186992158233794e-05,7.772823336287503e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.98,0.5002534937990137,9.999798057381406,9.999951432819518,99.99992134366799,0.0002470067014877991,0.00020194261859910107,4.8567180485791586e-05,7.865633202146646e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
0.99,0.5002545514374589,9.999797614320904,9.99995105776721,99.99992042400206,0.00024594906304263006,0.00020238567910140377,4.894223279305304e-05,7.957599796583669e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.0,0.5002555918245052,9.999797186106292,9.999950687829502,99.99991951285749,0.00024490867599631487,0.00020281389371449874,4.931217050247267e-05,8.048714253417068e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.01,0.5002566152475532,9.99979677241963,9.999950322983715,99.99991861031648,0.00024388525294838582,0.0002032275803771783,4.9677016289589115e-05,8.138968354043945e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.02,0.5002576219899698,9.999796372948984,9.99994996320598,99.99991771645495,0.0002428785105316936,0.0002036270510250551,5.003679402506283e-05,8.228354507793266e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.03,0.5002586123311281,9.99979598738832,9.999949608471287,99.9999168313427,0.00024188816937345368,0.0002040126116902366,5.0391528718622925e-05,8.316865732681383e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.04,0.5002595865464454,9.99979561543741,9.99994925875354,99.99991595504366,0.0002409139540562235,0.0002043845625996199,5.074124646485587e-05,8.404495636568475e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.05,0.5002605449074228,9.999795256801738,9.999948914025614,99.99991508761605,0.00023995559307882496,0.00020474319827181966,5.108597439077182e-05,8.49123839871401e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.06,0.5002614876816843,9.999794911192398,9.999948574259399,99.99991422911252,0.00023901281881722543,0.00020508880761274236,5.1425740605087365e-05,8.577088751728812e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.07,0.5002624151330162,9.999794578326002,9.999948239425855,99.9999133795804,0.0002380853674853907,0.00020542167400982016,5.176057414916645e-05,8.662041963920821e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.08,0.5002633275214055,9.999794257924588,9.999947909495054,99.99991253906182,0.00023717297909612304,0.00020574207542491745,5.209050494956379e-05,8.746093822031267e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.09,0.5002642251030797,9.999793949715528,9.999947584436232,99.99991170759391,0.00023627539742189762,0.00020605028448592285,5.2415563772117666e-05,8.829240614357575e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
1.1,0.5002651081305458,9.999793653431437,9.999947264217825,99.99991088520892,0.00023539236995570953,0.0002063465685770405,5.273578217754133e-05,8.911479114258993e-05,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
