Time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL,kf_0,kr_0,kf_1,kr_1,kf_2,kr_2,kf_3,kr_3,kf_4,kr_4,kf_5,kr_5,kf_6,kr_6,kf_7,kr_7,kf_8,kr_8,kf_9,kr_9,kf_10,kr_10,kf_11,kr_11,kf_12,kr_12,kf_13,kr_13,kf_14,kr_14,kf_15,kr_15,kf_16,kr_16,t2,comp1,React0,React1,React2,React3,React4,React5,React6,React7,React8,React9,React10,React11,React12,React13,React14,React15,React16
0.1,7.691286260092742e-08,5.396156087830926e-08,3.8875805140247094e-08,1.1190239948027503e-10,8.372740502700321e-07,2.23943590387686e-06,2.9042279534803076e-08,2.0654823158733275e-13,1.0070803323703902e-05,1.5490055593687233e-10,7.246025699607829e-11,3.259133555260458e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,2.0115309470323196e-21,2.5305273790209308e-21,2.599238934550168e-21,-1.7975797090982367e-26,1.9958798754699206e-22,7.4947370653424e-26,2.3259204508271195e-22,1.5345274749978217e-25,3.7591472783267596e-23,1.933475908596085e-25,6.777916161056467e-23,5.7025320413009e-21,4.2471014508885825e-30,1.2597626883899005e-27,3.62276499192601e-28,2.6978921632483388e-25,5.0350531544975336e-23
0.11,7.040585749040823e-08,5.6807173222774416e-08,3.558089166671574e-08,1.0239218870848993e-10,7.660984928385523e-07,2.0489365183366394e-06,3.421452596559765e-08,2.4332601955446284e-13,1.0609222445913397e-05,1.8248500034140103e-10,7.62011341812749e-11,2.9841515839428467e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.8021612301499797e-21,2.265401941129663e-21,2.326961595225393e-21,-2.4233787495424235e-26,1.8051981295412164e-22,5.90081850094139e-26,2.101160902210659e-22,1.3747096527270737e-25,3.3698026685444497e-23,1.7321338757192834e-25,6.074362181766801e-23,5.108956149766708e-21,3.8057297784344916e-30,1.1292787320339832e-27,3.80976471784028e-28,2.840139679138311e-25,5.304200648645111e-23
0.12,6.457610074792694e-08,5.935238603813769e-08,3.2628915805047486e-08,9.387182415678963e-11,7.023310736451533e-07,1.8782648798902582e-06,3.964143669697103e-08,2.8191502778056296e-13,1.1090809611002983e-05,2.1142774497832006e-10,7.954702897259391e-11,2.7377892786865686e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.6146050509546896e-21,2.027899850089893e-21,2.083052735721019e-21,-2.9836008524141013e-26,1.6343749718673155e-22,4.4733424741155316e-26,1.8998102680398397e-22,1.2315427652309638e-25,3.02102169182673e-23,1.5517690475312543e-25,5.44410827023833e-23,4.577222978881895e-21,3.410342840867716e-30,1.0123891711792432e-27,3.977013150596359e-28,2.9673655886129107e-25,5.544929108261128e-23
0.13,5.9353032317664995e-08,6.16284988760778e-08,2.9984148125304085e-08,8.623817731916282e-11,6.451999654925708e-07,1.7253552070646924e-06,4.5296101821343576e-08,3.2212386836298394e-13,1.1521486312380482e-05,2.4158526089815573e-10,8.253909583602054e-11,2.517064860290124e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.4465897253511432e-21,1.8151431156216187e-21,1.8645567326863168e-21,-3.4850784513886835e-26,1.481341402142784e-22,3.1949676797557925e-26,1.7194296507010089e-22,1.1032920037504264e-25,2.708578150728306e-23,1.3901958747607907e-25,4.8795175224291077e-23,4.100889329277428e-21,3.0561496328950763e-30,9.076776485034924e-28,4.126568243158991e-28,3.081135041490812e-25,5.760199602968385e-23
0.14,5.467344821246873e-08,6.366354822795404e-08,2.7614584083186794e-08,7.939887110347987e-11,5.940138061681222e-07,1.588357081456167e-06,5.115441703822609e-08,3.6378110736027e-13,1.1906556712243378e-05,2.728289833736429e-10,8.521419877655069e-11,2.319307407762318e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.2960795023522557e-21,1.6245537852683564e-21,1.6688260940439551e-21,-3.9339316829426624e-26,1.3442441186473367e-22,2.0501606874754367e-26,1.5578344139240846e-22,9.884034178358842e-26,2.4286864398405072e-23,1.2454566573142539e-25,4.373749201346179e-23,3.674183721832922e-21,2.7388586238558708e-30,8.138754655610652e-28,4.260273401498702e-28,3.1828500166176544e-25,5.95266450311723e-23
0.15,5.0480721104052824e-08,6.548265326126059e-08,2.549154935105106e-08,7.327114066919245e-11,5.48153172804347e-07,1.465612629011775e-06,5.719478638698278e-08,4.0673315057633337e-13,1.2250773050698614e-05,3.0504372637015956e-10,8.760536593253728e-11,2.142123921441975e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.1612504600548652e-21,1.4538221541675369e-21,1.4934888112202128e-21,-4.3356438550384324e-26,1.221422664059258e-22,1.0250043908030016e-26,1.4130672426851957e-22,8.854847525694383e-26,2.1779548630197851e-23,1.1157974025954018e-25,3.9206743794377013e-23,3.2919352257773624e-21,2.4546248361970778e-30,7.298459377053256e-28,4.379780216846172e-28,3.2737666105913858e-25,6.124700187912663e-23
0.16,4.6724124573684e-08,6.710831557360113e-08,2.3589357639342644e-08,6.778084577191186e-11,5.070631901369551e-07,1.3556367361659802e-06,6.339786451573236e-08,4.508424105324576e-13,1.2558392355558319e-05,3.3812630788943745e-10,8.974218370960363e-11,1.9833707666827865e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.0404687402299675e-21,1.3008792026488663e-21,1.3364200532569484e-21,-4.695126881849285e-26,1.1113896107354124e-22,1.070319298139304e-27,1.2833747860053149e-22,7.932888344063348e-26,1.953345159351529e-23,9.996468946327457e-26,3.514802800428856e-23,2.9495117525653486e-21,2.2000039623128215e-30,6.545708297302145e-28,4.4865681745875425e-28,3.35501002711059e-25,6.278435403404971e-23
0.17,4.33582219894177e-08,6.856069027912593e-08,2.1885001242931485e-08,6.286157756432016e-11,4.702468456862837e-07,1.257099158045218e-06,6.974632359884957e-08,4.959856487443936e-13,1.2833227728587077e-05,3.719843067811221e-10,9.16511532208161e-11,1.841127848574063e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,9.322708645384901e-22,1.1638716698742255e-21,1.195716568068694e-21,-5.016780459675815e-26,1.0128126410374183e-22,-7.149235023985917e-27,1.167186533584599e-22,7.106985459445476e-26,1.752135899922963e-23,8.955977649712547e-26,3.1512167358651095e-23,2.642764251132573e-21,1.9719108692264454e-30,5.871380886521811e-28,4.581962478262312e-28,3.4275881327881595e-25,6.415776908410352e-23
0.18,4.034231347382678e-08,6.98578313267508e-08,2.0357871002676013e-08,5.845385030045016e-11,4.372589403666437e-07,1.16880832738373e-06,7.622464241020704e-08,5.42052475574903e-13,1.3078694756716574e-05,4.065349377260561e-10,9.335601284530837e-11,1.713675241492422e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,8.353459218040888e-22,1.0411394968737181e-21,1.0696735170107851e-21,-5.304545617702799e-26,9.244983310249658e-23,-1.450864576474242e-26,1.0630957003314012e-22,6.367132289219075e-26,1.5718893639360937e-23,8.023893628774148e-26,2.825511128945725e-23,2.3679762076908017e-21,1.7675820484451454e-30,5.267307427823439e-28,4.667150179294729e-28,3.492403724412269e-25,6.538432682649366e-23
0.19,3.763993007792469e-08,7.101591587829745e-08,1.898950017074116e-08,5.45043620351352e-11,4.077005554645232e-07,1.0896965454912175e-06,8.281891340088212e-08,5.88943978137156e-13,1.329785396165288e-05,4.4170402224969237e-10,9.487803325367578e-11,1.5994718135281947e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,7.485192757466798e-22,9.311951949989814e-22,9.56763286800463e-22,-5.561953697980291e-26,8.453773183445327e-23,-2.1097541420264083e-26,9.698417425572472e-23,5.704362478374895e-26,1.4104212422314638e-23,7.18892087723416e-26,2.533738847609744e-23,2.1218174561625064e-21,1.5845412698517486e-30,4.72616748164814e-28,4.743194929910024e-28,3.550265749088173e-25,6.64793315386563e-23
0.2,3.521840001518852e-08,7.204943672167202e-08,1.776334476492345e-08,5.0965360644392e-11,3.8121430785239886e-07,1.018807282918795e-06,8.951667726061723e-08,6.365715436673238e-13,1.3493447202102814e-05,4.774251063251689e-10,9.623627040398414e-11,1.4971368960808517e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,6.707385937194368e-22,8.327061535581905e-22,8.556173199059567e-22,-5.792168357626176e-26,7.744915831080614e-23,-2.6996218328416537e-26,8.862953649215932e-23,5.1106432526433417e-26,1.2657746568552172e-23,6.440939533836218e-26,2.2723637368802127e-23,1.9013045687913753e-21,1.4205701296019181e-30,4.241402815489795e-28,4.811049634346806e-28,3.601898925956011e-25,6.74564940092428e-23
0.21,3.3048470537174455e-08,7.297137000212714e-08,1.666459209815747e-08,4.779409116992102e-11,3.574802138428538e-07,9.552841091396737e-07,9.630677870100409e-08,6.848558338297283e-13,1.3667929406482762e-05,5.136386911663571e-10,9.744778608456243e-11,1.405434304798173e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,6.010616676190311e-22,7.444792169489377e-22,7.650102756512673e-22,-5.998022183174754e-26,7.109833603237742e-23,-3.227656997232488e-26,8.114454506195332e-23,4.578782451787182e-26,1.1361975132860338e-23,5.770888760911806e-26,2.0382196934472452e-23,1.7037663276712418e-21,1.2736823756515329e-30,3.8071415028713447e-28,4.8715674772275255e-28,3.6479521336769575e-25,6.83280902189697e-23
0.22,3.1103927843054716e-08,7.379334382565156e-08,1.5679968312460924e-08,4.4952240290043803e-11,3.3621153153658035e-07,8.983595646691047e-07,1.031792214888149e-07,7.337257536889063e-13,1.3823500470623436e-05,5.502914600214321e-10,9.852786960351978e-11,1.3232562774314057e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,5.386441714671542e-22,6.654451815995054e-22,6.838441089657549e-22,-6.18205349530986e-26,6.540839946766951e-23,-3.700302111564751e-26,7.443859236125099e-23,4.1023350795303975e-26,1.0201197348986709e-23,5.17064901396699e-26,1.8284695274571562e-23,1.526809016742313e-21,1.1420980990205732e-30,3.418121629059439e-28,4.925513009271563e-28,3.689006841530553e-25,6.910512084653852e-23
0.23,2.936128520803538e-08,7.452577660131532e-08,1.4797580456811148e-08,4.2405480497354525e-11,3.1715134938843213e-07,8.473460304233966e-07,1.1012504949803889e-07,7.831176057311917e-13,1.3962131430454102e-05,5.87335643741997e-10,9.94902196892856e-11,1.249610294534515e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,4.827296162732368e-22,5.946460754082183e-22,6.111350066900799e-22,-6.346536547847679e-26,6.031047956603024e-23,-4.123329427947105e-26,6.84304968833626e-23,3.675526625955299e-26,9.161345834017823e-24,4.63294544159956e-26,1.6405712078141266e-23,1.368287943202248e-21,1.0242225586628813e-30,3.0696286844704168e-28,4.9735712433374025e-28,3.725584027293276e-25,6.979744214633075e-23
0.24,2.779950975403347e-08,7.517799824239034e-08,1.4006778132266381e-08,4.012307075476248e-11,3.0006959746513515e-07,8.016277284054702e-07,1.1713624250009222e-07,8.329743487067455e-13,1.4085587391776173e-05,6.247284649609844e-10,1.0034710385287338e-10,1.183607533136706e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,4.326405495329081e-22,5.312240133167176e-22,5.460019425310121e-22,-6.493507984940744e-26,5.5742902579729e-23,-4.50190812480897e-26,6.304755880576904e-23,3.2931858905882253e-26,8.229822937612957e-24,4.1512632545907443e-26,1.472248289837285e-23,1.2262824875395418e-21,9.186276298464596e-31,2.7574407387909333e-28,5.0163556234252215e-28,3.758150237961564e-25,7.041388060978086e-23
0.25,2.639975800649139e-08,7.575836747004929e-08,1.3298019586115524e-08,3.807746999309428e-11,2.847601548109181e-07,7.606529796214633e-07,1.2420561530507056e-07,8.832448803046826e-13,1.4195449722692414e-05,6.624316001439014e-10,1.0110951262558963e-10,1.124451691706021e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,3.8777003770449865e-22,4.744104112514932e-22,4.876556000527023e-22,-6.62479244755273e-26,5.1650414649323775e-23,-4.8406692982810677e-26,5.822464594628219e-23,2.9506799657170755e-26,7.395342353462303e-24,3.719765816442521e-26,1.3214612938650739e-23,1.0990719558739565e-21,8.240338442298698e-31,2.4777752875919566e-28,5.054415737423116e-28,3.7871234555822917e-25,7.096234393962547e-23
0.26,2.51451498534014e-08,7.627437208232525e-08,1.266275725171933e-08,3.624400673624297e-11,2.710383768789778e-07,7.239275862960732e-07,1.3132673154961797e-07,9.338834239976815e-13,1.429313502327062e-05,7.004107197606354e-10,1.0178729139847584e-10,1.0714294379421331e-06,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,3.4757438563971213e-22,4.235167664044263e-22,4.353889042548854e-22,-6.742024461261123e-26,4.7983518993893124e-23,-5.1437615154448296e-26,5.39034124556144e-23,2.643858661265359e-26,6.647793732291984e-24,3.3332246287368676e-26,1.1863832402338279e-23,9.85114938999346e-22,7.392950502808446e-31,2.227244009314445e-28,5.088243909814995e-28,3.81287811125255e-25,7.144991590856715e-23
