Time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL,kf_0,kr_0,kf_1,kr_1,kf_2,kr_2,kf_3,kr_3,kf_4,kr_4,kf_5,kr_5,kf_6,kr_6,kf_7,kr_7,kf_8,kr_8,kf_9,kr_9,kf_10,kr_10,kf_11,kr_11,kf_12,kr_12,kf_13,kr_13,kf_14,kr_14,kf_15,kr_15,kf_16,kr_16,t2,comp1,React0,React1,React2,React3,React4,React5,React6,React7,React8,React9,React10,React11,React12,React13,React14,React15,React16
5.45,1.1342751200709477e-08,6.376364583930922e-08,5.688561723721326e-09,1.6178967910974055e-11,1.2091514946988158e-07,3.224455488868757e-07,3.620444738977066e-06,2.5745384889932963e-11,1.195546627780399e-05,1.9309038646363953e-08,8.501834408658578e-11,4.862761557815135e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5450901574513063e-24,-1.1129500652926196e-23,-1.1077302577516997e-23,-6.122695600301028e-26,1.2999061367743636e-23,-6.122570396069215e-26,1.3231030808816966e-23,4.489025204632214e-29,1.738536531902787e-25,7.570609623580152e-29,1.9692064554702844e-25,4.15954306090364e-24,8.434307149000257e-33,5.772940401747051e-30,4.22002274246137e-28,3.1650114455898246e-25,5.934287802034271e-23
5.46,1.1337532633950527e-08,6.373431388716953e-08,5.685944529945735e-09,1.6171524275404523e-11,1.2085951869698234e-07,3.2229719771395837e-07,3.6263776167370845e-06,2.5787574242856264e-11,1.1949966637284855e-05,1.9340680661066253e-08,8.49792347423385e-11,4.860524305480476e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5443566016346278e-24,-1.1124409773491322e-23,-1.107223651174848e-23,-6.119879125175834e-26,1.2993079504834045e-23,-6.119754088313184e-26,1.3224941855639132e-23,4.4867833740992286e-29,1.7377324754554437e-25,7.566902891230677e-29,1.9682927557478647e-25,4.157563476021781e-24,8.430378059132634e-33,5.7702704308983676e-30,4.218016648025498e-28,3.1635068775651973e-25,5.931466787241583e-23
5.47,1.1332316547970141e-08,6.370499587872006e-08,5.6833285803198355e-09,1.6164084178356662e-11,1.208039143695873e-07,3.2214891706354785e-07,3.632307674152617e-06,2.5829743539996577e-11,1.1944469611159851e-05,1.9372307633931305e-08,8.49401439897137e-11,4.858288116680673e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5436233945196027e-24,-1.1119321314131868e-23,-1.1067172854283136e-23,-6.11706398893393e-26,1.2987100485555128e-23,-6.11693911936117e-26,1.3218855796999905e-23,4.4845426085641247e-29,1.7369288012751018e-25,7.563197920970192e-29,1.9673794903758532e-25,4.155584832186532e-24,8.426451908000887e-33,5.7676015885242606e-30,4.2160115072376895e-28,3.162003024775286e-25,5.928647113490095e-23
5.48,1.132710294158902e-08,6.367569180733227e-08,5.680713874252189e-09,1.6156647618148342e-11,1.2074833647512483e-07,3.220007069021195e-07,3.638234912564387e-06,2.5871892790887925e-11,1.1938975198186162e-05,1.9403919572109627e-08,8.490107181987333e-11,4.856052990910145e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5428905359738235e-24,-1.1114235273707322e-23,-1.1062111603959389e-23,-6.114250190938859e-26,1.2981124308555158e-23,-6.114125488575763e-26,1.3212772631523108e-23,4.4823029089085235e-29,1.73612550912102e-25,7.559494711960699e-29,1.966466659147789e-25,4.153607128949889e-24,8.422525756869141e-33,5.764934626941115e-30,4.2140073196446e-28,3.1604998868800823e-25,5.925828780142308e-23
5.49,1.1321891813628423e-08,6.364640166638088e-08,5.678100411151638e-09,1.614921459309825e-11,1.2069278500102948e-07,3.218525671961646e-07,3.6441593333124785e-06,2.5914022005059795e-11,1.1933483397121562e-05,1.943551648274834e-08,8.486201822398361e-11,4.853818927663556e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.54215802579266e-24,-1.1109151651056108e-23,-1.1057052759621681e-23,-6.111437730554019e-26,1.2975150972483165e-23,-6.111313195321901e-26,1.320669235783445e-23,4.48006427307531e-29,1.7353225988276885e-25,7.555793263368217e-29,1.965554261857285e-25,4.1516303658646005e-24,8.41860401384121e-33,5.762268041516162e-30,4.212004084793109e-28,3.1589974635397465e-25,5.923011786561031e-23
5.5,1.131668316291017e-08,6.361712544924368e-08,5.675488190427307e-09,1.6141785101525843e-11,1.2063725993474158e-07,3.2170449791219036e-07,3.6500809377363395e-06,2.5956131192037168e-11,1.192799420672441e-05,1.9467098372991166e-08,8.482298319321497e-11,4.851585926435808e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5414258638557416e-24,-1.1104070445034705e-23,-1.1051996320138527e-23,-6.108626607144126e-26,1.2969180475988459e-23,-6.108502238963054e-26,1.3200614974558129e-23,4.477826701946104e-29,1.7345200702446443e-25,7.552093574350729e-29,1.9646422982980562e-25,4.149654542484166e-24,8.414685209549156e-33,5.75960333688217e-30,4.210001802230304e-28,3.157495754414595e-25,5.920196132109368e-23
5.51,1.1311476988256644e-08,6.358786314930161e-08,5.6728772114886e-09,1.6134359141751404e-11,1.2058176126370756e-07,3.215564990167199e-07,3.655999727174782e-06,2.599822036134046e-11,1.1922507625753661e-05,1.9498665249978435e-08,8.478396671874198e-11,4.849353986722042e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5406940499223271e-24,-1.1098991654493573e-23,-1.1046942284360389e-23,-6.105816820072946e-26,1.2963212817721288e-23,-6.105692618864161e-26,1.3194540480321922e-23,4.4755901952270334e-29,1.7337179231160996e-25,7.548395644075976e-29,1.9637307682639359e-25,4.147679658361522e-24,8.410764935889164e-33,5.7569397607227544e-30,4.208000471503491e-28,3.1559947591651063e-25,5.917381816150734e-23
5.5200000000000005,1.1306273288490778e-08,6.355861475993879e-08,5.670267473745205e-09,1.6126936712095997e-11,1.205262889753797e-07,3.214085704762922e-07,3.661915702965982e-06,2.6040289522485603e-11,1.1917023652968857e-05,1.9530217120847084e-08,8.474496879174343e-11,4.84712310801764e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.53996258389612e-24,-1.1093915278289192e-23,-1.1041890651149764e-23,-6.103008368705858e-26,1.2957247996332469e-23,-6.102884334389573e-26,1.318846887375003e-23,4.473354751154856e-29,1.7329161573367303e-25,7.544699471706533e-29,1.962819671548845e-25,4.145705713050544e-24,8.406847600965049e-33,5.754276936879724e-30,4.206000092160189e-28,3.154494477451923e-25,5.914568838048838e-23
5.53,1.1301072062436075e-08,6.352938027454249e-08,5.667658976607085e-09,1.611951781088149e-11,1.2047084305721637e-07,3.2126071225746233e-07,3.6678288664474762e-06,2.608233868498397e-11,1.191154228713013e-05,1.956175399273065e-08,8.47059894034023e-11,4.844893289818226e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5392314655965644e-24,-1.1088841315266003e-23,-1.1036841419351093e-23,-6.100201252407508e-26,1.2951286010473286e-23,-6.100077384904524e-26,1.318240015347117e-23,4.4711203694356976e-29,1.7321147726958878e-25,7.541005056407271e-29,1.9619090079467196e-25,4.143732706104545e-24,8.402930266040934e-33,5.7516163699858466e-30,4.204000663748135e-28,3.152994908935848e-25,5.911757197167695e-23
5.54,1.1295873308916595e-08,6.350015968650309e-08,5.66505171948449e-09,1.611210243643055e-11,1.2041542349668179e-07,3.21112924326801e-07,3.6737392189561687e-06,2.612436785834243e-11,1.1906063526998202e-05,1.9593275872759277e-08,8.466702854490579e-11,4.842664531619662e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5385006948671784e-24,-1.1083769764283495e-23,-1.103179458785095e-23,-6.097395470543349e-26,1.294532685879587e-23,-6.097271769773953e-26,1.3176334318113114e-23,4.468887050069559e-29,1.731313769013016e-25,7.537312397341339e-29,1.960998777251745e-25,4.141760637077777e-24,8.399018808588572e-33,5.748956555408354e-30,4.202002185815279e-28,3.1514960532778436e-25,5.908946892871627e-23
5.55,1.1290677026756953e-08,6.347095298921412e-08,5.6624457017879446e-09,1.6104690587066645e-11,1.2036003028124623e-07,3.20965206650895e-07,3.679646761828327e-06,2.6166377052063334e-11,1.1900587371334386e-05,1.962478276805973e-08,8.462808620744524e-11,4.840436832918048e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5377702715153691e-24,-1.107870062418912e-23,-1.1026750155469701e-23,-6.094591022479128e-26,1.2939370539953105e-23,-6.094467488364562e-26,1.3170271366304202e-23,4.4666547921748193e-29,1.7305131460925127e-25,7.533621493677051e-29,1.9600889792581514e-25,4.139789505524305e-24,8.39510882050415e-33,5.746297869305438e-30,4.200004657909785e-28,3.1499979101390346e-25,5.906137924525253e-23
5.5600000000000005,1.1285483214782325e-08,6.344176017607228e-08,5.659840922928257e-09,1.609728226111403e-11,1.203046633983859e-07,3.2081755919634697e-07,3.685551496399584e-06,2.6208366275644507e-11,1.1895113818900579e-05,1.9656274685755388e-08,8.458916238221623e-11,4.838210193209725e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5370401953726176e-24,-1.1073633893836346e-23,-1.1021708121099937e-23,-6.091787907580592e-26,1.2933417052597967e-23,-6.09166454004129e-26,1.3164211296674279e-23,4.4644235957514783e-29,1.729712903798961e-25,7.529932344575835e-29,1.959179613760124e-25,4.137819310998193e-24,8.391197363051789e-33,5.7436406878352914e-30,4.198008079580038e-28,3.148500479180708e-25,5.903330291493494e-23
5.57,1.1280291871818447e-08,6.341258124047738e-08,5.657237382316515e-09,1.6089877456897757e-11,1.2024932283558285e-07,3.2066998192977526e-07,3.6914534240049363e-06,2.6250335538579267e-11,1.188964286845927e-05,1.9687751632966225e-08,8.45502570604185e-11,4.835984611991275e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5363104663065162e-24,-1.1068569572087672e-23,-1.10166684835861e-23,-6.088986125214298e-26,1.2927466395384752e-23,-6.088862924171134e-26,1.3158154107851871e-23,4.462193459624042e-29,1.7289130419217124e-25,7.526244949206006e-29,1.9582706805521865e-25,4.1358500530542585e-24,8.387288844335304e-33,5.7409846348397214e-30,4.19601245037463e-28,3.1470037600643096e-25,5.900523993141576e-23
5.58,1.1275102996691608e-08,6.338341617583236e-08,5.654635079364084e-09,1.6082476172743684e-11,1.2019400858032522e-07,3.205224748178143e-07,3.6973525459787462e-06,2.6292284850356404e-11,1.1884174518773536e-05,1.9719213616808844e-08,8.451137023325595e-11,4.833760088759518e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5355810841124348e-24,-1.1063507657790549e-23,-1.1011631241802725e-23,-6.086185674746359e-26,1.2921518566967847e-23,-6.086062640120502e-26,1.3152099798468891e-23,4.4599643840863833e-29,1.7281135602651645e-25,7.522559306732435e-29,1.9573621794287597e-25,4.1338817312473174e-24,8.383384733722636e-33,5.738329334160536e-30,4.19401776984237e-28,3.1455077524514477e-25,5.897719028835023e-23
5.59,1.1269916588228668e-08,6.335426497554331e-08,5.652034013482613e-09,1.6075078406978464e-11,1.2013872062010705e-07,3.2037503782711445e-07,3.7032488636547428e-06,2.633421422046022e-11,1.1878708768607041e-05,1.9750660644396468e-08,8.447250189193668e-11,4.831536623011512e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.534852048694077e-24,-1.1058448149810483e-23,-1.1006596394570179e-23,-6.083386555543846e-26,1.291557356600277e-23,-6.083263687256096e-26,1.3146048367155747e-23,4.457736368256882e-29,1.727314458633715e-25,7.518875416325158e-29,1.9564541101845288e-25,4.131914345131811e-24,8.379479153742029e-33,5.735675914272312e-30,4.192024037532282e-28,3.1440124560038894e-25,5.894915397939664e-23
5.6000000000000005,1.1264732645257023e-08,6.332512763301946e-08,5.649434184084026e-09,1.6067684157929533e-11,1.2008345894242834e-07,3.202276709243416e-07,3.7091423783660207e-06,2.6376123658370503e-11,1.1873245616724038e-05,1.9782092722838936e-08,8.4433652027673e-11,4.829314214244555e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5341233598107014e-24,-1.10533910469859e-23,-1.1001563940823183e-23,-6.080588766973975e-26,1.2909631391144753e-23,-6.08046606494462e-26,1.3139999812545105e-23,4.455509411547791e-29,1.726515736891947e-25,7.51519327714675e-29,1.9555464726140615e-25,4.12994789426406e-24,8.375576512497299e-33,5.7330236228586645e-30,4.190031252993606e-28,3.1425178703835664e-25,5.892113099821628e-23
5.61,1.1259551166604646e-08,6.32960041416732e-08,5.6468355905805335e-09,1.6060293423925135e-11,1.2002822353479496e-07,3.200803740761777e-07,3.7150330914450395e-06,2.6418013173562517e-11,1.1867785061889368e-05,1.9813509859242696e-08,8.439482063168137e-11,4.827092861956186e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5333950173419376e-24,-1.1048336348188322e-23,-1.0996533879364048e-23,-6.077792308404037e-26,1.2903692041051007e-23,-6.077669772554832e-26,1.3133954133268312e-23,4.453283513077489e-29,1.7257173948593048e-25,7.511512888367822e-29,1.954639266512234e-25,4.1279823781985054e-24,8.371676809988446e-33,5.730372836077786e-30,4.188039415775793e-28,3.141023995252569e-25,5.889312133847344e-23
5.62,1.1254372151100064e-08,6.326689449492e-08,5.64423823238462e-09,1.6052906203294308e-11,1.1997301438471885e-07,3.199331472493206e-07,3.720921004223627e-06,2.6459882775507035e-11,1.1862327102868455e-05,1.9844912060710833e-08,8.435600769518242e-11,4.824872565644179e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5326670210951924e-24,-1.1043284052274231e-23,-1.0991506209067311e-23,-6.074997179201982e-26,1.289775551437874e-23,-6.074874809454023e-26,1.3127911327959162e-23,4.4510586728459766e-29,1.7249194323401858e-25,7.507834249156115e-29,1.953732491673937e-25,4.1260177964909046e-24,8.367777107479593e-33,5.727723553929677e-30,4.186048525428513e-28,3.139530830273147e-25,5.886512499383544e-23
5.63,1.1249195597572349e-08,6.323779868617845e-08,5.641642108909049e-09,1.6045522494366873e-11,1.1991783147971777e-07,3.1978599041048386e-07,3.726806118032977e-06,2.6501732473670328e-11,1.1856871738427315e-05,1.9876299334343047e-08,8.431721320940093e-11,4.822653324806549e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5319393709500953e-24,-1.1038234158094086e-23,-1.0986480928801486e-23,-6.072203378735616e-26,1.289182180978554e-23,-6.072081175009483e-26,1.3121871395251636e-23,4.448834889677759e-29,1.7241218491540343e-25,7.50415735867937e-29,1.9528261478941206e-25,4.1240541486972026e-24,8.363880343706617e-33,5.725075024097952e-30,4.184058581501641e-28,3.138038375107711e-25,5.883714195797261e-23
5.64,1.124402150485114e-08,6.320871670887033e-08,5.639047219566866e-09,1.6038142295473455e-11,1.1986267480731544e-07,3.1963890352639684e-07,3.7326884342036513e-06,2.654356227751416e-11,1.1851418967332548e-05,1.990767168723566e-08,8.427843716556593e-11,4.820435138941551e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5312120666899792e-24,-1.1033186664507376e-23,-1.098145803743509e-23,-6.06941090637355e-26,1.288589092592993e-23,-6.069288868589971e-26,1.3115834333779717e-23,4.446612164748331e-29,1.7233246451052478e-25,7.500482216104179e-29,1.9519202349679107e-25,4.122091434373721e-24,8.35998504930158e-33,5.7224279988989966e-30,4.18206958354528e-28,3.136546629418834e-25,5.88091722245583e-23
5.65,1.1238849871766636e-08,6.31796485564205e-08,5.636453563771394e-09,1.6030765604945468e-11,1.1980754435504159e-07,3.1949188656380474e-07,3.738567954065579e-06,2.6585372196495817e-11,1.184596878835134e-05,1.9939029126481633e-08,8.423967955491053e-11,4.818218007547675e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5304851081583622e-24,-1.1028141570376598e-23,-1.0976437533818583e-23,-6.066619761484398e-26,1.2879962861470814e-23,-6.066497889564835e-26,1.3109800142178513e-23,4.4443904957067033e-29,1.7225278200433633e-25,7.496808820602876e-29,1.9510147526905067e-25,4.1201296530764046e-24,8.356091224264481e-33,5.7197817260164254e-30,4.1800815311097315e-28,3.1350555928692476e-25,5.878121578726884e-23
5.66,1.123368069714958e-08,6.315059422225698e-08,5.633861140936236e-09,1.6023392421115126e-11,1.1975244011043174e-07,3.193449394894687e-07,3.7444446789480558e-06,2.6627162240068063e-11,1.1840521200251466e-05,1.9970371659170544e-08,8.420094036867209e-11,4.816001930123653e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5297584952228367e-24,-1.102309887456726e-23,-1.0971419416832519e-23,-6.063829943437065e-26,1.2874037615068033e-23,-6.063708237302246e-26,1.3103768819083888e-23,4.442169883728371e-29,1.7217313737426857e-25,7.4931371713432e-29,1.9501097008571522e-25,4.118168804361763e-24,8.352201807331198e-33,5.7171369577666234e-30,4.178094423745523e-28,3.1335652651218442e-25,5.875327263978356e-23
5.67,1.1228513979831278e-08,6.312155369981089e-08,5.631269950475272e-09,1.6016022742315434e-11,1.1969736206102746e-07,3.191980622701655e-07,3.750318610179746e-06,2.6668932417679177e-11,1.1835076201801282e-05,2.0001699292388603e-08,8.416221959809208e-11,4.813786906168452e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5290322276787725e-24,-1.1018058575923802e-23,-1.0966403685333377e-23,-6.061041451600533e-26,1.2868115185382089e-23,-6.060919911173022e-26,1.3097740363132644e-23,4.439950326756218e-29,1.720935306067798e-25,7.489467267496337e-29,1.9492050792632083e-25,4.116208887786495e-24,8.348310921029976e-33,5.71449369414959e-30,4.176108261003388e-28,3.132075645839678e-25,5.872534277578484e-23
5.68,1.1223349718643587e-08,6.309252698251647e-08,5.628679991802661e-09,1.6008656566880174e-11,1.1964231019437616e-07,3.1905125487268776e-07,3.7561897490886836e-06,2.6710682738772954e-11,1.1829633791769734e-05,2.0033012033218656e-08,8.412351723441613e-11,4.81157293518128e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.528306305381725e-24,-1.1013020673311733e-23,-1.0961390338195691e-23,-6.058254285344735e-26,1.2862195571073857e-23,-6.058132910544746e-26,1.3091714772961019e-23,4.437731825084119e-29,1.7201396168381445e-25,7.485799108230601e-29,1.9483008877041685e-25,4.114249902907484e-24,8.34442444283257e-33,5.711851559007134e-30,4.174123042434279e-28,3.1305867346859614e-25,5.869742618895802e-23
5.69,1.1218187912418924e-08,6.306351406381111e-08,5.62609126433284e-09,1.600129389314394e-11,1.195872844980312e-07,3.1890451726384394e-07,3.7620580970022704e-06,2.67524132127887e-11,1.182419396892635e-05,2.0064309888740177e-08,8.408483326889406e-11,4.809360016661579e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5275807282233607e-24,-1.1007985165599569e-23,-1.095637937428196e-23,-6.05546844403924e-26,1.2856278770805062e-23,-6.05534723478794e-26,1.3085692047207509e-23,4.435514377242705e-29,1.7193443058430765e-25,7.482132692718326e-29,1.9473971259755702e-25,4.1122918492812415e-24,8.340539434003102e-33,5.7092101761810624e-30,4.172138767589357e-28,3.1290985313240673e-25,5.866952287299148e-23
5.7,1.121302855999027e-08,6.303451493713526e-08,5.623503767480529e-09,1.5993934719442115e-11,1.1953228495955192e-07,3.187578494104582e-07,3.7679236552472763e-06,2.679412384916122e-11,1.1818756732041246e-05,2.0095592866029278e-08,8.404616769277983e-11,4.807148150109036e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.52685549591479e-24,-1.1002952051643788e-23,-1.0951370792442643e-23,-6.05268392705435e-26,1.2850364783237897e-23,-6.05256288327401e-26,1.3079672184509857e-23,4.4332979841135975e-29,1.7185493729170843e-25,7.478468020130694e-29,1.9464937938731565e-25,4.110334726466157e-24,8.336654425173634e-33,5.70657029798776e-30,4.170155436019998e-28,3.1276110354175277e-25,5.864163282157656e-23
5.71,1.1207871660191136e-08,6.300552959593257e-08,5.62091750066072e-09,1.5986579044110858e-11,1.194773115665034e-07,3.1861125127937053e-07,3.773786425149842e-06,2.683581465732085e-11,1.1813322079885118e-05,2.0126860972158706e-08,8.40075204973316e-11,4.804937335023571e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.5261306084199016e-24,-1.0997921330306888e-23,-1.0946364591582368e-23,-6.049900733760514e-26,1.2844453607035025e-23,-6.049779855371715e-26,1.3073655183507123e-23,4.431082645109049e-29,1.7177548179097048e-25,7.474805089636597e-29,1.9455908911926265e-25,4.108378534019304e-24,8.332772355080044e-33,5.7039326767436106e-30,4.168173047277796e-28,3.1261242466300382e-25,5.861375602840761e-23
