A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,Time
1.5905897032860354e-11,5.592549580754585e-09,4.780687623125542e-07,3.1700326404107324e-07,1.1887432629096123e-07,1.1151307302892327e-08,2.729310757761664e-11,2.0469830662487e-08,3.838093242122571e-06,8.358361197533553e-11,6.268759881191898e-08,1.175371114728454e-05,5.82
1.589858320848473e-11,5.589978028795487e-09,4.778489386725225e-07,3.1685749999681016e-07,1.1881966567531656e-07,1.1146179743864095e-08,2.7334561181157527e-11,2.0500920865152312e-08,3.843922655125597e-06,8.354518466752357e-11,6.26587783861284e-08,1.1748307416203094e-05,5.83
1.5891272860921724e-11,5.58740769928908e-09,4.776292195312545e-07,3.1671180524519647e-07,1.1876503104398712e-07,1.1141054622351586e-08,2.7375995078672617e-11,2.0531996288298275e-08,3.849749296968742e-06,8.350677562711071e-11,6.262997166086094e-08,1.174290625392279e-05,5.84
1.588396598851854e-11,5.584838591654241e-09,4.77409604839074e-07,3.1656617975329217e-07,1.1871042238462058e-07,1.1135931937196065e-08,2.7417409279529675e-11,2.056305693895071e-08,3.8555731689693505e-06,8.346838484541301e-11,6.260117862960371e-08,1.1737507659222481e-05,5.8500000000000005
1.5876662589623178e-11,5.582270705310122e-09,4.771900945463285e-07,3.1642062348817283e-07,1.1865583968487055e-07,1.113081168723935e-08,2.7458803793092013e-11,2.05941028241321e-08,3.861394272444135e-06,8.34300123137508e-11,6.257239928584694e-08,1.1732111630881605e-05,5.86
1.5869362662584414e-11,5.579704039676152e-09,4.769706886033891e-07,3.162751364169298e-07,1.1860128293239645e-07,1.1125693871323807e-08,2.750017862871848e-11,2.062513395086158e-08,3.867212608709186e-06,8.339165802344843e-11,6.25436336230839e-08,1.1726718167680175e-05,5.87
1.5862066205751814e-11,5.577138594172035e-09,4.7675138696065043e-07,3.1612971850666996e-07,1.1854675211486357e-07,1.112057848829235e-08,2.7541533795763487e-11,2.0656150326154964e-08,3.8730281790799665e-06,8.33533219658344e-11,6.251488163481098e-08,1.172132726839879e-05,5.88
1.5854773217475727e-11,5.57457436821775e-09,4.765321895685308e-07,3.159843697245159e-07,1.1849224721994307e-07,1.1115465536988448e-08,2.7582869303576996e-11,2.068715195702472e-08,3.878840984871315e-06,8.331500413224131e-11,6.248614331452766e-08,1.171593893181862e-05,5.89
1.5847483696107285e-11,5.572011361233554e-09,4.763130963774719e-07,3.158390900376058e-07,1.1843776823531201e-07,1.111035501625612e-08,2.762418516150453e-11,2.0718138850479983e-08,3.884651027397446e-06,8.327670451400598e-11,6.245741865573655e-08,1.1710553156721425e-05,5.9
1.5840197639998407e-11,5.569449572639978e-09,4.7609410733793914e-07,3.1569387941309355e-07,1.1838331514865322e-07,1.1105246924939926e-08,2.7665481378887144e-11,2.0749111013526562e-08,3.8904583079719465e-06,8.323842310246921e-11,6.242870765194327e-08,1.1705169941889536e-05,5.91
1.5832915047501795e-11,5.566889001857831e-09,4.7587522240042157e-07,3.1554873781814845e-07,1.183288879476555e-07,1.1100141261884984e-08,2.770675796506149e-11,2.0780068453166928e-08,3.89626282790778e-06,8.320015988897598e-11,6.240001029665657e-08,1.1699789286105865e-05,5.92
1.5825635916970925e-11,5.564329648308192e-09,4.7565644151543153e-07,3.154036652199556e-07,1.182744866200134e-07,1.1095038025936956e-08,2.774801492935975e-11,2.0811011176400223e-08,3.9020645885172874e-06,8.316191486487545e-11,6.237132658338832e-08,1.1694411188153906e-05,5.93
1.581836024676007e-11,5.561771511412422e-09,4.7543776463350496e-07,3.1525866158571565e-07,1.1822011115342738e-07,1.108993721594206e-08,2.778925228110969e-11,2.0841939190222278e-08,3.9078635911121845e-06,8.312368802152077e-11,6.234265650565342e-08,1.1689035646817727e-05,5.94
1.5811088035224287e-11,5.559214590592151e-09,4.7521919170520143e-07,3.151137268826449e-07,1.1816576153560372e-07,1.1084838830747054e-08,2.783047002963463e-11,2.087285250162558e-08,3.913659837003564e-06,8.308547935026928e-11,6.231400005696986e-08,1.1683662660881976e-05,5.95
1.5803819280719393e-11,5.5566588852692874e-09,4.75000722681104e-07,3.1496886107797507e-07,1.1811143775425458e-07,1.107974286919925e-08,2.787166818425346e-11,2.0903751117599295e-08,3.919453327501894e-06,8.304728884248242e-11,6.228535723085874e-08,1.1678292229131878e-05,5.96
1.5796553981602005e-11,5.554104394866016e-09,4.74782357511819e-07,3.148240641389535e-07,1.180571397970979e-07,1.1074649330146502e-08,2.7912846754280647e-11,2.0934635045129268e-08,3.925244063917022e-06,8.300911648952569e-11,6.225672802084422e-08,1.1672924350353236e-05,5.97
1.5789292136229515e-11,5.551551118804789e-09,4.745640961479765e-07,3.1467933603284326e-07,1.1800286765185748e-07,1.1069558212437217e-08,2.7954005749026226e-11,2.0965504291198037e-08,3.931032047558172e-06,8.297096228276877e-11,6.222811242045353e-08,1.166755902333243e-05,5.98
1.57820337429601e-11,5.54899905650834e-09,4.7434593854022993e-07,3.1453467672692285e-07,1.1794862130626302e-07,1.1064469514920346e-08,2.79951451777958e-11,2.099635886278479e-08,3.936817279733943e-06,8.29328262135854e-11,6.2199510423217e-08,1.1662196246856416e-05,5.99
1.5774778800152715e-11,5.546448207399677e-09,4.7412788463925627e-07,3.1439008618848626e-07,1.1789440074804997e-07,1.1059383236445394e-08,2.803626504989056e-11,2.1027198766865432e-08,3.942599761752316e-06,8.289470827335339e-11,6.217092202266803e-08,1.165683601971273e-05,6.0
1.5767527306167095e-11,5.543898570902079e-09,4.739099343957557e-07,3.142455643848432e-07,1.1784020596495963e-07,1.1054299375862402e-08,2.807736537460726e-11,2.1058024010412526e-08,3.9483794949206474e-06,8.285660845345469e-11,6.214234721234309e-08,1.165147834068948e-05,6.01
1.576027925936375e-11,5.5413501464391e-09,4.736920877604521e-07,3.1410111128331886e-07,1.1778603694473916e-07,1.1049217932021965e-08,2.811844616123826e-11,2.1088834600395337e-08,3.954156480545675e-06,8.281852674527534e-11,6.211378598578169e-08,1.1646123208575353e-05,6.0200000000000005
1.575303465810398e-11,5.538802933434568e-09,4.7347434468409266e-07,3.1395672685125395e-07,1.1773189367514151e-07,1.1044138903775227e-08,2.8159507419071466e-11,2.1119630543779807e-08,3.95993071993351e-06,8.278046314020549e-11,6.208523833652647e-08,1.164077062215961e-05,6.03
1.5745793500749854e-11,5.536256931312586e-09,4.73256705117448e-07,3.138124110560046e-07,1.176777761439255e-07,1.103906228997387e-08,2.8200549157390405e-11,2.115041184752856e-08,3.9657022143896485e-06,8.274241762963937e-11,6.205670425812312e-08,1.1635420580232089e-05,6.04
1.5738555785664232e-11,5.533712139497531e-09,4.730391690113122e-07,3.1366816386494254e-07,1.1762368433885569e-07,1.1033988089470126e-08,2.824157138547417e-11,2.1181178518600935e-08,3.9714709652189636e-06,8.270439020497528e-11,6.202818374412037e-08,1.1630073081583203e-05,6.05
1.573132151121073e-11,5.531168557414051e-09,4.728217363165025e-07,3.1352398524545513e-07,1.1756961824770252e-07,1.1028916301116774e-08,2.8282574112597455e-11,2.121193056395294e-08,3.977236973725708e-06,8.266638085761559e-11,6.199967678807003e-08,1.1624728125003939e-05,6.0600000000000005
1.572409067575377e-11,5.5286261844870715e-09,4.726044069838598e-07,3.133798751649451e-07,1.1751557785824223e-07,1.1023846923767135e-08,2.832355734803052e-11,2.124266799053728e-08,3.983000241213514e-06,8.262838957896684e-11,6.197118338352701e-08,1.161938570928586e-05,6.07
1.5716863277658527e-11,5.526085020141788e-09,4.7238718096424833e-07,3.132358335908306e-07,1.1746156315825687e-07,1.101877995627508e-08,2.8364521101039248e-11,2.127339080530336e-08,3.988760768985395e-06,8.259041636043964e-11,6.194270352404923e-08,1.1614045833221103e-05,6.08
1.5709639315290972e-11,5.523545063803671e-09,4.721700582085556e-07,3.130918604905455e-07,1.1740757413553426e-07,1.1013715397495018e-08,2.8405465380885098e-11,2.1304099015197282e-08,3.994518558343744e-06,8.255246119344859e-11,6.191423720319772e-08,1.1608708495602379e-05,6.09
1.5702418787017835e-11,5.5210063148984615e-09,4.719530386676923e-07,3.1294795583153897e-07,1.173536107778681e-07,1.100865324628191e-08,2.844639019682515e-11,2.1334792627161847e-08,4.000273610590337e-06,8.251452406941244e-11,6.188578441453653e-08,1.1603373695222974e-05,6.1000000000000005
1.569520169120664e-11,5.518468772852177e-09,4.717361222925928e-07,3.128041195812757e-07,1.1729967307305783e-07,1.1003593501491256e-08,2.848729555811205e-11,2.1365471648136546e-08,4.006025927026329e-06,8.247660497975405e-11,6.185734515163281e-08,1.1598041430876745e-05,6.11
1.5687988026225675e-11,5.515932437091107e-09,4.715193090342146e-07,3.126603517072359e-07,1.1724576100890872e-07,1.0998536161979104e-08,2.8528181473994073e-11,2.1396136085057578e-08,4.011775508952257e-06,8.243870391590028e-11,6.182891940805671e-08,1.1592711701358124e-05,6.12
1.568077779044401e-11,5.513397307041814e-09,4.7130259884353856e-07,3.125166521769151e-07,1.1719187457323184e-07,1.0993481226602038e-08,2.8569047953715084e-11,2.142678594485785e-08,4.017522357668041e-06,8.240082086928213e-11,6.180050717738152e-08,1.1587384505462119e-05,6.13
1.5673570982231484e-11,5.510863382131129e-09,4.7108599167156873e-07,3.123730209578244e-07,1.1713801375384403e-07,1.0988428694217198e-08,2.8609895006514557e-11,2.145742123446697e-08,4.023266474472982e-06,8.236295583133463e-11,6.177210845318351e-08,1.1582059841984304e-05,6.140000000000001
1.5666367599958718e-11,5.508330661786161e-09,4.7086948746933267e-07,3.122294580174904e-07,1.1708417853856794e-07,1.0983378563682258e-08,2.8650722641627576e-11,2.1488041960811237e-08,4.029007860665761e-06,8.232510879349692e-11,6.174372322904205e-08,1.1576737709720833e-05,6.15
1.5659167641997105e-11,5.505799145434288e-09,4.7065308618788103e-07,3.12085963323455e-07,1.17030368915232e-07,1.0978330833855436e-08,2.8691530868284827e-11,2.151864813081367e-08,4.034746517544446e-06,8.228727974721216e-11,6.171535149853951e-08,1.1571418107468427e-05,6.16
1.565197110671881e-11,5.503268832503162e-09,4.7043678777828777e-07,3.119425368432755e-07,1.1697658487167041e-07,1.0973285503595493e-08,2.873231969571262e-11,2.1549239751394007e-08,4.040482446406487e-06,8.224946868392763e-11,6.168699325526139e-08,1.156610103402438e-05,6.17
1.5644777992496767e-11,5.500739722420707e-09,4.7022059219165017e-07,3.1179917854452483e-07,1.169228263957232e-07,1.0968242571761739e-08,2.877308913313287e-11,2.1579816829468686e-08,4.046215648548713e-06,8.221167559509465e-11,6.165864849279616e-08,1.1560786488186561e-05,6.18
1.56375882977047e-11,5.498211814615115e-09,4.700044993790887e-07,3.116558883947912e-07,1.1686909347523613e-07,1.0963202037214014e-08,2.881383918976311e-11,2.1610379371950853e-08,4.0519461252673435e-06,8.21739004721686e-11,6.16303172047354e-08,1.1555474468753407e-05,6.19
1.5630402020717098e-11,5.495685108514857e-09,4.6978850929174707e-07,3.115126663616782e-07,1.1681538609806081e-07,1.0958163898812717e-08,2.885456987481649e-11,2.164092738575037e-08,4.057673877857975e-06,8.213614330660897e-11,6.160199938467368e-08,1.1550164974523926e-05,6.2
1.5623219159909206e-11,5.49315960354867e-09,4.695726218807923e-07,3.113695124128049e-07,1.1676170425205453e-07,1.095312815541877e-08,2.889528119750178e-11,2.1671460877773818e-08,4.063398907615592e-06,8.209840408987919e-11,6.157369502620865e-08,1.15448580042977e-05,6.21
1.5616039713657067e-11,5.4906352991455635e-09,4.6935683709741454e-07,3.1122642651580566e-07,1.1670804792508042e-07,1.0948094805893647e-08,2.8935973167023386e-11,2.1701979854924493e-08,4.069121215834562e-06,8.206068281344689e-11,6.154540412294102e-08,1.153955355687488e-05,6.22
1.5608863680337485e-11,5.488112194734821e-09,4.69141154892827e-07,3.1108340863833036e-07,1.1665441710500733e-07,1.0943063849099365e-08,2.8976645792581323e-11,2.173248432410241e-08,4.07484080380864e-06,8.202297946878366e-11,6.151712666847451e-08,1.1534251631056183e-05,6.23
1.560169105832803e-11,5.485590289745996e-09,4.689255752182665e-07,3.109404587480441e-07,1.1660081177970996e-07,1.0938035283898474e-08,2.9017299083371226e-11,2.1762974292204304e-08,4.080557672830961e-06,8.198529404736519e-11,6.148886265641586e-08,1.1528952225642906e-05,6.24
1.5594521846007053e-11,5.48306958360891e-09,4.6871009802499266e-07,3.1079757681262747e-07,1.1654723193706867e-07,1.0933009109154074e-08,2.905793304858438e-11,2.1793449766123625e-08,4.086271824194048e-06,8.194762654067121e-11,6.146061208037492e-08,1.1523655339436907e-05,6.25
1.5587356041753667e-11,5.480550075753659e-09,4.684947232642883e-07,3.1065476279977646e-07,1.1649367756496963e-07,1.0927985323729792e-08,2.9098547697407687e-11,2.1823910752750562e-08,4.091983259189811e-06,8.190997694018552e-11,6.143237493396453e-08,1.1518360971240617e-05,6.26
1.5580193643947768e-11,5.478031765610611e-09,4.682794508874597e-07,3.1051201667720226e-07,1.164401486513048e-07,1.0922963926489817e-08,2.9139143039023685e-11,2.185435725897201e-08,4.097691979109544e-06,8.187234523739589e-11,6.140415121080055e-08,1.1513069119857036e-05,6.2700000000000005
1.557303465097001e-11,5.475514652610403e-09,4.6806428084583586e-07,3.103693384126316e-07,1.1638664518397185e-07,1.0917944916298857e-08,2.9179719082610536e-11,2.18847892916716e-08,4.103397985243927e-06,8.183473142379425e-11,6.137594090450191e-08,1.1507779784089734e-05,6.28
1.556587906120182e-11,5.4729987361839406e-09,4.6784921309076927e-07,3.1022672797380634e-07,1.1633316715087422e-07,1.0912928292022166e-08,2.922027583734207e-11,2.1915206857729687e-08,4.109101278883027e-06,8.17971354908765e-11,6.134774400869057e-08,1.1502492962742847e-05,6.29
1.5558726873025402e-11,5.470484015762403e-09,4.6763424757363534e-07,3.1008418532848385e-07,1.1627971453992109e-07,1.0907914052525539e-08,2.9260813312387726e-11,2.1945609964023366e-08,4.114801861316298e-06,8.17595574301426e-11,6.131956051699151e-08,1.1497208654621083e-05,6.3
1.5551578084823714e-11,5.467970490777241e-09,4.6741938424583265e-07,3.0994171044443675e-07,1.162262873390274e-07,1.0902902196675315e-08,2.9301331516912594e-11,2.1975998617426446e-08,4.120499733832581e-06,8.172199723309655e-11,6.129139042303273e-08,1.1491926858529716e-05,6.3100000000000005
1.55444326949805e-11,5.4654581606601695e-09,4.6720462305878307e-07,3.097993032894529e-07,1.1617288553611386e-07,1.0897892723338363e-08,2.93418304600774e-11,2.200637282480948e-08,4.126194897720103e-06,8.16844548912464e-11,6.12632337204453e-08,1.1486647573274587e-05,6.32
1.5537290701880255e-11,5.4629470248431805e-09,4.669899639639313e-07,3.0965696383133576e-07,1.1611950911910682e-07,1.0892885631382096e-08,2.938231015103853e-11,2.2036732593039746e-08,4.131887354266481e-06,8.164693039610425e-11,6.123509040286327e-08,1.1481370797662108e-05,6.33
1.5530152103908258e-11,5.460437082758531e-09,4.6677540691274503e-07,3.095146920379038e-07,1.1606615807593853e-07,1.0887880919674466e-08,2.9422770598948e-11,2.206707792898127e-08,4.137577104758717e-06,8.160942373918616e-11,6.120696046392374e-08,1.1476096530499256e-05,6.34
1.5523016899450544e-11,5.457928333838752e-09,4.665609518567154e-07,3.093724878769909e-07,1.1601283239454688e-07,1.0882878587083955e-08,2.94632118129535e-11,2.2097408839494808e-08,4.143264150483204e-06,8.15719349120123e-11,6.117884389726684e-08,1.1470824770593575e-05,6.3500000000000005
1.5515885086893922e-11,5.455420777516641e-09,4.663465987473564e-07,3.092303513164462e-07,1.1595953206287544e-07,1.0877878632479598e-08,2.950363380219833e-11,2.2127725331437844e-08,4.148948492725721e-06,8.153446390610685e-11,6.115074069653569e-08,1.1465555516753176e-05,6.36
1.5508756664625963e-11,5.4529144132252665e-09,4.6613234753620515e-07,3.090882823241341e-07,1.1590625706887361e-07,1.087288105473095e-08,2.95440365758215e-11,2.215802741166462e-08,4.154630132771438e-06,8.149701071299802e-11,6.112265085537648e-08,1.1460288767786738e-05,6.37
1.5501631631035012e-11,5.450409240397967e-09,4.659181981748215e-07,3.089462808679344e-07,1.1585300740049651e-07,1.0867885852708119e-08,2.9584420142957627e-11,2.2188315087026115e-08,4.1603090719049134e-06,8.145957532421804e-11,6.10945743674384e-08,1.1455024522503505e-05,6.38
1.549450998451017e-11,5.447905258468348e-09,4.657041506147888e-07,3.0880434691574204e-07,1.1579978304570492e-07,1.0862893025281738e-08,2.962478451273701e-11,2.221858836437005e-08,4.165985311410094e-06,8.142215773130317e-11,6.106651122637366e-08,1.1449762779713289e-05,6.390000000000001
1.548739172344131e-11,5.4454024668702876e-09,4.6549020480771306e-07,3.086624804354673e-07,1.1574658399246539e-07,1.0857902571322987e-08,2.9665129694285587e-11,2.224884725054088e-08,4.171658852570316e-06,8.138475792579368e-11,6.103846142583745e-08,1.1444503538226463e-05,6.4
1.5480276846219068e-11,5.442900865037931e-09,4.652763607052235e-07,3.0852068139503573e-07,1.1569341022875019e-07,1.0852914489703572e-08,2.9705455696724995e-11,2.227909175237982e-08,4.177329696668308e-06,8.134737589923388e-11,6.101042495948804e-08,1.1439246796853971e-05,6.41
1.5473165351234854e-11,5.440400452405692e-09,4.6506261825897225e-07,3.0837894976238795e-07,1.156402617425373e-07,1.0847928779295746e-08,2.97457625291725e-11,2.2309321876724835e-08,4.182997844986186e-06,8.13100116431721e-11,6.098240182098667e-08,1.143399255440732e-05,6.42
1.546605723688082e-11,5.437901228408256e-09,4.648489774206344e-07,3.0823728550548005e-07,1.1558713852181041e-07,1.0842945438972291e-08,2.9786050200741046e-11,2.2339537630410622e-08,4.188663298805458e-06,8.127266514916071e-11,6.095439200399764e-08,1.1428740809698582e-05,6.43
1.5458952501549917e-11,5.435403192480573e-09,4.64635438141908e-07,3.080956885922833e-07,1.1553404055455894e-07,1.0837964467606528e-08,2.9826318720539243e-11,2.2369739020268642e-08,4.194326059407023e-06,8.123533640875602e-11,6.092639550218818e-08,1.1423491561540393e-05,6.44
1.545185114363582e-11,5.432906344057864e-09,4.6442200037451416e-07,3.07954158990784e-07,1.1548096782877801e-07,1.0832985864072312e-08,2.986656809767137e-11,2.239992605312711e-08,4.1999861280711695e-06,8.119802541351842e-11,6.089841230922863e-08,1.1418244808745954e-05,6.45
1.5444753161533004e-11,5.43041068257562e-09,4.642086640701969e-07,3.0781269666898396e-07,1.1542792033246842e-07,1.0828009627244031e-08,2.9906798341237396e-11,2.243009873581099e-08,4.205643506077579e-06,8.116073215501229e-11,6.087044241879226e-08,1.1413000550129031e-05,6.46
1.5437658553636688e-11,5.427916207469597e-09,4.639954291807232e-07,3.076713015949001e-07,1.1537489805363672e-07,1.0823035755996619e-08,2.994700946033293e-11,2.2460257075142006e-08,4.211298194705325e-06,8.112345662480602e-11,6.084248582455538e-08,1.1407758784503953e-05,6.47
