data_set_T,data_set_H,data_set_ITRP,data_set_M,data_set_N,data_set_V,data_set_VEX
1900.0,0.48100612,-1.9537764,0.077297449,0.36830845,-61.719646,-3.4062343
1910.0,0.4783881,-1.955667,0.077935226,0.36946437,-61.646835,-3.5420659
1920.0,0.4757795,-1.9575268,0.078575499,0.37061733,-61.574257,-3.6766388
1930.0,0.47318161,-1.9593555,0.079217985,0.37176684,-61.501942,-3.8099055
1940.0,0.47059557,-1.9611523,0.079862364,0.37291235,-61.429924,-3.9418187
1950.0,0.46802273,-1.962917,0.080508307,0.37405336,-61.358234,-4.0723314
1960.0,0.46546435,-1.9646491,0.081155479,0.37518933,-61.286903,-4.2013969
1970.0,0.46292171,-1.9663482,0.081803516,0.37631968,-61.215969,-4.32897
1980.0,0.46039611,-1.9680141,0.082452059,0.37744385,-61.145466,-4.4550052
1990.0,0.45788887,-1.9696465,0.083100721,0.37856129,-61.075424,-4.5794568
2000.0,0.4554013,-1.9712449,0.083749101,0.37967142,-61.005882,-4.702282
2010.0,0.45293477,-1.9728094,0.084396794,0.38077363,-60.936878,-4.8234363
2020.0,0.45049059,-1.9743396,0.085043371,0.38186735,-60.868443,-4.9428768
2030.0,0.44807011,-1.9758353,0.085688397,0.38295195,-60.800617,-5.0605612
2040.0,0.44567469,-1.9772966,0.086331412,0.38402686,-60.73344,-5.1764479
2050.0,0.44330567,-1.9787232,0.086971961,0.38509139,-60.666943,-5.2904949
2060.0,0.4409644,-1.9801149,0.087609552,0.386145,-60.60117,-5.4026623
2070.0,0.43865228,-1.981472,0.088243708,0.387187,-60.536156,-5.5129104
2080.0,0.43637058,-1.9827943,0.088873915,0.38821676,-60.471943,-5.6211996
2090.0,0.43412071,-1.9840817,0.089499667,0.38923365,-60.408566,-5.7274919
2100.0,0.43190399,-1.9853345,0.090120435,0.39023706,-60.346069,-5.831749
2110.0,0.42972177,-1.9865527,0.090735681,0.39122629,-60.284489,-5.9339342
2120.0,0.42757538,-1.9877363,0.091344863,0.39220071,-60.223866,-6.0340109
2130.0,0.42546615,-1.9888855,0.091947421,0.39315969,-60.164238,-6.1319442
2140.0,0.42339534,-1.9900005,0.092542805,0.39410257,-60.105648,-6.2276983
2150.0,0.42136428,-1.9910812,0.093130447,0.39502868,-60.048138,-6.3212399
2160.0,0.41937426,-1.9921283,0.093709767,0.39593741,-59.991737,-6.4125357
2170.0,0.4174265,-1.9931415,0.094280183,0.39682809,-59.936497,-6.5015535
2180.0,0.41552228,-1.9941213,0.094841115,0.39770007,-59.88245,-6.5882607
2190.0,0.41366279,-1.9950678,0.095391989,0.39855278,-59.829636,-6.6726274
2200.0,0.41184926,-1.9959816,0.095932208,0.39938548,-59.778095,-6.7546234
2210.0,0.41008285,-1.9968625,0.096461184,0.40019765,-59.727863,-6.8342195
2220.0,0.40836471,-1.9977111,0.096978344,0.40098861,-59.678982,-6.9113874
2230.0,0.40669599,-1.9985275,0.097483091,0.40175781,-59.631485,-6.9860997
2240.0,0.40507776,-1.9993123,0.097974859,0.40250459,-59.585411,-7.0583296
2250.0,0.40351108,-2.0000656,0.098453075,0.4032284,-59.540798,-7.1280522
2260.0,0.401997,-2.0007875,0.098917164,0.40392867,-59.497673,-7.1952419
2270.0,0.40053654,-2.0014787,0.099366568,0.40460482,-59.456081,-7.2598753
2280.0,0.39913061,-2.0021393,0.099800758,0.40525633,-59.41605,-7.3219295
2290.0,0.39778021,-2.0027697,0.10021918,0.40588266,-59.377609,-7.381382
2300.0,0.39648622,-2.0033703,0.10062131,0.40648329,-59.340797,-7.4382119
2310.0,0.39524946,-2.0039411,0.10100665,0.40705773,-59.305641,-7.4923992
2320.0,0.3940708,-2.0044827,0.10137469,0.4076055,-59.272167,-7.5439243
2330.0,0.39295101,-2.0049953,0.10172498,0.40812612,-59.24041,-7.5927691
2340.0,0.39189085,-2.0054793,0.10205704,0.4086192,-59.210392,-7.6389165
2350.0,0.39089099,-2.0059347,0.10237043,0.40908429,-59.18214,-7.6823497
2360.0,0.38995209,-2.006362,0.10266475,0.40952098,-59.155678,-7.723053
2370.0,0.3890748,-2.0067611,0.10293959,0.40992895,-59.131027,-7.7610126
2380.0,0.38825968,-2.0071328,0.10319459,0.41030779,-59.108208,-7.7962151
2390.0,0.38750726,-2.0074768,0.10342939,0.41065723,-59.087246,-7.8286471
2400.0,0.38681805,-2.0077937,0.10364369,0.41097695,-59.068153,-7.8582978
2410.0,0.38619247,-2.0080833,0.10383718,0.41126665,-59.050953,-7.8851566
2420.0,0.38563097,-2.0083458,0.10400959,0.41152611,-59.035652,-7.909214
2430.0,0.38513383,-2.0085819,0.1041607,0.41175511,-59.022266,-7.9304609
2440.0,0.3847014,-2.008791,0.10429029,0.41195345,-59.010811,-7.9488907
2450.0,0.38433397,-2.0089736,0.10439819,0.41212094,-59.001289,-7.9644957
2460.0,0.38403171,-2.0091295,0.10448427,0.41225749,-58.993713,-7.9772711
2470.0,0.38379487,-2.0092592,0.10454837,0.41236293,-58.988091,-7.9872122
2480.0,0.38362357,-2.0093625,0.10459035,0.41243717,-58.984432,-7.9943156
2490.0,0.38351771,-2.0094395,0.10461025,0.41248029,-58.982735,-7.998579
2500.0,0.38347733,-2.0094888,0.10460839,0.41249228,-58.98296,-8.0
2510.0,0.38350296,-2.009511,0.10458463,0.41247278,-58.985119,-7.998579
2520.0,0.3835952,-2.00951,0.10453743,0.41242135,-58.989349,-7.9943156
2530.0,0.38375199,-2.0094883,0.10446635,0.41233924,-58.995735,-7.9872122
2540.0,0.38396925,-2.0094302,0.10437775,0.41222933,-59.003735,-7.9772711
2550.0,0.38425186,-2.0093129,0.10427824,0.41208899,-59.012596,-7.9644957
2560.0,0.38461924,-2.0091846,0.10414756,0.41190499,-59.02393,-7.9488907
2570.0,0.38506469,-2.0091686,0.10394589,0.41167897,-59.041824,-7.9304609
2580.0,0.38550758,-2.0091639,0.10372371,0.41146383,-59.06292,-7.909214
2590.0,0.38591492,-2.0086334,0.10366843,0.41129163,-59.069286,-7.8851566
2600.0,0.38656038,-2.0075676,0.1037269,0.41099006,-59.060619,-7.8582978
2610.0,0.38774529,-2.0078814,0.10319572,0.41032863,-59.100731,-7.8286471
2620.0,0.38872921,-2.0109048,0.10178202,0.40974408,-59.233944,-7.7962151
2630.0,0.38793823,-2.0113521,0.10157187,0.41034287,-59.284058,-7.7610126
2640.0,0.38662934,-1.9998807,0.10544461,0.41151148,-58.939636,-7.723053
2650.0,0.39079982,-1.9903467,0.10750392,0.40918422,-58.66254,-7.6823497
2660.0,0.39907673,-2.0126283,0.098168336,0.4034842,-59.448696,-7.6389165
2670.0,0.38911963,-2.0647619,0.082283251,0.40812108,-61.232624,-7.5927691
2680.0,0.073975205,-0.82141906,0.94412267,0.75558269,-19.836712,-7.5439243
2690.0,0.43699706,-2.0669305,0.076973848,0.39341483,-61.405281,-7.4923992
2700.0,0.27498227,-2.3053834,0.030395893,0.54125524,-69.407906,-7.4382119
2710.0,0.40465295,-1.8176789,0.15990767,0.41219017,-53.207916,-7.381382
2720.0,0.41439271,-2.1623387,0.052507389,0.41697156,-64.756027,-7.3219295
2730.0,0.10077208,-2.3459949,0.083886981,0.71124268,-70.939957,-7.2598753
2740.0,0.44489375,-2.0144706,0.090148091,0.38957849,-59.953777,-7.1952419
2750.0,0.33227944,-2.2675672,0.033964876,0.49072668,-68.457527,-7.1280522
2760.0,0.33602688,-0.97691363,0.39465907,0.45163256,-25.505459,-7.0583296
2770.0,0.43478575,-2.1246679,0.058411628,0.40165439,-63.836166,-6.9860997
2780.0,0.15212299,-2.3536291,0.025169648,0.66101259,-71.542915,-6.9113874
2790.0,0.44860643,-1.9868548,0.095692769,0.38778478,-59.394276,-6.8342195
2800.0,0.35229105,-2.2526169,0.034426924,0.47503883,-68.332603,-6.7546234
2810.0,0.32582763,-0.73744661,0.45007062,0.45834735,-17.908926,-6.6726274
2820.0,0.44239545,-2.1183288,0.057157338,0.39777714,-64.022705,-6.5882607
2830.0,0.13307582,-2.3574319,0.028843014,0.68048,-72.079506,-6.5015535
2840.0,0.45834711,-1.9954542,0.088902175,0.38309097,-60.102604,-6.4125357
2850.0,0.33075929,-2.273936,0.030004559,0.49682033,-69.476631,-6.3212399
2860.0,0.41814238,-1.8027638,0.1540264,0.40640146,-53.864426,-6.2276983
2870.0,0.43220308,-2.1549027,0.046961833,0.40936583,-65.698151,-6.1319442
2880.0,0.070544787,-1.0451642,0.89573431,0.76473498,-28.804798,-6.0340109
2890.0,0.46826622,-2.0448227,0.070305482,0.37967342,-62.226826,-5.9339342
2900.0,0.22205789,-2.3338697,0.022255385,0.59806097,-71.963913,-5.831749
2910.0,0.46363994,-1.9498905,0.097393751,0.38100469,-59.268856,-5.7274919
2920.0,0.35876089,-2.2551534,0.029664923,0.4758698,-69.550575,-5.6211996
2930.0,0.4316369,-1.829676,0.13840707,0.39973268,-55.476288,-5.5129104
2940.0,0.43452406,-2.164839,0.0413808,0.41177031,-66.758636,-5.4026623
2950.0,0.23775049,0.89761674,0.90871674,0.5639807,35.211052,-5.2904949
2960.0,0.4710224,-2.0874369,0.054665539,0.38243622,-64.404785,-5.1764479
2970.0,0.070765674,-1.044021,0.88969338,0.76170123,-29.740141,-5.0605612
2980.0,0.48540995,-2.0316994,0.066077173,0.37142125,-62.780437,-4.9428768
2990.0,0.082095377,-2.1921613,0.26387036,0.72966033,-68.248611,-4.8234363
3000.0,0.49045485,-2.0016971,0.07214921,0.36792365,-62.02095,-4.702282
3010.0,0.17582017,0.64040804,0.95775437,0.62223935,25.926392,-4.5794568
3020.0,0.48260635,-2.0647235,0.054917961,0.37353361,-64.36911,-4.4550052
3030.0,0.43187851,-1.9928727,0.079101846,0.39639649,-62.100121,-4.32897
3040.0,0.45684645,-1.9335819,0.091675632,0.3802278,-60.251335,-4.2013969
3050.0,0.46845004,-1.9537523,0.082911566,0.37286043,-61.052746,-4.0723314
3060.0,0.47074687,-1.9649343,0.078503639,0.37172386,-61.555996,-3.9418187
3070.0,0.47176936,-1.9641731,0.077808097,0.37163478,-61.662529,-3.8099055
3080.0,0.47394997,-1.9602913,0.077835627,0.37082046,-61.666405,-3.6766388
3090.0,0.47668192,-1.9576206,0.077414759,0.36960158,-61.711956,-3.5420659
3100.0,0.47937968,-1.9557912,0.076747544,0.36838269,-61.786804,-3.4062343
3110.0,0.48198935,-1.9539939,0.07607948,0.36722231,-61.863937,-3.2691927
3120.0,0.48458555,-1.9520628,0.075447679,0.36607617,-61.937771,-3.1309893
3130.0,0.4871951,-1.9500661,0.074828647,0.36492482,-62.010529,-2.9916737
3140.0,0.4898144,-1.9480433,0.074211761,0.3637695,-62.083485,-2.851295
3150.0,0.49243841,-1.945997,0.073597401,0.36261323,-62.156666,-2.7099035
3160.0,0.49506539,-1.9439237,0.072987005,0.36145693,-62.229908,-2.567549
3170.0,0.49769452,-1.941823,0.07238102,0.36030093,-62.303154,-2.4242821
3180.0,0.50032485,-1.939696,0.071779586,0.35914555,-62.376381,-2.280154
3190.0,0.50295538,-1.9375435,0.07118284,0.35799119,-62.44957,-2.135216
3200.0,0.50558501,-1.9353664,0.070590936,0.35683826,-62.522694,-1.9895191
3210.0,0.50821275,-1.9331656,0.070004039,0.35568711,-62.595737,-1.8431154
3220.0,0.51083761,-1.9309418,0.06942229,0.35453817,-62.668671,-1.6960568
3230.0,0.51345867,-1.9286959,0.068845823,0.35339183,-62.74147,-1.5483958
3240.0,0.5160749,-1.926429,0.068274766,0.35224837,-62.814117,-1.4001845
3250.0,0.5186854,-1.924142,0.067709245,0.35110822,-62.886589,-1.2514757
3260.0,0.52128923,-1.9218357,0.067149356,0.34997168,-62.958866,-1.1023223
3270.0,0.52388555,-1.9195111,0.066595212,0.34883907,-63.030926,-0.95277727
3280.0,0.52647346,-1.9171693,0.066046908,0.34771079,-63.102753,-0.8028937
3290.0,0.52905208,-1.9148113,0.065504521,0.34658709,-63.17432,-0.65272492
3300.0,0.53162062,-1.912438,0.064968146,0.34546834,-63.245609,-0.50232416
