T,H,I_NOISE,V,W,ZAHP,ZM
2800.0,0.98418987,0.0,-69.269196,2.8599283e-07,9.6243446e-07,1.8004198e-09
2900.0,0.98409277,0.0,-69.269272,2.8598726e-07,9.6241604e-07,1.8006699e-09
3000.0,0.98400491,0.0,-69.269341,2.859822e-07,9.6239921e-07,1.8008498e-09
3100.0,0.98392546,0.0,-69.269409,2.8597762e-07,9.6238398e-07,1.8009766e-09
3200.0,0.98385358,0.0,-69.269463,2.859735e-07,9.6237011e-07,1.8010633e-09
3300.0,0.98378855,0.0,-69.269516,2.8596975e-07,9.623576e-07,1.8011198e-09
3400.0,0.98372972,0.0,-69.269562,2.8596637e-07,9.6234623e-07,1.801154e-09
3500.0,0.98367649,0.0,-69.269608,2.8596332e-07,9.6233589e-07,1.8011717e-09
3600.0,0.98362833,0.0,-69.269646,2.8596054e-07,9.6232657e-07,1.8011773e-09
3700.0,0.98358476,0.0,-69.269684,2.8595804e-07,9.6231815e-07,1.8011744e-09
3800.0,0.98354536,0.0,-69.269714,2.8595579e-07,9.6231054e-07,1.8011654e-09
3900.0,0.98350972,0.0,-69.269745,2.8595375e-07,9.6230372e-07,1.8011526e-09
4000.0,0.98347741,0.0,-69.269768,2.8595187e-07,9.6229746e-07,1.801137e-09
4100.0,0.98344827,0.0,-69.269791,2.8595019e-07,9.6229178e-07,1.8011201e-09
4200.0,0.98342186,0.0,-69.269814,2.8594869e-07,9.6228666e-07,1.8011025e-09
4300.0,0.98339796,0.0,-69.269829,2.8594732e-07,9.6228212e-07,1.8010847e-09
4400.0,0.98337638,0.0,-69.269852,2.8594607e-07,9.6227791e-07,1.8010672e-09
4500.0,0.98335683,0.0,-69.269867,2.8594494e-07,9.6227416e-07,1.8010503e-09
4600.0,0.98333913,0.0,-69.269882,2.8594394e-07,9.6227063e-07,1.8010342e-09
4700.0,0.98332316,0.0,-69.26989,2.85943e-07,9.6226756e-07,1.801019e-09
4800.0,0.98330867,0.0,-69.269905,2.8594218e-07,9.6226483e-07,1.8010047e-09
4900.0,0.98329556,0.0,-69.269913,2.8594144e-07,9.6226222e-07,1.8009914e-09
5000.0,0.9832837,0.0,-69.26992,2.8594076e-07,9.6225995e-07,1.8009789e-09
5100.0,0.98327297,0.0,-69.269936,2.8594013e-07,9.622579e-07,1.8009675e-09
5200.0,0.98326331,0.0,-69.269943,2.8593956e-07,9.6225597e-07,1.8009569e-09
5300.0,0.98325455,0.0,-69.269951,2.8593908e-07,9.6225438e-07,1.8009473e-09
5400.0,0.98324656,0.0,-69.269951,2.8593863e-07,9.6225278e-07,1.8009384e-09
5500.0,0.98323941,0.0,-69.269958,2.859382e-07,9.6225142e-07,1.8009303e-09
5600.0,0.98323292,0.0,-69.269966,2.8593783e-07,9.6225017e-07,1.8009229e-09
5700.0,0.98322701,0.0,-69.269966,2.8593749e-07,9.6224903e-07,1.8009162e-09
5800.0,0.98322171,0.0,-69.269974,2.8593718e-07,9.6224801e-07,1.80091e-09
5900.0,0.98321694,0.0,-69.269974,2.8593692e-07,9.622471e-07,1.8009044e-09
6000.0,0.98321259,0.0,-69.269981,2.8593666e-07,9.6224619e-07,1.8008993e-09
6100.0,0.98320866,0.0,-69.269981,2.8593644e-07,9.6224539e-07,1.8008947e-09
6200.0,0.98320508,0.0,-69.269989,2.8593624e-07,9.6224471e-07,1.8008904e-09
6300.0,0.98320186,0.0,-69.269989,2.8593604e-07,9.6224414e-07,1.8008867e-09
6400.0,0.98319894,0.0,-69.269989,2.8593587e-07,9.6224358e-07,1.8008832e-09
6500.0,0.98319632,0.0,-69.269997,2.8593573e-07,9.6224301e-07,1.80088e-09
6600.0,0.98319393,0.0,-69.269997,2.8593558e-07,9.6224255e-07,1.8008772e-09
6700.0,0.98319173,0.0,-69.269997,2.8593547e-07,9.6224221e-07,1.8008746e-09
6800.0,0.98318982,0.0,-69.269997,2.8593536e-07,9.6224176e-07,1.8008722e-09
6900.0,0.98318803,0.0,-69.270004,2.8593524e-07,9.6224142e-07,1.8008701e-09
7000.0,0.98318642,0.0,-69.270004,2.8593516e-07,9.6224119e-07,1.8008682e-09
7100.0,0.98318499,0.0,-69.270004,2.8593507e-07,9.6224085e-07,1.8008665e-09
7200.0,0.98318368,0.0,-69.270004,2.8593499e-07,9.6224062e-07,1.8008649e-09
7300.0,0.98318249,0.0,-69.270004,2.8593493e-07,9.6224039e-07,1.8008636e-09
7400.0,0.98318142,0.0,-69.270004,2.8593487e-07,9.6224016e-07,1.8008622e-09
7500.0,0.98318046,0.0,-69.270004,2.8593482e-07,9.6223994e-07,1.800861e-09
7600.0,0.98317957,0.0,-69.270004,2.8593476e-07,9.6223982e-07,1.80086e-09
7700.0,0.98317879,0.0,-69.270012,2.8593473e-07,9.6223971e-07,1.800859e-09
7800.0,0.98317808,0.0,-69.270012,2.8593468e-07,9.6223948e-07,1.8008582e-09
7900.0,0.98317742,0.0,-69.270012,2.8593465e-07,9.6223937e-07,1.8008575e-09
8000.0,0.98317683,0.0,-69.270012,2.8593462e-07,9.6223926e-07,1.8008567e-09
8100.0,0.98317629,0.0,-69.270012,2.8593459e-07,9.6223914e-07,1.800856e-09
8200.0,0.98317581,0.0,-69.270012,2.8593456e-07,9.6223914e-07,1.8008555e-09
8300.0,0.9831754,0.0,-69.270012,2.8593453e-07,9.6223903e-07,1.8008549e-09
8400.0,0.98317498,0.0,-69.270012,2.859345e-07,9.6223891e-07,1.8008545e-09
8500.0,0.98317462,0.0,-69.270012,2.8593448e-07,9.6223891e-07,1.800854e-09
8600.0,0.98317432,0.0,-69.270012,2.8593445e-07,9.622388e-07,1.8008537e-09
8700.0,0.98317403,0.0,-69.270012,2.8593445e-07,9.622388e-07,1.8008534e-09
8800.0,0.98317379,0.0,-69.270012,2.8593442e-07,9.6223869e-07,1.800853e-09
8900.0,0.98317355,0.0,-69.270012,2.8593442e-07,9.6223869e-07,1.8008527e-09
9000.0,0.98317331,0.0,-69.270012,2.8593439e-07,9.6223857e-07,1.8008525e-09
9100.0,0.98317313,0.0,-69.270012,2.8593439e-07,9.6223857e-07,1.8008522e-09
9200.0,0.98317295,0.0,-69.270012,2.8593439e-07,9.6223857e-07,1.800852e-09
9300.0,0.98317277,0.0,-69.270012,2.8593436e-07,9.6223846e-07,1.8008518e-09
9400.0,0.98317266,0.0,-69.270012,2.8593436e-07,9.6223846e-07,1.8008516e-09
9500.0,0.98317254,0.0,-69.270012,2.8593436e-07,9.6223846e-07,1.8008515e-09
9600.0,0.98317242,0.0,-69.270012,2.8593436e-07,9.6223846e-07,1.8008514e-09
9700.0,0.9831723,0.0,-69.270012,2.8593433e-07,9.6223846e-07,1.8008512e-09
9800.0,0.98317218,0.0,-69.270012,2.8593433e-07,9.6223835e-07,1.8008511e-09
9900.0,0.98317212,0.0,-69.270012,2.8593433e-07,9.6223835e-07,1.800851e-09
10000.0,0.983172,0.0,-69.270012,2.8593433e-07,9.6223835e-07,1.8008509e-09
10100.0,0.98317194,0.0,-69.270012,2.8593433e-07,9.6223835e-07,1.8008508e-09
10200.0,0.98317188,0.0,-69.270012,2.8593433e-07,9.6223835e-07,1.8008507e-09
10300.0,0.98317182,0.0,-69.270012,2.8593431e-07,9.6223835e-07,1.8008507e-09
10400.0,0.98317176,0.0,-69.270012,2.8593431e-07,9.6223835e-07,1.8008506e-09
10500.0,0.9831717,0.0,-69.270012,2.8593431e-07,9.6223835e-07,1.8008506e-09
10600.0,0.9831717,0.0,-69.270012,2.8593431e-07,9.6223835e-07,1.8008505e-09
10700.0,0.98317164,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008505e-09
10800.0,0.98317158,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008504e-09
10900.0,0.98317158,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008504e-09
11000.0,0.98317152,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008504e-09
11100.0,0.98317152,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008502e-09
11200.0,0.98317152,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008502e-09
11300.0,0.98317146,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008502e-09
11400.0,0.98317146,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008502e-09
11500.0,0.98317146,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008501e-09
11600.0,0.9831714,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008501e-09
11700.0,0.9831714,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008501e-09
11800.0,0.9831714,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008501e-09
11900.0,0.9831714,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008501e-09
12000.0,0.98317134,0.0,-69.270012,2.8593431e-07,9.6223823e-07,1.8008501e-09
12100.0,0.98317134,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.8008501e-09
12200.0,0.98317134,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
12300.0,0.98317134,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
12400.0,0.98317134,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
12500.0,0.98317134,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
12600.0,0.98317134,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
12700.0,0.98317134,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
12800.0,0.98317134,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
12900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
13900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
14900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
15900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
16900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
17900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
18900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
19900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
20900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
21900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
22900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
23900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
24900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
25900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
26900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
27900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
28900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
29000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
29100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
29200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
29300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
29400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
