Time,s21,s22,s25,s26,s27,s28,s29,s30,s31,s33,s34,s23,s24,s3,s123,s124,s125,s126,s127,s129,s142,s144,s147,kcatp_r8_s124,kM_r8_s124_s23,kcatn_r8_s124,kM_r8_s124_s24,kcatp_r8_s31,kM_r8_s31_s23,kcatn_r8_s31,kM_r8_s31_s24,kI_r8_s22,kI_r8_s29,kI_r8_s33,kcatp_r9,kM_r9_s25,kcatn_r9,kM_r9_s26,kcatp_r11,kM_r11_s29,kcatn_r11,kM_r11_s30,kcatp_r14,kM_r14_s27,kcatn_r14,kM_r14_s28,kass_r15,kdiss_r15,kass_r17_s3,kdiss_r17_s3,kI_re11_s142,kass_r6_s144,kdiss_r6_s144,kass_r7_s144,kdiss_r7_s144,kass_r4_s144,kdiss_r4_s144,Vp_re11,kM_re11_s129,kM_re11_s147,ki_re11_s129,default,c2,r8,r9,r11,r14,r15,r17,r6,r7,r4,re11
1.05,4.23547519985505,0.7645248001449544,4.948120912817827,0.05187908718217125,4.9893891444599925,0.03835121017676935,4.027811684696202,0.9721883153038016,5.0,5.0,0.9722596453632375,4.950013139235634,0.049986860764361964,5.0,1.4838922793103198,5.0,0.2903024821427383,0.20969751785726207,2.0,1.4107273020054343,0.5,0.347326558339404,4.6526734416606,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03059795788466755,0.08721282834424383,0.693296175676538,0.02871806712115975,0.004755206596659137,0.06645822624752884,0.0,1.2055532564980862,0.13998122415172515,0.3211089429149856
1.06,4.223406114090991,0.7765938859090126,4.9472462598442,0.05275374015579829,4.989099545795386,0.038590878179800225,4.020896278337777,0.9791037216622257,5.0,5.0,0.9723095760248124,4.949708333167415,0.05029166683258151,5.0,1.4825632169049776,5.0,0.2889204435799251,0.21107955642007523,2.0,1.4081821423482856,0.5,0.3505362491992237,4.64946375080078,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03036386610449363,0.08771695380946722,0.6897886880624934,0.02920215044997742,0.005230847733764338,0.0664478719688566,0.0,1.2082326301609294,0.1364302630967689,0.3208291950482824
1.07,4.211311150471827,0.7886888495281769,4.9463665884644605,0.05363341153553863,4.988805092370459,0.038830645428857356,4.014015842842374,0.985984157157629,5.0,5.0,0.9723642622006826,4.949405850609896,0.050594149390100984,5.0,1.4812343684943239,5.0,0.2875737439081253,0.2124262560918751,2.0,1.4056396741877424,0.5,0.35374314156509395,4.646256858434909,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.030133241019731343,0.08821653583789292,0.6863019387177608,0.029689008565047244,0.005706335454864209,0.06643751943129717,0.0,1.2107291651265573,0.13291454210422488,0.3205492418445284
1.08,4.199192130378548,0.8008078696214557,4.945481943648718,0.05451805635128029,4.988505756623355,0.039070540583940605,4.007170171968741,0.9928298280312617,5.0,5.0,0.9724237027927034,4.949105657176211,0.05089434282378621,5.0,1.4799057272329934,5.0,0.2862620135473761,0.21373798645262432,2.0,1.4030999030093474,0.5,0.356947233374154,4.643052766625849,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02990604386799089,0.08871163690681948,0.6828357737957964,0.03017861652383504,0.006181727161221159,0.06642705746129351,0.0,1.2130438598195137,0.1294362541231192,0.32026908401038967
1.09,4.187050869104616,0.8129491308953875,4.944592370040367,0.05540762995963132,4.988201511121568,0.03931059189206437,4.000359060282518,0.9996409397174855,5.0,5.0,0.9724878969863672,4.948807718696632,0.05119228130336525,5.0,1.4785772925961123,5.0,0.2849848731499539,0.21501512685004645,2.0,1.4005628311256453,0.5,0.3601485225762965,4.639851477423708,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.029682235558236215,0.08920231910544808,0.6793900405671803,0.030670949564241563,0.006657079407137584,0.06641646130020495,0.0,1.2151777560381676,0.12599750377474972,0.31998872195634903
1.1,4.174889167068271,0.8251108329317335,4.943697911376243,0.056302088623755436,4.987892328794321,0.03955082640959011,3.99358230458079,1.0064176954192132,5.0,5.0,0.9725568447960884,4.94851200156829,0.05148799843170629,5.0,1.4772490690626632,5.0,0.28374191214753325,0.2162580878524671,2.0,1.3980284583339042,0.5,0.3633470071347622,4.636652992865241,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.029461776551056244,0.08968864350549438,0.6759645881302139,0.031165983425838727,0.0071324463042696795,0.06640577438318584,0.0,1.2171319322733802,0.12260022793810223,0.3197081558564404
1.11,4.162708818360743,0.8372911816392616,4.942798611083804,0.05720138891619399,4.987578182692856,0.03979127081201288,3.9868397024287225,1.0131602975712806,5.0,5.0,0.9726305464951317,4.9482184724011,0.05178152759889709,5.0,1.4759210591054077,5.0,0.28253271184270745,0.21746728815729288,2.0,1.3954967854362068,0.5,0.3665426850110873,4.6334573149889176,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.029244627119538114,0.09017067079629286,0.6725592666600868,0.031663694019037195,0.007607881183386012,0.06639501267995618,0.0,1.2189075093471162,0.11924627549517929,0.319427385982417
1.12,4.150511600592512,0.8494883994074928,4.94189451167948,0.05810548832051764,4.987259046230177,0.04003195060949476,3.980131053641974,1.0198689463580288,5.0,5.0,0.9727090031603292,4.947927098398308,0.05207290160168861,5.0,1.4745932656678762,5.0,0.28135682525742756,0.21864317474257286,2.0,1.392967812993521,0.5,0.3697355541725388,4.630264445827466,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.029030747198132572,0.09064846060130101,0.6691739281478005,0.03216405775840833,0.008083434985125162,0.06638419849524513,0.0,1.2205056426265508,0.11593733163646357,0.3191464125853326
1.13,4.138299285064029,0.8617007149359749,4.940985655399088,0.05901434460090952,4.986934892929561,0.04027289097673498,3.973456158737618,1.0265438412623848,5.0,5.0,0.9727922160937038,4.947637846962708,0.052362153037288056,5.0,1.4732656903412378,5.0,0.28021379918056966,0.21978620081943073,2.0,1.3904415422437244,0.5,0.3729256125856547,4.627074387414349,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028820096663046607,0.09112207218339853,0.665808425607623,0.0326670512134384,0.008559157962535882,0.06637333565170711,0.0,1.221927528962285,0.11267499567953816,0.31886523598347083
1.14,4.126073625134042,0.873926374865962,4.940072083573397,0.05992791642660052,4.986605696672207,0.04051411596061466,3.9668148204789055,1.0331851795210976,5.0,5.0,0.9728801873671789,4.947350686107884,0.05264931389211216,5.0,1.4719383332810017,5.0,0.27910315545771147,0.22089684454228894,2.0,1.3879179751400008,0.5,0.3761128582194964,4.623887141780507,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028612635149433196,0.0915915637075457,0.6624626138465632,0.03317265145447181,0.009035098056058094,0.06636240844348995,0.0,1.2231743976490035,0.10946070982406123,0.3185838565666528
1.15,4.1138363671732465,0.8861636328267577,4.939153837244247,0.06084616275575103,4.986271431452633,0.04075564927023264,3.9602068423560928,1.0397931576439097,5.0,5.0,0.972972919277135,4.947065584057437,0.05293441594255852,5.0,1.4706111954572276,5.0,0.2780244104637151,0.22197558953628532,2.0,1.385397113225063,0.5,0.3792972890463209,4.620702710953682,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02840832233344763,0.0920569929576728,0.6591363486884565,0.033680835711387566,0.009511302513957293,0.06635141222349206,0.0,1.224247518066349,0.10629582916008405,0.3183022746884928
1.16,4.1015892408331895,0.8984107591668149,4.938230956679235,0.061769043320762454,4.985932071570526,0.04099751367408538,3.953632029791774,1.0463679702082285,5.0,5.0,0.9730704147553887,4.9467825095738265,0.05321749042616973,5.0,1.4692842779980793,5.0,0.2769770619454693,0.2230229380545311,2.0,1.3828789579578116,0.5,0.38247890304314663,4.617521096956857,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028207117786836378,0.0925184167476275,0.6558294875717048,0.034191581642467925,0.009987816656271992,0.06634034447739579,0.0,1.225148191919167,0.10318157060230027,0.31802049069752564
1.17,4.089333966476033,0.910666033523971,4.937303481806387,0.06269651819361194,4.985587591458276,0.04123973156020823,3.947090189073194,1.0529098109268082,5.0,5.0,0.9731726769815158,4.94650143167548,0.05349856832451644,5.0,1.4679575821312567,5.0,0.27596060324906774,0.22403939675093268,2.0,1.3803635107449685,0.5,0.3856576981894007,4.614342301810603,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02800898117467649,0.09297589142683983,0.6525418890023292,0.03470486709359414,0.010464685023784295,0.06632920400968412,0.0,1.2258777583307525,0.1001190649264366,0.3177385049402267
1.18,4.077072244116066,0.9229277558839375,4.936371451724924,0.0636285482750745,4.985237965873511,0.041482324349934034,3.940581128577573,1.059418871422429,5.0,5.0,0.9732797097765555,4.946222319982243,0.05377768001775317,5.0,1.4666311092902131,5.0,0.27497451250114546,0.22502548749885498,2.0,1.3778507728848852,0.5,0.38883367247000583,4.611166327529998,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02781387208720618,0.09342947226267068,0.6492734131607153,0.035220670369280324,0.010941950176402968,0.06631799239351865,0.0,1.2264375848603257,0.09710931413968366,0.31745631775549166
1.19,4.064805767736999,0.9351942322630049,4.935434905212334,0.06456509478766428,4.984883169701207,0.04172531305868463,3.934104657477087,1.0658953425229154,5.0,5.0,0.9733915172401082,4.945945144328678,0.05405485567131785,5.0,1.4653048609583892,5.0,0.27401825832042626,0.22598174167957422,2.0,1.3753407456490923,0.5,0.3920068238717108,4.607993176128293,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027621750356653207,0.09387921412888585,0.6460239212414529,0.03573896995179133,0.011419653841601249,0.06630671183386672,0.0,1.2268290779734286,0.09415321159120492,0.31717392948250694
1.2,4.052536214475078,0.9474637855249272,4.934493880294179,0.06550611970581934,4.984523178122359,0.0419687177983946,3.927660586825899,1.0723394131741038,5.0,5.0,0.9735081040792463,4.94566987507879,0.05433012492120551,5.0,1.4639788387800918,5.0,0.2730912924101344,0.22690870758986606,2.0,1.3728334302239673,0.5,0.3951771503859846,4.6048228496140196,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027432575888782566,0.09432517094356706,0.6427932759901678,0.036259744739468774,0.01189783589492499,0.06629536667964286,0.0,1.227053674214608,0.09125151133366335,0.3168913404550253
1.21,4.040265245773539,0.9597347542264657,4.933548414468904,0.0664515855310942,4.984157966524115,0.04221255810490348,3.9212487290367535,1.0787512709632496,5.0,5.0,0.9736294753709809,4.945396483002788,0.05460351699720865,5.0,1.4626530443616517,5.0,0.2721930618364726,0.22780693816352787,2.0,1.3703288278112955,0.5,0.3983446500078762,4.601655349992128,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027246308725925077,0.09476739589031778,0.6395813414314448,0.03678297392217553,0.012376535032354377,0.06628396072467013,0.0,1.2271128404939098,0.08840487449852737,0.31660855101111185
1.22,4.027994509471788,0.9720054905282164,4.932598545100307,0.06740145489969213,4.9837875103429345,0.04245685350841121,3.914868896966481,1.0851311030335222,5.0,5.0,0.973755636148654,4.945124939061251,0.054875060938745585,5.0,1.461327478926595,5.0,0.2713230303265404,0.22867696967346007,2.0,1.3678269398026834,0.5,0.40150932073401685,4.598490679265987,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027062909122548103,0.09520594180571681,0.6363879824024511,0.03730863676382672,0.01285578994182203,0.06627249254558709,0.0,1.227008075166648,0.08561395422399985,0.31632556151022934
1.23,4.015725635501303,0.9842743644987013,4.931644308608975,0.06835569139102328,4.983411785387719,0.04270162235823139,3.9085209058000303,1.0914790941999726,5.0,5.0,0.9738865922540495,4.944855214849783,0.05514478515021308,5.0,1.4600021440260558,5.0,0.2704806343905785,0.22951936560942202,2.0,1.3653277674202347,0.5,0.40467116056673524,4.595328839433268,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.026882337495079893,0.09564086037933908,0.6332130654879514,0.037836713050434005,0.013335636889663119,0.06626096512215573,0.0,1.2267409040381274,0.08287922087978293,0.3160423722982198
1.24,4.003460237406797,0.9965397625932074,4.930685740758056,0.06931425924194216,4.983030767725611,0.04294688223814982,3.9022045723846097,1.097795427615393,5.0,5.0,0.9740223500362386,4.944587282441861,0.05541271755813477,5.0,1.4586770412877017,5.0,0.26966529882935003,0.23033470117065047,2.0,1.3628313118435436,0.5,0.40783016751260315,4.592169832487401,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.026704554483102133,0.09607220243604755,0.6300564586771654,0.03836718293177548,0.013816110573617979,0.06624938243040779,0.0,1.2263128809403023,0.08020102115759117,0.3157589837196223
1.25,3.9911999132751372,1.0088000867248674,4.929722876804221,0.07027712319577786,4.9826444336217115,0.04319265018515555,3.8959197148796365,1.1040802851203664,5.0,5.0,0.9741629161931333,4.944321114300962,0.05567888569903398,5.0,1.4573521722357443,5.0,0.2688764447194404,0.23112355528056008,2.0,1.360337574300551,0.5,0.4109863395815745,4.589013660418429,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.026529520994461143,0.09650001809327406,0.6269180311799667,0.0389000268377496,0.014297244572019238,0.06623774701077223,0.0,1.225725587882618,0.07757960919556654,0.3154753961265808
1.26,3.9789462494993746,1.0210537505006296,4.928755752096686,0.07124424790331284,4.982252759299903,0.04343894355688652,3.8896661513688744,1.1103338486311283,5.0,5.0,0.9743082971432101,4.944056682928869,0.05594331707112788,5.0,1.4560275375472043,5.0,0.2681135209680022,0.23188647903199827,2.0,1.3578465564428854,0.5,0.4141396747835099,4.585860325216494,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.026357198296586087,0.09692435739098507,0.6237976527263674,0.03943522514643492,0.014779073125175485,0.06622604994727777,0.0,1.2249806375799235,0.07501527682872611,0.3151916099158975
1.27,3.9667008153122993,1.033299184687705,4.9277844012072665,0.0722155987927326,4.981855721290201,0.043685778771850974,3.8834437018760064,1.1165562981239963,5.0,5.0,0.9744584999379468,4.943793961376429,0.056206038623567336,5.0,1.4547031381320272,5.0,0.26737595848626194,0.23262404151373853,2.0,1.35535825980076,0.5,0.41729017113322386,4.58270982886678,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02618754793930906,0.09734526937544324,0.6206951945655772,0.03997275866616829,0.015261628548293896,0.06621428545846908,0.0,1.2240796684458148,0.07250816690335939,0.3149076254756265
1.28,3.954465164055937,1.0455348359440675,4.926808858132406,0.07319114186759303,4.981453296348086,0.04393317160199203,3.8772521878965462,1.1227478121034566,5.0,5.0,0.9746135320499221,4.943532923124943,0.05646707687505322,5.0,1.453378974882242,5.0,0.2666631808320295,0.23333681916797097,2.0,1.3528726859095643,0.5,0.42043782664931223,4.579562173350691,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.026020531799266357,0.09776280231166375,0.6176105292235939,0.04051260852360338,0.015744941832289833,0.0662024475095746,0.0,1.2230243450256253,0.07005831534082864,0.3146234431974952
1.29,3.942240833077089,1.0577591669229158,4.925829156369462,0.07417084363053801,4.981045461424246,0.04418113728824955,3.871091432228829,1.1289085677711743,5.0,5.0,0.9747734012875032,4.943273542043485,0.056726457956511364,5.0,1.4520550486424402,5.0,0.2659746090559257,0.2340253909440748,2.0,1.3503898363248579,0.5,0.4235826393539197,4.576417360646085,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0258561120978122,0.09817700375976318,0.6145435304108219,0.04105475612144612,0.01622904288122387,0.06619052941575165,0.0,1.2218163573175767,0.06766567066555929,0.3143390634784102
1.3,3.930029337767248,1.0699706622327565,4.9248453290685585,0.0751546709314411,4.980632193606437,0.04442969082083326,3.864961258713671,1.1350387412863316,5.0,5.0,0.9749381155727297,4.943015792324755,0.056984207675241545,5.0,1.4507313607933108,5.0,0.26530967950607837,0.23469032049392213,2.0,1.347909712329001,0.5,0.4267246072743413,4.573275392725662,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025694251326439335,0.09858792069111412,0.6114940728847622,0.041599183054280384,0.016713961089284537,0.06617853168176757,0.0,1.2204574150990288,0.06533016974727214,0.3140544866913581
1.31,3.9178321781247263,1.0821678218752786,4.923857408865397,0.07614259113460341,4.980213470183496,0.044678846630638536,3.85886149252101,1.1411385074789928,5.0,5.0,0.9751076831858654,4.942759648555708,0.057240351444288615,5.0,1.4494079126091608,5.0,0.26466782422492985,0.23533217577507065,2.0,1.3454323152541583,0.5,0.4298637284412589,4.570136271558745,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025534912368090083,0.09899559935988776,0.6084620325851738,0.04214587120125822,0.017199724705523042,0.0661664533532691,0.0,1.2189492527853698,0.06305165609449258,0.31376971321728797
1.32,3.905650838637794,1.0943491613622107,4.922865427884224,0.07713457211577614,4.979789268644215,0.04492861859474158,3.852791960144794,1.147208039855209,5.0,5.0,0.9752821127610434,4.942505085716296,0.0574949142837003,5.0,1.4480847052693553,5.0,0.26404847129832354,0.23595152870167696,2.0,1.342957646476547,0.5,0.43300000088877283,4.566999999111231,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025378058508254784,0.09940008530515092,0.6054472866238325,0.04269480272445918,0.01768636084516595,0.06615429217539104,0.0,1.2172936287589362,0.06082988084659886,0.3134847434445988
1.33,3.893486789062942,1.1065132109370632,4.921869417710747,0.07813058228925227,4.979359566687625,0.045179019988129655,3.846752489447588,1.1532475105524151,5.0,5.0,0.975461413324243,4.942252079195938,0.05774792080405807,5.0,1.4467617396997252,5.0,0.26345104236135214,0.23654895763864828,2.0,1.3404857074961476,0.5,0.43613342265398747,4.563866577346017,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025223653457944875,0.09980142332126998,0.6024497132990572,0.04324596008391858,0.01817389539026533,0.06614204247202715,0.0,1.2154923254742696,0.058664491433201904,0.3131995777771591
1.34,3.8813414701823485,1.1186585298176563,4.92086940980956,0.07913059019043879,4.978924342063763,0.04543006424111487,3.8407429089587914,1.1592570910412123,5.0,5.0,0.9756455936951205,4.94200060457945,0.0579993954205466,5.0,1.4454390185858144,5.0,0.26287499641642803,0.23712500358357247,2.0,1.3380164989247119,0.5,0.4392639917823784,4.560736008217626,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02507166115516733,0.10019965784282946,0.5994691917402007,0.04379932580622677,0.018662354548790824,0.06612972211905488,0.0,1.2135471364136732,0.05655522320063892,0.31291421653314894
1.35,3.8692163149208842,1.1307836850791209,4.919865434905234,0.08013456509476506,4.978483572809762,0.04568176381633797,3.8347630489151485,1.165236951084855,5.0,5.0,0.9758346633738982,4.941750637964437,0.05824936203555901,5.0,1.4441165433878937,5.0,0.262319764865456,0.23768023513454448,2.0,1.3355500219862155,0.5,0.442391706319835,4.55760829368017,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024922046090654213,0.1005948323734868,0.596505602416923,0.04435488282763544,0.019151762543007475,0.06611733251396745,0.0,1.2114598837576107,0.05450161800288127,0.3126286600946721
1.36,3.857112734747184,1.1428872652528212,4.918857523380882,0.08114247661911828,4.978037237097818,0.04593413093195526,3.828812740590683,1.1711872594093207,5.0,5.0,0.976028631970225,4.941502155756902,0.05849784424309274,5.0,1.4427943162632315,5.0,0.26178479334780597,0.23821520665219448,2.0,1.3330862775505972,0.5,0.4455165643177845,4.5544834356822195,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024774773114408698,0.10098698985358745,0.5935588267994542,0.044912614273116366,0.019642143098113865,0.06610488434054984,0.0,1.209232405952954,0.05250320643509492,0.31234290881127585
