data_set_T,data_set_CLI,data_set_DNK,data_set_H,data_set_KI,data_set_N,data_set_V,data_set__CLE,data_set__CLI,data_set__ECL,data_set__EK,data_set__ENA,data_set__KE,data_set__KI,data_set__MAX_P,data_set__NAE,data_set__NAI
16.0,10.06144,0.0055386573,0.9782145,128.57007,0.07016319,-67.058632,124.70676,10.06144,-67.059669,-92.463333,42.964714,3.9973357,128.57007,6.8000002,126.84615,25.284342
17.0,10.061443,0.0058322181,0.9782145,128.57013,0.070163213,-67.058624,124.70676,10.061443,-67.059662,-92.463089,42.964794,3.9973745,128.57013,6.8000002,126.84618,25.284275
18.0,10.061445,0.0061215833,0.97821444,128.57021,0.070163257,-67.058617,124.70676,10.061445,-67.059654,-92.46286,42.964874,3.9974113,128.57021,6.8000002,126.84622,25.284206
19.0,10.061448,0.0064069787,0.97821444,128.57028,0.070163332,-67.058609,124.70676,10.061448,-67.059647,-92.462646,42.964958,3.9974461,128.57028,6.8000002,126.84626,25.284136
20.0,10.06145,0.0066886144,0.97821438,128.57036,0.070163436,-67.058586,124.70676,10.06145,-67.059639,-92.46244,42.965042,3.9974792,128.57036,6.8000002,126.84631,25.284063
21.0,10.061452,0.0069666845,0.97821432,128.57042,0.070163555,-67.058563,124.70676,10.061452,-67.059631,-92.46225,42.965126,3.9975104,128.57042,6.8000002,126.84634,25.283991
22.0,10.061455,0.0072413706,0.9782142,128.5705,0.070163697,-67.05854,124.70676,10.061455,-67.059624,-92.462067,42.965214,3.99754,128.5705,6.8000002,126.84639,25.283916
23.0,10.061458,0.0075128409,0.97821414,128.57059,0.070163853,-67.05851,124.70676,10.061458,-67.059624,-92.461891,42.965302,3.9975684,128.57059,6.8000002,126.84644,25.283842
24.0,10.06146,0.0077812509,0.97821403,128.57066,0.070164032,-67.058479,124.70676,10.06146,-67.059616,-92.461731,42.965389,3.9975953,128.57066,6.8000002,126.84648,25.283766
25.0,10.061462,0.0080467463,0.97821391,128.57074,0.070164219,-67.058449,124.70676,10.061462,-67.059608,-92.461578,42.965481,3.9976208,128.57074,6.8000002,126.84652,25.283689
26.0,10.061464,0.0083094621,0.97821379,128.57082,0.070164427,-67.058411,124.70675,10.061464,-67.059601,-92.461426,42.965572,3.9976454,128.57082,6.8000002,126.84657,25.283613
27.0,10.061467,0.0085695246,0.97821367,128.57089,0.070164651,-67.058372,124.70675,10.061467,-67.059593,-92.461288,42.965664,3.9976687,128.57089,6.8000002,126.84661,25.283535
28.0,10.06147,0.0088270493,0.97821355,128.57098,0.070164882,-67.058334,124.70675,10.06147,-67.059586,-92.461159,42.965755,3.9976912,128.57098,6.8000002,126.84666,25.283457
29.0,10.061473,0.009082146,0.97821343,128.57106,0.07016512,-67.058289,124.70675,10.061473,-67.059578,-92.461029,42.965847,3.9977124,128.57106,6.8000002,126.8467,25.283379
30.0,10.061476,0.0093349144,0.97821325,128.57114,0.070165373,-67.058243,124.70675,10.061476,-67.05957,-92.460915,42.965939,3.9977331,128.57114,6.8000002,126.84675,25.283298
31.0,10.061479,0.0095854504,0.97821313,128.57123,0.070165634,-67.058197,124.70674,10.061479,-67.059563,-92.4608,42.966034,3.9977527,128.57123,6.8000002,126.84679,25.28322
32.0,10.061481,0.0098338407,0.97821295,128.5713,0.07016591,-67.058144,124.70674,10.061481,-67.059555,-92.460686,42.966125,3.9977717,128.5713,6.8000002,126.84685,25.28314
33.0,10.061485,0.010080167,0.97821283,128.5714,0.070166185,-67.058098,124.70674,10.061485,-67.05954,-92.460587,42.966221,3.9977899,128.5714,6.8000002,126.84689,25.28306
34.0,10.061488,0.010324505,0.97821265,128.57147,0.070166469,-67.058044,124.70674,10.061488,-67.059532,-92.46048,42.966316,3.9978075,128.57147,6.8000002,126.84694,25.282982
35.0,10.061492,0.010566927,0.97821248,128.57155,0.070166767,-67.057991,124.70673,10.061492,-67.059525,-92.460388,42.966408,3.9978244,128.57155,6.8000002,126.84698,25.282902
36.0,10.061495,0.010807498,0.9782123,128.57164,0.070167065,-67.057945,124.70673,10.061495,-67.059517,-92.460297,42.966503,3.9978409,128.57164,6.8000002,126.84703,25.282822
37.0,10.061499,0.011046281,0.97821212,128.57172,0.070167363,-67.057884,124.70673,10.061499,-67.059509,-92.460205,42.966595,3.9978566,128.57172,6.8000002,126.84708,25.282742
38.0,10.061502,0.011283332,0.97821194,128.57181,0.070167676,-67.057831,124.70673,10.061502,-67.059494,-92.460121,42.96669,3.9978721,128.57181,6.8000002,126.84712,25.282661
39.0,10.061506,0.011518706,0.97821176,128.57188,0.070167989,-67.057777,124.70673,10.061506,-67.059486,-92.460037,42.966785,3.9978869,128.57188,6.8000002,126.84717,25.282581
40.0,10.06151,0.011752453,0.97821158,128.57198,0.070168301,-67.057724,124.70673,10.06151,-67.059471,-92.459961,42.966877,3.9979014,128.57198,6.8000002,126.84721,25.282503
41.0,10.061514,0.011984619,0.9782114,128.57205,0.070168622,-67.057663,124.70673,10.061514,-67.059464,-92.459885,42.966972,3.9979155,128.57205,6.8000002,126.84726,25.282423
42.0,10.061518,0.012215249,0.97821122,128.57214,0.07016895,-67.05761,124.70672,10.061518,-67.059456,-92.459808,42.967064,3.9979291,128.57214,6.8000002,126.84731,25.282343
43.0,10.061522,0.012444384,0.97821105,128.57222,0.07016927,-67.057549,124.70672,10.061522,-67.059441,-92.45974,42.967159,3.9979424,128.57222,6.8000002,126.84736,25.282265
44.0,10.061526,0.012672064,0.97821087,128.57231,0.070169605,-67.057487,124.70672,10.061526,-67.059433,-92.459671,42.967251,3.9979553,128.57231,6.8000002,126.8474,25.282185
45.0,10.06153,0.012898322,0.97821069,128.57239,0.070169933,-67.057426,124.70671,10.06153,-67.059418,-92.459602,42.967342,3.997968,128.57239,6.8000002,126.84745,25.282106
46.0,10.061535,0.013123195,0.97821051,128.57248,0.070170268,-67.057373,124.70671,10.061535,-67.059402,-92.459541,42.967434,3.9979804,128.57248,6.8000002,126.8475,25.282028
47.0,10.06154,0.013346712,0.97821033,128.57256,0.070170604,-67.057312,124.70671,10.06154,-67.059395,-92.459473,42.967529,3.9979923,128.57256,6.8000002,126.84754,25.28195
48.0,10.061544,0.013568905,0.97821009,128.57263,0.070170939,-67.057251,124.7067,10.061544,-67.05938,-92.459412,42.967621,3.9980042,128.57263,6.8000002,126.84759,25.281872
49.0,10.061549,0.013789802,0.97820991,128.57272,0.070171274,-67.05719,124.7067,10.061549,-67.059364,-92.459358,42.967712,3.9980156,128.57272,6.8000002,126.84763,25.281794
50.0,10.061554,0.014009427,0.97820973,128.5728,0.070171617,-67.057129,124.7067,10.061554,-67.059357,-92.459297,42.9678,3.9980271,128.5728,6.8000002,126.84767,25.281717
51.0,10.073376,0.014009449,0.95201677,128.4982,0.10700811,-61.58942,124.6998,10.073376,-67.026596,-92.155228,42.866299,4.041575,128.4982,0.0,126.79723,25.368135
52.0,10.085514,0.014009449,0.95109373,128.42357,0.10807747,-61.455139,124.69271,10.085514,-66.993004,-91.854065,42.764679,4.0851498,128.42357,0.0,126.74657,25.454916
53.0,10.097875,0.014009449,0.95015603,128.34903,0.10915269,-61.321171,124.68549,10.097875,-66.958832,-91.556381,42.663235,4.1286583,128.34903,0.0,126.69584,25.541803
54.0,10.110455,0.014009449,0.94920266,128.27461,0.11023468,-61.187412,124.67815,10.110455,-66.924095,-91.262032,42.561958,4.1721082,128.27461,0.0,126.64505,25.628813
55.0,10.123253,0.014009449,0.94823301,128.20026,0.1113242,-61.05373,124.67068,10.123253,-66.888794,-90.970886,42.460827,4.2155094,128.20026,0.0,126.59417,25.715956
56.0,10.136269,0.014009449,0.9472459,128.12599,0.11242212,-60.920033,124.66309,10.136269,-66.852943,-90.682823,42.359825,4.2588716,128.12599,0.0,126.54321,25.803249
57.0,10.1495,0.014009449,0.94623959,128.05176,0.11352978,-60.786205,124.65536,10.1495,-66.816536,-90.397705,42.25893,4.3022032,128.05176,0.0,126.49216,25.890707
58.0,10.162947,0.014009449,0.94521362,127.97757,0.11464794,-60.6521,124.64751,10.162947,-66.779587,-90.11541,42.158131,4.3455157,127.97757,0.0,126.44099,25.978344
59.0,10.176608,0.014009449,0.94416672,127.90339,0.11577763,-60.517609,124.63953,10.176608,-66.742096,-89.835815,42.057404,4.3888183,127.90339,0.0,126.38972,26.066183
60.0,10.190484,0.014009449,0.94309634,127.82921,0.11692064,-60.382572,124.63143,10.190484,-66.704071,-89.558792,41.956722,4.4321232,127.82921,0.0,126.33831,26.154238
61.0,10.204575,0.014009449,0.94200128,127.75501,0.11807813,-60.246853,124.62321,10.204575,-66.665497,-89.284218,41.856071,4.475441,127.75501,0.0,126.28677,26.242531
62.0,10.218881,0.014009449,0.94087893,127.68076,0.11925203,-60.11026,124.61485,10.218881,-66.626396,-89.011971,41.755424,4.518784,127.68076,0.0,126.23507,26.331081
63.0,10.233403,0.014009449,0.93972844,127.60645,0.12044332,-59.972656,124.60638,10.233403,-66.586746,-88.741928,41.654751,4.5621657,127.60645,0.0,126.18321,26.419914
64.0,10.248142,0.014009449,0.93854529,127.53205,0.1216552,-59.833778,124.59777,10.248142,-66.54657,-88.473961,41.554031,4.6055999,127.53205,0.0,126.13117,26.509056
65.0,10.263102,0.014009449,0.93732816,127.45753,0.12288889,-59.693459,124.58904,10.263102,-66.505844,-88.207954,41.453232,4.6491013,127.45753,0.0,126.07894,26.59853
66.0,10.278282,0.014009449,0.93607515,127.38288,0.12414617,-59.551495,124.58018,10.278282,-66.464569,-87.943764,41.352322,4.6926856,127.38288,0.0,126.0265,26.68837
67.0,10.293687,0.014009449,0.93477893,127.30804,0.12543216,-59.407467,124.57118,10.293687,-66.422752,-87.681259,41.251263,4.7363706,127.30804,0.0,125.97382,26.778605
68.0,10.309319,0.014009449,0.93343771,127.23301,0.1267484,-59.261177,124.56206,10.309319,-66.380371,-87.420303,41.150021,4.7801752,127.23301,0.0,125.92088,26.869272
69.0,10.325184,0.014009449,0.9320479,127.15774,0.12809797,-59.112312,124.5528,10.325184,-66.337433,-87.160751,41.048553,4.82412,127.15774,0.0,125.86768,26.960413
70.0,10.341286,0.014009449,0.93059927,127.08218,0.12948816,-58.960247,124.5434,10.341286,-66.293907,-86.902443,40.946808,4.8682284,127.08218,0.0,125.81417,27.052073
71.0,10.357631,0.014009449,0.92908722,127.0063,0.13092248,-58.804611,124.53385,10.357631,-66.249794,-86.645226,40.844742,4.9125266,127.0063,0.0,125.76033,27.144297
72.0,10.374227,0.014009449,0.92750454,126.93005,0.13240664,-58.644859,124.52417,10.374227,-66.20507,-86.388901,40.742287,4.9570432,126.93005,0.0,125.70612,27.237148
73.0,10.391081,0.014009449,0.92584234,126.85336,0.13394739,-58.480358,124.51433,10.391081,-66.159721,-86.133293,40.639378,5.0018115,126.85336,0.0,125.65152,27.33069
74.0,10.408205,0.014009449,0.92407858,126.77617,0.13556071,-58.309704,124.50433,10.408205,-66.113716,-85.878166,40.535934,5.0468707,126.77617,0.0,125.59646,27.424997
75.0,10.425611,0.014009449,0.9222036,126.69841,0.13725351,-58.132187,124.49417,10.425611,-66.067024,-85.623276,40.431866,5.0922651,126.69841,0.0,125.54091,27.520163
76.0,10.443315,0.014009449,0.92019647,126.61999,0.13904236,-57.946304,124.48383,10.443315,-66.019615,-85.368332,40.327061,5.1380491,126.61999,0.0,125.48479,27.616293
77.0,10.461335,0.014009449,0.91802752,126.54078,0.14094855,-57.750099,124.47331,10.461335,-65.971436,-85.112991,40.221386,5.1842885,126.54078,0.0,125.42802,27.71352
78.0,10.479696,0.014009449,0.91565895,126.46066,0.14300014,-57.540997,124.46259,10.479696,-65.922424,-84.856827,40.114666,5.2310648,126.46066,0.0,125.37053,27.812008
79.0,10.49843,0.014009449,0.91301042,126.37943,0.14525595,-57.313717,124.45166,10.49843,-65.872505,-84.599304,40.006683,5.2784853,126.37943,0.0,125.31217,27.911972
80.0,10.517579,0.014009449,0.91000372,126.29684,0.14777303,-57.062927,124.44048,10.517579,-65.821564,-84.339691,39.897141,5.3266931,126.29684,0.0,125.25279,28.013699
81.0,10.537207,0.014009449,0.90648383,126.21256,0.15066569,-56.778286,124.42902,10.537207,-65.769447,-84.076958,39.785603,5.3758974,126.21256,0.0,125.19212,28.117611
82.0,10.557409,0.014009449,0.90201181,126.12599,0.15425375,-56.430923,124.41723,10.557409,-65.715889,-83.809418,39.671368,5.426434,126.12599,0.0,125.1298,28.22438
83.0,10.578382,0.014009449,0.89559776,126.036,0.15925574,-55.955067,124.40498,10.578382,-65.6604,-83.533714,39.553036,5.4789729,126.036,0.0,125.06501,28.33535
84.0,10.599822,0.014009449,0.90022355,125.90944,0.15597725,-56.139557,124.39247,10.599822,-65.603783,-83.150108,39.395844,5.5528564,125.90944,0.0,124.97861,28.483351
85.0,10.616394,0.014009449,0.84892392,125.59258,0.29164147,-79.321236,124.38279,10.616394,-65.560097,-82.210037,39.044289,5.7378287,125.59258,0.0,124.78397,28.816772
86.0,10.630204,0.014009449,0.90608323,125.1954,0.15192664,-56.131268,124.37473,10.630204,-65.523735,-81.070297,38.615749,5.969698,125.1954,0.0,124.54404,29.227768
87.0,10.643489,0.014009449,0.92523319,124.71455,0.13515458,-57.507305,124.36697,10.643489,-65.4888,-79.743645,38.107353,6.250412,124.71455,0.0,124.25557,29.721905
88.0,10.656831,0.014009449,0.98010021,124.1669,0.082986943,-69.288017,124.35918,10.656831,-65.453758,-78.297462,37.538906,6.5701227,124.1669,0.0,123.92806,30.282898
89.0,10.670504,0.014009449,0.96838921,123.56962,0.10594703,-69.658432,124.3512,10.670504,-65.417892,-76.791443,36.930019,6.9188042,123.56962,0.0,123.5714,30.893848
90.0,10.684825,0.014009449,0.94108909,122.9242,0.11913751,-58.682327,124.34284,10.684825,-65.380371,-75.239296,36.283947,7.2955904,122.9242,0.0,123.18626,31.553591
91.0,10.700294,0.014009449,0.94510758,122.21738,0.11484453,-59.088085,124.33382,10.700294,-65.339897,-73.62001,35.589668,7.7082205,122.21738,0.0,122.7646,32.275879
92.0,10.717095,0.014009449,0.95966178,121.45189,0.099429525,-62.229012,124.32401,10.717095,-65.295998,-71.951302,34.85239,8.1551008,121.45189,0.0,122.30791,33.058174
93.0,10.735424,0.014009449,0.94665706,120.63053,0.11328786,-59.603992,124.31331,10.735424,-65.248184,-70.248497,34.077194,8.6345959,120.63053,0.0,121.81771,33.897858
94.0,10.755606,0.014009449,0.9374873,119.7421,0.12231065,-58.596024,124.30152,10.755606,-65.195625,-68.497612,33.256275,9.1532459,119.7421,0.0,121.28728,34.806469
95.0,10.777966,0.014009449,0.91434115,118.7766,0.13792327,-61.014977,124.28847,10.777966,-65.137505,-66.689995,32.383747,9.7168951,118.7766,0.0,120.71058,35.794338
96.0,10.802843,0.014009449,0.76739103,117.72534,0.24056835,-62.461143,124.27395,10.802843,-65.072968,-64.821617,31.455629,10.3306,117.72534,0.0,120.08235,36.870468
97.0,10.830588,0.014009449,0.83717042,116.58123,0.20411325,-44.029289,124.25775,10.830588,-65.001167,-62.892467,30.469906,10.998511,116.58123,0.0,119.39824,38.04232
98.0,10.86209,0.014009449,0.50338423,115.28876,0.39380145,-59.918743,124.23936,10.86209,-64.919853,-60.827877,29.385523,11.753033,115.28876,0.0,118.62533,39.366291
99.0,10.897943,0.014009449,0.33939597,113.83864,0.49214277,-57.880356,124.21843,10.897943,-64.827576,-58.637772,28.202915,12.599591,113.83864,0.0,117.75784,40.852268
100.0,10.939298,0.014009449,0.56321901,112.1707,0.32968962,-54.905895,124.19429,10.939298,-64.721497,-56.261459,26.884256,13.573308,112.1707,0.0,116.75998,42.561562
101.0,10.987587,0.014009449,0.22458705,110.21046,0.57853431,13.807584,124.1661,10.987587,-64.598114,-53.63546,25.386963,14.717668,110.21046,0.0,115.58743,44.570099
102.0,11.044075,0.014009449,0.29349959,107.86488,0.48435462,-49.824417,124.13312,11.044075,-64.45443,-50.692436,23.663408,16.086977,107.86488,0.0,114.18514,46.97216
103.0,11.109507,0.014009449,0.34616914,105.07444,0.42896277,-41.335209,124.09492,11.109507,-64.288864,-47.424564,21.699209,17.71599,105.07444,0.0,112.51794,49.828033
104.0,11.183951,0.014009449,0.083702266,101.79352,0.63904083,-33.518719,124.05146,11.183951,-64.101608,-43.84462,19.49526,19.63134,101.79352,0.0,110.55912,53.183403
105.0,11.266599,0.014009449,0.11123303,98.053673,0.59744048,-33.142422,124.00321,11.266599,-63.895107,-40.0382,17.103025,21.8146,98.053673,0.0,108.32761,57.005894
106.0,11.355693,0.014009449,0.076344199,94.036148,0.63424104,-22.792606,123.9512,11.355693,-63.674095,-36.203289,14.653708,24.159966,94.036148,0.0,105.93024,61.112511
107.0,11.447017,0.014009449,0.068128273,90.370743,0.64672828,-21.769104,123.89789,11.447017,-63.449249,-32.883358,12.507119,26.29977,90.370743,0.0,103.73712,64.86924
108.0,11.540061,0.014009449,0.061147247,87.093597,0.65833491,-20.789,123.84357,11.540061,-63.221905,-30.028704,10.647728,28.212914,87.093597,0.0,101.76966,68.239426
109.0,11.634728,0.014009449,0.055207163,84.172386,0.66915685,-19.846037,123.78831,11.634728,-62.992371,-27.556353,9.0307283,29.918268,84.172386,0.0,100.00904,71.255302
110.0,11.730924,0.014009449,0.050131179,81.574135,0.67920315,-18.944044,123.73215,11.730924,-62.760929,-25.40357,7.6196084,31.435087,81.574135,0.0,98.436066,73.949753
111.0,11.82855,0.014009449,0.045781054,79.266151,0.6884734,-18.088732,123.67516,11.82855,-62.52787,-23.520931,6.383997,32.782452,79.266151,0.0,97.031708,76.355362
112.0,11.927505,0.014009449,0.042067435,77.217064,0.69702715,-17.276051,123.61739,11.927505,-62.293488,-21.868437,5.2983756,33.978676,77.217064,0.0,95.777718,78.50341
113.0,12.027683,0.014009449,0.038887825,75.397446,0.70486897,-16.51054,123.55891,12.027683,-62.058067,-20.413069,4.3411684,35.040939,75.397446,0.0,94.656967,80.423203
114.0,12.12898,0.014009449,0.036160205,73.780228,0.71202862,-15.793981,123.49977,12.12898,-61.821896,-19.127186,3.4940567,35.985043,73.780228,0.0,93.653732,82.141716
115.0,12.231285,0.014009449,0.033819359,72.340973,0.71855414,-15.124544,123.44005,12.231285,-61.585247,-17.987509,2.7415082,36.825256,72.340973,0.0,92.753792,83.683273
116.0,12.334495,0.014009449,0.031804718,71.057907,0.72448629,-14.501794,123.37979,12.334495,-61.348392,-16.974344,2.0703545,37.574291,71.057907,0.0,91.944504,85.06955
117.0,12.438508,0.014009449,0.030065576,69.911835,0.72987032,-13.924275,123.31907,12.438508,-61.111572,-16.070988,1.469442,38.243347,69.911835,0.0,91.214729,86.319641
118.0,12.543226,0.014009449,0.028559415,68.885979,0.73475248,-13.389924,123.25794,12.543226,-60.875023,-15.263246,0.92932612,38.842228,68.885979,0.0,90.554718,87.450211
119.0,12.648557,0.014009449,0.027250277,67.965744,0.73917753,-12.896456,123.19645,12.648557,-60.638954,-14.53904,0.44200739,39.379448,67.965744,0.0,89.956009,88.475784
120.0,12.754416,0.014009449,0.02610842,67.138474,0.74318844,-12.441296,123.13465,12.754416,-60.403561,-13.88807,0.00070190156,39.862392,67.138474,0.0,89.411263,89.408905
121.0,12.86072,0.014009449,0.025108606,66.393227,0.7468248,-12.021956,123.07259,12.86072,-60.169014,-13.301532,-0.4003537,40.297455,66.393227,0.0,88.914139,90.26046
122.0,12.967398,0.014009449,0.024230286,65.720528,0.75012356,-11.635794,123.01031,12.967398,-59.935467,-12.771877,-0.76606816,40.690166,65.720528,0.0,88.459152,91.039841
123.0,13.074379,0.014009449,0.023455685,65.112167,0.75311774,-11.280467,122.94786,13.074379,-59.70306,-12.292619,-1.1006343,41.045319,65.112167,0.0,88.04155,91.75518
124.0,13.181602,0.014009449,0.02277071,64.561035,0.75583774,-10.953477,122.88527,13.181602,-59.471912,-11.858161,-1.4076458,41.367058,64.561035,0.0,87.657211,92.413536
125.0,13.289008,0.014009449,0.022162586,64.060951,0.75831032,-10.652804,122.82256,13.289008,-59.242126,-11.463657,-1.6901937,41.659,64.060951,0.0,87.302567,93.021027
126.0,13.396546,0.014009449,0.021621764,63.606518,0.76056004,-10.376156,122.75979,13.396546,-59.013794,-11.1049,-1.9509461,41.92429,63.606518,0.0,86.974495,93.582993
127.0,13.504168,0.014009449,0.021139221,63.193043,0.76260835,-10.121734,122.69696,13.504168,-58.786999,-10.778219,-2.1922157,42.165672,63.193043,0.0,86.670288,94.104088
128.0,13.611829,0.014009449,0.020707456,62.816395,0.76447451,-9.8878527,122.63411,13.611829,-58.561806,-10.480403,-2.416014,42.385551,62.816395,0.0,86.387558,94.588402
129.0,13.71949,0.014009449,0.020320361,62.472946,0.76617569,-9.6728191,122.57126,13.71949,-58.338272,-10.208631,-2.6240973,42.586052,62.472946,0.0,86.124207,95.039505
130.0,13.827115,0.014009449,0.019972635,62.159508,0.76772743,-9.4751663,122.50842,13.827115,-58.116447,-9.9604168,-2.8180058,42.769032,62.159508,0.0,85.878395,95.460571
131.0,13.934669,0.014009449,0.019659773,61.873249,0.7691434,-9.293499,122.44564,13.934669,-57.89637,-9.7335615,-2.9990928,42.936146,61.873249,0.0,85.648499,95.854385
132.0,14.042126,0.014009449,0.019377746,61.611668,0.77043587,-9.1266079,122.3829,14.042126,-57.678074,-9.5261154,-3.1685541,43.088852,61.611668,0.0,85.43306,96.223427
133.0,14.149454,0.014009449,0.019123418,61.372528,0.77161592,-8.973258,122.32025,14.149454,-57.46159,-9.3363419,-3.3274481,43.228458,61.372528,0.0,85.230797,96.569893
134.0,14.256631,0.014009449,0.018893717,61.153843,0.77269334,-8.8324471,122.25768,14.256631,-57.246929,-9.1626892,-3.4767156,43.356121,61.153843,0.0,85.040565,96.895752
135.0,14.363634,0.014009449,0.01868595,60.953835,0.77367699,-8.7032633,122.19521,14.363634,-57.034115,-9.0037718,-3.6171947,43.472881,60.953835,0.0,84.861336,97.202766
136.0,14.470442,0.014009449,0.01849803,60.770908,0.77457494,-8.5847759,122.13287,14.470442,-56.823158,-8.8583412,-3.7496347,43.579674,60.770908,0.0,84.692192,97.4925
137.0,14.577036,0.014009449,0.01832794,60.603622,0.7753942,-8.4761953,122.07063,14.577036,-56.614059,-8.7252769,-3.8747075,43.677334,60.603622,0.0,84.532303,97.76638
138.0,14.683399,0.014009449,0.018174019,60.450687,0.77614146,-8.3767614,122.00854,14.683399,-56.40683,-8.6035662,-3.993017,43.766613,60.450687,0.0,84.380928,98.025681
139.0,14.789517,0.014009449,0.018034691,60.310936,0.77682245,-8.2858095,121.94659,14.789517,-56.201462,-8.4922934,-4.1051068,43.848198,60.310936,0.0,84.237396,98.271545
140.0,14.895375,0.014009449,0.017908569,60.183304,0.77744251,-8.202733,121.8848,14.895375,-55.997959,-8.3906288,-4.2114687,43.922707,60.183304,0.0,84.101089,98.505035
141.0,15.00096,0.014009449,0.017794535,60.066837,0.77800655,-8.1269264,121.82315,15.00096,-55.796314,-8.2978182,-4.3125477,43.9907,60.066837,0.0,83.971458,98.727089
142.0,15.106262,0.014009449,0.017691482,59.960659,0.77851892,-8.0578728,121.76168,15.106262,-55.596516,-8.2131758,-4.4087467,44.052685,59.960659,0.0,83.848,98.938568
143.0,15.211269,0.014009449,0.017598446,59.863976,0.77898359,-7.995091,121.70038,15.211269,-55.39856,-8.136076,-4.5004334,44.109123,59.863976,0.0,83.730255,99.140259
144.0,15.315973,0.014009449,0.017514577,59.776066,0.77940422,-7.9381275,121.63925,15.315973,-55.202435,-8.0659475,-4.5879416,44.160446,59.776066,0.0,83.617813,99.33287
145.0,15.420365,0.014009449,0.017439103,59.696259,0.7797842,-7.8865719,121.57832,15.420365,-55.008125,-8.0022659,-4.6715765,44.207035,59.696259,0.0,83.510277,99.517075
146.0,15.524438,0.014009449,0.017371351,59.623951,0.78012651,-7.8400297,121.51756,15.524438,-54.81562,-7.9445548,-4.751617,44.249249,59.623951,0.0,83.40731,99.693451
147.0,15.628184,0.014009449,0.017310686,59.55859,0.78043401,-7.7981529,121.45699,15.628184,-54.624901,-7.8923726,-4.8283181,44.287403,59.55859,0.0,83.308586,99.862556
148.0,15.731599,0.014009449,0.017256532,59.499664,0.78070927,-7.7606187,121.39662,15.731599,-54.435955,-7.8453164,-4.9019136,44.321804,59.499664,0.0,83.213814,100.0249
149.0,15.834675,0.014009449,0.017208392,59.446697,0.78095454,-7.7271166,121.33645,15.834675,-54.248764,-7.8030143,-4.9726186,44.352726,59.446697,0.0,83.122719,100.18094
