Time,I,S,V_L,r,K,d,phi,beta,eta,mu,r_tilde,phi_tilde,alpha,d_tilde,N,compartment,Susceptible_Logistic_Growth,Susceptible_Absorption_Virus,Susceptible_Death,Infected_Death,Infected_Lysis,Virus_Lytic_Release_From_Infected,Virus_Lytic_Decay
18.0,15.221119103824952,7.7699653550886705,5453265174.703229,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,22.991084458913623,1.0,2.634018187688756,7.369506197161303,0.32374855646202794,0.6342132959927063,22.831678655737427,456.6335731147486,472252764.1292996
19.0,5.718854893773947,4.216673067591295,5000883503.772205,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,9.935527961365242,1.0,1.4294521540395675,3.667577985820282,0.1756947111496373,0.23828562057391445,8.57828234066092,171.5656468132184,433076511.426673
20.0,2.5035341544870664,2.467479359233868,4586029518.05349,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,4.971013513720934,1.0,0.836475498132767,1.9681267478635749,0.10281163996807782,0.10431392310362776,3.7553012317305994,75.106024634612,397150156.2634322
21.0,1.2508271477249033,1.5472287706871786,4205590168.4258614,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,2.798055918412082,1.0,0.5245105516226163,1.131733498151657,0.0644678654452991,0.05211779782187097,1.8762407215873549,37.5248144317471,364204108.5856796
22.0,0.6945491681185171,1.033672160558126,3856710582.743008,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1.7282213286766432,1.0,0.3504148617523361,0.6933660272812656,0.04306967335658858,0.02893954867160488,1.0418237521777756,20.836475043555513,333991136.46554446
23.0,0.4193703598055994,0.7319051962205692,3536772696.840479,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1.1512755560261685,1.0,0.24811586119950424,0.45021988138508773,0.030496049842523715,0.017473764991899975,0.6290555397083991,12.581110794167982,306284515.54638547
24.0,0.2712530335513162,0.5466085849934299,3243375623.797244,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.817861618544746,1.0,0.18530031014338635,0.3083446278172102,0.02277535770805958,0.01130220973130484,0.4068795503269743,8.137591006539486,280876329.0208413
25.0,0.18608218978285748,0.42867416959683347,2974317642.2176504,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.614756359379691,1.0,0.1453205433934755,0.22175700723567562,0.017861423733201393,0.007753424574285728,0.2791232846742862,5.582465693485725,257575907.8160485
26.0,0.13444354163622385,0.3515979110704146,2727579675.817093,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.48604145270663845,1.0,0.11919169178812025,0.16679630337533033,0.014649912961267275,0.00560181423484266,0.20166531245433578,4.033306249086715,236208399.92576024
27.0,0.10175103277007176,0.30048193337882106,2501310142.5500565,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.4022329661488928,1.0,0.10186337536962531,0.13072197435231278,0.012520080557450877,0.004239626365419656,0.15262654915510765,3.052530983102153,216613458.3448349
28.0,0.08030964962150731,0.26666284046728994,2293811060.1963506,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.34697249008879727,1.0,0.09039870288335389,0.10638559645836776,0.01111095168613708,0.003346235400896138,0.12046447443226097,2.4092894886452196,198644037.81300396
29.0,0.06584999140938656,0.2449743057019685,2103525304.4688218,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.31082429711135506,1.0,0.08304628960411653,0.08962537085650263,0.01020726273758202,0.0027437496420577735,0.09877498711407984,1.975499742281597,182165291.36699995
30.0,0.05590151682197561,0.23229880558923344,1929024924.0396433,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.2882003224112091,1.0,0.07874929506938345,0.07793768564279897,0.009679116899551393,0.002329229867582317,0.08385227523296342,1.6770455046592683,167053558.4218331
31.0,0.04898300370812299,0.226777339281285,1769000424.8911276,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.275760342989408,1.0,0.07687751799266078,0.06977346361090933,0.009449055803386874,0.002040958487838458,0.07347450556218449,1.4694901112436896,153195436.79557166
32.0,0.04417989840389517,0.2273689456380293,1622250943.4288144,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.2715488440419245,1.0,0.07707807254789811,0.06415224702357017,0.00947370606825122,0.0018408291001622986,0.06626984760584276,1.3253969521168552,140486931.70093533
33.0,0.040914537160534996,0.2336043288842264,1487675233.5570798,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.2745188660447614,1.0,0.07919186746745448,0.06044379290300999,0.009733513703509432,0.001704772381688958,0.06137180574080249,1.22743611481605,128832675.2260431
34.0,0.03881681095446084,0.24545284930574665,1364263407.6520422,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.2842696602602075,1.0,0.0832085158882106,0.05824102344215468,0.01022720205440611,0.0016173671231025349,0.058225216431691255,1.164504328633825,118145211.10266684
35.0,0.03764919516535319,0.26326003902798756,1251089353.0107234,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.30090923419334076,1.0,0.08924515320047248,0.05728434597231447,0.010969168292832815,0.0015687164652230497,0.056473792748029786,1.1294758549605959,108344337.97072864
36.0,0.0372622638038233,0.2877336733919097,1147303784.4856539,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.324995937195733,1.0,0.09754171524442579,0.057415850957852246,0.011988903057996237,0.0015525943251593042,0.055893395705734955,1.117867914114699,99356507.73645762
37.0,0.037567868317756374,0.31996773647764526,1052127885.0445997,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.35753560479540164,1.0,0.10846906262257587,0.05855141696021853,0.013331989019901885,0.0015653278465731823,0.05635180247663456,1.1270360495326912,91114274.84486233
38.0,0.0385228339894053,0.3614998365359154,964847392.3446761,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.4000226705253207,1.0,0.1225484445308836,0.06066377360040961,0.015062493188996474,0.0016051180828918874,0.05778425098410795,1.155685019682159,83555784.17704895
39.0,0.04011934762387535,0.414405383304529,884807357.0301702,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.45452473092840434,1.0,0.14048342486886706,0.0637729934684727,0.01726689097102204,0.0016716394843281394,0.060179021435813024,1.2035804287162604,76624317.11881274
40.0,0.04237958603624829,0.481431170616682,811407145.1570293,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.5238107566529303,1.0,0.16320516674350516,0.06794159259417745,0.020059632109028416,0.0017658160848436789,0.06356937905437243,1.2713875810874489,70267858.77059874
41.0,0.04535322284643747,0.5661790874997698,744095919.5021669,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.6115323103462073,1.0,0.19193471053123354,0.07327324691073578,0.023590795312490406,0.001889717618601561,0.0680298342696562,1.360596685393124,64438706.628887646
42.0,0.04911730516032207,0.6733550681586714,682368588.3863325,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.7224723733189935,1.0,0.22826736792146318,0.07991454837168299,0.028056461173277973,0.002046554381680086,0.0736759577404831,1.473519154809662,59093119.75425639
43.0,0.0537776371150922,0.8090968157749876,625761907.8259885,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,0.8628744528900798,1.0,0.27428382028319365,0.08805870698450353,0.03371236732395781,0.0022407348797955084,0.0806664556726383,1.613329113452766,54190981.217730604
44.0,0.05947204766900109,0.981415455812154,573851105.8928894,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1.040887503481155,1.0,0.3326998391332597,0.09795233779234463,0.04089231065883975,0.0024780019862083785,0.08920807150350163,1.7841614300700328,49695505.770324215
45.0,0.06637504611710442,1.2007741695715395,526246623.72049797,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1.267149215688644,1.0,0.40706244290823596,0.10990396204006594,0.05003225706548081,0.002765626921546017,0.09956256917565662,1.9912513835131325,45572957.61419512
46.0,0.07470410270413484,1.4808609212503927,482591226.25370115,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1.5555650239545276,1.0,0.5020118514310631,0.12429577999885315,0.06170253838543303,0.003112670946005618,0.11205615405620226,2.2411230811240452,41792400.19357052
47.0,0.08472812719023888,1.8396113937512708,442557316.096581,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1.9243395209415097,1.0,0.6236282611403681,0.1415983865786621,0.07665047473963628,0.00353033863292662,0.12709219078535833,2.5418438157071663,38325463.57396391
48.0,0.09677756750593211,2.300564547649177,405844461.2715638,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,2.397342115155109,1.0,0.7798913795633579,0.1623890479864705,0.09585685615204904,0.004032398646080505,0.14516635125889815,2.9033270251779633,35146130.34611743
49.0,0.11125786137856644,2.894672652458868,372177169.0607222,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,3.0059305138374346,1.0,0.9812940258866952,0.18737509918744713,0.1206113605191195,0.004635744224106935,0.16688679206784968,3.3377358413569933,32230542.840658538
50.0,0.12866512393557775,3.662686477535791,341302776.93471617,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,3.7913516014713684,1.0,1.2416507106230548,0.2174213842331291,0.15261193656399127,0.0053610468306490725,0.19299768590336663,3.8599537180673322,29556820.48254642
51.0,0.14960682394192054,4.658384312989458,312989620.0018336,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,4.807991136931379,1.0,1.5791922736170707,0.25358755648518594,0.19409934637456075,0.006233617664246689,0.2244102359128808,4.488204718257617,27104901.09215879
52.0,0.17482559342795706,5.952763973178736,287025205.77291113,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,6.127589566606693,1.0,2.0179869730868742,0.29716755401090317,0.24803183221578065,0.007284399726164877,0.2622383901419356,5.2447678028387115,24856382.819934104
53.0,0.2052305963875873,7.639785204531795,263214704.22975904,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,7.845015800919382,1.0,2.5898871616273196,0.34974698951181254,0.3183243835221581,0.008551274849482805,0.30784589458138095,6.15691789162762,22794393.386297133
54.0,0.24193418155060692,9.8438734572445,241379427.84819838,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,10.085807638795107,1.0,3.337073064387603,0.4132653229875691,0.41016139405185414,0.010080590897941954,0.3629012723259104,7.258025446518207,20903458.45165398
55.0,0.2862986491388473,12.730079654539642,221355525.3248495,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,13.01637830367849,1.0,4.315496940105724,0.4900994076732238,0.5304199856058184,0.011929110380785302,0.4294479737082709,8.588959474165419,19169388.493131965
56.0,0.3399928168567522,16.517524195937348,202992729.36268154,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,16.8575170127941,1.0,5.599440596920731,0.5831605328634892,0.6882301748307228,0.014166367369031341,0.5099892252851284,10.199784505702565,17579170.36280822
57.0,0.40506157131490855,21.497477973583408,186153242.24140435,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,21.902539544898318,1.0,7.287644854640916,0.6960185379548407,0.8957282488993086,0.016877565471454522,0.6075923569723628,12.151847139447257,16120870.778105617
58.0,0.4840133881191288,28.057476800774236,170710696.80372724,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,28.541490188893363,1.0,9.511484332040151,0.83305185738426,1.1690615333655932,0.0201672245049637,0.7260200821786932,14.520401643573864,14783546.34320278
59.0,0.5799240053381595,36.71359251990712,156549206.8999957,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,37.29351652524527,1.0,12.445907345469402,0.9996326777719683,1.5297330216627965,0.02416350022242331,0.8698860080072393,17.397720160144782,13557161.317539629
60.0,0.6965706924185251,48.15375707209036,143562504.22032556,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,48.85032776450888,1.0,16.324122756146814,1.2023582628367697,2.0064065446704316,0.029023778850771877,1.0448560386277876,20.897120772555752,12432512.865480192
61.0,0.8385888237431028,63.2954653578145,131653129.98218666,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,64.1340541815576,1.0,21.457161218202728,1.4493273086511334,2.637311056575604,0.03494120098929595,1.2578832356146543,25.157664712293084,11401161.056457365
62.0,1.0116757586604797,83.36379509941447,120731718.32251683,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,84.37547085807495,1.0,28.260323873586547,1.750497717280284,3.473491462475603,0.042153156610853316,1.5175136379907195,30.350272759814388,10455366.806729957
63.0,1.2228290116242249,109.99474065972501,110716308.12821667,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,111.21756967134924,1.0,37.28821244845634,2.1180987564812144,4.5831141941552085,0.050951208817676036,1.8342435174363372,36.68487034872675,9588032.283903563
64.0,1.4806548711389713,145.37560920402942,101531745.68701689,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,146.85626407516838,1.0,49.28232343095273,2.5671786392428957,6.057317050167892,0.061693952964123805,2.220982306708457,44.41964613416914,8792649.176495662
65.0,1.7957326285439246,192.43110217569847,93109105.82721364,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,194.2268348042424,1.0,65.23412947614317,3.116234366587452,8.017962590654102,0.07482219285599685,2.693598942815887,53.87197885631774,8063248.564636702
66.0,2.181079669937057,255.07551281456176,85385186.07851899,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,257.2565924844988,1.0,86.47057398090675,3.788035035646405,10.628146367273406,0.0908783195807107,3.271619504905585,65.43239009811171,7394357.114399744
67.0,2.652711417408328,338.5485044670811,78302024.15141006,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,341.20121588448944,1.0,114.76789924663993,4.610590786795901,14.10618768612838,0.11052964239201366,3.9790671261124917,79.58134252224984,6780955.291512111
68.0,3.230338397085316,449.8685741647087,71806468.51180202,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,453.098912561794,1.0,152.5053694091862,5.61839041101725,18.744523923529528,0.13459743321188816,4.845507595627974,96.91015191255947,6218440.173122055
69.0,3.938232803552705,598.439709142771,65849776.6201698,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,602.3779419463237,1.0,202.87092481165774,6.85389424060755,24.93498788094879,0.1640930334813627,5.907349205329058,118.14698410658114,5702590.655306704
70.0,4.806269695763982,796.8672924462513,60387250.07985814,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,801.6735621420153,1.0,270.13777008886854,8.369392666413408,33.202803851927136,0.20026123732349924,7.209404543645973,144.18809087291945,5229535.856915714
71.0,5.8712656880916665,1062.0553269607055,55377900.34620986,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1067.9265926487972,1.0,360.0363260947078,10.229309443530271,44.2523052900294,0.24463607033715276,8.806898532137499,176.13797064275,4795726.169981774
72.0,7.178547930007593,1416.674940149043,50784138.41480017,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1423.8534880790507,1.0,480.25204042123187,12.512986900401511,59.028122506210124,0.29910616375031635,10.767821895011389,215.35643790022777,4397906.386721694
73.0,8.783997977033478,1891.1509501604355,46571497.3663517,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1899.934948137469,1.0,641.0988106998697,15.318247645446908,78.79795625668481,0.36599991570972823,13.175996965550215,263.51993931100435,4033091.671926057
74.0,10.756443996889551,2526.307805287428,42708368.45506465,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,2537.0642492843176,1.0,856.4159174819117,18.765577503196518,105.2628252203095,0.44818516653706464,16.134665995334327,322.69331990668655,3698544.708208598
75.0,13.180761635482654,3376.963296759696,39165769.85392949,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,3390.1440583951785,1.0,1144.7862198292032,23.00359418896131,140.70680403165397,0.5491984014784439,19.77114245322398,395.4228490644796,3391755.6693502935
76.0,16.161535173190405,4516.707507746931,35917124.071170285,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,4532.8690429201215,1.0,1531.1560877045117,28.215400025044662,188.1961461561221,0.6733972988829335,24.24230275978561,484.84605519571215,3110422.9445633464
77.0,19.827755757212877,6044.3963539773795,32938063.60735471,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,6064.224109734592,1.0,2049.0364756551785,34.626906025900006,251.8498480823908,0.8261564898838698,29.741633635819316,594.8326727163864,2852436.308396918
78.0,24.33844831363366,8092.799700433308,30206244.70668625,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,8117.138148746942,1.0,2743.434208498856,42.51656967252465,337.1999875180545,1.0141020130680691,36.50767247045049,730.1534494090098,2615860.791599029
79.0,29.889745640899434,10840.317017965841,27701182.9099604,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,10870.20676360674,1.0,3674.8228210863767,52.227950936905216,451.6798757485767,1.2454060683708097,44.83461846134915,896.692369226983,2398922.4400025704
80.0,36.72359489371798,14526.662819383162,25404098.65688599,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,14563.38641427688,1.0,4924.458537103252,64.18482128783174,605.2776174742984,1.530149787238249,55.08539234057697,1101.7078468115394,2199994.9436863265
81.0,45.13847255284056,19474.000598378516,23297777.590484463,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,19519.139070931356,1.0,6601.542177779236,78.91005816756913,811.4166915991048,1.88076968970169,67.70770882926084,1354.1541765852169,2017587.5393359545
82.0,55.50270321036619,26115.357176532878,21366442.384061478,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,26170.859879743242,1.0,8852.847120735789,97.04895772246195,1088.1398823555364,2.3126126337652577,83.2540548155493,1665.0810963109857,1850333.910459724
83.0,68.27087355455768,35032.83243904678,19595635.655003656,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,35101.10331260134,1.0,11875.664269405328,119.39806741100351,1459.7013516269492,2.844619731439903,102.40631033183652,2048.1262066367303,1696982.0477233166
84.0,84.00419299405857,47008.99104301558,17972113.068155915,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,47092.995236009636,1.0,15935.20916149127,146.94092238883627,1958.7079601256492,3.5001747080857735,126.00628949108786,2520.1257898217573,1556384.9917023021
