Time,w,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT,NS,r5,n3,bm,IC1,sp,delta1,n1,IC2,sv,delta2,n2,IC2ifa,TJ,TJtot,K3,K9,delta,r0,k15,tao1,C,vmax2,NA,K2,K5,tao3,r3,k8,tao4,k11,k14,tao6,k12,k16,tao8,vmax17,K17,r1,rmax20,K20,tao9,vmax19,K19,r4,k26,tao12,k28,tao13,default,c2,compartment,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12
0.1,0.0,0.00029587938510462265,1.2337688295483726e-14,4.1533663695456393e-20,9.283101622676135e-09,3.833243157934424e-25,3.0133508261471784e-23,2.085334143357521e-21,1.1086490359399239e-24,2.4573947891916034e-05,3.953663938725605e-08,9.661315048584078e-08,0.09954072420699839,5.947026720106855e-14,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,2.8016099975902855e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0029179648153715683,2.4562459230344124e-13,1.2215163367061089e-18,8.601183539867533e-08,1.4686428416408055e-23,1.3799675368563928e-21,1.0775790800030161e-19,6.232112664857276e-23,0.00024154920870893872,7.8466289992323e-07,9.330328671357407e-07,-0.004564977421490166
0.11,0.0,0.00032501861171958563,1.491496152004053e-14,5.493593329408384e-20,1.0136753865317044e-08,5.560488337280725e-25,4.782132844511986e-23,3.5976344260031445e-21,2.0656006925572566e-24,2.6985324752674032e-05,4.776614263201965e-08,1.059111939817988e-07,0.09949510174489751,1.2747979929991184e-13,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,3.379526392038024e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0029098857062628248,2.698145527580971e-13,1.4674423632363035e-18,8.472551660483794e-08,1.939152762647156e-23,2.001775801421061e-21,1.7090993732289676e-19,1.0751688472199337e-22,0.00024072720301602935,8.611438403521218e-07,9.265879545017984e-07,-0.0045595219204332595
0.12,0.0,0.00035407716111705747,1.773379327785637e-14,7.090469829953855e-20,1.0977641926357188e-08,7.798700033469218e-25,7.265932473721973e-23,5.895644582321842e-21,3.645871764620052e-24,2.9388502532646088e-05,5.6758659317399735e-08,1.1514501580831324e-07,0.09944953370683797,2.5571126352683593e-13,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,4.0096938167435717e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.002901828965628417,2.939375389139953e-13,1.7339082452247918e-18,8.345843141206301e-08,2.4985149973858332e-23,2.8075320120489183e-21,2.5953029434408106e-19,1.761939274145661e-22,0.000239909309981947,9.372736596278922e-07,9.201875569369629e-07,-0.004554092054102073
0.13,0.0,0.00038305524804294196,2.0793540841228082e-14,8.960746915733592e-20,1.1805933831697702e-08,1.0685462169305796e-24,1.0849991010938974e-22,9.636832561624224e-21,6.569040349621532e-24,3.178352009520203e-05,6.651092363730364e-08,1.2431503028758504e-07,0.09940401985385244,4.851172394196964e-13,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,4.691693630040305e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0028937945339281377,3.179937290428416e-13,2.0205134889920644e-18,8.221032663191654e-08,3.151806386244871e-23,3.846766380950087e-21,3.8725980473399404e-19,2.880009731184394e-22,0.00023909551058156389,1.0130546790217009e-06,9.138313872549683e-07,-0.004548687662297979
0.14,0.0,0.00041195310152372693,2.4093518418663596e-14,1.1127069899854229e-19,1.2621835796137632e-08,1.428286853661344e-24,1.5630904782939423e-22,1.4933669459790405e-20,1.0928658368553189e-23,3.4170419884766265e-05,7.701928529298426e-08,1.3342170029196073e-07,0.09935855991959748,8.776556949266093e-13,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,5.425109241931806e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0028857823476623615,3.419833132713831e-13,2.3267856095403513e-18,8.098089153134085e-08,3.906748871524795e-23,5.141832673180838e-21,5.575369567450853e-19,4.462992699256638e-22,0.0002382857838990703,1.088489320230012e-06,9.075191246171534e-07,-0.004543308566079252
0.15,0.0,0.0004407709468678109,2.7633051429651746e-14,1.3610464414572957e-19,1.3425543597483821e-08,1.8674165331929628e-24,2.17887491483713e-22,2.20600508629254e-20,1.700720182908408e-23,3.654924339410894e-05,8.82801972542976e-08,1.4246547565028744e-07,0.09931315364507735,1.5241579027564021e-12,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,6.209538322641182e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.002877792344362336,3.6590647863979007e-13,2.6522786810679163e-18,7.976983110417324e-08,4.770334719870119e-23,6.722699519494666e-21,7.767495383120438e-19,6.592743077082138e-22,0.0002374801095118478,1.1635799618293831e-06,9.012504572259205e-07,-0.004537954591539365
0.16,0.0,0.00046950900649044746,3.141147387717356e-14,1.6430453248626815e-19,1.4217242597992825e-08,2.396347651887704e-24,2.9610509648541946e-22,3.155224593809849e-20,2.5473947705297423e-23,3.892003129488727e-05,1.0029020255267992e-07,1.514467943493397e-07,0.09926780077792337,2.5542285271233364e-12,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,7.044591787628677e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.002869824462361458,3.897634097864842e-13,2.9965714283432673e-18,7.857686603883651e-08,5.748870494858204e-23,8.626851546795735e-21,1.0550431721913466e-18,9.429527260265198e-22,0.00023667846742334375,1.2383289436893435e-06,8.950250814919723e-07,-0.0045326255693411656
0.17,0.0,0.000498167490452173,3.5428156503909715e-14,1.9600504357700646e-19,1.499707631079319e-08,3.0337604910216326e-24,3.9793477137246754e-22,4.493593175209313e-20,3.8441733925570285e-23,4.1282820849683075e-05,1.1304621491846575e-07,1.6036604584510867e-07,0.09922250109296189,4.1485015894441584e-12,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,7.929900339209314e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.002861878643418581,4.1355428109360434e-13,3.3593265396444887e-18,7.740178008376451e-08,6.845910065517727e-23,1.0921537767677878e-20,1.4169915697409843e-18,1.342930054022375e-21,0.00023588083942766185,1.3127384857906607e-06,8.888427274649865e-07,-0.004527321348875269
0.18,0.0,0.0005267466273954041,3.968241472960612e-14,2.3142914550319992e-19,1.5765249178570165e-08,3.786396054913008e-24,5.2453233677478275e-22,6.234900185708362e-20,5.601166062614398e-23,4.363765437388938e-05,1.2654460117823e-07,1.6922369102424793e-07,0.09917725432496295,6.553599999957048e-12,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,8.865091572853773e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0028539548241405662,4.372792823690562e-13,3.740096041508492e-18,7.624426517619451e-08,8.069013069136643e-23,1.363102579768683e-20,1.8667078949652356e-18,1.8633273010584515e-21,0.00023508720464820995,1.3868109549851763e-06,8.827030756826786e-07,-0.0045220417519662515
0.19,0.0,0.0005552466390796213,4.417358443051579e-14,2.707655829151389e-19,1.652194197343006e-08,4.6656891757384884e-24,6.79402083083384e-22,8.449830193782033e-20,7.911724741505961e-23,4.598457227048461e-05,1.4078193656032217e-07,1.7802016346030567e-07,0.09913206022399683,1.0100170320643207e-11,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,9.849807946168039e-16,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.00284605294304263,4.60938597706868e-13,4.138481101092296e-18,7.51040489211791e-08,9.424181823234523e-23,1.6796481032658557e-20,2.4165626192250307e-18,2.5252688608347437e-21,0.00023429754321026215,1.4605486454712203e-06,8.766058256147659e-07,-0.00451678661097843
0.2,0.0,0.0005836677457806491,4.890100601800923e-14,3.1419483242349463e-19,1.7267330387604964e-08,5.684230744417526e-24,8.668737829476959e-22,1.12354818010108e-19,1.0918522274126168e-22,4.832361451124898e-05,1.5575484669657219e-07,1.86755890497667e-07,0.09908691854363032,1.5224388403242674e-11,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,1.08837025385057e-15,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0028381729390513457,4.845324099694079e-13,4.554097972221588e-18,7.39808665783371e-08,1.0917040890467295e-22,2.0463230679903095e-20,3.081806405948689e-18,3.3577730768420124e-21,0.00023351183546448,1.5339538257159185e-06,8.705506810486933e-07,-0.004511555760680195
0.21,0.0,0.0006120101582715958,5.386404913780697e-14,3.6185040423140155e-19,1.8001562128854616e-08,6.860942268118695e-24,1.0958662648223826e-21,1.4839971110353736e-19,1.5054083987047848e-22,5.0654818468462004e-05,1.714602577669726e-07,1.9543126299981556e-07,0.09904182905797829,2.2493355524566443e-11,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,1.1966444868190303e-15,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.002830314753727999,5.080608941303529e-13,4.9866285356889965e-18,7.287449557545723e-08,1.2551085384972478e-22,2.4699392165227302e-20,3.893687132686913e-18,4.434990536051258e-21,0.00023273006315517974,1.60702867071677e-06,8.645373710585388e-07,-0.004506349049922581
0.22,0.0,0.0006402740993293348,5.906204642860723e-14,4.1392262807182533e-19,1.8724818348772462e-08,8.207198119591053e-24,1.3697938087814494e-21,1.932825515877468e-19,2.0395701121182802e-22,5.2978224730117104e-05,1.8789472563158518e-07,2.040467164820841e-07,0.09899679151597278,3.263482861971656e-11,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,1.3097704141624525e-15,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0028224783253057253,5.315242351283183e-13,5.435684228029063e-18,7.178466294576505e-08,1.4332378875090204e-22,2.9545913230527793e-20,4.864271083770978e-18,5.776333934217903e-21,0.00023195220628752252,1.679775444551806e-06,8.58565593768078e-07,-0.004501166310318266
0.23,0.0,0.0006684597866972138,6.449434599805738e-14,4.705764346830649e-19,1.9437264979692986e-08,9.737819398300339e-24,1.6945622321543937e-21,2.484686435583436e-19,2.7176464090088486e-22,5.529387249314752e-05,2.050549672877514e-07,2.126026668388327e-07,0.0989518056775907,4.6571752192234006e-11,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,1.4277161836586613e-15,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0028146635934132498,5.549226137233304e-13,5.900913522861617e-18,7.071111865550005e-08,1.6265831736290872e-22,3.5056149833881216e-20,6.014311365885807e-18,7.425594527727351e-21,0.0002311782456095619,1.7521963559177462e-06,8.526350609013071e-07,-0.004496007381053858
0.24,0.0,0.0006965674373821488,7.016029816416603e-14,5.31972507486683e-19,2.013906498458647e-08,1.1468219885783825e-23,2.0766605295311958e-21,3.1565278648068347e-19,3.568050648170135e-22,5.760180072464716e-05,2.229377261382618e-07,2.2109952654404367e-07,0.09890687130471883,6.546208345860145e-11,1.0,8.0,4.5,1.0,0.1,0.1,5.0,1.0,0.1,0.4,5.0,1.0,1.5504508121774845e-15,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.002806870497883479,5.78256210064066e-13,6.381974123035922e-18,6.965361714526359e-08,1.83561603777367e-22,4.128559158882177e-20,7.366580986819817e-18,9.433422142872824e-21,0.00023040816198547167,1.8242935947418646e-06,8.467454865530489e-07,-0.004490872102635559
