Time,APC,Cdk1CycB,CycB,Ks,Adeg,Bdeg,Acdc,Bcdc,EC50cdc,n_cdc,Awee,Bwee,EC50wee,n_wee,EC50apc,n_apc,AK,BK,EC50K,n_K,AP,BP,EC50P,n_P,Cell,R1,R2,R3
132.0,0.00897459888789811,16.37839569386455,64.94636018499916,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009418272946778217,0.03505363981500084,2.514185713978559e-05
138.0,0.009126159083907818,16.434808212483937,65.15605231195397,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009386032477301853,0.03484394768804604,2.5378424312286207e-05
144.0,0.009279143147972162,16.491029732913386,65.36449004886398,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009354606103336494,0.034635509951136026,2.5616474236348982e-05
150.0,0.009433560236647353,16.54706516556134,65.57168090267889,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009324006682930985,0.034428319097321095,2.5856119332898914e-05
156.0,0.009589420172839688,16.602919489709723,65.77763233348607,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009294241165797246,0.03422236766651392,2.609745136351524e-05
162.0,0.00974673340124541,16.658597751269863,65.98235175574185,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00926532181808426,0.03401764824425814,2.634057248783201e-05
168.0,0.009905511016568778,16.71410506877356,66.18584653926573,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009237262363040344,0.03381415346073427,2.658560017072993e-05
174.0,0.010065764819919998,16.76944663861481,66.38812400979326,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009210075779513716,0.033611875990206735,2.6832656721965074e-05
180.0,0.010227507354871683,16.824627738519098,66.58919144929058,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009183775739952438,0.03341080855070941,2.708186749860765e-05
186.0,0.010390751937483745,16.879653731795397,66.78905609619632,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009158377054642841,0.03321094390380368,2.733336402267316e-05
192.0,0.010555512693862701,16.93453007232868,66.98772514566012,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00913389528843922,0.03301227485433986,2.758728486755655e-05
198.0,0.010721804601433592,16.98926230967234,67.18520574979128,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009110346779689138,0.032814794250208695,2.7843775407610134e-05
204.0,0.010889643531114985,17.04385609438285,67.3815050179136,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009087748836581255,0.03261849498208638,2.8102988182138883e-05
210.0,0.011059046291885853,17.098317183798276,67.57663001682162,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00906611978755123,0.03242336998317834,2.836508346695972e-05
216.0,0.011230030678434,17.15265144822366,67.77058777103565,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009045479005724388,0.03222941222896432,2.8630229700753185e-05
222.0,0.011402615521610555,17.206864877506902,67.96338526305495,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009025846993612419,0.03203661473694501,2.8898603956848366e-05
228.0,0.011576820741918329,17.260963588068147,68.15502943360922,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009007245475313397,0.03184497056639074,2.9170392520205812e-05
234.0,0.011752667406500881,17.314953830432145,68.34552718190855,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008989697475588088,0.03165447281809139,2.9445791490391796e-05
240.0,0.011930177789892422,17.36884199729237,68.5348853658917,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008973227408432649,0.03146511463410823,2.9725007414910243e-05
246.0,0.012109375438780585,17.42263463214936,68.723110802473,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008957861181059457,0.0312768891975269,3.0008257992606216e-05
252.0,0.012290285241169775,17.476338438578466,68.91021026778778,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008943626304411367,0.031089789732212117,3.0295772847548606e-05
258.0,0.0124729336196941,17.52996030126995,69.09619049743624,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008930532558164117,0.030903809502563634,3.058775117732986e-05
264.0,0.012657348225620275,17.583507256584102,69.28105818672601,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00891864265939546,0.030718941813273837,3.088449445538127e-05
270.0,0.012843558249855943,17.636986540273977,69.46481999091316,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008908008323977867,0.03053518000908667,3.118635198820236e-05
276.0,0.013031595100655526,17.690405651495524,69.64748253285738,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008898585058648933,0.030352517467142417,3.149350825424561e-05
282.0,0.013221491502223778,17.74377221521233,69.82905238257104,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008890484346171235,0.030170947617428737,3.180623351231593e-05
288.0,0.013413282010332834,17.79709414643117,70.00953607432676,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008883721728931704,0.029990463925672978,3.2124946733734505e-05
294.0,0.01360700343595337,17.85037960001349,70.18894010649565,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008878331431372288,0.029811059893504036,3.244992988642864e-05
300.0,0.013802694519554378,17.903636982600812,70.36727093686767,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008874372166594924,0.02963272906313197,3.278155766204584e-05
306.0,0.01400039628057267,17.956874997573173,70.54453498687558,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00887188378064252,0.029455465013124016,3.3120235887543203e-05
312.0,0.014200152170834885,18.01010264137031,70.72073863775668,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00887092557045932,0.029279261362242834,3.346635253171672e-05
318.0,0.014402008200002956,18.063329244595717,70.89588823178951,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008871543983847374,0.029104111768209942,3.382033503999526e-05
324.0,0.014606012996576184,18.116564474684786,71.06999007401183,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008873808699849661,0.028930009925987543,3.418266894084348e-05
330.0,0.01481221813101542,18.169818380687335,71.24305043244219,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008877780726290752,0.028756949567557075,3.45538656422676e-05
336.0,0.015020678304219437,18.22310141095753,71.4150755379436,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008883529792491629,0.028584924462055544,3.493445170844878e-05
342.0,0.015231451540117867,18.276424446320497,71.5860715835272,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008891129910512774,0.02841392841647182,3.5324992195341284e-05
348.0,0.015444599408930096,18.329798832688144,71.7560447248076,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008900661345816019,0.028243955275191274,3.5726102001455706e-05
354.0,0.015660187298528805,18.38323641756479,71.92500108063003,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008912211663776759,0.02807499891936867,3.613844563666625e-05
360.0,0.015878284718563333,18.436749591303855,72.0929467333987,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008925874916737797,0.0279070532665998,3.656273625228003e-05
366.0,0.01609896561978085,18.490351331383742,72.25988772921173,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008941752586068219,0.027740112270786543,3.699974041534819e-05
372.0,0.01632230873872665,18.54405525095351,72.42583007799406,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008959955151361498,0.027574169922003955,3.7450286718419476e-05
378.0,0.01654839798601477,18.597875653297045,72.59077975369264,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008980602658226644,0.02740922024630507,3.791527319878425e-05
384.0,0.016777322880962568,18.651827592204615,72.75474269450591,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00900382543235878,0.02724525730549146,3.83956733055104e-05
390.0,0.017009179030085003,18.705926938605494,72.91772480311174,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009029765629534836,0.027082275196885233,3.889254387848089e-05
396.0,0.017244068657726486,18.760190454974264,73.07973194688303,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009058578713748489,0.026920268053113497,3.940703568276402e-05
402.0,0.017482101201127875,18.814635878733117,73.24076995809583,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009090434701878536,0.026759230041900187,3.9940404566368715e-05
408.0,0.01772339397683879,18.869282015448302,73.4008446341369,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009125519952377203,0.02659915536585851,4.0494023495386486e-05
414.0,0.01796807292643637,18.924148843346426,73.55996173771197,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009164039484421238,0.02644003826228275,4.106939716872621e-05
420.0,0.018216273456351226,18.97925763131605,73.71812699705369,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009206219282681616,0.026281873002940243,4.166817923495145e-05
426.0,0.018468141387908258,19.034631072380332,73.87534610612828,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009252308843120005,0.026124653893864744,4.229219156588401e-05
432.0,0.018723834032662902,19.090293434817646,74.03162472484067,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009302584525602953,0.025968375275151306,4.2943446639171975e-05
438.0,0.01898352154537581,19.146270754429942,74.18696847923805,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009357324597520034,0.025813031520752733,4.362415474629469e-05
444.0,0.019247387951412072,19.20259096375054,74.34138296171238,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009416910202908468,0.025658617038276987,4.433678365187502e-05
450.0,0.01951563296304087,19.259284187434197,74.49487373120174,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009481729536680916,0.025505126268786038,4.508415140558157e-05
456.0,0.019788473827743847,19.316382967622083,74.64744631339036,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00955223314054976,0.025352553686595572,4.586937867989173e-05
462.0,0.02006614772820534,19.373922618687693,74.79910620090769,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009628866773535805,0.025200893799076113,4.66959331513854e-05
468.0,0.020348914185594456,19.431941545352537,74.94985885352605,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009712126033083024,0.025050141146455276,4.756764858158263e-05
474.0,0.020637057325429312,19.490481570811728,75.09970969835724,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009802674142893153,0.024900290301621206,4.8488915722172746e-05
480.0,0.020930889856994428,19.549588587415883,75.2486641300194,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009901126527719128,0.024751335869955732,4.946490182855187e-05
486.0,0.02123075619606202,19.609312780995676,75.39672751090562,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010008515479182023,0.02460327248906566,5.0501204889594545e-05
492.0,0.02153703896904032,19.66970991306712,75.54390517132921,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010125520781141262,0.024456094828637573,5.1604678761247094e-05
498.0,0.021850162088569266,19.730841354096547,75.69020240969449,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010253490642096352,0.02430979759026705,5.2782885281125666e-05
504.0,0.022170600769474257,19.79277583335609,75.83562449272097,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010393487446897609,0.02416437550723448,5.404470796385903e-05
510.0,0.022498887361296325,19.855590057474732,75.98017665561945,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010547043115696653,0.02401982334432884,5.5400369784111905e-05
516.0,0.022835620384914653,19.919370380375504,76.12386410228332,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010715935313399427,0.023876135897656567,5.6862947843374506e-05
522.0,0.02318148320019571,19.984214773231486,76.26669200547619,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01090206230520252,0.02373330799445382,5.844599702700855e-05
528.0,0.02353725037871192,20.050234583469617,76.40866550699187,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.011108105538593094,0.02359133449292647,6.016766238072825e-05
534.0,0.023903814647041017,20.117557863267606,76.5497897179,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.011337088759614034,0.023450210282004516,6.204891431674242e-05
540.0,0.0242822089187805,20.186332886393853,76.69006971873587,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.011592708099339433,0.023309930281152205,6.41158684470712e-05
546.0,0.024673640118366067,20.256732858815077,76.82951055976194,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01187960327956361,0.02317048944010648,6.640041053456586e-05
552.0,0.02507953036975315,20.328962248145213,76.96811726043481,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.012203620315116126,0.02303188273941001,6.89432303991478e-05
