Time,APC,Cdk1CycB,CycB,Ks,Adeg,Bdeg,Acdc,Bcdc,EC50cdc,n_cdc,Awee,Bwee,EC50wee,n_wee,EC50apc,n_apc,AK,BK,EC50K,n_K,AP,BP,EC50P,n_P,Cell,R1,R2,R3
2802.0,0.01573726861538298,18.402211463539437,71.98469693298524,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008916822319733342,0.028015303067013386,3.628759598996688e-05
2808.0,0.01595627389978821,18.45575454565822,72.15228548301576,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008931250085275622,0.02784771451698266,3.671629126380735e-05
2814.0,0.016177890003034046,18.509390942064886,72.31887151231558,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008947940050532566,0.027681128487682602,3.7157988381109064e-05
2820.0,0.016402197344793156,18.56313449894636,72.48446101799976,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00896701408149525,0.02751553898199814,3.7613583968440154e-05
2826.0,0.016629282064077523,18.61699981339665,72.64905996130838,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008988541109918202,0.027350940038689223,3.808392514763857e-05
2832.0,0.016859235705642267,18.671002193831,72.8126742678212,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009012698518333195,0.027187325732176054,3.8569993950245476e-05
2838.0,0.017092155980897385,18.725157811200436,72.97530982767088,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009039644107602385,0.027024690172325935,3.907295766512192e-05
2844.0,0.017328147645412406,18.779483777903828,73.13697249575519,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009069516500105124,0.02686302750424116,3.959401174165669e-05
2850.0,0.017567322941643624,18.833998199151136,73.29766809194763,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00910249129112728,0.026702331908048174,4.013440433659095e-05
2856.0,0.017809802133155778,18.888720277683174,73.45740240130701,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009138770615265912,0.02654259759868817,4.069555091884211e-05
2862.0,0.0180557143887047,18.943670438110612,73.61618117428573,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009178562433330484,0.026383818825708727,4.127902896425631e-05
2868.0,0.01830519871652289,18.99887044146841,73.77401012693677,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00922209625444026,0.026225989873056854,4.1886545200970834e-05
2874.0,0.01855840488871177,19.05434351823009,73.93089494111948,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009269635283267519,0.026069105058873193,4.2519976465867776e-05
2880.0,0.018815494629422162,19.11011454535308,74.0868412647041,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00932145240162896,0.02591315873528746,4.318140581997809e-05
2886.0,0.01907664268672823,19.166210182230607,74.24185471177513,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00937789812776657,0.02575814528821517,4.387315212809294e-05
2892.0,0.019342038515654567,19.222659133966303,74.39594086283341,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009439322909777559,0.025604059137155424,4.45978262262111e-05
2898.0,0.019611888112117556,19.27949238442705,74.54910526499702,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009506090181194082,0.025450894734990126,4.5358279934158e-05
2904.0,0.019886415621452682,19.336743415055608,74.70135343220097,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009578659534327016,0.02529864656778423,4.615768789456402e-05
2910.0,0.020165865464916773,19.39444853968771,74.85269084539574,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009657567580081405,0.02514730915458721,4.699970585720671e-05
2916.0,0.020450505322438254,19.45264732607839,75.00312295274455,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009743366190793523,0.0249968770472358,4.788847122438704e-05
2922.0,0.02074062923693695,19.511383000420587,75.1526551698195,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009836673674971763,0.024847344830157825,4.882858231159727e-05
2928.0,0.021036560762047744,19.570702902602306,75.30129287979655,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009938259053516418,0.024698707120177285,4.9825283729529324e-05
2934.0,0.021338657718135163,19.630659250829048,75.44904143361997,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010048849060734,0.024550958566349798,5.0884742055381724e-05
2940.0,0.021647316097534442,19.691309445673305,75.5959061502739,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010169680309186191,0.02440409384969111,5.201367241777083e-05
2946.0,0.021962977816968363,19.752717617856312,75.74189231691695,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010301652647406456,0.024258107683042554,5.322047226086028e-05
2952.0,0.022286136242181454,19.814954933104325,75.88700518901655,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010446296475759453,0.024112994810936483,5.451437013085508e-05
2958.0,0.022617346780853892,19.878101477698866,76.03124999066677,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010605052220405753,0.0239687500092787,5.590648975337294e-05
2964.0,0.022957236656985913,19.942247455724928,76.17463191470227,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01077978464672924,0.02382536808523429,5.7409799175615894e-05
2970.0,0.023306518313974046,20.007495274926203,76.31715612309846,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010972686489150618,0.023682843876827633,5.904003940561571e-05
2976.0,0.023666007236372025,20.073961849476493,76.45882774632211,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.011186537857621914,0.023541172253591577,6.081545937086652e-05
2982.0,0.024036641726859456,20.141782003197385,76.59965188487553,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.011424506825537861,0.023400348115023492,6.275941920539166e-05
2988.0,0.024419512199397378,20.211112178784752,76.73963360856536,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.011690664985078314,0.02326036639131615,6.489972910865387e-05
2994.0,0.024815897780892274,20.282135933144342,76.87877795649584,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.011989959080821677,0.02312122204336471,6.727060369624005e-05
3000.0,0.02522730926715623,20.35507065614676,77.01708993787929,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.012328829101722505,0.022982910061956033,6.991659357380442e-05
3006.0,0.025655558526879795,20.43017725953956,77.15457453200668,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.012715463519334946,0.02284542546779811,7.289366971427805e-05
3012.0,0.026102842777067297,20.5077731591706,77.29123668835926,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.013160658968899952,0.022708763311408295,7.627581251493792e-05
3018.0,0.026571871325311202,20.588250861782086,77.4270813267783,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.013678953593959875,0.02257291867294345,8.016106248834136e-05
3024.0,0.027066047260456486,20.672105576135166,77.56211333768671,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014290047006120687,0.022437886661978157,8.46838094975301e-05
3030.0,0.02758972869945568,20.75997497283659,77.69633758225218,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015022892900635298,0.02230366241734119,9.003437802384065e-05
3036.0,0.028148663142027627,20.852705850565005,77.82975889256134,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015919172851088348,0.022170241106940866,9.64909292424411e-05
3042.0,0.028750667189934832,20.951459665488382,77.9623820717958,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.017044083701854618,0.022037617927588043,0.00010447847936509956
3048.0,0.029406818193819243,21.05790139292448,78.0942118944039,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01850480967117818,0.02190578810482266,0.00011468692528997931
3054.0,0.03013368821597729,21.174558590155883,78.22525310627321,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.020491701040615595,0.02177474689273777,0.00012831688450439666
3060.0,0.03095792986825667,21.30557963975073,78.35551042490118,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.023381398400228903,0.021644489573801287,0.00014768159336623482
3066.0,0.03192713522776227,21.45859073380403,78.48498853956463,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.02804238862705688,0.02151501145866644,0.00017791999175913523
3072.0,0.03314128899770699,21.65035664269291,78.61369211148819,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.037028791968023,0.02138630788593833,0.00023329823543552855
3078.0,0.03488145176213604,21.93201473272832,78.74162577401111,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.06211618525724205,0.021258374221688775,0.00037310280801323287
3084.0,0.03879597884871884,22.678327958126935,78.86879413274447,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.29897442598015544,0.021131205854778762,0.001329090515475164
3090.0,0.4931091906669754,62.87479249115012,78.62060716337294,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.546696954087416,-0.7103613170724293,0.10546134998999036
3096.0,0.8130597586055726,56.42582786872673,70.58721931197957,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-1.1063348898428664,-1.3714952065515822,0.02172437905708266
3102.0,0.876651560338009,50.12235074912775,62.83093561455359,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.9987781667258986,-1.2148887084138225,0.0038125052742548522
3108.0,0.8834892935252889,44.34204229036069,55.97918831569438,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.9422071010614594,-1.0718021357119245,-0.0007096265454675024
3114.0,0.8716497629169787,38.38069989947292,49.936929716562766,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-1.1518697981646326,-0.9448379237034509,-0.0033643503261405056
3120.0,0.8054761773469251,11.399262445408317,44.61591749630128,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.6241891302708247,-0.8294177090653639,-0.02020691705601623
3126.0,0.6923233990044587,10.035223752092449,39.990286173921156,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.17762029473157348,-0.7100694061267828,-0.017589589162657137
3132.0,0.5933518690150272,9.081114991030507,36.17512097479836,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.1372760576563472,-0.5490315582290815,-0.015490339894923063
3138.0,0.5052647185754376,8.441378056910386,33.61612028885895,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.07182425872394305,-0.2873666601936581,-0.013985364387438389
3144.0,0.4237489982381256,8.214902002709753,32.70974309561513,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.00940718908741367,-0.0376943121141676,-0.013394876420902136
3150.0,0.34013261999799965,8.243502312407433,32.82390398426867,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.013388447534872228,0.053533942238048464,-0.015177142011787713
3156.0,0.21107991312648794,8.33783097775172,33.20115146691177,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016671456685038777,0.06667948433341161,-0.037947060944225355
3162.0,0.013837187078000232,8.437725051258509,33.60069225894306,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016601360576608215,0.06639930774105676,-0.007090245369142324
3168.0,0.0009284120663909829,8.537035547526296,33.99789530464386,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01650224026745306,0.06600210469535614,-0.00030024730374111685
3174.0,0.00039580666685198554,8.635753157144118,34.39272226744741,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016403731302206737,0.0656072777325526,-9.45779720181754e-06
3180.0,0.00039377944734813095,8.733881541256814,34.78518736116691,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016305831391736803,0.0652148126388331,3.125023222832465e-06
3186.0,0.0004152861580781858,8.831424347543159,35.175304714588286,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01620853833314051,0.06482469528541171,3.802168014397603e-06
3192.0,0.000438639283237172,8.928385210712364,35.5630883719782,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016111850006279127,0.0644369116280218,3.9722755329366175e-06
3198.0,0.00046292574463241697,9.024767753003054,35.94855229359044,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016015764374497365,0.06405144770640957,4.1232025388618224e-06
3204.0,0.00048812145633562526,9.120575584685618,36.331710356167655,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015920279485170497,0.06366828964383235,4.275772931200254e-06
3210.0,0.0005142400779248249,9.215812304568123,36.71257635344163,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015825393470132454,0.06328742364655837,4.43085430996596e-06
3216.0,0.0005412966924525732,9.310481500504558,37.091163996629724,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015731104546329533,0.06290883600337027,4.588430811604033e-06
3222.0,0.0005693061572355416,9.40458674990634,37.467486914930255,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01563741101488425,0.06253251308506974,4.7484653844571565e-06
3228.0,0.0005982830815393162,9.498131620145422,37.84155865556778,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015544311256478593,0.06215844134443223,4.910907788872128e-06
3234.0,0.0006282417787013747,9.59111966924172,38.21339268508218,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015451803783122386,0.06178660731491783,5.075716315092909e-06
3240.0,0.0006591962943303275,9.683554446162363,38.58300238816175,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015359886840657921,0.061416997611838255,5.242839717219561e-06
3246.0,0.0006911603762090481,9.775439490934525,38.95040106959332,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015268559943539373,0.061049598930406686,5.412229968682709e-06
3252.0,0.0007241474800340628,9.866778339349667,39.31560196516764,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015177820703623723,0.06068439803483237,5.583837311949949e-06
3258.0,0.0007581707568967613,9.957574514648543,39.678618214775284,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015087668793990261,0.06032138178522472,5.757612685378566e-06
3264.0,0.0007932430607541881,10.04783153630404,40.03946288930627,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014998102613114739,0.05996053711069373,5.9335030905669395e-06
3270.0,0.0008293769369154235,10.13755291641735,40.39814897895482,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01490912142400802,0.059601851021045184,6.111454841071812e-06
3276.0,0.0008665845868418333,10.226742160937011,40.75468939388249,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014820724021292975,0.05924531060611752,6.291430396135789e-06
3282.0,0.0009048779695159205,10.315402771284006,41.10909697140088,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01473290984110065,0.058890903028599124,6.473353793511852e-06
3288.0,0.000944268652983164,10.403538243648427,41.46138446970826,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014645677997792816,0.05853861553029175,6.65718707815188e-06
3294.0,0.0009847679183937529,10.49115206944489,41.81156456909228,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014559027728813234,0.05818843543090772,6.842874515386281e-06
3300.0,0.0010263867283650506,10.57824773776468,42.15964988055646,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01447295855108699,0.057840350119443544,7.030358834847895e-06
3306.0,0.0010691357072149417,10.664828732587035,42.50565293226682,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014387469796776742,0.05749434706773319,7.219590168973194e-06
3312.0,0.0011130251689670083,10.750898535367057,42.84958617976273,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01430256127087759,0.05715041382023727,7.410511417875834e-06
3318.0,0.0011580650986943734,10.836460626534729,43.19146200880454,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014218232394696884,0.056808537991195465,7.603068154000362e-06
3324.0,0.0012042651484395653,10.921518482581458,43.53129272366889,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01413448288139918,0.05646870727633111,7.797209850083958e-06
3330.0,0.0012516346615601926,11.006075579694006,43.86909056013217,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01405131265578774,0.056130909439867836,7.992878170544272e-06
3336.0,0.0013001826388212882,11.09013539201037,44.20486767617457,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.013968721371231396,0.05579513232382543,8.1900245935564e-06
3342.0,0.0013499177803078521,11.173701394154442,44.53863616236471,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.013886709202445502,0.055461363837635294,8.388589633151022e-06
3348.0,0.0014008484504796945,11.25677706039806,44.870408035766076,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.013805276125339105,0.05512959196423393,8.588521671621069e-06
3354.0,0.0014529826903266114,11.339365864572654,45.200195238018935,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.013724421771552642,0.05479980476198107,8.789771415903419e-06
3360.0,0.0015063282351529777,11.42147128051701,45.52800963886324,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.013644146917698663,0.054471990361136764,8.992283744439712e-06
