T,DCAL,GSYN,SCA,SCAH,SCAM,SKDR,SNAH,SNAM,SNAPM,VD,VS,VSOMA
340.0,0.014986372,0.0040799999,7.186356e-09,0.99391156,0.0001688457,0.076362431,0.81600124,0.0093603171,0.0035773856,-67.837723,-68.384918,-68.384918
360.0,0.015214725,0.0043199998,7.3582336e-09,0.99386114,0.00017096935,0.076655261,0.8146596,0.0094620204,0.0036229503,-67.754967,-68.3228,-68.3228
380.0,0.01543935,0.0045599998,7.5325852e-09,0.99380189,0.00017310402,0.076947361,0.81331986,0.0095641753,0.0036686789,-67.672676,-68.26104,-68.26104
400.0,0.01566181,0.0048000002,7.7098035e-09,0.99373657,0.00017525336,0.077239156,0.81197989,0.0096669216,0.0037146662,-67.590744,-68.199554,-68.199554
420.0,0.015883302,0.0050400002,7.8902147e-09,0.99366689,0.00017742024,0.077530958,0.81063807,0.0097703692,0.0037609865,-67.509079,-68.138268,-68.138268
440.0,0.016104747,0.0052800002,8.0740925e-09,0.99359411,0.00017960697,0.077823021,0.80929297,0.0098746046,0.0038076988,-67.427605,-68.077126,-68.077126
460.0,0.01632685,0.0055200001,8.2616731e-09,0.99351889,0.0001818154,0.07811553,0.8079437,0.0099796979,0.0038548498,-67.346283,-68.016106,-68.016106
480.0,0.016550159,0.0057600001,8.4531644e-09,0.99344188,0.00018404704,0.078408629,0.80658948,0.010085708,0.0039024779,-67.265068,-67.955162,-67.955162
500.0,0.016775103,0.0060000001,8.648751e-09,0.99336326,0.00018630318,0.078702442,0.80522966,0.010192678,0.0039506149,-67.183937,-67.894279,-67.894279
520.0,0.017002016,0.00624,8.8486036e-09,0.99328333,0.00018858489,0.078997053,0.80386382,0.01030065,0.0039992863,-67.102852,-67.833443,-67.833443
540.0,0.01723117,0.00648,9.0528802e-09,0.99320221,0.00019089312,0.079292543,0.80249155,0.010409658,0.0040485151,-67.021812,-67.772621,-67.772621
560.0,0.017462775,0.0067199999,9.2617318e-09,0.99311996,0.00019322867,0.079588965,0.80111253,0.01051973,0.0040983208,-66.940788,-67.711823,-67.711823
580.0,0.017697008,0.0069599999,9.4753023e-09,0.99303657,0.00019559231,0.079886369,0.79972655,0.010630892,0.0041487208,-66.859772,-67.651024,-67.651024
600.0,0.017934017,0.0071999999,9.6937365e-09,0.99295211,0.00019798471,0.080184795,0.79833341,0.010743168,0.0041997307,-66.778755,-67.590225,-67.590225
620.0,0.018173924,0.0074399998,9.917172e-09,0.99286658,0.00020040652,0.080484279,0.79693294,0.010856581,0.0042513646,-66.697723,-67.529419,-67.529419
640.0,0.018416835,0.0076799998,1.014575e-08,0.99278003,0.00020285834,0.080784842,0.79552495,0.010971151,0.0043036374,-66.616684,-67.468597,-67.468597
660.0,0.018662842,0.0079199998,1.0379608e-08,0.99269235,0.00020534077,0.081086524,0.7941094,0.011086898,0.0043565603,-66.535622,-67.407761,-67.407761
680.0,0.01891203,0.0081599997,1.061889e-08,0.9926036,0.00020785436,0.081389345,0.7926861,0.01120384,0.0044101472,-66.454529,-67.346893,-67.346893
700.0,0.019164477,0.0083999997,1.0863739e-08,0.99251372,0.00021039972,0.081693329,0.791255,0.011321998,0.0044644098,-66.373405,-67.286003,-67.286003
720.0,0.019420264,0.0086399997,1.1114311e-08,0.99242276,0.00021297744,0.08199849,0.78981596,0.011441391,0.004519362,-66.292244,-67.225082,-67.225082
740.0,0.019679455,0.0088799996,1.137075e-08,0.99233067,0.00021558805,0.082304858,0.78836894,0.011562036,0.0045750155,-66.211037,-67.164131,-67.164131
760.0,0.019942116,0.0091199996,1.1633205e-08,0.99223739,0.00021823212,0.082612447,0.78691375,0.011683953,0.004631381,-66.129791,-67.103142,-67.103142
780.0,0.020208322,0.0093599996,1.1901843e-08,0.99214292,0.0002209103,0.082921289,0.78545046,0.01180716,0.0046884734,-66.0485,-67.042114,-67.042114
800.0,0.020478126,0.0096000005,1.2176815e-08,0.99204725,0.00022362308,0.083231382,0.78397882,0.011931678,0.0047463034,-65.967148,-66.981041,-66.981041
820.0,0.020751605,0.0098400004,1.2458299e-08,0.99195039,0.00022637116,0.083542764,0.78249884,0.012057526,0.0048048855,-65.885742,-66.91993,-66.91993
840.0,0.021028815,0.01008,1.2746455e-08,0.99185228,0.00022915508,0.08385545,0.78101045,0.012184722,0.0048642303,-65.804283,-66.858765,-66.858765
860.0,0.021309827,0.01032,1.3041464e-08,0.99175298,0.0002319755,0.084169455,0.77951348,0.012313289,0.0049243527,-65.722755,-66.797546,-66.797546
880.0,0.021594707,0.01056,1.3343508e-08,0.99165231,0.00023483305,0.084484808,0.77800798,0.012443246,0.0049852664,-65.641159,-66.736275,-66.736275
900.0,0.021883523,0.0108,1.3652772e-08,0.99155039,0.0002377284,0.084801517,0.77649373,0.012574615,0.0050469846,-65.559494,-66.67495,-66.67495
920.0,0.022176342,0.01104,1.396945e-08,0.99144715,0.00024066221,0.08511962,0.77497065,0.012707417,0.005109522,-65.477753,-66.613564,-66.613564
940.0,0.022473238,0.01128,1.4293741e-08,0.99134248,0.00024363518,0.085439131,0.77343875,0.012841674,0.0051728925,-65.395927,-66.552116,-66.552116
960.0,0.022774281,0.01152,1.4625849e-08,0.99123651,0.00024664801,0.085760072,0.77189785,0.01297741,0.0052371114,-65.314026,-66.490601,-66.490601
980.0,0.023079544,0.01176,1.4965986e-08,0.99112916,0.00024970141,0.086082458,0.77034789,0.013114647,0.0053021945,-65.23204,-66.429016,-66.429016
1000.0,0.023389103,0.012,1.5314372e-08,0.99102038,0.00025279616,0.086406328,0.76878875,0.013253409,0.0053681564,-65.149956,-66.367363,-66.367363
1020.0,0.023703033,0.01224,1.5671231e-08,0.99091011,0.000255933,0.086731702,0.76722038,0.013393722,0.0054350141,-65.06778,-66.305626,-66.305626
1040.0,0.024021415,0.01248,1.6036797e-08,0.99079841,0.00025911274,0.087058596,0.76564264,0.01353561,0.0055027837,-64.985512,-66.243813,-66.243813
1060.0,0.024344331,0.01272,1.6411311e-08,0.99068522,0.00026233617,0.08738704,0.76405537,0.013679099,0.0055714827,-64.90313,-66.181923,-66.181923
1080.0,0.024671862,0.01296,1.6795026e-08,0.99057049,0.00026560412,0.087717064,0.76245856,0.013824216,0.0056411279,-64.820641,-66.119942,-66.119942
1100.0,0.025004093,0.0132,1.7188194e-08,0.9904542,0.00026891744,0.088048697,0.76085204,0.013970988,0.005711738,-64.738045,-66.057869,-66.057869
1120.0,0.025341112,0.01344,1.7591086e-08,0.99033636,0.00027227704,0.088381954,0.75923568,0.014119443,0.0057833311,-64.655327,-65.995705,-65.995705
1140.0,0.02568301,0.01368,1.8003977e-08,0.99021691,0.00027568385,0.088716879,0.75760937,0.01426961,0.0058559268,-64.572487,-65.933441,-65.933441
1160.0,0.026029879,0.01392,1.8427153e-08,0.99009573,0.00027913874,0.089053497,0.75597304,0.014421519,0.0059295436,-64.489517,-65.871078,-65.871078
1180.0,0.026381813,0.01416,1.8860909e-08,0.98997295,0.00028264269,0.089391828,0.75432652,0.0145752,0.0060042026,-64.406418,-65.808617,-65.808617
1200.0,0.026738908,0.0144,1.9305554e-08,0.98984843,0.00028619671,0.089731917,0.75266963,0.014730685,0.0060799248,-64.323181,-65.746033,-65.746033
1220.0,0.027101269,0.01464,1.9761403e-08,0.98972219,0.00028980183,0.090073787,0.75100237,0.014888006,0.0061567309,-64.239799,-65.683342,-65.683342
1240.0,0.027468996,0.01488,2.0228788e-08,0.98959422,0.00029345907,0.090417475,0.74932444,0.015047198,0.0062346435,-64.156273,-65.620537,-65.620537
1260.0,0.027842196,0.01512,2.0708047e-08,0.98946434,0.00029716958,0.090763025,0.74763584,0.015208294,0.0063136853,-64.072586,-65.557602,-65.557602
1280.0,0.028220978,0.01536,2.119954e-08,0.98933268,0.00030093445,0.091110453,0.74593633,0.01537133,0.0063938801,-63.988743,-65.494545,-65.494545
1300.0,0.028605457,0.0156,2.1703629e-08,0.9891991,0.00030475482,0.091459811,0.74422574,0.015536343,0.0064752516,-63.904736,-65.431351,-65.431351
1320.0,0.028995747,0.01584,2.2220698e-08,0.98906362,0.00030863192,0.091811128,0.742504,0.015703371,0.0065578255,-63.820553,-65.368019,-65.368019
1340.0,0.029391972,0.01608,2.2751147e-08,0.98892617,0.00031256699,0.092164457,0.74077088,0.015872452,0.0066416273,-63.736191,-65.30455,-65.30455
1360.0,0.02979425,0.016319999,2.3295383e-08,0.9887867,0.00031656132,0.09251982,0.73902625,0.016043628,0.006726684,-63.651642,-65.240929,-65.240929
1380.0,0.030202713,0.016559999,2.3853834e-08,0.9886452,0.00032061621,0.092877269,0.73726988,0.016216939,0.0068130237,-63.566902,-65.177155,-65.177155
1400.0,0.030617489,0.016799999,2.4426948e-08,0.98850155,0.00032473303,0.093236849,0.73550165,0.016392428,0.0069006742,-63.481964,-65.113228,-65.113228
1420.0,0.031038716,0.017039999,2.5015185e-08,0.98835582,0.00032891321,0.093598604,0.73372132,0.016570143,0.0069896653,-63.39682,-65.049133,-65.049133
1440.0,0.031466532,0.017279999,2.5619022e-08,0.98820788,0.00033315821,0.093962573,0.73192871,0.016750127,0.0070800278,-63.311462,-64.984871,-64.984871
1460.0,0.031901091,0.017519999,2.6238975e-08,0.98805767,0.00033746962,0.094328813,0.73012364,0.01693243,0.0071717938,-63.225883,-64.920425,-64.920425
1480.0,0.032342531,0.017759999,2.6875547e-08,0.9879052,0.00034184894,0.094697371,0.72830594,0.0171171,0.0072649955,-63.140072,-64.855804,-64.855804
1500.0,0.032791011,0.017999999,2.75293e-08,0.98775035,0.00034629783,0.095068298,0.72647524,0.017304188,0.0073596677,-63.054024,-64.790993,-64.790993
1520.0,0.033246696,0.018239999,2.8200787e-08,0.98759311,0.00035081801,0.095441647,0.72463149,0.017493747,0.0074558449,-62.967731,-64.725983,-64.725983
1540.0,0.033709746,0.018479999,2.8890611e-08,0.98743343,0.00035541123,0.095817477,0.72277433,0.017685832,0.0075535649,-62.881184,-64.660767,-64.660767
1560.0,0.034180336,0.018719999,2.9599379e-08,0.98727125,0.00036007931,0.096195839,0.72090358,0.017880503,0.0076528643,-62.794373,-64.595345,-64.595345
1580.0,0.034658644,0.018959999,3.0327744e-08,0.9871065,0.00036482417,0.096576802,0.719019,0.018077817,0.0077537838,-62.707287,-64.529709,-64.529709
1600.0,0.035144854,0.019200001,3.1076372e-08,0.98693907,0.00036964778,0.096960418,0.71712029,0.018277837,0.0078563644,-62.619919,-64.463844,-64.463844
1620.0,0.035639159,0.019440001,3.1845975e-08,0.98676896,0.00037455221,0.09734676,0.71520716,0.018480625,0.0079606473,-62.532257,-64.397743,-64.397743
1640.0,0.036141757,0.019680001,3.2637281e-08,0.98659605,0.00037953959,0.097735897,0.71327943,0.01868625,0.0080666794,-62.444294,-64.331398,-64.331398
1660.0,0.036652852,0.019920001,3.3451066e-08,0.98642027,0.00038461218,0.098127887,0.71133667,0.01889478,0.0081745051,-62.356014,-64.264809,-64.264809
1680.0,0.03717266,0.020160001,3.4288128e-08,0.98624164,0.00038977226,0.09852282,0.70937866,0.019106288,0.008284172,-62.267406,-64.197952,-64.197952
1700.0,0.037701402,0.020400001,3.5149309e-08,0.98605996,0.00039502227,0.098920755,0.70740503,0.019320849,0.0083957314,-62.178467,-64.130829,-64.130829
1720.0,0.038239315,0.020640001,3.6035519e-08,0.98587519,0.00040036478,0.099321783,0.70541555,0.01953854,0.0085092364,-62.089172,-64.063431,-64.063431
1740.0,0.038786627,0.020880001,3.694765e-08,0.98568732,0.00040580233,0.099725977,0.70340973,0.019759445,0.0086247381,-61.999519,-63.995739,-63.995739
1760.0,0.039343525,0.021120001,3.7886529e-08,0.98549616,0.00041133718,0.10013341,0.70138741,0.019983636,0.0087422822,-61.909492,-63.92775,-63.92775
1780.0,0.039910354,0.021360001,3.8853425e-08,0.98530167,0.00041697302,0.10054419,0.69934809,0.020211216,0.0088619459,-61.819077,-63.859451,-63.859451
1800.0,0.040487383,0.021600001,3.9849365e-08,0.98510373,0.00042271271,0.10095841,0.69729131,0.020442277,0.008983789,-61.72826,-63.790829,-63.790829
1820.0,0.041074898,0.021840001,4.0875463e-08,0.98490226,0.00042855937,0.10137618,0.69521672,0.020676918,0.0091078756,-61.63702,-63.72187,-63.72187
1840.0,0.041673191,0.02208,4.1932907e-08,0.9846971,0.00043451626,0.1017976,0.69312388,0.02091524,0.0092342738,-61.545349,-63.652561,-63.652561
1860.0,0.04228257,0.02232,4.3022951e-08,0.98448825,0.00044058691,0.10222276,0.69101226,0.02115735,0.0093630552,-61.453224,-63.582893,-63.582893
1880.0,0.04290336,0.02256,4.4146912e-08,0.98427552,0.00044677488,0.10265179,0.68888152,0.021403359,0.0094942925,-61.360634,-63.512852,-63.512852
1900.0,0.043535899,0.0228,4.5306194e-08,0.98405874,0.00045308407,0.1030848,0.6867311,0.021653384,0.0096280649,-61.267559,-63.442421,-63.442421
1920.0,0.044180535,0.02304,4.6502265e-08,0.9838379,0.0004595184,0.10352192,0.68456042,0.021907549,0.0097644553,-61.173981,-63.371582,-63.371582
1940.0,0.044837646,0.02328,4.7736687e-08,0.98361278,0.00046608219,0.10396328,0.68236905,0.022165986,0.0099035492,-61.079876,-63.300327,-63.300327
1960.0,0.045507614,0.02352,4.901111e-08,0.98338324,0.00047277979,0.104409,0.68015629,0.022428825,0.010045437,-60.985229,-63.228634,-63.228634
1980.0,0.046190854,0.02376,5.0327277e-08,0.98314923,0.00047961599,0.10485925,0.67792165,0.022696216,0.010190216,-60.890015,-63.156483,-63.156483
2000.0,0.046887789,0.024,5.1687046e-08,0.98291051,0.00048659564,0.10531417,0.67566442,0.022968305,0.010337986,-60.794216,-63.083862,-63.083862
2020.0,0.047598872,0.02424,5.3092382e-08,0.98266691,0.00049372402,0.10577391,0.67338401,0.023245256,0.010488853,-60.697803,-63.01075,-63.01075
2040.0,0.048324693,0.02448,5.4545676e-08,0.98241824,0.0005010076,0.10623869,0.67107946,0.023527255,0.010642954,-60.60075,-62.937119,-62.937119
2060.0,0.049065616,0.02472,5.6048719e-08,0.98216438,0.0005084509,0.10670864,0.66875023,0.023814457,0.010800377,-60.503033,-62.862953,-62.862953
2080.0,0.049822185,0.02496,5.7603973e-08,0.98190516,0.00051606039,0.10718395,0.66639555,0.024107054,0.010961252,-60.404625,-62.788231,-62.788231
2100.0,0.050594948,0.0252,5.9213964e-08,0.98164028,0.0005238427,0.10766482,0.66401458,0.024405243,0.011125714,-60.305496,-62.712929,-62.712929
2120.0,0.051384497,0.02544,6.0881398e-08,0.98136961,0.00053180469,0.10815147,0.66160649,0.024709238,0.011293903,-60.20562,-62.637016,-62.637016
2140.0,0.052191451,0.02568,6.2609146e-08,0.98109293,0.00053995388,0.10864412,0.65917021,0.025019264,0.011465969,-60.104958,-62.560474,-62.560474
2160.0,0.053016476,0.02592,6.4400297e-08,0.98080993,0.00054829812,0.109143,0.6567049,0.025335558,0.011642073,-60.003479,-62.483269,-62.483269
2180.0,0.053860266,0.02616,6.6258139e-08,0.98052037,0.00055684586,0.10964838,0.65420943,0.025658378,0.011822384,-59.901142,-62.405373,-62.405373
2200.0,0.054723561,0.0264,6.8186218e-08,0.98022401,0.00056560605,0.11016051,0.65168267,0.025987992,0.012007083,-59.797913,-62.326752,-62.326752
2220.0,0.055607155,0.02664,7.0188335e-08,0.97992057,0.00057458831,0.11067969,0.64912349,0.026324693,0.012196363,-59.693748,-62.247372,-62.247372
2240.0,0.056511879,0.02688,7.226857e-08,0.97960967,0.00058380282,0.11120623,0.64653057,0.026668791,0.012390431,-59.5886,-62.167194,-62.167194
2260.0,0.057438631,0.02712,7.4431348e-08,0.97929102,0.00059326069,0.11174044,0.64390254,0.027020616,0.012589507,-59.482426,-62.086182,-62.086182
2280.0,0.058388364,0.02736,7.6681431e-08,0.97896427,0.00060297368,0.11228269,0.64123797,0.027380524,0.012793828,-59.375175,-62.004292,-62.004292
2300.0,0.059362095,0.0276,7.9023962e-08,0.97862899,0.00061295455,0.11283336,0.63853538,0.027748901,0.013003647,-59.266788,-61.921482,-61.921482
2320.0,0.060360916,0.02784,8.1464542e-08,0.97828484,0.00062321703,0.11339284,0.63579303,0.028126156,0.013219241,-59.157211,-61.8377,-61.8377
2340.0,0.061386,0.02808,8.400923e-08,0.97793132,0.00063377584,0.11396156,0.63300914,0.028512733,0.013440901,-59.046379,-61.752895,-61.752895
2360.0,0.0624386,0.02832,8.6664627e-08,0.97756797,0.00064464711,0.11454002,0.63018185,0.028909115,0.013668949,-58.934231,-61.667015,-61.667015
2380.0,0.063520074,0.02856,8.943794e-08,0.97719425,0.00065584807,0.1151287,0.62730902,0.02931582,0.013903726,-58.820686,-61.579998,-61.579998
2400.0,0.064631872,0.0288,9.2337032e-08,0.97680962,0.00066739775,0.11572816,0.6243884,0.029733414,0.014145607,-58.705673,-61.491776,-61.491776
2420.0,0.065775581,0.029039999,9.5370531e-08,0.97641349,0.00067931658,0.116339,0.62141764,0.03016251,0.014394999,-58.589104,-61.402279,-61.402279
2440.0,0.066952907,0.029279999,9.8547922e-08,0.9760052,0.00069162704,0.11696186,0.61839414,0.030603776,0.014652343,-58.47089,-61.311436,-61.311436
2460.0,0.06816569,0.029519999,1.0187962e-07,0.97558403,0.00070435368,0.11759745,0.61531496,0.031057946,0.014918121,-58.350933,-61.219158,-61.219158
2480.0,0.069415964,0.029759999,1.0537717e-07,0.9751491,0.00071752345,0.11824655,0.61217701,0.031525824,0.015192862,-58.229118,-61.125355,-61.125355
2500.0,0.07070592,0.029999999,1.0905333e-07,0.97469968,0.00073116604,0.11890999,0.60897696,0.032008287,0.015477146,-58.105335,-61.029926,-61.029926
2520.0,0.072037965,0.030239999,1.129223e-07,0.97423482,0.00074531423,0.11958873,0.60571104,0.032506309,0.015771613,-57.97945,-60.93277,-60.93277
2540.0,0.073414728,0.030479999,1.1699989e-07,0.97375333,0.00076000422,0.12028376,0.60237515,0.033020966,0.016076963,-57.851322,-60.833755,-60.833755
2560.0,0.074839115,0.030719999,1.2130383e-07,0.9732542,0.00077527633,0.12099624,0.59896487,0.033553451,0.016393984,-57.720791,-60.732758,-60.732758
2580.0,0.076314323,0.030959999,1.2585397e-07,0.97273612,0.00079117564,0.12172742,0.5954752,0.034105096,0.016723538,-57.587688,-60.629623,-60.629623
2600.0,0.07784389,0.031199999,1.3067279e-07,0.97219765,0.00080775237,0.12247871,0.59190065,0.034677383,0.017066598,-57.45182,-60.524197,-60.524197
2620.0,0.079431757,0.031440001,1.3578567e-07,0.97163719,0.00082506321,0.12325167,0.58823502,0.035271987,0.017424246,-57.312973,-60.41629,-60.41629
2640.0,0.081082307,0.031679999,1.4122155e-07,0.97105294,0.00084317208,0.12404806,0.58447152,0.035890788,0.017797705,-57.17091,-60.305698,-60.305698
2660.0,0.08280044,0.031920001,1.4701347e-07,0.97044295,0.00086215156,0.12486988,0.58060253,0.036535919,0.01818835,-57.025356,-60.192192,-60.192192
2680.0,0.084591687,0.032159999,1.5319951e-07,0.96980488,0.00088208442,0.12571937,0.57661933,0.037209813,0.018597752,-56.876019,-60.075512,-60.075512
2700.0,0.086462289,0.032400001,1.5982361e-07,0.96913618,0.00090306561,0.12659909,0.57251215,0.037915252,0.019027695,-56.722546,-59.95536,-59.95536
2720.0,0.088419333,0.032639999,1.6693701e-07,0.9684338,0.00092520477,0.12751198,0.56826985,0.038655452,0.019480234,-56.564552,-59.831402,-59.831402
2740.0,0.090470895,0.032880001,1.7459966e-07,0.9676944,0.00094862923,0.12846144,0.56387967,0.039434135,0.019957738,-56.401588,-59.703243,-59.703243
2760.0,0.092626281,0.033119999,1.8288246e-07,0.966914,0.00097348791,0.12945139,0.55932695,0.040255655,0.020462964,-56.233143,-59.570438,-59.570438
2780.0,0.094896227,0.033360001,1.9186967e-07,0.96608794,0.00099995662,0.13048647,0.55459464,0.041125134,0.020999141,-56.058613,-59.432453,-59.432453
2800.0,0.097293124,0.033599999,2.0166193e-07,0.9652108,0.0010282429,0.13157202,0.54966295,0.042048637,0.021570053,-55.877304,-59.288677,-59.288677
2820.0,0.099831767,0.033840001,2.1238284e-07,0.96427613,0.0010585993,0.13271458,0.5445084,0.043033507,0.022180278,-55.688385,-59.138374,-59.138374
2840.0,0.1025294,0.034079999,2.2418216e-07,0.96327615,0.0010913288,0.13392186,0.53910321,0.044088572,0.022835249,-55.490879,-58.980663,-58.980663
2860.0,0.10540564,0.034320001,2.3724009e-07,0.96220201,0.0011267915,0.1352029,0.53341585,0.045224361,0.023541316,-55.283665,-58.814533,-58.814533
2880.0,0.1084867,0.034559999,2.5180029e-07,0.96104175,0.00116547,0.13656977,0.52740377,0.046454772,0.024307007,-55.065235,-58.638622,-58.638622
2900.0,0.11180323,0.0348,2.6816306e-07,0.95978093,0.0012079524,0.13803698,0.52101701,0.047796939,0.025142558,-54.833809,-58.451298,-58.451298
2920.0,0.11539328,0.035039999,2.8672054e-07,0.9584015,0.001254998,0.13962309,0.51419288,0.049272951,0.026060993,-54.587158,-58.250484,-58.250484
2940.0,0.11930477,0.03528,3.0799512e-07,0.95688021,0.001307606,0.14135216,0.50685167,0.050911903,0.027079189,-54.322422,-58.033512,-58.033512
2960.0,0.12359933,0.035519999,3.3269987e-07,0.95518637,0.0013671243,0.14325622,0.49888963,0.052753121,0.028219521,-54.035877,-57.796825,-57.796825
2980.0,0.12835795,0.03576,3.6183758e-07,0.95327842,0.0014354257,0.1453792,0.49016827,0.054851435,0.029512469,-53.722519,-57.535583,-57.535583
3000.0,0.13369006,0.035999998,3.968708e-07,0.95109844,0.0015152107,0.14778353,0.48049656,0.057286389,0.031000957,-53.375408,-57.242928,-57.242928
3020.0,0.13974878,0.03624,4.4003266e-07,0.94856209,0.0016105606,0.15056232,0.46960008,0.060179304,0.032748044,-52.984489,-56.908665,-56.908665
3040.0,0.14675808,0.036479998,4.9494196e-07,0.94553965,0.0017280366,0.15386337,0.45706248,0.063728154,0.034851667,-52.534355,-56.51667,-56.51667
3060.0,0.15506653,0.03672,5.6795926e-07,0.94181639,0.0018791406,0.15794346,0.44220173,0.068288624,0.037476104,-51.999344,-56.038944,-56.038944
3080.0,0.16526873,0.036959998,6.7168185e-07,0.9369939,0.002086848,0.16331476,0.42376128,0.07460288,0.040930774,-51.330906,-55.41938,-55.41938
3100.0,0.17855155,0.0372,8.3655732e-07,0.93017232,0.0024088179,0.17128688,0.39889386,0.0847046,0.045928348,-50.412991,-54.511772,-54.511772
3120.0,0.19834544,0.037439998,1.1777747e-06,0.91806114,0.0030999144,0.18817067,0.35689822,0.11023572,0.055154979,-48.734093,-52.546928,-52.546928
3140.0,0.24613987,0.03768,0.00019682433,0.88202953,0.04329332,0.13656382,0.25209293,0.029553879,0.50532889,-52.977734,-61.556534,-61.556534
3160.0,0.21523267,0.037919998,8.0336002e-05,0.91335374,0.01189159,0.11890098,0.52923316,0.034113765,0.27109927,-53.738308,-60.615681,-60.615681
3180.0,0.20219296,0.03816,2.0200592e-05,0.92755353,0.004131692,0.14791803,0.51418173,0.060880121,0.16118014,-51.467304,-56.818119,-56.818119
3200.0,0.21145739,0.038400002,5.1984466e-06,0.92280626,0.003116627,0.18275131,0.41152743,0.10629738,0.1164126,-48.658131,-52.812782,-52.812782
3220.0,0.25021622,0.03864,0.00018507369,0.89341766,0.036267627,0.12388173,0.30280015,0.028517097,0.48686185,-53.195328,-61.762215,-61.762215
3240.0,0.22119564,0.038880002,6.7385787e-05,0.92001808,0.010033792,0.12476964,0.5265094,0.039101947,0.26437479,-52.948254,-59.744225,-59.744225
3260.0,0.21297579,0.03912,1.6121588e-05,0.92895269,0.0037223324,0.1574778,0.48816064,0.072117954,0.16107477,-50.384304,-55.648441,-55.648441
3280.0833,0.25802267,0.039361,8.8332847e-05,0.87930113,0.071198419,0.45563316,0.035796512,0.076353729,0.66698658,-38.751049,-55.585384,-55.585384
3300.0,0.24227127,0.0396,0.00012512151,0.90918589,0.019382175,0.11618993,0.45366523,0.030864203,0.36530286,-53.319202,-61.247604,-61.247604
3320.0,0.2229629,0.039840002,3.4468874e-05,0.9265613,0.0059685009,0.1429884,0.51276636,0.056366112,0.20926705,-51.233631,-57.337963,-57.337963
3340.0,0.23098636,0.04008,8.6739983e-06,0.92152846,0.0036974051,0.18868272,0.40726218,0.12083453,0.14469689,-47.622887,-51.802982,-51.802982
3360.0,0.26055086,0.040320002,0.00016890804,0.89995974,0.029691352,0.11930189,0.35655925,0.029654037,0.45171592,-52.842625,-61.515007,-61.515007
3380.0,0.23504627,0.04056,5.4086962e-05,0.92245007,0.008535563,0.13467608,0.51202571,0.048223019,0.25125784,-51.596653,-58.379204,-58.379204
3400.0,0.23577598,0.040800001,1.3457327e-05,0.92400378,0.0039417436,0.17622912,0.43629307,0.098902367,0.16283722,-48.340015,-53.350384,-53.350384
