data_generator_GSYN,data_generator_T,data_generator_VSOMA
0.038400002,16800.0,-38.256378
0.03816,16820.0,-54.562618
0.037919998,16840.0,-55.67746
0.03768,16860.0,-5.9463072
0.037439998,16880.0,-54.694412
0.0372,16900.0,-56.020485
0.036959752,16920.021,-47.897228
0.03672,16940.0,-55.004234
0.036479998,16960.0,-55.815205
0.03624,16980.0,-50.208008
0.035999998,17000.0,-55.652298
0.03576,17020.0,-55.795715
0.035519999,17040.0,-52.684723
0.03528,17060.0,-56.101032
0.035039999,17080.0,-54.768459
0.0348,17100.0,-54.50119
0.034559999,17120.0,-56.399422
0.034320001,17140.0,-48.050987
0.034079999,17160.0,-55.762611
0.033840001,17180.0,-55.911102
0.033599999,17200.0,-53.314831
0.033360001,17220.0,-56.739243
0.033119887,17240.01,-14.10147
0.032880001,17260.0,-55.818146
0.032639999,17280.0,-56.123959
0.032400001,17300.0,-53.942043
0.032159999,17320.0,-57.003784
0.031920001,17340.0,-49.803291
0.031679999,17360.0,-56.717388
0.031440001,17380.0,-54.890388
0.031199999,17400.0,-55.833878
0.030959999,17420.0,-56.694439
0.030719999,17440.0,-54.85041
0.030479999,17460.0,-57.502373
0.030239999,17480.0,-53.871422
0.029999999,17500.0,-58.058498
0.029759999,17520.0,-53.184963
0.029519999,17540.0,-58.258648
0.029279999,17560.0,-53.432549
0.029039999,17580.0,-58.484455
0.0288,17600.0,-54.280472
0.02856,17620.0,-58.718426
0.02832,17640.0,-55.75386
0.02808,17660.0,-57.944946
0.02784,17680.0,-57.490421
0.0276,17700.0,-1.6338627
0.02736,17720.0,-59.597431
0.02712,17740.0,-55.167313
0.02688,17760.0,-59.256516
0.02664,17780.0,-59.102436
0.0264,17800.0,-54.547527
0.02616,17820.0,-60.084614
0.02592,17840.0,-60.11763
0.02568,17860.0,-56.615467
0.02544,17880.0,-53.308952
0.0252,17900.0,-61.27631
0.02496,17920.0,-61.275524
0.02472,17940.0,-58.334438
0.02448,17960.0,-57.010777
0.02424,17980.0,-56.702084
0.024,18000.0,-56.96616
0.02376,18020.0,-57.411526
0.02352,18040.0,-57.893902
0.02328,18060.0,-58.384617
0.02304,18080.0,-58.882648
0.0228,18100.0,-59.378231
0.02256,18120.0,-59.862202
0.02232,18140.0,-60.326916
0.02208,18160.0,-60.766804
0.021840001,18180.0,-61.177567
0.021600001,18200.0,-61.55682
0.021360001,18220.0,-61.903797
0.021120001,18240.0,-62.218964
0.020880001,18260.0,-62.503731
0.020640001,18280.0,-62.760155
0.020400001,18300.0,-62.990673
0.020160001,18320.0,-63.197865
0.019920001,18340.0,-63.384445
0.019680001,18360.0,-63.552921
0.019440001,18380.0,-63.705643
0.019200001,18400.0,-63.84483
0.018959999,18420.0,-63.972404
0.018719999,18440.0,-64.090088
0.018479999,18460.0,-64.199394
0.018239999,18480.0,-64.30162
0.017999999,18500.0,-64.397881
0.017759999,18520.0,-64.489128
0.017519999,18540.0,-64.576164
0.017279999,18560.0,-64.659676
0.017039999,18580.0,-64.740227
0.016799999,18600.0,-64.818283
0.016559999,18620.0,-64.894257
0.016319999,18640.0,-64.968491
0.01608,18660.0,-65.04126
0.01584,18680.0,-65.112793
0.0156,18700.0,-65.183273
0.01536,18720.0,-65.252861
0.01512,18740.0,-65.321686
0.01488,18760.0,-65.389847
0.01464,18780.0,-65.457451
0.0144,18800.0,-65.524559
0.01416,18820.0,-65.591232
0.01392,18840.0,-65.657524
0.01368,18860.0,-65.72348
0.01344,18880.0,-65.789131
0.0132,18900.0,-65.854515
0.01296,18920.0,-65.919647
0.01272,18940.0,-65.98455
0.01248,18960.0,-66.049248
0.01224,18980.0,-66.113754
0.012,19000.0,-66.178085
0.01176,19020.0,-66.242249
0.01152,19040.0,-66.306259
0.01128,19060.0,-66.370125
0.01104,19080.0,-66.433846
0.0108,19100.0,-66.497444
0.01056,19120.0,-66.560913
0.01032,19140.0,-66.624275
0.01008,19160.0,-66.687523
0.0098400004,19180.0,-66.750664
0.0096000005,19200.0,-66.813705
0.0093599996,19220.0,-66.876656
0.0091199996,19240.0,-66.939514
0.0088799996,19260.0,-67.002281
0.0086399997,19280.0,-67.06498
0.0083999997,19300.0,-67.127586
0.0081599997,19320.0,-67.190132
0.0079199998,19340.0,-67.252602
0.0076799998,19360.0,-67.315002
0.0074399998,19380.0,-67.37735
0.0071999999,19400.0,-67.439629
0.0069599999,19420.0,-67.501854
0.0067199999,19440.0,-67.564034
0.00648,19460.0,-67.626152
0.00624,19480.0,-67.688232
0.0060000001,19500.0,-67.750267
0.0057600001,19520.0,-67.812256
0.0055200001,19540.0,-67.874214
0.0052800002,19560.0,-67.936134
0.0050400002,19580.0,-67.998016
0.0048000002,19600.0,-68.059875
0.0045599998,19620.0,-68.121704
0.0043199998,19640.0,-68.18351
0.0040799999,19660.0,-68.245293
0.0038399999,19680.0,-68.307053
0.0035999999,19700.0,-68.36879
0.00336,19720.0,-68.430519
0.00312,19740.0,-68.492233
0.00288,19760.0,-68.553932
0.0026400001,19780.0,-68.615623
0.0024000001,19800.0,-68.677307
0.0021599999,19820.0,-68.738991
0.00192,19840.0,-68.800667
0.00168,19860.0,-68.862343
0.00144,19880.0,-68.924019
0.0012000001,19900.0,-68.985695
0.00095999998,19920.0,-69.047379
0.00072000001,19940.0,-69.10907
0.00047999999,19960.0,-69.170769
0.00023999999,19980.0,-69.232475
0.0,20000.0,-69.294197
