Time,C1,M1,X1,C2,M2,X2,V1,Kc1,V_M1,V3,V_M3,U1,Kc2,U_M1,U3,U_M3,vi1,Kim1,vd1,K_d1,kd1,K1,V2,K2,K3,V4,K4,vi2,Kim2,vd2,K_d2,kd2,H1,U2,H2,H3,U4,H4,compartment,R1,R2,R3,R8,R9,R10
0.16,2.0076521052954597,0.9901547312262433,0.01277888325908386,0.00023440078802173945,5.759980918931447e-06,2.8788200140870877e-08,0.24018309011714903,0.5,0.3,0.09901547312262433,0.1,0.00014057457123249823,0.5,0.3,5.759980918931447e-07,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04999040187463575,0.0003163209286669793,0.00200765210529546,0.0014703651848940351,8.337258006106015e-12,2.3440078802173945e-07
0.17,2.008128676456624,0.9898699976935086,0.013475171345748424,0.0002491040952223196,6.292165404845906e-06,3.3205428017593016e-08,0.24019445596710232,0.5,0.3,0.09898699976935087,0.1,0.00014938803079289636,0.5,0.3,6.292165404845906e-07,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049989515256716556,0.0003335572135250407,0.0020081286764566243,0.0014707756904236142,1.0212313670637923e-11,2.4910409522231963e-07
0.18,2.0086050623865006,0.9896017168765355,0.014164887975942293,0.0002638112411796568,6.831355984109047e-06,3.792467916873844e-08,0.24020581308350658,0.5,0.3,0.09896017168765356,0.1,0.0001582032731041215,0.5,0.3,6.831355984109047e-07,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04998861699873761,0.00035063091165640845,0.0020086050623865006,0.0014711626855583614,1.234337973711643e-11,2.638112411796568e-07
0.19,2.0090812645510687,0.9893485500489674,0.014848457523090273,0.000278522000422079,7.3766017814110425e-06,4.293751586883949e-08,0.24021716150878103,0.5,0.3,0.09893485500489674,0.1,0.00016702016267361003,0.5,0.3,7.376601781411043e-07,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04998770868596862,0.00036755252658305027,0.002009081264551069,0.0014715280655747665,1.4743484279444798e-11,2.78522000422079e-07
0.2,2.00955728433139,0.9891093131520295,0.015526262067163132,0.0002932361653052999,7.92708318806203e-06,4.8235059855623625e-08,0.24022850128325968,0.5,0.3,0.09891093131520295,0.1,0.00017583857472445004,0.5,0.3,7.92708318806203e-07,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049986791684800344,0.0003843315150104834,0.00200955728433139,0.001471873508211412,1.7424850169433157e-11,2.932361653052999e-07
0.21,2.010033123031208,0.9888829535175042,0.016198646948496945,0.0003079535440379132,8.482093933843483e-06,5.3808129315027295e-08,0.24023983244537644,0.5,0.3,0.09888829535175042,0.1,0.0001846583940090051,0.5,0.3,8.482093933843483e-07,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04998586717264257,0.0004009764242928897,0.002010033123031208,0.001472200506271627,2.0398909329637738e-11,3.0795354403791324e-07
0.22,2.0105087818838348,0.9886685301594349,0.016865925606457242,0.0003226739589307644,9.041024997773554e-06,5.964735814264881e-08,0.24025115503183261,0.5,0.3,0.0988668530159435,0.1,0.00019347951375710658,0.5,0.3,9.041024997773554e-07,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049984936164754086,0.00041749501219741174,0.002010508781883835,0.0014725103952757139,2.367632481648872e-11,3.226739589307644e-07
0.23,2.0109842620579506,0.988465198362249,0.017528383468833283,0.0003373972449623345,9.603351341199746e-06,6.574329040703778e-08,0.24026246907773802,0.5,0.3,0.0988465198362249,0.1,0.00020230183481396663,0.5,0.3,9.603351341199747e-07,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04998399953636713,0.0004338943431721026,0.002010984262057951,0.0014728043750656251,2.7267015526762782e-11,3.373972449623345e-07
0.24,2.0114595646628004,0.9882721967043877,0.01818628129877297,0.0003521232485177207,1.0168620281106584e-05,7.208645985497133e-08,0.2402737746167378,0.5,0.3,0.09882721967043878,0.1,0.0002111252648824033,0.5,0.3,1.0168620281106584e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04998305804207606,0.0004501808711872778,0.0020114595646628006,0.0014730835280141324,3.1180184627817e-11,3.521232485177207e-07
0.25,2.0119346907528337,0.9880888361627762,0.01883985806541587,0.0003668518262875139,1.0736441425146765e-05,7.866745555379539e-08,0.24028507168112534,0.5,0.3,0.09880888361627763,0.1,0.00021994971786113077,0.5,0.3,1.0736441425146765e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04998211233262119,0.0004663605107877025,0.0020119346907528338,0.001473348834325273,3.542435029410503e-11,3.668518262875139e-07
0.26,2.0124096413318258,0.9879144910121352,0.019489333390729866,0.0003815828443113517,1.1306478037825173e-05,8.547697508142117e-08,0.24029636030194296,0.5,0.3,0.09879144910121353,0.1,0.0002287751132699526,0.5,0.3,1.1306478037825173e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.0499811629692861,0.00048243869765514017,0.002012409641331826,0.0014736011848190868,4.0007377645601676e-11,3.815828443113517e-07
0.27,2.0128844173566454,0.9877485908402842,0.020134909722955542,0.0003963161771183689,1.1878439387054475e-05,9.250586929747997e-08,0.24030764050907358,0.5,0.3,0.09877485908402843,0.1,0.00023760137573320406,0.5,0.3,1.1878439387054476e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.0499802104366592,0.0004984204424041985,0.0020128844173566453,0.0014738413921669541,4.4936512263569417e-11,3.9631617711836893e-07
0.28,2.013359019740531,0.9875906142337336,0.02077677411927507,0.00041105170700126163,1.2452074469716452e-05,9.974517529149654e-08,0.24031891233132088,0.5,0.3,0.09875906142337337,0.1,0.00024642843454341154,0.5,0.3,1.2452074469716453e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04997925515309643,0.0005143103747056434,0.002013359019740531,0.0014740701997625345,5.021841250179924e-11,4.110517070012616e-07
0.29,2.0138334493559977,0.987440083541992,0.02141509974918889,0.0004257893233878232,1.3027166762267434e-05,1.0718614076289515e-07,0.24033017579648025,0.5,0.3,0.0987440083541992,0.1,0.0002552562232834891,0.5,0.3,1.3027166762267435e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049978297479474694,0.0005301127804966967,0.0020138334493559978,0.0014742882890735765,5.585918080008799e-11,4.257893233878232e-07
0.3,2.0143077070375655,0.9872965600156517,0.022050047278404643,0.00044052892225667867,1.360352945384373e-05,1.1482024466572715e-07,0.24034143093140553,0.5,0.3,0.09872965600156518,0.1,0.0002640846794755395,0.5,0.3,1.360352945384373e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04997733772714014,0.0005458316362340384,0.0020143077070375656,0.0014744962864879066,6.186439552056441e-11,4.4052892225667867e-07
0.31,2.0147817935842984,0.9871596394252454,0.022681766126884773,0.00045527040560058976,1.4181001179927948e-05,1.2263921398220778e-07,0.24035267776207087,0.5,0.3,0.09871596394252455,0.1,0.000272913744258269,0.5,0.3,1.418100117992795e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04997637616502118,0.0005614706400321844,0.0020147817935842983,0.0014746947694932015,6.823914275527015e-11,4.552704056005898e-07
0.32,2.0152557097620862,0.9870289484223224,0.02331039554919159,0.0004700136809558608,1.4759442435784331e-05,1.3063503508018247e-07,0.2403639163136267,0.5,0.3,0.09870289484223224,0.1,0.0002817433621041016,0.5,0.3,1.475944243578433e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04997541302560814,0.0005770332384033999,0.0020152557097620864,0.0014748842718065125,7.49880467312021e-11,4.700136809558608e-07
0.33,2.0157294563056842,0.9869041415347138,0.023936065551933366,0.00048475866099232637,1.5338732614803002e-05,1.3879996018298864e-07,0.2403751466104495,0.5,0.3,0.09869041415347139,0.1,0.00029057348057267125,0.5,0.3,1.5338732614803002e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049974448509891155,0.0005925226489655273,0.002015729456305684,0.0014750652876053755,8.211529844896205e-11,4.847586609923264e-07
0.34,2.0162030339205836,0.9867848985119381,0.02455889770459548,0.0004995052631437402,1.591876746474992e-05,1.4712651080886002e-07,0.24038636867618754,0.5,0.3,0.09867848985119382,0.1,0.0002994040500885925,0.5,0.3,1.591876746474992e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049973482791601236,0.0006079418805109429,0.0020162030339205836,0.0014752382752686885,8.962468307604622e-11,4.995052631437402e-07
0.35000000000000003,2.016676443284754,0.9866709218950178,0.02517900587753439,0.0005142534092668707,1.649945683250436e-05,1.5560747932878824e-07,0.24039758253380367,0.5,0.3,0.09866709218950179,0.1,0.0003082350237364985,0.5,0.3,1.6499456832504362e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04997251602097001,0.0006232937512727514,0.002016676443284754,0.0014754036608070622,9.751960643630517e-11,5.142534092668707e-07
0.36,2.0171496850502604,0.9865619348527846,0.025796496907330227,0.0005290030253297746,1.708072269090557e-05,1.6423592869341356e-07,0.2404087882056148,0.5,0.3,0.09865619348527847,0.1,0.0003170663570736203,0.5,0.3,1.708072269090557e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04997154832801913,0.0006385809053930341,0.00201714968505026,0.0014755618409194374,1.0580312039442706e-10,5.290030253297746e-07
0.37,2.0176227598447456,0.9864576793138748,0.026411471185260653,0.0005437540411309164,1.766249745982785e-05,1.7300519021803717e-07,0.24041998571332823,0.5,0.3,0.09864576793138749,0.1,0.00032589800796089933,0.5,0.3,1.7662497459827849e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04997057982535895,0.0006538058274882274,0.0020176227598447454,0.0014757131856316182,1.1447794683646584e-10,5.437540411309164e-07
0.38,2.018095668272794,0.9863579143375457,0.027024023178071826,0.0005585063900455698,1.8244722584055196e-05,1.8190885975555027e-07,0.24043117507807493,0.5,0.3,0.09863579143375457,0.1,0.00033472993641049225,0.5,0.3,1.8244722584055196e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04996961061055924,0.0006689708555387437,0.0020180956682727944,0.0014758580405975278,1.2354650023185976e-10,5.585063900455698e-07
0.39,2.0185684109171973,0.986262414649392,0.02763424189622524,0.0005732600087938092,1.8827347306906868e-05,1.909407927916744e-07,0.2404423563204408,0.5,0.3,0.0986262414649392,0.1,0.0003435621044462534,0.5,0.3,1.882734730690687e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04996864076819344,0.000684078192478557,0.0020185684109171975,0.0014759967291691058,1.3301090895179625e-10,5.732600087938093e-07
0.4,2.019040988340128,0.9861709693141358,0.028242211318987985,0.000588014837226746,1.941032760032009e-05,2.000950987972132e-07,0.2404535294604954,0.5,0.3,0.09861709693141359,0.1,0.00035239447597518734,0.5,0.3,1.941032760032009e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04996767037162207,0.0006991299167166191,0.0020190409883401278,0.0014761295542741438,1.4287303545211781e-10,5.88014837226746e-07
0.41000000000000003,2.0195134010842355,0.9860833805483294,0.02884801077921103,0.0006027708181300851,1.9993625238047337e-05,2.0936613493862416e-07,0.2404646945178185,0.5,0.3,0.09860833805483295,0.1,0.00036122701666931414,0.5,0.3,1.9993625238047338e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04996669948453747,0.0007141279916605089,0.0020195134010842354,0.0014762568000969813,1.5313449530612973e-10,6.027708181300852e-07
0.42,2.0199856496736652,0.9859994626660604,0.029451715310052574,0.0006175278970441225,2.0577207001875733e-05,2.1874849921974102e-07,0.24047585151152556,0.5,0.3,0.09859994626660605,0.1,0.00037005969385741635,0.5,0.3,2.0577207001875733e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049965728162286845,0.0007290742742981707,0.0020199856496736653,0.001476378733571261,1.6379667506608668e-10,6.175278970441225e-07
0.43,2.0204577346150034,0.985919041134081,0.0300533959581949,0.0006322860220983503,2.1161044002009084e-05,2.2823702320574725e-07,0.24048700046029045,0.5,0.3,0.09859190411340811,0.1,0.00037889247642556597,0.5,0.3,2.1161044002009084e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049964756453004945,0.0007439705229503223,0.0020204577346150036,0.0014764956057182808,1.7486074900251656e-10,6.322860220983503e-07
0.44,2.0209296563981614,0.9858419517149052,0.03065312006863136,0.0006470451438586867,2.1745111090494387e-05,2.3782676449938995e-07,0.24049814138236758,0.5,0.3,0.09858419517149053,0.1,0.0003877253347252421,0.5,0.3,2.174511109049439e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049963784398591705,0.0007588184043191918,0.0020209296563981614,0.0014766076528615086,1.863276948066412e-10,6.470451438586867e-07
0.45,2.0214014154971993,0.9857680396897373,0.031250951544430625,0.0006618052151859784,2.2329386352866928e-05,2.475129990820768e-07,0.2405092742956118,0.5,0.3,0.09857680396897373,0.1,0.00039655824048822686,0.5,0.3,2.232938635286693e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04996281203555941,0.0007736194999179122,0.0020214014154971995,0.0014767150977285815,1.9819830831921614e-10,6.618052151859784e-07
0.46,2.0218730123711017,0.9856971591523374,0.03184695108413488,0.0006765661911049838,2.2913850669075063e-05,2.572912135787045e-07,0.24052039921749752,0.5,0.3,0.09856971591523374,0.1,0.00040539116674780194,0.5,0.3,2.2913850669075065e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049961839395764436,0.0007883753119463363,0.002021873012371102,0.0014768181504532744,2.1047321732102876e-10,6.765661911049838e-07
0.47000000000000003,2.0223444474644983,0.9856291723723002,0.032441176398161256,0.0006913280286829985,2.3498487335998868e-05,2.671570974958194e-07,0.24053151616513657,0.5,0.3,0.09856291723723003,0.1,0.0004142240877657429,0.5,0.3,2.349848733599887e-06,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.0499608665070363,0.0008030872686471534,0.0020223444474644983,0.0014769170094792667,2.2315289442082778e-10,6.913280286829985e-07
