_1_task1,u_1_task1,v_2_task1,w_3_task1
105.0,0.0194115542782256,0.9817308726561874,0.09211549320068221
108.0,0.028415723777220396,0.9769821283680277,0.0900988077727157
111.0,0.04221192159094528,0.9716724391385448,0.0881380330887331
114.0,0.06339368457055816,0.966150374728307,0.08624715993999467
117.0,0.09561989147405366,0.9608502943426905,0.08445645023888745
120.0,0.1432634389741745,0.9561678228140174,0.08282402150130813
123.0,0.209563275446175,0.952351742280915,0.08144402088358091
126.0,0.29259796030839297,0.9494680335925068,0.08043302792239196
129.0,0.3817578706011618,0.9474425312940306,0.07988060485499551
132.0,0.4612701387489813,0.9461068708758691,0.07979333299683292
135.0,0.5201791491060954,0.9452747711090151,0.08009098350736071
138.0,0.5573494715831606,0.9447816337585271,0.08065650819313679
141.0,0.5777650785763956,0.9445026541806696,0.08138514393448336
144.0,0.587325759776965,0.9443527148376565,0.08220291547858036
147.0,0.5904974386334728,0.9442779623825043,0.08306369032767397
150.0,0.5900988829155915,0.9442459959047833,0.0839405345234755
153.0,0.587752576837844,0.9442381095291807,0.08481799193985289
156.0,0.584371733029746,0.9442435748352911,0.08568733260837176
159.0,0.5804550437511979,0.944256428881376,0.08654362139756329
162.0,0.5762677027761187,0.9442734626667998,0.08738392303432692
165.0,0.5719614150721312,0.944292797375514,0.08820645007642083
168.0,0.5676222549281287,0.9443133543636097,0.08901009347306299
171.0,0.5632934728276776,0.9443346358720512,0.08979413567916905
174.0,0.5590000382938661,0.9443563585537574,0.0905580730444175
177.0,0.554761774487178,0.9443782621935993,0.09130154976797153
180.0,0.5505877629168576,0.944400260420523,0.09202433842026113
183.0,0.5464856916086845,0.9444222590976628,0.09272627895601239
186.0,0.5424630145666673,0.9444441557695064,0.09340728280849309
189.0,0.5385218831339214,0.9444659440343737,0.09406733060582341
192.0,0.5346632181371265,0.9444876284206197,0.09470644778372869
195.0,0.5308906663759447,0.9445091500239045,0.09532469547475024
198.0,0.5272061985911682,0.9445304825490826,0.09592218327110215
201.0,0.5236128263915365,0.9445515740709035,0.09649906229835656
204.0,0.5201112217975026,0.9445724171488372,0.0970555299339175
207.0,0.5167017519825757,0.9445930033552733,0.09759181695840155
210.0,0.5133848209271139,0.9446133182647785,0.09810818294120491
213.0,0.5101617977895734,0.9446333248136402,0.09860491546587283
216.0,0.5070330558569087,0.944653005260036,0.09908233515722473
219.0,0.5039996620303084,0.9446723241658861,0.0995407898102019
222.0,0.5010603838283217,0.9446912906109787,0.0999806564088543
225.0,0.4982160998633841,0.9447098645592853,0.10040232672558064
228.0,0.49546646984665726,0.9447280308352334,0.10080621683046719
231.0,0.4928107876815534,0.9447457790074621,0.10119275942524497
234.0,0.4902480116151375,0.9447631033171644,0.10156240436854758
237.0,0.48777715581122505,0.9447799933125388,0.10191561061702774
240.0,0.48539710610300507,0.9447964398740244,0.10225284786983621
243.0,0.4831066850128387,0.9448124331065316,0.10257459451995052
246.0,0.48090457451026614,0.9448279656111103,0.10288133249819448
249.0,0.4787892872383471,0.944843032482314,0.10317354587107923
252.0,0.47675923373716683,0.9448576296795328,0.10345172498966268
255.0,0.4748127351342423,0.9448717537322537,0.10371636424588508
258.0,0.47294792243405376,0.9448854057899362,0.1039679421795756
261.0,0.47116288940990253,0.9448985848805234,0.10420696063253054
264.0,0.4694556691403961,0.944911293380623,0.10443389258207372
267.0,0.4678241754166939,0.9449235346963889,0.10464921784619635
270.0,0.4662662474531983,0.9449353131496253,0.10485341545509679
273.0,0.46477981030829285,0.9449466337704395,0.10504693417694048
276.0,0.46336256747550086,0.944957503600203,0.10523023953526539
279.0,0.4620123655171945,0.9449679293614692,0.10540376974251658
282.0,0.46072697464824786,0.9449779191036012,0.10556795808173437
285.0,0.4595041110888282,0.9449874820032517,0.10572323131556496
288.0,0.4583416248951691,0.9449966267616249,0.10586999439400603
291.0,0.45723722846951026,0.9450053639660928,0.10600865138506602
294.0,0.4561887420582307,0.9450137038675429,0.1061395872534556
297.0,0.45519397606906586,0.9450216574838008,0.1062631764012451
300.0,0.4542507347609667,0.9450292365262418,0.10637978274408535
