Time,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts,P0,dG,bG,kGSH,kG,kS,bS,dS,k450,kN,kPSH,compartment,reaction_1,R2,R3,R4,R5,R6,R7,R8,R9,R10
2.51,1.2902235564102494e-14,6.7464723713139825e-15,8.676542576233316e-24,2.9933865027408905e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,9.429167483633805e-20,2.733110911513495e-25,8.950225643195263e-19,9.544196833856648e-22,9.365768763054002e-20,1.3492944742627965e-14,1.374e-14,8.728431381165548e-19,2.5804471128204987e-14,2.65e-14
2.52,1.290911338145607e-14,6.74891748585007e-15,8.190336501648049e-24,2.812824573712988e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.860397407195911e-20,2.5799559980191355e-25,8.410345475401834e-19,9.009370151812853e-22,8.844144836954977e-20,1.349783497170014e-14,1.374e-14,8.206302123790737e-19,2.581822676291214e-14,2.65e-14
2.53,1.2915855510306845e-14,6.751314237848373e-15,7.635920484860842e-24,2.64311301747288e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.325806005039572e-20,2.405314952731165e-25,7.902907922243913e-19,8.399512533346926e-22,8.248399790163048e-20,1.3502628475696746e-14,1.374e-14,7.715202877826532e-19,2.583171102061369e-14,2.65e-14
2.54,1.2922464607607618e-14,6.753663581782574e-15,7.115321111393895e-24,2.4836038226687106e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.823352041406438e-20,2.241326150089077e-25,7.425975429779445e-19,7.826853222533284e-22,7.688717610033546e-20,1.3507327163565149e-14,1.374e-14,7.253307844492721e-19,2.5844929215215236e-14,2.65e-14
2.55,1.2928943279542692e-14,6.755966453463728e-15,6.715626868848721e-24,2.3336862138127677e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.351111573510218e-20,2.115422463687347e-25,6.977721779300176e-19,7.3871895557335925e-22,7.259287974387458e-20,1.3511932906927456e-14,1.374e-14,6.8188938520837385e-19,2.5857886559085384e-14,2.65e-14
2.56,1.2935294082301164e-14,6.758223770162388e-15,6.3756847593538756e-24,2.1927862611873645e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.907276722740198e-20,2.0083406991964708e-25,6.55643092095022e-19,7.013253235289263e-22,6.894128686676389e-20,1.3516447540324777e-14,1.374e-14,6.410339743467935e-19,2.5870588164602327e-14,2.65e-14
2.57,1.2941519523017466e-14,6.760436431091663e-15,5.975047767636424e-24,2.0603642128794982e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.49014727057042e-20,1.8821400468054737e-25,6.1604889965097e-19,6.572552544400067e-22,6.463028896934752e-20,1.3520872862183327e-14,1.374e-14,6.026119072924478e-19,2.5883039046034932e-14,2.65e-14
2.58,1.2947622060681705e-14,6.762605318005735e-15,5.540055379733906e-24,1.9359119357130384e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.098122597496071e-20,1.7451174446161804e-25,5.788376687781985e-19,6.094060917707297e-22,5.994433275685567e-20,1.352521063601147e-14,1.374e-14,5.664793075520786e-19,2.589524412136341e-14,2.65e-14
2.59,1.2953604106908054e-14,6.764731295426093e-15,5.2038713260583594e-24,1.81895238623575e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.729700016642613e-20,1.6392194677083833e-25,5.438667634844893e-19,5.724258458664195e-22,5.632446594681195e-20,1.3529462590852187e-14,1.374e-14,5.325009536738678e-19,2.5907208213816108e-14,2.65e-14
2.6,1.2959468026952697e-14,6.7668152108010944e-15,4.961469420674082e-24,1.7090358504336895e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.383462928866122e-20,1.562862867512336e-25,5.110017192796732e-19,5.45761636274149e-22,5.3717354789986995e-20,1.3533630421602189e-14,1.374e-14,5.005492174098157e-19,2.5918936053905394e-14,2.65e-14
2.61,1.2965216140341642e-14,6.7688578947135564e-15,4.6705586362654836e-24,1.605740669775053e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.0580831097914165e-20,1.4712259704236272e-25,4.801164602627409e-19,5.137614499892032e-22,5.058295631649312e-20,1.3537715789427113e-14,1.374e-14,4.705043115867337e-19,2.5930432280683284e-14,2.65e-14
2.62,1.2970850721963996e-14,6.770860161632926e-15,4.314502448177865e-24,1.508668963887654e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.75230723624611e-20,1.3590682711760275e-25,4.510920202024086e-19,4.745952692995651e-22,4.6740628389816375e-20,1.3541720323265852e-14,1.374e-14,4.422530701794988e-19,2.5941701443927992e-14,2.65e-14
2.63,1.2976374002591006e-14,6.772822810124562e-15,4.033960505222469e-24,1.417448005733198e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.464961218059574e-20,1.2706975591450777e-25,4.238169537142262e-19,4.437356555744716e-22,4.371407955985974e-20,1.3545645620249123e-14,1.374e-14,4.156893812066287e-19,2.595274800518201e-14,2.65e-14
2.64,1.2981788170013592e-14,6.7747466230105824e-15,3.8584774255665036e-24,1.3317258775172789e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.1949365141794286e-20,1.2154203890534486e-25,3.981860373776664e-19,4.244325168123154e-22,4.182433105411077e-20,1.3549493246021165e-14,1.374e-14,3.9071294127947806e-19,2.5963576340027185e-14,2.65e-14
2.65,1.2987095369482432e-14,6.7766323674416935e-15,3.6488550417171685e-24,1.2511730923712022e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.941195240969287e-20,1.149389338140908e-25,3.741007546189895e-19,4.0137405458888856e-22,3.95631186876854e-20,1.3553264734883387e-14,1.374e-14,3.672297566004242e-19,2.5974190738964865e-14,2.65e-14
2.66,1.2992297704861656e-14,6.778480795672976e-15,3.361757276481823e-24,1.1754784669030588e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.702757170744635e-20,1.0589535420917744e-25,3.514680616040146e-19,3.6979330041300053e-22,3.646017142135348e-20,1.3556961591345952e-14,1.374e-14,3.4515095584109137e-19,2.5984595409723313e-14,2.65e-14
2.67,1.2997397239016346e-14,6.7802926452518335e-15,3.123088433822115e-24,1.1043507319083161e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.478704805511196e-20,9.837728566539662e-26,3.3020086884058656e-19,3.4353972772043263e-22,3.388072566130425e-20,1.3560585290503667e-14,1.374e-14,3.2439328447612476e-19,2.599479447803269e-14,2.65e-14
2.68,1.3002395994944871e-14,6.782068639191801e-15,2.965454877255078e-24,1.0375148672410751e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.2681718318093865e-20,9.341182863353495e-26,3.102169453050815e-19,3.262000364980586e-22,3.217906963835206e-20,1.3564137278383603e-14,1.374e-14,3.048780488919512e-19,2.6004791989889742e-14,2.65e-14
2.69,1.3007295956203918e-14,6.783809486110029e-15,2.826238456682668e-24,9.747131483934211e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.0703464174392767e-20,8.902651138550404e-26,2.9143923136963296e-19,3.108862302350935e-22,3.067626120392457e-20,1.3567618972220058e-14,1.374e-14,2.865314420943777e-19,2.6014591912407836e-14,2.65e-14
2.7,1.3012099067868342e-14,6.7855158807177575e-15,2.6510715729789634e-24,9.157027935171234e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.884463799578939e-20,8.350875454883735e-26,2.737951352616199e-19,2.91617873027686e-22,2.878222121498906e-20,1.3571031761435515e-14,1.374e-14,2.692838695308903e-19,2.6024198135736684e-14,2.65e-14
2.71,1.3016807237128112e-14,6.787188504102139e-15,2.4635498311488975e-24,8.602557359317568e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.7098055681850337e-20,7.760181968119027e-26,2.572164650435953e-19,2.7099048142637873e-22,2.67529233492105e-20,1.3574377008204278e-14,1.374e-14,2.5306989781721865e-19,2.6033614474256225e-14,2.65e-14
2.72,1.3021422334032353e-14,6.788828023949866e-15,2.3104252759324895e-24,8.081576183943999e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.5456964979423597e-20,7.277839619187342e-26,2.416391278999256e-19,2.541467803525738e-22,2.509612777678814e-20,1.3577656047899732e-14,1.374e-14,2.378279735516907e-19,2.6042844668064706e-14,2.65e-14
2.73,1.3025946192233164e-14,6.790435094754212e-15,2.181380928931623e-24,7.592066941561428e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.39150108659185e-20,6.871349926134612e-26,2.270028015526867e-19,2.3995190218247854e-22,2.370004098375174e-20,1.3580870189508425e-14,1.374e-14,2.2350011335906167e-19,2.605189238446633e-14,2.65e-14
2.74,1.3030380609558038e-14,6.7920103580626606e-15,2.050137408752003e-24,7.132136717969496e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.2466230661603915e-20,6.45793283756881e-26,2.1325088786728797e-19,2.255151149627203e-22,2.2279287225112554e-20,1.3584020716125321e-14,1.374e-14,2.1003187054767539e-19,2.6060761219116075e-14,2.65e-14
2.75,1.3034727348857e-14,6.793554442848005e-15,1.9228475436379694e-24,6.700001467609112e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.1105004622968702e-20,6.056969762459603e-26,2.0033004388151245e-19,2.1151322980017663e-22,2.090075115680176e-20,1.358710888569601e-14,1.374e-14,1.9737188474993196e-19,2.6069454697714e-14,2.65e-14
2.76,1.303898813844587e-14,6.795067965634514e-15,1.8062133860454614e-24,6.29398941460684e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.982606665601155e-20,5.689572166043203e-26,1.8819028349674453e-19,1.9868347246500075e-22,1.9637348349788418e-20,1.3590135931269027e-14,1.374e-14,1.8547199250447115e-19,2.607797627689174e-14,2.65e-14
2.77,1.3043164673018042e-14,6.796551530836099e-15,1.696756670928747e-24,5.912523403543369e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.862444872116161e-20,5.344783513425553e-26,1.7678444976594675e-19,1.8664323380216216e-22,1.8451350638811418e-20,1.3593103061672198e-14,1.374e-14,1.7428671703120572e-19,2.6086329346036083e-14,2.65e-14
2.78,1.3047258613995036e-14,6.7980057308837666e-15,1.5936223304091567e-24,5.554126816086095e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.74954994706712e-20,5.0199103407888434e-26,1.6606839180097425e-19,1.7529845634500723e-22,1.7333525975977264e-20,1.3596011461767533e-14,1.374e-14,1.637734514143443e-19,2.6094517227990072e-14,2.65e-14
2.79,1.3051271590470527e-14,6.799431146591494e-15,1.4963569002044553e-24,5.2174057741361905e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.6434828188529e-20,4.7135242356440345e-26,1.560004326466721e-19,1.6459925902249008e-22,1.6279001141867637e-20,1.3598862293182987e-14,1.374e-14,1.5389194224842565e-19,2.6102543180941054e-14,2.65e-14
2.8,1.3055205199498457e-14,6.800828347243096e-15,1.4050399693535437e-24,4.9010559336472875e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.5438326190988956e-20,4.425875903463663e-26,1.465415724160539e-19,1.545543966288898e-22,1.5288697044142642e-20,1.3601656694486192e-14,1.374e-14,1.4460449745204572e-19,2.6110410398996913e-14,2.65e-14
2.81,1.3059061007042285e-14,6.8021978909601884e-15,1.3198929577464111e-24,4.603845704062182e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.450211396779587e-20,4.157662816901195e-26,1.3765498655145924e-19,1.4518822535210522e-22,1.4365076949561348e-20,1.3604395781920377e-14,1.374e-14,1.358754983309681e-19,2.611812201408457e-14,2.65e-14
2.82,1.3062840548228423e-14,6.803540324778452e-15,1.2397720246251027e-24,4.3246228062168363e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.3622561839583033e-20,3.9052818775690736e-26,1.293062219058834e-19,1.363749227087613e-22,1.3495742340910575e-20,1.3607080649556903e-14,1.374e-14,1.2767159941638447e-19,2.6125681096456847e-14,2.65e-14
2.83,1.3066545328262168e-14,6.804856184999252e-15,1.1642470813650913e-24,4.0622996317352896e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.2796243839966163e-20,3.667378306300038e-26,1.2146275898888517e-19,1.2806717895016005e-22,1.267605432399131e-20,1.3609712369998504e-14,1.374e-14,1.1996130234161722e-19,2.6133090656524336e-14,2.65e-14
2.84,1.3070176822729354e-14,6.806145997291105e-15,1.0932929532642641e-24,3.815857234998956e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.2019950290246711e-20,3.443872802782432e-26,1.140941313264688e-19,1.2026222485906906e-22,1.1905778332361826e-20,1.361229199458221e-14,1.374e-14,1.127150790693041e-19,2.6140353645458708e-14,2.65e-14
2.85,1.307373647834921e-14,6.807410276971008e-15,1.02679830971166e-24,3.584336196410195e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.1290659018692114e-20,3.234414675591729e-26,1.0717165227266484e-19,1.129478140682826e-22,1.1183739785452184e-20,1.3614820553942017e-14,1.374e-14,1.0590510715258646e-19,2.614747295669842e-14,2.65e-14
2.86,1.307722571343471e-14,6.8086495291701365e-15,9.643921712309485e-25,3.366835408315026e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.0605531536192332e-20,3.037835339377488e-26,1.0066837870861929e-19,1.0608313883540433e-22,1.0505933284139141e-20,1.3617299058340273e-14,1.374e-14,9.950523845841456e-20,2.615445142686942e-14,2.65e-14
2.87,1.3080645918455803e-14,6.80986424904067e-15,9.056974274623221e-25,3.162508338743375e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,9.961901267041632e-21,2.852946896506315e-26,9.455899932842691e-20,9.962671702085543e-23,9.868282450758036e-21,1.361972849808134e-14,1.374e-14,9.349089305278109e-20,2.6161291836911606e-14,2.65e-14
2.88,1.3083998456625519e-14,6.811054921971602e-15,8.505227300602264e-25,2.970558378934747e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,9.357258893644453e-21,2.679146599689713e-26,8.881969553014895e-20,9.35575003066249e-23,9.268731242920686e-21,1.3622109843943203e-14,1.374e-14,8.783892561437401e-20,2.6167996913251038e-14,2.65e-14
2.89,1.3087284664319833e-14,6.812222023738438e-15,7.98749651222071e-25,2.790238458605831e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.789251144608367e-21,2.5160614013495236e-26,8.342812991231436e-20,8.78624616344278e-23,8.70601594481342e-21,1.3624444047476877e-14,1.374e-14,8.252761767538296e-20,2.6174569328639666e-14,2.65e-14
2.9,1.3090505851748205e-14,6.813366020752321e-15,7.501770383541521e-25,2.6208445761343498e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.255660414823202e-21,2.363057670815579e-26,7.836325282641707e-20,8.251947421895673e-23,8.177969188273265e-21,1.3626732041504643e-14,1.374e-14,7.753648964852491e-20,2.618101170349641e-14,2.65e-14
2.91,1.3093663303268848e-14,6.8144873701689185e-15,7.045264089338589e-25,2.461717331142308e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.75440959309827e-21,2.2192581881416555e-26,7.360534820115502e-20,7.749790498272448e-23,7.681578105008391e-21,1.3628974740337837e-14,1.374e-14,7.284634921286566e-20,2.6187326606537696e-14,2.65e-14
2.92,1.3096758278109554e-14,6.815586520157158e-15,6.616104169813934e-25,2.312234738691692e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.28353942687883e-21,2.084072813491389e-26,6.91358186868816e-20,7.277714586795327e-23,7.214820863318306e-21,1.3631173040314317e-14,1.374e-14,6.843908156805795e-20,2.6193516556219108e-14,2.65e-14
2.93,1.3099792010610353e-14,6.816663909981039e-15,6.213258680755481e-25,2.1718147056547353e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.841216322812416e-21,1.9571764844379763e-26,6.493725969907659e-20,6.834584548831029e-23,6.776591393997166e-21,1.3633327819962078e-14,1.374e-14,6.429772530103607e-20,2.6199584021220706e-14,2.65e-14
2.94,1.3102765710966875e-14,6.817719970275542e-15,5.8351754117696185e-25,2.039907842410923e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.4257097035944074e-21,1.8380802547074298e-26,6.09932444880866e-20,6.418692952946581e-23,6.3652147095812054e-21,1.3635439940551084e-14,1.374e-14,6.040626204022783e-20,2.620553142193375e-14,2.65e-14
2.95,1.310568056542633e-14,6.8187551231118556e-15,5.479973517858323e-25,1.916000249531461e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.035400786024103e-21,1.726191658125372e-26,5.728840746099069e-20,6.027970869644156e-23,5.9786555999061984e-21,1.3637510246223711e-14,1.374e-14,5.674970114801841e-20,2.621136113085266e-14,2.65e-14
2.96,1.310853773703004e-14,6.8197697822722066e-15,5.146209400438228e-25,1.7996067824432164e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.668761364696131e-21,1.6210559611380418e-26,5.380824279505217e-20,5.66083034048205e-23,5.6153541379766075e-21,1.3639539564544413e-14,1.374e-14,5.3313882328006966e-20,2.621707547406008e-14,2.65e-14
2.97,1.3111338365790008e-14,6.8207643533084085e-15,4.832802967543205e-25,1.6902736517562104e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.324362003032063e-21,1.5223329347761095e-26,5.0539182187510694e-20,5.316083264297525e-23,5.274145633213086e-21,1.3641528706616817e-14,1.374e-14,5.008555450043871e-20,2.6222676731580016e-14,2.65e-14
2.98,1.3114083569392112e-14,6.82173923380113e-15,4.538567408229662e-25,1.587572698501476e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.00085400027965e-21,1.4296487335923434e-26,4.7468423685194136e-20,4.9924241490526276e-23,4.9537477366354226e-21,1.364347846760226e-14,1.374e-14,4.705220795183217e-20,2.6228167138784224e-14,2.65e-14
2.99,1.3116774443394115e-14,6.822694813427046e-15,4.262182961532004e-25,1.4911032317692537e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.696975180073149e-21,1.3425876328825813e-26,4.4583986629900687e-20,4.688401257685205e-23,4.6527317736834455e-21,1.3645389626854091e-14,1.374e-14,4.420213036422931e-20,2.623354888678823e-14,2.65e-14
3.0,1.3119412061857039e-14,6.823631474190578e-15,4.002473403925217e-25,1.4004876547929984e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.411536112597945e-21,1.2607791222364434e-26,4.1874580878310653e-20,4.402720744317739e-23,4.36982455898157e-21,1.3647262948381156e-14,1.374e-14,4.15242786655473e-20,2.6238824123714078e-14,2.65e-14
3.01,1.3121997477700936e-14,6.8245495905512324e-15,3.7584701889657626e-25,1.3153708609097231e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.1434182118656275e-21,1.1839181095242153e-26,3.9329588741200725e-20,4.134317207862339e-23,4.103978590272849e-21,1.3649099181102465e-14,1.374e-14,3.9008262449163054e-20,2.6243994955401872e-14,2.65e-14
3.02,1.3124531722959587e-14,6.825449529512806e-15,3.5296263451836095e-25,1.2354209287199553e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.8915759254678595e-21,1.111832298732837e-26,3.6939085768726667e-20,3.8825889797019704e-23,3.854605836334316e-21,1.3650899059025611e-14,1.374e-14,3.664436584463674e-20,2.6249063445919174e-14,2.65e-14
3.03,1.312701580954588e-14,6.826331650905165e-15,3.3152769627390107e-25,1.1603232741035124e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.655018313426064e-21,1.0443122432627884e-26,3.4693665895695023e-20,3.646804659012912e-23,3.6209888099619286e-21,1.365266330181033e-14,1.374e-14,3.442337523715031e-20,2.625403161909176e-14,2.65e-14
3.04,1.312945072918365e-14,6.827196307352213e-15,3.1136221051358455e-25,1.0897851632430105e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.432823264215483e-21,9.807909631177914e-27,3.258457638096602e-20,3.42498431564943e-23,3.401169494187787e-21,1.3654392614704426e-14,1.374e-14,3.2336714169999496e-20,2.62589014583673e-14,2.65e-14
3.05,1.3131837454220823e-14,6.828043844571273e-15,2.9232832173185583e-25,1.023529540661359e-20,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.224118053083281e-21,9.208342134553459e-27,3.060353326577464e-20,3.215611539050414e-23,3.193648956472078e-21,1.3656087689142545e-14,1.374e-14,3.037626124008169e-20,2.6263674908441646e-14,2.65e-14
3.06,1.3134176937791731e-14,6.82887460142832e-15,2.7438099055259336e-25,9.612964940351407e-21,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.028083956210693e-21,8.64300120240669e-27,2.8742765171650706e-20,3.018190896078527e-23,2.9979414039989582e-21,1.365774920285664e-14,1.374e-14,2.853439442768024e-20,2.6268353875583462e-14,2.65e-14
